melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126
0.4124617412	0.4728391055	-1.578947448	-0.2717964684	-0.6284955661	-1.304290071	-1.288535377	-1.682891861	1.084880503	-1.067177191	-0.8544509778	0.9534790986	0.9679712207	-1.203362355	0.03597629483	-1.378296199	1.087272299	1.326192384	0.839852632	-1.661690436	0.03489005092	0.568378521	-0.1291333946	1.219452032	-1.254635227	0.536069008	-0.3192549419	-0.3282349281	0.2449175308	-0.7616209936	-0.7554236066	-0.08327064033	-2.010409479	-1.09013904	0.7298549393	1.183588554	0.3452524564	-0.05306755798	1.904153863	1.591815322	-1.352322391	0.2204063032	-1.40641804	1.284650689	-0.4886453866	-0.6381707391	2.623087492	-1.643301386	-0.6887404018	-1.255938023	-1.028107824	-1.066033044	-0.1918807322	0.3088468992	-0.1231203198	0.3387352862	-0.1830029441	-0.3752322286	-0.532004525	0.290164028	-0.7597810832	-0.06116499573	0.4063473511	1.395170502	-0.0002000124465	0.1231447562	0.03745527954	0.966029948	0.227898281	0.06776613257	2.030017075	-0.5922314731	-0.05176281053	-1.691958876	1.56717298	1.174042132	1.199450823	-1.529735414	0.7934313927	1.069089476	-0.277403994	-2.495189261	1.832399938	-1.375871313	0.2745569713	-0.379710827	1.245033892	-0.4279545789	-0.1598158749	0.4073080964	-1.932379254	0.07055458739	1.344332146	0.3214617983	-0.8300290817	0.1491333671	1.341880065	0.7743627361	-1.60351377	-1.183086498	-0.9080268216	-1.62404063	0.6183220143	3.848752156	-0.5938516977	0.3864968254	-1.221507698	1.64719695	0.6187019918	-0.7087124396	-2.504972334	-0.0804116033	1.276278367	-0.3800651396	2.334531943	-0.8089651954	-1.399748886	2.626765888	-0.0348843896	1.700078466	-1.490431036	2.424953065	-0.8421500934	-2.497001031	-0.4765275635	0.2672723004	0.4347194239
-0.9026890799	-1.188226798	-1.719164301	-1.563246928	-1.045913486	0.1017075196	0.1055856174	-2.107368528	1.180305032	-1.354040079	-0.4199492169	-0.5124371884	0.5196473062	-1.381552024	-0.2029354919	0.628492154	0.2854235304	0.1117044534	-1.369048431	-0.4823493595	0.2013848903	-0.1765121478	-0.5057430722	0.1629367079	1.667286807	0.9152248633	-1.136652574	-0.04723493198	-0.2890518283	2.474902276	-0.02181935149	-0.131874386	-2.190975489	-0.9908511795	-0.3205109152	0.1887331409	-0.5775035651	0.2844820871	-0.2145947505	1.068221267	0.8947100951	-0.4296881923	-1.168083825	1.855519845	-0.1413592657	1.341940721	1.209546164	0.1162032172	-0.2917257012	-0.03848621305	-0.9670025022	0.3207409784	0.3766930465	-0.06135056962	-0.7586881063	-1.055446498	-0.1860721041	-0.5798668435	-0.7306422168	0.3663759489	0.1040015693	-0.5399381328	-0.5916078826	0.8840568602	-0.01582710713	0.6759186203	0.2117203086	0.7678417355	0.4318579427	1.289503596	0.1491443667	1.335577462	0.1653170992	0.1259639483	-0.03799091546	1.37229315	0.2920550818	-0.2277390258	-1.125614304	1.425133898	-0.2256544368	-1.318184519	-0.01830320116	0.04305431099	-0.8411403035	1.115365411	1.807930884	1.366303273	-0.03285496298	1.069617012	-0.7893017042	0.2858578383	-0.2311900328	-0.1157057934	-0.9229471642	0.3611385372	0.4196977184	0.2008985641	-1.843651757	-0.1657105857	-0.8214762804	-1.324003269	-0.3358158554	0.9969549785	-0.2753428	0.2333141	-0.2141355263	0.6368437432	-0.6116304831	-0.5218901855	0.6336133451	-0.3186940153	0.5557059325	0.1493852128	0.6191279286	1.464553878	-2.021140332	1.417632964	-0.8073634258	1.925080305	-0.6685116785	0.2277128303	-1.08525541	-1.273155212	-0.7630264438	0.6177320658	-0.2500723533
-0.09857746785	0.5918657305	-1.308179939	-1.105316141	-0.7479979853	-1.403305336	-1.508692833	-1.520016975	0.5970507989	0.4821787954	-1.461322539	-0.1606721832	0.8268521615	-1.648382859	0.7763384972	-0.9355584883	0.8116606579	0.4109492912	0.1794116969	0.3911468931	0.3987266088	0.6922651704	0.2892699968	0.1302342589	-1.941586111	1.855860411	-1.050202117	0.8597082818	-0.1960177291	-1.661735232	0.6189592343	0.1974275882	-2.301536028	0.1982082248	0.6015875973	-0.2656230227	-0.1254039147	-0.4396836167	2.531811216	1.354322542	-0.8702866846	0.2951039128	-0.8139174936	1.27133147	-0.5296073659	-0.1529946604	-0.1623061424	-0.05286352097	-1.313165794	-1.178082919	-1.068423674	0.8910975917	0.08950032188	-0.1663185124	0.5649468266	-0.697299572	-0.8795834924	-0.5639695243	-0.3050520833	-0.6022577367	0.614788483	0.817017715	-0.7595592747	0.7890285432	-0.04268265574	0.08125378833	0.6971988623	1.380382399	-0.7752266072	-0.6704573157	-0.5872864308	-1.443505566	1.066398863	-0.1151821032	0.8201954465	1.349034034	0.05542322011	0.6301878243	0.6442416097	0.7134449727	-0.3643908394	-1.238051216	-0.4960723242	0.5700315143	-0.2353064772	-1.183130136	0.7802111965	1.594112625	1.399976498	-0.5444562193	-0.7073013406	0.2525985287	-0.2683070979	0.1566893683	-0.5535045268	0.8341255737	0.7011942418	1.396755797	-1.454913546	-0.306145679	0.03423455011	-1.176155765	-0.07467288737	-0.9885125561	0.6941239068	-0.1103184945	1.664008512	0.5571873035	0.9977542849	1.272053859	-0.6602566491	0.9330556379	0.4892143094	-0.9315326254	0.4578815993	0.1716661818	-0.8299342645	0.3791094527	0.3613136869	0.4599417319	0.2060231619	0.8717641547	-0.5003967488	-1.161883871	0.237157867	0.6649740779	0.3419049732
-0.9321867813	-1.273535476	-1.737811413	-1.695438412	-1.230856381	-0.3398080122	0.5593957974	-1.715238092	0.6571927003	-1.036519263	-0.2779388805	-0.4432662723	0.4071938183	-1.289127638	1.071845191	1.516312402	1.286879852	0.1443817491	-1.729169579	0.9860449626	-0.4689297476	0.3381518756	0.7082700308	0.7051790265	-0.4322769706	1.819704635	-1.716640111	0.3846636081	-0.2043174729	1.859371432	-0.2776132416	0.3287075684	-2.431081395	0.6904443397	-0.4698657283	-0.3510726969	-1.502417991	0.9041705165	0.1449649022	0.2555283774	1.334059287	-0.1018322364	-0.931466086	0.05317238547	0.5040066423	0.8224066882	-0.04198042193	0.7598229099	0.4348254265	-0.2429513271	0.03308011832	0.1240371545	0.1970483864	-0.4747415598	1.187307319	-0.1329098699	-1.638019044	-2.512385644	0.5864959495	0.1928963522	0.6703832348	0.8607480053	-0.2684786815	-0.02837082107	-0.4548195447	-0.390868031	-0.6249536684	1.047197337	-0.3753254641	0.2756761027	-1.24317458	1.00301472	1.165080641	-0.005636173803	0.2484932468	1.246071711	-0.5153235556	1.400858208	-0.6358008836	0.8791269185	-0.3406223607	-0.5959473627	-1.006209759	1.810899798	-0.8016039897	0.3792831303	0.5480847055	2.331480381	0.1030871514	0.7892701412	-0.4081768979	-0.6288876525	-0.668141952	-0.5596257151	-1.234297571	0.1986798335	0.003108421376	0.06928648386	-1.428481796	-0.1918717053	-0.03494911867	0.08378634813	-0.1444524865	-1.29941626	0.4569964876	-0.4111229043	0.7669331852	-0.4585989521	0.1201627795	-0.3802802264	1.045066671	0.3454349853	-0.4572793083	-0.7821656363	-0.3571450227	-0.1250830653	-1.460230714	-0.3315734908	0.3627826131	-0.1169342629	-0.1818509485	-0.5424838349	-1.12229932	-0.5447092379	0.1258982534	1.094367691	-0.3415711616
0.7086717394	1.666816735	-1.444011242	-2.39223132	-0.01582193682	-0.9296582059	-0.3185163664	-1.761758107	2.331767072	1.070885822	-0.6733699322	-0.8441692494	0.5595164537	-1.317400502	1.502052075	-0.2643376605	1.435706123	0.3551615212	0.8440793163	1.311590616	-0.008215156016	0.8046028888	0.7602646907	-0.3270644571	-1.379778183	2.26166146	-1.291587114	1.165992279	-0.99416219	-0.282844347	1.433071644	0.6749129981	-2.264899609	0.7084999423	-0.9452622682	1.171623914	0.8955256283	-0.8584942059	-0.3379462491	0.8272890872	-0.5721460238	0.8683139515	-0.9755855503	1.553866592	-0.4297509556	-0.2813698902	-0.4315811092	0.02668524428	-0.5834965786	-1.536135533	-0.6019981089	-0.02134981716	-0.5787420402	0.04825159922	0.3227018741	-0.1686582646	-0.4403177361	-1.888072954	0.7530141325	-1.37189	0.4151307568	0.7655318831	-0.935463026	-0.06768825863	0.3098893587	-0.1856170996	0.3218847552	1.016136741	-0.4283199945	0.114024223	-1.574746897	-1.288831533	0.5551714138	-1.115375126	-0.6714817215	1.654987182	-0.9023840647	0.7423802536	-0.6225983455	0.1028852827	0.01029636805	-1.20674998	-0.9715877425	2.446580583	-0.924258072	1.342172478	-0.9810407404	1.353717219	1.162703652	-0.9941302302	0.4683399193	0.1938777469	0.5410131392	-0.8343034907	-1.594312531	0.620780144	0.3041819941	1.192057557	-0.7157757413	0.03525847651	-0.1355516318	-0.2383661508	0.3281423185	0.6516404443	0.9725005927	0.7987676516	0.9261601251	0.3844866563	0.7765938541	0.7740961122	-0.1013317386	1.087647104	-0.6213252592	-0.9927720084	-0.1910519371	-1.467128323	-1.592132973	-0.06263322969	1.402915931	-0.8400320023	0.9176002116	0.05026905896	0.003781383042	-0.5360700291	0.09646852407	-0.07628409928	-0.2431716594
-1.09926666	-0.6539396847	-1.944076653	-1.423645809	-1.25629903	0.2537289637	-0.1920802011	-1.498390289	0.5338771844	-0.8478494561	0.5599021628	0.7088555046	0.1546419131	-0.473244961	1.203880652	-0.278972392	0.07483828621	-0.2818920004	0.2883752685	2.108033473	0.1346867734	0.2270796723	0.7180596224	0.08108402639	2.608648704	0.7444197043	-1.668100654	0.6577550363	0.5589382152	-0.5470980325	-1.335421602	-1.077593583	-2.560550087	0.1485764431	-0.6136884637	-0.02091522149	0.7115835635	-0.06337077977	0.4799912388	-0.5016217075	1.743393351	1.309285744	-0.9409250718	-0.5213232802	-0.1751137011	1.075644562	-0.04520424833	-0.7499867085	0.2716014858	0.5478316426	-0.1519799484	0.282009591	-0.2672116865	-0.1189368635	-0.2762255444	-0.7372355343	-0.9271136641	-1.939659311	0.9523564197	-1.029041053	0.731735623	-0.1195346863	-0.1610040596	-0.4727396612	-0.214660023	0.5579341806	-1.045116915	1.150035422	0.7738911096	-0.4622819431	-1.266460761	1.208517559	0.006669200657	-0.5614447155	-0.1918955468	0.4043958904	-1.105883145	-0.4695354828	-0.9021591576	-0.3194469088	0.073212983	-1.225106132	-2.243324163	-0.4950780214	-1.026274021	1.39695204	-0.3905334437	0.2938160284	-0.3454986063	-0.275011643	0.989255687	1.235026482	-0.3372786553	0.6662783363	-1.182720409	-0.193677288	-0.790051901	-1.622573349	-0.04695515647	0.1223487212	0.573261765	-0.4871205107	0.9946097973	0.8797306427	1.127705679	-1.799935452	-0.64012872	1.300611887	0.2317730932	-0.02991830381	-0.4402178645	1.741189422	-0.7035122422	-0.8158432006	-1.385115249	0.1914210171	-1.226887474	-0.4645599086	1.27299088	0.3559529981	0.01586074107	-0.9482140513	0.2973804959	0.8359986607	0.3753400968	0.3423328644	0.03141947885
1.486276065	1.084335855	-1.150570418	-2.972602739	-0.8344187425	-0.7256508663	0.9878293184	-1.741033881	0.7653253841	-1.496364208	-0.4857926965	-0.7711650653	0.7319499797	-1.286600302	1.028947053	0.1308489131	-0.5001100068	0.2373130351	-0.3367420307	1.542154629	0.544567473	1.183558357	1.238086197	0.4814053321	0.9203136656	2.720852334	-1.268302518	0.3330667343	-0.3644476355	-0.7095340756	1.318747268	-1.143836092	-1.961878752	-0.2011130022	-1.202760709	-1.259086484	-0.3899348182	-2.000384666	-0.4362445075	-1.156392688	-0.4779710844	0.5213529064	-1.172891813	2.400424664	-1.78087232	-0.59126873	-1.050498213	2.017605358	-0.02278076235	0.3770841093	-1.913115145	1.721557744	0.8983051813	-0.3054705911	0.2633406903	-1.047989459	-0.833098147	-1.067748231	1.019927571	-0.6203990182	-0.3474209457	-0.1142364759	-0.8052737936	-0.7360025948	0.7103680324	0.2503303348	-0.9437497566	0.349007113	-0.5130114532	-1.145082028	-2.025942936	0.4839428396	0.2513370728	-0.1223725314	-0.6138653433	-0.4228464393	-1.076772527	-0.1267751122	-0.3894379793	-1.248025857	1.191325221	-0.3562269579	-0.05760884163	0.2122840151	0.3101659969	-0.5570524578	0.1720649925	0.003297058488	1.295342985	0.06611464556	1.530053372	1.373968486	0.02068584741	0.1197344193	-0.9282883794	1.057196854	0.9238467703	1.216842248	0.665275403	0.9581232985	0.1238510655	-0.7711504253	0.05483133436	-0.08323994639	0.4979334255	0.126995708	-0.7728783504	1.798742981	1.432031064	0.3884512722	1.239333237	1.672607625	0.07122017838	-0.9546559545	-0.2641117091	0.2804400801	-0.3729084791	-0.9647761018	0.5856831535	0.484445429	0.7806855852	-0.5670578251	-0.08782118195	0.3198714624	-0.6520715216	0.03234132827	0.5547823863
-0.9095076069	-0.5895613603	-1.703339578	-1.109864103	-0.1942231901	1.362098791	-1.64029522	-1.017232125	0.1031318317	-0.304531872	0.7922981318	0.4404526044	1.07352985	-0.5231908862	0.4814007599	-1.71284906	0.5908115845	0.8608927811	0.6577077017	1.122278386	0.556998647	0.8691656361	1.633246101	-0.272235839	-1.142404685	1.924985756	-1.485600755	1.861707696	-0.4730962099	-1.367227107	0.4547295509	-0.6579614559	-1.731992158	0.1041131887	-0.08675120093	-0.03162293195	0.4161081917	-1.120552795	0.212716755	-0.9496107625	-1.557553573	-0.3869298224	-0.7565130074	1.134534414	0.1988982099	-0.4876190016	-0.7041290969	2.001981774	-0.7856378406	-0.8306538827	0.936336337	0.3948533157	-0.8393638443	-0.673618254	0.3905481851	-0.7759895706	0.5509916428	-1.110681171	1.588676311	-0.204822463	-0.7231405129	1.227744557	0.3971039429	-0.5137223684	0.02384877453	0.008030797315	-0.7746455984	0.3739588858	-0.4884740008	-1.39316895	-0.3914057951	-0.8968772677	-0.2776134875	2.099529836	0.2576933493	-1.189436887	2.603239015	-0.3257621457	0.5716191513	-1.04392337	1.318188188	-0.2580562282	1.21533126	0.00414161615	-0.207772635	-1.16449356	-1.516179305	-0.02975786593	-1.155003278	-1.596443697	1.273524913	-1.307557326	0.765883991	0.1257746361	-1.371604761	1.234801568	0.3400121123	-0.8548093042	-0.04282662782	0.4716931544	-0.7197374278	-1.3119803	0.2166186255	1.151031893	0.5570443632	-0.9818305632	-0.03041402104	2.128151113	0.5990967634	-1.730193474	0.03775569866	2.014133361	-0.5470748009	-0.3590069896	-1.196754076	0.06149439231	-0.4430065962	1.402180504	1.660895613	0.3891124951	0.1065607695	0.7811448939	1.359989896	0.3747075786	0.8335495677	1.156790158	0.4657795817
1.951001478	-0.4994083586	-1.286397001	-1.55149292	-1.160545166	-0.7301142148	0.9603214174	-1.477968267	0.368317353	-0.8330726346	-0.9889712389	-0.07502045144	1.076029663	-0.4554484681	-0.04364673218	0.7235698294	0.3845241797	1.158105201	0.1727775787	0.9048591586	1.175049334	0.5101261742	1.218581794	-0.01377667468	0.3994179074	1.323427679	-1.456528013	1.271715337	-0.6958812081	0.7580944718	0.2689514823	-0.6040775313	-2.748549018	0.4239778917	-0.5667951758	-0.4391808797	-0.5072724213	-2.427109656	-0.2553640801	-1.006727382	-0.1160648886	0.2820124429	-0.4928227148	0.8301627041	-0.5323798263	-0.07074890258	0.2770944198	2.108545826	-0.06368832783	0.5139863163	-0.003893661726	2.106877664	0.1371565214	-0.3564423289	1.771753409	0.07265386499	-2.281951927	-0.4809593118	1.056042431	0.5091682994	-1.940910267	0.6553070389	-0.5333993926	0.08674254153	-0.1923948481	0.9209333978	-0.5531535746	-0.3263452005	-0.4150462994	-0.7135274711	-0.7024895105	-0.04140708954	-0.0379886847	0.3531875801	-1.022624153	-1.16173771	0.3081496718	0.5111378525	-0.4042944002	-1.203428775	0.6488974632	-0.2621081845	0.4966252847	1.198615445	2.539889468	1.085423684	0.2088449805	-0.7050422715	0.5750723924	-0.2069059082	1.512314979	-0.2761561316	0.1386802592	-0.5902221641	-1.350503136	0.7609369669	0.6095237793	-0.6927427516	-0.6486108981	-0.6370671177	-0.6886759013	-1.337127465	-0.3129202145	0.9293842501	-0.07971353513	-1.237369201	-0.4361757804	1.638993662	0.659512928	-0.926916234	0.09757802697	0.610337178	0.2181282915	0.4924043827	-0.5111156635	1.717708936	0.8375428959	0.535327516	0.05510574455	0.2463867897	-0.8321564971	0.3627921691	0.2115537052	0.04756567077	-0.0309759949	0.8968146504	0.3726076039
-0.2572776125	0.1345530308	-0.7710028027	-2.248644275	-0.08196929204	2.006461292	-0.6745151447	-1.463954357	1.943007161	1.010672562	1.642544942	-1.051486188	0.466930504	-0.8117573041	0.3682907158	-0.5781776773	-0.3834022444	1.281010248	0.9085154361	0.771419256	1.911295946	1.844302789	0.5749987428	-0.1528041343	-0.4054493505	1.499705966	-0.8419435025	0.7269146501	-0.6025101494	-1.011970954	1.297150007	-0.4791931687	-2.489558134	0.2328446857	0.05432168767	-1.20165245	-0.2827747598	0.667398398	-0.6248932684	1.391421069	-1.040286682	0.3652967027	-0.07193993812	1.795137901	1.243844727	-0.9754467492	0.6576424468	1.704459513	-1.676773126	-0.2217855507	0.4502789823	-0.2737802104	0.6166029823	-0.407754957	-0.0668802925	-0.8821788207	-2.153310379	0.005286656606	1.023349369	0.1217967734	-2.030332231	1.547612498	0.2781491919	0.9098982298	0.6770749723	-1.586930435	0.1344018972	-0.3289868904	0.5304395527	-1.282116101	-0.6614576633	-1.613430758	-0.7120098093	0.685102973	-0.5887408611	-1.471404093	-1.805505164	1.177625074	-0.7944182639	-1.93411504	1.423358697	-1.411434903	-1.112856355	1.884983046	0.1668787671	0.6005058285	-0.9919795251	-1.993792034	1.396836693	-0.3005635996	0.9450784913	-0.2256832851	1.576805954	0.1087440309	-1.473754207	0.6611998457	0.2642134265	0.9189744247	0.1278809988	-1.061770437	-0.2529222185	-1.042996001	0.7135298307	-2.038711872	0.7525455575	1.420189723	0.9069165432	0.3559006402	0.9492237552	-0.7913076272	-1.559120927	1.074302029	-0.3042233793	-0.8668476499	-0.7977918498	-0.4589655295	0.9753631256	2.691723348	-1.471496831	-1.027588035	0.1848496795	0.3173168634	0.3651813325	-0.03574150381	2.278968365	0.6869760669	1.475562317
