melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096
-0.8133488472	-1.509588206	-1.21914367	-0.1242927359	0.4008662065	-0.9581450448	2.070150195	0.005302614603	0.08349423085	0.5764960496	-0.2761630692	-1.420606568	-2.482435671	-0.5192679849	1.024429557	2.050197812	-0.6839109339	-2.085771349	0.03104595752	1.03849363	-1.003286848	-0.5132055368	0.2782608746	-0.2442540576	-1.418935058	0.8937166052	-1.829465075	-0.5834512391	-1.206321197	0.08374942677	-2.051317759	-0.6478834965	0.01391777327	-0.08006380108	-0.5003042507	-0.6730102429	-0.646286045	0.4209260188	0.4700212029	0.1670328807	-0.7129487247	-1.656916151	1.267307628	-0.8506225181	-0.3308326545	-1.193083631	0.09748350874	2.257066773	-0.9646472662	-0.778942842	0.06438394032	-1.419373623	-1.866998554	0.8999168914	-0.8357843672	0.1791470745	-0.1548706422	-0.6997420036	-0.6152605225	-0.9059889806	0.5645042717	0.9661522868	-0.6151627269	-2.270773788	1.144501247	-1.317742096	0.1964892549	-1.149451817	0.1524865632	0.2693515164	-0.08225485619	-0.566626874	-0.4838639098	1.259187265	0.04077843651	0.5859675325	-0.1758719654	-2.19988089	0.9960658482	-1.262009647	0.01361029559	-1.027904872	-0.3450615437	-0.03298282508	0.6482713687	-0.05383940214	1.251020642	-0.5768547096	-1.157390179	0.5109305469	0.1715420771	-0.2778877526	-0.4888152642	1.009767344	-1.191413604	0.9896567758	0.9331220279
-1.171910821	0.2255490339	1.222403946	-0.8504995234	0.5007395481	-0.4747561333	-0.7431294693	-1.332311371	0.6442433608	0.4386397486	-0.5036567412	-1.553685721	-2.078406268	-0.2782642788	1.446943525	2.039645681	0.2249115242	-1.107142536	0.6831550701	-0.1940155651	-0.9612173367	-1.036179355	2.110761342	-0.1058133785	-0.5225725772	1.377528837	-0.4399817006	0.4057039491	-1.142881846	-0.1478616593	-1.062807723	0.2387272642	-0.6461096602	0.1003477136	-0.1859808276	-0.8964105747	0.2518606744	1.577534712	0.2304118278	-0.9386171114	0.143774282	-0.6956768096	-0.1086904188	0.2810319162	-1.054550741	-0.5846181084	1.220085918	2.227133299	-1.183592053	-0.8140208245	-1.302456487	-0.8858377119	-1.529487364	1.247793356	-0.1432924221	0.9472769244	1.264145576	-1.087763386	-0.6656635475	-0.7743327332	-0.5725637418	1.470197162	-0.4919992411	-1.348198138	2.181263314	-0.9711889196	0.9026672411	1.346624168	-0.767299061	1.340500437	-0.6489336254	-0.5963898692	-0.8329680703	-0.01370915407	-0.7326565189	-0.1975641796	1.299533196	-1.802126144	0.6147891019	0.06440448564	-0.01868097837	-0.05590069302	-0.6819813377	-0.160310359	0.9889973356	0.89866701	0.7326271531	-0.6405839618	1.126042688	0.05548969066	0.7791701828	-0.007988435341	0.3958335065	1.127355704	0.05915782818	0.3622732398	1.382403586
1.220006148	-0.04498522984	-0.3218910248	2.359603028	0.5255676326	-0.7675050722	-0.7980500403	0.986169508	0.6435310325	-0.951248817	-0.217812701	-1.698447315	0.05389625135	0.6258403245	1.775823587	1.602290197	0.3126217577	-0.6483438038	1.640243853	-1.113645754	-1.240833651	-0.4899110208	-1.252863518	0.2729297099	-0.2515609291	0.304352098	0.2490346144	0.4070154176	-1.879189508	-0.1294768778	-1.63174672	-0.06199942542	0.2487717264	1.058039161	-0.0768378473	-0.3507231718	1.057142858	2.347004737	1.181072108	0.3605000583	-0.2089696939	0.3672561088	0.4111979251	1.608286949	-0.2107943302	-0.6845745697	1.689262505	0.9345169062	0.2621013877	-0.7996015039	1.014670941	-0.2699646343	-0.7005556048	0.5513137963	0.1538092559	1.463289146	1.836655143	-1.43215573	0.1205567883	-1.50405894	-1.311514798	0.307852459	-0.2783139526	-0.2704267838	-0.3423070831	-1.04049162	0.2166444557	0.174690706	-0.8700650233	-1.036961252	-0.6402439258	0.2217437464	-1.153583207	0.7644544058	0.5758224712	-0.6900245688	1.107502701	-1.927834607	0.9965647135	0.619215171	-0.1100761816	-0.2228366838	-1.165211105	-0.2167264588	1.150864243	-0.1130507916	0.1717733338	0.5960247821	0.6832668516	-0.4935813225	0.2977260824	-0.5197077295	0.5088209102	1.713456887	0.689478909	1.216433891	2.052511759
0.1706886411	-0.3582124788	-1.033989466	1.032705485	0.07115657174	-1.35402271	-0.1351820586	2.058137742	0.7714427599	-0.2395158122	1.167459912	-1.394840854	1.507218487	0.9100123668	2.267024624	0.805520407	-0.4630180409	0.262253222	2.133325037	-1.008005973	0.04111478358	-0.2400629352	-1.989050229	0.1554542984	-0.6270569371	0.0551784635	-0.4585267087	0.1480919804	-1.373696741	0.355481578	-1.687596138	0.1692496979	1.438905725	0.5830981014	0.5114905516	-0.3875350477	1.740665587	2.629672909	1.633085896	0.5449705505	-0.8351818272	0.085518802	0.3345373801	-0.2732980979	-0.6577591808	0.09966669782	1.728615463	-1.114253698	0.44631133	1.278067055	2.331444673	-0.1094487899	0.1364697237	0.4589606251	-0.3864461804	1.267329758	1.315211208	-0.9949622929	-0.6455798315	-1.203305759	-0.823248856	-1.128110813	-0.2551703202	-1.149552951	-0.1676001033	0.2933378445	-2.066448259	0.1420224545	0.4211282373	-0.7988668782	-0.800204258	1.79612956	-1.023973135	0.7576479003	0.7099834125	-0.2563253691	0.1821755217	-0.9469758793	1.733723667	-0.8636476516	-0.5047703874	-2.189280975	-0.839502656	-0.1779566721	-0.02196522935	-0.4475558459	0.3090679475	0.06044135164	-0.4736413066	1.373947009	-0.2372658501	-0.8711738085	-0.3573603083	0.8236089615	1.078489673	1.60919069	0.752428125
-0.7609591431	-1.596076985	-0.5515664936	-0.7053869262	-2.450390503	0.4550678377	0.1006104568	0.3351401185	2.507986645	0.2980979477	-0.7230530289	-2.408893669	1.226596367	0.3805228589	0.971991801	-0.07391912586	-1.581806825	0.8949298373	1.626189426	0.9279858927	1.615185617	-1.412596287	0.06502943973	-0.5857039137	-0.5403785536	-0.8204764471	-1.835831099	0.9417336769	-0.295166612	-1.067648355	-0.9174598086	0.7714513445	-0.3476467788	1.400908534	0.8310041055	0.1570234618	1.161075189	2.387293726	-0.3222967877	2.466662077	0.1768421893	0.6803848882	1.040137647	-2.711678944	-0.7838638157	0.8809528495	1.171427487	-1.618220277	-1.180252756	-0.1029132837	0.4734116308	-0.4158381655	-1.235686165	1.455383135	-1.10000221	-0.7344443781	1.296534611	-0.2124101534	0.6282623007	-1.089049129	1.492071495	-2.075905447	1.150409287	-0.9393438754	1.685813917	1.85690577	-1.315703734	-0.4313315129	-0.3257864382	0.9895175056	1.474784758	-0.1188112038	-1.283672983	-0.4330427023	-0.5034621951	1.97291887	-0.03580605009	2.677016795	2.028452597	-0.2315081763	-0.4083755603	-0.1094061141	2.062991135	-1.015600808	-1.482199511	-0.06766410453	0.7027564916	-1.393640921	-2.876687553	2.642244788	-1.198516291	-0.4327766327	-1.362388987	0.4173010615	0.8225434905	4.024214483	1.828508303
2.264687559	0.9015276828	0.09982445264	1.564499021	-0.9513025644	0.6306138034	-0.5511338978	-0.9280618052	0.5747448883	0.2563818739	-0.5566912064	-2.056310234	0.3257837834	-1.165048133	-0.7402712222	-0.7774075312	-0.1014174703	1.1497375	0.9163374451	0.6087487713	-0.4431217804	1.490374612	1.148968194	-1.578508153	0.2574172906	-1.825000007	1.427527139	0.4563814755	0.02072825191	0.806872188	-0.8198837776	-0.503647279	-0.02969040373	-1.654700477	-0.07163041665	0.638381297	-1.526548994	2.920425153	-0.9468917789	0.2970644741	1.629272882	0.03971983187	0.9297953017	-0.05219082614	0.7477474371	-0.9068737815	2.19669573	-0.5283782485	0.3290605008	-2.303990093	-0.1952107076	-0.6507826406	-0.2256834141	-1.826344943	1.391569522	-0.7317826549	2.39773297	0.3332317255	-0.7277456539	0.09025340142	0.2293838626	-0.05415651515	3.058967371	-1.352468247	-0.1147309225	1.084112413	-1.419836329	-1.281265721	-0.3002419032	2.158213061	2.895738226	-0.8687565645	-0.7421394503	-1.057212759	0.3265776113	1.036871854	0.7663792708	0.06306037337	1.264438339	1.699657196	-0.9921373174	0.4883917298	-0.1118304438	-0.7853298956	-1.343485769	1.046747425	-0.8965558074	-3.36274521	1.1357373	-1.211720782	-0.929102354	1.715495464	0.5213324225	0.286144606	1.104337112	1.783419769	1.80233422
-1.246551823	-0.7058110133	1.360225204	-0.6207004329	-0.03382836545	0.9247557214	-0.1912640462	-1.154807843	0.3942358273	-0.2926281698	3.040975453	1.379774929	0.6089324543	0.1096718297	0.4242529863	-0.3638754468	0.3025926511	1.342769619	0.06183230063	1.60696278	-1.654064685	2.543405797	-1.805676419	-1.324830446	-0.02331672429	0.7436971717	1.221652084	1.712613005	1.68091222	2.25767557	0.04995256136	0.3181146647	0.1945571962	0.3548463212	-0.543634523	0.3751763441	0.2889229505	0.5259490056	2.002070814	-1.987718461	-1.093286796	0.8631378179	0.4119767641	-0.5191503302	-1.526734314	0.909983151	2.101152166	1.46748434	-0.3759458811	1.179173725	1.361749056	1.050671892	-0.06112876586	-1.922119387	1.191695208	2.178876769	3.549571491	1.689284146	-0.6531717413	-0.3369985073	0.61449116	-3.040090467	2.026314843	-0.6232170322	1.90502901	1.071610813	-1.871923647	-0.04462388771	1.394405768	0.8702843312	-1.156783853	0.5723523644	1.534312274	-1.522538516	0.8983594041	0.4780413952	1.207796134	-0.5598145952	0.3206951589	2.362447072	-1.568149434	1.58274923	0.3377704974	2.652356008	1.00525062	1.871377942	1.039217885	-3.498700006	-0.2173016294	-0.8157750278	-0.3388604507	1.474021899	1.827287385	2.889231252	2.942035289	0.4243233836	-0.4975203762
1.2581756	1.47923789	0.560609447	-0.6624286593	-1.576582892	2.793172681	-0.9616381513	-0.4105252653	1.948138971	-1.226626663	0.9459360867	-0.491495983	2.601860637	0.3775224016	1.428425913	-0.9919581155	-0.4877512384	0.05971035032	0.7631374643	-0.6421338148	3.090510552	0.7183700698	-1.390667218	-0.5407555219	0.9395185582	0.4983839615	1.005894625	4.029914266	-0.2638681764	0.4300018889	0.5669688552	-0.8465083956	-2.730270128	4.09019587	-0.2387442483	-0.6618147279	1.629702674	-0.9328833936	0.6474492357	-0.7895582729	-0.9014480424	1.871730753	-0.629680122	-1.590299573	1.215022878	1.798658955	1.643431134	0.6014715372	5.19949411	-0.07181879359	-2.928174382	1.308380332	0.4983124068	1.700344259	0.1866505892	1.150923097	1.569788485	-0.1950366012	-0.9968350309	1.612581933	-0.9608590918	-0.6967961819	-0.5447729162	1.507129967	0.8660750594	-2.160103357	0.002809216862	1.814248468	3.701068735	0.5459943071	0.1528794411	-0.3827993394	-0.6519325605	2.301584485	-0.4322093816	0.6390364174	2.742406263	-0.1845179204	-0.7431765383	1.402352405	-1.168490298	1.919359538	0.64144257	1.466259867	1.186303349	2.670477227	1.773343733	1.250576295	1.123821171	-1.080556883	0.08417434001	-0.892510413	0.1258063039	1.556483558	0.4548779872	1.654909028	0.2893158996
-0.08077560379	1.917227037	1.239578874	-1.216987629	-2.788863952	2.940770272	-1.187391222	-0.06876681454	2.42623388	-0.3932760944	0.01851946867	-2.49915176	2.587943652	-0.4795450472	0.1527775774	-1.981610154	-1.466756471	-1.338007614	0.1411632012	-0.1557027707	2.139308699	0.5659521049	-0.223816456	-1.085898775	-0.03637794168	-0.4031199863	0.998651853	4.591678722	-1.709332764	-0.5869454479	-1.064529105	0.5157222516	-1.555541629	2.90250428	-0.8344775342	0.08687116393	1.080158785	-2.268865798	-0.3623915902	-1.297107825	1.133021678	0.2153001271	-0.365474761	-1.623478447	0.4295908744	0.4583628786	2.012864032	-0.8535841148	2.065951852	-0.376616286	-2.402841327	0.153874587	0.2726000582	0.3529930954	-0.4977615387	-0.5497354282	0.862379678	-0.3598341449	1.116007844	0.7018939772	-1.175297521	-0.04254294181	-0.4779919274	1.047474538	-0.5767888979	-1.242660038	1.082350787	0.9706065576	3.386758875	0.7454459431	0.9322689248	-1.803027689	-1.766945367	0.6761692842	-1.955330436	-0.4829853608	0.5041729638	0.4168123825	0.7342212416	0.4283063789	-0.7954535909	0.5120196743	2.050271269	-0.5883005727	0.00256341316	0.5648270234	0.5037252073	3.351176966	0.7797642932	2.344250545	-0.09517946823	-2.241179808	-1.590965526	-0.5806885441	-1.906629196	1.249695984	-1.07813405
0.6244953312	0.2213762542	-0.453701759	1.546762384	-3.27435513	1.980394597	-0.344454622	1.49162126	2.22669713	-0.9728400494	-0.7095177644	-2.366767946	0.328259178	-1.450922901	-0.1494363331	-1.4039372	-0.8438643378	-1.110107987	-0.6044850256	-0.6276004533	-1.81602919	0.1459320309	-1.32283505	-1.438075984	-1.558614889	-0.9560830322	-0.02683545768	3.358559097	-1.172700581	-0.5570527668	-1.082277297	-0.3868156082	0.1864616352	1.138790048	-1.531834044	-0.06688588008	0.0243818873	-2.361614288	0.4649997989	0.9026145238	-0.4823210603	-1.348709199	-0.4596486272	-2.211695469	0.2190478575	-0.03018487253	1.321345612	-0.945420836	1.269787549	-0.2671117644	0.6087861415	-0.5945759089	0.4953926014	-0.8538760073	0.1692803399	0.03925066768	-0.3339211029	0.06841287946	1.400433058	0.9433420578	-0.5851492248	-1.148343665	-0.5448512504	-0.5449188316	-1.025434195	-0.5602285423	-1.062267322	-0.5519959383	-0.4779570988	0.6381355989	-0.6918901062	0.5210588173	-1.096300111	0.4795835191	-1.570061452	0.5677902255	-0.9737966578	-1.073548875	1.12390741	-0.4285615252	-0.6649734127	-0.004900731134	0.06560949181	-1.535811461	-0.2626022114	-1.266418086	0.2635866024	-0.07970758552	-0.4812152259	0.03954179374	-0.7359404853	-1.760131327	-1.31047836	-1.089615552	-1.627925639	1.14542364	-1.317349727
