melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078
0.2674020788	0.7711045526	-0.7875692991	-1.029967768	-1.192160518	-0.673353757	-1.534006018	-0.8143129592	-0.8275283504	-1.516229454	1.055642539	-0.9969463785	0.2359616925	-1.269416365	-1.473754516	1.421173919	1.408459698	0.4890814869	0.3185330651	-0.6037001943	0.5924529357	0.7269165243	1.461409274	0.9494496066	-1.289092426	-0.2568611347	-0.5272914689	-0.337893243	1.784271997	-1.035330727	0.1413450087	1.330434868	-0.630888739	0.9155401377	-1.489577384	0.9785033776	-0.02315793854	-0.1092703199	-1.262119366	0.03407383468	1.263665215	-1.075955225	1.908080834	0.5314230598	-0.6555919529	1.533645838	-0.208643837	-0.2507349995	1.785171864	-0.6096872335	-0.09547918637	-1.677769305	1.01943785	2.144433731	0.3635598271	-1.08148115	-0.9857324322	-2.722302422	1.153487103	0.4592487754	-1.221238493	0.08884139015	-1.766181027	-1.842306298	-0.09690572848	-0.1874895547	0.4842908367	1.35731654	3.756888856	0.02756717207	0.3755879429	0.5240678063	-0.9956248923	-2.185088507	0.940206369	-0.3071040753	-1.623688009	-1.444725509	-0.3277465198
-0.7932587554	-1.119421824	-0.9052321602	0.05339522857	1.11402547	0.9447101201	-1.64907179	1.094753722	-0.3305157987	1.833150759	0.4203024487	0.5029671881	-1.648642259	1.593918426	-0.1747620169	0.1578328768	0.2300172322	0.6283364744	-0.237919021	-1.238903787	-0.3140387858	0.2538698694	-0.1056561583	0.3826976722	-0.7592018896	-0.9869149875	-0.9291057005	-1.362373389	-0.07026603716	-0.4687278538	-1.093157744	0.7540375016	0.4456300246	0.6212834338	-2.072091967	0.9795132964	0.7929865338	0.240061141	-1.010335646	1.803900795	1.070155567	0.02152614005	0.7209089626	0.008440858027	-0.1558943752	0.2165273559	-0.3131261618	-0.5388056879	0.1428316862	-0.1692844069	0.180000098	-2.251378992	1.894421218	0.6549500889	-0.7224977178	-1.061913781	0.5043673172	-0.2714899679	1.222806524	-0.5606347134	0.2438113658	-0.09119455941	-0.5448228474	1.007121063	0.5469227899	-0.6268569912	0.01409971165	-0.03242924511	1.621427722	-1.120380533	0.5791903935	-0.6882502312	-0.004519442803	-1.042185253	-0.3629434665	-0.4076485388	-1.591010296	-0.5815223749	-0.6845769834
-0.3705029944	0.8321198615	-0.05436735367	-1.308281143	-1.164775059	-0.3852114391	-1.507487133	-0.7743913264	0.2591492267	-1.784574328	1.048596526	-1.627302769	-0.9677379474	-1.816890136	0.4643841076	0.3491104657	0.3845655321	0.2695475734	0.2270106885	-0.6043316159	0.8421390417	0.3339423294	1.825256995	0.01674234505	-0.1268148346	-1.003985391	0.2399217649	-1.028585854	0.8394172377	1.12095635	-0.2743828574	0.9182781961	-0.6133475564	1.156178766	-1.791443725	1.688703465	1.512275412	0.6993091718	-0.1381176897	-1.599914523	0.4815080528	-0.9822309013	1.363827119	0.08748935388	-0.6421213609	1.268369368	1.8753112	0.5443696384	-0.1336212297	0.05014743534	1.316548802	-1.82612762	0.08760934752	0.006336952017	-0.5442195437	-0.4090321645	0.926609252	-1.582644309	0.7122125928	-0.1842202138	-0.725957776	0.9409638406	-1.784947668	-0.4481790531	0.01156944166	1.834400936	-1.028993751	-0.1245728953	2.338267323	-0.2302995342	-0.1036516484	-0.6818907084	-0.1056539457	-0.6618480831	0.3399474021	-0.05886199366	-0.5930371096	-0.9809121892	-0.7993252222
-0.7259025304	-1.321419971	-0.8717383811	-0.2101582922	1.237392654	2.112714699	-1.938279832	1.281207821	0.08251515082	1.715991607	1.845919904	0.8084771932	-1.823186379	0.1760378216	1.14757171	-0.2473397015	0.4071552921	0.04973748117	0.3080504353	-1.25332235	-0.07248015652	0.02815049128	-0.5180069693	-0.5837954433	0.5072702844	-1.976307277	1.054171966	-1.717771712	-0.5989757749	1.31972572	-0.9534536719	0.6278127546	0.3503111	0.9563639645	-1.425553882	1.360436559	0.2680574215	-0.431998595	0.1536835454	0.9427249166	-0.01768516676	-1.002973111	-0.5654981332	-0.1290443654	-2.222320621	0.4264945188	0.3867612391	0.7468461706	-0.6625116023	-0.002339179709	0.4780802189	-2.235261936	0.5725274029	-0.1744155132	-0.2913326813	-0.6476743458	0.5993962395	-0.6413619541	0.8682708916	-0.3951903096	-1.338851033	1.313168265	-0.5214217293	0.2534408598	0.8886053848	0.9920898487	0.03907408814	0.45824269	0.3551631749	-1.829695727	0.1807898519	-0.8125320687	-0.01594457642	-0.6220069103	-0.6977657064	0.3772338112	-0.778610108	-0.119337091	-1.001956025
0.6445215243	1.74536836	0.5356926374	-1.097904286	-0.06883708678	-1.090083405	-1.451849276	-0.7284925835	-0.02353567837	-0.5434781775	1.735539876	-0.4672730553	-2.518604611	-1.06270759	1.493448778	0.5180344037	0.5108321254	0.02465173066	0.6476738686	-0.2743590655	0.5018071681	1.156776455	0.2600244812	0.1758091002	0.4845414196	-1.516195468	0.5653813354	-1.7295705	-0.2095728406	1.513992699	-1.448866134	0.6295571985	-1.379861379	0.822700687	-2.083819825	1.335137126	0.8632803143	-0.4050850347	0.6098822262	-1.584173748	-0.1498064448	0.8298032603	1.624020172	0.7001868477	-1.462138386	0.2500992613	0.7442945371	0.2522261466	-0.4161677986	0.1184378637	1.129886629	-1.592948384	-0.3687006878	-0.6499337787	-1.041641824	-0.9208155353	-0.4087099743	-0.7207712042	1.362403016	-0.1416283972	0.9430663397	1.460278914	-0.7057767994	-0.1581928171	-0.07066094326	1.04047875	0.8969166189	0.01280056036	1.3709002	0.5904361877	-2.116964876	-0.7556881427	-1.002269738	0.1517130155	0.6668044742	0.1860670158	-1.635478057	0.5418809992	-0.6673736876
-0.9434814202	-0.7592732331	-0.1434284114	0.5313112613	0.1366624276	0.5995841436	-1.921732045	1.465927425	0.8142428547	-0.06040999984	0.1571371082	-0.1699351037	-1.51483298	1.949141021	2.590694464	-0.6815467756	0.5742840086	-0.5844071305	0.04299417094	-1.218813847	0.06702159053	0.1003784463	-0.3344454185	-0.5108429572	0.5466353132	-1.675449507	0.2436011973	-0.8989097154	0.4662853577	1.31389133	-0.5160922237	0.8687880664	-0.07686819505	0.1288688535	-1.193730292	1.686277381	1.218679174	-0.1074453841	0.8614310047	0.8833682374	1.401356285	-0.501903717	-0.4124960925	0.5508639142	-1.406974808	-0.4704094532	-1.216504652	0.2366786361	-1.846103155	0.07124001731	-0.8226583189	-2.364760192	0.0101782785	-0.884842921	-0.5837925846	-1.060785031	-1.477055928	-1.313321023	0.6699855285	0.1800451837	0.1131207178	0.5007607668	-0.8549705159	-0.665432333	1.664381135	-1.797063083	0.1565169245	-0.2673281478	0.8509696066	0.3234662983	-0.5823996935	-0.3581422576	-1.272924372	0.7412991871	-1.698754637	1.322056219	-0.7558184726	-0.6260461087	-0.7452667952
1.324758715	0.9861313317	-1.090705935	-0.9435350992	0.9932309093	-0.7721030514	-1.360663819	-0.9573846755	0.7659667066	-0.3045587342	-0.2710287377	-0.9496716982	-2.997694172	0.867823768	1.772949104	0.2727039149	-0.07125524745	-1.309551667	-0.7408742545	-0.6772485817	0.2663498182	-0.2768542633	-0.2651324797	-0.2849258226	0.720852083	-1.124524431	-0.1143565674	-2.280838123	-1.243351666	1.413700643	-1.15427081	0.6718968283	0.059663116	0.3489536996	-1.521352987	0.6282585287	2.366583261	0.3153765858	1.070755871	0.4510487221	0.6486591942	1.28025327	1.727520314	1.081398841	-0.2986496318	1.162155617	-1.188495979	0.1546849473	-0.6714738372	-0.6324593211	2.512505364	-1.676451586	-1.395877143	-0.6333813281	-1.981057172	-0.8696586218	0.7699238378	0.4512432723	-0.4847327691	-0.3141750882	-0.6490816259	0.9940174029	0.6690969069	0.7077973412	-0.1870600788	0.5003186228	0.20205164	-0.6146935108	0.3933729312	-0.5211913742	0.1735132337	-1.69429327	0.02952038116	1.791084291	-0.7017144769	-0.09008839206	0.3426968226	-0.2257972553	-0.6595889845
-1.114960558	-0.6233776541	0.4933649414	1.192842857	-1.727617465	-0.6945217989	-1.504480761	-0.2351900692	0.5468600657	-1.769993422	0.5262853618	-1.940789092	-1.053431814	-1.006820319	1.641457666	0.5802472498	0.08369737035	-0.5246255379	-0.6075502977	0.1222100006	1.05600542	-0.182812682	1.916456123	-0.882168281	0.5473779663	-1.291698321	0.9287694961	-1.542963149	0.1760048611	1.017329065	0.09955741941	0.4492559138	-0.3692003587	1.08059324	-0.6534351296	0.4746171104	-0.5644491389	-0.116207414	1.488125679	-1.26113952	1.774503702	-1.241183115	1.762926146	1.244026629	-1.481076288	1.140114359	0.7943103756	1.15957834	1.194214281	-0.3765794264	0.6623586771	-1.388317037	-0.824797224	2.973674339	0.01209710281	-0.3835386057	-1.426033704	-0.8921511153	-0.7852569163	0.2363094638	-1.780840957	0.0172105292	0.4284511263	0.3444933802	0.5858817268	-1.26252459	1.394410879	0.2573621668	0.448109385	-0.7788993353	-1.984991977	-0.4085286277	-0.1523958973	1.483475066	-1.963736848	-0.4260443536	0.8528315626	0.07207093797	-0.8669428429
1.957750099	-0.2838473405	-1.06981363	-0.973957135	0.8628910845	-0.132145502	-1.499254832	-0.6325499683	2.456929707	0.7890465586	0.1829887859	-0.2122801654	-1.586884255	0.5166129382	1.117448091	0.9926677802	-0.1253020882	-0.5585035536	-0.3396004586	-1.479735475	-0.03981445303	0.1702602849	0.06457397114	-0.5123154846	-0.0281780494	-1.452256274	0.7145415603	-2.281524528	-0.7881688906	-0.03617682937	-0.1591334867	0.7595755636	1.01530382	1.044265105	-0.4971800184	0.2694943732	0.3988426578	0.6461142551	0.6564582256	0.5186522899	0.3881304864	0.1989105671	0.65876708	0.4515707983	-1.04818226	0.8382265962	-0.5873312841	0.2149168891	0.4919764913	-1.42175793	2.123081978	-2.965461576	-0.6513529952	0.5741298284	-0.0814843862	-0.2619936914	1.283355683	-0.2740133284	0.415815661	-0.8219279823	-0.49220486	0.2061033361	0.7146562859	2.052975017	-1.09462418	-0.878062847	1.686349728	0.6093025437	0.6907585092	-0.7659623378	-0.3774374643	-1.991392721	-0.1422915557	0.9898198791	-0.7655637946	-0.7015745591	-0.1369113122	-0.800881514	-0.6527925162
-0.2888508331	-0.03376263172	1.266018038	1.828518175	-1.029205122	-0.992957076	-1.007441179	-0.531075484	-0.7088348157	-0.8267139012	-0.5742490369	-1.248412021	-2.763314743	-0.5157449902	0.5791495203	0.8472447769	0.4221018011	0.2307860387	-0.01190298691	-0.6586192149	1.198925153	1.720038946	1.121459401	-0.2272204065	0.338777132	-0.8342611258	0.07850111863	-1.862729168	-0.6144560766	0.2582008052	0.858344064	0.376415395	0.3024279229	0.6080362623	-1.16626713	-0.1600712555	0.04880280109	1.425467078	0.5608482355	-1.110912954	0.677690896	-0.3488172513	1.722359915	1.462923035	1.023310172	0.1162001602	1.105647759	0.9551232179	0.8576191552	-0.746180903	2.290296277	-2.236145181	-1.57577358	-1.001753469	1.862105373	0.01476567146	0.3307867365	-1.221948051	0.1387474022	-0.02585251384	0.7224962249	1.034896624	-1.028134885	-0.1701022672	-0.7208393395	0.2014018918	-0.3720370953	-0.04364243091	-0.8061613781	-1.1480871	-0.2987126947	-0.2683437105	-0.3308209729	-0.2061003564	-0.6652702	-0.05947259748	0.08250435634	1.123748393	-0.06941301275
