melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079
-1.215265805	-1.472586521	-1.003577773	-1.295219088	-0.6672683063	-0.8541266066	-0.9435316154	0.4736551111	0.8094181299	-0.0001370178364	2.229751529	1.611840222	-2.038232506	-0.4491045871	2.20139435	-0.9988374122	-2.023608153	-1.046473779	-0.6575034881	-0.4641324047	-1.447700443	-1.32996229	-0.8507464178	0.06379055535	1.252022669	0.2767409322	0.6631127003	-1.266329884	-1.0136954	0.2538881438	-2.862142956	-0.4894904398	-3.027341668	-0.92206933	0.5953223357	-1.119019814	-2.823835968	0.5686683854	-0.4975350288	-0.8464507741	-3.378358502	-1.525341416	0.7885455431	-0.5073635557	-0.8955765365	-2.392697858	-0.7141015784	1.935230141	-2.281634282	-1.760636066	0.2884146457	0.6264704733	2.500988484	-0.1080058382	-2.109621911	1.710158868	-0.9988884263	-0.2375399116	-2.323840505	1.338465707	0.07384991918	-0.3968412485	-0.4576319288	-1.353843557	0.1888660685	0.1878206167	-0.35952329	-0.7323152985	-1.155191308	-0.4954405163	-0.9316795119	-0.6925164857	-0.7961636489	2.057577436	-1.86472804	-1.739618823	1.346893863	-0.9146911984	0.4504521055	-0.9254236812
-1.232690308	0.860419352	0.7938312644	-0.7710290461	-1.041274256	-0.9682019066	-0.1830319921	-0.2706902698	1.106519166	-0.6563095834	0.9501286492	-0.6050470084	-2.082873777	-1.109963718	1.403394154	-1.692189194	-1.204496439	-1.234975328	-0.5468238189	-0.4800128509	-1.711604345	-0.7791528933	0.5247085824	0.3155546819	0.9331024624	0.4395771522	-0.07521146464	-0.2633121783	-1.236655015	0.6433328753	-3.147130765	0.02269923633	-4.161855194	-1.999253468	0.4298435236	-1.143880678	-2.915406581	1.503039408	-0.3715572806	-1.34847103	-2.493373835	-0.66354179	-1.43643057	0.6345377469	-1.371321495	-2.897700979	-0.754691971	-0.00989070023	0.4872015784	-1.74483577	1.364472948	0.5296825481	0.1041009383	-0.7787052179	-1.828575949	0.6901634493	-1.273443857	-1.193387708	-1.799598844	-0.2392917432	-0.08426676217	-0.311140283	-1.895267111	-0.5487071239	1.565250937	-1.203571833	-1.130685375	-0.4738688846	-1.207141154	-1.363601843	-1.239576893	-0.1738243954	0.2838478911	0.1507345695	-1.08949568	-1.808131814	0.791383952	-0.3053602221	0.02037109707	-1.175288899
0.02756532023	0.008290072603	-0.780807647	-0.6179077884	1.339661304	1.762732723	-0.9561696924	-1.865585862	0.9855490781	0.2559234258	-0.7485836532	-0.1564758933	-0.7109838365	0.6930968928	-0.3607980614	-0.6615042558	0.1400146314	-0.9875504018	0.2690905393	-0.7893008751	-0.9214582289	0.3598413341	-0.2017478426	-0.8018821983	0.9498349198	-1.237117158	0.08667516169	-1.47372368	-0.891155425	0.800260665	-3.175067772	0.1898664476	-1.987720292	-2.003888242	-0.7546776884	-0.4500065998	-2.039172522	0.5558529256	-0.0590942113	-1.756607415	-0.9326453126	-1.731960008	-2.49848959	-0.2051681753	-0.3202641746	-1.429758789	-0.7024201283	0.5835206325	0.6762165756	-0.847896074	-0.5342914888	1.183502967	-1.067952084	0.5233025209	-1.566884206	-0.1951032804	-0.3585357938	-0.9961534548	-0.3879485344	0.4384464626	-0.3824949013	0.1205726608	-1.456806163	-0.4338216281	1.547504457	-0.7946367963	-0.5819759091	0.8573071518	-0.8240779477	-0.7261483624	-1.142605815	-0.6274796726	1.647640332	-0.7625968855	-0.03599447638	-0.8916093181	0.3357523184	0.008471246039	-0.5008438352	-1.168913152
-1.52810892	-1.562885822	-1.515821959	-0.7466995492	-1.069740004	-0.8413899858	-0.2879758321	-1.211439901	1.026307581	1.642760647	-1.173909667	1.478756536	-0.03384436717	0.6562557001	1.219588336	0.01164135782	-1.657969791	-0.3554680123	0.7230743721	-0.7708772563	0.4546465947	0.2267497199	1.479855132	-0.2577769049	0.4436673632	-0.2303725752	0.8766456093	-2.247664134	0.158782854	0.236668384	-1.400104245	-0.3920794657	-0.2850549423	-1.30589787	-0.1485438784	0.4497821458	-0.5110006766	2.046861235	0.08428503634	-1.00263291	0.5289575211	-0.5056010637	-0.4737809649	-0.2272329502	-0.5981153698	-0.2910906024	-0.5963498995	-0.08624550459	1.063027517	-0.4667547683	-0.1553616203	-0.09619414659	-1.374023637	-1.920961931	-0.7194944757	1.473806554	0.08462785913	0.4538518297	1.75834685	0.8092582311	-0.4444507131	1.976570016	-1.373510159	-0.04365645575	0.5064763971	-0.1470577922	1.025210189	0.7561526075	0.6025845908	-1.058737846	-0.882907739	1.148375509	0.7902088536	-0.5649222043	-0.5162461432	0.4565306329	0.2863189408	0.2696512696	-0.8994711144	0.5974342605
-0.8004265125	1.046114371	1.100192967	-0.0596260381	-1.042325798	-1.117646533	-1.046063377	-0.290521613	0.3819998801	-0.6448020742	-0.05094683134	0.01773422009	0.7376422177	-0.7253400423	1.23609302	0.1816212	-1.630116618	-0.4451393147	-0.7915387966	-0.3702756865	-0.02789363742	0.07036298641	1.100475674	0.01064671605	-0.3199419119	1.504797495	-0.0528603805	-0.5405262484	-0.05376264388	0.03912572281	-0.8534427135	-0.3094152847	0.3526041886	-0.8421706599	0.1080360307	1.124612503	0.6928066599	-0.625106221	0.4227539544	-0.9270541777	1.051152223	-0.2229817058	0.06296704114	-0.5221859827	-0.09310692851	0.359588984	-0.07272203711	0.4306489365	2.084312744	0.7048472523	1.493847871	0.4263857466	-1.359091178	-0.5370792076	-0.5990225764	-0.05875660107	0.1438784005	-0.5229219638	1.536655968	0.5920582185	-0.2705259813	1.251311744	-0.4629644502	-1.032561056	0.2908589328	0.2557453224	0.7174190501	-0.1674008281	-0.1160481529	-1.099471463	-0.6777970987	1.03725075	0.6092962156	-1.432248652	-0.2905079269	0.7907492272	-0.8797006625	0.005839749011	-0.4173525157	-0.742777536
1.391384445	0.1635468546	-0.1082715629	-0.6018316329	1.024428387	-0.5833098574	-1.031157223	0.2708788599	0.3951571492	-1.496092258	-0.8112919783	-0.7335571921	1.026651958	-0.08812021087	-0.8007144953	0.3372356566	-0.7615103969	-0.6268574215	-1.91076905	-0.6059754184	-0.1463321348	0.08600780327	1.038466832	-0.7376582825	0.2996089755	-1.046841159	1.299698424	1.592755843	0.092244917	0.1589421045	-0.07631530486	0.1914069829	0.9445873391	-0.5776846852	0.01720517611	0.4153426916	1.145086874	-1.00192104	0.787798897	-0.5198801448	1.909330368	0.3140885716	-1.180595077	0.8147252312	1.125532125	1.082657587	0.7696047706	1.397939223	0.5446645669	1.374743137	-0.4780315022	0.9324216937	-1.451240172	0.2699846247	-0.6862428212	-0.9921238148	-0.6570839648	0.3159486511	1.524694362	0.9883391463	-0.002106865384	1.487437837	0.4799418784	-1.315395855	0.03388146801	0.1463226234	-0.7007185384	0.1972600686	-0.3947702564	-0.6022519167	-0.2394297074	0.9087152848	-0.4497315626	-0.4796842427	0.0537818688	1.542456171	-0.06072487751	0.4925880621	-0.6170594671	-1.001434766
-0.2942758874	-0.9950214389	-1.08588839	-0.4885845451	0.7699267375	1.872762574	-1.103559955	-0.8938538312	0.2801757156	-0.7230041515	-1.482987542	-0.4330502011	0.9211508008	0.8070484809	-1.073026744	0.6313465384	0.1371778295	0.2204117809	-2.62115575	-0.5438891049	-0.6299111015	1.955293204	0.7646755381	-0.1834606923	1.312772297	-1.277248143	-0.2150825144	-0.4495576652	-0.2248366609	0.6477044681	-0.5481832646	0.1899513181	0.9342441964	-0.316201469	-0.7494858139	-0.3064571932	0.111214443	0.131121827	0.773142478	-0.7553691839	2.251459659	0.5674159415	-0.01883785238	0.1336803981	1.193396675	1.357700816	1.439370145	0.7574449434	1.709184666	1.54305742	-1.006508372	0.2023090431	0.4752266992	-0.2052074788	-0.1477727343	0.1624654833	-0.8389239152	-0.9054534812	0.4504717895	1.677295	-0.14652817	-0.1064162107	-0.1038391659	-1.386945809	-0.4638794849	-0.1010389221	0.18619676	-0.002334546815	-0.07047216363	-0.5668922885	0.1952469401	0.8150396464	-0.04426549377	-0.9760271135	0.3926110474	1.575555928	1.079351806	1.596217412	-1.082877963	-1.438447243
-0.7883314678	-1.33078659	-1.024098543	-0.06655230082	-0.7732895737	-0.2159254709	-2.121676818	-0.7554591028	0.3656047047	0.9368597989	1.315371011	1.274814587	0.6083827263	-0.06973076565	0.7241731049	0.3949648772	0.294683757	-0.08158649738	-1.264704261	-1.115261944	0.0439600106	-0.1813926929	1.306213767	1.686998305	1.127472341	-0.1486320788	0.2829232131	-0.2417807302	1.187554394	-0.1366988295	0.3297419925	0.3165105214	0.9553588221	0.1671110467	-0.2707683634	-0.1793180867	-0.6413105228	-0.3209469366	0.5924720094	0.2133754237	1.341205483	-0.6539707609	0.1717107362	-1.174791987	0.8770085963	1.313085014	1.722073877	1.275639171	-0.5099227416	1.816174939	0.7570272972	-0.9862643245	0.5512295734	-1.639329259	0.1085388785	3.292387524	-0.9216391857	0.5106885389	-0.307441002	1.798241001	0.2695081524	-1.393004876	-0.3487170324	1.137648336	-2.17275395	0.8342641061	0.3273710295	1.079997943	-0.1578976104	-0.004182567343	1.138652931	0.7123837916	-1.185917196	1.880225124	0.6797121598	2.258925875	1.535938062	-0.4457160035	0.2201377505	0.97609054
-1.070482299	0.1935876391	1.27716066	0.6483713884	-0.8844787496	-0.520316622	-2.002938825	-0.02469281697	0.3548815325	-0.8941388526	0.5322937622	0.2743439491	-0.559637441	-1.357306392	0.844171897	-0.07273408229	-1.018299389	-0.9105638546	-0.7023503787	-0.8640679247	0.5858092363	-0.2579669279	1.089431409	0.2083840922	0.2103320502	1.186665518	-0.7849078266	1.177553309	2.292030523	0.02798098453	0.7200088721	-0.03809677712	0.241315199	1.915903223	1.199028782	-0.672128181	-1.113275996	-0.1090777266	0.4942644145	0.3435604088	-0.1050803715	0.7817868635	0.4394448942	0.2206801115	0.5403490021	0.7357427298	0.5673311668	0.5241102818	-0.1375754848	0.2546563784	2.512402445	-0.7035777801	0.02107430357	-0.3131227223	-0.07466208299	0.6177570588	-0.4025320828	-0.7090088596	-0.5410305235	0.6170030959	-0.1298805325	-0.5404804089	-0.3000622901	2.429649692	-1.291894387	0.7551963841	0.1073723657	-0.4576062044	-0.9310556557	-0.433742866	0.5308563012	-0.3227872305	-0.491268949	1.28747332	1.756743836	1.838780705	1.023269575	-0.09472003679	0.5914280882	2.295096701
0.5583846346	1.473641784	0.908899586	0.7904722159	-0.9185481648	-0.2946013962	-1.319828833	1.966623292	0.4444419137	-0.9884857736	-0.01658415272	-0.1527878142	-0.3399926982	-0.3919333979	0.1546357115	-0.3210599429	-1.016419501	-1.092979145	0.3833973261	-0.2719994259	1.182132471	0.506857355	-0.01216085061	-0.1126297809	-0.1778546618	-0.2294464955	0.5363414339	1.166277921	1.461984681	-0.6292605756	0.2398252011	0.05177055258	-0.06524987442	3.14833659	1.606273517	-0.1480587195	-0.8932933684	-0.9787766763	0.07702262101	0.5221835863	-0.165281595	-1.0196759	0.4659773005	0.943258002	1.104529711	0.4567964656	-0.2595532451	0.4636880285	0.09052101181	0.1215943716	1.814883084	-0.2534663236	0.5535391247	1.6824227	-0.5902916716	0.9678418619	-0.4865692093	0.5313254506	-0.09210625516	0.1996506492	0.1497172506	0.09563264227	0.1499170411	1.387242318	-0.4980621095	0.9780198056	-0.8854997663	-0.8182381838	-1.13416903	-1.062140832	0.2170277492	-0.5882194089	-0.6412226898	0.104777871	0.9049737301	1.05132832	0.7001975166	0.08264540199	0.4380988171	1.051607897
