melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147
-1.201787073	1.59206999	-1.038763156	-0.8914470114	1.07176145	0.378521787	-0.8896472838	-1.231155144	-0.7314906371	0.003281734803	-1.007308517	0.09417454371	-0.9146856562	-0.8740981831	-0.2261917614	0.2966122011	-1.443080411	2.695225202	-0.3379604496	0.3362116231	-0.2888510472	-0.4228773346	-0.6143288884	-0.1332257621	-1.188212172	0.4983339332	-0.5440325262	0.3950911205	-0.3835458133	0.4925523616	-1.416554497	-1.783368469	0.6859638539	0.285402533	-0.5013717755	-1.546618065	0.3041121235	0.5639757042	-0.1266556575	0.6225158241	2.667189263	0.2836599511	1.656914842	-0.4879523647	2.28512457	-0.8401058701	2.009391791	-0.7613637044	1.726801054	-0.03507912047	-0.1029664491	0.008780013844	-0.472540496	-1.242741915	1.17134406	-1.433857309	0.1026390584	-0.7569512271	-0.8350088259	0.6509972428	-0.613126044	0.5958104484	0.6910873245	0.9286810578	-0.1195324065	2.373780553	1.265603069	-0.3192181178	-2.697785703	-0.4796083278	-3.090855157	-0.163268779	-1.306307756	-0.4336181026	-0.1426676736	-0.07479279494	0.6830310836	0.495982772	1.866768412	1.528307646	2.100943924	-0.7230987073	0.5264404732	-0.01020404501	-0.2940670667	-2.07550664	-0.7979355028	0.5093070563	0.7393365853	1.421398033	-1.087551029	-1.012066751	0.786869877	0.3370028911	2.416063145	0.2442778871	1.086708157	0.6054618886	1.346601269	1.422306153	0.7424318078	-0.6107585518	-0.3714958329	-0.7256676995	2.269362711	0.4292260811	-0.7291951252	-1.064511885	1.194944215	0.1797124671	0.3922991937	1.006713851	-4.404726602	-1.281586191	2.2519076	-0.8231755846	2.56012615	-0.4354537381	-2.584075113	2.301730363	2.038647777	-0.7238080852	-0.6430942819	-0.6698566118	0.9570539647	-1.085825219	1.148095734	-0.38756774	1.512955881	0.72231772	0.6603124425	0.7733779729	0.09342308306	0.03638834932	-0.05243659938	1.212810757	0.0285342861	-0.2166346509	1.311864114	0.2137296111	1.466263297	0.1067471476	-0.3005611421	1.153762898	0.5800545205	-1.283311588	0.162530837	1.728095766
-0.8261282781	1.535265545	-1.220228008	-0.6316604285	1.846826248	0.3778803837	0.1034904501	-0.3304548308	-0.8778442396	-0.4723588568	-0.06043455601	-0.1802362229	-0.3180468233	-0.6588038721	0.1515484324	0.6745903083	-1.233851657	2.630250303	0.1115910397	0.8467401519	0.1481421977	-0.06302095133	-0.5175723435	-0.2240516948	0.09005099439	0.5770139551	0.3752718742	1.591448427	-0.09061272055	-1.0494031	-0.3301259323	-1.843894754	1.172133895	2.518011028	-0.1547404533	-1.659627803	0.3827572834	-1.254254389	0.3685669724	1.349669574	2.77384857	0.9250783934	1.380928019	-0.2384506927	1.95087487	-0.2255751039	1.858795207	0.3104494723	2.36612531	-0.3472100233	0.4825300512	-0.07624775705	-0.3540149667	-0.8095743248	2.091791159	-1.67476251	0.1548353743	0.004528915777	0.2944893337	0.1310426433	0.04281795551	0.9571059626	0.9292804514	1.463006095	0.4779383574	2.082993906	1.223206835	-0.09972683737	-1.272551709	-0.543615974	-1.764728081	-0.5206588551	-0.815720576	0.4443846988	0.2211835686	1.220966194	0.343524538	2.061369983	-0.2230641818	2.008072764	2.276656569	-0.2370762341	0.05693603893	-0.003549554824	-1.040900348	-0.409409063	-1.978070458	-0.1977718893	1.301129364	1.269412304	0.4701285877	-0.9265839966	1.234152076	-1.248957328	2.201313892	0.3821890484	0.4190520676	-0.1430075947	1.410063042	0.3279672408	0.7854059456	-0.6161877614	1.572792016	-0.619851262	2.23256091	1.054240664	-0.5547109242	-0.9898006228	2.611474776	-1.200621296	0.7128709764	1.14828605	-3.642083912	-0.6699089237	2.21208462	-1.147116909	1.675062165	0.1382931842	-2.027096997	1.719778126	2.356701307	-0.6732911941	0.6597148101	-1.150192917	0.9205105664	-0.3600870102	0.4871519282	0.1410432146	0.195330268	0.05080403759	-1.09751577	-0.7960791817	-0.5179304984	-0.6872407547	-0.4096056091	-0.01366328274	1.318757634	-0.3786562572	1.846823358	-0.4174478015	1.41475317	0.3315059868	-0.3436414521	0.3714346148	-1.302049758	-1.13425684	-0.1369470844	1.904872858
-1.042623516	0.7875787438	-1.296275015	-0.7176426541	3.218225138	0.01889951621	0.2214180451	0.7943714601	-0.06003705075	-0.4141949084	1.058948951	-0.146137685	-2.241602971	-0.3962970989	2.502414794	0.1634029957	-1.056795057	1.438291153	-0.2642480119	0.914344701	0.5343129745	-0.5798269156	-0.5755161862	1.27411928	-0.4525206502	0.7737110649	0.1225310357	2.043165198	-0.6050387523	-1.055696239	-0.6176528737	-1.352884541	1.125183738	2.634581174	0.4880205787	-0.8572819767	0.8505969952	-0.8700496334	-0.3356797553	0.2116565046	2.06393455	1.490183222	1.260719039	0.5462125096	0.1062796629	-0.225909061	1.832446703	0.2711632269	3.121081278	-0.03090787715	1.235323337	-0.5403835491	0.3487665306	-0.09208215157	2.83973057	-1.267911147	0.5217688915	-0.05274405089	-0.7290490875	0.4009784997	1.808166283	1.595247924	0.7515605796	0.8859459693	0.2124289288	2.857053735	1.06999949	0.5859515711	-0.5319767892	-0.9702826858	0.1187273374	-0.1015676765	-0.9954285903	1.122115667	0.3337363888	1.323462073	0.3554032749	0.811135417	-0.2561684212	-0.3530749617	2.135800252	2.274490841	0.8649796529	-0.7338806598	-0.2071413045	1.203090276	-0.7994393139	0.2303042846	1.740638145	-1.70982314	0.8468799463	-1.358926175	1.223684004	-1.64774386	2.127261265	0.680310112	-0.2960497946	1.27458925	0.1019012288	-0.3903739396	1.335384179	-0.9345205631	1.064019163	0.0995858691	1.854211205	1.15015216	0.7167016237	0.1281908979	4.179399095	0.1057694087	-1.159868198	1.330979702	-2.55148856	0.8414475799	2.185220257	-0.03709203244	-0.3750019603	1.28514193	1.032614896	1.585897084	0.8810932537	0.4072087359	1.015439001	0.001762125975	2.411544201	1.392684515	-1.177499337	-0.2506337456	-1.252132816	1.560132014	-1.367523799	-1.692802222	-0.4174709971	-0.3440971181	0.3479461288	-0.7035079611	2.499439503	-0.1119777351	0.8702845686	-1.41428556	-0.6824336661	-1.157000829	-1.462802436	0.4830603274	-0.3291462285	-1.138915376	-0.5855549358	0.4423969006
-2.778518032	0.1096526346	-1.246463762	-0.9134952713	2.388428004	0.1690348822	-0.6051842831	1.433210194	1.060876116	0.5109702333	-0.4742517474	-0.08642317014	-3.172537716	-0.2685754677	2.350708738	-0.5844366901	-1.440366104	0.3156561938	-1.046740853	0.2714490639	0.9177697476	-1.308706058	0.3891450286	1.840926252	-2.458784036	0.7833163628	0.241643098	1.459721615	-2.020203508	-0.2274754943	-1.427221244	-1.522627955	-0.3910791714	1.707691829	0.3011481444	-0.05240325355	-2.375199373	3.038062305	-1.347189632	0.5707315314	1.932248053	-0.2186681082	1.243377578	-0.6626383479	-0.332968429	0.1404125776	1.876499981	-1.248684692	2.812243122	-0.04593262356	1.109179319	0.265840534	0.28034475	0.6347973118	2.146398305	-0.2615404034	0.612045012	-0.260936863	-1.838271103	0.6505403193	1.977982023	2.335040036	-0.3435369169	0.9821340934	-1.657611047	2.442030411	0.8604896324	0.5644987904	-0.278375302	-1.227384368	0.424777287	1.809074718	-1.761716612	1.670200328	1.030053102	0.5814473609	0.724819655	0.4670601865	1.726025403	-1.661100034	1.180440011	2.530406318	1.174112549	0.9146494227	1.738971193	0.3851607601	1.280663868	0.7504038681	1.741566046	-0.804862356	-1.150099277	-1.25297697	0.9628699837	0.6720954843	2.114800589	0.4546134998	0.6813418894	2.488815647	0.4331211703	0.4408038104	1.362724209	-0.769435479	-1.52952935	0.4168280296	2.893814908	0.260103273	1.01530936	0.6268160142	2.567971893	1.471374937	-1.843937163	1.416022442	-0.6936251598	1.560299995	1.167409946	1.954075767	-1.057584727	1.576134589	0.9157206717	3.033145845	-0.6877605958	1.536689408	0.3212571303	0.09246689657	1.668255995	0.9249024383	-1.269972998	-0.4028376219	-0.5923975707	3.180967307	-0.7920648041	-1.313161079	0.4213853029	-1.483517368	0.6002967002	-1.067560719	2.269269152	0.02749040246	-0.07723582997	-2.094147526	-2.36724482	-2.367591389	-2.344018166	0.0648953431	0.7235588262	1.109632204	0.8707158131	0.6853340171
-2.432918259	0.3462748317	-0.9125140142	-0.691269179	1.014126561	0.7866292985	-1.102233997	0.4131631241	0.6188808756	-0.1576634415	0.2498463629	-0.1784258892	-1.972652757	-0.2590794863	1.484980849	-0.6835531	-1.866080737	0.6662959402	-0.7842573583	-0.807463801	0.4109127601	-1.355593031	0.1296591793	0.9491455113	-0.6986541931	-0.2583558568	0.0279403335	0.2707089188	-2.434390803	-0.4512891914	-1.813550504	-2.365920163	0.1766587194	1.068326215	-0.3704362136	-0.9171134335	-1.642936608	0.2844043471	-1.702108684	-0.9160095353	0.1345417137	-1.532961789	0.7844542062	0.5235454107	0.18944782	0.3331563156	0.8468882169	-2.106055369	1.733904201	0.2235394567	0.5762460625	-0.2289967149	-0.5915889704	-0.1043961145	0.5653115408	-0.1595635728	-0.1509779989	0.07294079406	-1.217147383	0.9562753655	1.441418146	1.444794745	-0.3958169963	0.3920489723	-1.984552823	1.760367354	1.017657475	-0.4440238197	0.8897766201	-1.361096688	-0.295698009	0.5768148574	-1.334651681	1.499153174	1.114981458	-0.1908192553	-0.0418058138	2.025499762	-0.2289445498	-1.393784537	0.425119865	2.514696412	0.6706314835	1.143131002	0.704592905	0.1674741028	1.345445729	0.3604843569	1.271002012	-1.093756859	0.358995579	-1.863065342	0.8990306374	-0.6620045032	1.087061263	0.01875838025	-0.539601308	0.06741437583	1.492997739	1.28114723	-0.04650827959	-0.6138181659	0.7292945739	-1.583913362	0.3357068844	-0.1629101285	0.7191064345	0.598121395	3.348126337	-0.8246270149	0.4183911745	1.26340194	0.2295017991	-0.8612708571	1.353260513	0.9066180521	-1.828210478	1.647467656	-0.4194425158	2.656623204	-0.7245565099	0.3112851781	1.17567466	0.1987985481	0.4945610915	-0.06350435274	-1.238741048	0.5201903741	-0.3264322814	0.206891789	-0.393106041	-1.113511841	-0.8966418791	-1.389910397	-0.6179000475	-0.06985858351	0.5255013215	-1.697592056	-0.2171131853	-1.291386057	-0.775108194	-1.504559318	0.002567113177	-0.504615557	-0.0378886571	0.9847907692	1.786029523	0.8614813684
-2.540089189	0.1790752267	-0.897740512	-0.7605019257	0.4363946489	0.6672416032	-1.537510387	-0.170090694	0.4528455535	-0.4084982472	-0.5145032312	0.1173705817	-2.026882132	-0.7083360354	1.260071784	-0.3016874792	-1.809555984	0.5006887532	-0.8438435674	0.2225450693	-1.069772903	-1.060140486	-0.4662727348	0.4982122834	-0.5965827721	0.1995065466	-0.3961877979	-0.6444792776	-2.115815457	-0.5494665291	-2.274784133	-1.576036619	-0.5471459971	1.038043792	-1.236864166	-0.68207474	1.648566119	0.8147295202	-1.562707185	-0.854413549	0.7317489014	-0.6651007082	1.567348349	0.06678761947	-0.4247931868	0.09021302446	1.647411556	-1.391604778	1.151501055	-0.1397514072	0.7375776969	-0.5954582738	0.006204564106	-0.3678989745	0.0539559291	0.3294386686	0.1478353636	-0.5880621641	-1.073684562	0.6629937491	1.851778981	0.7293883955	-0.02506686022	0.5194031301	-2.035408221	1.625268265	0.4822901944	-0.532811289	0.8052674831	-0.7910475693	-0.485340305	0.0752104435	-0.5848548832	1.406386149	1.019351476	0.6670234304	-0.3672323403	0.3779976236	0.7504037352	0.3296897359	0.5285833656	2.224347222	1.034950641	-0.5904670317	0.0901635797	0.09453023247	0.6178431896	1.735989906	2.594192597	-0.5582020649	0.3167821781	-2.438731811	1.461423092	-0.439137092	0.1233363655	-0.9600151669	0.465284032	-0.1804723496	0.3694847414	0.5653647698	0.2440864391	-1.128192153	-0.2551683161	-1.05801734	-0.3084403232	-0.5562898979	1.559714914	1.227704059	3.257208156	1.71195952	-0.3770736361	0.7372075295	-0.4322583564	-0.1396377826	1.623487166	0.1584057957	-1.630414826	2.151647768	-0.729133037	2.975485922	-0.7214181039	0.9305319695	-0.1641575901	0.3950608109	1.337804266	-0.4084190591	0.05287927693	0.1468510954	-0.0908321677	0.6413417485	0.8815887747	-0.4862562068	-1.552873967	0.4307710029	0.9748231174	0.786356766	0.6288543274	-1.746826711	-0.5217616138	-2.50983876	0.04020380014	-2.482188098	-0.2399906926	0.5987800753	-0.2829492241	-0.27599819	2.290918777	-1.132031237
-1.558853711	0.287227636	-1.046464334	-1.068485347	0.4565327449	0.7309539762	-1.031702436	0.2106910595	0.1048407884	-0.5067039645	-0.08429813664	-0.0293489988	-0.6239730783	-0.8679872645	1.850029226	0.05724354561	-1.419571103	0.6018065434	-0.2667045901	0.9069462206	-0.9097979843	-0.8689799086	-0.2144192597	0.5167480583	-0.1761771055	-0.1091983228	-0.4933599393	-0.6439630451	-2.000366451	-0.513780589	-1.923853412	-1.119198493	-0.0511660476	1.171079238	-0.3854596108	-0.06040906805	1.4511874	0.3963831073	-1.438214549	-0.8245887911	0.9638872907	-0.3416520556	1.32381537	-0.4995016484	-0.9557714191	0.1736983471	1.885000769	-1.795747803	0.6113908601	-0.2807690786	0.2126262774	-0.2294627757	0.294855662	0.2717583437	0.7151231607	0.3146792268	0.04526624413	-0.1776249098	-1.056021886	0.2487384791	1.674885964	1.414250257	0.1659907316	0.9174388347	-2.140525608	2.070976295	0.3562843617	-0.6325480461	0.4398194506	-0.6879429737	-1.826209781	-0.3839537774	-0.6062096372	1.646602923	0.576283065	0.8448354386	-0.8089192084	0.5029821973	-0.4908547719	1.135725377	-0.6934910698	2.123444757	0.1920468591	0.1459601402	-0.3865678429	-0.4867738062	0.4769753543	0.992332204	2.189000547	1.7136355	-0.07345002111	-1.404986657	0.6749159484	-1.36696871	0.4610783645	-1.215547207	0.2123863532	-0.8660600882	1.191767732	0.09880240048	0.4566903424	-0.5642289897	-0.4998316402	-1.152869923	0.8074087699	0.07985208301	1.44985535	1.359098652	2.652644441	0.124547265	0.3966465307	0.3633945484	-0.229738505	-0.8417072879	1.261817741	-0.0857804712	-0.4445619351	1.707062599	-0.5043627977	1.082541649	-0.2283851375	0.631673713	-0.6546977009	-0.2434693498	1.413586877	-0.702307265	0.4767100801	0.9666235156	0.4872534106	-0.5835098349	-1.319162149	0.3155585188	-1.570938709	0.7573155019	0.8214796693	-0.5249257058	0.814660971	-2.242945971	-0.5298040874	-1.40387321	-0.2448632759	-1.763577885	-0.2384768908	0.5439008876	-0.7712564317	-1.844119607	0.5231791573	-0.3463258479
-1.536594168	0.5022463378	-0.9450695831	-0.9089540491	-0.0362365918	0.8262683902	-1.293438385	0.3548571798	0.4836116294	-0.5914599385	-0.6620829944	-0.2034053297	-0.8803024917	-0.7763493324	1.054298621	-0.17003911	-1.575858583	1.212828293	-0.6891441786	1.228396288	-0.9408399685	-1.0891773	0.01263108229	0.7385675043	-0.134033472	0.4854651227	-0.6848259231	-0.8340140599	-2.045367272	-0.6723227249	-1.74771141	-1.213447311	-0.2431645691	1.300174964	-1.061439063	0.1349502071	1.178315562	-0.3141959942	-1.109366995	-0.4218612528	-0.01601941881	0.3318327448	0.5719114124	0.6777374039	-0.6714385484	0.00833269725	1.015827114	-1.895057559	-0.9379383148	0.08876690474	0.1716002944	-0.3717278675	0.2094394496	0.369017591	0.3272120057	0.0853290951	0.2142709974	-0.3373623523	-0.1872151929	0.8083387891	1.501034395	0.5268619675	-0.2086019759	0.456647825	-2.124582088	1.855437114	0.4864396562	-0.2199265944	0.7649081817	-0.08244762496	-1.922021534	-0.2033312893	0.1468086902	1.886553096	0.7268183434	0.5867233688	0.2900175887	0.9450707145	1.274621483	1.231032585	-0.7499422253	1.773572405	-0.1191437055	-0.06349430759	0.2744149832	-0.1405760615	0.2383167807	-0.005750974207	2.002496487	0.3291270596	1.237660203	-0.9064731679	0.05004801109	0.9933375644	0.9491439653	-0.6978891918	1.551746207	0.3064115479	1.106377344	0.5709799884	0.3096196441	0.2635602047	-0.4699454922	-0.9031971243	1.676992873	0.1135171524	0.8909219458	1.0708099	2.031034848	-0.1342551394	-0.4445980061	0.9730867426	0.7479555669	0.03478244588	0.503100616	-0.1464423371	-1.103301682	1.567561684	-0.4862576539	-0.1236799019	0.2361264644	0.4570045868	-0.4177721069	-0.2098434473	0.4273284433	-0.4599628238	-0.03290193354	0.7829680324	0.6214439627	-0.1955261111	-1.12734377	0.1393536725	-0.8368367522	0.1964731827	0.6902901221	-0.2923785178	1.684998692	-1.776653207	-0.9553671814	-0.8732116768	0.6392252188	-0.4053784899	-0.2352588197	0.4735374832	-0.06428966915	-1.448200429	0.1892015105	0.5514569416
-1.022129671	0.6869112275	-0.858564585	-0.9566773708	0.2368742149	0.6028889818	-0.9203642066	0.1728132721	0.4598076564	0.009805380063	-0.6726591559	-0.0311251455	-0.4888491021	-0.4388925638	1.396583751	0.04963590876	-1.018561656	0.8772148294	-0.497906755	2.16159962	0.2173120738	-1.266453564	-0.2750594563	1.902449616	-0.5797301472	0.4544523136	-0.5500427926	0.2534112188	-1.455432571	-1.127869572	-1.024270899	-0.7801215042	0.5705323448	1.744479826	-0.9698628378	0.6439123118	-1.692607498	-0.4531104916	-0.8599312583	-0.6893978064	-0.5198371559	0.4547048842	-0.06835739781	0.5716190788	-0.8757999609	-0.2053335357	-0.460003197	-1.492004509	-1.684646589	0.04120622795	0.2149034821	0.0982051005	0.2171214443	0.08012992679	0.1481787971	-0.03978687054	0.3890242118	-0.3297606142	-1.102537899	0.8121324678	0.5986328358	0.2909357686	0.01315216899	0.1296450742	-1.039333398	1.98131366	0.3426512192	-0.538346607	0.06604245482	0.1724226913	-1.440991839	0.8802104564	0.2130896418	1.826353498	0.2750581362	-0.1712427448	0.01301119688	0.8438319326	-0.7554927108	1.029128896	-1.417328161	0.7563811224	-0.2708711901	0.1114786032	1.109881518	0.6314331435	0.5701541109	0.7824508538	1.701819952	-0.322353527	1.096721136	-1.119486996	0.1266790285	-0.4443838672	0.7064776879	-0.5323603253	-0.9714523816	-0.6563465863	2.242558986	0.05126328942	0.8722090063	-0.1556801643	-0.8386031976	-0.07731696156	1.409531573	0.7657422281	0.6911494736	0.1250450849	1.132092181	-1.383606646	-0.5681580555	0.08318393229	1.573411952	0.1292748295	0.3403747781	-0.8443172242	-1.050701722	1.352899075	0.6687142998	0.7980392255	0.4207589457	2.023296465	0.9067379173	0.5226564595	-0.6798980993	-0.2899167111	-1.177898966	-0.1929271506	0.6006258934	-0.4374022946	-2.333075212	-0.6271773936	0.7387841427	0.8004055257	0.146455553	-0.1295966391	0.560047492	-1.186109612	-1.181427435	-0.06492767815	1.077674753	-0.6707971508	-0.3611964371	-0.06496273695	0.3374617798	0.5242694022	1.645135403	0.9831021569
-1.229799063	0.4530070285	-0.7608186777	-0.773530965	1.246794204	0.5271791164	-1.069652223	0.8229755833	1.682986091	1.393647601	-1.528272472	0.08181834861	-1.475794011	0.2735387721	1.34848449	-0.2133652697	-1.023162054	-0.3249359961	-0.5753729706	1.825013906	0.4802127247	-1.58859008	0.3771203662	2.755149525	-0.5416110066	-0.1850928328	0.2107674944	0.3425100706	-1.013032868	-0.4355667696	-1.052255496	-0.351018682	0.5278154304	0.6910784173	-1.476010898	0.5153304439	-0.9993019148	0.3807524575	-0.7685231017	-0.8382967831	-1.074671102	-0.6727793209	-1.149677319	0.04584929846	-1.787520673	-0.5109174831	-0.7770586641	-1.477723802	-1.925774097	0.01798036355	0.489727103	-0.4586059047	0.1631539143	0.08171188742	-0.2703736534	-0.1253486737	0.06966225324	-0.4404174134	-0.934863198	-1.356602641	0.4952264461	-0.7052135024	-0.01996918938	0.5250607616	0.2165298026	1.794320698	0.5345017772	-0.7317820455	-0.509862074	0.2673118805	-1.275968677	1.3719638	0.3359311099	1.111662751	0.2459003926	-0.7348743629	-0.4532673992	-0.7495246167	-1.255115696	-0.2515030896	-1.835949693	-0.8395253172	0.4083133785	0.4566216874	-0.3726221997	0.6520087218	-0.1505797816	0.2863128087	1.031604515	-0.05529791203	1.459795245	-1.022744501	0.4742618767	0.2608775237	1.325287968	-0.3992089413	-0.4819205082	-1.139706013	1.443889319	-0.3932167692	0.03558350913	-0.6071269504	0.2157000897	0.1900113193	1.143491065	0.4802488879	1.017125774	0.4628017542	-0.02862159967	-0.6716060171	0.0825871761	-0.7245954929	2.957532522	1.337722345	-1.054526056	-0.3233531975	-0.3264243902	0.6801112472	0.3383884001	1.830951926	0.4514918868	2.098971414	0.9616684163	1.221224215	-0.563585798	-1.135564858	0.6884980405	-1.619178028	0.5095002684	1.165645293	-1.47005152	0.7321167889	0.4613333934	1.176653586	0.372146982	-0.5535816436	0.8116572396	-2.258160353	-0.8707582466	1.064183782	0.109875855	-1.388765072	-1.680523855	0.2272175724	0.3820196823	1.580057606	1.240265287	0.1599187877
