melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144
-0.5596956324	-0.3494861375	-2.891050651	-0.5364976897	1.730013127	-0.9884592109	-0.7599117567	-1.463378407	-2.807180759	-0.3269468357	1.099379707	-0.4168201111	-1.738494779	2.211506014	-0.6761908186	0.09571407877	-0.7325858792	1.738195937	1.766493082	0.02128903623	0.3850658084	-1.367627315	-1.818569817	0.3905746569	2.052574618	-0.9283877342	0.1941924028	-0.2238931482	1.495880974	-0.8470386998	-0.4238339653	-0.7599059978	-0.1176840634	0.02841271759	-0.2491528754	-2.514102394	-0.7927248443	-1.508698442	0.311458997	0.2569640593	-2.205816815	-1.036271992	-1.081628587	-1.065569623	0.7401135798	-3.168013075	-1.247698339	-0.1537192335	-1.105576395	-0.4538774262	1.811541276	0.002773727435	-0.3708290528	-0.2029818275	-1.3594007	-2.15995053	1.927863387	2.222629127	-0.3173985635	0.5991511077	-1.625141952	-0.1623269177	-0.2572371305	-2.952691487	2.665520868	-1.781738021	-0.2037186455	-1.959956178	-1.647240025	1.684528397	-0.7163763786	-0.501350076	-0.08157896043	1.24855678	-1.610710607	-1.640337924	-1.473564271	-1.828945891	-0.4979523527	0.146947038	-0.283185585	-0.08239856791	-2.933764942	0.9781885433	0.2240634609	-2.549363417	0.3220314092	0.6274574859	0.9429300766	1.086095348	0.3450583041	1.192178954	-0.6689219164	-0.7017818078	-0.01492083348	-0.2684720505	-1.434186028	-1.788391358	-1.649538819	0.7564901938	-1.857580515	-0.9427666904	0.2901653314	-0.2144329393	-0.5782487966	-0.8722890247	0.6548474053	-0.4833713774	1.108097604	-0.6868016039	-0.2437368499	0.8736086154	-0.4281835128	-0.131307368	-1.650609638	0.3366754581	0.9237975362	1.335371727	-1.426884443	0.2870822563	-1.220895599	1.921273682	-3.07623085	3.130155759	-0.009627647173	-2.979965414	-1.470007645	2.610653247	-1.874415929	1.530924488	0.8677885649	-1.070682143	1.564511879	2.863230703	-0.8813837899	-1.538774352	0.04764087718	3.766680604	0.6730575464	-0.5110085144	0.9369186937	-0.5105567837	-2.167037277	0.6618214344	-1.429302676
-0.2041756158	1.246782329	-2.6555469	-0.284954181	2.756720367	-0.994148819	-1.13513832	-0.9651292672	-2.22547808	-0.02728255604	1.486989457	-0.3666777008	-0.6406889979	1.060280026	-0.6754155826	1.013423844	0.3978209863	2.535573437	1.331972665	0.08799656028	0.5452511959	-0.6718439804	-1.192775696	-1.33432235	0.8224352885	-0.5657824258	-0.4580625656	-0.3933293643	0.8526754702	-0.8318548426	0.02854925873	-0.5281030565	0.4283201525	0.5372137352	-0.3492504232	-2.619976856	-0.01100234923	-1.024072228	0.314858881	-0.1644378109	-1.620013127	-0.7270433444	0.3071763212	-0.9643114169	-0.5130880015	-2.448547508	-0.9664437247	0.01522677891	0.001885096981	0.6134001471	-0.5264422244	0.4068787122	0.2213680555	-0.3944868403	-0.0463866758	-1.682193278	1.693013163	2.32092066	0.7938957582	0.9428332949	-0.3402151371	-0.526719419	0.3090188457	-2.328254165	3.331138966	-0.7253885339	0.4457490444	-2.356276414	-0.03706996631	1.03584944	-1.003147635	1.464161195	0.6607323333	0.8487741279	-0.9730396123	-0.8131040332	0.2825224469	-1.025636058	0.7131610829	0.0237621242	-0.7238699985	0.593192412	-1.399768623	1.890313999	0.138069852	-1.680296998	0.6956838206	0.6125418832	0.4242111183	1.674369494	-0.3401188974	1.089687181	-0.4711533414	-0.5272755152	0.5262821237	1.154407194	-1.627264164	-0.01210124008	-0.0341332364	0.1014922153	-1.097656327	0.1306913659	-0.3262993286	0.2024851869	-0.006458038437	-1.184508284	0.3055950225	-0.3215700476	-0.7066540301	-0.8172943266	-0.2567160582	1.273490938	-0.9896775299	1.204528456	0.2300504345	1.116498375	0.971866449	0.6625000242	-2.664261766	-0.6529655023	-0.4854180786	1.853221735	-1.755665608	3.153281896	0.8581341954	-2.136626407	-0.6143019364	2.655844064	-1.356350092	1.494081085	2.110412166	-0.1415832257	0.7615284648	2.260822686	-1.260634001	-0.4271536527	-0.9028842742	2.121502058	0.9683481749	-0.09533329666	1.233651666	-0.5792421042	-1.503915664	0.7134946725	0.6224943524
-0.3622223183	0.7566451918	-2.601145855	0.5195939124	2.48207042	-0.5480903026	-1.151746839	-0.7528275242	-2.584454453	0.4750751799	1.59036154	0.3749222711	0.4174048836	1.417087022	0.3837021165	0.9635267423	-0.1992215699	2.391624527	0.6464715935	0.2237077908	0.8473764642	0.08838348971	-0.7898951004	-1.725901832	1.264173518	0.06697081442	-0.1295846425	-0.9011027423	0.08145634825	-0.8051929486	2.043317755	0.4336052244	1.136982969	0.9799891471	-0.04814713207	-1.202646515	1.190438607	0.03047130385	0.3038632371	-1.214357554	-1.173589038	0.3598367471	-0.05345123981	-0.2681104351	-0.3263059061	-0.8946957981	-1.24832154	0.1314278291	0.9868211789	1.82585282	-0.02663080446	0.8099170591	0.1571547997	-0.4778864294	2.10364136	-0.5870572868	2.059555616	2.498371157	0.9662658953	1.016896315	0.8775945057	-0.3388210326	1.575986657	-1.080338438	3.3638366	0.2468588798	0.2904753561	-2.197345367	0.8957914806	0.6805608474	-0.4208249286	0.6088327932	1.722384676	1.038882123	0.1298587433	0.3995048185	-0.3957733001	-0.09445061763	0.5856227367	-0.2970677881	-0.6601063524	0.4150727354	0.4760546364	1.652164023	0.03761026606	-1.772070614	0.4928647571	0.8814758451	0.3320735488	2.441682294	0.2566556041	-0.5272296694	-0.1098344047	0.2782509212	-0.1867533965	2.331820964	-1.526165539	1.347697506	1.022798726	0.4696406591	0.2701981718	1.677413304	0.0556183434	0.5297079975	0.8214724619	-0.8225339784	2.032876872	-0.1197349648	0.4525364843	0.2563491897	0.07866255332	-0.01041971425	-0.3562222324	1.484196782	0.1879026805	0.7088125144	1.770203856	0.9483625531	-2.252095999	-1.424625007	1.097007997	2.129565628	0.2455013619	2.579103046	0.8818224095	-1.891321298	-0.3594027428	2.780176795	-1.044505785	2.120740008	3.975614545	0.1147742512	-1.088940641	0.5716071363	0.3779854991	1.54405223	-0.7112016954	1.642283427	2.37472845	0.1384772245	0.3057076907	-0.4691590269	0.1722833636	1.625979135	0.5262746402
-0.1896194974	-0.5800396767	-1.700418415	0.9741082648	-0.9119050643	-1.008085571	-0.2381674182	-1.185041983	-3.202422256	0.615682933	1.316479435	1.185196531	1.559391612	0.5310237692	3.176677522	0.7948470744	0.1656945396	3.236650957	1.161075073	0.2007332235	1.181801485	-0.6524124073	-0.4068868694	-0.9093710882	2.189346198	0.2484069012	0.6999722697	0.9981722009	-2.043461735	0.6978964567	2.877310704	0.9680910238	1.166400373	1.087202147	-0.6250233914	-0.5475764533	1.642390442	-0.3029616133	1.094974263	-0.1334746519	-0.7062276979	1.936048304	0.1051002571	0.2050641185	0.4485351657	-0.203787552	-0.6815889797	-0.05255759984	0.4145488514	1.187576183	-0.2116300229	0.6907928312	0.1202746161	-0.08855335733	2.803641305	0.5723795819	1.046614925	2.00921298	1.875089771	1.036042338	0.9907686373	1.478842765	1.694580817	0.4313772104	3.029571026	0.2787975359	2.076081948	-0.3779764289	-0.442477342	0.2274418514	-0.2960017654	0.7746993514	2.022599677	1.714258328	1.824070461	0.5933870629	1.648612823	0.04952550991	-0.5385129701	0.09992312919	0.4753304078	-1.319370481	0.4630088604	1.105727151	-0.5573529658	0.09173058821	-0.02045387692	-0.6577521405	0.6336171879	3.305736891	0.5601504619	0.4008854778	0.2147988328	-0.7100351553	0.1271962275	0.9519619003	-0.5348267442	0.8374893865	2.048260093	0.9633392285	2.051755938	1.140009633	1.903744609	0.9862656616	1.547191968	-1.324928774	1.00228746	0.4883403942	-1.349817198	0.7669938602	0.4736684515	0.7558579707	0.29399634	1.74928791	0.7420382286	2.038499985	1.193149067	1.06025754	0.09684955269	0.3168915959	1.032482926	0.4490461246	0.7558477614	2.678514619	0.0541089997	-0.0740931209	-0.4151143549	1.240702851	1.636484612	0.3155035042	2.472226436	1.55810799	-0.781024454	0.8548207416	0.6024922845	1.435908212	1.070849363	1.113244374	1.505857938	-0.360195847	-0.9279983081	1.11849393	-0.02502676593	0.514297318	-0.877603306
-0.7569231048	-1.056908108	-2.163787928	0.5850876129	-0.7813925857	-0.780102051	-0.2245996578	-1.946465431	-3.193461054	1.40337853	1.159313788	1.056693947	1.419923637	-0.2634159466	1.08491978	-0.9808935629	-0.3777162966	2.621336934	-0.1562745744	0.2397793949	1.367060803	-0.1414043798	-0.8011104607	0.4267717727	1.319416215	0.313809974	0.6139624015	-0.01123038012	-1.176032375	1.630469757	2.136269889	0.776272513	0.05417488216	0.2117404826	-0.9271281812	0.2732007128	0.9292509538	-0.4714110926	-0.2914766064	1.082014248	-0.4538908782	1.874881682	-0.09170733555	-0.6247017136	-0.1834241009	0.09190029758	0.1696146439	-0.05790695776	0.3585818361	0.6769448589	0.9018520479	-0.3029214379	-0.008827989214	0.1897990739	1.558931209	1.440794969	0.671698975	0.7242430872	0.6021336907	0.1646005232	0.7183719086	0.2663003469	0.6588790049	0.09476871488	2.733096169	0.7085479465	2.487998796	1.960534363	0.08232665246	-2.477228537	0.2763338032	0.7016711137	-0.3063992763	0.5304404612	3.600272428	0.7949180055	0.264628569	0.3544805403	0.6538866999	0.4425316392	0.3192343674	0.8185954209	-0.5729322819	-0.6662952274	-0.6808116427	-0.207166228	0.7381638365	-0.2127184561	-0.9088393569	2.054879352	-0.6285912772	-0.8525650743	1.036275584	0.1491580539	0.8300820193	0.7051076116	-1.194100594	0.9826305249	0.7873851189	0.007413593952	2.375212549	0.5015398296	-1.195480475	-0.2100493374	-0.1889568218	-1.403790626	0.8907706892	1.080274054	-0.7929333472	0.6902167866	2.149967342	-0.2982837925	-0.322288605	0.02457430951	-0.6274387073	-0.2248486185	1.410649593	-1.196292076	0.7302194907	-0.6320862442	1.089602494	0.4349496688	0.848147885	1.377828087	-0.6703181591	2.19785456	-0.7140618423	0.9586990724	2.097999812	-0.7221606188	-0.1880318404	0.9109876106	-0.5742831683	-0.04729785412	1.29248156	0.9229171421	-0.05100413701	0.3250901442	-1.588561865	-1.525154181	-1.872137423	-0.1864020786	0.03468948765	0.3343308604	-1.219768014
-0.6569805467	-0.8756020355	-2.230258662	0.6406096079	-0.5086075423	-0.6930235924	1.478760115	-1.623265349	-3.237271649	1.654219403	1.005250317	0.509999406	0.675040653	0.5141227022	-1.034407693	0.01372857378	-1.014478501	0.7864235556	-0.8984574811	0.3389318894	0.5847143778	0.6987881845	-1.406406186	1.695192413	0.5592961882	1.090980286	2.932371906	-0.1806647845	1.049268243	0.378794425	1.058851535	-0.3993392306	-0.391249359	-0.7317879037	-0.4823507342	1.538692187	0.4346733506	-0.2232387745	-0.8338625643	-0.3426930233	-0.4699539319	1.146026613	-0.5825239424	-2.243431048	-0.1259352628	0.01471603192	1.333194739	-0.1287874619	-0.4459176541	0.2625182374	1.747490045	-0.7133331176	-0.3677718851	0.152941385	1.357818258	1.242323232	1.056565656	0.2248728788	-0.4600333096	-0.1103813906	0.2662042708	0.007726964097	-0.5907257926	0.1733160546	2.539589107	0.06722890762	-0.1770158995	1.238656119	0.1676996449	-0.2312896035	0.1414035783	-1.376761131	-1.459411523	-0.7896773235	0.4448531893	0.7127230199	-1.721273433	0.4825853517	-0.8916374457	0.7051889271	-0.4959708203	-0.6136654352	-1.127730739	-0.7187696515	-0.9933796536	-1.662419311	0.7465097037	0.8742914932	-0.9117360765	0.1997638814	-1.17353933	-0.6309422269	1.684847156	1.967518788	0.3034783117	-0.5404648365	-0.4804839507	0.852230057	-0.519943647	0.04356382432	1.532333232	0.6904385469	-0.3023773763	-0.7259647653	-0.05110749676	1.696521874	1.353194328	1.945271267	0.464071416	-0.453413846	1.626856229	-0.7388379396	0.8627074512	-0.4956533977	0.05690516934	-1.49536584	1.653187483	-0.6248577098	-0.1987988746	-0.9644137515	1.27002778	-0.965563464	0.1318400336	0.5726423578	-0.2891263311	1.708415368	0.2287743965	1.129864072	0.4587019894	-0.4465921983	-1.156793838	0.7142728111	-0.1290954889	0.1272872547	1.404204618	0.5102416414	0.4529728234	-1.105740999	-0.8874000261	-1.182829194	-1.369289031	0.4292115767	0.3784936169	1.187336223	-0.8921194248
-0.5992723665	-0.2671025503	-2.671633674	-0.2631694216	-0.5435774138	0.6183930697	1.324663423	-1.399060215	-2.526767774	-0.7938157672	0.6247668841	-0.03529205173	0.7554733382	-0.471878886	-0.7086611601	-0.5740546257	0.5283363341	0.3439139744	-1.165207185	0.3848114693	0.3873028735	1.308549357	-1.569232486	-0.2525670228	-0.2346164904	2.196682164	0.1608562852	-0.7866922496	1.28770682	-0.4847309289	-0.06508691337	0.1477748336	-0.6859732531	-0.551751041	1.081628157	0.9039773391	0.452060197	0.296367339	0.7299496378	-0.6521789888	-0.3312610366	0.6810559257	-0.577263751	-2.346344432	-0.06768065723	-0.2250297791	-0.3317095143	-0.5638733606	-0.2962835571	0.3619215005	-0.2126816397	-1.077776564	0.850222283	-0.03184727885	-0.1362338767	-0.1553939213	0.5364205964	-0.3096611834	0.03619790014	-0.01704778243	-0.4993742572	-0.5633273134	-0.313048489	-0.02376440236	2.857951611	0.325442954	0.6771299485	0.9607473105	0.8593135841	-0.232039199	-1.054237903	1.144792798	0.008916858866	-0.812495298	-0.5993915837	-0.2451430916	1.067194446	0.8368416408	1.145105902	0.5788094676	-0.6046194236	2.185767536	-0.3326487515	0.8260310943	-0.96196839	0.8887283456	1.714452887	0.9017782057	-0.5676982426	-0.1936698387	-1.682628928	-1.637854919	0.4965351191	1.88694466	-0.3094728095	0.7396012619	-1.69533028	1.080647278	0.6619534985	-0.08572789566	1.245788141	0.6170013772	0.3455008204	-0.6553318198	1.213806763	0.2789904005	0.1772941223	0.4692899436	0.4135483381	-0.6553006607	-0.7681263628	1.249060205	1.457490285	-0.9624145551	0.9258421188	-0.5302611746	-0.3256880679	-0.1007257393	-0.7214033517	-1.38864077	-0.02811142894	0.036403282	-0.6716301235	-0.8119817721	-0.4565647002	0.3150327594	0.4536151478	0.2668310136	-1.063740531	-0.4961246414	-0.8717153608	-0.03001841287	-0.0965644949	-0.07311200791	1.604530981	0.5889608421	0.2362100632	-1.016738911	0.5258461302	-0.6561342265	-0.7214819262	0.9829766589	1.081596683	-1.870656697	-0.4578601007
-0.5941769474	0.7841652187	-2.681189388	0.3021032224	-0.2144796853	1.772687475	0.3573747577	-0.8026758652	-2.470835638	-0.5199769311	0.9599220523	-0.2025678246	0.7980167144	0.5037543936	-0.9243058471	-0.8153588686	-0.45375653	0.1643515455	-0.9695313899	0.5182795141	0.3053553499	1.078269357	-2.056859081	-0.7523500814	0.6364633735	-0.3566257125	-0.05878664857	-1.242480045	1.122692268	-0.5378036457	0.2176517751	-0.1009776062	-0.6704265995	-0.4526675751	0.8395286683	0.9490690677	0.3812661025	1.567552638	-0.08418967579	-0.5801066793	-0.05927680617	-0.02846424091	-1.028904213	-2.600353364	-0.2149936836	0.7707928715	-0.3817651476	-0.2038831312	0.2965645431	0.6193722181	0.4138944704	-0.7835720414	0.5184021814	0.143498742	0.3931643613	-1.051369611	1.341596411	-1.543091654	-0.1694217362	-0.3368003411	-1.114707561	1.689583232	-0.1177014744	0.1544993083	2.284362083	0.5575360851	0.05346658915	0.287266412	1.136763206	-0.2526979633	-1.013390137	0.1227429248	-0.9936792476	-0.5388908716	-0.6988187571	-0.4209361649	-0.7870152553	0.9560121419	-0.2609876662	0.9569516508	-0.779494809	1.426519392	0.05036373595	0.5157371418	-1.59478892	-0.1636163418	1.36388442	0.6664759339	-0.7006447936	-0.4518599896	1.248228713	-2.498922817	0.9486240948	1.370087927	-0.8490199806	-0.05016578165	-1.554372641	1.076552346	0.768386497	-0.4637426762	1.428284815	0.5907301793	-0.4490352097	0.4612073271	1.229690641	-0.1493585078	2.064956992	-0.2278389483	0.7167001106	-0.2535672465	-0.9152087028	2.416665769	0.8414059245	-1.362042476	0.2233650975	0.8022236273	-0.1377966189	0.4826107622	-0.1246796248	-1.364700218	-0.2936115585	1.108713579	0.1292546756	0.4571606838	0.118623088	-0.2073041176	0.7499133202	0.9052783601	-0.8002791741	0.3892238381	1.144086438	-1.257854733	0.680642375	-0.1515754352	1.180203337	1.066402381	1.376157921	-0.6708470525	-0.8075792719	-0.9401933793	-0.611004762	0.4547146542	0.967875812	-1.902519726	0.8180370528
0.08193119188	2.180046595	-1.410456386	-0.2063838181	1.472598354	-0.263423215	-0.2495940892	-0.7675296753	-2.589253253	-1.041741575	0.8800562594	0.1121322907	0.7937506447	0.009291591813	0.6399458488	0.2884963801	0.9404266236	1.677496952	-0.6831491829	0.3823507437	-0.7963928781	-0.3445813826	-1.41874206	-0.5778988736	0.9225275962	-0.6315699111	-1.221091157	1.116559067	0.3900192867	-0.6708741212	0.5211940868	-0.3915043504	0.7024450464	0.554070403	0.8181430749	0.6967511599	0.08290920883	0.3283172286	0.7360945564	-0.8739543138	-0.07958586391	0.134526693	0.2151097874	-1.142348449	1.063158013	0.8305908385	-0.1951635672	0.0297830604	-0.8718962377	0.8375133308	-0.1818094713	0.1800327635	-0.3557941773	0.05966569783	1.029446938	-1.711050467	0.2082436722	-0.570367393	1.256527525	0.6192797997	-0.8034298998	2.212789317	0.460946634	0.8863068912	1.585713572	-0.8749174314	-0.04010460735	-0.6853545976	0.02301624149	0.2012078156	0.3665144875	-0.3507854402	0.3127386934	-1.038138603	-0.5894160897	-0.60087535	0.8448708435	0.4687047949	-0.3630002378	0.9433140606	-0.368066827	-1.331524632	0.9771428883	-0.03750236023	1.215066758	0.5406371816	0.1712740327	0.3442490924	0.5527499021	0.6147865975	0.8937905774	-0.1303357048	0.3543937165	0.2689159083	-0.8374377691	-0.3429223849	-0.8083187068	0.1682565929	1.574559485	0.1594767577	1.661961387	0.509037984	-0.01649352206	-0.3738386222	1.178287148	0.3454887994	-0.3220881503	0.9832072858	-0.52000113	1.500176749	-2.150145533	0.4875453015	-0.4006469568	-0.863223875	-0.3252935021	1.599650715	-0.8981131978	0.4448955153	1.517029024	0.7149530557	-1.051180097	-0.1613115112	-1.325613709	0.642164475	-0.01114135128	-0.3297134388	0.7279828522	0.3763006437	-1.079833328	-0.6653651786	1.069280094	-0.07770702105	0.6992739032	2.15091566	-1.156884705	0.9312812312	3.606787595	-0.4607351609	1.257676265	0.002250630362	0.3214169131	0.1512389735	-0.2319421451	-0.7962573897	1.094753841
-0.2594745663	-0.7246602384	-1.753878241	0.04743650861	2.156196802	-0.586518539	-0.7011262429	-0.5282656504	-1.823036154	0.2735769562	0.4111627505	0.5042706899	1.003291022	-0.2193872423	0.6119068758	1.440172234	-0.09872043134	0.9959124476	1.201492259	0.1901985613	0.5252619983	-1.267638651	-1.096671706	-1.446107524	-0.04610545584	-0.7891784166	-1.170734859	0.6323120351	-1.185159174	-0.06010093741	0.5589509106	1.370694838	0.2972431312	0.5814731097	0.3009687969	0.4526236595	0.5734574616	0.333607623	0.0003724967033	0.3152556225	-0.2406736886	-0.3198653988	0.01433725485	-1.009433136	0.1226053601	0.6618939162	-0.9650378594	-0.08461662513	0.2361740371	0.8952283348	0.9179960038	0.1596698298	-0.7069808277	-0.2391737931	0.6267147786	-1.035385336	0.4616730102	-1.260497716	0.8637973007	0.1307591651	-0.6980436841	-0.3857840205	0.6315698759	0.3759393672	1.315780284	-1.113143291	-0.0521713213	0.1911259509	0.9944959504	-0.1435450719	0.8353002102	-0.4100661601	-0.7498577826	-0.4766407419	0.3397279566	0.763844532	-0.2840271473	1.148832974	-1.020288794	0.1779521181	-0.8851643918	0.2341162849	0.4613234545	-0.472549657	-0.05884800471	-0.5209115535	1.932194149	1.287448594	-0.5773842127	0.6622159683	-0.4651464714	-0.8221334101	-0.1099584173	-0.6153145153	-0.1390866792	-1.218963951	-0.1280657819	0.8668628176	1.121494516	-0.625940982	1.641746626	0.6380040244	-1.295491589	0.0797456143	-0.0639903846	0.1351238875	0.03397492136	-1.194824461	0.0727554885	0.5811153407	-1.012720232	-0.3948587172	-0.1423988355	-1.321072434	-0.2725082604	-0.5854760597	-0.2270486578	1.681440633	1.990162523	1.73021466	0.5578404138	0.5230135075	-0.9257639159	0.3329038	0.2677963787	-1.258393576	0.07990467474	-0.2489846462	-0.8752062157	0.3536318294	-0.7129176502	0.01546261641	-0.2649032784	-0.02857974335	-1.641384232	1.191266908	1.930328722	1.782477219	1.170467288	-0.02255645934	0.03743252182	-1.376942085	-0.1274389387	-0.593075773	-0.1177167074
