melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067
-1.076768089	-0.6710704527	-1.02092822	-0.7466745739	0.6530462676	-0.2282345697	-0.01843312519	0.9736506734	0.4037667614	-1.823466455	-0.001651936061	1.033672734	-0.8772422345	2.750757815	3.186264906	1.194464907	-0.06486982555	1.671624894	-1.476793764	1.770608796	-3.221316293	1.00772581	1.101742607	3.133648348	2.635520278	1.86448371	-1.321304325	-1.340322073	2.198997121	0.5494015404	0.8808313413	-0.8578669405	-0.6644448392	0.7641940857	2.150762513	3.206045565	0.2228959075	2.455673078	-0.7330492102	1.296940689	-0.2785609071	0.01500751436	1.545910955	0.4310808717	0.2847028166	-2.322456847	-1.44811756	0.617822219	1.425037244	-0.5335841263	-2.550209766	-0.9982240323	0.8317990788	-0.4606104468	0.5854117367	2.203219382	0.8095020342	3.153272015	4.053110106	-1.356138927	-1.963491535	2.708016351	1.437542899	-0.5535971941	0.9474010946	2.274437372	-0.2703009592	-0.8280829284
0.007008700857	-0.4104081501	-0.7013296133	0.9012741912	0.4795650542	1.856766789	-0.3581590184	-0.01704226202	0.1426650236	0.7078850435	0.3755170984	-1.712421528	-0.8025620827	2.509443197	1.260062757	0.7651524552	-0.2148112277	0.5250770775	-1.492079442	0.4239892462	-1.922527552	0.578898638	0.9537589791	3.362448174	1.245096935	-0.3418957991	-1.541307044	-1.029823259	0.03797140825	0.4810912789	-0.8309062698	-0.133138485	-1.255834175	-0.4703063615	0.7535185985	2.215015388	0.325779021	1.926684031	0.01092475661	0.8816139973	0.4189247291	-0.2582760379	1.672273978	-0.3587293791	0.1127327774	0.8819029865	-1.758933401	-1.015664383	-0.6175582649	-0.178446048	-2.278138714	-0.5552475378	-0.5652767939	-1.109563544	-0.001954400795	0.610844867	0.2657723216	0.7779616578	2.057589581	-0.7360973205	-1.975626356	2.730710411	0.8873120493	-1.21311207	1.256989691	0.0536638878	0.4347446464	-0.6106505753
1.507853369	0.5176270076	-0.3653565589	1.950166202	-0.1964433942	-0.8123111308	-0.3716552515	-0.7878259381	0.6735528537	0.8571508657	0.5914326859	-1.180872152	-1.150333623	1.189906992	0.6113783086	-0.4958218132	-1.216622105	-0.6572871083	-1.490396375	0.8138211815	-2.349313011	-0.5692257042	-0.3832869775	1.191009724	-0.2741079178	0.3728516052	-1.393640708	0.5719873763	-0.2285244956	-1.059045434	-0.7796010749	0.03642631179	-0.07827766292	0.4461809561	-0.135208226	1.24122013	0.3000615038	0.5323039234	-1.722241456	0.07575839731	0.6253715005	-1.192891971	2.011100445	0.311435696	-0.5325870284	-0.2729491546	-1.934858929	0.6337143839	0.4090239969	0.3832678998	-1.789609587	0.7158853239	0.1830091855	-0.6010630233	0.02303860678	-0.2506102866	0.3848069971	-0.2984494204	-0.1314351045	-0.2324947007	-0.5547549659	1.183106214	-1.781984308	-0.3607397499	0.5384021028	-0.6951101719	0.1178608578	-0.5205315604
0.5926301687	2.069651553	0.5183087779	-0.7825658496	-0.8172753443	-0.7576517312	0.2081244944	-0.7503732135	0.8791704603	1.257318461	-0.3983384849	0.2784381196	-0.9166859585	0.471657703	0.3455778247	-1.081734797	-0.8284402601	-2.127719448	-1.085725805	0.1594526414	-1.152787373	0.5597048114	-1.886468768	0.4455974958	0.4107051478	0.2242879758	-1.12223014	0.1629644501	-0.3491200892	-0.9031073819	-0.2825462753	1.396632952	0.01332178015	-0.5073558825	-1.257454104	-0.2863316879	0.6224939796	-0.1427643147	-2.272934925	0.3414875575	1.204987813	-0.7765929388	2.456480479	-0.4914332233	0.4331180535	-1.004284622	-0.2338826615	0.06278024622	0.1158685403	0.4685992853	-1.667580112	-0.08966863289	0.2932009158	-1.157946956	-0.3751461222	-0.8528793184	0.9669168543	-0.2467251237	-1.765115007	1.052627275	-0.220715638	-1.006918443	-1.653118806	-0.3021696843	0.5347345047	-0.4498002315	-0.5002312336	0.847158345
-0.5338489562	-0.1178615445	2.841278455	-1.008165885	0.2929126516	-0.6212034839	2.04912343	-0.06743441676	1.811590344	0.290632936	-0.6485907208	0.4452036759	1.644058785	0.0445468287	0.3892010139	-0.3405939178	-0.9405533645	-2.185495112	-0.2138774749	0.06478551528	-2.434224676	-0.393433674	0.908853054	-0.8268780931	-0.1288734838	0.9327849872	-1.451629188	0.3586130767	-0.1053445405	-1.279502098	0.08462966466	-0.6231068974	0.5176114077	0.5916993454	-1.739635962	-1.056197878	1.014080049	0.09698687831	-1.664593233	0.2977433421	0.9930804367	-0.720571322	2.12657795	0.01584157562	-0.6078104211	1.110807379	-0.4463719219	0.1163703631	0.1587691437	-0.4353536782	-1.363738566	0.3970362947	0.4725797318	0.1249475268	-1.056309806	-0.1112802497	0.7199077034	-1.647236056	-2.211665698	1.573815882	0.2182138359	-0.8153521871	-1.973187675	-0.9882395519	-0.4105324744	0.8300255766	-0.9079483631	-1.196552182
-1.091147441	-0.7264274655	-0.9530982326	-0.8587869025	0.8422134718	-0.3504643425	0.09720567537	0.795961102	2.343593308	-1.241482736	0.3187464521	2.146449763	2.190150114	-0.1334975599	0.6068902478	0.4160759749	-0.721969879	-1.066684863	0.2456815478	0.4881996796	-1.597331195	0.37963301	-1.122489396	-1.253872532	-0.4554182272	1.581376045	-0.652837068	0.5504905469	1.634878231	-0.739748203	0.966713992	-0.5997875645	1.478785184	-1.247310215	-1.540052608	-0.7117411028	1.404907849	0.4644807979	-1.630607388	0.3359106033	-0.1680664402	-1.555797335	0.1171962068	1.024593461	0.9485528863	-0.750078676	-0.4221037244	0.750260983	-0.1233892442	-0.1231123803	-0.8379366483	1.141726081	1.725978414	0.8010114407	0.287360917	-0.8712155998	1.468192025	-0.0569634962	-1.627892939	1.875489604	0.3260406314	0.4126190447	-2.299794124	1.032402794	-0.3886673019	0.495203674	0.239326701	-1.305439578
-1.06252874	-0.9593504952	-0.6104948347	-0.7006226387	0.03594656333	0.2882382232	-0.6199406808	1.820603187	2.511525242	-1.817708061	-0.8226020315	1.108655863	-0.6153430405	0.6082501751	0.5391388871	0.8197835758	-0.7377505897	0.2648923999	1.36197785	0.2238988087	-1.145873306	1.481261797	1.10026661	-0.7567270852	-1.324142706	1.4508695	-0.9186689502	-0.9447579934	0.9207585879	-0.9688532976	0.4908567145	-1.528093054	1.586382568	-0.7633628826	-0.4314423266	1.122997137	0.8347011495	0.103657491	-0.2534369357	0.8339451467	-0.1995996783	-0.3694862734	0.699262681	1.558215371	0.6441982564	0.6346890683	2.149562055	-1.559601659	-0.7056708324	-0.6707360769	-1.28800132	1.85170401	1.198042029	-0.4725344264	1.42395941	0.02687512526	0.8451930347	0.386630299	-0.03888550088	1.979378236	0.294601909	-0.39568395	0.07279031389	0.7827423436	-0.4432678782	1.293349236	-0.5076702045	0.1286242285
-0.3571821259	-1.124623934	-0.859984419	0.1749676637	-0.7391995302	1.005651515	-0.7801330433	1.011573021	1.470803711	-0.4398057636	-0.2041295671	-2.016047148	-0.8198108399	0.2695969147	1.566722231	0.7243612595	-1.125951586	1.748640077	0.8873255783	1.15530113	-1.344913172	1.113955613	0.373695405	0.072764937	0.1663048141	0.8342912552	-0.5651585	0.1993924788	0.222388879	-0.4378648455	0.1432133962	-1.976872945	1.899393339	0.4663132341	0.1940667451	1.887452018	0.1033139944	0.2435135998	0.3158175612	0.5823244502	-0.9223662323	0.06478553211	0.889437732	1.844576748	-0.4692475342	-0.3375807873	2.163606521	-0.6931831506	0.4608234435	-0.3070997105	-0.8133620404	1.898843267	1.104608596	-0.5164791278	1.75763418	-0.5899603232	1.567252235	1.307484984	-0.1760207045	2.224501144	-0.4876997453	0.7291078294	-0.6255004541	-0.1654051824	0.7337182663	-0.8956476686	-0.3750500872	0.3420412863
1.110106192	0.2602949697	-0.4271328185	1.698709949	0.007070494472	-0.1938904499	-0.7786404558	-0.5740690698	-0.07281090756	1.276289869	-0.1647088726	-1.317982637	-0.4460491398	0.5676656106	1.800532322	-1.08934767	-0.6036203109	1.114819592	-1.312064425	-0.2659979668	-0.8232326255	1.823309432	-0.2639538469	1.352108361	0.4330691965	-0.9993857897	-0.254649581	-0.5424165049	-0.4303508886	-0.5729403132	0.3507375788	0.01593321534	0.6232723119	0.3470337929	-1.07736424	0.9012536668	0.4661006511	1.16354024	-0.8119730587	-0.5079227087	-0.6055112047	-0.2166190449	0.8071508635	1.084974703	0.6471291722	0.574649764	2.60936402	-0.8567960328	-0.1706500936	-0.3140782426	-0.3890139383	0.9479810403	0.1247661939	-1.872499211	1.545682623	-0.06961285192	1.496547246	1.51583529	0.6819780662	1.987830049	-0.5395436086	0.5446183665	0.4456073717	1.717510505	0.005892369364	0.09431381108	0.6613878434	1.219133397
1.990771306	2.110508892	1.337178893	-0.3012194741	0.6641120467	-0.7012880179	0.0325623998	-0.9890428455	-1.394198345	0.942642417	-0.1837746876	-1.024039443	-0.3279703287	0.7541455679	0.8719174131	-0.7882032983	-0.6517770451	0.2640572848	-3.105179628	-0.1573426241	-1.475210256	0.1119849417	-0.9633789965	0.7832776281	-0.2614146281	-1.397008367	-0.869150434	0.3332960164	-0.4447017092	-2.15999148	1.34949948	0.1866422539	-0.8352118069	0.8865932494	-2.18598891	-0.8581345058	0.3543377436	2.922979728	-1.554946657	-1.241283856	-0.3217792688	-1.078992291	0.6340357603	0.1138661168	0.01701184063	1.559205727	1.283185366	0.1293902943	-0.4651826928	-0.3816674709	0.7737099494	-0.08317903451	-1.90634699	-2.080068328	0.1633561791	0.07030789832	0.3584151591	-0.4729288674	0.2919753158	1.934261934	-0.2692380302	1.079062863	-1.110414835	0.3552884533	-0.3453588435	1.279537382	-0.208702276	0.2865302116
