melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132
-0.5296697484	-0.1521466177	0.7367629008	-0.8874177792	1.914654089	0.4371186862	0.1199857116	0.6951735345	-0.9672284235	1.561563374	0.3989892915	0.4631576702	0.2329268633	0.4703357965	2.437030585	0.7548023654	-2.099839983	-0.2552620363	-0.01153176909	0.1363237494	0.01649829697	0.1012785069	1.517674662	-1.829699021	-1.199628041	-0.7403643857	-0.2452902054	-0.8472290827	-0.2017530604	-0.08657585136	0.6821393759	0.8949001387	-0.8937659457	-0.131905775	1.522571271	0.3729946912	1.204810867	-0.2926468339	-3.42023624	1.079348665	0.8619236259	1.495368901	0.3441282351	1.944297053	1.406864589	0.02976610816	1.465440244	0.821922269	0.5427224498	-1.042397653	-0.1588431106	-2.230039921	-0.42116991	2.753224324	-2.777243635	-0.4957057764	0.9194973238	0.1996933374	-1.205714851	0.6614456428	1.494602905	0.3412144389	-0.6350295775	1.094043982	-1.274932773	1.247915032	0.9074211554	-0.6046150455	0.8186788548	0.6639729877	0.4150771242	-0.1900024893	-2.038695032	1.488564108	-0.2616503178	-0.7836125341	1.13906214	0.9934854315	-3.985555763	-3.475404299	-0.5650418562	-0.9605020223	2.206783835	-0.7638354675	0.3995117113	2.22791004	0.4903820458	1.153235411	-1.212007507	2.594095175	1.042030612	0.3512339645	1.7410268	2.613406902	-2.320970633	-1.105777534	1.378747037	-1.357272103	0.4627318056	-0.5554418541	0.7555121529	3.044405133	-0.5059136042	-0.7484928762	0.2416759221	-0.984367852	0.4235307816	0.052953536	-0.7880329944	0.07603597378	0.3612247985	-0.6567322091	1.06740036	0.7053274645	0.9796629522	-0.05383088899	-1.429451468	0.07255781073	0.4852597917	0.1811396249	0.07130218458	-0.3118528419	-0.6749419604	-0.03534985776	0.8173609335	2.073010349	-0.04431629086	0.1474967858	1.262954474	0.1671789341	2.142524334	0.6065894515	-0.770335877
-0.795659613	0.5117827726	-0.7831545819	0.7676118068	1.814764339	-1.142666737	0.2745937217	1.604016709	-0.2730573036	1.932710922	-0.05627067804	0.7226428867	-1.423964595	-0.8115598287	2.630420852	1.609510461	-2.055148969	0.134558116	0.339982067	0.08861270552	0.8450345927	0.6303799383	-1.12812717	-0.7732272049	-0.4806988659	0.4444352344	0.3087695035	-0.1463048906	1.144905511	0.569136153	0.9650191248	-0.5477623739	-0.7799950184	0.2042967605	2.374197407	0.3128055092	0.5278538606	1.272846223	-2.993126552	1.900274326	0.7695086829	-1.665101881	-0.2895066525	1.559072697	2.235851865	0.7822290943	1.150553635	0.4119799938	0.9451892693	1.159126397	0.08836736176	-1.548905331	0.6691043485	4.110103019	-1.013966484	-1.263789553	-1.472900381	0.8823122065	-1.486052507	-1.280171105	-1.170571454	-1.391347288	-0.6978018753	0.7863921683	-0.09542823788	-1.023225489	0.9468658486	0.4720921804	-2.0529186	-0.1555762056	0.59794093	-0.5859865056	-0.8711076118	0.4178112996	-0.1089816364	0.8392859261	1.448386714	0.5430089741	-1.698658881	-4.908693309	-0.8380006508	-1.18955264	-0.9842282191	-0.2538442013	-0.6027670135	2.678540296	0.03348334732	0.7831084796	-0.8836175257	3.137466793	-1.620138354	-1.077174249	0.6467509647	0.2746909378	0.5334948468	-0.6863106745	-0.8354323966	-1.058650058	0.3312368265	-0.2869944328	-0.1801881855	1.921999669	0.614650025	-1.171167953	-1.168564723	0.347197329	0.8485409615	-0.3270963801	-0.01577944027	-0.4903123422	-0.99884769	0.71002276	0.3013682947	0.4679048435	2.7734563	0.6889544493	-0.08263868715	-0.651960561	0.4620221411	0.5830083929	-0.9146760808	-0.2872559342	-0.7344639186	-0.1919245007	0.1658413731	2.034600325	2.303405539	-1.527960432	-0.6300537543	-1.499919126	0.3534750921	0.9310183148	-2.084654392
-1.822631818	0.3541383112	1.181003578	0.05215821056	0.8540507391	1.583077122	-0.2858977423	2.101891595	0.77215129	1.72511623	-1.574090052	0.05178244321	0.7934387278	2.808836736	1.142976703	0.07957669161	-2.058389041	0.5647999349	-0.455230731	0.7950791691	0.9172168271	-0.3245321819	-0.6365627917	-1.40889955	-0.5017961491	-0.6436661547	0.6126393434	0.4561947959	1.526615783	1.822089873	0.5362638051	-0.3280081256	-0.2667415781	-0.3829827828	2.529950552	-0.8098781603	0.342922494	0.2099011841	-2.676744379	1.62523733	-0.04718645945	-0.5649654948	-0.2110695058	1.460209361	0.9948149309	1.504414043	0.642849459	-0.6382739621	-0.2378128659	-0.01438775435	0.2169288448	-0.2701975524	2.58840109	2.567863087	-0.02296723164	0.1792217814	-1.502721117	-0.2024147517	-0.8086844505	-0.4624854501	0.00551232741	-0.5559637241	0.273285201	1.811030768	-0.1667431388	-0.4357490684	0.2228108178	-0.6825532698	-1.092892234	0.7424230995	-0.4872752394	0.07077946792	0.1935981556	0.530863599	-0.4975825409	1.38460479	1.102088819	-0.8272695972	0.4939185519	-3.026955767	0.2628109044	1.041733884	-0.1436588484	-0.9394468968	-0.7142845033	0.7956740547	0.3346029908	-0.2137799812	-1.859207928	1.230833667	-0.8269743605	-0.2474861479	0.3423300929	-0.6475708803	1.088530154	-0.7226065948	-0.8554170613	0.2179779899	-0.6022439772	-0.7640871671	0.3073293233	1.077348233	1.295281678	-0.1037860609	-0.3614480067	-0.162476263	0.5452073	-0.05560469193	-1.191595056	-1.317726364	-0.7205156916	0.06243709467	-2.656053646	-0.5525476417	1.202572476	-0.7168984538	0.797892737	1.76457871	0.06365036902	1.060971232	-0.5552230661	0.7109297461	1.322302344	-0.2074959937	-0.5002615832	-1.639672349	1.003596346	-1.544317219	-0.1332594276	-0.4120445713	-0.007015703774	0.5960740507	1.402768593
-1.09229335	-0.3754474183	0.4447645729	-0.862354981	-0.5852806604	0.4632237477	-1.727467926	1.475878892	0.3350975123	1.331199839	-1.889587382	-0.2399661866	0.4319451274	1.618803285	-0.3678702841	-1.277439955	-2.320465097	0.4682831815	0.2343982504	1.313623597	1.057449356	-1.481427684	1.908480759	-0.5756670466	0.2334190819	-0.9285869132	-0.5277954748	-0.1023075222	0.9049773224	1.882943323	1.111958705	1.246692114	-0.2379737849	0.1637868209	0.3209659555	-1.008918675	-0.4769548115	-1.791954857	-1.986379871	0.4522362818	-0.0666808381	2.642476539	0.3515883036	1.806153383	-0.3715043787	1.554608511	-0.575756496	-0.3374646635	-0.1949547271	-1.585229464	0.2779922534	0.6746266552	-0.5324187625	0.5418865211	0.1177819116	1.504855838	0.214134902	-0.7355525066	-1.443547166	-0.6983125144	1.306650381	0.3417337266	-0.3606402917	1.13659489	-0.8409201431	0.4492933959	0.7297269038	0.004873521827	0.3910836589	-0.4437750922	-0.510251519	-0.2631010369	1.088510056	0.4599671072	0.03004361125	-0.6750266254	-0.3344728478	0.243487731	0.9836873207	-2.690314468	0.07938909352	0.8525344815	0.6146881944	-1.012145601	0.1287478143	-0.04513385701	0.8501019836	0.1373556585	-0.8575830945	0.369021507	-0.06351675361	0.2938075706	0.6328453841	-2.42474551	1.183815136	-0.4579876535	1.11974733	0.0431815099	-0.170714882	-1.434103321	0.9982150879	0.8117093719	3.241408795	1.596959234	0.1995136484	-0.3401616077	-0.2201258596	2.080481344	0.8663359316	-0.7200283248	0.07939461101	-1.939459481	-1.907631698	-0.5260318266	-0.2129368909	-0.8798782303	0.03720107929	0.9196037015	-0.3819276125	1.165622404	-0.1831702961	1.396516726	0.1459143196	1.281870234	-1.047918278	-0.7794151823	0.371938857	-1.487479903	0.5305050272	1.6938264	0.2053805469	-0.1161557198	3.066273179
-0.4718555303	-0.9262885449	-0.8254374921	-0.7097188473	-0.5173258496	-0.9027298674	-3.248793072	0.24415795	-1.172369606	1.572212506	-1.861919134	-1.356456535	-0.8824836323	-0.7855537601	-1.002042582	-1.059008665	-2.936909493	0.3501685262	1.017643202	-0.089483164	1.419705033	-0.850650591	-0.225010674	1.608529074	-0.7710578112	-0.1797624112	-2.041758153	-0.8746768347	-0.02500229829	1.243749546	2.266496352	-0.449158797	-0.9098097581	-0.2849336951	-0.1831693284	-1.261534501	-0.9884775333	-1.210474767	-1.88609578	-1.37656787	0.5288976285	0.01340433923	0.8283462269	1.504248455	-1.946768645	0.06907754186	-1.499609532	-0.6988852726	0.1493138426	-0.6146960577	0.2009141261	0.7196249829	-0.7663968084	-0.13468141	0.06436641392	2.543352118	1.839271873	0.8846480445	-2.583083078	0.1644833467	0.4588628057	0.4860987736	-0.2122597321	0.4385883456	-1.246620916	-0.488546196	1.114790557	1.029075968	0.1313400908	-0.8008737427	0.4085967086	-0.6456175724	1.416773337	-1.34557006	0.7428827285	1.099512725	1.198529005	2.323108966	-1.091212005	-1.44376139	-0.8846470482	0.3244760895	-1.095110508	-1.527555541	0.4304270835	-1.517255366	-1.778408953	1.020587281	0.2442236721	0.9932385756	-0.2710806874	-1.030136953	1.473993954	0.5781287812	-0.9932200816	-0.4688917769	-0.4509515854	0.2489139912	2.232459508	-1.592994511	1.295796555	0.4936401844	2.311460784	2.119590785	-0.3903708714	0.8235058755	-1.289331301	0.1959556243	-0.3216851659	0.1239206546	0.9287321726	-1.55062189	-0.5728846312	-0.342696908	0.1561998854	1.530705967	-1.622732268	-0.3812987403	-0.6154640642	0.2103097369	-1.620422568	-0.9976562146	0.6725276915	1.449552236	-1.864621714	0.7914255215	1.364347175	-0.6551991019	-0.3909540657	1.189332568	1.313442672	-0.9150696546	0.4852111399
-0.527468646	-0.9766360856	-1.097371984	1.438963275	0.1910462445	-0.9791247922	-2.892124036	-1.300263872	-1.66670536	0.9726881497	-2.962167719	-1.755684662	-0.8247771122	-1.298116996	-0.8140090597	1.123772898	-2.437355246	0.4420602334	-0.08843485413	-1.328058839	0.7429356696	0.2771217111	-0.8289429255	-0.6591111283	-2.578635921	-0.5544848563	-1.873212153	-1.565115811	-0.308945548	-0.4536518426	-0.2943583446	-1.198216292	-1.439832811	-1.294897332	0.05771607991	-1.595589671	0.2209353363	-0.891810966	-1.259192314	-2.50850751	0.8619791657	-0.3505176431	0.5662594683	-0.335934472	-1.859948924	-0.5547018002	-1.258829969	-1.131699978	-0.278645008	-0.1459204465	-0.3182881484	0.8311199802	-0.3152395517	-0.5301899588	0.2497002768	1.047810575	0.7038331725	-0.5712401382	-2.132203616	0.02616673157	-0.5561352431	-0.5243971176	-0.2861098614	-1.120391708	-1.938817061	0.4881118274	-0.4048330817	0.8176352101	1.053739786	-0.6572881283	0.1811339594	-0.5293114472	0.4101799975	-0.2993470594	-0.1036768791	1.620018027	0.9024910652	-0.1202415157	-3.46327386	1.507813383	-1.191585464	0.3659673337	-2.559590852	-0.7344249107	-1.188585183	-2.541134299	-0.3914813118	-0.154362485	0.1849462247	0.65102283	-1.028949067	0.3829480992	-0.3063510592	-0.7125886859	-0.4529804009	0.8521422553	-0.2330813002	-0.7958806184	1.351730856	-1.470330349	1.505073478	-1.807913947	-1.643300434	2.4350808	-1.330138421	-0.01980083088	-1.500430569	-2.611456009	-1.326789424	-1.108584601	-1.665992359	1.071164209	-0.2677242647	0.04292689784	-0.1374012797	-0.2277521175	0.07140392203	-0.6075313384	-0.7309226625	1.074804412	-1.341233389	-1.511826708	1.153016998	-1.578111398	0.6258610515	0.02692939613	0.4368215516	-0.5312204243	0.1517681464	-0.398095072	-1.067536411	-1.787669319	2.673089751
-1.024877261	0.9767664226	1.118045432	0.09160396612	0.7699338434	1.270170936	-2.271008513	-0.8445772573	-0.7543224729	0.810745188	-2.643865206	-1.075746515	2.49758464	-0.6632339381	-0.4271818534	-1.001431045	-1.835009666	-0.7915910742	0.07866091437	-0.6641226931	0.7500099344	-0.7153378377	-1.274672674	-1.660977854	-2.519633992	-0.7746439617	-1.382872231	-1.558769079	-0.2711346103	-0.7903263111	-2.124240159	-1.1583521	-0.3690501651	-1.298026675	-0.9533104012	-1.550199463	0.2790388288	-1.601496762	-1.713941391	-0.2666182098	-0.7940164432	-0.7168379572	0.6755220617	-1.379540049	-1.800055873	0.3351870749	-1.754250939	-1.48665409	-1.24446037	-1.392071977	-1.619150868	0.5850826667	0.97524125	-0.3608673256	-0.6653764871	-1.528394423	-0.8117876767	-1.114150693	-1.220160843	0.5353696148	-0.6638541448	0.1700752004	-0.1143785138	0.6262392263	-1.156679753	0.2059642001	-1.246541756	-1.410015164	0.3998723913	0.1054732114	-0.1695165866	-0.7055826595	-0.04559238011	1.181765345	-0.7790524874	1.668258528	-0.4557672889	-2.092380584	-3.388974332	1.373932875	-0.7858832329	-0.2744867225	-0.4762432445	0.4696674399	-1.973605497	-1.777473239	0.2784206495	-0.7609132411	-0.02886019904	1.407426984	-0.1610620172	0.8070747958	-0.8057646076	-0.8641005348	-0.2482190182	-0.2217437104	0.3666811125	-0.2322441298	0.09465438647	-1.574428474	0.5132443081	-1.479792536	-3.543799894	1.741435441	0.2221874033	0.006373588246	-0.4900013854	-0.8854549488	0.2412166393	-2.035734881	-0.988802065	-0.1714375427	-1.454417549	-0.831607867	-1.28647426	-0.4065186931	0.1211568936	1.131162909	-0.2132883058	-1.101035273	-0.4870341703	0.6852405541	1.851485791	-1.208430816	0.6115420222	-1.093303782	-0.1237157217	1.714056792	-0.309611933	1.408079064	-0.9048730635	-0.5726916153	2.638013196
-1.034388231	0.6361482581	-0.3870049071	-0.8287859473	1.591064632	0.3634531365	-2.328421501	-0.6243219666	-0.2989880342	2.229691563	-2.49555697	-0.61960356	0.5584834356	0.5785326836	-0.3812369258	-0.02992314171	-2.054749706	-1.539542684	-0.02636124889	-0.02313573012	1.840172263	-2.516733848	0.176660372	-0.4599942977	-1.102272829	-2.092294681	-1.282754702	-0.6037704916	-0.2928787628	-1.090975903	-0.1464535362	-0.2793583392	-0.2780561079	-0.6507416243	-1.472003591	-2.091065589	-1.640374415	-2.070391867	-3.02249118	0.4812350999	-2.481037503	0.642495636	-0.2309052828	-0.8060321233	-1.590468911	1.303259455	-1.232749882	-1.753995037	0.9248677146	-1.817244462	-3.100225156	0.1276391438	0.3469155484	-0.3787133861	-0.40149082	-0.407862312	-1.607196176	0.3655215016	-1.386744065	-0.9676762433	0.2039133845	1.823736798	-1.10592281	-0.2260489025	-0.2762502827	0.8401134254	-1.30496279	-0.4078653358	4.128521137	-0.8753096656	0.3360009764	-1.271294462	-0.6383060231	0.04156694292	-1.283058516	0.742630759	-1.619738721	-0.1288075865	-3.071212276	1.514754636	-1.097457999	-1.363000687	0.1938128466	-0.4063980489	-1.532835525	-0.6946880954	1.414982525	-1.387932567	2.029387455	2.157676416	0.6341077854	-1.095275088	-0.1429657743	1.224739444	-0.4698660304	-1.943031526	2.718122147	0.2277020213	0.3857505563	-1.476144701	0.8075032987	0.6463320722	-1.800130998	0.3757974904	0.2292870065	0.1339104537	0.996091282	2.341518574	-0.7947634857	-0.836744237	-1.064433089	-0.6697744354	-2.401470319	-1.518011811	-1.793049096	0.8017445962	1.163337058	0.6299172327	2.012765868	-1.250942674	-1.419681983	-0.2141958657	-0.5641336411	-0.4963972796	0.7708695176	-1.016987007	0.1055639322	3.157016221	0.09867719322	1.139549106	-1.00902947	0.7322663077	0.6520658058
-0.8152104414	-0.7895507138	-1.039005312	1.370405887	0.7012769803	-1.128467831	-2.702540457	-1.622159092	-1.270805112	1.282055128	-2.822719654	-0.5784749196	-0.5072572053	-0.5558204642	-0.5665048906	1.904460375	-1.948571243	-1.083392829	-0.4482105319	-0.1984399018	1.515360624	0.2850112002	-0.347876217	0.8479213319	0.00168773249	-0.4525512849	-1.674110394	-0.1958255957	0.8015019141	-1.112179584	-0.9674621276	-0.8039195842	-0.1813062378	-0.1546456251	-1.646246594	-1.900892175	-0.8241005165	-2.067935334	-1.422458589	-1.900382326	-2.442282241	-0.7871537063	-1.0218279	0.1501226695	-1.598522548	0.6575487978	-1.0207521	-0.7556445953	0.6463107775	-1.116472538	-1.640993283	0.1911998815	-0.0001611756449	0.210422587	1.344088494	0.738418582	-0.4395163491	-1.566553884	-1.861905724	-0.4293489257	0.8243824585	2.049014647	-1.586414074	-1.377691035	-0.6494418937	0.1619333028	-1.250287352	1.160778583	1.225646052	-0.4690123161	-0.1156259881	-1.385129014	-1.186913869	-0.1996033117	0.02657738364	1.050631248	-0.5956027331	0.2050917794	-1.285122747	1.503669951	-0.08840601741	-0.1623238864	-0.5069711535	-0.04088139498	-0.445671885	-2.210680331	1.2433271	-0.8816378807	-0.5540950233	2.031511835	0.2661670405	-1.841112622	1.051667121	0.8835169243	0.8690122879	-1.010731135	0.5177435193	-0.9235412649	1.280143439	-1.22981993	0.3378011146	0.4306908277	1.815374057	0.1862530884	-1.106776947	0.1573650616	0.8314281697	-1.627263495	-0.6141272396	-0.7205180204	-0.2039219224	1.264328258	-1.964633642	-1.733294575	-1.073924509	0.1489599913	1.021402528	0.3253999398	0.7504248963	-1.694790483	-2.347009188	-0.3291018458	-2.204751309	-0.4134340112	0.18864115	-1.712901442	-0.0189867551	0.3921693199	0.8577508494	0.5065513095	-0.02061369106	-0.07964347961	-0.7554394668
-0.6345777327	1.399295273	2.316049103	1.07894532	0.102280134	-1.226752673	-2.695261652	-1.434310486	-1.63710645	0.1377576759	-2.441992774	-1.01890152	1.221703126	-0.5804419207	-0.6412678643	-0.332708227	-1.255764857	-0.1990405912	-0.2763133297	-0.8130862053	0.7714784382	-0.2059340066	-0.8696766433	-1.20451086	0.3585759974	-0.359460635	-1.859151169	0.08876387036	1.398324663	-0.4196414821	-1.769626207	-1.022434111	0.1873023766	-1.533372523	-1.32734589	-1.748691409	0.3140798838	-1.108536918	-0.8767425733	-2.127906863	-1.066810783	-1.243834516	-1.2605214	0.223006968	-2.212147347	0.2260436442	-1.579456162	0.5268896907	-0.8734776298	-0.4970899445	-1.325030856	-0.3626810502	-0.1152462765	-0.1585384683	1.402569909	-0.3043151129	0.394949781	-0.5795065241	-1.835732144	0.4370303576	0.002417125052	0.9417754248	-1.919847237	1.091671771	-1.366043108	0.8277736534	-0.1480202285	0.006960779156	0.2757432654	-0.1157656833	-0.3853113609	-1.168834598	-1.077293757	0.7484038986	-0.2222250514	0.6818773158	-0.6370127409	-1.967648612	-0.5455301753	1.290411098	-0.2336045014	-1.365713741	1.120188286	0.1119033902	-0.99064788	-3.254744246	0.1830824855	0.8262977909	-1.28003251	2.170737553	0.4999459716	-1.689916177	1.06646759	1.401223989	1.248934375	0.2106817854	2.559678809	-1.155052264	-0.09011094485	-1.02357499	-0.2192175942	-0.3282657404	3.647134281	0.4566825527	-0.977257687	0.1422681249	0.1712216467	-2.879107618	0.1243050859	-1.249676285	0.9120719422	1.086143108	-1.283694769	-0.7314033621	-0.5339918741	-0.110390372	-1.159953031	0.7729414015	0.1833236328	-2.639145188	0.8074833852	0.740476395	-0.9723512654	0.390470279	-0.2504502886	-1.188416039	-0.02168416706	0.3943106485	-0.207377125	0.3365423685	0.9685305228	0.5590449997	-0.5422124133
