melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092
-0.5764451515	-0.3900886535	-1.526354629	0.03163964988	0.3269046797	-0.971313253	-2.966693154	-2.778999511	1.095613519	-0.2918147488	-0.3711971477	-3.137495459	0.2468949761	0.419679374	0.8653118141	0.04328500806	0.2122810072	-1.931876	-1.685147873	-2.45446857	-0.1528087297	3.725469972	-1.901145166	1.634302403	-0.2058590133	0.5731880917	-0.3185829198	1.627126698	-1.829220653	-0.1257206828	-0.974751126	-1.146714889	0.4030151455	-0.2360468289	1.288787968	-0.01343411573	0.8866526726	3.156883287	1.534908401	-0.3534960618	-0.4910841612	-0.9079754426	-0.1559248623	-2.782380381	-0.03839535963	-1.294295619	-2.489880676	-0.1517568115	-2.178378806	1.01164713	2.564234668	0.7082520997	-1.144244002	-0.8186319275	-1.014452454	-1.136840298	-0.4629474493	-1.005401511	2.726018715	1.109055936	1.28217926	-1.139763153	1.592832097	-1.248961588	0.03279151128	5.107596202	-2.549851458	-0.6395588504	-1.008971911	-1.617051173	-3.232081621	-0.6193543223	0.5652314251	0.8620843794	-1.019003541	-0.9187648811	-0.6017276239	-0.7984839834	-2.815201492	0.5911780756	1.631196405	-1.864986777	-2.333027155	-0.5305326174	-0.8233341823	-2.830327509	-1.485397132	1.078883768	0.5695799056	2.08077316	0.2520968009	0.1929689906	-0.6207197807
1.34286756	0.351648133	0.3052989557	-0.6562548835	-1.172093735	1.546910476	-2.282367499	-1.807110008	-0.7985036588	0.3845836988	-1.14785938	-2.992247992	0.1892321506	0.2635423398	-1.175209542	0.1206533744	0.2364360308	-1.590013325	-1.551796781	-2.365123661	-0.3294327532	3.781488952	-1.869400818	-0.2662926157	-0.9149620322	-0.4102436066	0.9431605356	0.3800905971	-0.7979902648	-0.4527056683	-1.02233909	-1.383921085	-0.0720141734	0.5052295518	-0.05166496452	0.3611944286	1.265037874	3.200845172	0.2316516174	-0.05368865914	0.3363929477	-0.5287648341	-0.1843106733	-2.678807691	-0.1463481838	-0.2583736504	-2.584074997	0.2170590992	-1.833860815	0.007609318604	1.838262374	0.5465385092	0.3697951511	-0.2608682303	-0.0751445149	-1.485247605	0.1583467295	-2.027621808	1.053376971	0.4164227429	2.392123664	-2.734266909	-0.6226523617	-0.4104748286	0.3416774807	3.587440929	-2.224680126	2.069801205	1.475237251	-1.735816286	-1.719599652	0.837505339	0.2106465729	0.9279118222	-1.235275149	-1.250517969	-0.3494251081	-1.842024262	-2.162435012	-0.06081076834	1.557130613	-1.486498267	-0.7533330319	-0.7501948153	-0.02396996723	-1.777295173	0.2649722566	1.090302885	0.4391509655	0.8587605078	0.2407291809	1.12946112	1.00913211
-1.258979144	-0.7174846	1.248156236	-0.6332747091	-0.8429412205	2.348075555	-0.8939586979	-0.4528721894	0.5286855647	-0.06498220619	1.232155891	-2.00877932	-1.191223297	0.04888163456	-0.3212889517	-0.1336674506	-0.01429580524	-0.3530760105	-0.9182184775	-1.704459948	-0.4884763474	1.788762433	-0.6964046416	-0.921954054	-1.236278659	-0.5955226843	-1.849575084	0.4136270996	-0.2347872126	0.01834424201	-0.6005517572	-1.369226712	0.3137791619	-0.03923074602	-1.188020295	-1.307790033	0.4506388106	1.337033927	-0.03836095341	0.5706815729	3.891482945	-0.1052670179	0.4920321024	-1.496965555	0.8201427181	-0.9284039717	-0.9414957516	-0.004773299577	-1.654797433	0.570196744	0.9394603776	-0.6318509854	-1.217570371	-0.1814005572	0.8642142066	-0.6719496834	-1.395147366	-1.578230197	-1.282235707	0.709597865	-0.4294057081	-1.757350354	-2.373577215	-0.8625495839	1.016746285	-0.3406221615	-0.5936468205	-1.121447098	2.498052808	-0.832396302	-1.126172601	0.3194515947	-0.1906005867	-0.1267584579	-0.7064212458	-0.7307192844	-0.05358763776	2.932884041	-2.043875224	-0.7889450678	0.5129457793	-0.8467393459	2.089171114	-0.4221440913	0.6180714514	-1.418378802	0.05852664877	-0.4848369349	0.9607700985	0.6853314209	1.373886814	0.5274594996	1.403869299
0.5366221622	1.725255221	0.3089793792	0.6618667889	-0.6529034777	-0.5869140798	-1.282067561	0.189102263	-0.7405689113	0.7857988139	-1.135979042	-0.8692835893	-1.207185796	-0.09374279736	-0.8777647773	-0.1356683687	-0.3571615092	-0.3246635519	-1.342064618	-1.204573231	-0.9508360814	0.152588522	-0.8705664033	0.1740048668	-1.3411526	0.6636224596	-1.054647049	-0.8567483322	0.1839845477	-0.9614687102	1.271494685	-0.7979626657	0.7964602882	0.3030348485	-0.2158945534	-1.355946201	-0.3720746802	-0.8119450862	0.9097550382	0.2223865264	0.2056565333	-1.680444552	0.003566039871	0.1621426604	1.570316123	-0.0111426582	0.4843334536	0.2212381646	-2.374804834	1.862662684	0.919987775	-0.4184781159	0.467042625	0.7564406559	0.3117706808	0.3804525426	-0.7608390371	-0.4026135083	-1.557362479	0.2871322506	0.5275225412	-1.714421436	-3.221959572	-0.2458435016	1.990618904	-1.975122859	-0.5588672471	-0.9072179127	0.2375908981	-1.89580153	0.6447516855	0.1991387127	-0.9105464382	0.09224585675	-0.3944619281	-0.3350971904	0.1726012333	-0.3428912891	-2.109667094	-0.9895363253	-0.3621717944	-2.509563323	0.7722864965	-0.8283120828	0.1741371923	-2.446034214	0.7377561028	-1.274837311	-0.612899462	0.2221414547	1.667580544	0.5340550444	0.03045461402
-0.9648382493	-0.7455280762	0.319075787	-0.9728798719	-0.5356549337	0.6027413758	-1.510113577	-0.4146126649	0.2352653607	0.4344682617	1.021820242	-1.283691238	-1.543554167	0.1541917045	0.1632057142	-0.7747360395	-0.3500793183	-1.070285066	-1.287590819	-0.8505344828	-0.187409281	0.5163944143	-0.7919779304	0.3593954256	-1.7634835	0.128993071	0.4183753292	0.09150790996	0.8457798008	-1.600107701	0.01538072338	0.794541428	-1.491357283	1.499244544	1.455441222	-0.2091574542	-0.3047433031	-0.8526238839	-0.9481164286	2.042175588	-0.1543143736	1.295951225	0.4596278027	0.03554610185	0.3667023539	-1.520223772	0.5754918434	-0.6980031637	-2.237709203	-0.068298202	0.4732894092	-1.892644857	1.739025718	1.055119034	0.5806845114	0.5879753978	-1.524198342	-0.3688905988	-1.259119587	0.3506360981	0.8956520474	-0.9218101031	-3.242388608	-1.197615339	1.867086899	-3.10108615	-1.188212208	0.6406747497	-0.806019619	-1.614406945	-0.5526354988	1.827500649	-1.290954035	2.390073087	-0.4246677594	-0.04415872519	0.1678438931	0.2233237398	-2.054642634	-1.140164429	-1.072171796	-1.43069687	-0.7051023068	-1.111318903	0.6370639696	-1.07761906	-0.5195113877	-1.254270047	0.5291198543	0.7582847303	0.7699945665	-0.8019154307	1.324528574
-0.2668479611	0.7271562054	-1.129504661	0.6870437972	1.192293239	-0.8254312781	-0.9177797742	-1.061258348	-1.190524178	-0.8332688505	-0.4682659092	-0.6031576936	-1.124925057	-0.6658229323	1.619327953	-0.4771580519	0.2121176959	-1.215205802	-1.389558242	-0.2642710629	-0.1824512444	0.0683486719	-0.4947467013	-0.5186779065	-0.7348492079	0.5276433731	0.6141277442	-1.078011758	1.151173996	-0.6561462889	0.4475387482	-0.1362267777	-0.470940943	1.188044734	1.107122429	0.08195927316	-0.8390368787	-0.766067491	-0.645583654	-0.6754321517	-0.2351414672	1.118084314	-0.01083645986	0.5754631789	-1.195617218	0.3255286733	0.7268676287	-2.462456433	-1.393898564	0.6300107426	0.282343524	0.9163547786	0.05908857982	-0.09533274648	-0.3790737573	1.393847015	0.9810978822	-0.5802423717	-2.190880066	-0.1521595776	-0.436172231	0.05444910944	-2.512479973	-1.061325807	1.629775327	-2.568626784	-2.530068825	2.731746085	-1.136180826	-0.2566101189	-0.5947090863	-1.283615293	0.6920288106	1.502777337	-0.02062197007	-1.156677037	0.1963682665	-0.4520823403	-1.661746993	0.1001478167	0.3369221396	-2.47248274	-0.2606743619	-1.815084903	-0.2554050115	-0.4847441335	0.5410575361	-0.01355358211	0.4427728003	2.048962198	0.8033271273	-0.8028022368	0.2125707541
1.31554609	-0.8158023022	1.523215048	-1.145809943	-1.120920662	0.2348424919	0.3581626232	-1.408301996	-0.06475951859	0.01711912501	-0.2433637901	-0.4089663561	-0.6737529951	-1.202481985	-0.5159178644	-0.2524643946	0.5244061062	-0.7035720062	-1.073189203	0.1980693796	-0.6548393251	-0.762663907	-0.5579752219	-0.06014767549	-0.1489861104	1.181853565	0.666692523	-0.7325334314	1.916912253	0.404257939	1.91641633	-0.009732450985	-1.202906329	0.8014138937	-0.07175138473	-0.1804523643	-1.007559862	-1.433393712	0.2998173973	-0.7979891048	0.8508763231	0.00699443441	-0.3228041291	0.7331168151	-0.7295497497	1.102631079	1.064299046	-1.282159797	-0.6773554422	-0.7503729681	-0.2704672628	0.8423777703	-0.4762446138	-0.02461931367	-1.535707706	1.011300907	0.3848069694	0.5652020767	-0.9523163744	-0.03098446988	-0.5527061087	-0.1525383772	-1.343950452	-1.052090669	0.6444625667	-1.988916089	-0.7707687191	0.1901972389	-0.4789307117	1.685365699	-0.5217274132	-1.832657048	1.346110557	1.062868281	0.2525468546	-0.3388353699	0.4158873821	0.5412824861	-1.903987967	0.2788572342	0.3665723455	-0.482174342	-0.6386424836	-1.951687099	0.2799318568	-0.5799342839	0.7587587374	1.623514657	-0.01995582088	0.8536519904	0.8869409688	-1.29419949	-0.6561538859
-0.648388567	-0.4668368327	-1.019806731	0.09458790714	0.3512342088	-1.488532692	0.9921462764	-0.5997216126	1.295586139	-0.1888553242	-0.142180421	-0.05405067557	-0.5474840902	-0.6016147751	0.6796190736	-0.01096591368	1.133974285	-0.4816997482	-1.151501496	0.05947787592	-1.594096949	-1.124416956	-0.2634530932	0.4873062767	1.213350039	0.8505017004	-0.9632207666	-0.1686124943	1.819887553	0.08772202507	-0.8916932135	0.7350411737	-0.01338514451	1.52026661	0.5802442363	-0.05535961727	-0.6612683376	-1.06768987	-0.6510714295	-0.6891927855	0.1586722088	0.3692046549	-0.6340641021	0.591367593	-0.8409791921	0.6365623914	1.086900305	-0.1262070938	-0.307424298	0.6414187493	0.2212616541	1.545817193	-0.6430284114	0.5894002999	-1.572173306	0.8544682918	-0.06872610753	1.469848733	1.922522879	0.5266890143	0.6713305064	-1.49005886	-1.156056986	-0.05415085608	0.1640612467	-1.024919961	-1.549156128	-0.8068884089	-0.4634432392	2.565264614	-0.1324681931	-0.9304811407	-0.839130797	1.202555614	-0.04361506086	-0.4438433133	0.8621053003	0.3580281358	-1.772923385	0.1496062512	-0.7307915035	1.230329897	-1.837054686	-0.5591884675	-0.07875550918	-0.7139903393	0.9707568954	0.9584348587	-0.2993151635	0.7049376592	0.6910807853	-1.032005333	-0.5947075443
1.482940465	0.649878809	-0.4142642631	0.2093712781	-1.24849778	0.4644526099	1.165041995	0.07168249407	-1.055994185	-1.598737342	-0.4861673977	0.9379679946	-0.4693178534	-0.7668967166	-1.881882211	-0.01345730175	0.9492404619	-0.2841250489	-0.9263032936	0.2968956035	-1.84250904	-0.9212022148	0.6296070942	1.806230055	1.366092429	-0.7362981505	1.049641686	0.2893318309	0.3088990869	0.4869828352	-0.1109317248	0.1488974338	0.5448101975	1.302023871	2.592864487	4.823711126	-0.7126136689	-1.239857725	-0.367374257	1.11704963	-0.5277357853	-1.038516095	-0.7375553485	1.749992378	-1.731564696	-0.227647278	1.758969096	0.09126425868	1.612704465	-1.254453233	0.4548900925	-0.7561588204	2.58569412	-0.5580172851	-0.4934540875	1.236482599	-1.357141881	0.9295118467	0.865877323	-0.4822298165	2.460514788	-3.607555587	-1.567578071	-0.4381681662	0.479793745	-1.538501724	-0.3645314916	-0.03098747221	-1.461089168	3.275101093	-1.017971395	-0.3062396789	-0.2772311435	1.225991652	-0.9977772097	-2.635668997	-0.26307306	-1.705450776	-1.660933741	0.1696469413	-1.038157467	0.4448041045	-1.742293295	-0.5319383073	-0.4293474633	-1.205549516	-0.1630280973	-1.499195021	-0.4025396556	-2.354605457	1.419449462	-0.903705054	0.9178718998
0.9938705709	-0.5577481427	1.749753115	-0.3265308301	0.06213189016	1.325647194	1.124511144	-0.3079576515	1.096725244	-4.943934856	1.398392145	1.416726201	-1.202640551	-0.6179404778	0.8809490113	-0.3565415037	-0.04900809513	-0.5950758527	-1.13798004	0.9302753845	-0.8977545813	-1.74805464	0.01009737352	2.225736326	-0.4935827477	-0.5093519766	-0.1946143991	2.244133522	0.1518853441	0.5421433292	2.798032822	-1.409855746	-1.791953963	-2.598372875	2.007439034	0.2830512669	-1.070257031	-0.637894833	-2.153497439	1.370288776	-1.278158125	-1.062496557	-2.327470145	0.819005948	-3.829648067	0.5020849557	2.118941321	-0.3241490665	2.642006313	-0.9081912554	0.6439149061	0.851774161	-0.8088271713	-3.210131953	-1.34651889	1.538844987	-0.6302982411	0.7230694422	0.4231618832	0.236639584	0.9986091523	-1.491446184	-0.6187035374	-0.783473564	2.565661315	-0.9940133225	1.303133911	-0.4741898559	-0.8443582714	3.940014079	-1.437243692	2.224625482	-0.5970605222	-0.2467960645	-0.2036764244	1.936492364	-0.171102397	2.621458095	-1.550763132	-0.4015320518	0.4111151401	2.175187265	1.279332241	-0.731640435	-0.4052671535	-0.7612042889	-1.876886809	-2.176165589	-2.723279594	-2.223558547	1.61107414	-0.08993521887	4.465934581
