melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093
-0.6397825022	-0.3270782602	-0.01340255028	2.301276929	-1.06253573	0.2655097665	0.4382685356	0.8783826582	-0.3867555667	-2.715726623	0.01734970783	0.4512331986	-2.763404772	-1.266273126	0.1913895473	-0.004840493491	1.27953161	0.4273987375	0.7179588626	-0.5893863537	-0.4043417576	0.4679007549	0.06913374374	-1.278190607	-0.5744008977	0.3253085976	1.108488306	-1.394332208	1.523188283	1.375838342	2.455811912	1.275412561	-0.6326142206	-0.3152494582	0.4605026162	-2.486362664	-0.6749317795	-0.4737462813	-1.438498306	-0.5989208643	0.2543924665	-1.311542618	-0.8633238633	-0.8370803685	-1.113919305	-0.8961006323	1.351807098	0.7903110817	0.6651271105	1.333396668	-1.27137568	0.9171598141	-0.02520297511	0.3579123887	0.152878142	-0.251960059	2.303093568	1.017706308	0.3929653788	0.170197078	-0.8728712461	-0.6736732261	-0.5090708921	-1.158551558	0.6809483311	-0.762481271	0.8201722799	-0.01984016153	-0.2894805778	0.2656674423	-0.2788346265	-0.3309783415	0.02341917139	-0.3909551799	-0.2537544243	0.05845894769	0.8532058071	-0.2586342223	-0.04372509676	-0.09412356964	0.9273736685	-1.230804829	0.2130900958	0.03218869427	0.4379843807	-1.295923891	0.790451872	-0.342040387	-0.004677680834	-0.4368227712	-0.7389791882	-1.176374632	-2.509187704	0.01190773483
1.132215239	1.537804901	-0.3956013054	-0.9335259246	0.08259276162	2.116280552	-1.190516815	-0.2742737475	-0.2320828162	-2.820266534	-0.3864951394	0.5664965921	-2.202572663	-1.475984967	-0.4015862469	0.2046519313	-0.5486331459	0.6939039594	-1.131535836	-0.7378921831	0.1435206595	0.8053558224	-0.4487572649	-1.625817843	-0.8644482045	1.002916278	0.4640139634	-1.299667608	1.01594425	0.05650560278	-0.5964326064	-0.4760841545	0.3948705238	0.1515317534	0.1547755581	-2.720880627	-0.5486172753	0.9079711365	0.429102331	-0.802876412	0.1295463317	-1.778059557	-0.2483156287	0.2636075149	-1.183268302	-0.06910902335	0.07219079941	0.537434283	0.8050249616	0.3527369333	-0.4276247336	0.09545306593	-1.283378476	-1.023718511	-0.2507136453	1.111233596	0.5158597864	0.6617136766	1.027248069	0.1015124533	-1.033858742	1.11104212	-0.09972246346	0.7895025588	-0.6569059301	-1.139898423	-0.1480426712	0.8458466224	0.04249296587	0.3999341866	-0.1984269113	-0.5424372835	0.2728230421	-1.162014595	-0.0920811592	0.5994595115	1.843962013	-1.625615658	-1.617568154	-1.05459212	1.693323701	-1.377464338	-0.04642195909	-0.3428900925	0.7697426915	-1.093495676	0.2484979215	-1.019334674	-0.9205088648	0.09078115204	-0.4735612039	0.3976011069	-1.195614269	1.65669234
-0.9202967772	-0.8456539187	0.1846999678	1.049000435	-0.03629081589	-0.5403561039	0.1329247711	-0.8297921863	0.03840519198	-1.913698166	-0.3756433008	0.8096449559	-1.439658592	-2.152564039	-0.1988597773	0.8119434623	0.7660085606	0.6304059311	0.4996397875	-0.2371964853	-0.827133127	1.3434576	-0.2831547861	-1.668059191	-0.3466182856	0.5551544516	0.899678041	-0.3657893327	0.6254842845	1.599621338	0.2753213872	-1.769808199	-0.2448933317	0.3140979816	0.5378198339	-1.862447036	-0.141847189	0.9216718255	2.818134215	0.5977467573	-0.951819956	-1.121147886	-1.053794323	-1.055872447	-0.7243580255	-0.3149224398	1.460503812	1.033428291	1.86371198	0.03396668167	-1.38023675	0.2179448929	0.6170570282	0.526866003	-0.07531405953	0.7186864595	0.6319049183	2.623495834	-0.8683872456	0.2125219103	-0.8909431706	1.212595696	0.02251759715	0.8364912085	-0.8734876772	-0.9319225118	-0.4029345528	-0.1945304292	-0.612648732	0.6476395075	-0.7102433607	-0.4197190362	1.349115533	-1.537634239	-2.020163419	0.8554413334	0.2349408111	-0.176190583	2.767749471	-0.4440804581	1.004024976	0.9535923507	-2.203363634	-1.020598875	-0.3582349085	-0.4378734932	0.4191655162	-0.7998376254	-0.2922676685	-1.536563207	0.3720044192	0.08704941823	-0.8686054611	1.027971188
0.3643371825	1.908617086	-0.7788812544	-0.3444272871	0.3730439644	2.053724337	0.2388946202	-1.169728308	0.3272366781	-1.35956534	0.1041283478	0.4858343278	-0.5219587962	-1.71894911	0.2773879449	0.3806481222	-0.8654534886	0.7280492305	-1.164190365	0.735436971	-1.920032031	0.9986778453	0.9201058901	-1.235470205	0.1623078775	0.7712600086	1.665682169	0.1242358126	0.3974468269	2.212350182	0.7960260587	1.253082606	-1.235555029	-0.09283616941	0.7835734076	-0.8137717403	0.1375382979	0.7656896709	0.3092389274	-0.5047734987	2.667793355	-0.3118655209	0.35384796	-1.628984503	-0.5748254552	0.3013655859	1.556824308	1.483075892	-0.9026163239	1.546206044	-0.5296055392	0.4973568421	1.239138867	-0.274121421	0.04496821759	-0.3155137299	1.255696381	1.079311052	-2.558210128	0.7440256853	-0.3656957917	-0.6862409777	0.5581570546	1.142810155	-0.6233468351	-0.103379176	-0.2603018222	-0.4427704412	-0.3390302333	-0.3695129477	1.02946459	-0.2661155158	-1.172728844	-0.8899027601	0.4942944089	2.70164864	-0.09718424688	0.1874255668	1.528860454	0.9885432345	-3.039735722	-0.3324911672	-1.244874383	1.06450156	2.226778452	-1.172091147	-1.208995784	-0.4874211366	-0.2214542254	-1.843953261	-0.7182996676	-0.1316734209	-0.3909412824	-0.6768855299
0.9511587241	-0.6863612721	1.255686927	0.1504359918	1.680204014	-0.3956970581	-0.6901852237	-0.9019527737	1.606466874	-0.8076174359	0.5316033323	0.3633531641	0.8122306793	-0.9263782004	-0.2160754167	0.962870308	-0.8439583698	0.8461581872	-0.3727110099	1.470410851	-0.7939231483	1.269979549	0.8586387129	-0.719699167	-0.4793967433	0.885508651	0.7057369334	0.044598589	0.0116755442	-0.6324918087	-1.470700908	0.7411954086	-0.8959135404	0.4510746501	0.8172827426	-0.06729670295	1.278345359	0.7745588791	-1.52040612	0.3726858658	-0.5320793577	0.02207146635	0.4458579534	-1.778816468	0.2718857403	0.5220951412	-2.331264452	1.22474683	-0.1207876832	-1.639103284	0.9651840104	0.3669581878	0.735176605	-0.4856159742	0.513660509	0.3268201205	0.6253860873	-1.078980075	0.7090018625	0.9113894305	-0.3134955692	2.121793795	1.102315986	-0.7258934012	-0.5589511247	0.5249788289	-0.2885849669	0.06014114104	0.3630223724	0.2973709859	0.7277547521	-0.9010517475	-0.3553344112	1.120158096	0.2584532357	1.191997965	0.245152973	-0.4750570152	-0.4058469959	0.01496099484	-0.7473055095	0.09223271066	1.383692885	-0.2561933634	-0.1568412693	0.9700007265	0.8120028584	0.1553425219	0.4912854344	-0.5271670111	1.121019082	0.6965479298	0.8016429084	-2.229670773
-0.3327082553	-0.2637336884	-1.014904592	-0.04372818788	-0.8427039727	0.3488070086	0.9602144927	-0.09894092842	1.51443511	-0.6428678031	-0.09911153756	0.4413572332	1.031603925	-0.7713517166	-0.1416145893	1.009893438	-1.154988795	0.3590372253	0.8806061167	0.4816089091	-0.119568363	0.6362108961	0.6490200163	-0.3052167124	0.3019427457	0.9368207821	0.09643870307	-0.4333448743	0.4286240288	-0.4503295528	-0.8853692775	-0.03436568061	-0.9989322884	0.7539517659	0.4351792503	0.6438234528	2.390150076	0.9080455079	-0.7158496856	0.9126060709	-0.7338085748	0.8731743033	-0.3350811243	-2.380365682	1.302227647	1.66163664	-1.970986645	0.3446214983	-1.132038507	-1.229360068	2.303310214	0.4590544325	0.5067863885	1.171382582	0.4855779038	0.503307059	-1.655540941	-1.032726424	0.04967895166	0.5514355675	1.31103338	1.471690119	1.31779045	0.5002159331	0.8089400693	0.1366552611	-0.3763948971	0.7228653439	1.306479222	0.3940634896	-0.06048809005	0.9046215914	-0.5828306732	-0.3137603041	0.5419148109	-0.7362450357	1.064950995	0.06127455869	0.6155068203	-0.2073519642	0.4891597054	2.055169296	1.204143833	0.5408387275	0.7365973508	-0.1780101069	1.680780334	0.0846994357	0.4130514212	-0.5512443098	0.8723907941	2.180931228	0.3799594934	-1.473186265
1.284680429	0.4650480064	0.5213218106	-0.420115173	2.14447801	-1.03242173	-1.021393362	0.2631613672	1.731588511	-0.4067465468	0.1297077675	0.7850903696	0.5688094607	-0.1904841132	-0.1622233031	1.059938598	0.2995603742	-0.3315903957	-0.7341833792	0.1900156295	0.5711164119	0.6276200771	0.9363090307	0.02226308386	-0.3048465481	0.157121617	-0.1146291774	0.4386740503	0.1889478012	-0.9813192051	1.70305472	0.9761921324	-1.378132538	0.9594866379	0.1976895641	0.9902087404	4.16518473	-0.434799616	-0.7330697466	-0.3040347749	1.555075177	1.138059864	0.3916231279	-2.586088098	0.7148258762	-0.3785618602	-0.183454623	0.3757771536	-0.5321432244	-1.1109559	2.90364988	0.3587177232	-1.271352048	0.6660729721	0.5722477599	-0.9808772474	-0.3196012446	-0.9178103206	0.2972414084	0.6523761141	2.423053765	0.889136334	1.453432516	-2.010682953	1.247752621	-0.4295678798	0.5339313558	-0.6177387172	0.4456084537	-0.9788780478	-0.9294270832	0.07448263054	-1.354061475	0.8581021842	0.1351870595	-0.2274841133	0.684187647	-0.6044803443	2.710931611	-0.8061926995	-0.1156317367	1.481109086	1.225141898	0.5711683721	0.4515293387	-0.3792258071	0.2245837122	0.5207936704	0.04951726513	-0.6349535145	0.9761614957	0.9945939124	0.7647388297	-1.878718873
-1.008494952	-0.2954340725	-0.9241152775	0.0415697581	-0.7659098714	-0.05559961768	0.9465817211	0.8850523031	1.176291597	-0.4050635711	0.4947762554	1.934213332	0.3309873548	0.3598445371	-0.7457835262	1.184997112	2.024212813	-0.8772971551	0.9423948297	0.5872495878	0.6541837194	0.5319971581	1.224522562	0.6078314361	0.03431804962	0.5594734878	-0.09272724679	0.6448693225	-0.07721205781	-2.022905588	-0.5234673318	0.6187548902	-1.497079427	0.8566710986	1.062962104	0.4822444401	3.53223946	-0.7619003941	-0.31121015	0.8776543303	-1.99558268	1.104772904	0.4447363455	-3.174991119	0.2404109798	-2.840498313	-0.1397710958	0.1816241462	-1.350143764	-0.356520258	1.313549661	1.111120188	1.243067208	-0.3462234459	-0.1563873381	-0.8039478873	-2.908127355	-1.130408892	2.169484464	0.3059234114	2.199353469	0.6900344625	1.063851679	-0.7076262405	-0.5393037677	-0.1073559935	0.7619774118	-0.3356356061	0.1279546427	-0.6279619255	0.9042557762	2.074434255	-1.643611405	-0.3422617633	0.5544368344	-1.026834999	-0.7513786719	-0.9994202288	3.727092092	-1.283030461	0.8879612108	-1.551561023	2.683541589	0.2863471823	-0.1234755602	-0.01048062927	0.2404830369	0.9493750965	0.735225621	0.08448609209	0.3641221687	1.525882005	1.83891587	-1.037128246
1.206363576	1.334768107	-0.7312691314	-0.9934503843	1.106067744	-0.6528744889	-0.5905719725	0.9964243901	1.066263043	0.3160929802	0.3142947447	2.344443842	0.2603960908	0.182193331	-0.3101744617	0.6803639212	0.4646847075	-1.193342447	-0.1805596427	0.7937233748	-0.5838165501	-0.3408426803	1.541739292	-0.1031982917	-0.001563216147	0.6829427713	-0.4666081017	0.5454545423	0.2664043635	-1.502995001	-0.1751559679	-0.871532405	-1.510173047	0.4107154599	0.4712657952	0.6255549648	2.070526548	-0.8499561735	0.09603707455	0.1549007215	-0.5688703061	1.673668412	0.1571354378	-2.969935701	-0.1955024034	-1.022348358	0.1494257575	0.1522060043	0.07609588753	-0.4611614055	1.01421776	1.072248217	-0.9086199182	-0.4687843737	-0.7963093797	-0.6156229996	0.3378240149	0.6148710608	1.396980696	0.519308742	1.085300538	-0.5699939866	0.8537061491	0.3592747268	1.156991437	0.823377016	1.634601184	0.3894456617	0.02847946618	0.1476718591	0.4317483011	1.250417126	-0.9975696395	0.1597424335	1.660232045	-0.8801580017	-0.1160909243	0.1027169888	2.939659435	-1.031548908	0.4028605044	1.258316732	0.550935098	-0.3152190451	-0.5075142128	-1.407990606	-0.7926651906	0.03420857412	0.8435353391	0.1193164525	-0.1728000515	-0.1411231763	1.468025827	-0.5234417439
-0.8836305809	-0.3006631265	-0.9485558989	-0.5455749278	-1.174818224	0.04033805782	1.157247191	1.04813396	-0.3110794193	0.6912836345	0.7524678152	1.356828783	0.5129077416	0.5771911387	0.9292685542	0.1335578336	1.783898074	-1.252601086	1.662851418	0.5939274781	-0.8125771666	-0.4689865651	0.5798853887	0.4866051104	0.621712527	0.3731125902	-0.7069457368	0.05253571432	0.02498452095	0.3214663907	1.324110849	0.9139276995	-1.797567263	-0.0989316976	0.3538428861	0.7515883705	0.5453809883	-0.3001416895	-1.961713004	0.007839632697	0.3887642855	1.439183115	1.266544487	-1.022004429	0.08515270914	1.417894558	-0.2913782595	-0.08713045537	-1.485451364	1.078901583	1.048435233	1.338907821	-1.429349664	-0.3738719824	-0.2554523697	-0.3503115616	0.06436271866	-1.779046463	-0.007941695943	1.126592769	0.6056373535	0.3369193431	0.5505372691	-1.261313047	0.899849649	1.561523173	1.740118495	-0.6951336506	-1.742539397	0.6676068721	1.326462983	-0.4208340654	-1.449077521	3.08293529	-0.1433526375	-0.3225599201	-0.005135078769	0.552333544	-0.4482908131	0.04607507013	-1.665489678	-0.2133188582	0.5443399017	-0.4793021566	-0.06460533999	0.8556033505	-0.870030703	-0.04020281566	-0.5639939011	1.13221017	-0.5033024244	0.2048448324	0.4245129439	-1.796534137
