melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119
0.4291424785	-0.6767334923	-1.068810272	-1.029131956	-0.9957010839	-0.07779076038	0.2509890843	-0.3379540928	0.3283463653	-0.2133670693	0.2973262717	1.602077784	1.155440815	1.092889806	0.4519409525	1.146259976	-0.7341218974	-0.428904066	-0.3579040293	0.05014860273	0.3967339852	0.657264407	0.07169847326	1.598944639	1.390964656	-0.8969866774	-0.06242058819	0.5256604909	1.403304537	0.1257146906	-0.5968153138	1.043337575	0.2599504937	-1.023506362	2.135582752	-0.04743602881	-1.043628066	1.391184257	0.5253195841	1.526237502	-0.05496312824	0.9293607153	-0.2175730661	-0.362617697	-2.154347859	-0.2829273646	0.9502534767	-1.333635419	-1.037779241	-0.2156266539	-1.64239198	-0.4761872331	0.7366589432	0.4297270599	-0.2474934123	-0.7367315772	1.00273688	-0.493450914	-1.350325169	-0.5682289992	-0.5471075648	-1.642675596	-0.5815099669	1.624644261	0.4547856794	-0.4753573963	2.179630741	-1.500323146	-3.066959753	-0.0695621872	-0.2507197542	1.011301513	0.8686800007	-0.06943976597	0.5061935344	-0.5567679057	-0.3597221181	2.392404017	1.477145966	1.04815095	0.7115206894	-2.116190743	0.9911930302	0.3122608578	-1.850648678	-0.7268891184	0.008249850572	0.2221397832	-0.7553334962	3.694222118	1.480676294	-1.131944973	-1.245251535	1.167477618	3.95809782	-1.547227029	0.7714609482	0.6341816398	-1.664845428	2.187017835	-0.9195468596	-0.354235762	-0.0963808937	-1.064885103	-1.371426698	0.5673420455	0.2780229537	-0.315818912	0.5430072147	-1.305683624	1.240773213	0.09913472307	-0.7404708803	0.418241894	-1.490725681	-2.12894126	0.8472316822	-0.9967245286	-0.6497860122	-1.81077202
0.08562340383	0.8731322239	-0.3636301739	-0.9591418722	1.806427398	1.076451421	0.1053571832	-0.4532247978	-0.7897289708	-0.4903408492	-0.7258168471	0.7689729763	0.9488250483	-0.1070359426	0.08300931673	0.9677819984	-0.9925363905	-0.4753162338	-0.608614412	-0.3012505383	-0.26936542	0.9420429489	1.071497363	3.613749686	1.136982869	-1.26304562	0.4787213288	-0.01461120896	0.6229058851	-0.693003091	-0.5546888606	1.619129253	0.04359255013	-1.788999419	1.441524036	-0.4410709503	-1.511160958	1.368812311	0.0477592507	2.54302724	0.01931684673	-0.4215793053	-1.532355095	1.255795088	-1.73672208	1.864423948	1.370073602	0.1725815726	-0.8660037831	-0.1381858798	-0.942347992	0.08377654968	0.6901396976	1.025774345	0.1335195709	-0.6804540238	0.7906515636	-0.4160368217	0.7633502221	-0.223847276	0.4872714913	-0.323391434	0.1012009162	-0.1561402899	0.2200041382	-1.949698002	0.1572582263	-1.13995403	-3.220977299	1.051642962	1.405570093	1.137388345	0.05147755219	-0.8556480514	-0.3853734686	4.69140947	-0.5095067885	4.226338756	-2.278294946	1.463443212	0.4638986688	2.319937373	2.226996183	-0.2939278685	0.06959664931	-3.341589078	3.275527695	-0.07514494737	-3.706635722	2.528971865	2.007903032	0.8927989067	-1.913547154	0.8410332001	5.670316889	-1.50226861	0.252545192	0.2479088423	-1.670538587	-1.298975018	1.146186888	1.907100386	0.6806800809	-0.3051487396	1.482120546	0.732560268	-0.9318949913	-0.9669626918	1.350596925	-1.133655785	1.035463618	0.4179758587	0.1725394334	0.492476196	-1.517560041	-0.8178002529	0.6414454187	0.1767090372	-0.6917226527	1.323216925
-0.2193717169	0.9405676848	1.232806772	0.9605021589	0.7344882253	-0.7084982239	1.504675994	-0.5366421662	-0.3345800424	-0.5235287626	-0.1080784193	0.3692041904	0.4294063309	-0.7132181824	-0.6586043434	-0.7393277616	-0.3225672881	-1.619325505	-0.2553453584	-0.3377794814	-0.03571496203	0.8231387537	-0.7211124059	2.958185561	0.2567194185	-0.04871071417	0.2684095645	0.04130690751	-0.0009596456759	-0.09615150104	-0.04406094774	1.017387063	-0.5394687132	-1.07898446	2.134069335	-0.7933960257	0.07213768587	0.8461885551	1.297517893	6.654772283	-1.622995438	0.2089839494	-2.385448078	-2.62492147	0.4037248656	1.818468517	0.8434963322	0.9311396666	0.4901852821	-0.5995735438	0.3629485932	1.953079863	0.6284121708	1.362526931	0.3094363224	-1.072147625	0.1755601853	1.463747054	-0.2979546586	-1.908549554	0.4513014346	0.06649019499	-5.16971608	2.656436326	-0.004513840192	-1.226810647	-2.212355602	1.967676473	-4.990465909	0.460661436	2.773827895	-0.4397667118	-2.006238004	0.227705574	-0.02481965995	3.508293964	-1.778632518	2.224950491	1.789730541	0.5051788923	0.8001057257	7.20065658	1.764728055	0.1197826104	-0.0153394991	-3.362989902	1.132425546	-1.000647775	1.209863388	1.015949568	0.3809694532	0.7077490261	-3.599545583	2.359487878	2.727570827	0.4561359546	0.3836840872	2.716093992	3.361565778	2.53482045	-0.9154397438	-0.1702000774	0.6566935509	-1.457847204	-1.095487052	0.5532210233	-3.705491887	0.2128790738	1.397476512	-2.747733713	5.533608415	-0.6611889812	-3.075022701	1.819400383	-3.291521823	-2.459717063	-0.4754040466	6.165517433	0.5315973409	-1.275855204
-0.1274602244	-0.5887746022	0.02303700679	-0.5333897981	-0.8580618502	-1.010107309	-0.5167828005	0.4838419671	1.450383475	1.257646526	2.278724957	-1.320006959	1.007628996	-0.2086074908	-0.698703239	-0.3850386002	-0.3845192719	-1.852449674	0.03301204114	-0.3477966579	0.4598164277	1.164823058	0.1169346581	1.116374782	-1.312085254	0.8395946605	-0.8373093053	1.58317368	-0.6408741812	0.02822069397	0.6406566536	-1.231754212	1.641169453	0.6338665953	0.7203686465	-0.7914479602	0.7083866266	0.7268766709	0.7916482568	0.1133104484	-1.175718456	0.9197936009	-0.6434704181	-3.666395161	0.4569870303	-1.644132146	1.41649186	0.6726736355	1.205003185	0.4044145512	-0.2815603635	0.06368171974	0.1829816292	-0.3500611594	-0.1646226378	-0.3948597788	-0.4571962295	1.183737873	-0.1635540531	-1.285216382	-0.3532771076	-0.126925315	-2.149585723	-0.0160902315	0.01913194126	1.422305475	-0.009781156245	-0.2174405937	-3.672173262	-1.344286659	0.2560626621	1.482310771	-1.760875921	1.171432112	-0.8984552322	-0.1364975871	-0.640524894	1.96582626	0.02197464712	-0.1159639124	-0.3850954183	0.7232698861	-0.1233136156	0.2413963462	-0.7413505548	1.556955614	1.832266533	1.429049757	2.860756813	-0.5439290768	-1.891232915	-0.3239234654	0.9516360035	2.045048609	-0.5039328147	1.479046607	-0.3626848559	2.614353706	0.309886398	2.360997942	1.59642211	-0.913618766	-1.480132484	-0.7009788269	1.0469262	0.2409578765	-1.667257279	0.2363899746	-4.633159905	-1.261497995	0.1746216715	0.719153373	-1.656441312	1.207313677	1.199101464	0.7086438401	0.912715215	3.975951328	1.021202782	-1.631013966
-0.1052409844	-0.7842024943	-0.8175766491	-0.8184863839	-0.7517637845	-0.2500246585	0.3598459	-0.943595171	0.5158387484	-0.4693124685	0.7791658532	1.251581501	0.8073871942	1.711707963	-0.3160476172	1.35626198	-0.7902116581	-2.48150083	0.854399832	-0.4853059205	0.4005494014	-0.5423211939	-1.19175341	2.638602227	-0.7822513243	0.7912964027	-1.122239939	1.289321514	1.303978057	-0.5552795281	1.182243967	1.754004032	0.4258155244	-0.3028005044	0.7909886366	-0.7110719379	-0.3392808316	0.7834292918	0.8971532792	1.513115439	-1.255086	-0.2072445097	-2.371659738	-0.4375122357	0.2890768841	-0.185069568	0.9494215873	0.2229888846	0.7795549871	-0.004356887426	-1.086623905	0.4263883601	0.00148853978	0.3724039617	0.09246646509	0.2735302057	0.4070758122	0.5182431657	-0.9569105107	0.2582210537	-0.4769420927	-0.1235217723	-1.184702694	1.642110055	0.2324242294	2.158370311	2.887185981	-1.817501382	-1.774256308	-1.15029724	-0.7812514783	2.404428766	-0.2866602531	-0.4563892178	-0.5471410214	-1.294667969	-0.1104648026	-0.1970836408	0.6116672644	1.087899464	-1.629971187	1.390762261	-0.6788692288	-0.6415421924	0.5948558843	0.06073011651	-0.8543674592	0.0419525759	-1.268405748	0.3770260269	-1.131625226	-1.083302928	0.1354821856	-0.5019643119	0.4844499117	0.5421228591	1.427260893	-0.0982325942	-0.1243268188	1.003000511	-1.284325856	-0.5756780194	1.522037127	-1.659543113	-1.674710879	1.920216136	0.8626759144	-1.419545347	-0.05284427402	0.204559243	-1.903099626	2.830869502	-0.1924160168	0.5905809893	-0.3640566816	-0.246110619	0.7624066205	1.89032488	0.8142692359	0.2957001135
1.103209081	-0.4994242971	-0.7368652656	-0.2165521314	-0.004874927403	1.435609559	-2.633957811	-1.166057658	-0.6048117297	-1.080954767	-0.6671710932	2.99474862	0.1753840484	-0.1703343071	-0.4877477465	1.242543244	-0.4607096302	-2.656343498	0.5329774546	-1.305981511	0.8437433411	-1.229468097	-0.1178618716	2.537311128	-0.4299638235	0.5137684449	-0.9247458738	0.7940581806	0.6725435991	-0.5091032206	0.4972602939	-2.335330288	-0.363977171	-0.5283329617	0.7363800334	-1.195644085	-0.5398614413	0.9061109175	1.1247323	-1.443943529	-0.08649694085	-0.8796503448	-2.5349564	-0.5157667348	0.8661273577	-0.5354540429	1.798562755	0.1806660229	1.026770105	-1.287277409	-0.6409382559	0.649942871	-0.248022227	0.9034136531	0.2442150335	0.1024912774	1.104691934	-0.04523145887	0.1023396536	-0.8975919063	1.54033206	-0.4707041622	0.7323269515	2.26491494	2.347967017	1.485923077	0.2159836172	0.4126686579	-3.353612852	0.2281729125	2.582337147	1.134330245	-1.520093898	0.09741140844	0.848564124	0.7024510603	-0.4917994782	0.3600653914	-1.607986825	1.010023823	-1.733252667	2.083452454	-1.189886061	-0.1496161533	-2.077095207	-1.397858665	-2.081161941	-1.221430865	-0.4765230495	0.9087633461	1.14723367	-0.1424805797	0.1093390294	-0.3013653672	1.766712251	-2.168282965	1.594169202	0.5557437998	-0.2823031775	2.467655353	-1.147267991	1.645736125	0.1519383962	-1.314684825	-0.03334039917	-0.7514252733	0.5509303241	-2.880416549	-3.349880579	-0.9854997135	-1.542234696	1.430007311	0.6047925352	-4.774271626	3.816145263	-0.1812882745	-1.715582281	0.01708184114	-0.3047343292	-0.007669237514
0.04883534957	0.6331874242	1.464488324	1.120222948	0.0511773023	-0.4301334185	-0.06833858802	2.022157472	-0.758438096	0.09736362284	-0.4376606903	-0.1575859888	-0.04998220783	-0.7227362604	-0.0006745171517	-0.07319657335	-0.5465357054	-2.136990455	0.3599865936	-0.9273116864	0.2907351262	0.2039572784	0.1044121045	0.2374564645	-0.5731078348	0.3740302272	-0.5382970278	-0.5978684951	-0.3106585632	-1.959736661	1.583298391	-0.07464379429	-1.06188811	-0.237261936	1.519789753	-1.451546352	0.3343030429	0.4032785867	0.9292067194	0.8441605693	0.04184886379	0.08232927147	-2.225979467	-0.957595907	1.766521171	0.9566889725	1.797093856	0.205810748	1.669023065	-0.8310986116	-0.7090934138	0.9797340284	-0.510781225	0.1944641506	0.4838709358	-0.9604924768	-0.1770371929	-0.305733853	0.5089780262	-0.7775867709	0.8011643998	-1.20167184	-2.05982327	-1.355337026	1.68298069	1.319935505	-0.8188038887	1.185106696	-2.698335327	-0.4388084441	1.475041031	-0.8455002205	-1.666565308	0.6552876613	1.515888825	-0.9866429107	-0.6826688041	1.654345633	1.47082627	0.9511857734	-1.082371007	-1.209408116	-1.747597931	-0.6233993623	-1.906275423	-2.377653972	1.705277556	-0.556389224	-0.8303165635	-0.188912376	1.498991028	0.01051434489	2.077445355	0.4220093977	-0.1537209613	0.5742579944	1.242856972	1.802651361	-0.3851547206	-0.3962389902	0.6177438384	-0.05532773073	-0.3736598412	-0.9258015374	-0.5513983597	-1.053383978	-0.7621155111	0.3036363651	-2.013615019	-2.502246492	-1.403464819	-1.471831275	1.353093809	-1.611631698	-0.3102961639	-1.403945308	-1.149455071	0.8397674447	0.4337649046	-2.47993254
0.05858179004	-0.6805614859	-0.5410859986	-0.686904144	-0.3713771607	-0.372566945	0.3848459509	-0.1036451043	0.9508807222	0.1124503273	1.550291715	0.1401566348	-1.277291969	0.8496089079	-0.5310796631	0.05962649441	-0.4882938895	-1.391996544	0.332030759	-1.050426124	-0.8016413221	0.2736223522	-0.2524359174	0.1813351189	-1.217345321	0.4182664556	-0.4007518896	-0.6053596204	1.581141453	-2.319848397	2.033303635	1.620736141	0.3674137613	-0.7221447479	1.693134368	-1.341845041	0.1376490002	0.5334960503	0.8966721492	-0.188628112	0.09202027333	1.4908749	-2.697681193	-1.231402805	1.640036721	0.6904006819	0.6276196569	0.61833867	2.224175135	-1.004693844	-0.6390699903	0.0638085209	-1.220309617	-0.3083859737	0.6575143339	-0.7961158172	0.9909791662	-0.8302377766	0.03189339602	0.2953656267	0.880045294	-1.764511262	-0.2572500995	-0.3114469512	1.162337958	0.2593399426	1.61516558	-1.02665268	-1.047847731	-0.7535068374	1.995025724	-0.7255632384	-0.7337304845	-0.479289072	-1.036435567	-1.359099463	-0.7475244186	1.532997296	0.704957893	0.8948782159	-1.715642901	-1.901250358	-1.094598601	-0.2905122165	-2.977130488	-1.390086572	2.50268509	-1.290767242	-0.1166965983	0.3707202123	-0.6178924502	-0.7161101562	-0.1565096164	-0.986026903	-1.842162353	1.389280291	-0.1949873949	1.373671192	-0.007015971521	0.7466979338	0.5269030554	-0.2763971921	-0.06885067185	-0.4531814848	0.7330228935	-0.2030432205	-0.8651087839	-0.6909879386	-1.071389083	-0.9953170281	-2.973189207	-0.4138360785	0.09770480515	-0.9880040008	-0.111551549	0.9793642942	0.3476747483	0.8077418864	1.233434722	-1.11923016
0.1806079438	-0.8884926962	-1.069183573	-1.038832398	-0.957720513	0.3801638405	0.9008116711	-1.072248403	-0.3610370059	-0.85271469	0.09035860739	1.866799012	-1.912578662	1.19745391	-1.338025348	1.225911072	-1.094398759	-0.6601354943	0.5275135595	-1.305250916	-0.7012214023	-0.8704254563	-0.389271797	0.2655722589	-1.383653535	-0.3787365254	0.02856701114	-0.7636402039	1.98712424	-2.178368932	0.9805834797	1.168566083	2.258873143	-1.174330582	1.068320194	-0.242237246	-0.5591793181	-0.5945712132	1.014500776	0.1447721318	0.3989340587	1.056906463	-1.325776366	-1.012614957	0.3610715786	0.554886866	-0.5663396327	-0.9755461604	1.641878887	-1.077039954	-1.292957013	-1.312661507	-1.373805303	-0.6629426502	-0.5117339127	-1.220969911	1.43392488	-1.083706925	-0.459673574	0.2801900612	0.145816024	-0.6683878851	-1.31625083	0.7028152091	1.306462646	0.7646822015	1.681092454	-0.9344457884	-0.1628646914	-0.3422325437	-0.7534855487	-0.1113336856	0.3343865153	-1.902645251	-0.2840281943	-0.9169136572	-1.091261867	0.2342833697	-0.8104470748	-0.3364659438	-2.020797547	-1.394286394	-0.9546114834	1.12509631	0.6146324772	-1.355519724	1.757907292	-0.3249444557	-1.401472732	0.7993486043	0.4417646457	-1.807971911	-0.7570352427	-1.953745369	-1.333669523	-0.1834756119	0.08143361185	0.7472593677	-0.4012642776	1.002121213	0.161120718	0.3217818027	0.6935805726	-2.115166148	-1.840199971	0.7202879272	-0.6771410656	-0.4112759288	-0.2415579032	-1.549454381	-2.066582371	0.3952464117	0.3330995116	-0.09509533063	0.2117303328	0.4298599501	-0.1294370265	-0.1856998624	0.7264001187	1.541646862
0.2483091608	0.7350393885	-0.813356204	-1.095163619	1.770159038	2.028215067	0.07820640321	-1.449066952	-1.335586848	-1.609453751	-0.9669715641	1.107482864	-1.765606459	-0.5412484133	-2.038431973	0.4416387912	-1.313618647	0.1412201001	0.2389655493	-0.8990032101	-0.9561973007	0.1950549042	-0.1057522821	-0.01202888885	-1.508725943	-0.4261222546	0.1213993157	-0.7584571256	0.7077524724	-0.9682938405	-0.4703427754	1.163163771	0.4611022295	-1.225738561	0.4011255051	-0.2639516174	-1.323657403	-0.937801965	0.2343074252	-0.1164324209	0.06098881716	-0.301823379	-0.9203551959	0.3860137182	-0.5503610407	1.647515805	-0.9798750919	-0.9851748104	0.4366265514	-1.296202446	-1.339068584	-0.789034015	-1.41598361	-0.7953505258	-0.932162683	-1.213788724	0.7694017935	-0.876284369	0.1698827275	-0.1099058524	0.1507997706	-0.5192151687	-1.084464256	-0.1839810641	1.553528818	0.7351333503	-0.4968145707	0.603399874	0.2548039155	-0.280612528	-0.04595811275	-0.4647378254	-1.025156328	-2.483311514	-0.724915297	0.45940714	-1.28515586	0.7602711474	-1.792298013	-0.6612343574	-2.289120966	-1.143813879	-1.111521261	0.7246836818	-0.5241203343	-0.9064553841	0.6903944838	0.5115857861	-1.305128036	1.034339959	1.089413267	-0.8604365283	-1.20527958	-1.91152923	-0.252127368	-1.804722249	-0.04785906277	0.4550969636	-0.2956116721	0.9029881608	0.6232851515	0.5154510735	-0.4252428599	-0.9015098587	0.2376031082	-0.5987891952	-0.9331913805	0.6738017893	-0.8935504967	-1.571328792	-2.657859123	-0.2552689192	0.9920092475	0.3035681937	1.516774164	0.9436430086	-1.322373141	-1.174181494	0.524025898	-0.175610538
