melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149	melodic_150	melodic_151	melodic_152	melodic_153	melodic_154	melodic_155	melodic_156	melodic_157	melodic_158	melodic_159	melodic_160	melodic_161	melodic_162
-0.6465781876	1.558351994	0.3959933064	1.012171513	-0.8701505996	2.445633643	-1.444350041	-2.096721099	-2.114992062	-2.108669437	-2.246424275	-0.9226263997	-2.322113347	-2.669915446	-2.285291283	-0.7991020071	-2.260610446	-0.7888126206	-2.851372562	-2.001653591	1.130801691	-1.843495789	-0.7858014336	-2.521346298	1.88076938	-0.5637726948	-3.310409355	0.3056648801	-1.409708001	-3.353232612	-1.048529681	-1.943251999	-1.393745229	-0.1104981184	-0.7473948172	-1.920089134	-1.611865298	1.128818704	1.848236608	-1.079311454	-1.981815068	-1.010780001	0.7934542222	-0.8566656755	-0.8351037606	0.2377978921	-0.5187460685	-0.4711394112	-2.137257714	-3.32683655	0.1422228104	0.1024876826	-1.330033435	-3.73054706	-0.1812917702	-2.275836667	-0.735992551	-0.7602698405	-0.3368238649	-2.135827237	-0.8334503586	-4.702544184	0.935840861	-0.9777011408	-1.47695366	1.327591608	0.04716773336	-1.465303026	-1.576540247	-1.723434256	-3.14522778	-1.334765145	1.274853413	-0.03469490919	0.01441354428	-0.4746776101	-2.0579879	1.603703216	0.6384036299	2.489443728	0.9295844048	1.238486707	-2.726821809	-0.9032942175	-3.315703708	-2.267752117	0.4619635057	0.2335872677	-0.5677705979	1.231788475	-2.499212824	0.9080240716	-3.404179572	-1.509698229	0.3245693996	1.838447792	-1.261528009	-0.5944907278	-0.03936358144	-1.785808845	1.141932632	-1.309800585	-3.123761204	2.02709924	-2.208182682	-1.65022885	-0.9841775269	-2.188967389	-1.835158921	0.398002388	-0.3122847264	0.8059964652	-2.190405178	-3.34193845	0.4134822614	-1.106591609	-2.436007104	-2.498416391	-2.035280746	-0.1600278657	0.2149966173	-3.895470094	-1.618657435	-2.196886325	0.345497717	-0.7802582514	-4.249985537	-3.080768813	2.149972506	-0.3671410842	-0.3294718102	-0.2055188854	-0.07380833269	-2.123518353	3.292795533	-1.075957383	-2.25946099	2.411618914	-1.775088577	-0.5474029937	-2.179583681	-3.811255618	-1.381493729	-2.205341921	-1.991876378	-1.592152457	-1.425094909	0.5639127567	1.24245376	-2.553088834	-1.574399965	-1.793143245	2.54173875	0.5832007091	0.1688551411	-1.750199105	0.5323948021	-0.9494099797	0.8978650243	-1.064018868	-2.24964092	-1.680928914	-2.088446235
-1.342310568	-0.1593725568	0.3396346278	0.3563151055	0.4279088841	1.951421462	-2.247450386	-2.316990765	-3.115451021	-2.500210617	-1.959681902	0.2010374748	-1.820908234	-1.878421369	-2.550380738	1.450100441	-1.771311423	0.02360540683	-2.623900848	-1.591389865	0.3965166818	-1.663500878	-1.148454549	-3.075648375	0.1215897529	-1.380540342	-5.130293368	1.185183057	-0.7684866285	-2.66941575	0.1543787474	-1.345899852	0.4130981107	0.7405261392	-1.122896695	-1.103417061	-2.722780823	2.000621619	2.004571942	-1.554321776	-1.820298365	-2.409494894	0.1909287074	-0.7105478542	-0.3705321231	-0.7915292391	-1.7515071	-0.3393539011	-0.9806398529	-1.956271248	1.292632146	-1.010916289	-1.105127738	-2.847272184	-1.753200508	-1.710568304	-0.3193342133	-1.258874606	0.9055926111	-3.049773681	-1.435806517	-4.368578129	0.3137702335	0.07555265763	-1.201993568	1.737878578	0.9496544396	-2.40114727	-2.758369303	-3.547820531	-2.968503938	-2.13957058	0.9681736588	0.3577467836	-0.44124013	0.07344793111	-1.723577799	-0.01221380767	-0.2415098063	1.492493196	-1.389184777	-1.308648261	-2.792998714	-0.7629294692	-3.64424319	-2.229682011	0.5116454591	0.7305598851	-1.829051965	0.171009918	-2.601480443	1.554150306	-2.399548743	0.1532626003	-1.621469459	1.268319555	-1.713967361	-0.2977854883	-1.480511523	-0.2531505588	0.9396906671	-2.116521028	-4.048895857	0.1957351336	0.162998981	0.2329665717	-1.45124167	-1.016646619	-3.297500663	0.4306899615	0.3351999283	-2.169689569	0.03403819096	-2.377515899	-0.1398104793	1.671173652	-1.465613498	-1.700727291	0.7189327284	1.221509761	-0.612171031	-3.935071167	-3.17240143	-1.985166395	-0.3480517025	1.091312692	-0.8239771733	-1.736917511	2.890881041	-2.137029905	-0.0104109831	-0.357189137	-0.7428121602	-2.436863163	2.013731611	1.137963688	-1.57187692	0.6590042215	-0.683980389	-1.78786057	-0.7500455305	-2.50403317	-0.8667924297	-1.390108741	-1.065079106	-0.7830309548	-3.480713162	0.2186323827	1.255058609	-1.940119861	-2.357615871	-1.807047735	-1.154877632	0.6788351803	0.07856479878	-2.263020288	0.9405527447	0.6038209787	0.383626165	-0.4014116116	-0.1732716068	-1.204233493	-1.81924027
-1.254684826	-1.002772855	-1.136638528	-1.076468699	-0.6909915196	1.670999751	-2.426159834	-2.693089029	-2.041122242	-1.80959496	-1.791677103	1.444434287	-1.497419388	-1.572561233	-2.339853369	0.1455654348	-2.174129014	1.256033533	-3.396524033	-2.252758528	-1.212451493	-1.544834843	-2.241234398	-1.776403765	-0.7996962472	-1.424529492	-5.146168799	0.3992966534	-1.586333568	-1.643643604	3.196794093	-0.6016935629	0.1172308885	0.3636591193	-1.658794538	-1.30249153	-2.382856476	2.034373997	3.031655988	-0.4210818321	-1.727656285	-0.9705304957	1.299969236	0.6603874059	-0.5489079574	1.182051985	-0.5869841755	1.239439093	-2.415524243	-1.035930858	-0.4440735203	0.03266937005	-0.01671766526	-0.1418289337	-6.960949704	-0.9634941949	0.9904986471	-1.997794664	-0.9742687792	-1.507307002	1.274531556	-3.748777108	0.9008085805	0.08990048232	0.6857712551	3.129804458	-0.8030607722	-1.044930377	-2.661972129	-2.984237864	-3.198946592	-0.6607999606	0.1015491102	-0.6955804677	-1.65398042	0.9356715346	0.422480122	-1.561208846	3.204700698	1.181177371	-0.7944640227	-1.519358855	-1.6723479	-1.596250056	-2.248490242	-2.971295072	-0.01424527613	0.2927340882	-1.362278128	-1.111832004	-2.784077336	2.159156976	-1.321527011	0.5869573443	-1.992395311	1.200208438	-1.789368456	-0.8819302587	-1.401240641	1.080098631	0.6492842046	-2.433604973	-2.236031024	-0.5039558942	-0.796409499	0.7064063927	-2.998135081	0.7961802929	-2.786563381	-0.7439883151	1.351501226	-3.773288883	0.5778658401	-0.07375991929	1.523258449	-0.4226071623	-0.2462472072	-0.835915118	-1.258026875	-0.2655045478	-0.52674673	-2.687589916	-2.852535639	-0.6224145421	-0.4210979207	0.8089908842	-0.4668366534	-1.266545134	1.547517275	-0.3998581857	-2.127332537	-0.2069356697	-0.01613023448	-1.60547768	2.413399157	0.2253538197	-1.056223424	-0.3445054569	-0.6558636478	-2.352693502	0.3099692538	0.2163054233	-1.140239032	-0.1048605095	-0.6805945538	-0.6608271738	0.4090793644	-0.04391811757	1.188714996	-0.4083175818	-1.378073337	-0.6109904674	-1.36654928	-0.1764123987	-0.5991158534	0.3319113414	0.1853551091	-0.08567514133	-1.222871599	-0.7633416194	1.005712779	-1.099866808	-1.106785119
-1.084245286	-1.336933725	1.381715202	-1.330654995	0.9878268799	1.075798062	-0.8316524693	-2.18727935	-2.153968119	-1.633104809	-2.024959872	1.47203921	-1.424970069	-1.333051814	-2.344168152	-1.102239335	-1.884517568	-0.604736175	-3.184902719	-2.190562684	-1.69296694	-2.108393803	-2.076026252	-0.8175675288	-1.389746393	-1.904368485	-4.488093773	0.09848661669	-3.102184187	-1.390788232	3.185346498	-0.5835777662	-0.9317475657	1.232060296	-1.647662504	-1.184005624	-1.677622335	1.465734831	4.344268723	0.4118701077	-0.9328273801	-1.34022632	0.7800386395	-1.109637551	-0.938657652	0.3350706667	0.6819697349	0.2138329334	-2.391573043	-1.456933185	-1.420312214	1.107865198	-0.4910703968	-0.7730600745	-6.724680154	-0.8503780655	-0.2673695144	0.1657477081	-0.8319459384	-0.7213262216	2.059867349	-1.387150698	-0.6208985335	-0.06672390009	-0.0424292496	2.713156688	1.929320538	-1.223218865	-1.584585028	-2.006606134	-3.146214779	-1.122036362	0.3954437158	-0.5114101354	-0.4541294726	1.10470538	1.00799618	0.9162607126	2.736615453	1.02478872	-0.1067365564	-0.6973291	-1.336317934	-1.568725305	-1.028839902	-2.382350488	-0.1846855746	0.03377566759	-0.5383064459	-0.6871117067	-1.99631356	1.785626573	-1.899975685	-1.59594265	-1.629531458	0.7357977989	-1.371178065	-0.7187755905	1.708528311	-0.3993756294	-1.927928383	-1.380663789	-0.8757481122	-0.07369515998	-1.662447637	-0.8496790199	-3.412425327	0.04401908485	-1.241335845	-0.05162298039	0.5861480565	-1.926781415	-0.6041302147	-0.5255798635	1.191877953	-0.602100906	-0.6337521217	-1.812581079	-1.547757749	0.4820815176	-0.3932514526	-1.930900549	-2.276739283	-0.5122801755	0.2352588099	-0.679287061	-1.163795534	-1.137603142	0.04482759576	-0.4113302694	-0.3305227787	-0.4377013052	-0.2350848953	-0.1827826337	3.217216447	-2.039253794	-0.1041494769	0.02907439118	-0.8771848288	-0.6800234527	-0.8495781418	0.3140881641	-0.7199152137	-2.073033653	-2.047058075	-0.8561277191	0.5997675909	-0.0497846976	0.8679355185	-2.018791575	-0.8581000551	0.5157672706	-0.2360480029	-1.313931337	-0.845400515	0.1839417003	-0.5262740441	-2.119937521	-0.6454949619	0.5265538598	-0.3253601393	-1.459435905	-0.765234855
-0.9718066372	1.302756079	-0.1906387073	0.9333645857	-0.488564462	1.00783146	-0.3109885712	-1.074949026	-1.541315488	-2.191871845	-2.053747194	1.369923726	-1.076569927	-0.765267653	-2.135451052	-0.43914272	-1.800869757	-1.378209974	-3.20043901	-1.466765606	-1.829228692	-2.320520765	-1.660174289	-0.2062563743	0.3828506198	-1.541731344	-3.025603	-0.3299950699	-2.918827153	-1.884401308	1.426269327	-1.51927831	-0.7724512829	0.8681455699	-0.4952383022	-1.18466348	-1.640586109	1.364891361	3.636749299	-2.006483703	-0.7942531345	-0.6147865642	1.031710846	-0.08717537958	-0.4907434391	-0.3385174106	-1.351094213	-0.1730337927	-1.721238452	-1.642735101	-0.2775103349	-0.7236013804	-1.267753622	0.03543691345	-3.406459426	0.1241784189	0.8110435725	-0.3998301259	-0.1010816904	-0.4294304069	-0.6432379413	0.3097738446	-1.698032801	0.3229873371	-0.3797585875	1.805638578	1.019219564	-1.212165487	-0.6799962406	-1.312345112	-3.582513691	-1.454992899	-0.05734003858	-0.619780831	-0.5651804636	1.351621188	-0.1259532846	0.7650942135	2.160475394	0.8618926305	0.6525314735	-0.5044813208	-0.9620711523	-1.13663634	-1.797558086	-1.114431171	0.2484524351	0.9185466641	-0.7041383459	-0.9708089754	-1.459212686	2.922846276	-1.501958177	-0.2554787718	-2.825158102	-0.1764477758	-2.049262463	-2.264387446	-0.5080437052	-1.605080781	-1.690992667	-1.119220796	0.3547241565	1.143243098	-1.506013024	-0.7326127107	-3.59395865	-1.000856329	0.03721745079	-1.018211607	-0.1052407939	-0.2374281204	-0.1197863937	0.2398070535	1.907179311	1.156224514	-0.09324715786	-0.3373538271	0.6326654071	0.4671949059	0.8989562469	-1.543619567	-1.980887594	-3.107295505	1.242617549	-0.03258182911	-3.488587465	-0.1032910809	0.8994807609	-1.113293041	2.859572463	0.03265232908	-1.571208896	-1.495400948	1.512112958	-0.01120061489	-1.239270614	0.01778927253	1.49525878	-1.425555601	-1.958688145	0.7521250872	-0.5329757742	-1.818347398	0.4642965251	-0.9862520131	-0.944393361	2.329535639	0.4713496938	-2.28664726	-1.394123655	0.4751911563	1.811434283	0.351419489	-0.04319562666	0.8795872367	-1.162472267	-2.045743396	0.1272118326	1.560624731	-1.20776064	0.8794439513	-1.055759043
-0.8577059019	-0.2447177517	-0.8637010761	-0.1564530122	-0.7989363179	1.124402091	-0.8851482138	-0.944796726	-1.801079496	-2.115224361	-1.87216157	1.622490662	-0.6488415334	-0.3454436658	-1.622943486	1.074738183	-1.416734221	-0.6346018369	-1.936567725	-0.3296856124	-1.868325029	-2.251499145	-1.29237902	-0.2707954496	-0.009044952112	-1.27839404	-3.381194041	0.5355697627	-2.261476897	-1.506117465	0.1978433865	-0.8611859335	0.9409193233	0.7152027775	-1.512872026	-1.061069598	-1.724666055	2.187291677	3.765550779	-1.110947555	-0.9484527863	-0.5462393231	1.184706058	1.990657249	-0.05272717454	0.07921677823	-0.2846410404	-1.047024552	-0.5677545216	-1.001044392	1.258557629	0.4607389191	-0.1633018185	-1.063796858	0.03661022948	-0.3219082564	1.900285069	-1.944463483	0.5749862338	-0.2738161493	-0.9841726746	1.01779534	0.2891923946	-0.2580043325	-1.869214616	0.9302956365	-0.17113722	-1.526559669	0.2770209237	-1.091197878	-3.490807054	-0.06070977535	-0.005994500506	-0.7254745785	-1.295485687	0.0467128025	-2.243699223	-0.07146091122	1.663916593	0.3333956557	-0.3364925148	-0.1998571588	-1.0586874	-0.8884997216	-1.536596679	-0.4795303089	-0.1755003306	0.744743136	-0.6904569681	-0.8934082322	-1.358259031	1.22865666	-1.038194445	1.485348779	-3.346016979	1.126774421	-1.96306777	-1.051859265	0.2678274163	0.1772425515	0.01448735679	-1.507203866	0.3260219642	-0.1941425982	-0.6275175038	1.812145582	-2.528477758	-2.060857206	-0.381368606	0.01037081481	1.229554446	-1.266122721	2.00132283	-0.3186418916	0.4396297687	1.932418812	0.05315924102	-0.6314087504	-1.066844552	1.170481363	0.9091978787	-1.301548427	-1.656291539	-1.972470829	-0.1045693212	-0.0420538163	-2.581203052	0.6101192302	0.9473367208	1.378725381	-0.1456639595	-0.07433130132	-0.2885186759	-1.69147474	0.6521935188	0.0003793973871	-0.6258952856	1.421242914	1.143473072	-2.118960778	-1.597824337	1.235372347	-0.875184776	-1.530792115	1.036536013	-1.430023079	-0.5587505775	0.3605536511	-1.451594567	0.02695051612	-0.1418040514	-0.3886517243	-0.5045917444	-1.334205922	2.201097884	-0.7052579696	-1.018743215	-0.2074744348	-0.752758232	0.4026661941	-0.3159854303	0.1921841605	0.2083024951
-1.07837061	-1.21730019	0.7916719588	-0.8360123428	1.241352242	0.8491455476	-1.119593191	-0.9568628217	-1.361084409	-1.226351846	-1.73248974	1.406344923	-0.9528214911	-0.3289042701	-0.4289137038	-1.102897285	-1.395528805	0.2390617453	-0.9982352178	-0.05146968487	-1.733578708	-1.725470245	-1.06712228	-0.1985575887	-0.6833756311	-0.8735894874	-2.372030843	-0.439134464	-1.766508244	-0.7636365839	0.2322704402	-0.5784009675	-1.338526323	1.134876522	-1.341171043	-0.9541266729	-0.61360387	1.310359125	2.459080659	0.6795997087	-1.129196369	-0.239871785	1.284556336	-0.397980182	-1.072074499	0.3552441539	0.8484177104	0.7390466771	-0.5818484916	-1.182685263	-0.754834998	1.507991191	-0.2421221192	-0.4058512101	0.8376908476	-0.5162445624	-1.006010929	-0.1952818386	0.8686124646	0.2502158614	0.09248913161	0.2376478236	-0.60411417	0.2166574911	-1.049194546	0.5862400899	1.448485356	-0.1794284189	-0.2463799077	-0.4853110381	-3.107864845	-1.010225996	-0.1810652209	-0.1797294542	-0.2726385749	0.1658956681	-1.181256067	1.231938887	1.531809656	0.4798424099	0.4493721792	0.4715389151	-0.6234323283	0.1485981055	-0.8411155756	-0.4091017642	0.3717458741	0.1953786681	0.2119027683	-0.217614998	-1.53320492	0.2697117318	-0.4877743462	-0.8352904256	-1.68849948	0.4309845477	-0.7861169343	-1.920329342	3.567578708	-0.5796728411	-0.6596284613	-1.978791766	0.4116371276	0.0513403962	-0.2506833755	1.156473068	-1.690930584	-2.00802895	-0.6054126665	0.007463152635	1.307211746	-1.782173319	-0.3412629433	0.6810311932	0.8531450569	0.8663849746	0.2487601011	0.5187745564	-0.7569288577	0.1568244688	1.394181104	-0.7471397785	-1.257756791	-0.6126334757	-2.347080813	0.2640154925	-1.530544114	1.213547154	-0.6390798548	-0.3614295819	0.5070493047	0.3867733775	1.277894043	0.7317980355	2.070144105	0.1236238717	0.5671612809	1.56993833	1.649047986	-1.060794508	-0.8963535744	0.1707255544	0.4901129639	-0.3624851477	0.4189029261	-0.2658197723	1.137057199	1.081274484	-0.9721477707	-0.9847400202	-1.108303855	0.5172405642	0.7808173919	-0.1839431663	1.092228341	1.953117439	-1.292602949	-0.08953301975	0.1121062169	0.787230409	-0.2421992308	0.8721080468	0.7201460418
-0.9101796497	1.877670131	0.2989496671	1.799123222	-0.4057156685	0.7670066271	-0.7995174887	-0.311404796	-1.225970932	-1.400149765	-0.9202315803	0.9524262998	-1.077763263	-0.7918389003	-0.7530278417	-0.9681962599	-0.8590721843	-0.6622282349	-0.5436105486	0.5765138239	-1.657333845	-0.1792698426	-0.7237256156	-0.1129061014	0.975628357	-0.7771258968	-1.474888901	0.2471156684	-1.009681882	-0.2787400571	1.326731219	0.04874970998	-0.5359618647	1.333198207	0.1067445154	-1.041653488	-1.697950942	2.132470978	2.060234327	-0.3436370698	-1.029493658	-0.1420833827	0.5443325203	-0.5045036883	-1.586546726	0.1458202063	-0.221036718	0.471225667	0.3295622213	-0.9407029993	-0.2459167683	-0.4870837819	0.8772948327	-1.074263904	0.8409050063	-0.2645098061	-0.114462489	-0.4589703201	0.249455612	0.5673739569	0.1798159834	0.3729763599	-1.043533324	-0.8545450465	-0.6145545068	1.459886253	0.7440055483	0.5853479179	-0.4801195389	-0.300853002	-1.694276	-1.221562087	-0.6977098398	-0.6208949545	0.3798578737	-0.03636470499	-1.554321069	0.9737022808	0.0443591412	0.6223294546	0.3526296153	-0.4945338649	-0.01002682019	-0.6307182263	-0.7216217809	-0.07752294944	0.6799514618	-0.6752164936	-1.20813965	-0.519548892	-0.5496189097	0.435418767	-0.632160722	0.0969733468	-1.97571281	-0.3594797127	-0.41063955	0.7820751966	2.091940817	0.1074793828	-1.331295283	-2.631868745	0.1329930087	-0.2008828568	-0.7884819486	-1.136357275	-0.5212912197	-1.31028725	0.266091287	-0.6340318451	-0.1140970439	0.2281039902	0.7620134027	0.9589243275	1.324802406	-0.7295313534	0.3797762633	-0.8412168521	0.5092887623	0.3471751828	1.633999309	-0.4883831352	-0.9352873476	0.6325294523	-0.3611533702	-0.1188049002	-1.558979116	-0.06770878022	0.7426604108	-0.334848063	-0.1825733718	-0.6566715172	0.3450976948	0.5300199828	-0.1055199875	-0.6566041747	-0.1334421457	1.125595682	0.7780555687	-0.2868325901	-1.31304021	-0.1879773105	-0.1088401671	-0.533931114	-1.412262084	-0.1511429468	-0.04517203475	0.5373318427	-0.1518262562	-1.921685435	-1.408810483	-0.01356782724	-0.4793016253	-1.274785748	0.7239650277	-1.791799669	0.2057002712	0.6366462085	1.250637538	0.06053544569	1.3187669	-0.3322824343	-0.9266623922
-0.7236903688	-0.1837448833	-0.9838083296	-0.2382122158	-0.7887294435	0.2919292366	-0.5883281233	-0.1592078768	-0.8501268364	-1.952386957	-0.3524933351	0.7593026124	-0.3309461947	-0.8947661516	-0.1721329509	1.027044778	-1.394858886	-0.3476939318	-0.2007582799	0.5651812246	-1.112660903	0.3432318591	-1.32131815	0.16262859	-0.02969291916	-0.5662085928	-1.21016863	-0.04254791304	-0.8239280095	-0.4164378022	1.641933528	0.200378987	1.337012234	-0.02489193794	-1.15077171	-0.4992573082	-1.869360034	1.280745149	1.400678601	0.1011120214	-0.9752503207	0.7758088031	0.7653536028	1.510949843	-0.9382130344	1.381870864	0.5644216331	0.9995134136	0.142327561	-0.8575762342	0.695066424	0.7621987689	1.565925939	-0.3509618729	1.094859406	0.5413791694	0.1160661805	-1.203774224	0.6069352742	0.4134336021	-0.9891961207	0.2838972398	0.7315885691	-1.081271468	-0.3145424548	1.022230205	0.6120738562	1.060753198	-0.3440491668	-1.300725321	-0.4873332691	-0.2598286897	-0.3215016403	-1.289041131	0.08939262979	-0.1821463458	-2.132183031	-0.1975425147	0.5522478669	0.779522799	-0.7486424177	-0.4611221247	1.25580014	0.1397654602	-1.051220342	-0.2286925834	2.598680227	0.2345466719	-1.027386041	-0.5423035838	-1.060884908	-0.2028504834	0.2420800968	2.625637201	-1.747087012	-0.3711779655	-0.4004005752	0.3776713645	0.5510647665	1.007575022	-0.2107530788	-2.08464887	0.8095222138	-0.5225717155	-1.207920315	0.7565336964	-0.561451281	-0.4324386717	-0.8137389136	0.5510697978	-0.1966819813	0.6370347644	0.8862921762	1.585717959	0.9427921316	1.654427032	0.213494755	-0.2711462293	-1.33898903	-0.2579181468	1.165777403	-0.401646524	-0.7825394259	-1.58784769	-0.09481922128	-0.4392162091	-0.1613994872	1.085100497	0.1459796998	1.681291286	-1.433542598	0.0449351702	-0.3589449294	-0.9344100969	-0.6061587764	0.7859772249	0.3200037489	0.2462022188	0.6010994729	0.2787153789	-0.2097017072	1.308730109	-0.6057329989	0.6452876535	-0.262379153	1.053932853	-0.1003587514	1.29713392	-1.21999695	-0.5472305321	-0.8012843956	-0.04764964929	-0.005174737561	-0.9552876744	-0.597037396	-1.127533181	-0.4547016787	0.4996121922	0.1965453966	0.7713330543	1.501271517	0.1244252888	0.8508371519
-0.2915973097	-1.232077525	-0.03078499787	-0.7401254351	1.434193672	0.01548412859	-0.3823031888	-0.01639024494	-1.240564566	-1.754988782	-0.2502089448	1.623910509	-0.3881573801	-0.9799610146	0.264584321	-0.8217314413	-1.439011727	0.9099537126	0.378864925	0.5857126692	-1.36444103	0.717627942	-1.519797869	0.2273886231	-1.384831293	-0.6122693492	-1.421045177	-0.2494904066	-0.394134158	-0.3974124609	1.33944066	0.2914540264	-0.4455278059	0.1166364022	-0.4446238466	-0.5448207363	-0.06017509195	1.673029927	1.774353526	0.9095298853	-0.4351800661	0.277363794	1.053344185	-0.1926550549	-1.04226737	-0.2595720664	0.6490903856	0.7444734217	0.1675642515	-1.163009578	-0.9471648108	1.472062843	1.059657388	0.3420332727	1.541786083	-0.190546744	-0.2186061699	0.1523478823	1.768460555	0.4468595217	0.5392869216	0.2653489612	-0.03942073683	0.6067506373	-0.8787108608	0.5669251857	2.114694458	0.4608778406	-0.2734472021	-0.8552597715	0.4638116096	-0.9989395125	-0.4807197435	-1.083344315	-0.0320647534	-0.1432973273	-1.459518618	-0.1863030971	1.120018343	0.4520712387	-0.323574179	-0.1733934183	0.6605886691	-0.03646420005	-0.01017928036	-0.3321921483	-0.07331070498	0.4360332691	-0.8827357383	-0.2906868756	-0.7994431292	0.2716410445	0.2963970819	-0.3259829271	-1.47421663	-0.3623473463	-0.113904252	0.5360072432	1.942290563	-0.1414594435	-0.2507901197	-1.564137045	0.9477759441	-0.5237260902	-1.107290164	0.4003405855	0.4734010466	0.04020788558	-1.08913085	0.008381699297	0.3312635657	0.2015299938	-0.03195503276	0.5776374242	0.2194278806	1.267094262	0.551945094	0.5561625752	-0.2212197662	0.5492427575	0.5524220757	-1.050724909	-0.5773344831	-1.735045408	-2.255583556	-0.07085689618	1.0630617	0.788695585	-0.8560179888	0.1771586981	-0.08528725594	0.5855187012	0.4838394921	-1.002880133	0.8784919384	-0.06852172639	0.6651157481	0.1184400739	1.311541073	0.2400476705	-0.5476807146	-0.7151339632	0.2289544917	0.4779428496	-1.293591448	0.06100409095	0.13474504	0.3671820533	-0.6448407279	-1.125302802	-0.2919622197	-0.01109272461	-0.4839867831	-0.4351664017	0.2839279183	0.8649982096	-0.5105916032	-0.3697227632	-0.8646064116	0.9639744891	0.996349934	0.8670865026	0.4396226637
