melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091
0.9729874195	1.690677749	-0.5650588128	-0.5169008379	-5.716052982	-0.6166370212	-0.8366684816	-9.031999233	-0.3603184105	0.03700276325	-1.433306073	0.5361448021	0.6883453882	-0.7526058801	-2.352921055	1.384477023	1.615294625	0.007708583576	4.210500233	-0.03870932784	1.248316622	2.793702978	0.02906924243	-0.372509064	-1.040063811	-1.929735534	3.740027126	-0.03919678742	-1.881094085	-0.6046461644	0.03308351492	-2.037037756	1.716772961	-0.003284267595	0.2946684891	2.220471004	0.8216687483	-2.871219121	3.437684625	-1.533551068	-3.827656307	5.861520771	-0.7945337823	-2.661994361	-0.6168158268	0.5299025769	-0.5893866102	-0.5307486028	-1.48518247	1.654262942	-2.7230744	-1.119851748	2.31447717	0.9922218407	-3.133139131	-0.753799554	1.935595487	-0.3878328546	-0.8494076129	0.1593080524	0.01106332905	-0.3357411587	0.7080147269	1.0632494	-3.06080663	0.7317913064	-2.14060543	1.352412123	-1.175103617	3.780067403	0.7383196938	-0.7303468532	-1.996529	0.3235428959	-1.436746425	3.082268472	-0.3940673737	1.390886208	-1.976391803	-0.782734678	-0.875976436	1.275793703	-1.469917168	2.918792731	1.465186705	-1.68884548	3.917230011	-1.252213088	-2.462749318	-2.533027741	-5.045842819	2.939563503
-1.443821536	-1.995101873	0.9846005119	0.7152461497	-3.966786278	-1.002098658	0.1715573107	-2.527958097	-1.15277518	1.648992359	-0.004025984364	-0.1346953487	1.542331925	-0.6009150413	1.36300684	-2.07709926	1.474495931	-1.002322585	1.762253875	-0.8386534318	-0.1978686937	2.880210271	0.1750930034	-1.43338124	-0.5254679208	-0.6369958253	-0.3775761483	-1.248685637	-1.315855057	1.676415063	0.3197748269	-0.2009363418	0.04280138517	1.682832981	2.298360871	0.5342470218	0.06082481002	-0.6482192213	-0.3291956101	-0.9897601584	-2.566543202	0.5787939463	0.6626242305	0.9084327599	-0.8037260798	-1.028493175	3.268018187	-0.6979477896	-0.5210385004	-2.311049994	-1.153829214	-0.3413013436	0.9091276841	1.885991565	-1.467952483	-1.163235992	-0.1655065084	0.5215143465	1.30665421	-1.357779159	0.7241406037	0.5995084908	0.01106776865	0.8679828319	-2.599298876	-0.4426297769	-0.4357006119	2.08662701	-0.7731499638	1.322480727	-0.003149711878	-1.350081512	0.9002234276	0.6935622842	-0.3074249731	0.3624663737	-0.59568906	0.6008158649	-1.360051444	1.010097383	1.282427339	0.5806441152	0.2292372299	3.083683137	-0.4478818738	1.909629497	0.6662436109	-0.6845103564	-0.3755838617	-1.271211167	1.367044263	1.31141212
-0.3178840344	0.240738441	2.147405055	-1.140115527	-3.308041973	0.707682687	-0.7191369648	0.1355456241	-0.1722949258	2.547456668	-0.5544437928	0.4663378137	0.4247590142	-0.3213147591	0.8528573144	-0.8028024254	-1.472513514	-1.781708586	-0.1911353796	-0.9798976421	0.4486243535	3.063316526	0.345455959	-0.5345335104	0.1313882089	0.1371580329	-0.9252008729	-0.5299236752	-0.5758739237	-0.1535556423	-0.2450401989	-1.244803	0.6171209086	1.681589666	-0.1583106427	-0.6368425148	-0.2096094411	1.119457917	0.4084947505	-0.5506971734	-1.338104042	0.5335942388	0.8531248557	0.07069215299	-0.5506756294	-0.9639929744	1.469789942	-0.3227166802	-0.813787008	0.1990582638	0.5184701216	-0.6387747585	-0.4624878688	1.584052243	-0.09424754652	-0.7026228361	-0.8496487263	0.4039049656	1.11923843	-0.5389071038	-0.9227533872	1.042205314	-0.2321016582	-0.2167263676	-1.43188957	1.356526528	0.3856212732	1.117798251	0.2030820398	2.716414567	1.153246826	-1.310198559	-0.09818010545	-1.238006179	-0.316744282	-1.41106099	-0.1039013615	0.8520077154	-0.3133732891	-0.3817451615	-0.9215017322	1.356907234	-0.5526946148	0.5984991185	-1.352496228	1.799441373	-2.016838863	0.2085023157	0.2743139794	-1.164111255	1.79949975	0.5927651914
0.3472964859	-1.415268593	1.496310679	1.354525155	-3.657989144	-0.5896698294	0.3637345295	-0.5564635794	-0.1109901815	2.142186346	-0.3386137829	1.070923324	-0.4030963859	0.2250526619	0.05157506196	-1.886447294	-0.2352321931	-1.796086228	-0.4826271504	0.1771614627	-0.3389838099	2.698370654	0.5194833609	0.7608085493	0.2358660677	0.4594148837	-0.3245393669	1.186775541	-0.8346166122	0.6939217338	-0.8407301349	-0.5422003919	0.1877085175	0.6487037359	-0.1820601858	0.4947442025	0.6217943142	0.5602725632	-0.743950592	0.3461625027	-0.9938122456	0.08540876307	0.7174933675	-0.3757635374	-0.6985456115	-0.2911741166	0.8523192318	0.6630721665	0.3409996119	-1.300804971	1.315087627	0.3155834189	0.3071105891	1.428369394	0.6316948515	-0.488173039	-0.07171577685	-0.1870552257	0.1176322332	0.3020329019	0.7915515713	0.7790275709	0.5763953247	-0.9409588767	-0.4411181529	0.7486897341	0.4091680667	0.5544959039	-0.1890078152	0.05322856501	0.07383865596	0.06628851949	0.2555287169	0.164274186	-0.7434407695	-1.333053722	-2.014903606	0.6209387647	-0.9283989495	-0.5279328763	1.32411333	0.9203279225	-0.5420940768	-0.6153724656	-1.083690551	1.013395936	-1.284599071	-0.03595989437	0.1909726662	-0.05767502333	-0.4100059068	0.6834537331
0.14345271	0.6201068783	1.144571102	-0.558247266	-3.443256094	1.405645334	-0.3048921337	-0.8732965338	-0.4639930453	1.591566985	-0.6787412105	1.083625338	0.04789173697	0.5589431934	0.04044866688	1.236714533	-1.122889384	-1.827013823	0.774990476	0.6233205315	1.959558518	2.330359696	0.3792905379	1.641623652	-0.109526766	-0.2751235704	-0.2622300422	0.6525053459	-1.128646951	-1.358247721	1.12117539	-1.003907383	0.9094958113	0.372967847	0.4244761607	0.5481581963	1.239138396	0.3821023871	1.645565966	0.6195582721	-0.6425842672	0.1828059334	0.2316995447	1.240654893	-1.18221865	-0.2687808202	0.1053298551	-0.05451198452	-0.2120812259	0.4376203436	0.7687554253	-0.4552453165	0.3464771049	0.9919917579	0.688287302	-0.2617218616	-0.08502009851	-1.352652256	-1.213551461	0.6495012186	-2.154056107	0.3215233098	0.3319816428	-0.5997735427	0.2930548557	1.816758069	-0.2687224253	0.3298419236	-1.108105978	-0.3302413291	-0.2792897851	-0.01255506427	-0.3584888362	-0.8120465981	-1.250294924	-2.012963148	-0.9967353177	1.243722148	-0.8337847705	0.1666490601	-0.1932314603	-0.09263617247	-1.330476659	-1.846019941	-1.320260745	1.148220519	-0.6446717264	-0.04676340787	-0.3221121519	-0.5268079539	-0.1962943577	-0.3476153507
1.273009115	-1.23473648	1.003378282	1.268588377	-2.696500095	-1.523012876	-0.6425497949	-0.9736197616	-0.5967631743	1.189265346	-0.7431008981	0.5127405351	0.7490425644	0.105336762	0.5324783484	0.8173506563	0.09336412815	-2.176175306	-0.03114081836	0.1715005594	0.05884136296	2.030770854	0.05095627061	0.8512161888	-0.2354357831	-0.4406740122	-0.637884258	-0.09117584523	-0.8326030476	-0.1443734792	-0.6999457504	-0.5680617267	-0.2081598962	1.084904657	0.2351141152	0.3120435124	0.9511006312	0.2495434138	1.864741738	0.5383654076	-0.3482200291	-0.3237108669	0.4944744359	-0.5219107026	-0.006809684124	-0.720475938	-0.02221267736	-0.7923567027	0.2429177907	1.693751299	1.13736203	-0.3383260587	0.2247531675	1.173791619	0.8415567721	-0.7110583059	0.7435646726	-0.7232639696	0.6139020323	0.1651904674	0.04042939554	-0.0507151542	0.05163052408	0.04816952193	0.3173578695	0.8589519153	-0.5104163203	0.2452677601	-0.7415361166	-0.5229591274	-0.1513588857	-1.43038847	0.6990977813	0.8166215223	-1.088516057	-1.337094254	-0.9388245589	0.4084745689	-1.36465104	0.9323916773	-0.5767679802	0.2953717112	-1.367403438	-1.001721632	-0.4238608135	1.181139165	-0.4713431529	-0.2859910551	-0.8271991943	-0.4179685636	0.4843483302	-0.9565423582
-0.8391170398	-0.5589632706	1.140992239	-1.587033715	-2.467949301	1.259310881	1.231815433	-0.3054214696	0.03174392037	1.357384594	-0.244096222	0.3076569523	0.2276744424	-0.2480988555	1.593189573	1.415409882	-0.8603201938	-1.698940706	-0.8558088969	-0.4934107253	0.1902860286	1.832864891	0.02099085105	0.1570141629	-0.7484219793	0.3122213914	-0.6619108463	-0.8592031083	-0.2731880659	-1.626863097	0.8861904315	-0.6829728467	-0.0883130208	1.460737145	-0.2473075775	-0.752742546	0.1738479777	0.9107583521	-0.5199755756	0.324548871	-0.2669997323	0.7711120551	-2.974277005	-0.5518846433	-0.7249230326	-0.8644745901	0.3756580428	-1.40692261	1.583136118	1.076346257	0.7858591483	0.5164215728	0.4575649515	0.3321181483	0.5412583411	-0.3274260506	-0.7345151363	-0.7017419363	0.336930457	0.3221965474	-0.2236243651	0.9853581961	0.1215882919	-0.6034857859	0.6517076146	0.9722336703	-0.1361654323	0.22175314	0.1535714849	1.135091889	0.1517288572	-0.8597603049	0.7715460823	1.378451671	-0.484316649	-2.321324984	0.3583361564	0.2750253787	-0.7273164278	0.007760139045	1.745458014	2.075892279	0.04952272766	-0.9993121122	-1.222427676	1.326422785	-0.04646501591	-0.1685237103	-0.288291673	-0.5809068897	0.7058156511	0.2566331502
0.9109022712	1.717580719	1.445378984	-0.3980866516	-3.168384161	-0.1493267855	-0.7599334302	-0.403588725	0.6660308266	1.781177952	0.4491913671	0.8218045986	-0.8778070305	-0.6073689761	-0.3911960584	0.8545143791	-1.128089657	-2.086153272	-1.289466556	0.02149119457	-0.4308841471	1.6329669	-0.4824769624	-0.3945328213	-1.029780324	-0.3694933539	-0.5261235614	0.2649053089	-0.3247008452	0.5044962675	0.6481022748	-1.452443042	0.6144905481	0.5251909807	-0.4008170079	0.2727931398	-0.9492729439	0.7728799145	0.8692652038	0.05904853347	-0.4206224063	0.1851159329	-0.08017858611	0.9447782764	-0.2435684629	0.2509634658	-0.16648267	0.1870074375	2.673927859	0.6691921449	0.7218619142	1.039996578	0.5786231658	-0.5804488665	0.3966716157	-0.4917743141	0.345934534	-0.3379943575	0.4849291541	-0.3954389501	0.5070777384	1.629795431	0.5073151549	-1.157223193	1.122874515	0.0158909505	-0.2245907132	-0.9637755063	-0.2289829796	1.135524657	1.127528395	-0.6468937851	-1.071739128	-0.7930522031	0.07124976579	-1.996502351	-0.4043386151	-0.1242985035	0.1436363654	-1.613756098	0.3925136393	2.087235381	-0.1388046915	-1.615084787	0.0655104371	1.34705452	-0.1018537734	-0.1098585157	0.319400996	0.5368246748	0.03330012592	0.3315382917
-0.8474125922	-1.144327571	0.5990764697	1.063777866	-3.318748371	-0.2546460174	0.9564239535	-0.9683077834	0.3071136508	1.390066824	1.686273735	0.751587041	-0.7189173059	-0.4067482853	0.4006372384	1.202767292	1.145932806	-1.813075551	-0.9551197268	0.7112643334	0.09808166083	1.170606269	-1.071227431	-0.382877126	-0.4100176122	-0.3893746907	-0.0803160425	0.5884013224	-0.7762824139	1.613856645	1.216129521	-0.9528204859	1.040105885	0.4098848917	0.879266307	0.6539254397	-0.7839464533	-0.159361092	0.06809629384	0.4413897917	-0.8087147863	-1.034662755	-0.0362133251	-0.1051201113	-0.1448892559	0.8218900705	-0.2081029	1.4658053	2.293003068	-1.458604155	0.8416407214	1.232261176	1.320381185	-0.1623166049	1.088873044	-0.2337792595	-1.039496559	0.1908638728	-0.07422035808	0.3108501554	0.2178616847	-0.6309929757	0.5538952393	1.313285135	1.189127023	-1.138511749	-0.5859761951	-1.236474396	-0.5963398074	-0.7787874412	-0.1498872096	0.8414243908	0.1120336408	0.2945842359	0.121701174	-1.912777409	-0.7466615104	-0.3760313846	-0.2629274781	0.5076666715	0.696819298	1.002331694	-0.5051027918	-0.7883335226	0.8952377755	0.8703750274	1.759605186	-0.04657055319	0.7932202202	1.385611799	-1.085827958	1.951714054
1.564225528	0.3043463258	-0.5006441406	1.035461381	-1.677227025	-1.335772499	-0.4903728908	0.3651116101	0.1337508123	-0.7874565037	2.954960919	0.1854729376	0.3007229951	0.5291536365	-0.168332291	-0.4329607804	1.740077046	1.191977352	-1.166703916	0.1152304938	0.6783859878	0.663665353	-1.098353792	-2.025308112	0.4053942347	-0.1814323858	-1.421645546	-1.200181405	-0.4069357729	1.101901265	-0.9526097237	-1.08936116	-1.256916543	0.9870256147	2.169333488	0.9164011997	-0.3902514331	-0.5759759129	1.044019597	1.235663454	0.3642442665	-1.645380149	2.32090948	0.9205731219	0.1121443549	-1.362079386	1.853527482	1.710861214	1.374495048	-0.1484657029	1.33487558	0.8678957252	-1.240172276	0.153258162	2.033528465	-0.4034949143	0.6199458823	0.919074383	0.03565571514	-0.713182231	1.590142809	0.5624779926	-0.8649206489	1.818214365	0.7074448409	0.06674629275	-0.5707016118	-0.8094755233	-0.8872560437	-0.9348534612	-1.41957243	0.5943647641	1.366843195	0.1444877537	-0.7835892168	-0.5323279063	0.8257115084	0.2262566559	-0.07095880808	0.6079142659	0.05175632216	1.466861204	-1.778359383	3.764757155	0.9908044606	2.607419884	2.889395346	-2.263434029	2.658954892	-2.17792989	2.211128895	2.099639068
