melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082
-1.288732476	0.436298108	-0.9025593371	-1.780098737	0.02672601877	-0.6821206865	-0.4542801547	-0.303278345	-0.1706188097	2.420454716	-0.3980590434	0.3654899515	1.566253976	1.283931754	1.653610886	-0.7089724446	0.5611429354	0.02384852928	-0.7987629343	1.061133299	0.1225834212	-1.1448906	-0.6318144915	-0.2197826473	2.036274211	-0.07506562536	-1.725955293	-0.3602540909	0.1866193667	0.6202741094	-0.9939435821	1.289789186	-0.7355617661	-0.57905949	-1.470443391	-0.7665778504	-0.03850545602	-0.8453527303	-1.12920131	0.09453524923	-0.5999872395	0.04105768862	0.7421139713	-0.6499156969	-1.679279586	-0.2326729679	-1.561539109	-1.113416861	1.510325756	1.26987575	-0.3704561532	-0.4777181351	0.985488276	0.303825512	-3.080758913	5.210515259	0.2350106706	-0.7845517059	1.397119717	0.9913450104	1.477967087	0.1211708318	-0.7006925177	1.949542788	-2.266736632	1.256933131	-0.1997801667	1.468472747	0.618538595	-0.7643456237	0.344723411	0.6657300418	-0.6472599698	1.137644596	-0.3381607639	1.271988016	0.3070012342	0.1318470138	-2.158361029	-0.1661734177	0.7436654578	-1.298002148	-1.084985777
-1.263478415	-1.643323857	-0.958920958	-1.375691674	0.1017737194	-0.9095674994	-0.8320725001	0.6092928685	0.5442171605	-0.2589546591	-1.665704051	0.6202054771	1.379253662	1.336592625	1.758146392	-0.5367190453	-0.9596610846	-2.667865335	-1.242583484	-0.9735649319	0.2792205038	-0.5895147344	0.3614448684	-0.1930963165	-0.5163543062	-0.005094898239	-1.288913792	-1.439899739	0.6562363856	0.1416070887	-0.1317702097	0.4006153924	0.2789935498	-0.9296414052	-1.039822837	1.227159976	-1.068428841	-2.099161959	-0.513591258	-0.8139307158	-0.5338637779	1.642155511	0.6000774361	0.2890100215	-1.502320752	1.098497353	-1.471020879	-0.6468607208	0.2262822912	1.084369769	-0.6919257883	1.077996246	2.500635542	-0.4780711932	-2.739313975	4.828033396	-0.4708273162	-1.047458639	0.8784944043	0.5708566558	1.62473181	-0.9661991072	0.3247798132	1.016514449	-1.750835507	1.795051436	1.254777784	2.001969689	-0.3569477121	-0.03464560472	-0.03470805203	-0.4222949946	0.2631566416	1.515346473	0.7998166916	0.836432702	1.60067749	0.3066048528	-1.266371916	1.985782498	1.067595859	-1.347342809	-0.5163363862
0.1311293462	-0.8412353042	1.092027302	-1.025852772	0.1459068174	-1.792615084	-0.5953005299	1.564654205	0.5631746672	-0.9298865937	1.046907058	0.6454368767	-0.769927963	-0.2531590593	1.355520086	0.895367516	-0.3054340768	1.544391077	-0.5008641989	0.02231992545	-1.204756484	-0.2074451178	0.3545719195	1.367611304	0.6371913001	1.298728474	0.2837868201	-1.178949351	0.5758931742	-0.4945315208	1.78855365	-0.9785717282	0.2703816159	0.2797850627	1.668347168	1.225896793	-1.250654976	-1.786174709	-0.9501142381	1.539924405	0.6043965665	1.728125908	-0.1006133629	0.5920654964	-0.2711882586	-0.02271496691	-1.744412962	-0.09877222276	-0.5849578651	0.5109259666	-0.2120555676	-1.25204809	0.406467534	0.5766237922	-1.012426483	0.5817846626	-0.211152074	-0.3078837227	0.4624263091	-0.8308269029	0.5350157243	-1.108393245	0.8964068918	1.048817971	-0.04754090683	0.5057801834	-0.4074097028	0.8672527753	-1.728604632	-0.7020867005	-0.8753580622	0.5478860758	-1.473859633	0.8327160212	0.8087413207	2.321108241	0.331520034	-1.26781525	1.08359746	0.6950479759	-0.5406348146	0.09299532838	-1.343262753
1.217897975	0.7588198474	2.097964768	-1.407069311	0.1355622068	-1.144631889	-0.2201885575	0.1027660648	-0.4871678311	-0.4851228307	0.8983307575	-0.6765021272	0.7311797805	0.1143907181	0.6074539482	0.4802333486	0.6098741463	0.82972152	-0.54719424	0.7611663576	-0.1412357582	-1.192541856	-0.7463417358	0.222327833	0.5152822196	0.6088919771	1.465006193	-0.5298192905	0.01639288204	0.2202926912	0.01201951803	-0.6754315061	-0.8220258471	1.006881381	1.575691359	0.2208681966	-0.6358360601	-0.5429686883	-1.301699469	0.325748519	0.4874159825	0.6707183877	-1.552309424	-0.1916930895	0.4920719643	-0.3817016755	-0.6197459982	0.4696915836	-0.4680137156	-1.092767748	-0.789369892	-1.311862338	0.3450375066	2.328935834	-1.444748449	-1.478191361	-0.1571831332	-0.3412913491	0.8390922271	0.4665407565	0.4231184502	1.005361311	-0.01597707808	1.155794411	0.9846171267	-0.1496240645	-0.1770114908	1.195745226	-1.311066078	-1.098658376	-1.033620019	0.5188905921	-0.5341549566	0.6227731994	-0.07386375854	2.855216744	-0.211090007	-0.6562378977	0.3047182522	1.368809067	-1.749771859	1.297506666	-1.658587954
0.4459627019	0.8558156479	-1.266687346	-0.8513596105	-0.1641143315	-1.17154992	-0.367641131	-1.310815584	0.2078719835	-0.7567848032	0.6123891206	-0.7370752178	-0.06954622217	-0.1296489016	0.6373462799	-0.06714262907	0.2955546369	-0.2317288549	-0.5566962447	-1.106809356	0.4206367118	-0.4595987974	0.2979598504	-0.1941693433	-1.271709624	0.7217293062	1.908942656	0.7192910921	0.08860052532	-0.300760091	-0.8579675964	-0.1388640626	0.6503024782	1.771993028	0.793797744	1.254949729	-1.2420874	0.02782840674	-0.09761966719	-0.9738968244	-0.7282883941	1.580840077	-1.449709718	0.7008467125	1.100577184	-0.4286377653	-0.0007001111333	-0.9017875301	-0.9268787801	-0.8577280965	-0.1578743979	-1.546216469	0.09022046433	0.787903538	-0.4555530164	-1.587699223	0.04742906125	-0.3909610766	0.7679720966	-0.1460243195	0.4032337355	-0.5771248805	-0.904356056	1.824622922	1.102289349	-0.08423898078	1.093160739	2.100269963	-0.8230979001	-0.5095234889	-0.6136800587	-0.6224155456	-1.513573524	1.081324715	-0.3007890881	0.3599163219	0.8495274701	-0.6898458959	0.4357320827	0.4548224636	-0.768811921	2.42835067	-1.604997735
0.1402883012	1.672458948	-0.9576811561	-0.3124975914	-0.1473494505	-0.8993408971	0.2153579361	0.03194438006	0.159282137	0.4931587034	0.7546364445	0.8004389184	-0.6701168691	-0.938844235	0.8403015288	-0.3401516607	-0.1100984913	-0.1645935356	0.4392550499	1.058788588	0.464694164	-0.3205904526	-0.163512615	-0.02392164988	-0.8929110369	0.6719554739	2.000284159	1.439792327	-0.9835081791	-0.2079868601	0.0633881836	0.3346131281	0.5202600712	0.6688245414	0.01024537361	-0.1111082756	-1.492000715	0.5308487085	-0.4509628767	1.189796787	0.1420320288	1.225853979	-1.409458583	-0.2831374535	2.392980818	-0.8528952301	0.05670778379	0.07993296507	-0.7913572226	0.9023848085	-0.8463140388	0.7576052031	-1.293625385	1.37600395	-0.03364411222	-0.9708351579	-0.1519561491	-0.2944921293	-0.2541497213	-1.011957639	0.6002662937	0.1860268224	-0.6628085234	0.9290212108	1.025169026	-1.0666984	-1.133842708	0.9027929245	-1.117932518	-0.6257634865	-0.2563912	-2.075970016	-1.023564042	-0.2027982348	-1.122256999	0.4180035009	0.2942175503	-0.05413195144	-1.172372338	0.1788421394	-0.2259640109	1.825205013	-1.048168429
-0.6637515066	1.018729937	-0.9790518009	-0.9511771139	0.1858032447	-0.7057673603	0.0892677213	0.1513832683	-0.3343312728	1.892091035	0.3870528537	0.1924990181	0.838939835	0.5765415253	1.098794981	-0.8685870926	0.5532874357	0.2166924303	0.4034264365	1.597231362	-0.3287328446	-0.5804613802	-0.9006317737	-0.6358593171	1.094470043	-0.1418160554	1.969527264	0.422263599	-1.025077618	-0.1176970513	-0.5063077905	0.8725063929	-0.7371168124	-0.2722946085	-0.6620024984	-0.8242553514	0.3838963089	1.030058954	-0.9087426755	1.214000485	-0.3781763776	-0.3378230671	-0.7860888939	-1.786213938	2.907746038	0.6240759789	-0.377318731	0.1198389392	0.6099228763	1.285124676	-0.6899077389	0.0830062497	0.3223109618	1.850276976	-0.7703883873	0.9813923002	0.5715871582	0.6412193872	0.3623713173	-0.9726660635	1.865716216	-0.06750291377	0.09550404318	0.9259466831	0.6959097078	-1.656915714	0.5303724734	0.6262813114	-0.4662432707	-0.009323582539	1.240387893	-1.082277259	-0.3325741128	0.3740465536	-0.3544299326	2.133974725	-0.05006162656	0.7673574639	-1.64778318	-0.9453087538	1.188575174	2.354611539	-0.5576904313
-1.326615603	-1.71050907	-1.349197787	-0.373251826	0.3442300381	-0.5681140357	-0.2838980055	0.1464418255	0.2764581616	0.2470168428	-0.5946082176	0.2692529013	1.108074815	2.278538995	1.172399477	-0.6958383627	0.2896019498	-1.511091567	0.3450720318	-0.3887733138	0.9769508484	-0.6788584679	0.08714758489	0.5245437102	0.1249314717	-0.4303947086	1.269366939	-1.169849036	0.6766218111	-0.02776711677	-0.5474637151	0.2853292042	0.1064215967	-0.777407334	-1.30669487	-0.3485981441	0.3469431012	0.5692823856	-0.4661720286	-0.1827097906	-0.2473261806	0.4635720569	-0.3060844866	-0.514691985	2.011106793	0.5876567493	0.0916833652	0.3611484633	1.037371277	1.503818884	-0.698831121	0.5603948648	1.11625528	1.151712563	-1.066092652	1.938860294	0.635905519	-0.1695986697	0.7141162977	0.1263035553	0.4597620722	-0.3454151695	0.2732131093	1.397593682	-0.4070393749	-0.4515621955	0.3078586867	1.443983478	-0.05648721328	0.2282154424	2.492816569	1.195635236	1.985629965	1.028646829	0.1084899708	1.436319908	0.6361202922	0.8508699044	-1.282386973	0.1007017344	2.269414153	2.204798829	-0.3971207259
-1.180393333	-1.720526173	-0.7951703042	-1.425075372	0.3632296452	-1.807264494	-0.9578976238	1.099462571	-0.05600012991	-0.4566484953	-0.957857441	-1.397973295	1.395342691	1.577109738	1.879264743	2.017261762	-0.7773997904	0.7785140599	-0.8544149368	-0.3666488143	-1.364274555	-0.41949622	0.1135021074	-0.02214709331	-0.4910999179	0.9971678683	0.8944612646	-0.6556849986	1.591980008	-0.6545405049	-0.9416903567	-0.4624648551	0.7113568425	0.6970432435	0.1752961134	0.8214756702	-0.7443127291	0.8792576367	-0.85181722	0.2625608417	0.6913445679	0.6444136788	-0.2990413353	-0.8007752614	0.8300692251	-0.08835880268	0.4176108314	1.063681023	0.864664756	1.816684888	2.730345624	1.569878872	1.441738211	1.63513558	0.2811120514	-0.5878628348	0.2565931463	-0.1764083495	1.125743541	1.276571031	-0.3152359171	-0.9391142989	0.04462790423	1.666319527	-0.9213557283	2.152924276	-1.712999721	1.168175112	-1.017105958	0.3483411727	3.184280046	3.370519535	2.078030781	2.813399443	0.7093324837	4.028525485	0.3414797334	1.282057175	1.012720561	0.7670682535	0.02466651151	2.391387759	-0.6240245628
1.208036422	0.3597617629	2.491080963	-1.089155598	0.09386534921	-2.085572085	-0.9863868298	-0.2764618185	-0.4984996173	-0.2185518087	0.9454558319	-0.6115171538	0.07892447993	-0.7523442808	0.6780051459	1.93342791	0.9612837781	0.9829767066	-1.093216197	1.102447751	0.484937182	-0.9528073382	-0.923726193	0.9347968919	0.2076249713	0.4506623428	-0.5574663787	0.4335100964	0.1343622416	0.914655198	0.799971074	-0.4943291803	0.1191051281	1.393754814	0.6126979642	-1.878774424	-0.6759985511	1.679865677	-1.189475097	1.571355058	0.5527574145	1.217308066	-0.1539754371	-0.0316151123	-0.3153540971	-0.8600869427	0.4202726884	1.257730192	0.8023088397	0.03363325131	-0.6562808902	-0.6138045504	0.1268043738	0.7863687885	0.3695559669	-2.141513763	0.2720230241	0.1070432434	0.5856345577	1.443372512	0.1071869235	1.171810325	-1.315802381	0.6415220794	-0.6982611758	0.432288984	1.694885221	1.212571923	-0.9893835227	0.04646218183	-0.3702988068	0.3892337205	-0.3742561088	1.060651255	-1.595533653	3.122026894	-1.364395367	-0.09100144151	0.1811567244	-0.03872522714	-1.225023742	-0.9217409966	-1.778741417
