melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095
-0.1629658028	-0.99176169	-0.006416540387	-0.09974562964	-1.051864725	0.7915441717	0.2409715031	0.1926775596	-0.2695027823	0.7101359461	0.1333326077	-1.24086666	0.670378372	0.2941301941	-0.6490616482	0.2071310856	-0.01606458756	-0.4606338465	0.8378498567	0.4751039451	-0.4055735415	0.7399724094	-0.4165782544	-1.423116314	-1.994855337	1.674597593	0.3943760632	0.4290798348	-0.307708553	-2.165132902	-0.9607996241	-0.8918101924	0.2280998244	-0.8856748412	0.1540312421	0.4887144651	-0.252117967	1.189089224	-1.453273946	-0.3447850432	-0.9517049238	-0.6119856928	0.2533584133	0.0715984519	0.4123606035	-0.2471794894	-0.9127534042	-0.2270591539	1.735786013	-0.9182019894	-0.3332588078	-0.7655637429	-0.8380213643	0.1834802425	-1.36125038	-1.778861005	1.234190438	0.6033894179	0.09414184633	-0.1066961606	0.448171766	-0.4363158387	0.1533213199	-0.9222551625	0.05453643764	-1.736038145	0.9624634071	0.8708908217	0.7726761961	0.5473151836	-0.8751761408	0.1504549895	1.294885983	-1.92884636	1.217644087	-0.677158751	-2.052726889	0.5688402485	-0.4517129513	-0.263006806	-0.6068505416	0.6279976765	0.1644059122	-0.5792146559	-0.9333663315	-1.870604189	0.5438677221	2.204015572	0.8141574904	-2.093790322	-1.090056569	1.062193505	-0.9156015626	0.3767220414	-0.4685096409	-0.5928353469
-0.0870307359	-0.5255657208	-0.235219061	-0.3722077028	-0.6209926271	-0.6962514852	-0.3738365954	-0.03244878968	-1.142124277	0.03025372073	0.3805760221	0.124941495	0.5584372116	0.1578576804	1.518454975	-0.2828510662	-0.1947684512	0.3556066294	0.45155388	0.1478072596	0.1212407024	0.7532325289	-0.1128429907	-0.1915622646	-2.487372992	0.7389359346	-1.077799598	0.507904946	0.2068401919	1.339407218	-0.8060655898	-0.2728759744	0.5221978023	-0.5799848705	-0.08825240797	-0.1372555018	0.4173699793	0.3297242835	0.4028461966	0.4178317358	-1.12132898	-0.5518842391	0.589230896	-0.7023669431	-0.1002164287	-1.284030939	0.4669708132	0.4968021778	0.6882919631	-0.2321962861	0.04347087144	-0.005712479736	-0.007963675189	-0.4484726841	-0.2573935613	-0.6161901797	0.2621109751	0.216700852	0.4598389208	0.7277068896	-0.5630403339	-0.08611638462	0.2063941541	-1.316136733	0.02773167118	-0.6548065113	-0.2334779639	-0.004187073038	-0.698342461	0.5086724572	0.005057139402	0.3074111177	1.298084762	-0.839530646	0.6112861634	-0.4294331035	-0.9842736009	0.8946635135	-0.2511596512	0.002088009603	-0.2787108657	0.1124785223	-0.1984073072	-0.1633317806	0.1667859053	0.2993570385	-0.2107196314	2.492831862	-0.03606441222	-1.047460221	0.1779198675	0.09423121352	-0.6321171035	0.09513857256	-0.4337351112	0.9844302345
-0.1429327206	-0.6293151084	-0.3143834373	-0.1811315277	0.3678737894	-0.2475950985	-0.3449483431	0.118957321	-0.8338475229	0.08095642822	0.4309501154	0.7811878442	0.1618627822	0.0395239255	1.197102718	0.3681761621	0.2631060561	-0.7115250526	-0.2103033829	0.5996922469	0.1855435095	-1.2944657	0.4151241281	0.9283611992	-0.5766002088	-0.3462299823	-0.7148078727	0.07572384199	-0.2426017335	0.6608622918	1.153032779	0.08303769208	0.5317652511	-0.2001130126	1.275930695	1.352703415	-0.4131502655	0.0201393357	0.2656486476	0.5499135805	-0.6818128825	0.179496984	0.3181038024	0.1112285757	0.1102736617	0.1684815837	0.4920219261	1.167033084	0.4666116037	1.329110642	-0.4887596111	-0.05029373365	0.4942631572	-0.4568222167	0.7098187762	0.8020584664	-0.6052177498	-0.1962369286	-0.4516199025	0.3801976418	0.03229550749	0.2148801953	-0.3518167395	1.048216929	0.4325751034	0.4095801769	-0.506711605	0.2819691157	1.186337237	-0.562939398	0.2149988846	0.7117979183	0.05612299469	0.683632722	1.076636995	-0.3624435452	0.513940452	0.5445758169	0.029689121	0.007853497339	0.08812080287	-0.8179826172	0.3282108215	0.6280764521	0.3697211874	-0.8343361434	0.5848348887	2.20102634	-0.4401904431	0.062274142	0.4607455345	0.3315401094	0.4451614868	0.6131459426	-0.7699209431	1.736393375
-0.2340304699	-0.6389003985	-0.09092168628	-0.3389757196	0.9718073509	-0.05249850767	-0.05947029933	0.2923095855	0.7766002239	-0.00741884629	0.2883717688	-1.521543159	0.0300997888	0.193989939	-0.9857148983	-0.4125872337	-0.4006234725	-0.05271631903	-0.4986285672	-0.05404522685	0.1295905418	-0.428389068	0.9989884246	-0.1557835494	0.574564418	0.09866715589	-0.7386051918	-0.4292726	-0.7099462484	-0.5589107807	0.5396039829	-0.6383639167	-0.2639131686	0.7335511946	1.168169271	0.5926028812	-0.5482357349	-0.09518296804	0.5271814646	-0.1045614523	-0.5321867443	0.7699120856	-0.3452948872	0.2503474747	0.04605383624	2.067853776	-1.60862392	0.6193113849	0.4549853374	1.850234624	0.9020845291	0.019523483	0.4793377176	0.3675353909	-0.1437907894	1.28696429	-0.1043767513	0.2425440319	0.1839980117	0.3151392525	0.7203164065	0.1051618697	-1.031115275	0.1474514613	0.3239654543	0.4816895396	0.5560702013	0.6034965186	1.445044654	0.5650565925	0.2875595672	0.3059667876	0.01636867135	1.464316728	2.145751754	-0.7992598514	0.4772289237	1.471829872	-0.006972724879	-0.7261912967	0.1723206438	-0.02246340997	-0.2964434873	0.3980873395	-0.06326332176	-0.1796327705	0.05592340063	1.481438355	0.5464245906	0.6807338224	-0.9644153702	0.6627224435	-0.6230773038	1.06461974	-0.7100033316	-0.7595014844
0.2042722243	-0.1692323621	-0.3236459386	-0.260920342	-0.8862296309	-0.8416279746	-0.4249423162	0.03323188086	0.5355258858	-0.5210088073	0.2489419192	-0.5951718091	0.3986678305	0.01229297256	0.4029654612	-0.1165416555	0.04512379283	0.2414501488	-0.8238681998	-0.1481329519	0.3955034759	1.154386928	1.25623017	0.536901703	0.6284942432	0.004582885241	-1.308823712	-0.4547372978	0.6177473951	-0.2311760394	0.1189327393	-0.05288517622	1.229547741	0.2936259311	-0.1993576355	-0.1771387415	2.120433434	-0.9559657462	0.9045004022	-0.8736867027	-0.07927438814	0.01554877802	0.7356702569	-1.177784792	-0.7576389283	0.6967508728	0.1487059558	0.4863631795	-0.9871636997	1.658307513	0.4532639699	0.09758616306	0.5879127057	-0.7880213322	0.1480830313	0.7901645311	-0.4006257287	-0.2149491409	-0.6599550166	0.1316455672	-0.3313088479	0.1021292219	1.840697085	-0.6141185386	-0.4075312399	1.254359568	-0.9046664491	-0.1707149727	-1.333600624	0.04786576503	1.677201455	-0.3653110317	0.4274774545	1.245099014	0.1849896283	1.16538355	-0.236338942	1.266972345	0.7110719514	-1.033174675	-0.2340733481	0.4801905904	-1.288124511	-0.192098269	-0.3088897415	0.3103123802	1.456298428	1.996954648	-0.107434397	1.249867547	0.1440868448	-0.4774688139	-1.38794939	-0.03539803586	-1.883765584	0.1489513512
0.1081618943	-0.4123939803	-0.2392706132	0.08634151718	-0.6056778987	-0.2381958757	-0.1127857869	0.3347168472	-1.234014341	0.1768354406	0.1882748994	-0.01396167834	0.5952302156	-0.08127030778	0.9346429973	0.8708174571	1.001496227	-0.6649538934	-0.2079039593	-0.0296539736	0.5551670225	-0.4640898218	0.9331192758	0.8229575023	0.9672751258	-0.6124008181	-0.7202254878	-0.6997944117	0.1842367418	0.860392335	-0.599221417	-0.009166400811	1.192413032	-1.376896797	0.4597579335	-0.1381870134	1.009495778	-0.8409454218	0.9866301064	-0.3055573674	-0.2367584019	-0.5705053755	1.268233833	-0.8881318297	-0.9174768527	0.3843314342	0.3482544836	1.57637736	-1.060789675	1.290658355	0.4776881664	0.5809814083	0.9446077352	-0.6651223379	1.09386056	-0.2606570669	-0.130960622	-0.5259873324	-0.2344818256	0.9464172067	-0.8686238627	0.5612373461	-0.3029388056	0.5348929299	0.3288702521	1.684729798	-0.4953085742	-0.1374317563	-1.077360708	-0.1360219553	1.996763688	-0.3880850187	0.5054475477	1.046052366	-0.04944079541	-0.2176400023	0.7246173928	1.467794534	0.7932916109	-0.9000835692	-0.4823776668	-0.9786990077	0.1077444023	-0.06708073817	0.2673315231	0.8090670166	0.6607607628	1.907041631	-0.4096178671	1.634681526	-0.141474276	0.06262805808	-0.8564297624	0.3601189715	-1.496191869	2.054143997
-0.1828024474	-0.4638117505	0.09003457121	-0.005157190811	-0.3170650962	0.4492199154	0.3097148515	0.2467193126	-1.144167131	1.092429535	0.11658272	0.4986964919	-0.03634295306	0.3018963904	-0.71825472	0.4898485018	0.1637329462	-0.5655223867	0.2214523907	0.3368645856	0.5734545136	-1.752053467	0.4604203301	-1.225481855	1.37143333	-0.3627443925	-0.3162838175	-0.4067303513	-0.756178199	-1.814575257	-0.09547109625	-0.1904532406	-0.1263147192	0.4844238095	1.409692622	0.9184019132	-1.432062825	-0.468107554	0.005020665562	0.3071789897	-0.6300221151	-0.2400427951	0.8123051036	0.2428320939	-0.5150300207	1.38913928	-1.801455594	0.6107418227	-0.6235876032	0.6863743351	-1.183323136	0.6825333588	0.6835708152	-0.04252204553	-0.1431710896	-0.3355368789	0.2649155376	-0.2682188191	0.2631462519	1.108673365	-0.1602199351	-0.0008925029532	-2.101723049	0.460673252	0.6704010401	1.22343513	0.1662326632	0.01783018859	1.627714193	0.8600488408	0.3300146985	0.7113553207	0.05578639225	1.506963431	0.9592373707	0.3255559578	-0.01174768224	1.261218323	0.3811594632	-0.3691874019	0.2703692198	-0.9188399825	0.3485650099	0.9613809988	0.3267265532	-0.5245684907	0.2447029063	1.742337419	0.7104853023	2.07565192	-1.004835748	1.07481584	0.4126859892	0.651037274	-1.336079188	0.5826437265
-0.2540302572	-0.4732330465	0.598847252	-0.3431253282	0.62184403	-0.358607981	0.1471793	-0.0208415989	1.731438406	0.4824977543	0.3011925508	-0.9208282217	-0.001494030651	-0.1136410887	-0.9395098764	-0.4612491411	-1.076871336	0.4560702423	0.5241873016	0.4775017945	-0.3645101884	0.4887385992	0.8192275414	-0.6013283071	0.7357510482	1.238844714	-0.3066216899	0.4026716294	-0.5904135602	-0.27206489	-0.620882396	-0.9591795373	0.1431510109	1.35754973	0.3605897384	-0.5246325728	0.1557965962	0.2874460999	-0.5324693188	-0.2504926708	-0.7896757022	-0.4803963046	-1.295970832	0.7736954687	-0.4045005622	1.840644967	0.09114313943	-1.246771765	-0.3911762743	0.9661208662	-1.052758201	0.9635601699	-0.4057581615	-0.4594593656	-0.5841091237	-0.5550522286	0.7935798878	-0.09370232608	-0.4782475366	0.5811525425	1.542724113	0.4066068918	-1.066654218	-0.4555279545	-0.4076818871	0.003012179671	0.8275688558	-0.05419887945	0.8861879973	0.4510054845	0.4511057542	0.3038761532	0.7059617721	1.16730826	0.5012327513	-1.015510874	0.4148963528	0.6234187526	0.7839672592	-0.8273775867	-0.03225639511	0.9635689226	-0.8883519256	0.6677564071	0.0005214647834	-0.2862072641	0.4650975637	0.9916212109	2.468613825	2.6862281	-0.6162095839	-0.7121960202	-0.1650759361	0.04019681252	-1.216851443	-0.2413204736
0.01768576636	-0.4630621039	-0.02692781683	-0.631399165	-0.8328472101	-1.412901322	-0.512261143	-0.2330353412	-0.1612848896	-0.4428072464	0.4849269951	0.1525571838	0.3704835585	0.05833562334	0.7266727729	-0.3104922466	-0.7223822383	0.2525224794	-0.1558775147	-0.0681609852	0.01516871426	1.485489798	1.363176374	-0.003797055293	1.110329381	0.3228874478	-1.663079645	-0.2916635091	0.7326617297	1.576146184	0.3078643023	-0.5779231269	0.8596620996	-0.3348158812	-0.3273797662	-0.2500105341	2.281683845	0.551938114	1.481207934	-1.054393708	-0.6029386737	-1.361151575	0.3072738883	0.7799848438	-0.4088964578	0.2968698983	1.423689075	-1.580354384	-0.1794574109	1.497545521	0.458901127	0.9426922961	0.4368616266	-0.2090813709	0.5732483765	-1.228411192	-0.5951301108	-0.629783971	-1.189233189	0.5805925499	-0.6049749611	1.343044296	0.9578714652	-0.326606362	-0.392396499	0.2610767499	-0.2679326181	-0.2456205706	-1.728698105	-0.9415742483	0.6107143537	-0.604875507	0.7879582734	0.2943052185	-0.5531149513	1.242121185	0.1648927888	-0.7291627881	2.15165207	-0.905104455	-0.2678303627	0.3289383905	-0.8733443437	0.3288533343	0.05781229892	1.509926823	0.4987632496	0.9183955268	0.6313914487	1.980016576	0.04973518098	-1.187030752	-0.6001532708	-0.1988437498	-0.6468481687	-0.2627283509
0.09586851794	-0.4499724563	-0.8070895977	-0.1794121166	-0.3144929656	-0.706064379	-0.201391682	0.04277910654	-1.266727576	-0.5052747091	0.1412393677	0.7937268137	0.4040785518	0.3049134205	0.8948787201	0.6169373253	0.3093143461	-1.118899741	-0.7845395237	0.1116168199	0.3187730496	-1.316219995	1.385614038	1.378652768	2.12269669	-1.110148135	-1.216270305	-0.9473311706	0.513598803	0.8552253789	0.03939149501	-0.2059741011	1.058169925	-0.7618858639	0.504256536	0.6637459901	0.004224764111	0.5391608181	1.322368071	-0.5972846414	-0.4249153343	-1.622360364	1.474089976	1.712299506	-0.2526995493	-0.2624306103	1.17982898	-1.457173521	-0.03745159496	2.146955369	0.5273897476	0.852753413	1.0354575	0.2251427734	1.654263209	-1.620931172	-1.226852829	-0.6076542466	-0.5579921399	0.6227374101	-0.238488115	2.153226256	-0.01163251934	0.7804586515	0.2327627572	0.3979894124	0.2812710105	-0.2391368496	-1.106355059	-1.851542498	0.8291290079	-0.7898253886	0.2181938614	-0.5790045691	-0.02140186172	0.3251319031	-0.03207129511	-1.751781268	2.786021857	-0.08682288268	-0.119808665	-0.8135471068	0.373585886	-0.3209712191	0.338601258	-0.1449874886	-0.7419350512	0.9987197923	0.01488157575	1.264651425	-0.1577108688	-0.5506583133	-0.8943719645	0.03733734507	0.2690165661	1.121531543
