melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135
1.152349589	1.008673785	0.04721259509	-0.2290385704	0.03500412766	-0.2373208746	-1.143399323	-0.3778442773	0.7505309828	-0.3251530197	0.1231826109	0.6028236401	-0.5666217386	0.5940403939	-0.5770354188	0.309295957	-0.7340347111	1.149840588	-1.818312159	-0.1148583019	0.7305181739	-1.187712969	0.08611594388	1.045253029	-0.1697030324	1.013516936	1.361043234	1.609625465	0.6765044367	-0.5823350597	0.8652837183	-0.2561292963	0.4933386547	0.3793953784	0.8382742065	-0.2890916808	-0.1776549285	0.3048689471	-0.5515007207	-0.6505549125	0.4603060832	-0.4921469966	-0.09486075675	-0.8294002935	-0.7463657628	0.7360062324	1.413385142	-0.1276948744	0.4913857035	0.5503813474	0.003517357101	-1.518195346	1.219924099	-0.4184967935	0.5143806838	-1.188582355	-0.5492058953	0.3190861886	-0.3690290288	1.524966852	0.5661394295	2.093871728	-0.281324865	-0.8573892444	-0.4077631842	0.923525538	-1.434383391	-0.7670380058	1.125158942	1.577738274	0.6921952205	1.016969476	-1.261647619	0.72879456	-1.127043388	0.9634160774	-1.87646579	-0.2391480085	-0.3684924916	0.4424488002	-0.661919682	0.1147456284	-0.02156437868	0.9048492493	0.5366554911	-0.2381092846	-0.7620677477	1.221952729	1.480366935	0.709253225	0.3877093837	-1.640273939	-1.275500082	0.4318820496	-2.560933876	-0.1675493524	-0.1147711753	0.3841919832	-1.041763328	0.7495814006	0.316739205	-0.5172035065	-0.2241366401	0.494208815	1.56132834	-0.2555897337	-0.6075950618	-1.843301762	1.128686879	-1.674154244	-0.03147488825	0.6202590572	-0.6336335421	-0.7855335436	0.05187627777	0.001716125679	0.9875775944	0.4920995059	0.118578211	-1.020806846	1.017015075	-0.7899102297	0.4334320028	-1.201595084	-2.672679569	0.399798236	1.206201936	1.896369553	0.7411189156	0.6798288342	0.02110171993	1.176566083	-0.01280906831	0.2638728331	-0.03993193599	-0.03981120593
0.819449758	1.003688336	-0.67683749	0.3891337272	-1.137218816	0.4169639793	-0.8272839576	0.6530872683	-0.8770962617	0.4115787656	0.4882834777	-0.9366062385	-1.128932653	1.949522729	-1.042727087	0.6475393473	-0.4652678107	0.8163987671	-1.119120595	-0.5564921109	-0.013189566	-0.08033691936	-0.5061507755	-0.435300784	-0.3619882536	0.3374755562	-0.1606346934	-0.5329907033	0.1014579778	0.7305536757	0.7606942273	-0.3068423316	1.330679302	0.8019086233	0.3096254476	-1.658060227	0.3321106427	0.6042431176	-0.1312207729	0.1456070936	-0.2417358628	0.2252199476	0.04956885439	0.4219053009	1.704907781	0.0391779844	1.408568643	-0.1624882052	-1.065128854	-0.7468287576	-0.8538665191	0.9242600379	0.5952275985	-0.9445127013	-0.9998282069	0.4202423528	1.315577275	-0.7764404152	-0.01495575256	1.143174144	-0.5773713936	0.04221094276	2.243311693	0.05545428404	0.5548013371	0.6406430551	-1.714588478	1.397701148	0.7513131786	1.133690705	0.004908258967	-0.5303206468	-0.2154411551	0.1681789748	0.3272971706	0.4265004301	-1.732143567	-1.059528761	0.1446528689	0.5292751328	0.8623613388	0.6017090588	-1.093122849	0.3133809423	-0.2491300254	0.33843617	0.2249368922	0.575950871	0.460560767	0.8806574416	-0.1006040926	0.5410443708	-1.553101083	-0.7156250356	-1.89816455	0.5998851565	-0.3604820847	-0.08904406317	-1.769138944	0.3969506419	0.4290719132	0.8538355458	0.4529820545	-0.1920040879	1.808934977	-0.01340732458	-1.584552776	-0.3721798695	0.9960491071	-1.748705616	-0.4982597392	-1.177499225	-0.588165711	-0.2552124192	1.135182006	-0.5606816122	0.4250092897	0.9367891555	0.6212135069	0.07376835289	-0.1862647253	-1.142035135	-0.07557990208	-1.03364765	-2.267579413	1.633343158	-1.033854279	1.440873348	0.824267847	-0.5169261947	0.8803617789	1.262469882	-0.008710981038	0.5926045654	0.2608916081	-0.7973635876
-0.8134316548	-0.1665967791	-0.8578513944	-0.6226302027	-0.0284648016	1.303593026	0.3094847337	-0.7608366304	-0.5863743812	1.560533596	-0.3756400179	0.8460837819	0.825979409	1.022582008	2.708878791	-0.2656871906	1.353114691	-0.5584133131	-0.214380235	1.238862988	-0.01421130544	-0.1533627653	-1.453272938	-0.3849168819	0.5743011613	-1.232286733	-0.8841022887	0.3889158346	0.0004493156926	0.6795293449	0.6781170748	0.5544351399	-0.9519526693	0.5928704699	0.6706909273	1.075832722	-0.1744487237	-0.07010747248	-0.07181925711	1.563720091	-1.137489012	0.1840213505	-0.1247452635	-1.452956909	-0.8852002529	-1.557199332	0.9206589642	-0.8815548706	-0.4625803239	-1.224111632	0.4316979742	0.5776348776	-0.4533039599	0.7564641423	-1.113923358	1.170992771	-0.4950731363	0.1516539708	-0.121213561	0.2166405466	-0.4936823093	0.306283648	-0.7795797498	0.9599493954	-1.401914784	-0.8751126475	-1.461188929	2.64423432	0.4917905422	-0.1968529643	-1.798901409	0.1076509334	1.556691334	0.9461661104	1.975412569	-0.3266379954	-0.8124783746	0.5798490082	0.7914272344	-0.4549964552	0.8315898741	1.7089347	-0.5218398091	-1.075542901	-1.569437274	1.289775221	-0.9651065989	0.311112228	0.6775765302	0.354842059	0.3722551766	-1.003077222	1.303292854	-0.1876331134	-0.8609678461	0.5149027949	-0.4213424502	-0.2379017407	0.2136681613	0.2967958843	0.3094735168	1.563325369	-0.298073403	-0.9528892461	0.1838280969	-0.6191466081	-1.872225958	-2.947974631	0.30119927	-1.069412492	-0.5698365706	-0.4433020488	0.196271678	0.4283023498	0.9437748012	0.6894562515	-0.8216724398	0.8384037499	-2.606748943	0.1725722411	0.5150780849	-1.350594056	-0.4342156752	-1.384281153	-1.384927535	-0.9652602471	0.2910329831	0.8498372709	0.3667892134	-0.7748102419	1.748567232	-1.044066057	-0.8040413039	-0.3551374967	-0.1051818982	0.7458509933
0.3975100369	0.3550651181	0.1104882321	-0.2688869547	0.2190346634	-0.196028881	-0.5851103552	-0.2029593783	0.47210239	0.1138091519	-0.01159137662	0.02573729452	-0.4234771599	0.5156673514	-0.3024016307	0.4974092832	-0.3326573792	0.9615992384	-1.392586361	-0.1196284629	0.7473047099	-0.5620258094	-0.6901695315	0.2731721037	0.2048649748	0.48695705	0.9670259977	0.03342664561	0.06811661324	-0.8558991253	0.2434596101	-0.5310362433	-0.8505157357	0.2663315592	1.006080311	-0.08132063159	-0.4859366874	0.1175208152	-0.5876902662	-0.1243932953	-0.7974289479	-0.3469679361	0.1440699377	-1.187100838	-0.8486950498	0.473978027	1.132622037	-0.8957717348	-0.9803296044	-0.2984093712	-0.315810203	-0.8987132251	-0.3422682778	0.1245245866	-0.7501928884	-1.061259498	0.4198008216	0.8466593833	-0.9048925938	1.030111505	0.4397371986	1.480077036	0.4732427125	-1.448777478	-1.531302823	-0.4507062257	-1.326389786	-0.4758336223	0.7089064096	0.8245988383	-0.1932399046	-0.1620576922	-0.03350206428	1.344385324	-0.5788070648	0.04069155195	-0.05834770756	-0.6059563189	-0.2645105968	0.109699209	-1.230677119	0.6089006575	0.7427718379	-0.491418933	-0.2029354497	-1.086959424	-1.549978488	1.956788741	-0.07169520888	0.5537203609	-0.4659522413	-1.548977979	0.6175495869	1.113167785	-0.4130428169	0.5277264442	-0.9130930873	-1.040269466	0.828601166	0.7964193616	0.9196901388	0.5082811345	-0.9184190413	0.2209252312	-0.3873280956	-0.8582703801	1.142630375	-2.44820207	0.9005886992	-1.0840836	0.6587738785	1.152441723	-0.9346650174	0.03316505666	-0.9514659286	0.3841700333	-1.425509816	-0.2808955399	-1.046448647	-0.9754967281	1.114252541	-1.613084745	-0.2590220278	-0.1801221315	-0.02912669049	-0.154246802	2.004879251	1.246402709	-0.5174599103	0.4678241288	1.27900205	-0.3108067017	-0.6508826404	-0.1346310116	-0.4656572869	1.338412746
0.4775369926	-0.448512987	0.1024114144	0.1504462841	0.3821931586	-0.2558809536	-0.9214151972	0.776004386	0.6542395987	-0.2957670939	-0.5255794543	-0.4587908619	-0.2581691121	1.06902671	-0.1547554985	-0.228435219	-1.121835638	0.8707444354	-2.007453492	-0.1906655264	0.2174826533	-0.4705999321	0.08351943744	0.1555580742	-0.6968035829	0.501151435	0.7973222953	-1.05914272	-0.01296730994	-0.4573277034	0.09628833046	-0.5319634581	-0.7443250976	-0.4969697032	0.2456894362	1.579920608	0.07186663802	0.5703851061	-1.653418676	-0.02135938621	-2.365895579	0.376325001	0.543421585	-0.7200012335	-0.6149197737	-0.8234119807	-0.8311713592	0.2316527079	-0.7891071869	-0.7522259689	-0.4526899092	-1.827129887	0.4176573684	-2.162875498	-0.4788490333	0.0491337868	-1.477132861	-1.172093425	-0.4720275792	1.435438011	0.1311634312	0.3277000763	3.172509056	-0.3208050987	-1.111961815	-0.350182103	-1.475282809	-1.20097566	-0.696171107	1.45889578	2.549311241	0.1997718588	0.9050464541	0.9785306003	-1.387871307	-0.2710821171	0.5770952474	-1.16247748	-1.100139555	0.3199469514	0.2343203119	-1.341956194	-0.2186324334	-1.617942963	0.9895826506	-3.239418694	-0.6561281244	2.922035923	-1.152630919	-0.3345394874	-0.1645125181	-1.032300781	-0.394094192	1.901683457	0.6865485399	0.8807386154	0.4038020673	0.6702878737	0.8668076568	0.07171858479	4.273103607	-0.1649960916	-0.6941791869	-0.07089663787	-1.049967187	0.2373303425	-0.175435273	-1.26681512	0.7575429951	-1.091402115	0.7027085646	-0.3619742321	-1.763883966	0.7444214583	-1.197013497	-0.8130571954	-1.620925947	-0.5978189239	-0.2097351485	-0.6841262017	-2.093157525	0.923510021	-0.121969723	2.55648616	2.308916298	0.5435577728	1.344952286	-2.205033001	-1.891784444	1.543822452	-0.02430418464	-0.06675052114	-1.321353546	0.07738821294	-2.626917563	-0.3822982245
0.2046313146	-0.03579382106	0.2199058425	0.5699841452	-0.05398661231	0.2388527092	-0.5941853804	0.4640078461	-0.7610231982	0.01827629281	-0.2579888962	0.7295067027	-0.3100443074	0.21892605	-0.8510057567	0.2540481273	-0.4668993198	1.101497075	-0.5908382274	-1.040779078	0.209900194	-0.5714410956	0.6807285457	0.1056779128	0.3064467229	-0.1176411219	0.9424259048	-0.6030534951	0.1287173798	0.05304836438	1.065035797	0.301836	-0.4841892755	-0.203604075	0.04542288351	0.8897451485	0.347023383	0.2786669177	0.02877823305	-0.5878513638	2.014108118	1.19765978	0.036855547	-0.168824563	-0.2112038948	0.6222610593	-0.01853343518	-0.3093612978	0.2461310187	0.6385740792	0.3404339389	-0.8014957206	0.7693032053	-1.431164915	1.57552738	-0.03928794529	-1.570975281	-0.4926675332	0.5794700763	-0.3714888032	1.266991516	0.5151443052	-1.969718574	2.181524397	0.5023274722	-0.1538258789	-0.5045836659	0.2583712577	-1.091928924	0.08190797207	0.4182765697	0.440536849	0.7321128348	1.309768477	-0.9193922188	0.9364650993	-0.07808138334	-1.068850923	-0.9655085761	-1.120244487	0.1528301006	-2.157262988	0.6663777697	0.3041736555	1.167404246	-1.982804986	1.063285439	1.454981389	2.403270429	-1.213203345	1.325368542	0.6664240241	-1.19825988	-1.328961085	0.8875650303	0.9421980726	1.467271923	1.276157885	-0.3663163149	-0.1650861174	1.129167565	0.915117153	1.852701627	-0.9039726177	1.088003079	0.5730670013	1.354022771	-0.8745836464	-0.138718867	0.5783126077	-1.031365269	-0.475531253	0.05141850678	0.9899655492	0.5047307121	-1.09962453	0.06392957184	0.6155487012	1.259396814	-0.2790919606	0.3404967326	2.067173338	0.5037556899	0.7623142891	1.442486334	-0.1333274241	-0.6554092807	-0.3982471481	1.703032867	1.092534896	-1.528001758	1.657283725	-0.5548863557	1.76614331	0.5128891465	0.7788846014
-0.403782896	0.5879778805	-0.6369910623	-0.3329861453	-1.19610487	0.7932428746	-0.2796476179	0.3656531896	-1.652771553	1.435303938	1.072739372	-0.5732692295	-0.716390066	1.128564259	-0.5008714268	0.8151850172	1.132649515	0.664883953	0.3559425802	1.408837732	0.09120366835	-0.2298034884	-0.2702611368	-1.104825984	0.1132787043	-1.293094907	-0.7130768533	-0.8943870076	-0.6963257536	0.5025062984	1.020357258	0.3252923641	-0.05335598357	0.0680493267	-0.01675603971	-0.01720809085	-0.1122879118	0.4074568527	1.437889358	1.465794416	-0.3939470979	1.874259065	0.01524177061	0.3235742998	0.9388972546	-0.9962623476	1.006740424	-0.2752749755	-0.9111344965	1.185742342	-0.5201709016	0.7478703441	-0.7447498576	0.2727718055	-1.098819412	0.4782117261	0.67493815	0.7291200353	0.3839920715	-0.5334663597	-0.9328366517	-0.2350396602	0.8628867918	1.687051042	-0.1367863773	0.3364417971	0.03796626155	0.1430958096	0.6814264478	0.8482643998	-0.2961889451	0.08578764334	0.8029654229	0.02167781333	0.04843507906	0.9319101295	1.534635664	-0.3964842974	-0.6521534072	-0.7737487831	0.1379628397	0.4959860739	-1.366969994	-0.1365646313	-0.5252355593	0.5951991149	1.79735981	-0.159453519	2.942218816	-0.1471434252	2.692961574	1.218639966	-0.4149298074	-0.8263807306	0.3011718695	0.6524268464	1.318610554	-0.4664239257	1.076154266	-0.09485348999	1.394227761	1.563233897	1.322644028	0.5211291384	1.587245561	0.3995342041	-0.3309101723	-0.1558519857	0.8545389011	0.9089114397	-0.1867139637	-0.9675927108	0.5930819509	1.001108311	2.114434142	-0.05778378894	1.861131777	0.9969264758	0.8028688745	2.016089779	2.437388003	-0.6081020275	0.9339179223	-0.4121145197	0.8182599373	0.006939804988	0.3860504069	0.4772580827	2.403487404	-1.605495249	0.7344114519	1.487420462	1.760779428	1.155765498	0.4163474772	1.30116295
-1.103501561	-1.26268771	-0.09579944431	-0.364848983	0.4150801188	-0.2539712086	0.09265671951	-0.4140261341	0.6620732075	-0.007672708216	-0.5921648402	1.75887423	1.044009159	-0.08378990952	-0.4217805903	0.2031438312	-0.106160293	-1.286608724	0.568034052	0.9869181181	0.3977612812	-0.5241664581	-0.1072070587	0.7592452256	1.562470332	-1.027956223	0.9616703767	1.994427961	0.4103084053	0.05917471452	0.6353963966	0.1406008937	0.6025959079	-0.8494799524	0.6597026691	0.2507771603	-0.6225554453	0.3053496027	-0.01227887777	-0.4310455425	1.492123389	-0.3966695566	-0.32877605	-1.291418906	-0.6583434714	-1.472866275	0.6661785698	-0.7143627132	0.4297485706	1.428393524	0.589682649	0.3386467549	0.7806226706	2.091898065	0.9087938656	0.2745491034	-2.114436705	1.504497916	-0.4531004865	0.4410010946	-0.02744786133	1.40550441	-1.904899538	-0.8858985371	0.3528552073	0.2307571996	-0.9109900491	-0.6788861965	0.96062031	0.385578533	-1.367706257	1.996891176	-0.9923237087	2.388826639	0.6790700581	0.8223596296	0.9553443758	0.2006136386	2.351510962	-1.278567067	-0.4576189057	0.4414237643	-0.40164515	0.7279255381	0.5686443399	0.4024657843	-0.9944569923	-0.1818939061	3.89851131	-1.467746425	1.472794059	-0.203611155	0.5535054829	1.651412768	0.3191598351	-0.5777651723	-0.4748352584	-1.272439987	1.555426526	1.230689457	1.270678975	0.4932658813	0.01260834171	0.6021519856	-0.7003892844	-0.5980340379	-0.2318501426	-1.859602716	1.739548474	1.451957068	-1.132753879	-0.3382768075	1.267743803	-1.662249578	1.330341786	-0.07686941173	0.9317407761	-0.0933299862	0.2531248597	0.7865142494	-1.061773012	-0.1910158397	0.7507227886	-1.365140768	0.7851935974	-0.7652146462	1.362439137	-0.2502934527	2.09697788	0.9354466699	0.6253873987	-0.02707065947	1.338658241	0.1752927185	0.6120886995	0.9051653459
0.6659462758	0.1531281285	0.3795481456	0.3447207755	0.4567300567	-0.0004576537605	-0.697093225	0.3981664936	0.6390593012	-0.2379674386	0.3243924754	0.5054593967	-0.01475301775	-0.4103245854	-0.8356434731	0.1313229186	0.05083130984	0.6423948903	-1.151565942	-1.106805711	0.3399105086	-1.264084524	0.8573987476	0.6449108071	0.2934458	0.918224571	1.167975638	0.3721142797	0.6158218813	-0.273753972	0.06763769662	-0.9687172878	-0.04628227369	0.003032453998	0.8019823096	-0.4053684257	-0.4994892192	0.3424628788	-0.8416605121	-0.5970751995	1.474991929	0.3478925008	-0.1541711238	-0.9909684283	0.6150651455	0.9018300391	0.6549023486	-0.2228199015	-0.8356553167	1.058058892	-0.4646681803	-0.9016700814	1.43069972	-0.821632149	1.443105561	0.7115365535	-0.9323801578	-0.7003289198	-0.8079345913	0.5679142975	0.6577379474	0.6769337786	-0.7802667476	-0.7201936195	1.279878442	0.4668549708	-1.383419707	-0.1772653634	0.06568371028	0.8870539862	0.006224935856	-0.3325504069	-1.987838028	1.10972471	0.5871078875	0.5760188382	0.2919156214	-0.3538767177	0.3469780976	-0.4593556466	-0.6464505111	-0.4449935925	-0.175205498	0.6983603359	1.360987876	-1.218747005	0.2703802175	0.3912828624	1.051790518	-0.9564034532	-0.7967327167	0.0685868688	-1.275893074	0.4974387254	-0.4753517576	-0.2597607923	-0.4428842664	0.5329459576	0.404338338	1.694278049	-0.153177949	0.893416308	-0.1728913995	-0.5186362973	-1.24370955	0.4925517856	0.683477047	-0.4081185675	0.2186323236	0.608479458	-1.086179373	0.3049948296	-0.1688092706	-2.400018426	0.1195031689	-1.166330372	-0.7644832181	-0.6025363966	0.346369636	0.639842362	-1.173371082	0.392816375	-0.19894249	-1.555042132	0.09598670552	0.05067275407	0.8098161547	-0.3321460143	0.3077188057	0.9080474706	-0.5314652411	0.6903063004	0.7531374425	0.1364309093	1.262135698	-1.20805251
0.6830591624	1.541039547	-0.377841932	0.3038812231	-0.838805611	-0.7115351353	-0.9427208026	0.627921133	-1.116865739	-0.2587968908	0.9818972318	-1.230025577	-1.133766158	0.3417712243	-0.8218998337	0.8841938663	-0.4070648636	2.051233914	-1.028365013	-2.418377036	0.1822848334	0.08377632449	-0.1507643007	-0.4274896555	-0.6633324782	0.3750829236	0.3752022541	-1.92565829	-0.062651284	0.1050193489	-0.9113528128	-0.01597025027	-0.9871881586	0.5802856345	-0.2481446553	-1.015179204	0.06912769126	0.7974298987	0.5055676807	-0.1251770606	-0.3404849637	0.2147936288	0.2905145525	0.2782573849	0.9616141811	-0.6085819514	0.9208668311	0.7563666671	0.7044774518	-0.4574103462	1.798094859	0.6610117378	0.7704806818	-2.186545239	-0.7731632335	0.310020923	0.9940146565	0.5409446507	0.2367930086	-0.4950005947	-0.4267912774	-1.740693674	1.540365579	0.5659791737	0.9850684366	1.17209177	-0.6224861876	0.2426079955	-0.9476292732	1.257231176	1.730518011	-1.742651181	-0.4629385076	0.002819040241	1.025299139	0.3432585287	0.7763621517	-0.04518099844	0.2150211722	0.421616109	-0.1870784743	1.611005511	-0.5401528434	-0.2620301044	0.2211730551	0.6884302555	0.5381477524	-0.2784204791	-0.6772029075	-0.5488707395	-1.329250061	0.869411836	-0.7999538008	-0.09208170322	-0.4831503518	-0.1254470625	-0.537494969	0.7555638125	-1.286459799	0.2104077474	0.8859750245	1.104929188	-0.296114654	-0.04533496944	0.9135343161	-0.8872729883	-0.1445716906	0.3897515211	0.6817332761	0.07051244358	0.3092176819	1.379682193	-0.4908489222	-1.124558284	-0.763181518	-0.8675010822	-0.6408912106	-0.493767926	-1.5139968	0.4340135592	0.94708279	-0.6921330651	-1.346575543	-0.3303296438	0.4690419008	0.7272099564	1.694968842	0.324516179	1.106384525	0.5733613223	-0.3839862497	0.03891305377	0.01285705507	0.7913475269	0.9005322551	-0.5252602281
