melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123
0.393768855	0.3766268814	-0.8024615463	-1.200373423	0.5229684025	-1.128751292	-1.398558271	0.5518500755	-0.598328267	0.4958600206	-0.4187286301	-0.8538783349	1.016396483	-0.2020834127	0.2075880108	1.319484156	0.3050531258	-0.6457605876	0.4945034794	0.9404278451	0.9548177894	-0.2913463072	-1.161548473	0.6350525773	-1.104311537	1.236724094	1.46918577	-1.520484782	1.773985316	0.2525178166	-0.8028791581	-1.724819396	-1.058559228	0.704142109	0.4253979559	1.38631066	1.059277889	0.7898365717	1.351167469	0.7868724417	-0.6726927812	-0.8010160276	0.5071635699	-0.2880372273	-0.0287799986	-0.1263051469	0.02871026636	2.924503432	-0.6639463426	1.033776028	0.3923744954	-2.097609989	1.367303971	-1.582199114	-0.3653542118	0.6860175333	0.9926655486	-1.113742237	-0.1590113668	1.995206756	-0.7739216672	-1.092194477	-1.425910875	-0.1474647365	-2.574243909	-0.1501973166	2.090962737	0.8594296876	0.5378429154	-1.319487684	2.149876611	-0.2570190012	-0.531189	-0.2901253931	3.344349796	1.23614753	-0.2115263341	0.9828656364	-0.5322615862	0.4911147458	-1.005098708	0.3665650936	-0.2381679226	3.236669406	-0.2307108713	1.786962978	-0.0253181465	1.668416687	-0.9679088248	-0.5582540877	-0.7328463831	0.242230641	0.1981559048	0.6043496812	1.750258429	0.2454148633	0.01050609211	0.3235576382	-0.07141971607	-2.126522613	-0.2967971163	-0.3051143522	-1.102223598	-0.6805023822	-0.6044402936	-0.04742745578	0.3800116516	-0.04116109493	-0.4592856507	0.02159125421	-0.2794532426	-1.279525797	3.22258022	-1.664181047	1.422486181	0.5699616644	0.7306931722	-0.5385363795	0.3803187901	-0.5260235852	0.426594187	1.126935066	-0.004939389322	-0.5074802261
0.1931459713	-0.485019035	-1.223557394	-0.9156418659	0.0342460405	-0.5703819853	-0.8225579816	-0.785158424	-0.2999313483	2.823539219	0.8243407182	0.6872758686	0.9960397757	1.642790509	-0.9794385222	2.161369696	-0.07704086004	-0.9085053583	-1.552125016	1.405760821	0.1176740679	-0.09736524808	0.0405550784	0.8070109483	-0.5542546366	0.8153224304	1.362980796	-0.3163513044	1.399511987	0.9254232703	-1.010178251	-2.257763333	0.8528440822	1.034522518	0.3195696131	0.9744095051	-1.258503194	-0.4390851399	0.5682665171	1.258576559	0.3523737349	-0.1878418965	-0.07100925502	-0.6429178433	-0.5875878115	-1.212037044	0.2189998465	0.2906219292	2.165429461	0.7166825045	0.1463926016	-2.079560213	0.2901179093	-1.811423188	-0.3727515131	0.3664579567	0.1110161116	-1.19200269	0.2618237626	3.518043484	-1.002566539	-0.3224600784	-1.428341428	0.09935578903	-2.14119775	1.082191106	1.665037939	0.7460190634	-0.2139208649	-0.4817234501	2.060775511	0.2069534012	0.08742828597	-1.050924434	-1.792798287	0.5944703842	1.105432685	0.8600293221	-0.7814188236	0.238680764	-0.03917327666	0.06736899815	0.5974593377	-1.620768778	-0.1502193001	0.6187388825	-0.5792340473	0.1755832741	-1.284890986	-0.733267711	0.3263193705	0.5518636209	0.4501054604	0.497452008	0.3187191173	-0.09468476522	-0.9029855111	-0.1739384308	0.1348549407	-0.9806649026	0.06163275732	-0.02617910699	-1.221419583	-0.9197687942	0.1717354223	-2.120777666	-0.6847930815	0.4930012231	-0.1241235847	0.5994980179	0.1571251911	-1.102525447	1.307728441	-1.763223362	-0.1845127913	-0.8669756843	1.358015837	0.5984000174	-0.07356939007	-0.04739124224	0.5200577417	0.1016213015	-0.2860805336	-0.525291622
-0.2999583505	-0.3417496483	0.3093029017	-0.2609525541	-0.3296437064	0.3581869959	1.582690833	0.210353578	0.3706379626	-0.9102737757	0.6112566472	0.2020902682	-1.555867655	-0.976708883	-0.8372776049	-0.4448601876	0.1493411449	-1.128804612	-1.516598304	-0.5763205706	-1.233567664	-0.3024707563	1.736894209	-1.132729674	-0.5698511225	-1.130487481	-1.252688653	1.27991563	0.7319254866	0.05601296404	0.09406986642	-2.244841073	0.5284095275	0.840395928	-0.5918482573	-0.1929179435	-1.111462438	-2.205908199	-0.4070775977	0.3696264724	0.3224143351	0.8709011522	-1.171176761	0.4001294643	0.281987784	1.282953058	-0.8691923489	-0.7446760142	0.7405849082	-1.778605716	0.8945697045	-3.018267659	0.8206414749	-1.909111846	-1.364163841	1.507430676	-0.3546346182	-0.9602760268	-0.1874823613	-1.638347994	-0.5138419044	-0.6134907037	0.1622414158	0.05911114586	-1.561266249	-0.1937660902	1.146092124	0.1222210916	0.6740929762	0.5973671713	-1.423500195	-1.370629536	-0.002394178811	0.0006764108403	-0.9712622265	-0.320818792	0.09907720831	0.05804186713	-1.243276949	0.2390523305	-0.7909218994	0.2677919545	-0.5771062471	-1.468022669	0.6914699926	0.2362892546	-0.1939744464	-0.6829244887	0.7007042183	0.06636507839	-0.1175475386	-0.5149013804	0.4146457596	-0.484091842	-0.4265723612	0.1483928366	-0.5707391453	0.3014395453	0.8361977837	0.3161671294	0.63876588	-0.7320910574	-0.599651414	0.2741801439	-0.2008153197	-1.734062823	-0.8612236832	0.1917420006	-0.85038362	1.446385249	1.895863332	-0.210299014	-0.2838689608	0.1475434238	-0.4827368223	0.2553214558	1.052274735	-0.2601467334	-0.5691453477	0.004412032165	-0.7693618674	-0.09116561828	-0.05756539593	0.6992921961
-0.8348904677	0.4198964673	1.575634964	0.6421110307	-0.002017662118	0.8903134529	1.659319208	-0.2134637073	0.8789084653	-1.070800141	-0.8849369958	-0.7066119306	-0.697892252	-1.179035024	-0.1034915679	0.2040149247	-0.1456799148	-0.4838503898	-0.7588448689	-0.9425476524	-0.9588446784	-0.4999532239	0.2175338466	-0.833738636	-0.5099975762	-0.3431050995	-0.9529475418	1.605019715	-0.6679767909	-0.8313195711	0.8986547569	-1.646058554	0.4278023931	0.830641318	-0.8889438885	-0.3975888058	1.359070544	-1.183351666	-1.261007322	-1.679524457	-0.5477765452	-1.325044895	-0.6391880663	-0.7713903491	0.06519635725	0.7093982874	-0.343134521	-1.046320254	-0.8190567428	-1.5475849	0.1418696544	-2.165647563	0.9702071973	-0.7640661554	-1.449096001	-1.080312708	-0.9470589983	0.04733944031	-1.026427083	-2.171221044	0.7003831046	0.7599879718	0.9302571775	0.1234189965	-0.4323172726	-1.057300149	-0.5355780461	-0.2134919612	0.1540238008	0.6507160555	-1.44598175	-1.231446776	-0.3500492094	-0.206223397	-1.053816191	-1.500925771	0.171714081	0.007005102555	-1.604469148	0.1489756113	-0.0327927168	0.5272418192	-1.335527098	-0.6587795242	0.3770499636	-0.5355977792	0.416283023	0.6757197481	0.7406592476	-0.7219112649	-1.130194419	-1.169506419	-0.9630170086	-0.8630924974	-0.6925050763	-0.8438481238	-0.2728727175	0.9361834143	0.4682159837	0.2680095929	-1.762086217	-0.5875402936	-0.09820130723	0.182517636	0.6773013026	-1.31378728	-0.1812594881	-1.091041426	-1.637578048	1.542754876	-0.08887470619	0.5225696984	-1.442573944	1.082417881	-0.4051174728	0.5487235793	-0.2749658785	-0.3356533609	0.4003485373	0.3912580551	-1.029597555	-1.447573253	-0.3471287628	0.7247664548
0.7872810849	1.169049202	1.153994788	0.04656245565	0.09294032573	-0.1768540702	0.6389113944	-0.1647238871	0.1850982312	-0.7883657122	-0.9573515913	-0.8342473212	-1.316291152	-1.023056228	1.23359288	-1.271534946	-0.3688664292	0.2269621093	0.935814022	-0.385923977	-0.1489754399	0.5269606273	-0.2442061748	-0.731454996	0.1011104418	-0.5041642547	1.028527324	-0.8205896994	0.3993572386	-1.087977726	0.2715896245	-0.8465277508	-0.2527385732	-0.369207501	0.6625473827	0.32408747	0.08081156362	1.233605337	0.3723478827	-0.2083258376	-0.6702593674	0.2453887203	0.2165971822	-2.471258321	-0.2632642635	-1.201754449	0.3010039069	-0.2357135449	1.116132746	-0.2442946807	-1.423486965	-0.9009844794	0.6437115365	-0.09671510352	-1.435111333	0.1701561446	-0.5238236605	0.6953856364	-0.4980960934	-0.1730983992	0.5620413583	0.6848006336	0.6476810931	-0.5239586991	0.7579583631	-0.8285426044	0.5114420177	-0.1063340722	-0.5150712925	0.3185610438	0.8639309595	-0.975905706	-1.478392411	-0.0125516662	0.9039872419	-1.347433953	-0.3784604304	-0.2786337203	-1.773145378	0.154752714	0.133612446	1.044241453	-1.067660192	-0.9861166265	-0.6599994203	0.08215237239	0.9535466716	2.624481814	-1.210803183	-1.080290326	-1.715423048	-0.6207245147	-0.9541255769	-0.7580270116	-2.588355356	0.06578123457	-1.180845777	0.7052282998	-0.4112250844	-0.5291608259	-0.1596386861	0.007133518905	0.3907519642	0.5861273912	0.672112807	0.2600450887	-0.1288781206	-0.7884142273	1.011586129	0.4466265476	-1.069615201	0.7015282566	-1.369323298	0.5460135617	-1.205256345	0.5274677823	0.2136212999	-0.6529464526	0.4172959012	1.139573466	-1.153938327	-0.7525754886	0.05720401959	1.256551991
0.5025999651	-0.08861894302	-1.433899808	-1.711428033	-0.06326708839	-0.4773922352	-1.148570561	-0.07337308131	-0.9194946468	1.715561464	0.692444182	0.5382524854	1.202857007	2.016971374	0.2368491814	0.8848752081	0.08093613013	0.02850475584	-0.8716719287	1.318731092	2.172229041	-0.4882767715	-0.5673126837	1.325743378	-1.97597108	1.649244173	0.4691217624	-0.9616223102	2.304412876	0.1653833818	-1.884455443	-1.694564275	1.092854824	0.5587642525	1.205482102	0.4368703329	-0.9913491192	0.8224412862	0.8991173854	0.4305863865	0.5446570638	1.768193299	0.4081544317	-1.091851508	0.5377315562	-0.9017036133	0.378085499	1.531360659	1.403817187	-0.8514206969	1.506603667	-1.091550834	-0.3962134416	-1.925752476	-0.6209381867	0.4225024431	0.5711157636	0.686980497	1.153389492	3.185999877	-1.588350084	-0.7067219971	-1.009989293	0.153814709	-0.5393294615	1.519091131	1.901782475	0.9884035362	-1.261533541	-0.4015019288	2.124830071	0.06768241501	-0.8202618214	-1.656494649	-0.1490684167	-0.8543759335	-0.835839727	0.4530676456	-1.321438311	0.7548207567	0.1846063862	-0.7540803797	0.402817822	1.211098369	0.1727793341	-0.01067227687	0.8522067672	0.6556828132	0.03548386594	-1.586043982	-0.8122515996	0.7902550822	0.0406061386	-0.9889981582	-1.842600963	-0.2763257487	-2.132597495	-0.9723762298	-1.023918638	-1.694274897	0.8959433946	0.6777611697	0.6087157897	-0.7967073889	-0.4264455865	0.1494025008	1.238161521	1.302042558	0.5274537441	-0.3222133927	0.1548076328	-0.3677699018	0.6011935697	-1.151746945	-0.006100235704	-0.5733235172	0.3262432809	0.6211403394	2.536851402	-0.04142086843	-0.9633231899	-0.420266257	0.8755902164	1.127418831
-1.206399634	-0.8143168204	0.8624151255	0.220913647	-0.28936669	1.904387934	1.313084906	0.05863896504	0.6415097721	-0.693466101	-0.7192438555	0.3225459668	0.4477367447	-0.9872023379	-0.8742760651	-0.2129858188	-0.1160196288	-0.850503474	-1.307098983	-0.1098169277	-0.7609224553	-0.03575626635	2.251747923	-1.408964927	0.4397008674	0.183135475	-1.682396733	1.27050846	-0.3576376906	1.037718515	-0.8351325275	-1.95516062	-0.3373817576	-0.08883418089	-0.3618521197	-0.5039420656	1.204192304	-0.08142766768	-1.141062687	0.08597355664	1.427224778	-1.343445163	-1.550145362	1.713626273	1.137764091	0.9893634862	0.2375645731	-0.04590269889	0.7320578361	-1.457156187	0.7067970752	-2.311873436	-0.2469169193	-0.6549394764	-0.226340223	-0.9505065977	-0.003694042609	0.1751944343	1.119067306	-3.823059597	-1.776945078	0.2299035654	-1.423645231	1.870470291	-0.06228675306	-0.0489319478	1.135552515	0.1496260982	0.9463628728	0.005640686555	-1.411266596	-1.15395973	-2.047902101	-0.2568823369	-0.2412395457	-0.02106556173	-0.2161685399	-0.9932731532	-1.306364324	-0.01148780768	1.597992882	-0.844634714	-1.628493733	-0.8377533862	1.533438701	-0.1396002704	0.3512444288	0.7327994498	1.026602278	0.3164302886	-1.981985539	1.045154047	-0.4910554987	-0.5262909762	0.06537031598	0.800150461	-0.9943374137	-0.9715651873	-0.1438466848	0.8377286771	1.974265511	-0.1092382006	1.494308885	0.140664043	0.6740439073	-2.319540071	-0.013945273	1.015031701	1.817081154	2.035686099	2.323258955	1.353278387	-1.466609889	0.9754348732	1.68380263	0.496504417	1.274210907	-0.5374149546	0.9805033522	1.932194948	0.708957115	-0.1688395397	0.4907269834	-0.1095830545
0.4989197797	0.4121238538	0.9954525573	0.4962406379	-0.002948170224	0.2237900924	0.551795622	0.03568640808	0.1993841191	-0.5262194224	-0.8441018299	-0.7082030552	-0.4101278402	-1.227150306	1.368356153	-1.218902465	-0.3661568508	0.09192351071	0.5382337208	-0.2644059328	-0.1496825463	0.649928754	-0.5218211525	-0.794200691	1.263303121	-0.12523365	-0.2889928947	0.1815236866	-0.8581942737	-0.9494322501	1.546961442	-0.09024041137	-0.9078010217	-0.9255807696	0.5409855499	-0.7552189916	0.8088230971	1.685960009	0.4068605112	0.3582767512	-1.281682372	0.09394964032	1.791687439	-1.986398712	1.079653277	-0.4433177546	0.2294658964	0.661606856	-0.01485248063	0.365140938	-0.7926681728	-0.3918580565	0.4086513517	0.5658226826	0.09149267377	-0.4194591923	-0.1591165785	0.346248363	-0.1010710599	-2.020791926	-1.085764582	1.009724227	0.214794678	1.661198309	0.5448422854	-1.479197886	0.5608301152	-0.8711773001	1.42815692	-0.3528344995	-0.4470369327	-1.186405249	-1.18302787	0.7448636331	1.629035612	-0.1529862379	0.2333094554	-1.433365096	-0.910755973	-0.4658001512	0.4340826625	1.67579133	-2.272023421	-0.149646845	0.9302701327	0.4151178386	-1.086010825	1.917008956	-1.48148603	-1.032840459	-2.093622709	-0.4477952541	-0.2551333194	-0.3607208795	-0.04780427735	1.553411637	-0.06433027928	0.4766121108	-0.1546179727	1.18311374	1.516441688	-0.1948737593	-0.1791157581	0.607664654	0.1385119356	-0.6497335997	-0.05481952841	-1.270219662	1.510747292	1.840609946	0.5139931149	1.104268385	-3.022709805	0.7211307185	0.424328579	0.7707136543	0.6732052056	-0.8051170326	-0.4516331296	1.90676767	-0.9104736343	-0.004418924427	0.2497055813	-0.3613084893
1.043725307	0.611174913	-0.2382011829	-0.9719039027	1.13203731	-1.250239779	-1.406755464	0.3073127327	-0.8747098025	-0.3954187365	-0.6630957118	-1.192456365	1.164504145	0.4274884666	1.347967382	0.4318427914	0.02789788404	0.6500707714	-0.1357694319	0.3683477553	0.09293441175	0.5198332582	-1.029785526	1.04212306	0.3796271202	1.253675087	0.2307160785	-1.707728268	0.2070915598	-1.641191679	0.1205622763	0.1247915697	-0.08968935674	-1.196254643	1.529421568	1.121363269	-1.601072288	0.8624007792	2.21870378	-0.0587018849	-2.04369816	1.7927634	0.7167906591	-1.737099237	-1.014114332	-0.2643315553	-1.457644027	0.198136574	-1.269882177	0.129131339	1.589305549	-0.4695625745	0.4203666376	-0.3030463737	0.5748601676	0.0543478271	1.897257649	0.9444317702	1.104218551	-0.2066218051	-1.563435655	-1.050568261	0.07047551413	0.08851932477	0.0505591227	-0.03305244345	2.236158097	-1.008474147	0.1456879658	-0.863836458	1.762948193	-0.08482397011	-0.3138577149	0.4297071913	0.4520037865	-0.9390794926	-1.581821517	0.08623342025	-0.9767080772	2.000354621	-1.164824956	1.983051742	-1.473210824	2.004105611	0.5237241765	-1.099930539	-1.0733337	-0.3162214207	-0.756617456	-1.574291467	0.009871969289	-0.007854574498	0.8520174472	0.1437019359	1.014942274	1.502931946	0.9149175036	-0.3029831269	0.105485271	-0.2669118977	0.7004630892	-1.123215869	-0.6556766003	0.4184157845	-0.9980108682	1.128635968	0.9830166285	-0.01573221455	1.648045386	0.4113140398	-0.2328117061	1.234762853	0.08987625334	-0.1387414792	1.196815634	0.05905509538	0.6859314272	-0.0495649651	0.7249253583	1.686366483	-0.2087881154	-0.2432775527	0.538163982	0.3804799826
-0.07757634374	-1.074714167	-0.5942965682	-0.6286346389	-0.4216206037	0.8577261032	0.7408059421	-0.3854945475	-0.1401459299	-0.6939430031	1.911860263	2.237278861	1.279449826	0.4163435505	-0.3087093022	1.052867425	-0.6546206137	0.35943793	-2.78759329	-0.3948024214	-0.7691546918	-0.073239472	0.8473082286	-0.5352555267	-0.5271754338	0.980613904	-1.540731935	0.1106906981	0.1884576544	-0.327104925	-1.040286744	-1.153359106	1.255728632	-0.8805316449	0.4077364965	0.5513411157	-0.714446141	-1.062022703	0.4809829547	0.5063364173	0.4719757729	0.2674603568	1.010456228	0.9079159176	0.5211210044	1.054204925	-0.8637521406	-1.539202921	-0.08418311341	2.425349048	0.9678885451	-0.1240044125	-0.577148298	-1.146572222	0.8892902161	1.268955953	2.284671938	1.429308751	0.6431080317	-0.3834527585	-1.363248501	-0.9653171676	-1.114673531	-0.07979177928	0.4014281217	-0.1126416065	0.9589955398	-0.8060868695	-0.7958015358	0.6147267969	-0.3872952941	-0.341721454	-1.411337133	-0.7271811853	-0.7244110383	0.2966328089	-1.196737232	-0.1832652798	-0.9758350206	2.567235466	-0.4985028008	0.2125868971	-1.130029362	-1.909023897	0.6773453106	0.3971519876	-0.07561695351	-1.376422906	-0.405003646	-0.9880411183	2.25260106	1.745425978	0.9770250165	2.003666977	0.7102497501	-0.3058077836	0.9114400866	-1.312107849	-0.4630093018	-1.60075264	0.267081053	0.1334877835	-1.044277843	1.32180604	0.3180278758	-0.517388723	-1.235732745	-1.21144636	-0.8716406467	-0.7404157665	0.5142126514	-0.8056677909	-0.07304162035	-0.06988881744	0.08857518207	-2.371376942	0.02825933024	0.3679178287	1.552973601	-0.005995364076	0.8160389942	0.003072236086	0.2560311697	1.591115466
