melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077
0.6907498628	1.142546985	1.16864336	-0.4502193087	-0.04221999515	-0.2835846297	-0.09807198286	0.4901823158	1.205192364	-0.9066946205	0.3846535635	-0.9722162416	-1.063648314	-1.41701575	0.9956178992	-1.524087275	0.4871387996	-1.570866768	-1.6647626	-0.5149801106	-0.1920385108	1.353165542	-1.238484734	1.238855918	-2.010717607	-0.1841063163	-0.1529114376	-1.018690072	1.258548865	2.272402705	-1.114870314	0.5985542556	-0.5418454298	-1.544923142	0.4962658478	0.874191053	1.012615752	-1.691976286	-1.483532457	-0.6846147749	0.29968159	-1.999104469	1.193226699	0.1786270752	0.2815235324	-0.9834607656	0.4803100717	0.2819574945	-0.7458804282	-1.9710812	-1.187550136	0.6073398807	0.5340392058	-0.9915921313	-1.67378268	-0.2442220081	-0.6672423894	-0.2458680885	-1.282904592	0.2815072737	-1.773506013	1.160701472	0.5178382773	0.2008555037	-2.802607501	-1.24806026	1.287491115	-0.6983904404	0.7943218674	0.0198833438	0.12675312	-0.08318573502	-2.108919294	-0.926952978	2.160762289	-0.5843922028	1.218968424	1.091202861
-1.110530858	0.09014480161	-1.00205554	0.04160865574	1.452542837	-1.169305058	0.9450342696	1.03414804	0.2368882727	2.13532128	1.291335703	-0.1668510122	0.4515060122	0.6265650795	-0.7609229082	-1.067052366	-1.236450482	-1.205930186	-0.9513078801	1.636389102	-0.325624492	-0.6641269369	-2.008099996	-0.1943671038	-2.467647377	-0.3090791177	1.381725404	-1.020870078	0.3138720347	-1.041117304	1.522669105	0.6199425234	0.5362465523	-1.006683432	3.07262717	-0.4623591569	1.883739587	-2.03340783	-0.1424291853	0.6287589414	-0.4319835908	-1.397379841	-0.2905887509	1.626089802	0.6313116111	-0.7312497668	-0.9410706442	-0.7828058235	-0.008323156533	-1.491803241	-0.03127542741	0.1574225689	0.6535288943	0.2565515045	-1.170381908	-0.09436990552	-0.407560399	-0.6285830295	-0.977358888	0.4702288722	-1.850386361	1.351616541	-0.188870915	-1.01951933	-2.44952581	-0.2099300858	-0.5056855182	-0.8136915387	0.1015060691	-0.7105251731	0.9499773609	-0.3992825629	-2.557906416	0.5735345382	-0.2989208668	-0.8616324611	2.172559543	0.2007200604
0.2375113121	0.4416794976	-0.1836609462	0.3025871878	-0.08200420591	-1.438006538	-0.2872248492	0.02591724396	1.65230197	-0.1906969878	-0.9316607955	-0.833183002	-0.7447876804	-0.2739059316	0.5983528247	0.8355529993	0.6752997225	0.925678555	-0.09783717641	-0.4108714893	-1.28983411	-0.5528929893	-1.465091989	-0.1710767657	-1.621727218	0.8015128862	0.22285425	1.32426073	-0.893214166	0.8411379863	-0.7991368504	-1.502850794	0.7044594613	-0.7452298146	-0.5117208587	1.242828349	0.4220251754	-0.8746470602	1.266691067	-1.75353395	0.1120027832	0.3767015651	-0.4047573107	-0.4011409053	-1.267647541	-1.043432102	1.334737062	0.6667451247	0.8406994337	-0.282278054	0.2210284525	0.7084017868	-0.09834551642	-0.5176812535	-1.68333596	-0.3566941773	-0.5444552868	0.540803177	-0.8546481305	-0.0507759643	-0.8045497872	2.116259359	1.67369738	1.289727171	-0.1005042997	-0.4241738436	-0.5405539183	-0.3247527784	-0.7493229579	0.06392778836	1.976144958	0.3250279861	-1.694414109	0.876178864	-0.7836000004	-0.5455062234	0.7013596146	1.206578929
-0.5060373404	-0.04420972146	-1.325615496	-0.3949475466	0.08310860884	-2.88424708	1.736908458	0.08538649382	-2.411959189	-0.6529663321	1.139239841	1.941701969	1.646889599	0.7262236249	-0.7621583597	0.324672809	-0.8461940648	0.9844994533	0.2986236378	0.9790549219	-0.3585301613	-0.6375255558	0.1800409681	0.02149660787	-1.557433245	1.928910073	0.0927220721	0.993231933	1.106433029	1.186426786	0.2582735994	2.323188084	1.624437779	1.031080775	-0.3884744135	-0.2517340013	-1.792445444	-0.7812543213	-0.3505358151	-1.575291629	0.4870217272	2.220761668	-0.5721852725	2.069214168	-1.299845491	-1.280773689	-1.411592472	-0.3325928609	3.24070645	0.7084581194	0.3864662136	0.006602258202	-0.5796654546	-0.7622021479	-2.129316951	-0.4014192368	-4.029319175	2.261709021	1.915982599	1.180502235	-0.2695495534	2.520512141	0.9513096722	0.5304392402	1.878462631	-0.8862581379	-0.9591646125	2.444182825	-1.92267564	1.278326632	-0.1476129509	0.2735300109	-0.448742068	0.7909850688	-0.5634788831	-0.978482629	3.756635345	1.257764526
0.5539164145	-1.550993874	-0.5555054404	1.06753754	-0.9467388047	0.8659036328	0.08682962073	-0.666633366	0.7970989492	-0.5319961393	-0.4407985368	0.7776619641	-0.002995316776	0.7774680183	0.3476633198	1.252047772	0.7681501798	1.626516137	3.52901511	-0.1713822605	-0.133495943	-1.026903058	0.3961343727	-1.606049918	-1.748736052	0.4943564532	-1.379573831	0.8200445764	-0.1448010655	-0.4266609049	0.271668903	0.1954802483	0.6845547497	-0.415948171	-0.9576233738	-0.02345622302	-2.163803645	1.492998166	1.780735263	-0.4292464547	0.9655853712	0.5976427254	-0.8156596487	-0.2638060221	0.2080836132	-1.198445103	-1.941412443	-0.561257298	2.262642392	1.151064385	0.3284079337	1.300127799	-0.7032243474	2.461309847	1.882339518	0.4988898375	-0.4741160779	1.457877651	1.289769119	1.151383123	1.042902678	1.933686291	0.9409877636	0.5383172404	-0.6369483606	-0.3808897348	-0.2640210659	1.709079477	-0.5244637179	0.4693751338	-2.500146248	2.122454299	1.823722676	1.409478248	-0.553068462	2.110456027	-0.1389594369	-0.7269113098
1.089587834	0.4529556467	1.253812933	-0.2097236898	-0.9126645495	0.6499022535	-0.7687442146	-0.8871721421	1.058311446	-0.4793505252	-0.9007732584	-0.7223503152	-1.237346896	-1.453657619	0.1061335966	0.1505928258	1.000624727	0.4957976834	0.6001571801	0.06724782556	1.637002108	0.3196757756	1.872094857	0.9164319396	-0.5289255	-0.6170471653	-1.803175252	-0.9582518643	-0.3863167811	1.027968552	-0.9804200961	-1.06109634	-0.5878725202	-0.1358476949	0.09739700309	1.532135155	-1.46549727	1.48520741	-0.2493672108	1.780934093	0.2845471342	0.1049148229	1.212579367	0.2786425415	0.6519917565	-1.227736196	-0.6423456832	0.4212548163	1.675339617	-0.2192485873	0.1070257519	-0.123605311	-1.156673564	-0.7969172427	0.8929719773	0.9888180531	-1.042136129	0.5917424286	1.114972678	-0.5079250971	-1.229278875	-0.1814109299	1.201354719	-0.2665625556	-0.425659139	-0.2195295351	1.075035504	-0.4873968092	-0.6291354103	-0.157493221	-0.01785744428	0.5594880843	0.8843654407	-1.678861534	-1.280623346	1.04222821	1.180942695	0.648334084
-0.8577518344	0.8988235259	0.1525841344	-1.447125491	0.866206097	-0.9468167685	0.4040676589	-0.2579097693	1.39022408	0.5323089301	1.789993611	1.137157527	-0.06001764254	1.402638056	-0.8687586501	-1.127688537	-0.5134301381	-0.9633481067	-0.4097414379	0.9471707552	1.975498382	0.769872902	0.6830160551	-0.1173253567	0.01528347898	-1.768458764	-0.0291928707	-0.5688775261	1.775585815	-0.5053678534	1.309843553	-1.953444942	-0.6156216475	-1.330846111	2.261371961	-0.2507668655	0.2026702087	-0.3075210615	-0.3232997231	4.203391286	-0.4641250649	-0.7286376821	-0.8865752455	-0.3448538044	1.667275548	-0.2000870926	-2.306545909	-0.6168331811	0.8524305482	-0.05248485222	0.01910194276	-0.9982312324	-0.07579870817	0.6476232861	0.1926891015	-1.04397684	-1.565859257	0.2785505762	1.097979359	-0.4722445319	-2.338311022	-0.8128347066	0.2976998983	0.5260256801	-1.482950165	-1.868484406	-1.067595362	-0.8831258355	-0.6826650865	-1.069982682	-1.492134472	-0.4241442597	1.119642522	-1.04947006	-0.4926117802	-0.7783352571	0.4507048149	0.3768203967
-0.9751411142	-1.239816585	-1.441278329	0.8165188317	-0.5362704396	-0.2032172792	0.2222367835	-0.8977814463	0.3534127723	-1.090648192	-0.5473201289	-0.6517992281	0.01571954394	0.4226273083	-0.3034427462	1.215990728	0.8946331768	1.169550112	2.746509685	0.152152887	-1.041104419	-1.079937678	-1.532347516	-1.110149687	-1.058220371	1.031256322	-0.3295071763	1.743009839	-1.323480426	-2.077057734	0.05374655576	1.474313008	-0.5975629233	-0.1558438388	-1.069773871	-1.439626607	0.6328809542	-1.202250898	0.8357302901	0.9219819135	-0.174341646	-0.5415177394	-2.788569005	-0.2271776938	-0.06435554025	-1.524783083	-1.763927057	-2.839160163	1.732746676	-0.03127258102	-1.261265765	1.067186532	-0.8439923465	1.384397611	-0.09851008413	-0.8593433205	0.005523833419	0.02312850046	-0.494018105	-1.463791754	-1.659184177	0.6519737209	0.3764823367	0.5927121484	0.05163679699	-1.987003932	0.05086882572	0.298189025	-0.6468313431	-0.450787754	-0.6261983509	0.3990849939	0.3662429232	-1.03531993	1.676172428	2.871978391	-0.245739234	-0.5088026749
0.6220722255	-0.4766763646	0.2949028819	0.547007241	-1.098989836	0.09142324155	0.196839668	-0.20681346	1.349809316	-0.9437089821	-0.6506985682	-0.3675910809	-0.8993490838	-0.5480366068	1.455290221	0.04895672155	0.7084143292	0.005550866399	0.9332413885	-0.6852857217	-1.397070518	-0.2279196858	-2.052746966	-0.8192598198	0.2656434542	-0.6901197472	-0.472663959	0.5695543413	0.3245344265	-0.4339563523	-0.07869248329	0.1082107715	-2.124201549	-1.633868804	0.2668123944	0.1189036168	0.7477788076	-0.4347251575	0.273328013	-0.8820603692	0.2950712278	-0.7468859815	-0.2172882257	-0.2122526838	-0.7745521795	-1.118142719	-0.05446635476	-0.1715336022	1.926065491	0.8006690062	-1.396752825	-0.2337119525	-0.4352835695	-1.014759788	-0.6861511033	-0.1039777039	-0.1796641345	-0.6191669749	-1.225956651	-0.7850960079	-0.3064435043	0.6325407803	0.1601136367	1.157768995	1.102132904	1.276445545	2.334077598	-0.3948949364	0.1487047059	0.9369001061	-1.840204925	0.7746724326	-0.130215029	-0.2502097058	0.2826063773	0.5071297473	0.7560935975	0.9922772011
0.1985859561	0.5471470165	0.6981216737	-0.8009241324	1.145679389	-0.3364033278	0.4111886399	-0.3294778025	1.405306569	-0.09388166981	0.9901312041	-1.026371709	-1.194579754	0.01691829064	0.10375753	-0.8063745273	-0.541285805	-1.019614566	-1.845210255	-0.2606878134	0.5400887895	0.9730182006	-0.3447656509	1.614058958	1.47924484	-1.65189769	0.6331794793	-0.6888930308	2.294175608	1.281055009	-0.3138175927	-0.6762930842	-0.5823175933	-1.019383034	3.17215882	0.4281524042	1.231090193	0.9622230859	0.3493157574	0.8413569275	1.86567314	-0.6728314272	0.6645160596	-0.5513575904	0.9042862192	0.2992608391	-0.1394661335	0.8175673472	0.6909898227	0.9029816492	-0.8412329011	-1.683095039	0.4434309521	-0.1602609845	-0.1858075836	0.4260536684	-0.5678713599	-0.5731202233	0.3607789946	0.5935469485	0.720090222	0.3142920328	1.123580035	0.05217721904	2.155717351	1.813882957	1.669342436	0.07818696976	2.54586651	1.69387071	-0.2481902733	1.134771087	0.8922260624	-0.7568611655	-0.8364971036	-0.387345193	1.46892568	0.2926146174
