melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089
1.34835635	-0.7311049502	0.05591532029	-1.185204816	-0.04016787735	-0.8362157207	-0.6672012724	-0.3505605516	-0.6821415862	-3.070082427	-0.9393905337	1.211005949	-0.4694622827	0.7954207151	0.676141294	-0.6715213024	-0.7134496657	0.3437934546	-0.4773681448	0.6990677275	2.623189961	-0.3156228373	-0.9404186657	-0.1356805564	-0.434191916	0.8332107491	-0.06593463454	-1.080067021	0.03574586145	-0.183073403	0.1780083547	-0.6982409398	1.093756938	1.560885077	-0.3301345518	1.319261753	0.06627982882	0.05533748059	-0.4220083332	1.003590657	0.2403355153	0.6080105044	-0.5027590957	-0.2356360833	1.086497987	0.1701699493	-0.6652313335	-1.254613627	-0.9260474162	0.1162684567	0.2068004779	0.3655994466	1.814930305	-0.9267434073	0.8651731534	0.2309480555	-1.295479928	-0.2011308872	1.884540016	-0.05943836464	0.08482136089	-0.9099866316	-0.3986492605	-1.142026729	2.815640149	-1.715346386	-0.832555823	-1.655517014	-0.463551957	0.9919951773	0.6789600938	-0.4979073807	-1.028174944	-2.669646319	-0.9804712458	-0.1752914431	-2.14949857	0.448465404	0.931554037	-0.5035550721	-1.726493735	3.0675835	0.882208426	2.60068969	0.1169671762	-1.798291457	-1.117800366	1.872944375	-0.1144434543	0.830081174
0.8391207616	-0.5679909832	0.0453437379	-0.8092037472	-0.7342205976	-1.03479892	-0.5694471944	-0.7339198332	0.01053549233	-2.761180833	-0.1256488291	1.863026906	-0.5285402232	1.899303475	1.536396913	-1.188733661	-0.8459655698	0.5893189598	0.2470801028	0.5976194196	2.548782456	-0.1414368097	-0.3496669569	0.2648630279	-0.3948315281	0.4861124632	0.3750862353	-0.4651621033	0.9052308796	1.108970218	-0.1697947327	-0.227176225	1.134671553	1.922867144	-1.279612442	0.2745913556	-0.1206506468	-1.312319429	0.1012490542	1.757845518	-0.588979932	-0.2460082137	-0.9508570559	-0.6574169414	-0.7313808284	-2.081275004	1.396263525	-0.5586846303	-0.1233532317	-1.179742787	-0.1680241517	-1.478188212	1.312697192	-0.5720086495	-1.002183996	-0.01205782891	-1.647344435	-1.53417616	0.5330400271	-0.2799976281	1.137469489	-0.9909271263	-0.7486211754	-1.124378091	1.145671568	-1.73734153	-1.888025695	-1.675991696	0.68892679	0.1785845165	-0.4266119294	-1.756853052	-0.5389381652	-2.666298476	-0.7183503194	0.6265942421	-1.553557725	0.2597921092	0.647643525	-0.7491663646	-2.263703082	1.137250304	1.453074488	1.563448669	-0.1492815929	-2.149333356	-1.992599573	1.098611187	-0.7043281959	2.949328908
-0.4843795893	-0.5117104098	0.09060371943	-0.7797963193	-1.271481231	-0.8773467672	-0.5832299671	-0.3536642516	0.4398996709	-2.294506343	0.4821718445	0.8536569803	-0.6247036554	3.258573001	1.716855509	0.1520341545	-0.930825944	0.5738394901	1.005144113	-0.2436693164	2.359701265	0.001401014933	-0.39929899	0.8349279435	-1.041164005	-0.2312094467	-0.234527385	-0.2463920779	2.268032614	0.1086514411	0.2651811216	-0.5134814358	0.6569034957	0.7692099273	-0.2436512158	-0.5465707142	0.6553822519	-0.6302153977	-0.149485201	0.4144674238	-1.132679733	0.3569226659	-0.6575116752	-0.855420229	-1.221881087	-1.562025479	0.9655354658	-0.07220593392	0.59035605	-1.212090105	-0.8384712339	-1.363355481	0.1509979607	-0.2100225987	-0.5869983304	-0.1731685094	-0.6129762338	-0.4702954194	0.6512598264	0.06956261699	-0.05678074171	-1.117949616	-0.870589041	0.3342305107	-1.060355789	-0.129498856	-1.976690624	-1.836911405	2.190412017	-0.1908393942	-0.9420467706	-1.916693432	-0.4714577837	-1.659797724	-0.301047301	1.311843458	-0.1562019537	-0.4835583841	0.1203434007	-1.21430568	0.4254992796	0.04640849302	0.1901002734	0.2083644581	-1.188743599	-1.692460371	-1.519900635	0.5554378031	-1.225565499	2.485329617
-0.894691764	-0.600728263	-0.8428954009	1.957383667	0.951887661	2.129196955	1.701159219	0.9968505307	-0.9411051055	-2.545284753	-0.3586272557	-0.7540631861	0.3228465192	3.075334691	0.5574181666	1.051018191	0.07730548182	-0.7795789904	-0.4999854609	-1.650404314	1.556231461	0.3127415641	1.477439947	-0.5149902785	-1.643548161	-0.06194805583	-0.2239516397	0.7809849272	1.365426014	-0.1818474839	-1.383299903	-0.3465323548	-0.3077519142	-0.7670050645	1.550618994	-1.440915316	0.9115428349	0.6472831799	-0.5006383572	-0.8167402348	-0.6805670939	1.636225744	-0.502591142	-0.4169216252	-1.382283934	1.411473426	0.3202135658	1.440311212	0.3390220823	-1.508825837	-1.524923024	0.2309507232	-0.04088123765	-0.4028749055	1.28585173	-0.6277157461	0.1507100306	0.7066820464	-0.1158582001	-0.002226355324	-2.338087986	-0.09159921036	-0.4562350837	1.102066672	-1.210231592	1.780634055	-1.958345273	-1.7649632	2.64346568	0.6920164224	-0.7189440914	0.1072509966	0.4396090863	0.3016293141	-0.5813047954	1.180371692	-0.3083808721	-0.07640640309	-0.4023239329	-0.7699650984	0.3361052776	-1.562961917	-1.200117055	0.9082881975	-1.352814929	-0.6188594477	-0.5709740192	-0.2683738423	-1.318380911	4.021308531
-0.5552317388	-0.759130371	-1.372802301	1.20880501	1.400021509	2.216451728	1.701921499	1.637784414	-1.881883577	-2.545692489	-1.386486539	-0.7124106488	1.561937111	1.809265401	-0.4649102096	0.5158243304	0.7873092208	-1.129243312	-1.426702894	-0.8659756402	1.816262796	-1.300627744	-0.5823727872	-0.6505152576	-2.066424638	0.09156892487	-0.2512242159	-0.1023778244	-0.6291411205	0.1151941339	-0.7213120717	0.08459413933	-0.06823725974	-1.049987362	-0.7177910224	-1.327403558	-0.8046308345	0.5449351701	-0.9836710124	-0.3337529348	-0.01841258195	0.4804669192	0.3638021933	-0.1862627479	-0.04434444956	2.23482928	1.095337743	2.67557948	-1.048365696	0.1614187945	-1.097219005	0.1754702346	0.4975641253	0.386090692	0.3847104417	-1.549321335	-0.9475747783	1.752912375	-1.166692302	-0.2649795639	-2.544720047	0.3296688023	-0.3556286159	0.4230997683	-0.3662436107	1.695476268	-0.2670865202	-1.639488566	0.1857783395	0.9971129314	-0.4139327649	0.6724472422	1.272547909	1.57176506	-0.7657073734	0.1518715277	-0.07716107949	0.5162899993	-0.9032367638	-1.811527642	-0.2097474872	0.5119431679	0.8385321457	2.060167421	0.3831225073	-0.5752478225	0.8231421653	0.4721525299	0.2365196118	1.569137665
0.9811621301	-1.108112121	-0.913708734	-0.9079045794	-0.3926865487	-1.086983028	0.06833160365	0.2726415128	-1.958937069	-2.376087213	-1.540718507	0.5038441341	-0.02345059129	0.6334357731	-0.6463812507	-0.168178711	2.067855412	-0.1644035464	-0.4728858107	0.6783436187	2.272874343	-1.023963033	-0.7746581055	-0.2671842999	-1.475027762	0.5976968924	-0.4413574085	-0.8372656868	-1.762531402	-1.697951728	0.6098202101	0.3064586008	0.8834077649	0.5146848928	-0.5126428976	-0.187805146	-0.9968315656	1.807351535	-0.9501737642	-0.4988574021	2.543855959	-0.5530915768	0.850847635	-0.323186527	0.03424946853	-1.573501074	-0.3976651723	-1.080692988	-0.5994563262	-0.08879294933	0.01275404516	0.1593520636	1.117512272	1.285130514	-1.074613101	-1.629426314	-0.1365064571	0.8886151973	-0.5642823192	1.122025589	-1.201439198	-0.003221032601	0.4046982259	1.611349527	0.5101211283	1.384877519	-0.2938394596	-1.717064162	-0.9027649155	0.3945518163	-0.04790769151	-0.7814993868	-0.5050502269	0.8452966914	-1.479425912	-0.4529212364	-0.5576257752	-0.2163411889	-0.815849137	-0.4227097573	0.6599625534	2.033290052	0.6852847716	0.8449988352	0.6703353599	-0.5626430479	0.5078918062	-0.5898560913	0.005377962864	-1.439622407
1.0430921	-0.9638387328	0.0156380686	-0.8956548095	-0.01175830148	0.3505274856	-0.6643441862	-0.1224199112	-0.2836631348	-2.882827846	-0.2428515599	1.63811054	-0.1534124608	1.578170049	0.6932225914	-1.31269789	-0.179758742	0.2870631539	0.7679910089	0.8238880038	1.716153036	-0.09877063354	-0.733971129	0.9183410658	-1.687002913	0.4614841152	-0.6565617038	-0.4966042922	-1.155540333	-0.9929890124	-0.4383099589	-0.4018456166	1.142143817	1.158458626	-0.2411083994	0.103868703	-1.032038234	0.9410744408	-1.019604698	0.01423975367	0.2329019703	0.4555584878	-0.2737513389	-0.9287209461	-0.1061612291	-0.6106184051	-1.1537976	-1.120100606	-0.07340770174	-0.1689404957	0.6547294284	-1.021801289	0.848195366	0.6200807391	-0.008524947436	-0.6013859445	0.052965916	-0.2140866873	0.3811730106	0.8631745571	0.0320401062	-0.4736434633	-0.5479276687	1.949418754	-0.1989292265	0.566162299	-0.6500065194	-2.677018669	-0.4645516524	1.426911455	-0.2365357993	-1.117586463	-0.8577757099	0.8593868384	1.096866382	-0.6166026241	-0.7759526171	1.104958335	-0.9921024737	0.1117000706	0.975531094	0.2309246843	-1.054532245	1.04887743	0.6972055508	-0.2247293197	-0.5661673761	-0.2698291088	-1.355083638	-0.4220562898
-0.706118584	-0.5714427694	0.09096021403	-0.5846222579	-0.3481101926	-0.9809661017	-0.5789490962	-0.5876053809	0.2066609807	-2.160103062	0.3700679582	0.4136886949	-1.062675873	2.132015685	0.3068940118	0.7434716335	-0.5229448838	0.2229460061	2.171549962	-0.5869644354	0.7801545267	1.474034393	-0.3080824721	1.022217642	-1.247566491	-0.6088301451	-0.4232279726	1.773178801	-0.7320744002	1.725711117	-0.5249595692	-1.097260896	1.422980202	1.073683669	0.4278658015	0.3703867225	1.622626465	-0.2399026821	-0.7055986206	0.4487134152	-1.126085965	1.46898873	0.06951282072	-1.280144734	-1.627363766	1.854734353	0.07385555941	0.000576770379	2.903344041	-1.67861537	0.3861422347	-0.9710712711	-0.5714813102	1.618380229	0.2695367027	0.2196035978	-0.2689992666	-0.9012818913	1.179200244	-0.7106487635	-0.3503626074	-0.327071936	0.1047654996	1.48240534	-1.176597471	-0.4255346194	-0.4554330672	-0.2371997234	-0.9232780834	1.665681729	-0.6073473295	-0.8631570697	0.2692226531	2.266526325	1.891319245	0.6971051426	0.4180992872	2.384627646	-0.4018181306	-1.771544808	-1.034533703	-0.05084791036	0.5888290007	0.2461989626	1.324022305	1.061547993	-0.4291053169	0.9691641753	-2.056399142	-0.8477721674
-0.520213235	-0.2096976152	-0.9925301371	1.901318678	1.015460201	0.04057475068	1.285990251	0.9966825039	-1.240171903	-1.27819036	-0.3313674846	-1.036347277	-0.2465238703	1.999422476	-0.9340383107	1.570184158	0.8841183375	-1.008733218	0.6975292331	-1.736772654	0.4951840728	0.7309335124	1.007580336	-1.380467792	-1.992885869	-0.2111473517	0.2404587975	0.9965757816	-1.009154789	-0.3001499252	-0.7938031546	0.6897866633	1.062036225	-0.6239008988	1.489603367	-0.7344613129	-0.07327754807	1.619578094	-0.3675910749	-0.03998160727	-0.628742701	2.583115273	0.2162397517	-0.3235095114	-1.882973219	0.8912056447	-0.6315354849	0.4169806844	-0.01071357896	-0.8136731092	-0.6080351403	-0.2296011618	-0.7023023829	2.30932466	0.3479862759	0.3601085521	-0.5916273049	-0.2248811388	-0.3583526734	0.1328684432	-1.057727494	0.4621925129	0.1523480397	1.001981298	-0.8436105162	-0.5389639148	0.4354584757	-0.1460193889	-2.106636904	1.513701995	-0.1084334365	0.1681414343	1.236870506	1.299787797	1.73993299	0.4725243932	1.345188563	1.166256873	0.1734263405	-0.7685928905	0.4928996697	-0.3127933653	-0.006098250998	-0.9838455845	1.923259478	0.6711592675	-0.3395381201	1.041089191	-0.9658578699	1.481940774
0.5693431218	-0.6127603686	-1.589128576	-0.8056477148	1.829173219	1.914232496	0.2244652963	1.633278239	-2.035580958	-1.668236712	-1.108569671	-0.2176662019	2.284101626	0.7951021874	-1.561652383	-1.345519638	2.380466912	-1.067328677	-0.3842810015	-0.4458187032	1.077247402	-1.623015191	-1.353003915	-0.6079992995	-2.174375022	0.6532559784	-0.2337398705	-0.7573319805	-2.479580512	0.896576345	0.1870887745	1.768735512	0.9143553399	-0.90638878	-0.7748328819	-1.02300236	-0.1875806996	1.465818824	-0.1739405704	-0.5391746475	0.6732189094	2.45873711	-0.003722511425	-0.5926989866	-0.004486741401	-0.6099750655	2.960627306	0.6024959197	-1.118132272	1.735184614	-0.2864637457	0.7067618896	-0.3226227445	2.024732873	0.3764379662	0.8549560117	-1.336250569	0.3665350739	-1.244037177	0.3972256193	-0.573217288	0.7682380166	-0.08144300375	0.5084371575	0.9218436813	-0.2807834484	1.149517464	-0.07147013116	-0.5983920305	0.7172936474	-0.1566307952	0.8188815906	0.460459322	-0.171107409	-1.548635964	0.3267401293	1.275540142	1.987189995	-0.06081545566	-0.2114317459	1.601566295	-0.588607903	-0.8728184886	-0.8547238804	1.457106283	-1.192541937	0.2184015032	1.783102772	0.7659706727	-0.2845764112
