melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080
-0.08246738246	-0.9912506344	-1.234579219	0.5544333272	-0.6100534302	-0.2921583268	1.739964127	0.008615982154	-0.7169346932	-0.5471365515	-0.6566703383	2.131143631	-1.402312489	-0.2586445627	-0.6154472177	-1.210010823	1.492865488	-0.1739983212	-0.636592872	-0.4043234335	-0.655736999	-0.526186994	-0.6040909411	-0.5378947708	-0.2122850519	0.7229401849	0.6220297611	-1.141679652	2.856198839	2.209773549	-1.601668154	-0.8023120991	-1.141880633	-0.2636157441	-1.725478928	-1.090613605	0.9087092385	-0.9113259845	0.667132722	0.6816880177	0.4948784032	1.435623071	0.7067585138	1.091977202	-0.9425156737	-1.508540761	-0.890789552	1.879939979	0.02267607745	-0.1361170951	-1.599778073	-0.1051742647	-0.04100211419	-2.072247168	0.1932396924	0.3057104636	0.006408779662	-0.3956775797	-2.090421073	-0.4379488678	-0.3965403312	-2.363959915	-0.2841909359	-0.9296433436	0.3081517787	0.4080151384	0.9066934255	-1.527334024	-0.5742873754	-1.145405417	0.7018601903	-1.145599165	-1.372274723	-0.3079495342	1.194538225	0.2228689981	-0.5849266734	0.5090821142	-0.642816415	-0.63144812	0.8023136964
-0.4526898534	0.8655395465	-0.4409277486	-0.5343495342	-0.7467582994	-0.4276615398	0.04092589693	1.159197963	0.2686275012	0.1510646489	-0.8341797261	0.5474984532	-0.2770916518	0.3192517546	0.1256618096	-0.1708105208	-0.02125943512	-0.4724656123	-0.05778899428	-1.354363272	0.5152490319	-0.4897171209	-0.7867538361	1.875818633	0.4097666459	0.2452399874	1.051514221	-1.027829185	0.580203014	-0.3071087034	-1.158995823	-0.5289586705	0.04422816655	0.1775410688	-0.7995548704	0.5605597308	0.5028517041	-0.7116700334	-0.06996767683	0.2081860508	2.143414949	-0.2805446386	-0.7630416822	-0.5240316164	-0.3290844389	-0.1632944098	-0.8385026106	0.373140029	-0.8454604903	-0.5622446763	-0.5191869115	-0.2334475252	-0.4104201333	-2.174895459	-0.4269745734	-0.1636849134	0.4370925985	-0.03920613481	-1.539836977	0.8119909341	-0.8701182044	-2.188019249	-0.6388919451	-1.653498535	-0.6186307838	1.107184486	-0.5037666895	-1.250143324	-1.500293374	-0.4417774952	0.7640292959	-0.5942857176	0.4017818314	1.115835668	-0.2948692219	-0.2983458113	-0.4286870802	0.4234994082	-0.7438310643	0.3946198318	-0.1525526356
-0.475978784	1.118042356	1.016433243	-1.185687619	-0.04332298671	-0.1748658897	-0.5511487644	-0.3073947765	-0.3879028794	0.3247750002	-0.3962637775	-0.5158889398	0.5507384814	-0.4640948261	0.4009362475	0.7855281366	0.1500809415	-1.180565442	0.1428133293	-0.4450537919	0.9380813111	1.16516006	0.1652886211	1.290621329	-0.0943365048	-0.6750884193	-0.4423915961	1.157932411	-1.120524333	-0.2614092524	-0.5322073143	0.4560243347	-0.3609366558	0.4772089627	-0.3977307363	1.113744327	-0.3553436625	0.4123863939	0.2008245612	-0.7519287084	0.01051921034	-0.298416945	-0.7723359464	-1.370712448	2.193287632	0.9226418156	-0.9036091718	-1.56502087	-0.4851717086	-0.8227316127	0.6392186131	-1.469939676	-0.3449612655	-0.7956984216	0.03844452741	-1.223962619	0.603021341	1.391106211	-0.5278331496	1.052188264	-0.7620048656	0.1220302099	0.07839183657	0.5744174763	0.08175331317	0.356312183	-1.384191388	0.4295985145	-0.7838567522	-0.0576488725	0.6145018545	0.4416561649	-0.2790071029	0.4267608697	0.1997168617	0.24699954	-0.2443073615	0.9163337177	-1.078253701	0.4326237162	-1.085755407
1.683361526	-0.8240015245	0.5457634053	1.713646815	1.221961588	1.080701959	0.2101377925	-1.440919548	1.315346929	-1.268212253	0.8935246383	0.1539308223	-0.6918830249	-1.239611455	-1.032432108	-0.8568090406	0.2737000506	0.4023593201	-1.096119348	-0.9981862416	-1.989448343	0.8828882248	0.625829132	-1.138519271	-0.9104290454	0.4416334432	0.2335411776	1.123788211	-0.554546584	-0.5396602266	-0.6336185436	0.6369587651	-0.768794439	0.06552996671	-1.955947786	0.235042275	0.5140319193	0.5927429863	-0.3320758791	0.986319411	-0.8329848998	-0.1688527535	1.523195464	1.524707444	0.7541536803	-0.5249524272	-0.6064514038	-1.334226422	0.9205742675	-0.3496313799	0.5190203034	-0.9437168953	0.08578594558	0.388860458	1.307017435	-0.5409329291	-0.8739128492	0.6857067725	0.197530683	0.6292361196	0.9232077525	-0.4268015064	0.8211940588	1.596222273	0.4897789645	0.1347478875	0.1045250205	-0.5717255923	0.2023249612	-0.97008326	0.9181309374	0.04397682791	-2.39419229	-1.621713525	0.3026382404	0.9370470626	1.156854519	-0.264001531	-0.532731287	-1.321108514	-0.8809155493
-0.4962986927	-1.268219503	-1.052814962	0.8964746593	-0.9103168958	1.563836946	1.890227897	-0.01962412185	-0.1676063039	-0.593983989	1.727886097	1.102704174	-1.568616306	0.2949911283	-0.2456745712	-1.326178818	1.055363134	0.3267020715	-0.7206463598	-0.6565285509	-1.186536314	-1.151205788	-0.7989003993	-0.2906541286	-0.2960506171	0.8946789552	1.285805742	-0.6863703918	1.521621172	1.088631077	-0.4452826322	-0.7901451986	0.1413058861	0.529682622	-2.040489984	-2.534282492	0.5117573134	-0.2945055021	-0.07494808067	1.455650228	0.4454301206	0.3371471453	1.407153089	0.9001374445	-0.5623589453	-1.696414208	-0.1608916436	-1.823162413	-0.961768552	-1.055065465	1.281833687	-0.1973503489	1.118986226	-1.471708066	1.14854786	0.3528700668	0.3481579246	-1.308748508	-0.527560894	0.1825877556	0.03544674677	-0.6647811797	1.399882577	-0.06532615358	-0.5383331829	0.6137118251	-0.6002906824	1.365468487	-0.5340755387	0.6287222489	0.5392134986	-0.693482054	-0.834216107	-0.212676841	1.046758423	1.210955279	1.050605757	-0.08628183923	0.8463133858	-1.288015099	-0.2686448994
-0.1986195371	0.4598738015	0.3848612637	-0.4309223983	-0.4178755836	-0.7640358333	0.09537367577	0.3067360979	-0.9849443366	0.3681389236	-0.5496444737	1.069243857	-0.2768205542	0.3165338093	-0.006875632277	0.8676324183	-0.5074268292	-1.543943669	-0.2902050727	0.4950775964	-1.297977323	-0.6868896805	-1.430484723	1.240591563	0.5606251449	0.4009089984	-0.2133896031	-0.2970649405	0.0157725042	-0.2768675802	-0.4005518746	-0.6825102237	1.579490687	-1.055231628	-1.575582802	-1.212306344	-0.9160202431	-0.6922238802	-0.1816621387	-0.9378657044	0.8917884613	-0.6584391255	0.6948750193	-0.2546957289	-0.5322202847	-0.2152888469	-0.2063272383	-1.309338853	-0.2708280579	-0.3031095837	-1.2922053	-0.2671176356	-0.2246486809	-0.7794093117	0.2184252093	-0.4844696084	0.3958608973	-0.4396804449	-0.6842239789	0.292493416	0.4900849677	-1.316626139	0.5736533887	0.5804066595	-2.952308539	0.9843326617	-1.426790875	0.6306977013	-0.4944719549	1.298789028	1.34759061	0.1730347648	-0.8887396069	-0.2561273889	-1.243829299	0.9661075465	0.2890445455	0.06657008956	0.01689495587	-0.0166471632	-0.03829673286
-0.8170477737	0.27212981	-0.4121125623	-0.2025576233	0.1308895778	-1.203638788	-0.648867704	-0.07647504836	-0.9773703074	-0.08044244087	-0.480583451	0.04236761051	-0.5695413377	-0.6646934375	0.8711429159	0.2125781749	0.2126899389	-0.9749685291	-0.9307610255	0.9756244472	-1.107614043	-1.772679093	-0.6984846753	1.323831573	-0.03727498913	-0.01231241932	-1.033842867	-0.6116634562	-0.2115798683	-1.045453529	0.1823939602	-0.6736276437	-0.2243311516	-0.5824215368	-2.291848224	1.145266737	0.2289192751	1.698480074	-1.318754248	-1.437672036	0.5013524969	0.9031973375	0.6819097201	0.1719746257	0.002090300873	0.9094332612	-0.2852921503	-0.8707116587	1.003433841	3.103800615	-1.604272597	-0.5512659869	-0.8866021087	1.232202804	0.387145304	-1.585438458	-0.7655175035	-0.8412432818	1.687770588	1.262906391	1.80704365	-0.294091632	0.3408922613	0.4802052506	0.307725688	0.6463151167	0.01927246748	0.8191795631	-1.882133432	-2.357527963	1.985872756	0.08517954589	-1.561327044	0.7590978367	-1.317327795	0.1897502514	0.7802177688	2.070986651	-0.8783793637	2.287609439	2.538165008
-0.7295523521	0.4748785	-0.73046135	-0.375429647	-0.1486444157	-0.8567045707	-0.5356236821	1.067852697	-0.5420668079	0.5589954512	-0.9465512422	-0.3779924239	-0.1488480024	1.492310859	0.7120400669	0.02888856939	0.7167480113	0.1316720503	0.5327070034	-0.3282598516	0.1957047441	-0.4876289052	-0.9999569882	1.624426857	1.600688634	-0.5389790247	1.243472845	0.9533143981	-0.02737576815	-1.780421605	0.3727003011	0.5876379402	-0.9850531696	1.737690959	-0.2695939427	0.3450560507	1.476992721	-0.6100517065	0.6794838709	-0.08072005585	0.9914276639	1.426029637	1.461334618	-2.186330712	-1.290737781	0.4225124109	0.6935216122	-1.689573687	0.3413313772	-0.0281761996	-1.503949674	-0.125426935	0.5757275607	1.463777521	1.654158131	0.5832506926	0.8017273995	0.04330044819	0.8132263475	1.543898308	-0.621008819	0.9920880703	1.172494206	1.251799234	0.3583027238	-0.6506695322	0.9180108054	3.009569594	-0.4707623923	0.6119657383	0.9316339672	-0.3326977484	1.522555409	1.036817174	-0.1308931237	2.350238019	2.785114446	0.9261655316	0.9310809835	1.361109391	-0.4760982874
-0.8015862533	0.9437361526	0.9616130305	-0.9649175278	-0.3614696583	-1.00595611	-1.043464596	-0.770157884	-0.1220493058	0.6530691885	-0.6786293883	-0.8823800525	0.5780598419	-0.6906411244	0.5066432442	0.5460032742	-1.46749085	0.7911063509	1.279610609	0.3441020726	0.6087284107	1.791198597	0.5389721345	1.600714124	1.068880932	-0.4007498278	0.4888318289	-0.4822909893	-0.4796412168	0.4119067149	0.8473345262	0.6046988419	0.2533635812	0.9748846998	0.8968549382	0.5188568375	-0.3361993922	0.6188688328	0.6336918747	0.667622629	-0.1792758028	-0.1506542406	2.381208203	-0.9489543704	0.435598755	1.054017277	1.463796319	-1.54851631	0.8132986111	0.616317874	-0.3334934874	-0.3083014853	1.610751612	1.211812678	0.5078353417	-0.08308839308	-0.01258879541	0.4237638105	-0.2748599008	2.179427514	-0.1831431355	0.5614388311	1.356350457	-0.7146946667	0.1542444993	-0.1771276836	0.4821619746	2.092777041	0.1053125153	1.831225031	2.261131245	1.501197397	1.464381034	0.2025104391	-0.8814848971	0.8824628087	1.022385886	0.1592258732	2.19767259	-0.04953990475	-0.4484987132
1.311385624	-0.7633216414	0.4139113633	1.136622588	1.22992167	-0.0825380638	-1.00950331	-0.9338748753	0.6513210403	-0.3818100669	-0.1757735656	-1.035597351	0.4546195134	-1.77890737	-0.7542687468	0.5018816452	0.8409194574	2.327246347	-0.9094373978	0.8764063141	-1.353599158	1.981571122	0.8947255605	-1.360610178	-0.4577232412	-0.3577715974	-1.352869322	-1.138109915	-1.284347483	0.4257053441	0.395907349	-0.09211353592	0.5366696745	2.566901651	-0.02359516069	-0.3677090541	-0.8919454058	0.7651339348	-0.7760658198	0.1061074868	-0.2654703919	-0.4691233608	2.003876073	-0.0687050837	1.489217354	-0.6734717973	1.297859452	-1.426246581	1.931367304	3.246883197	1.957113832	-0.8413800718	2.494825161	0.9841913678	-0.4699177413	-0.3749588544	-1.007079593	0.7906407026	-0.198985115	1.833520792	1.349381926	-1.041590159	0.3094420741	-0.4745701802	0.4667381661	-0.5979287793	-0.2969232008	-0.1983148672	0.9643573014	-0.8837625605	0.9757040122	2.168197707	-0.6437386021	-1.575566357	-0.006805449541	0.7198379516	0.201592165	-0.3403969258	1.874968956	1.161441202	-0.3504873039
