melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090
0.07112127575	0.8655288223	0.9427831818	-1.104176373	0.3367230572	-0.374394206	0.9560558798	-0.6015520534	-0.4739281803	0.09400937702	1.592621103	-1.408825578	-1.01849699	-0.8934025477	-1.110784597	1.114132171	1.408123646	-2.474402145	-0.3302346148	0.7378687665	-1.067470271	0.2952443573	-1.190822915	1.480681452	0.7264767523	-1.142135905	-0.1012388264	-0.4744762382	-1.14372475	-0.6767186608	-1.02320055	-0.1099881154	-0.3484133268	2.472602643	0.4950898721	-0.4500457583	1.365683027	-1.325741983	-0.3395600405	-0.06075350084	1.570291576	-0.1582672092	0.5354307694	-0.2607370001	-0.5813971996	-1.101846559	0.8408693039	-0.3371633115	-0.1503924957	0.05358506041	0.2630266962	0.2813935301	-1.059788788	-0.6038277185	0.6277202486	0.4957150277	1.525153673	1.068233335	1.785705769	0.7982395168	0.2534952063	-1.209155018	-1.27968863	-1.64896413	0.2713442617	2.219357757	-0.7357771471	-1.435773999	-2.60324316	-1.413675009	0.7127795709	-0.9988595982	-1.494409739	-0.8943353194	2.056291647	-0.6646373507	-1.165149501	-1.797302706	-0.9970438827	0.7615239474	-2.456655351	0.7170463464	0.006618679613	-0.3689810021	0.6035784004	-1.303847434	1.455545033	-2.428784528	-2.004890705	-0.6003717886	0.008927047892
0.3568089176	0.2578471357	1.286725525	-0.8275416253	0.09657038909	0.04654719851	0.04697067811	-0.1819145104	0.1004195553	-0.09300029789	1.661357233	-0.7187908121	-1.140915971	-0.5356320691	-0.1172496276	0.845346035	0.02192600124	-1.839522874	-0.4635510958	-0.5705574068	-1.073439197	0.8135507114	-1.530528928	-1.238419862	0.7469755236	-0.03539099175	0.05105389843	-0.7983675449	-0.9218394484	-0.9841399731	-0.3845524361	-0.7232892179	-0.3293738977	2.216458174	-0.05319371435	-0.8247881022	0.9228999544	-0.4310319746	0.65658894	1.316972704	2.016865992	-0.9304415432	-1.048780419	-2.169549482	-0.5485206536	-1.726308559	0.2618109848	-0.3699183367	-0.6771320178	0.3594365841	0.8617579686	-0.01090328864	0.5650522703	-0.7106879339	-0.05712039349	-0.4591033291	0.3439551643	0.4987758344	1.261444739	-0.07985322634	0.05515992184	-0.01584500309	-0.8386813389	-1.507432244	0.6152880543	1.459194284	-2.401862222	-0.758761564	-1.644241178	-0.5629877388	0.2242828059	0.5683308124	-1.222816034	-0.8606222161	0.6007362682	-1.162466692	-1.0596437	-1.411101489	-0.3080229885	0.9828893341	-0.5226612146	-0.9788171267	0.4371692205	0.1200308596	0.1295037276	-0.6845624198	2.782879657	-1.500686346	-1.53816978	-0.0899399879	-0.1214368601
0.6265513716	-0.02809742906	1.007683759	-1.19711563	0.2459943664	0.3418263124	-0.5133234241	0.4293811569	-0.6925916725	-0.8930207193	1.574170119	0.8777741592	-0.07461749861	-0.3322146773	0.2443475484	1.185343621	-2.025816967	-0.3474779394	-0.1628658166	-1.481492336	-1.104212493	0.5695668509	-1.714610114	-2.049677233	0.5672694459	0.7404513409	0.1866925369	-1.074217876	-0.8331435637	-0.8322330647	-0.6637238749	-0.5475176896	-1.574069997	1.289624415	-0.3752169874	-0.4302596053	0.416321698	-0.2105387373	1.202573937	0.1756514271	1.532617941	-0.4042246466	-1.981227085	0.2383023074	-0.08398516573	-2.219846043	-0.3157707736	-0.7076109502	-0.08344832469	0.2798277125	0.8273845356	-1.032137737	1.64816306	-1.110367784	-0.1642995027	-1.800893264	-0.8600093488	-0.432615106	0.1412939126	-1.124380251	-0.4609626663	1.139901442	-0.6458632506	-1.317229471	0.97439791	0.4936724368	-2.66809989	0.6113660555	0.3381959276	0.7924896545	-0.1763285946	0.1468421074	-1.524972663	1.282080166	-0.03474747763	-0.5375921928	-0.3260085815	-1.247799172	0.9989517799	0.9757954522	-0.2399923601	-0.914443877	0.2059061305	0.2670860141	0.6152857837	-0.4095460283	2.088785113	0.07029418268	-1.416961893	-0.4293443234	-0.389267373
-0.2518935959	1.159680364	-0.8856807471	-1.783997995	0.529869042	-0.6427876551	0.253302899	-1.386509428	-0.592409211	-0.6557455247	2.704474619	0.434409516	1.07778696	-0.56048584	-0.1751127759	1.215440341	-0.8747875818	0.06520368152	-1.84149995	1.065682578	-0.9608025493	-1.129559346	-1.508119206	1.455907239	0.4358278675	-0.2347519114	0.3912083233	-1.108964301	-1.491391792	-0.8714460469	-0.5957282769	-0.482654192	-1.229198567	0.5253832734	-0.6784293036	-0.4062277596	0.2604701959	-0.5554819718	-0.8133234152	0.849909425	1.018599853	-0.09378429658	-1.301578491	1.173487617	-0.4482634124	-2.402557325	-1.250333471	-1.340251294	0.9323935851	-0.3470800641	1.825106999	0.7250642074	-1.179209766	0.8341285276	-0.4348531091	-2.198865436	1.243422734	0.533450182	0.3827736729	-0.9660170498	-0.2833454556	0.3049441309	-1.013995547	-1.664993082	0.2123640682	-0.4587450392	-2.136864385	0.4658531941	0.1688667861	0.7701678866	0.01943988326	-1.292415047	-2.594505789	1.250220707	0.5362565639	-1.403817389	0.1566572669	-1.422916338	0.6399231241	0.3247263175	0.4131444505	-0.6860344495	0.340486871	0.6416639707	-0.6683707405	-1.048882804	0.8306958038	0.7787964189	-1.240081812	-0.3304551958	-0.0004034497897
0.8525211588	0.4175086775	-0.01265789989	-1.168323856	-0.1070835032	-0.01251684255	-0.4846295634	-0.152253669	-0.6241181787	0.06412663588	2.89211376	0.7975896315	0.9649896382	-0.1505814899	0.7300722957	-0.4206623309	0.5628515185	0.624604792	-0.1408735744	0.04747838897	-1.901431015	0.05612568641	-1.838563265	0.2343577538	0.7719438884	1.473369168	-0.2756144919	-0.2152843108	-1.261132316	-0.6251001253	-1.173037697	-0.99283943	-1.089140521	1.125426759	-0.1579959492	-1.290213878	-0.524758501	-0.1595284878	0.8895256842	0.3064840774	0.7717095519	0.05333112924	-1.465798926	-1.738401197	-0.6699255315	-1.891187565	-1.074395153	-0.03793006394	1.316788306	-0.4776971879	0.1037475107	-0.8260184142	0.9304953697	-0.3434209619	0.1866571151	-0.7218163034	-0.5742996098	-0.0752006515	0.1487196257	-0.7778983236	-0.3471727432	1.435054354	-0.8128999733	-1.688704685	1.301449416	0.6238505525	-3.192326051	0.2014425826	0.4293776504	1.801216732	0.1126198224	-0.5788710934	-2.276482502	2.050360305	-0.9849945863	-1.346200274	0.9040912063	-1.127132257	0.4982512671	0.2487824012	-0.3299738127	-1.321025183	-0.6960988234	-1.698354455	-1.092877198	-0.3289447822	-0.4075624543	-0.8324298094	-0.09203660082	-0.3980238453	-0.1363827565
0.8049617527	-0.09794792067	-0.213679634	-0.9132504641	0.1126060884	-0.3205837759	-1.128774324	0.2465446981	-0.1928002658	-0.0972235189	2.639747998	1.350399917	1.378563051	0.4967747631	1.117100887	-1.837604503	-1.035986572	1.31425995	-0.847239354	-1.339116348	-1.54386058	0.2879915992	-1.198577611	-0.924444387	0.7761883268	1.256271956	-0.6605032443	0.3061025789	-0.6683051973	-0.04215129345	-0.9002714225	-0.7602362049	-0.9487365518	0.796395418	-0.5324911473	0.1177142953	-1.283563766	0.2349707002	0.5480843954	0.9432550038	0.1274294136	0.2591137963	-2.0753622	-0.3845125581	-1.263814886	-1.649682634	-1.297172687	0.2975025575	1.451692849	-0.6887041146	0.5513872891	-0.2278806208	1.602198039	-0.2672242976	0.3587998841	0.354709854	-1.523945443	-1.350912856	-0.7811916578	-1.434267211	-0.2887152435	1.845136564	-0.2218440479	-0.8110916114	0.9986578258	-0.3725271962	-2.977141705	1.139516612	1.236412171	2.24775787	0.258986477	0.4028750278	-1.390608761	2.359051904	-1.881798952	-0.8030052693	0.0400798915	-0.7863432235	0.4798128615	0.3217736033	-0.2210868504	-1.593995561	0.3231156142	-1.271239592	-0.9646230237	-0.2352068228	-0.0618027741	0.2855472655	0.03496473119	-0.8597911249	-0.3513815282
0.5452693069	-0.1249417496	-0.3200875215	-1.247667339	0.05869710218	0.5184614465	-0.3317661295	0.5583884158	-1.266850168	-0.3574122772	1.925586767	0.8697262651	1.586180178	0.2091893095	0.5990560148	-0.5884847107	-1.769043238	1.603425734	-0.779351215	-1.345808988	-1.509578853	1.033375772	-1.050625991	-0.9863234735	0.03354596491	0.8087040118	-0.1484063862	-0.258679039	-0.9421936554	0.5534286844	-0.5865438081	-0.5806757533	-0.8738055356	-0.3377847001	0.1726115318	2.098899757	-0.9740767421	-0.04556612998	1.624614338	-0.3995380957	1.11358685	0.4598039259	-1.980192871	1.590828728	-1.212739384	-2.027168498	-0.4921730884	-0.2837182826	1.001176832	0.7230531095	-0.3160631719	-0.2688308262	1.592758638	-0.2414593019	0.3857682815	1.117044461	-0.2456295544	-1.436258717	-0.6144837196	-1.024547209	0.4594105389	1.037057936	-0.4628051162	-0.6235897785	0.650880827	-1.141173533	-2.004432259	1.910413721	-0.04296517579	1.5841207	0.4721596703	0.5567559531	-1.1163786	2.137938185	-0.3716694119	0.4205683873	1.487610703	-0.2486267973	-0.02148372765	-0.2541189583	0.3149165044	-0.6341910718	1.168947973	-0.09070706246	0.1237107779	0.4886167888	-0.5070153437	0.1905937702	-0.5843830902	-1.545175527	-1.053004514
0.4635030451	0.8130533326	-0.02657779415	-0.7292105257	-0.168274502	-0.1691024799	-0.1005661203	0.02923238885	-0.7151665571	0.0232221806	2.546208282	-0.4380887983	0.9127781267	0.1244268818	0.2340584559	0.8986969631	-0.1162621181	0.982704953	-0.9985239012	0.6150474029	-1.571183048	0.3001153778	-1.074438062	-0.4424035714	-0.02687670954	2.3473398	1.118661927	-0.5948476887	-1.294331049	0.2392448573	-1.381385534	-0.8627882565	-1.735902081	-0.4398579618	0.5868689028	0.6111146403	-0.6837236623	-1.040891517	0.3554490218	0.4816232662	2.487651247	0.3907112198	-1.210919786	0.2488999061	-0.3580114267	-1.061220769	0.3918668524	-1.21739531	-0.5203180063	0.6215612366	0.269414193	0.2759207422	0.7591469725	1.216682728	-0.4948964617	1.51532237	0.16844653	-0.4930369091	0.8645128004	0.3447546646	-0.174250897	-0.6600530375	-1.189481249	-0.4045899056	0.07742854362	-0.2463431001	-2.034749702	1.166123281	-0.453941331	-0.51378773	0.09916768334	-0.0593121535	-0.6116846967	0.8028848929	-0.3471887555	-0.5153310533	1.254549743	0.4729702553	-1.983743329	-1.401720725	0.8417530133	-0.227883576	0.1566423719	-2.14345989	-0.4967876185	2.156357282	0.468825664	-1.000765628	0.8022731549	-1.377729556	-1.331514208
1.100836582	0.3572452602	-1.267282121	-0.4919406075	0.2010396118	-0.1309619628	-0.09886716297	-0.2037387271	-0.07383368776	-0.02239512864	1.787994873	-0.5845477072	-0.164478328	1.94369329	0.9596068687	0.5878255025	-0.6654325898	0.784513656	-0.03404942834	-1.013161737	-1.528122717	0.5076320313	-0.7028641926	-0.4260082221	-0.0622740064	1.436482954	0.9253730021	-0.3501299177	-0.5495047704	-0.4882408935	-1.096357312	-0.8214849852	-2.10637004	-0.05902180294	1.242051828	0.3261549367	-0.09334047146	-0.5149195227	-0.9707885417	0.4068281139	1.776518666	0.2428231617	-1.439111256	-0.1191082449	0.5501348694	-0.233066535	-0.849039282	-1.226012651	-1.305334374	-0.8080885642	-0.1940442079	0.2253824613	1.521112766	0.7562867546	-0.9325800287	0.7569706957	-1.526886851	0.05084828232	0.4065318009	0.2091768951	0.6441578586	-1.497863873	-0.4179986822	0.08819400049	-0.4487484793	0.0159693981	-0.09865960267	0.636678971	-0.3662751697	-1.259486209	-0.5412826268	-0.8783232443	-0.1050868148	0.2267198799	-1.928219238	-1.401339483	-0.05609154773	0.4491866835	-2.228231049	-1.521765857	1.16604949	-0.1888635238	0.6139753254	-0.8417587627	-0.6212841696	1.9259926	1.675288101	-0.9880440976	0.9907642771	-0.1939038325	-0.9769780596
-0.9431917336	0.4449280093	-1.824499505	-1.339841875	0.5095816077	1.980813238	0.3092057504	0.1469098706	-0.5029306509	-0.08286095809	1.309267529	-0.09758650671	-0.4580128481	2.369800186	0.1133385618	-0.750700915	-2.196011102	0.8300441763	1.557526697	-2.0258949	-1.505107237	1.42358603	0.199978097	-0.9489245785	0.04149505804	-0.9443332402	-0.3643695015	0.2488277437	-0.07867191084	-0.3871608143	-0.3379844196	-0.7653308353	-1.360643737	-0.1424200341	0.8443876321	0.6755554144	-0.6187105453	0.2540820117	-0.5476247123	-0.7710500075	-0.8737814697	-0.1703779687	-0.7694926215	1.460561523	0.9134823946	0.3771244812	-1.264904561	-1.412948266	-0.4572247446	-0.9438409197	-1.977426281	0.3866482691	1.256354703	-1.59393624	-1.631371846	0.6218538568	-0.2755160309	-0.3832834645	0.105092055	0.417698066	0.9368055875	-1.458072504	0.07004512572	-0.3707366537	-1.062275047	-1.079275346	1.848389166	0.5460735448	-0.5738729165	-0.1143205005	-1.270718227	-1.592758258	0.1103125178	0.1946603369	-1.565421744	0.2872347584	-0.6823186739	0.182913452	-1.559962858	-2.001061702	1.336069792	0.3340359171	1.470665388	-0.07024783777	-0.4240645997	-0.6948697229	0.4466205904	1.119273066	1.051247644	-0.216403929	0.03688739986
