melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136
1.090049095	-1.231253194	0.4292451011	0.2025350868	0.01552216385	-0.3631021222	-0.0755070742	0.3467716939	-0.2003712417	0.9330009751	3.593296545	-0.8588275672	1.170419572	-0.7913888112	-0.8343830168	0.4796298151	-0.7160829645	-0.2329192447	-1.146446023	1.580445148	0.3377482603	-0.9974466512	0.9155215868	-0.8329367053	-1.699214185	0.5268557734	-0.5981792562	1.584314997	1.770250262	0.760389326	-0.2622725643	0.5726489391	-0.5907908815	-0.1017789718	-0.2876402706	0.0848747087	-0.7315760066	-1.101709962	-0.3818418194	-1.115136361	0.681940299	-0.3392378113	-0.2450775647	2.413426007	-1.295251696	-0.2374125102	0.01838771957	-0.2118362516	0.2815185795	-0.4782508196	-1.683824552	-0.4976530087	-0.148310896	0.5561362961	-0.02967233939	-0.1795887435	0.2742927017	1.167245993	0.1902757865	-0.1423937384	-0.5891748032	-0.05577387127	-0.5256918272	-0.7622796699	-0.3752461194	0.9625092822	0.1253396048	1.361868974	-0.8074500631	-1.649666191	-1.201665194	-1.374486845	-1.01131341	-2.41545562	-1.248693754	-0.5066895303	1.329349187	-0.6946118727	0.4988048561	-0.1341215308	-1.208408375	2.3279973	0.5511881187	-3.847808661	1.699776531	-0.9474140983	1.258410106	0.2326689675	-1.903287558	1.020966414	0.6480095203	-0.6824686266	-2.263175428	0.7358308195	1.045438561	-1.823946744	-0.2544992933	-1.388726253	-0.06844231758	0.1156182335	-0.4954492963	-0.4848037112	0.366013654	-1.477882796	-1.493918143	0.9320546485	-0.4121962041	0.07257072458	-0.1728542771	-0.7064556429	-0.5925681946	-1.393185916	0.8925513079	-0.7662868625	1.060168487	-0.298623785	0.09979775657	-0.04146072654	1.577207954	0.5995075233	0.1571641042	0.4538847172	0.984406876	-1.935166203	-0.3066201034	-0.4518818848	0.1290892849	-1.759741863	0.151107254	0.3427308959	-0.9776481506	0.4179495181	1.037275776	-0.1273683175	-1.474371927	-0.3454852813	1.104227436
0.8554313637	-1.303087871	0.1184566908	0.4385052366	-0.7208822009	-0.1158212038	0.8189594697	0.3994172697	-0.6694915903	-0.665841814	0.9155889388	-0.1156658671	0.2103143548	-1.86284589	0.1214752443	0.0716521204	-0.6873003971	-0.7096760189	-1.152301262	2.071066515	-0.120889261	-0.8855627227	0.6481174053	-0.7128977544	-2.059406897	-0.7021620273	-0.6311593748	1.289223647	0.191919646	0.3166900384	-0.4076643116	-0.8467195527	0.2321918073	-0.2410350513	-0.1940167225	-0.2488520884	-0.8809107264	-0.0004336434539	-0.2412460666	0.1257397483	1.749955631	0.07101288653	0.1996795435	2.223240327	-1.112756996	-0.2696625681	-0.1154850627	-2.510024694	0.4779031651	-0.2196894478	-1.510713305	-0.03597984442	-0.9564001704	-0.2095178076	-0.4966378378	-0.09226327114	-0.4605369718	1.454283565	0.2661526191	0.1393531049	-0.9859846884	0.01375596883	-0.3757833495	-0.9525505931	-0.2272029598	0.3750987691	0.007909122314	1.185188109	-0.7212849449	-2.269652653	-0.3570824085	-1.363024216	0.1330981538	-1.051146168	-0.6132677498	-1.884107381	-0.3555738503	-0.6533736971	-0.3481797132	1.273685475	-1.281588358	0.4842818458	1.024928041	-1.46082955	1.012184251	-0.910480828	2.028995376	0.6254813319	-0.715726334	-0.1416009767	1.667847353	-1.034788368	-1.16561905	0.1356502315	1.27080261	-1.879595889	0.4917458952	-0.5686098902	-1.302283668	0.7551969582	-0.3047660716	-0.1954636934	0.1852063643	-1.293578625	-0.8094497422	1.106351517	0.6405940225	-0.4289923777	-0.5563738909	-0.8653506654	-0.6133845774	0.4688313035	0.29131065	-0.3447223298	0.3600321654	0.07683820487	0.5547570416	0.7172265795	1.772864477	0.7460433477	0.7332944446	-0.171846775	-1.045827465	-0.6706143529	0.8813942919	-1.236595905	0.2853553411	-1.506552846	-0.6870085541	1.532823879	-0.5152280028	-0.883022998	0.9374524319	-0.7677865568	-0.7126043753	-0.06093734632	0.01758208994
0.7773923158	-1.118783425	0.09710980236	0.7129632536	0.2110293375	-0.5133025483	0.5841893067	0.6322975009	-1.025225253	-1.211233225	-0.7479092041	0.5380058842	-1.927291913	-1.593414833	1.099462522	-0.8596744994	-0.5474419145	-1.719611808	-1.475877923	1.778756833	-0.7826427256	0.625614906	-0.1105705969	-0.3614938008	-1.647991247	-1.323453833	-0.7448087665	0.8388168224	-1.258616572	0.1171466393	-1.094764106	-1.842720979	0.6073168364	-0.002123288257	-0.8367842997	-0.3641469379	-0.5360893185	-0.5910043322	0.01256690856	0.4692190865	1.312588383	-0.7056046155	-0.4277460428	1.538882115	-1.277059705	-0.3480888163	0.2935890107	-1.83280198	0.1834504279	-0.3637295131	-0.009434699865	0.6522853945	-1.331083448	-1.07387044	-0.3424006588	0.613913842	-0.03920314552	1.1617244	-0.04865941817	0.3371219447	-0.4310182375	-0.1254226839	-0.3194147087	-0.679993721	0.1062004219	0.03566953806	0.2445812008	0.7823354286	-0.3813182979	-2.097160224	-0.4888298807	-1.077246634	0.3348704883	0.2447335017	-0.03992279877	-0.7407817335	-1.660802066	-1.18844074	-0.2462244488	0.2547115287	0.1540667762	-0.3112133201	0.08792517248	0.9115896928	0.4559279574	-1.872919716	2.03242745	0.1405140787	-0.1737450269	-1.387697866	1.609429486	-0.283916785	0.799166347	-0.8187917792	-0.1357185962	-1.296531111	1.415884314	-0.2137501967	-1.579301386	0.6407357455	-0.7128502421	1.051756978	-0.5490137089	-1.767210463	1.419196612	-0.008747773864	0.792315186	-1.115281919	-0.2344815286	-0.1668514263	-0.07491715274	1.993579469	-0.869680876	-0.038267411	-0.8329384047	-0.9738701658	-0.04051164495	0.5523806459	2.171904834	0.7355436403	0.5292227778	0.2447230565	-0.7597824635	0.5770105017	1.103559773	-0.8694959176	0.6671238831	-1.450641759	-0.2884607431	1.158069706	-0.6582677437	-2.411110735	1.38487454	-1.110338948	0.5100817189	0.3344349501	-1.08039918
1.771143101	-0.6924842156	0.4480011148	-0.003512559727	0.3696267055	-0.344454344	0.3549057487	0.636676841	-0.8892141786	0.5064236417	0.8254563734	-1.079653199	-1.016610041	0.4595946794	0.5751642967	-0.2521218299	0.1304331809	-2.042975685	-1.09071381	-0.4449297433	-0.3641704718	1.51679708	0.0288858877	-0.3289148023	-1.36930446	-1.754712391	-1.271801038	0.9568817357	0.05278402732	0.4089607241	-1.029137931	1.492241928	-0.953443171	0.5593003691	0.1738087571	-0.0365433663	-0.851217826	-0.6470998276	-0.5734656285	0.3074783513	1.02345807	-0.8584935202	0.702443132	1.241757496	-1.498132951	-0.2630409124	-1.185246896	-0.2850935841	0.3078307609	-0.4104336379	0.5650819808	-1.053195549	-0.7136568646	-1.309789603	0.01976800519	0.3597729438	-0.06874453524	0.6616637189	-1.054598424	-0.7631539369	0.9136128964	-0.9115742443	-0.5816311987	0.1688852385	-0.05984974491	-0.07208775895	-0.7107275245	0.07701376731	-0.9223515267	-1.708750502	-0.9704691555	-1.073753167	-0.5060114899	0.1797050156	-0.3676587596	1.075857662	-1.41324165	-1.378612882	-0.2992616935	-1.373560798	0.7855187588	0.9476389457	-0.1231167328	1.385475502	0.6486172932	-1.703248327	-0.7514701972	-0.5382501509	-1.074262615	-1.444415427	1.121982307	-1.055219504	1.402582915	-0.1745150963	-0.7266227526	-1.25848857	2.911547158	-0.6775093376	-0.4909221337	-0.4595301102	-0.878470178	1.094407553	-1.503019078	-1.754729313	1.825975756	-1.288185661	-0.153283748	-1.613975229	-0.4562152428	-0.7234331628	0.4440330289	-1.12007574	-1.22851132	-0.4589765094	-2.297087432	-1.384615776	-0.7808602627	0.8105109953	1.925851685	1.584883861	-0.3194043566	-0.0690953546	-0.1682915131	0.3055116634	-0.8402849999	0.3653305592	0.2262800859	-2.936282342	0.3539181205	1.814868597	-2.276678652	-0.223997766	0.8653434912	-0.3223487727	0.4351485597	-0.6855215617	-0.3048819119
1.573616891	-1.521716501	0.7213330049	0.9433606733	-1.139262138	-0.4281386204	1.131313377	0.9338134361	-1.547790005	-0.04848672184	-0.6149027672	-0.7082584228	0.4278368677	-0.6443414353	1.577917058	0.4721862588	-0.2648046083	-1.149348279	-0.9690602034	-0.1321142932	0.06186664303	1.449028723	0.4730806249	-0.2339435648	-1.66816063	-1.483091986	0.5946179199	0.1990573489	0.1752073491	0.2524741952	-0.3335596165	-0.2256495665	0.1730347204	0.07916693219	-0.2008482594	-0.7450765276	-0.4311038959	-0.7266637664	-0.9858958577	1.417485233	0.7777690943	-0.4071444823	0.5613557692	0.9205687993	-1.319802077	-0.4681879112	-0.9587927474	-2.674007307	-0.3954836524	-0.2346219431	0.5257906384	0.06481875862	-0.8137185046	-1.017021135	-0.3573392743	-0.0847409878	-0.5507471241	0.3358887814	-0.5542531313	1.406809192	1.549491933	-0.8055348566	0.06850493568	0.3015947812	-0.539995055	0.3064819676	-0.2497941329	-0.5195123447	-0.01566901508	-1.121144554	-1.676319252	-1.21163739	-0.9939342933	0.8289909838	0.5156062483	-0.3827255639	-1.744951879	-1.47741052	0.376019697	-0.5455081192	0.6613494645	0.1968131415	-0.3108735716	0.7119980986	-1.03816089	-1.86206588	-0.6934782805	-0.225260056	-1.019029276	-1.127954645	0.4705380599	-1.48993212	0.5337756134	-0.05771916123	-0.2710468797	-1.831897143	0.6029550446	0.1357471723	0.124502299	0.1111225028	-0.6308525249	0.6287504443	-0.3983367286	-0.6725501686	2.672544463	-0.6382039485	0.8728195193	-0.7643876577	-0.05627224523	-1.588468259	0.6564282003	-0.09080331321	1.339108834	0.3746870866	-2.004392265	-0.3963040869	0.2034054079	0.4056056578	2.646393565	-0.02837338659	0.01242841027	-0.4730771668	-0.5842538104	0.1172254688	0.669360673	0.4718964134	-1.224541504	-2.048894554	0.3229242986	-1.262518808	-1.174609329	0.13625485	1.646444208	-0.1626798059	-0.3846098887	-1.500713573	-1.058798678
1.570785017	-1.4022358	0.2031914485	1.042219966	-0.05166088475	-0.9273542164	1.468863255	0.7359087162	-1.962013922	-1.196729632	-1.982381513	-0.69577004	-0.9639593799	-0.5317925146	1.822335516	-0.743647479	0.1502291043	0.3024159468	-0.8361866077	-0.6488949144	-0.1496897119	1.676875581	0.04989583935	-0.04004821599	-1.213196339	-1.587392322	0.1020515945	-1.217947865	-1.583443717	0.4420640457	-0.6352290724	-2.634121464	0.3878456261	-0.5653223386	0.02093574616	-0.2738244276	0.3872298859	-0.3452410609	-0.5197571356	1.15259361	0.6840354376	0.09033862561	1.06154967	0.2711310375	-1.013297814	-0.1178259039	-1.261735424	-2.744126793	-0.8796079555	-0.193356542	0.845141706	0.6931587602	-1.078084537	-1.351382575	-1.256779277	-0.4581998732	-0.1873333265	-0.1132230464	-0.1310461057	0.7315816236	1.723551417	-0.2984629407	0.06938728107	0.06401725054	-0.8690456521	0.3045022718	-0.5031967357	-1.035819462	0.8676265375	-0.7343685897	-0.9704330865	-1.048941704	-0.2249825746	1.285674091	1.358634541	-0.564828938	-2.17615492	-1.162287052	0.619909774	-0.3476941638	1.044659522	-0.1626303293	-0.0826314403	1.309289299	-1.403567273	-1.598212683	0.6607863692	-0.5145970136	-0.03945705324	-0.7019328665	0.2803842757	-0.7262162694	1.400288748	-1.022938096	0.07290356028	-0.8431569766	0.8634064895	0.3302017763	-0.007204927043	0.2191522432	-0.7374649998	0.3561523675	0.7243101714	-0.7654041828	2.895233147	0.2328354369	1.635367392	-0.3147621474	0.01481041956	-1.154628142	0.2907675491	1.611483865	1.69586962	0.7150613475	-1.445615681	0.3240279474	0.08555771119	-0.3348918162	2.717848286	-1.640438845	-0.5920785103	-0.3887621075	-1.017240191	0.8492756509	1.087960106	0.6893393273	-1.424144471	-0.9339550162	0.7525635533	-1.627234391	0.1559023714	-1.374878425	2.101065943	0.8231175577	-0.07450956746	-1.541381366	-1.719789594
1.272318918	-1.171601909	0.2868143932	1.159030023	1.505064667	-1.431539771	0.8888994178	-0.07857263882	-1.856141328	-1.524840433	-0.9713271475	0.1133374796	-1.952424292	-0.2844960557	0.6434049777	-0.8736011284	0.2438720961	1.22938065	-1.306699616	-0.4999204623	-0.303987263	1.812739219	-0.1011571096	-0.1285763302	-0.8509569055	-1.472694237	-0.7397171135	-0.9006059076	-1.325445579	0.8491819174	-1.001303808	-0.8059627975	0.8517768381	-0.2263155563	-0.8352543205	0.3430072262	1.31250522	-0.1545403806	-0.4832152809	0.6002445672	0.9390866147	0.1945047448	0.09609983675	0.1610362255	-0.2223405197	-0.2097729585	-0.1284919812	-0.4478721876	0.3948181749	-0.1446969126	1.247243318	0.8679290561	-0.8339350804	-0.918175551	-1.115126947	1.092553971	-0.2344871595	0.6909085653	0.664720865	1.340575611	1.202200382	-0.9062354139	-0.8003575056	0.2452395723	-0.902941101	0.02858706594	0.1412402293	-0.563726449	0.4104623249	-1.385935829	-0.2446561659	-0.748459667	0.4777686353	0.6255402935	-0.4822412315	1.713235372	-1.548940976	-0.3607864334	-0.3687385898	0.1188932024	1.849601668	0.4360984641	-0.949366645	1.087796168	-0.03618743019	-1.144594769	0.04169670622	-1.554128386	1.166894203	-1.617643517	-0.4591745254	0.2130308959	1.292531089	-1.034911183	0.2243410689	0.2579662271	1.478910742	-0.1061154351	0.2633301216	-0.2136937902	0.4751880394	-0.5693135012	-0.04201665205	-2.085001708	2.393913835	0.6172711596	0.5947852608	-0.495818629	-0.0886215631	-1.293916551	-0.02859625562	2.034310532	0.1210412563	0.4294180648	-1.661817958	-0.2346875492	-1.04799172	-1.658639433	2.245804949	-1.209009316	-0.01770020626	-1.027964611	-1.010031846	1.57094932	0.4853941309	1.153187234	-0.9595653193	-0.2720164293	-0.9891919974	-1.303726314	0.3353791886	-2.342218879	0.6007239632	2.636346344	0.1225786042	-0.5174535575	-1.093448542
1.719324276	-1.193500274	0.7244465224	0.7264613856	-0.03545855621	-0.8025613708	1.201333828	0.08461479571	-1.829612846	0.2081923525	-0.2220504317	-0.4082200942	-0.2200546058	-0.6411005008	-0.6923202858	-0.1240508101	0.4111064966	1.062838566	-0.8370609152	-0.3401659557	0.113275718	1.008486159	0.2012376988	-1.041407575	-0.726926333	-0.2795681779	0.5815479086	0.1932099068	-0.453352241	0.5885843379	-0.9445795016	0.7884841249	0.2344216773	0.9923950153	0.1610816238	0.1895706027	1.073970201	-0.1453782509	-0.9179620559	1.912021542	1.047261108	-0.4656524142	0.7612150835	0.1911410421	0.4003863295	-0.1157114988	-1.033467646	-0.3762903222	0.2724135269	-0.6953902665	0.5367896196	0.4949070359	-0.4383764145	0.4325977433	0.3741570131	1.33767299	-0.5878832645	2.241546346	-0.07995402536	0.4775552635	-0.2325477747	-1.4136005	-1.87757389	0.2275536367	-0.4164633214	-0.276156582	0.06517946698	0.4513792429	0.1279633888	-0.4061543355	-0.1019903542	-0.3077561832	-0.6045060235	0.2091472865	-1.016157966	2.392441705	-1.215439228	-0.4419777075	-1.479783435	-0.5540093219	1.475327024	0.7616647636	-0.7742927116	1.105933823	-0.7073956057	-1.576520905	-0.399830806	-2.337422625	-1.080735676	-0.2697875879	0.1574959428	-1.062835672	0.3062779455	-0.6431229736	0.7852229564	0.1505038389	2.124483219	-0.2269843309	0.1235775383	-0.494954751	2.443720711	-2.06306871	-0.5691984559	-1.488993143	1.109027869	0.2885968398	-0.9909358508	-0.9389732044	0.3844876318	-2.413387064	-0.1858123101	0.5306443284	0.03312070899	-0.4941608306	-1.676123781	0.22738414	-0.8175574901	-0.7804703302	2.262697367	-0.7661405244	-0.9304442673	-0.5243311264	-0.4589282974	1.042620899	-0.9460198256	-0.1943801014	-0.7787867064	0.3446203536	-1.666810663	-0.9096272229	0.05021495805	-0.287868202	-0.004739942994	2.667566817	-0.7321882204	0.7044326089	-1.167770093
1.339037185	-1.331846134	0.4903625277	0.8397025392	0.1046040681	-0.2083226907	1.474232675	0.2877883398	-1.62365927	-0.5621831301	-1.997730369	-0.3428196407	-0.811213853	-0.1297866205	-0.8861582423	-1.488659177	0.05580766409	0.6919844935	1.286502642	-1.369360688	0.2143030523	-0.2898527425	-0.07707766772	-0.6517325064	-0.5053509835	-0.4796815965	2.381324425	0.3840199963	-0.4467299707	0.2915945383	-1.465269582	-1.061760572	-0.2473172318	0.8279348056	0.4438039025	0.4731432882	-0.01143857062	-0.7438347029	-0.4528453522	0.5229387707	0.1974687989	-0.597572049	0.8444093532	0.6214974212	0.4320809206	-0.4132373539	-1.207700613	-1.289197067	-0.6895944497	0.2034914511	0.5539646758	1.148809036	-0.03988238266	0.2961003018	0.2868165876	1.500949914	-0.4288658728	1.857467704	-0.07201992155	-0.6811071268	-1.22073441	-0.9433540894	-2.131058019	-0.5411670465	0.3805840223	-0.4108241735	-0.6627647287	0.5830170328	1.177322896	0.2322605259	-0.368296923	-0.3223829098	0.4335898637	0.3447833481	0.2560952381	-0.211249745	-1.335265975	-0.3686174337	-1.493534113	-0.8241462007	0.4729894558	0.8766849202	-0.1642257075	-1.033439103	-2.39080645	-1.230022321	0.1450284117	-1.588549126	-0.4959280006	1.25961316	0.5564659096	-1.23400688	0.7136685392	-0.332602292	-0.01406065771	0.1874799461	0.118319296	0.7396726903	-1.338821321	-1.024133454	2.014900327	-2.216459731	-0.05876449315	-1.420644002	0.07965494761	-0.9345862214	-1.264959762	-0.7033998523	1.445902876	0.5234700882	0.1919786777	1.019942818	-0.4773792519	0.1394928802	-1.104072166	1.11439849	-0.907969506	0.0159405082	1.403376737	-0.4013631451	-1.924070771	0.5802488933	-1.070114581	0.02621726629	-0.2070273241	0.1801169837	-0.9800400719	0.0726080476	-0.52987414	-1.2508703	-0.3021283219	-1.252316085	0.1504036846	1.348493102	-0.04533913041	0.9381700265	0.5630712839
1.273670459	-1.337281254	0.02143797146	-0.003789952543	1.50661936	-0.5520827125	-0.06422062882	0.1677014029	-1.036529838	-2.258708924	-1.812466883	1.661033235	-2.53134815	-0.2437875352	-0.6934252949	-1.489204817	-1.160162219	0.7500308897	2.226953187	-1.426315047	0.341787231	-0.498424015	0.4387280264	-0.4443577807	0.3038397816	-1.452521815	-0.1395110684	-0.04908066322	0.4957295236	0.6605299091	-1.580698256	-0.5510287041	-0.8124043147	-0.306936799	-0.255796726	0.7388564408	-0.2145204962	0.2398494148	0.185520989	-1.770426852	-1.275417806	-0.1894048066	0.3348675815	0.296689991	0.09400316584	-0.4871765154	2.108651532	-0.4196614945	-0.8005096441	0.413696218	0.7083755356	0.985197052	0.5972288258	0.3993987175	-0.8031128301	0.3765492394	-0.2314565514	-0.7023133818	0.7103302593	0.4375714941	-0.4758381062	-0.7473068726	-2.280378277	-1.059928518	0.8972701588	-1.291769037	-1.078279878	-0.467468778	1.66884412	0.6467123245	-0.003064684795	-0.7865853931	0.8440918795	0.177367316	0.2842819236	0.3787309792	-0.1529118048	0.1253472927	-0.08718781077	0.462435489	0.02652906638	1.014590107	0.7566500808	-0.1359989499	-2.294044361	-1.004885389	-0.8055528003	-1.771044282	0.2626044331	-0.3341636671	-0.1082609712	0.8279205554	0.2240219408	-0.3629236596	-1.433608382	0.138756643	-1.357100207	-0.0595443725	-1.418563016	-1.091653684	-0.4933045567	-1.932649074	0.9743021395	-1.579514391	0.2180898497	-1.936557383	-0.8417718957	-0.9500713552	0.5037330498	1.395791837	-0.06914421405	0.7340828309	-0.9793588812	0.5494444363	-0.1476254439	1.3604179	-1.938885745	-0.7468173108	0.6342095137	1.567110596	-2.306067039	0.116004664	-0.6820386331	0.4170630341	-0.7461970475	0.9298965203	-0.1982585426	-0.07992024544	-0.1299005932	-0.1781895182	-1.813929505	-1.512315036	-1.098974745	0.3891297948	0.8530861754	0.6163873483	1.808969453
