melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105
-0.8351507184	-1.058084216	-2.019559002	0.1025303918	-0.234790436	-1.302996354	0.8809901057	-0.7732464795	1.312853953	-0.4237718134	-1.140073792	0.3821916382	0.1773153379	-2.723429547	-0.7365635528	-1.042485475	-1.448300091	-0.6771620127	-0.04163035278	1.759247018	0.4192064822	-0.8619128869	2.530948019	1.251128546	1.264691455	-0.4977180248	-1.047290736	-1.186339112	-0.6642320779	1.38902226	-1.307876292	0.1829330202	1.641369328	0.1511702638	0.2787677173	1.244071183	1.054396932	0.9581900583	1.471038586	-1.00747872	-0.2917457472	0.5888992838	0.07506623854	-3.027318103	-0.7411648601	0.7454761627	-2.436677526	-2.371058164	-0.3163481731	-1.963673962	0.3750975632	-1.286478959	-1.609051056	-0.5018979797	1.397619415	2.531530123	0.09075238481	-1.171202911	2.900522083	2.177796327	-0.9462183427	0.7225019467	-0.8525184861	0.007949344089	-0.6791877732	1.540767923	-1.636321818	0.4148374117	0.6868575546	1.651289972	0.02301315515	0.8357742314	-0.639356085	-0.8886933621	-0.2624149151	-0.3651437575	1.593531036	-0.1556249122	0.04569389783	-0.2998536436	1.536562678	-0.5458309945	-1.47208332	-0.8074932624	1.412247832	-2.308955558	-1.17153082	0.5594068806	0.8858034669	-0.7182137159	-1.924186282	-0.1124149957	0.4307952778	-1.795782392	-0.7216077359	1.850581035	0.4489007588	-0.4840878207	0.1084483351	-1.53443706	-0.7642058163	0.5669512123	-2.063232339	0.1379679881	0.5809863198	-0.04737388932
0.1911345516	1.077604734	-1.644742304	-0.7080683108	-0.8133548632	-0.8591740246	0.2310286519	-1.328161358	-0.2806730035	-0.6359919478	0.8688149416	0.3298275454	-0.05939915123	-2.110504884	-0.9541192411	0.5744824808	-0.4539888939	-1.010960497	-0.5398613559	2.346236853	-1.122946551	-1.659831218	3.102300603	0.3462911001	0.7066436513	1.304578723	-1.744658669	-0.7876649046	-0.8376758963	1.634936051	-1.797861155	-0.175768057	0.9436621679	-0.4367877971	1.18523617	1.260837611	-0.7519459423	1.204214449	0.4358357487	-0.3554101466	-1.510230888	-0.1044721598	0.5952816275	-0.4506930841	1.203400887	-1.206064998	-2.926133185	-2.017684057	-1.06125998	-0.8135713787	-2.006488098	0.423171948	-0.9911917664	-0.9574517951	-0.1893612222	1.64011478	-0.7284356144	-0.2851069691	3.437197151	-0.3398381398	0.09672359468	0.7209161248	-0.5543730004	-0.7465808656	-1.320343979	-0.9146139226	-1.854072216	-0.4179983385	-0.3047189366	0.7544891004	-0.5432602895	-0.01947197418	-0.420004584	-0.6965368072	0.2599940454	0.05848876313	0.6769967376	-1.26803265	-0.3677066434	-0.05880125025	1.049092405	-0.04705232007	-1.499507437	-0.764563239	1.319596514	-1.351690045	-0.7909545039	0.09076423757	0.5767905826	-0.4075869069	-0.4393184103	-0.6403590847	-0.08393530665	-2.141434062	0.9516658183	1.573237272	0.573274155	-2.14912099	0.01496072056	-0.6069692549	-0.8222213726	0.7565856351	-0.03902687803	-1.043721203	0.5593412153	-0.4469247595
1.897546547	-0.4775273041	-0.5028982159	0.5577235977	-0.3278243729	0.03212877114	0.03971395902	-1.369388286	-0.8595141611	0.8387108571	0.008426440962	0.3927690438	-1.460053316	-0.1460591488	-0.1213443166	-0.6249019992	1.440127496	-0.9629281065	-0.7428329306	1.776687105	0.1035746972	-0.3140188124	1.948299793	-0.0477778121	-0.5176981532	-1.052372811	-1.557712849	0.3603588797	-0.2827659231	0.6199079608	-0.9341249825	-0.799745545	0.1487792566	0.591873865	1.563250536	0.857737721	-0.07871761175	-0.664263416	-0.03091308778	-0.6604093093	-0.692725404	-0.2123071232	0.03907166537	0.7882200272	0.9603285708	-0.1113637604	-1.888935265	-0.4861582897	-1.518553163	0.3377644736	-0.1242486036	0.2593383384	-0.002094160302	-0.5283057889	0.4175568705	-0.6536012418	-1.182625723	-0.9587790123	2.83177218	-1.132208129	1.591626738	-0.2097424139	0.1295300535	-0.9181065825	-0.3470957682	-0.2307241115	0.131720533	1.708560657	-0.3871344837	0.9216387062	-0.4095192827	-0.4423241817	-0.08557817233	-1.154855148	0.1282909596	0.07126117091	-0.6036055995	-1.023819771	-0.6226428481	1.153192481	0.9102524149	0.7390508715	-0.4376219651	-0.5600591901	0.9598323651	-0.2128338106	-0.7001820794	-0.3535489554	0.5371656876	0.03268316496	0.1723622636	-0.2401446506	-0.4410963338	-0.7929337026	0.7802293939	0.1748310713	-0.542822101	-0.5292184141	1.101530162	-0.3143297837	0.6471682962	-0.02003680005	-0.619504149	-0.5010740833	-0.775813653	-0.285304715
-1.251540421	-1.079264066	-0.8684853779	-0.8168016816	-0.09145813413	0.3088655753	0.3359558574	-0.8920085076	1.531114807	1.001419189	-2.028179946	0.5955273171	-1.772727591	0.1405833678	0.9248291448	-0.3000521566	1.198658396	-0.297331465	-0.5627555095	1.412429839	1.559643244	0.5462400689	1.768983335	0.9286873129	1.208647317	0.1515447476	-1.097635705	0.6212763867	-0.3682824739	0.1873453735	0.505555064	-1.113687055	-0.7743543748	0.7780088809	0.801672209	-0.9881315303	0.9822555942	0.0005517801278	0.6576696752	0.5387864826	-1.180345724	0.8722542156	-1.286863302	-0.2598424594	-0.5417218997	-1.123517835	-1.054188134	-0.2320482716	-0.4446414293	0.05096082507	-0.02934256232	0.3425627955	0.6749316075	0.6540118639	1.593595919	-0.4600106788	0.2796157278	1.013946015	1.074814635	-0.6975567169	-1.389599886	-1.48418869	-0.03770416582	-1.234641575	0.2789401032	1.411563831	2.046197226	3.049332918	-0.4508337664	1.110956631	-0.3812206332	0.6325000923	-0.1804136324	-2.292453926	1.195155806	-0.111599899	-1.302990766	0.4456649813	-0.9804423426	-0.1879378576	0.5956706319	-0.8796769644	-0.0319564008	-0.5667392148	0.5524838675	0.1332059181	-0.322441078	0.4046731635	-0.3027567712	0.7783314174	-0.7223240726	-1.122619071	-0.4410245284	0.7177059102	-1.22244152	0.2449712658	-0.6389099878	0.2144899537	0.3225618113	-0.8785131597	2.350820922	-0.0724425025	-1.01209653	0.1467169036	-0.1777210627	0.8291907469
-0.4477819508	1.170689154	-1.316254281	-0.8613810443	-0.331312708	0.8881732915	0.08174365433	-0.6296169554	-0.8864977064	1.477077558	0.5393279103	0.6996128605	0.04704555161	0.2184937583	1.383926559	0.6822529976	0.9250109477	-0.8131038656	-0.7996879651	1.44214038	-0.553965879	-0.4431529722	2.10385144	0.4084457322	1.965938921	1.386908474	-0.7807634505	0.7316678499	-0.1035625472	0.7121923336	0.38063027	-0.4982446262	-0.104649641	0.4250253938	0.9177895765	-0.1730693509	-2.267840778	1.220474332	0.9671635074	-1.129920786	-2.027684318	0.8038367586	-0.1941666728	0.143542388	0.6280557108	-1.139301972	-0.5798436532	0.3784081338	-0.5178224281	-0.02606736822	-1.771964667	0.5912382338	1.412453377	1.739562354	0.02328038904	1.343058289	-0.9272754861	-0.1455860845	1.890253294	0.1439342806	1.304828734	-0.1169641642	-0.1882939097	-1.067186666	0.1811019529	-0.04403391999	1.139042003	1.58053473	-0.8012495399	-0.4868300829	-0.9196692408	0.3030005904	-0.02118774333	-1.489320238	-0.9622945171	0.301502925	-1.178819346	-0.4813275282	-0.182871892	-0.3149870561	1.417847998	-1.135905042	-0.5612850687	0.6511306783	0.5849897874	0.9524440406	-0.425628684	-1.06905434	0.4188601891	1.027766841	0.04939228082	-0.6388962344	0.4740376026	-0.197487066	-1.011449292	0.4976234489	-0.6140453686	-1.122202179	-0.4898209062	-0.6104944242	-0.6571754673	1.0086161	0.8830183428	-1.376291265	0.3042860308	0.5083244457
1.447500414	0.3150373419	-1.021468653	0.4761715306	0.9642046762	1.743958973	0.1732523249	-0.4006065436	-1.314020191	1.242508585	0.01951619713	0.5202998599	-0.007243138666	0.7369429274	0.821393925	-1.581177537	1.30612015	-0.3727351331	-0.8502170634	0.7032736283	-0.1892105586	0.6414858115	0.8618811205	-0.4472771125	1.593546005	-1.135374299	-0.2633901015	0.9258598006	1.009158562	0.2506140786	0.9273873283	0.4990940977	0.3403582996	1.091074006	0.2121064013	0.694580305	0.02666003993	-0.7860880409	0.7191439593	-0.9724756023	-1.067568584	0.6614091946	0.03395794968	0.7640701972	-0.03812252936	-0.3185718017	-0.475441997	1.353084464	-0.43811484	0.2480289677	-0.9951419359	-0.1687960967	1.269930642	1.978859006	0.5945843385	-0.8320170676	-1.242078493	-0.9096103813	2.094421749	-0.5717362009	0.7673702631	-1.655760982	-0.09107886644	-0.1102396134	0.3126727522	-1.566176508	-0.5678725668	0.2519769798	0.9446291042	0.1936811675	-0.319002055	0.3688906258	0.6416065993	-0.5281786443	0.0472378365	-0.06980472069	-0.4579667823	-0.09516070521	0.5484805902	0.5032024326	0.4493326277	0.6045121025	0.04426912165	-0.4491204926	0.399885723	1.590901828	0.7632375966	-0.1946899315	-0.0245655018	1.82193181	0.5496376666	0.7089281996	1.283773616	0.1710440769	0.1121744902	0.05261706521	0.132233563	-1.040987157	0.8965853307	0.3207053707	-0.1764798542	1.191907991	-0.9415697269	0.1512987743	-1.526017159	-0.6424842388
-0.4918366125	0.1713434789	-1.027646398	-0.5252771547	0.001811706674	1.993030172	0.6989501095	-0.5313961495	-0.0279640909	-0.3677984773	0.2889932247	0.1093731656	-0.1227579508	0.8218592571	0.5037646003	0.9442657149	1.266420953	-0.8220310172	-0.5062499851	1.120211641	1.492203263	0.5717494448	0.456167456	0.09804421109	1.37267792	0.8656634634	-0.3598068384	0.16342152	1.289404668	-0.3389691757	1.042049777	-0.6754279506	-1.647320251	0.4160250886	-0.06564276446	-0.1953049525	0.499848916	-1.089642322	0.7130561891	0.1097912296	-0.3414795778	1.816736793	0.2575163329	1.303853263	1.296837925	0.5751361699	-0.2805226507	1.098673447	1.46764238	0.8576765997	-1.240520981	0.1102470255	1.248230071	1.82995134	0.9803938047	-0.9193890387	-1.08267357	-0.668582509	1.142947053	1.24989293	-0.5164499768	-1.08898256	-0.3080645866	0.01560166158	-0.001337279798	-1.207478292	-2.37107866	0.01229376348	0.1286999353	-0.2987084529	-0.3108120742	0.6841327713	0.38547825	-0.8373536166	0.263541519	-0.06092587302	-1.620206929	0.7811532856	0.4972326063	-0.1473108409	-0.6134889799	0.7977692756	1.263514639	-0.09443362717	0.2851914619	2.466713937	1.281335633	0.9433102778	1.631626151	0.679866973	-0.4988088102	-0.1736179039	1.120049164	-0.6068391802	0.8463202456	-0.01705958292	1.759613287	-1.641824619	-0.1337517131	-1.35729095	0.5072312926	1.444909759	0.8498466873	0.9502058578	-0.09179983837	-2.115015964
0.5382527925	-1.13613314	-0.7055897912	2.187692301	-1.334659933	1.166348329	0.3871295733	-0.8583312405	-0.2465409951	-0.9312359038	0.4705587874	-0.1480934687	0.4277535036	0.8760696277	0.3128923509	0.02440182796	0.6814356855	-1.248588417	-1.077884861	1.192288202	0.03463284262	-1.552604085	1.663903489	-0.1828400739	0.4866410413	-0.4439965329	-0.4302780641	-0.3030114755	0.8759313159	-0.6080501586	0.4769276568	-1.028695128	-1.751058453	-0.4977160454	-0.8923602111	-0.5323326538	-1.727788942	0.460109025	1.023014512	-0.3869337455	-1.240754693	0.8355287203	2.410086834	-0.2340499829	-0.2319900435	1.051622059	-0.5076506578	0.4091593797	1.774753374	-0.3365903384	0.2795217332	-0.5801307009	0.7875811907	0.7024479693	0.1876671362	2.832678615	-0.6827428074	-1.694783453	1.354969711	0.4153094174	0.09262150195	1.994916085	0.1742238847	0.4667989383	-0.6806545873	-0.6683891574	-1.790837682	0.1709872249	-1.204398177	0.6091414137	-0.5676648803	-0.2815460738	1.028189209	-2.057680988	-0.9373654869	-0.05583423103	-0.8917631455	0.3295411271	1.225362263	0.3230264719	1.349230062	-0.1588089987	1.045120416	0.9057858455	-0.2199861532	1.888072771	0.7135363539	0.706531734	-0.374554499	0.3305361321	-2.330985716	0.4097947536	1.265776533	-0.06288356209	-0.0992435286	-0.5982109718	0.6103862174	-0.9361972191	-1.210142931	-1.008654015	-1.080893152	0.9154945455	1.437573659	-0.8095897564	-1.047882859	-0.8026851971
-0.8433193482	0.1939248705	-1.160381387	-0.882887659	-1.121790851	0.5229972862	0.08344396344	-1.435469401	-0.008321387147	-1.056393223	-0.02792499095	0.168404385	1.126379587	0.4726595803	-0.44872757	1.117157563	1.290114294	-0.06530574292	-0.9584545094	1.379224454	1.764572513	-0.1999732966	2.314056833	-1.326821497	0.2849621174	1.67475629	-0.9399094172	-0.8570599656	0.3610959622	-0.6924775288	0.6077416257	0.2309129118	-1.720042705	-1.257042248	-1.758303458	-0.2223980458	0.1759168093	-0.6575270512	0.4876345353	0.1325680019	-0.869968223	-1.175829991	-0.148763997	-0.1312391344	0.9548001859	-0.6892516511	-1.168801584	1.350604268	-0.3557350394	-1.161397155	0.3899746593	-0.07739861127	0.9723270711	-0.3041826328	0.7669391976	0.1240676074	-0.6866975804	1.712534213	0.5845022148	0.2908274763	0.3103430345	-0.6407226492	-0.8839035541	0.4767083753	-1.374549161	-2.419327135	-1.638068937	0.2173560024	0.01428503204	-0.1054697587	0.1650272059	0.04586233229	1.825611566	-3.003612171	-1.472959533	0.106339385	-0.0537714876	-0.3706803708	1.335038075	-0.0361287312	0.5176743931	-0.8728391654	0.9072955202	1.538080197	0.226386935	1.802134515	1.064586216	-0.609346039	-0.3150653875	2.479241394	-1.490676985	0.4275893525	0.2031261234	0.01238653465	0.02761016075	0.5446975487	-0.9720587754	-1.727037771	0.9742977941	0.848405646	-1.267981856	0.4917429431	-0.5017960852	1.3992332	0.5189291143	-0.1881284418
1.308461675	-0.2042490505	-1.226296973	-0.4015658626	-0.02551638834	0.447474672	-0.04039592623	0.6040134553	-0.7539824421	-0.3001143482	0.3608798361	0.1613905173	0.5493141079	0.6399550916	-0.7169262841	-1.401431341	1.163059052	0.4166517244	-0.3421685927	1.864025005	0.04638441951	2.911474644	0.4397631234	0.508241363	-0.3026570452	-0.4283468652	0.2348807485	-1.065190159	-0.3169428513	-1.029955098	1.093982157	-0.1154135835	-0.9763458384	-1.457147961	-0.07648320256	-1.505061634	0.4810317289	-0.1140807663	0.7732544928	-0.0896083283	1.000948099	-0.912456252	-1.455039719	-0.8692714808	-0.06815520923	0.3123696454	-0.08399064905	1.294247781	0.0003006960862	-0.8910286569	-0.05595219732	1.249453452	0.6882545487	0.06169965803	1.513298536	0.01152493657	-0.9362357725	-0.5517296768	1.292726782	-0.8155858046	0.2167476693	-3.317315697	0.2461814059	-1.076511081	-0.980947112	0.7348397669	-0.3942200032	2.017184777	1.735579936	-0.00308010091	1.535134318	-0.6303472186	1.223103591	0.03825744262	0.6230161125	0.4041191168	2.085883286	-0.3075540142	0.7244618039	-0.3307049264	-0.9155128455	-1.280125664	0.8377796491	0.1462622056	0.4608008356	1.108398728	0.7970127688	-0.830907641	0.3889895365	0.1151971081	0.131672469	-1.170818202	-0.2538272784	0.9883891356	0.1643173704	-0.3204583462	-1.991130817	1.177980065	0.3186805113	0.5107371776	-1.71569757	-0.4887991788	-1.764229888	1.515883611	-0.5957034942	1.810956279
