melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077
-0.4325472512	0.05352439516	1.549698971	-0.1249133531	1.098053655	-0.1093399627	0.1143723903	0.7932282988	0.709372699	-1.270801849	-0.4155968798	0.7696101827	0.01483858299	-1.108640169	0.4425572393	0.7521093887	1.045223256	0.5235026042	-0.3533013214	0.6446787605	0.4307615334	0.3267927763	-2.350553688	-0.913381663	0.3386258096	-1.130052959	1.671843634	-0.3685383303	-0.9054005977	-0.3833693983	0.3923324814	-1.553389148	-2.41174166	-0.3635692202	-0.1228611342	0.2235099505	0.01285087556	-0.7123926427	0.05435127781	-1.438848182	1.344719688	-1.921744368	-1.559803961	1.175047785	-1.071312639	-0.09652859382	-0.4165286734	-0.8094653185	0.07428663758	-1.065075839	-0.8526660742	-0.1139971278	0.8035513785	-0.9538071861	-1.948519159	-0.5848957811	1.1913619	-0.4767525793	-0.2237258408	0.8862772126	-0.4299142009	1.392914844	1.131392825	3.425588996	-0.7252187392	-0.417063406	0.3773324335	-0.5509027437	0.7766223731	-0.3910130043	-0.3654858809	1.439252118	-0.2117501641	-0.8700303875	0.5222142794	0.7485517113	1.277624481	-0.6248618887
-0.5993930476	-0.5732135695	1.051874714	0.1027590068	-0.8266575241	-0.4092984155	-0.4634491815	0.213655176	-0.827262607	-1.180988261	-0.4529105936	1.280715459	0.04106374934	-1.133745934	-1.399800017	1.105864967	0.01597384957	-0.1909455341	-0.5630645134	0.08127914969	1.624973514	-0.494997977	-2.508728808	-1.650956718	-0.9936894506	-0.3874570181	-0.231178649	-0.5728857336	-0.4991080171	-0.9434471629	0.5564754811	-0.4553651653	-1.991491669	0.5335679648	-0.1966000939	-0.3310830455	-1.068355357	-1.33082483	-0.7537115616	-1.849532397	-1.088895351	-0.4125354135	-0.8146352822	0.9463353357	-0.8841508971	0.4883769819	0.5774729366	0.04563412805	0.1542877788	0.2041217307	0.5017840032	-0.2063420644	0.7263730409	0.696946944	-0.8538405912	-0.5381766859	-0.8305181457	-1.665562151	0.5335453283	-1.223020495	-0.2340852456	-1.126072023	0.7872331306	1.861312649	-1.042350989	-0.1182707952	0.7564864367	-1.45753017	0.6896941685	-0.08478906692	0.2726141671	0.5077707141	-0.5033898341	-0.4268453594	0.2236366444	0.5440810038	1.833525155	-0.7675226057
-0.1587383364	-0.01458123129	0.5790139491	0.08332004103	0.2123221493	-0.2951167342	0.3193587785	0.9488133138	-1.009298	-0.7346546042	-0.05636013166	-0.3739949685	-0.5100153468	-0.444394014	-0.6152517762	0.3941007807	-0.7773615896	-0.2736628252	-0.04397924042	-0.3112171917	0.08890931223	-0.9442689951	-1.677159123	0.02975786122	-0.1136855846	0.208326124	-0.7016125819	-0.1280600115	-1.29300884	-0.4314398909	-1.190007522	-0.4097834024	-0.5862410552	0.07854350288	-0.3709595392	-1.019385173	-0.4342985184	0.3631000024	0.06920950052	-1.184300932	-0.5447597524	-0.08451703352	0.5249770053	0.2703661289	0.1514978496	-0.9505272559	0.959242115	-1.018909496	-0.3331689308	-0.704596462	-0.05504261367	-0.338779893	1.553627116	0.8451354414	-0.8629128697	-0.4334422537	-1.079273334	-1.97080732	-0.4285617192	-0.2416585935	-1.373838111	0.04701845281	0.1876257906	-0.1041048465	-0.8899931741	-0.7674738758	0.8575244447	-0.4612583032	-1.214382455	0.07259930445	-0.144494042	0.8686934925	-0.2128396905	-0.9851337494	-0.6421054631	-0.659524854	2.235319971	-1.49381637
0.2678978835	0.3247834221	0.1474940291	0.1588726628	1.246662025	-0.1431576849	-0.2443622547	0.9353033673	-1.225254886	0.8394002113	0.755219958	-0.1438916424	-1.037006061	0.9823304394	0.1112239408	0.4794673803	0.3735885161	-0.3064386349	-0.0344581381	1.040747337	0.03275449975	-1.515140064	-0.5791620556	0.7295737762	0.8419715858	0.7353615053	-0.5298636898	-0.8316197913	-1.239789899	0.4887738463	-0.8998730168	-1.187709982	0.1481595475	-0.1417254884	0.05686105173	-1.0065897	-0.8275883606	1.121471844	0.5609883522	-1.184567861	-0.91492251	-1.590965416	0.7407055872	0.02396184855	0.3273631056	-0.6630909589	0.26063373	-0.5337789683	-0.6009145628	-0.8028999367	0.8271423563	-0.5023640204	0.2234094868	-0.2260884382	-1.455800182	-1.668362861	0.26443338	-1.933490997	-0.07759051081	-0.2478021827	-1.255731619	0.1234971519	1.024101508	-1.457551836	-0.07779140218	-1.114973424	0.7293134518	0.4723317736	0.03156843814	-0.03804060923	0.07228956643	-0.8053049174	-0.07886103783	-1.843291506	0.09935623526	-0.1107246642	0.3246149759	-1.780560032
-0.03305730197	0.449773288	-0.5674159457	-0.2996339998	-0.1010593263	-0.5653542388	0.2731469484	0.8209306945	-1.063051726	1.270414796	0.165244941	0.3664311861	-1.149070358	-0.1933407769	-0.6756569237	0.1829953106	-1.15075553	0.08116366475	0.09304572396	-0.7761482045	0.3846087579	-0.09110301365	-0.7009845114	0.398512583	0.4135440194	1.887500059	0.04463432058	0.1528061597	-0.5068956975	0.3520005192	-0.6575370896	-0.5507563243	0.4505567114	0.05332440524	-0.4491883575	0.4001666184	-0.3374807696	1.516039746	0.41323475	-1.140062679	-0.01226516912	0.3749532617	1.445920766	0.7889047298	1.352670605	-1.381975058	0.6320258827	0.3824658944	-0.1116440342	0.8715215489	-0.3938476656	0.116011615	-0.229171059	-0.4931400889	0.3507811861	-1.576858871	0.1892285664	-1.744213839	-0.7388076757	-0.9889117359	-0.5707292332	-0.6559807544	0.482023551	-0.4426639891	0.215082411	0.6580545201	0.430723151	-0.4973844506	-1.152381267	0.112383596	-0.5921738841	-0.5249763722	0.8569017494	0.08909715127	0.6589544351	0.4592251717	2.136468693	-0.5674385558
0.5235318867	1.031544825	-0.80372571	-0.2903884051	0.8814779322	-0.3885068745	0.7080543909	0.9171014939	-0.06914855308	0.5789408578	1.222199789	-1.157138301	-0.2377208377	-0.4524633132	0.3012375476	0.5422908549	-0.2473437666	0.5819000819	0.6904691186	-0.0424500938	0.5155489774	-0.3899519078	-0.5335975832	1.762497276	1.660749874	2.55228228	0.5056820514	0.9129199571	-0.1190482773	0.1651364503	-1.188314279	-1.033206565	-0.211505169	-0.2735824625	0.2737763885	0.3750653958	-0.3094233605	1.368448035	0.9151515237	-0.1037330067	1.058201492	1.668916191	1.273291934	0.7520062905	1.280438708	-1.46369519	0.3202783153	-0.5218378003	0.01237022393	-0.17603225	-1.341137046	-0.4877909155	-0.1749537271	-0.8663492741	-0.06433694051	-0.5497665872	0.7634429886	-0.4968771743	-0.8984195353	-0.7495605152	-0.9425688613	0.3201619411	-1.111938632	0.1308456983	0.311675428	0.3836971954	0.14879582	-0.5108508311	-0.8770997569	-0.6748256248	0.1363723269	0.1706034552	-0.02685465984	-0.2761601008	1.454458345	0.6279245111	1.284897144	0.9719319326
0.1531513399	0.8375353943	-1.891946213	-0.2795635923	-0.4762191253	-0.2541350256	0.6601539927	-0.06757818977	-0.5259527837	1.437805472	0.07195078732	0.3196413764	0.4558117499	1.629316089	-0.7156671895	1.092019943	-0.8270371638	0.1440020268	1.505268401	-0.4105297248	1.904218843	-0.6881136053	-0.1482093584	1.049703137	-0.1462926507	1.780660532	-0.541765293	1.016612606	1.239091709	-0.4395714947	0.232779406	-0.8217392538	-0.04819949144	0.52982849	0.5343423573	0.6154203189	-0.7449044366	0.1662338292	0.3033824945	-0.03127497172	0.4348581599	1.259476179	0.5151552689	1.699833927	1.341988955	-0.7251289621	0.7306813201	1.10983731	0.05940308043	-0.09453142637	-0.277092157	-0.8161290793	-1.201276222	0.9035505935	0.3408504748	-1.241209636	0.4251456776	0.466943054	-0.2381798509	-1.936412843	0.5060652503	-1.745511957	-0.8504304316	0.09767241037	0.3413746366	0.8065421583	0.3035990954	-0.3003115637	-1.002494953	-0.3152104109	-0.1112635274	1.452030339	-0.7615979909	0.2363658376	2.464643224	0.7183788958	0.943987244	1.713390301
0.1510751782	0.9372311109	-1.426828244	-0.1920168841	-0.1508513962	-0.4310667565	0.935276859	1.159236901	-0.5089124036	1.305410489	0.5482154657	-0.3017042688	-0.1741113306	2.25277174	-0.5253003071	0.1943088504	-1.161605879	0.3259467824	1.381547626	-0.46342823	0.1586071601	0.4040673529	0.3418699864	0.8583721255	0.004920476776	1.269472072	0.02909732201	0.09550222258	0.9666439158	-1.231910971	0.6443901369	-0.6336817226	-0.3516414161	0.04568987903	0.3647054256	-0.08591593339	-0.3979144693	-0.2042611109	-1.751777947	0.2068825762	1.207948936	0.001736370775	0.5320744009	0.3373648619	-0.547597951	-0.956532458	1.179718231	0.7740326049	-0.006239560303	-0.5140956843	0.08847355814	-0.1291232112	-0.8607381652	0.4340177908	0.4302403061	-0.02770388422	0.562119717	0.1753018049	0.0444009645	-2.256884284	-0.2851059315	-0.9656845359	-0.7933766637	-0.5077220299	0.5681362091	0.5831341092	0.7189465782	-0.6329910073	-1.196009251	0.1529953154	-0.1758045739	-0.02593953105	0.2902538343	-0.7802690149	1.783543393	-0.3472285253	-0.09452662321	-0.2318040085
0.4758294045	0.5977356873	-0.4003756224	0.2044661895	0.9664736454	-0.1910029713	-0.114129247	1.088489522	-1.17209711	1.808803176	0.9789904339	-1.020504088	-1.021933106	2.050317731	0.3063617241	-0.5788952705	0.2475820456	-0.1847838538	1.060135807	1.179171117	-0.2687751497	-0.5667092137	1.468256486	1.122961842	0.903342096	1.033200091	-0.5824061959	-0.7544285834	0.8330089625	0.2535634487	0.9381743176	-0.9693201984	0.3837029641	-0.3026735096	0.5605532728	0.4160162428	-0.9260415352	0.1917556073	-0.4318411842	0.2421977128	-0.3993773392	-0.02235340467	1.289807499	0.08503173219	-1.445549316	-0.4986021792	0.1797005312	-0.1305065835	0.386397863	-0.9333151211	0.4864357474	-0.7102519959	-0.9275368916	-0.5989866149	-1.057110798	-1.178246645	0.668116087	0.153065548	0.2524523461	0.2791021908	-0.8284418439	0.6227132031	-0.08587037308	-1.14220142	0.8850896705	-1.407008375	0.8478219425	-0.284152747	0.4263400521	0.2769424314	1.446514031	-1.038374838	0.5602925415	-0.9779770612	1.50321561	-0.3482338784	-1.445837012	-1.087918253
-0.8563124718	-0.2082162355	1.228811005	0.09688234097	-0.8553010943	-0.735370252	-0.4590950853	0.8008508222	-1.446872692	0.2583992856	-0.207370221	1.878401515	0.530097204	0.7851500644	-0.9806070362	-0.3382697165	-0.9809846498	-0.1236307179	0.6983566535	-0.358902056	1.120911302	1.072769947	1.887315345	-1.698724711	-1.474187506	-0.18539164	0.158853731	0.7734490943	0.7167012693	1.405998257	1.397651002	0.387079897	0.9088416097	1.617311389	-0.3272452233	1.073721591	-0.6332445004	1.217014372	0.1072873585	0.3672671728	-0.6382255356	1.89944262	0.8095760168	0.4280059733	-0.6186805356	-0.002991497076	0.4402022346	0.7757017443	0.2520787319	0.3421669072	-0.06054244519	-0.04470026137	-0.249531651	1.261982075	0.298215785	-1.118707924	-0.4052462075	-0.2037289665	0.1555544634	2.442913045	-0.08239058925	0.2354009303	-0.08699303111	0.4454118785	-0.6528587585	-0.2677848232	0.312080827	1.05422916	0.6759233178	0.3085031994	-0.1958041955	0.5076481861	0.120604116	1.277614357	1.406958532	-0.8630142314	-0.3436797916	0.6844959312
