melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072
-0.08595574887	0.625932028	0.1090218558	-1.451273984	-0.9317250813	1.169750961	1.265816841	-0.3781437636	2.972237231	-0.01487805647	-0.3857932377	-1.282129026	0.5098754383	0.2287414107	-0.9196893516	-0.3970964905	0.4798521789	0.4006871335	1.552256756	-1.060090684	-0.5922222723	0.5719412497	-0.7212572723	1.8566472	-0.5226344785	1.250977773	-0.4768632093	1.045421936	0.05069199045	0.2117040302	-0.72848486	-1.882931977	0.3010978004	-1.324018244	-0.1731268457	0.4088016602	-2.065119005	-2.212193476	2.783389436	1.997223396	-0.03641825718	-0.2876386364	0.6753273558	0.9034292155	0.2360494246	-1.82083539	0.5130792351	0.3361741059	-1.697972692	-1.185436755	-1.30814496	-2.086490674	-0.7092944226	-1.656836492	0.3545551165	0.873506534	0.8465879511	0.3702179178	-0.2032080851	-0.02967225018	-0.7263067622	-0.1715193123	-0.05100692784	2.587466628	-1.88992773	-1.046536079	0.2123678919	0.07128302897	0.4559940919	-0.9899998171	-1.286588259	1.443474546	-0.462727677
1.133815541	-0.305898875	-0.1254674981	-0.3780211104	-0.677025585	-1.798815997	0.2898548076	0.0004155936253	1.724946839	-1.089696341	0.3294318858	-1.475948501	-1.161446194	-0.5305654375	-1.035511697	-0.03757960813	0.8059234985	-1.327761104	-0.4331534299	-0.1422107477	0.969473604	0.473688065	-0.6815175799	-1.164656463	0.4399781457	0.9041325349	0.4595222304	-1.118119214	-0.1964515777	-0.01828926338	-0.9388606687	-1.126642883	-0.7696900738	0.4819691987	-0.7606857893	0.1205420022	-1.428247067	-1.618405169	0.7976031229	0.01053287297	0.5225069979	1.44780944	1.486499999	1.034204581	0.4011981837	1.737132122	0.5019641007	0.08208726773	-1.555591947	0.5146322934	-0.2957729888	1.465635781	1.75609373	-0.4960385275	-0.8156778748	-0.2995392804	0.6753986068	-0.380793065	-0.1620753459	1.03801859	-0.7698494914	0.436468798	0.1239725421	-0.1945902976	-1.491758635	-2.281117836	0.2191031632	-0.1963066102	0.4056014109	-0.3925608675	0.1540956676	1.873307932	-0.8719756201
-0.1388520073	-1.281113626	2.228754556	1.028022726	-1.12223472	-0.04473995308	-0.1082783082	-0.6073233303	0.8097203553	-1.278534225	1.405630559	-1.012740569	0.3581918331	0.02849121762	-0.5950480739	-0.4155277605	-1.500489914	1.232831973	0.0719811033	1.227178687	-0.4571561044	0.5868971896	0.5185198824	1.357442223	1.179229334	0.1778788102	-0.07657042282	-0.2372278662	-0.7155035552	-0.8511664948	-1.194780954	0.2342867041	1.015529469	-0.3713665128	-0.7069837365	-0.02288416204	-1.194407444	-1.294650029	1.597277589	1.190866707	-0.04741814539	-0.6129335564	0.4930773595	-1.2074436	-1.097534342	0.8428393264	0.6599474015	-2.058778091	-1.757563272	1.617861824	1.206574197	-0.114880153	1.418340192	0.7054803559	-0.7008152709	-0.1457429677	0.2461123834	-0.6719463437	-0.5704718796	1.195287786	0.2522928608	-0.7210382384	-0.6271099674	0.01651063003	-0.3796934109	-2.307569389	-0.5906972153	-0.850027081	0.6043313473	-0.3026647649	0.1337886541	0.6780493668	0.00343166282
-1.355978161	-0.6573462981	-0.06069680218	1.151545108	-0.4514900645	1.007715145	0.4880101042	0.09410117159	0.3850317716	-0.5361181661	1.513106547	-0.2364080514	0.1474693178	0.9473686659	-0.1783191309	0.896835355	-0.5966419863	-2.037739655	0.04796096932	-0.8371701196	-0.05209343272	1.193882033	-0.7212468768	0.05925884793	-1.238036857	1.250563206	-0.1073372537	0.9516627923	-0.3496105056	1.226726335	0.9815596619	1.275735719	0.6395463627	-1.439259692	0.2339835925	1.448298286	-0.9352293448	-1.646107335	0.8195961925	-0.2808893771	-0.1042144265	-1.545019546	0.769187836	1.0826191	-1.198305735	-0.1885617683	0.2012175277	-0.6134589424	-0.9164161408	-0.7090891293	1.753904735	-0.7700094789	0.7762005315	1.280772833	-0.1141840747	1.170362019	-0.2474271915	0.2545664996	0.9518604513	-0.2526874017	-0.5704421014	0.3260989013	-0.5879848008	1.043269155	0.05292872082	-1.176562716	0.5433514815	1.586218188	0.4004959886	-0.9880561429	1.086871489	-1.385183995	0.7032616649
0.4230531469	1.868334324	-0.6234076686	-1.052711512	-0.931600767	-0.3733572886	-0.0123704016	-0.8128660666	-0.1537451824	-0.9437857066	1.257972274	-0.3941935848	1.22518156	0.5764398215	-0.8788157793	-0.01524311319	0.8247758644	0.2871517159	0.07624935361	-0.09001385786	0.5679055943	0.4203693431	-0.782782769	0.9082846085	0.7043592673	1.746203114	-0.2357668727	-0.6117809932	-0.421161451	-0.641438484	-0.80472745	1.793081337	-0.3098316628	0.2665399519	0.2013722285	0.6933582397	-0.1138233145	-1.543700831	0.2718482776	-0.8564498018	0.1178689314	0.9647423574	0.3201004107	-1.131893704	-0.9428787325	0.1697557816	0.2869074155	1.89757988	0.3878901836	0.3527467384	1.960283445	1.200178177	1.059534505	1.537959795	0.3614399795	1.434498242	-0.2253633683	-0.07055255895	0.2789648281	0.07737815088	-0.2998802976	0.2897128368	-1.158614564	0.8130733012	0.1932400164	-0.9307806388	0.4742248467	-0.6515694457	1.110403905	-1.511498559	0.475332821	-1.645031503	-0.2728301203
1.18876856	-1.150259052	2.597056639	-0.4398531842	-0.1919335432	-0.1675084247	0.695620717	-0.8012627226	-0.9058026157	-0.1399648852	1.366112169	-0.4029664131	-0.4218856525	0.6680227599	-1.102284359	-1.123175588	-1.28100801	1.674764374	1.473293727	0.1346759498	-1.558025242	-0.3061083708	0.2794909471	2.129267521	-0.06112451181	1.152733617	-0.8355022025	0.8142301996	-1.150277909	0.1186385175	-0.3065363158	2.217328942	0.9492435458	-0.5103177465	-0.1061031542	0.06604607496	0.6324702096	-0.9524836983	0.03160087951	0.2963145429	-0.5005110546	-0.1032800336	-1.073694416	-2.202221499	-0.4989138271	-1.08648889	-0.3420964454	-1.690018672	-1.045992841	-0.01676027141	1.952057362	-0.11988552	0.745803149	1.350332394	1.115055744	0.4986603849	-0.5411324873	-1.491187026	-0.1661110454	0.07068677483	-0.5702194687	0.8387144173	-0.8598925374	0.7567165424	-0.4273341808	-0.6885848174	-1.158267281	-0.2376688628	1.743363719	-0.6034169795	-1.361262783	0.2754043871	1.469792443
-1.378341892	-1.134899213	-0.3346338246	1.661622177	-0.5882325584	0.07893439922	0.009611747266	0.4981031035	-0.2015797504	-0.7096258785	0.7797352509	-0.6916107271	-0.2127595305	1.418164479	-0.5964032611	0.07840962833	-1.266405249	-1.825905036	-0.9944660468	0.6978331696	-0.6308301773	1.001579875	-0.4082122761	-1.506660122	-1.124120218	1.140057031	0.607983045	-0.06221232159	-0.1001828407	0.8393007361	2.087586426	0.9602700977	1.318141982	0.2539945872	0.6055523705	2.025631947	-0.4537164055	-1.693403823	1.022088502	-0.6095718952	0.8283806713	0.1429115467	-0.4583176372	-0.0516046902	0.3827988062	-0.3538873259	-0.7730862285	-0.5867077625	-1.498110307	-0.2069951436	2.421824237	0.3906158259	1.337291162	0.6675837699	1.261213963	-0.04650378981	-0.2985797269	-0.100238369	1.088604801	-0.4556547133	-2.520867906	0.1885452274	1.127378921	0.3827442334	1.244222923	-0.7050150639	1.339584932	0.1500944474	1.465326754	-0.2639431463	0.1605737437	-0.4564593739	0.4351284574
0.1611413534	0.9239775469	-0.9407170625	1.428708136	-0.9062722219	1.620938933	0.01935902144	0.05984755156	2.028866638	-1.609653356	-0.2226967735	-0.6754841651	2.095673978	2.507046095	-0.4003404848	1.010173174	0.03109120228	-0.7177714822	-1.941733441	-0.6616891701	0.9652223068	1.888262829	-0.7086709022	-1.126237938	0.1849208931	1.81078432	-0.7329265039	2.14004669	0.9215767337	1.50220647	-0.08053008848	0.2411944779	-0.05499553109	-0.0457528089	-0.9997715358	0.4508522889	-1.494003292	-0.001293644737	2.506798541	-0.4685359063	3.323079456	0.3178193182	-1.032002239	-0.717419467	-0.04647013127	0.5691097852	-2.252374303	3.231908677	-0.9351320196	0.5163520965	1.890246829	-0.5151945596	1.07627051	-0.4526994119	0.3550133177	-1.830575337	4.042162733	-0.5758232596	-0.2753045709	0.07190887778	0.05372918389	-0.512916234	0.7526998212	0.5013539769	0.6816477418	-0.6418227717	0.8288052083	-1.344506574	-0.8263321096	0.4985556638	1.967349446	1.821038561	-1.759186595
-0.3839717728	1.1501431	-0.9261872509	-1.279067466	0.1118380502	-0.6823657683	1.383081036	0.9019759804	1.557844719	1.010092912	-0.8354542068	-0.2475703991	-0.4534438751	1.099470659	0.6772829363	0.3205417049	0.6963530135	-1.089298242	-1.316267636	-0.5897003303	2.002214945	2.022021959	-0.2668549786	-0.4690114484	-0.1556468573	1.522187924	-0.5806844063	0.413645158	1.85405634	1.103004436	-0.8417860777	0.5228371415	-1.088593523	-0.8792464899	0.3597800918	0.9195755703	-1.428143489	-1.50645925	1.154457872	-0.8808762708	1.416912885	1.816873918	0.5994657012	2.152053347	0.06696587997	0.07172572718	-0.5152900716	1.387344254	1.083578774	-0.8528284907	0.7562591041	0.3625666476	1.583289234	-0.4127234432	0.4884062699	0.1931757488	-1.192390841	0.2124715381	-0.2744796009	0.3828377776	0.09515179723	0.5068102352	0.816560407	-0.3977965895	-0.8312146203	-1.390093184	0.6321926388	-1.157102053	-0.4987260133	1.250647445	1.004121572	0.04231350081	0.8387063315
1.610404845	0.01848116046	-0.143558439	0.09122804416	0.04663673285	-1.005436092	1.398142184	0.2279200432	0.8630424189	0.7094774555	-0.8055264724	-1.223273338	-0.8004326308	-0.2164627803	0.9297995869	-0.1314024136	-0.08622934101	-0.4295089882	0.0663350185	0.6869128304	0.4031137225	1.578002751	0.2340723296	-0.9946988367	0.8877161211	0.6409785846	-0.560345711	-0.5034787262	1.343028991	-0.7169946484	-0.6843956051	0.009681284296	-1.456465496	0.9526912038	0.2816883613	-0.2698803516	-1.464662055	-0.1853532156	0.6369722101	-0.6895360907	0.1433344367	2.514409998	0.8036727739	0.7592882521	-0.02293053765	1.355600825	-0.3377912889	0.3745291225	-0.1876272612	-0.113017866	0.5537002135	0.3627164635	0.9406021782	-0.8861552301	-0.429278454	-0.926626263	-0.1519928237	-0.5172825153	-0.3686658596	1.986707459	0.01116825785	0.04711114579	-0.1142934484	-1.196487731	-2.067719211	0.668782557	1.150596698	-0.6430965406	0.1523347096	0.7675438477	0.3013145005	0.4518972281	1.285676213
