melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072
-1.398275558	-0.4875536196	1.248651879	0.2745516556	-0.1830977832	0.6446155727	0.9183089079	-0.2987754283	0.2794565729	0.9012681212	-0.4326028514	0.04480792042	-0.1792439844	-0.1923293745	0.5594883342	-0.6909036177	-1.223059825	1.212715099	0.6043491801	1.148737395	-1.382194609	0.002324397456	-1.093248979	-0.6840331069	-0.1904111032	-0.6075506046	-1.393233814	1.23540577	-0.5708070653	-1.291946719	-0.07395330559	0.1086011952	0.6750348528	0.5858848655	0.1155778137	-0.7889818603	0.2937485705	-0.2739135668	-0.7014213222	1.24480935	-1.141422959	-0.9261281007	-0.8598154319	-1.689336553	-0.9963746331	-0.07370588176	-0.4504095074	-0.5300787155	-0.5277937451	-0.318661301	0.1501327298	-1.199348558	-1.221003655	-0.5331716478	-0.7844431838	-0.01675871024	-1.077873058	-0.4174071816	0.202300974	-0.1147030156	0.6229174041	-0.01309103238	-1.000817087	-1.007079831	-1.655588318	1.127505298	0.5565287104	-0.8878633384	-0.1378394873	0.6188335521	-0.4959626006	0.1094715156	0.3741450768
-0.9960597748	0.6920782281	-1.107488711	-1.402759224	0.1574170229	0.3521787714	0.0112039599	0.740492046	-0.9740630005	0.4043074068	-1.006380742	0.4839970013	0.987222078	-0.6000337514	-0.4748137363	-0.2116238675	0.7728352971	-2.040037655	-1.462619162	-1.585252486	1.010400109	-0.7854363016	-1.743188433	-1.630150672	-1.810063354	-0.7255583272	0.7611513603	-0.551436567	-0.2620436051	1.830757544	0.3214140005	-0.7887483266	0.2291658148	-0.2954712074	0.556835568	0.3089387779	1.539883106	-0.1693595175	-1.313322954	-1.015192809	-0.8941835668	2.388926289	0.4241628784	1.050575852	1.041110694	-0.2781548896	0.7644414677	0.01798197833	0.03573818998	-0.5453198338	-0.0195170965	1.172320711	-0.4061741767	-1.117920602	-0.8612823835	-1.725638681	0.06287928762	0.4890186652	0.7097046342	-1.449666535	-0.214959629	-0.9715369966	-0.03710463215	-1.072239691	0.8526184446	-0.4782298176	0.8734789131	-0.2703377361	-1.270464312	0.4160518759	0.7749125885	-0.5410080381	0.8196825122
1.824840761	0.2270781963	0.4670094351	0.6204907197	0.05740804982	-0.9939684207	-0.9742755646	-0.17366403	-1.243642441	0.05523961623	-0.2385919629	1.582627775	-0.5954935793	-1.012052263	1.155103666	-0.6173498036	0.6388112529	-0.5212059009	-0.03662542704	0.6551265728	0.6180020599	-1.57788873	1.036402307	-0.1941888801	0.5717801889	-0.9810131273	-0.392817777	1.148052626	-0.3382879856	-0.7168357838	-0.907412885	-0.02507268785	-0.2272800991	0.1273921843	0.9431964208	0.05865941508	2.192396316	-0.01636957709	-2.028776664	1.175273005	-0.9639886105	1.640427396	-0.01902649046	0.9521764366	0.5515183686	-0.1431965715	-0.03050589331	-0.6257081442	0.6033233588	0.3864153243	0.1267173759	0.5249612761	-0.3167094665	-0.06833451144	-1.713929796	0.5533343599	-0.6692227524	-0.3276356404	-0.5707718054	0.6585071548	0.6290142306	0.492390313	-0.2363659751	-1.718415991	-0.4291657616	-0.545992167	-0.7533277429	-0.1632575995	-0.4642752521	-0.365475325	-0.8936653037	-1.376795778	-0.1429644073
-1.415288086	-0.9920911066	-0.6623290251	0.7011818894	-0.03650775551	0.1202993048	-0.2425556561	0.4945925429	-1.240374924	0.1986093098	-0.7313298318	1.88910066	-0.5537334914	-0.5572150438	2.129559098	0.1583240978	0.1756519824	-0.8174907172	0.6389124193	1.01781968	-0.8289954216	-1.291367461	0.01333891808	-0.2689679232	-1.716889562	-1.255166884	-0.9457136783	1.520635872	-0.4703514217	0.2292584889	1.234056527	0.1797430368	-1.15418085	-1.029107007	1.403266329	1.083208085	0.8249795862	0.1018698978	-1.383006529	0.5696617633	-0.3313282304	-1.919526733	-0.4533356502	0.3796162498	-1.092469565	-0.1141694218	0.1394854147	0.3303588439	0.6647093005	-1.498641065	-0.3196816415	-1.271229447	-1.883342001	0.1551071142	-0.641795794	-0.438189693	-1.085979067	0.5533340557	0.590013236	-0.2630811253	0.3260732997	1.495343578	-0.6230250797	-0.4971833499	0.8368483197	1.322104329	0.5005516457	0.530605692	-0.326772668	0.6909829918	-0.8846970854	-1.718711919	1.27478724
1.683090808	0.4700996942	0.272725706	-0.3410816724	0.1748144631	-0.8593790383	-0.4412465036	0.09221830321	-1.397585412	-0.2176653468	-1.221949185	1.504296238	-0.9791054025	-1.625818652	2.181286351	-0.08220766825	1.26597985	-0.7134130159	0.0683925045	0.5054690434	-0.2014099838	-1.556010485	-1.376111176	-1.042231843	-0.4944358592	-1.277131209	0.64640785	-1.163676784	-0.5604654745	-0.8948048758	-0.2854421247	-0.2381697007	-1.190589348	0.7194403121	1.749278051	0.6486975683	0.2965014925	0.7796817277	-2.005422366	-0.8354190017	1.384868964	0.4348395512	-0.262300605	0.9228683956	0.7776073556	-0.3295082917	0.8779645826	1.450913314	0.5988944887	-0.4855945026	-0.008138425568	0.6042428121	-1.066603389	-0.092082923	0.1853234026	-2.139665382	-0.3303062128	-0.2406683768	0.9804435311	0.04858369309	0.5430700584	1.308092657	-1.108142015	-0.5408282736	0.3226205731	1.871313677	1.152992757	0.2443191384	-0.8956800367	1.364458757	-0.3967359024	-0.009289453765	-0.0262553999
-0.9325927105	-0.3719306623	-0.5242841764	1.540384292	-0.175180106	0.7906927973	-0.5388672022	-0.06709472208	-0.4411799853	-0.4495239107	-0.6888516275	1.246748556	0.6873879525	-1.582997266	1.514768981	-0.4838746869	-0.3401800453	1.212223726	1.678597959	1.34163204	-2.470885031	-2.275976266	-0.329723121	-0.6114756048	0.1686536346	-1.637133132	0.1668654123	-0.3636839978	-0.8561099169	0.2850925071	-0.7754209228	-0.07234392247	-0.584130851	0.7489433675	1.720430824	0.09814872799	0.2231508312	0.6126154456	-2.126823972	0.1661775809	1.556852643	-1.597669851	-1.110012564	-0.2356850976	-0.1442387921	-0.5199013822	-0.2452571426	0.2941386367	1.420763734	0.4383123064	-0.7172642374	-0.7299210325	-0.8879688608	-0.5614018741	-0.005941552085	-2.117808814	-0.329771274	-1.016881892	-0.5812565945	0.7003784435	0.9123065778	0.8690077868	-1.128389111	-0.4756230268	0.1095387302	1.560229033	-0.221556087	0.006189052411	-1.075412605	0.3545698814	-1.016922031	0.7763355715	0.305416787
0.3858245662	1.974890832	-0.621253177	-1.5064483	-0.1996911354	0.270955231	-0.5938647513	0.3161329074	0.1975199201	-0.2972824517	-0.6637809191	2.299329724	0.3354309548	-1.301683056	2.482378354	-0.3995755747	-0.6567212688	0.01127243945	-0.1003163564	-1.502892171	-0.2966493935	-1.37218838	-0.7414394574	0.5075790337	-1.615395993	-1.671810727	-0.6597893574	1.027220729	0.02019934542	-0.8016953482	-0.1214502951	0.5516846712	-1.244262181	-1.799938759	1.675862157	0.3370899276	-0.1350854706	0.01029225039	-1.857770349	-0.08213444195	0.8248465831	-0.8445451084	-0.4328057061	-0.2411547231	-0.7607396446	-0.8871065207	0.7749643354	-0.5140875874	2.057514755	-2.281998072	-0.3166784076	-0.5079131574	-1.957369402	-0.3581007714	0.6198330106	0.4932125594	0.3090508413	0.6869890425	0.130263151	-1.050234359	0.6293411361	1.56197538	0.317266444	-0.4374240699	0.3061063705	1.723977838	1.198743406	0.223905535	-0.8694430315	0.3342124092	-1.087405435	-0.9402935425	1.470818949
-0.3451947439	-1.182010574	0.1336518022	-0.8312178892	1.059882948	-1.243382303	-0.3699744136	0.6362820755	-0.3718418629	1.196418305	-0.2603393816	2.410973372	-1.094421133	-1.040193912	1.096919475	0.06532390887	0.9674069184	-0.5876487293	-0.151647297	-0.1946837091	1.383689153	0.09551258246	-0.242977322	-0.1002936404	-0.9714143749	-0.3895861446	-1.101119293	-0.8106303805	1.203890878	-1.990314437	-0.3393655288	0.2186320173	-0.1934044975	-0.618974832	1.761038635	0.3610238321	0.5087001599	0.5013010198	-0.9940887622	-2.087631009	1.045786072	1.343454617	0.5522428193	-1.61924683	1.77525908	0.6112103682	1.321795307	-1.163128538	1.04023174	0.1123561027	1.273858275	0.6549407787	-0.7507009128	0.6592969385	0.5448643015	-0.8343410618	0.4598311516	-1.960061571	2.270481642	1.910402953	0.09031083578	-0.3045547957	1.468262257	0.795876525	0.0712960717	2.219428885	0.01555887689	0.3010122853	2.139203823	1.201334447	-0.4963395976	-0.9784158505	1.828813723
1.009735505	0.1643101421	-0.4701046716	0.5918951616	2.038586431	2.112865488	0.2191792913	-1.27792024	-0.1272686334	-1.423783681	0.04948658653	0.1841268635	-0.6983137899	1.072515065	-0.7111888569	-0.8175257811	1.20482833	2.191304891	-0.4990580883	2.980295955	0.05590897218	-0.00340331281	1.598771266	-1.708321481	0.3512299495	0.441513603	4.102262525	1.750205654	2.034804866	3.435199829	8.886469575	-1.068266471	0.6198259055	0.6597435142	-0.6290966612	-5.510428745	-0.3303769838	1.054369015	-0.5938045025	-0.8068894385	-1.506393437	0.3509525127	3.12479223	0.0330321527	2.665980564	1.309904325	-0.0993114609	-1.591646024	0.04703966548	7.372762861	-1.141403928	0.1400774025	-1.645620384	-0.1440014842	1.898341291	-1.108095298	1.981750742	5.196453751	3.476484406	-2.926805481	-1.736630305	-0.004189928782	-0.4582813569	2.828305655	0.4053893254	4.045805315	-0.3451295351	4.193530669	4.776456008	1.744313604	1.852238871	1.088156785	2.558569878
-1.12784837	-0.320852706	-0.9714685994	1.030503075	-2.252727319	0.9811910433	0.2761436578	0.8720718324	-0.003221655456	-5.748890685	-1.159789194	-0.3507097185	0.3021129237	0.4143081638	0.4683683151	1.499335759	-1.469898283	1.81702104	1.659112477	-1.368626861	0.6958147251	1.209178036	0.9009391992	-0.1413336285	1.284149263	-0.2995335387	1.450797194	2.006963874	2.434554654	0.6234004231	0.4605310708	-0.8377323756	0.5323650936	2.733198293	0.2063200921	-1.515342926	1.463305731	-0.452723783	1.894746886	1.014872158	-0.2684425153	-2.390044428	0.07972568162	1.71888204	-0.3875494976	-0.3961826454	-4.89345272	-1.584552708	2.08031861	2.435486052	-0.7254302194	0.7993897517	0.9960356925	-0.1041226866	1.000510858	0.4769744064	0.2592900088	1.453680307	-3.23059765	-5.437011952	1.651884898	0.08870256566	2.738554584	0.7756255655	2.472862819	1.073376902	0.5264564346	2.537470925	-1.984443922	1.437237032	-1.39366468	0.8449891387	0.8629599775
-0.6461492801	0.3227671043	-1.085663436	-0.7638946378	-0.07111584687	0.9375452493	1.644088099	0.1052764775	-0.5402748709	1.032104499	-1.225252836	1.36588187	0.8170232371	-0.1141246899	1.898335476	0.4778482416	2.203800695	0.2339080869	0.3430540444	-1.86282077	-2.007571256	1.410606903	0.4150014485	0.7312236976	0.9502237069	-0.6405516044	-0.6225685369	-0.1668155393	2.879255852	1.324274361	-0.45125381	-0.6793163232	0.4907531438	1.954168001	0.6187933474	-0.5962300327	1.175443887	-0.5970575923	0.5335377572	0.2526403905	-1.191621808	1.786710745	1.066266048	-0.4529244286	0.6356521308	-0.2056287876	-0.5534069851	0.577864863	1.580308257	-1.073989475	-0.7905521626	0.2519906406	-0.2609542476	-0.9262791528	-0.5084067609	-0.15596105	0.6631200753	-1.425631756	-0.2326089834	1.493527868	1.879284402	-0.868783901	1.924962298	0.08953421214	1.399785513	0.1192928155	0.284818618	2.944984198	-2.49912776	0.1118319453	-0.1485896113	-0.474150381	-0.6382759737
1.878015572	-0.3000902687	0.4009240449	-0.2479593171	-0.3370496996	0.2722105926	2.574747729	-0.939811987	-0.9612872829	0.05126848845	0.06215722932	0.3992973274	-1.351402306	-0.280375592	0.1020739667	-0.8109107293	2.44047748	1.655387581	0.4320505298	0.6194213258	0.1273485515	-0.615708187	1.282849268	0.6064213775	1.514504695	-0.9350238615	0.6389328048	-0.608885148	0.3040958859	-0.6484406417	-0.07656896588	-0.8093636929	-0.209570234	2.050534559	-2.027949251	-1.060756943	-0.6271611565	-0.5921338113	-0.8300322803	-0.7841342808	-2.127634814	0.1639739911	-0.1671783373	0.5651884351	1.323970771	-0.05386597096	-0.6782821317	-0.7691920158	0.7851137609	-0.1843082194	-1.50613918	0.02893396804	-2.08418764	-1.143615991	-0.8017181467	0.4019025119	-0.388392729	-0.7866385333	-1.245325906	1.924603218	-0.8273002584	0.01007779661	-0.7128748173	0.7325860844	-1.30990737	2.128698473	-1.158434919	0.2642047402	-1.227419274	-1.515717555	1.415514564	1.25773436	-0.9035597298
-1.241943122	-1.077192194	-1.074079752	1.460045158	-0.5563885217	-0.243050176	-0.02531917165	-0.2925092132	-1.190001233	0.04096345729	-1.39103613	-0.02381407884	0.01479149138	-1.14026348	-0.2296166665	-1.021589121	0.9280792191	0.6349992234	0.4852178325	1.08452698	-0.4306579593	-2.101052269	-0.8646017855	-0.3498873088	0.6534405823	-1.821852215	0.06899480183	-1.200364574	-1.532078352	0.9505823575	0.5745419945	-1.930084627	-0.8340614187	0.3648911091	-2.14255656	0.02871303389	-0.6478794128	0.02542972362	-1.609890738	-0.795830111	-2.025286381	-2.723353901	-0.7854125153	-0.5368117805	-0.1349893398	0.03405154829	-1.076819681	0.2282186029	-0.9280041882	0.6764783426	-1.836440847	0.5471729405	-2.405912427	-1.714191838	-1.251926314	-0.4714929254	-1.22527373	0.3279698986	-0.6911471126	-0.9228350628	-1.354125769	-0.6216729819	-1.054688438	-0.3339226084	-0.6714153557	-0.04578654102	-0.9196692683	-1.288690709	-2.015090546	-1.736588972	0.515110289	0.7516676654	-1.451467714
0.3918970159	1.820891514	-1.164883812	-0.6993970838	-0.4551738011	0.2259517009	-2.556331938	-0.746326624	-0.9852962195	-0.03774753062	-1.708516423	0.3016608857	1.020155484	-1.737186036	0.5393650221	-1.164481432	1.231534878	0.9088975398	-0.6144955235	-0.8363375189	-0.8937126573	-2.175233433	-1.200162345	0.4395503832	0.5829162023	-2.208264421	0.6038518371	-1.459206958	-1.529119251	0.1021363698	0.484316103	-2.115810259	-0.02350871431	-1.86544144	-2.712145111	-1.512328701	-1.15186778	-0.427094484	-1.984723939	-0.6696317793	-1.614889673	-0.377909513	-1.12405839	-0.5146345029	-0.6622811622	-1.278531575	-0.01648546503	-0.3918253316	-1.101459454	-0.9214322671	-2.833346549	-0.2395861842	-1.839127958	-2.321868255	-2.366302061	0.5075826488	0.6979552362	0.9499403134	-1.374019904	-1.152743175	-1.135587453	-1.607302148	-1.80426482	-0.8375852422	-1.276077672	-1.362858096	-0.2669708083	-0.9655152134	-1.822826651	-2.136870699	-0.2662043606	-0.2882665239	-1.158012162
1.069194598	-1.098106962	0.6341104453	-0.01923978643	-0.2774018077	-1.64141234	-3.565197993	-0.01563168701	-0.7854398433	-0.4792378474	-0.1226612049	0.08274804015	-1.205191536	-1.214992969	0.4850825557	-0.6254577669	-1.01173583	-0.7575247407	-0.536747975	0.1237938344	1.559580696	-0.9579322683	-0.2026695064	0.475848932	-0.1823392852	-1.416366282	-0.07877680581	-1.80693663	-1.224159161	-1.032761241	-0.5056391275	-0.7253988202	-0.09299375011	-0.7476196043	-2.272340334	-0.03008802549	-0.119591955	-0.0308497464	-1.45344093	0.03979898192	-0.8554828901	-0.3245020417	-0.9904182778	-0.5645787404	1.187681903	-0.141246157	0.8980777262	-1.960869825	-1.694439615	0.07237447943	-2.10555747	1.069418373	0.3674953289	-0.6034047201	-2.728291281	0.3990297877	1.111572127	-0.7660438225	-0.5684100747	0.5322090961	-0.9336372913	-0.3933653999	-0.626192786	-1.216655926	-1.213116348	-0.3353284287	-1.222145424	-0.7240993614	-1.139686827	-1.162506197	-0.397683243	-1.256743625	-0.8118604619
