melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132
-0.1519173432	-0.9122678614	-0.2713300823	0.8368395325	-0.4039310117	1.083426628	0.7128463713	0.2568190936	-1.34106227	-0.6456744672	-1.817985291	-0.4529693541	-1.432167704	-0.3207403655	0.4406043609	0.7935175383	-1.166989131	0.6493701999	-0.7134973509	1.639955822	1.203678575	0.452460996	-1.418906176	2.982572222	1.973413454	-0.3786908888	1.100075333	-2.476684641	-0.5191552613	0.3575724819	-0.09132667416	-1.543682733	0.8511725009	-1.06801585	3.224733362	0.4911749879	0.9551612932	-1.028665713	0.1283925293	-0.2712119738	-1.442599961	0.064702801	-0.03397621244	-1.721348317	0.5308602771	-0.2467152936	0.3858140144	-0.1817250828	0.4998909516	-1.669423462	-0.03355813128	-1.321729601	-0.8012986142	0.5372478566	0.9341736143	-0.9086377467	2.154732996	0.02980634591	-1.063789811	-1.061816024	-0.07910793755	0.4178275096	-0.1557933394	-0.9258501459	-0.5239577987	-0.8523325112	-0.2778639141	-1.266935569	-0.9880200384	-0.07115751131	0.3313068184	-2.412690537	-0.9114275616	-0.7870347925	-2.569378012	1.376257247	0.8160309986	-1.172301649	-0.340442612	-0.5926263105	0.03145622007	0.351545318	-0.03257595431	-0.4373359807	-2.16005676	-0.6858281685	-1.083376761	-0.9344923462	-2.227690256	-1.602802863	0.6378972113	0.8835186098	-1.149760673	0.7540825632	-0.3734701271	0.297397832	0.09513677647	0.3266611308	-1.670150187	-1.341133898	-0.06676779967	0.02935624792	0.5952788578	-1.96553816	-1.41158734	0.05312790292	-0.9626520209	-0.44807258	-0.2774005107	-1.63918679	-0.6910977987	0.851608072	-0.6236249941	0.06907751181	-1.149736971	0.2349881514	-0.8524196164	-1.670349913	-1.312776974	-2.619017653	0.4434271595	2.30752586	-0.7852656264	-1.723639783	1.735624476	-0.7919742807	3.301607372	-2.685871269	1.911089789	1.451446444	-2.73499018	0.04668799727	-0.09734822442
0.741682814	1.21138731	-0.1516466597	0.07103377051	-0.7790872477	0.4974916723	0.455359077	-0.9935560849	-0.3302636097	-0.8043116159	-2.100165456	-0.2100468051	-0.6741910231	0.4779918804	0.3760777769	-1.103850497	-0.4957609412	0.2825645138	-0.5596835978	-0.6423830924	0.1703618074	-0.1260075466	0.306157816	0.4990797815	-0.1655961244	-0.1900649546	0.482403098	0.2922114907	-1.103872487	-0.1248455155	-0.2953753168	-2.378891803	2.942607215	0.3046727285	0.8159307946	0.8985084131	-0.7148043089	-0.6215681195	0.4066724385	-0.8603406538	-2.273997917	-1.131361829	-1.058122795	-0.820104951	0.6292977909	0.1920195085	-0.3056782997	0.1368605024	-0.5937614218	-3.334618116	0.03608768699	-0.1362931868	-0.2349770935	0.9832659981	0.8677451284	-1.02541028	-0.713834476	1.936834621	-1.193744126	-0.8202027191	-0.1989101465	-0.5110904676	0.07217649842	0.8830321081	-0.5133319885	-1.524773683	0.6478215923	-0.6349930498	-1.276741508	-0.5104113835	0.3891060733	-0.8665060714	-1.343107678	-0.2464443997	-1.124413217	-2.478881494	-2.329965935	0.8805711175	-0.9279863532	0.1393603817	-0.4664870291	-0.1745081762	-1.064130981	2.317008713	-1.000487791	0.00611232173	-0.4477520538	-0.5704631608	0.08226532673	-0.9233299245	0.5385722813	0.7962735884	2.802141405	0.3890645899	-0.5333276867	-1.353740621	-1.389236515	1.702315106	0.05549244555	0.3942228054	-0.2608365088	-1.870744504	-0.2520794633	-2.23336189	-0.1268038584	-0.004505507115	-0.5425769134	-0.4374266763	-0.1582493484	-1.678871348	-1.766327612	1.046989982	0.1406918086	0.5707506188	-0.6026359683	-0.4930959959	-0.6878981831	-1.422847991	-1.125014202	-1.567419618	-0.9673900672	1.070901198	0.110693604	-0.5470497049	0.8828231206	-0.024591455	1.909847406	-2.445133094	-0.6963285623	1.09023529	0.5867168345	-0.7836548754	-0.5391607818
-0.7859024563	-0.6196434794	-0.7776257344	1.24661664	0.4281064079	-0.688418688	0.9754545345	-0.1487018845	0.3740788416	-1.307666734	-0.7981836984	1.815110164	0.04820423831	-1.248117541	-0.8010412649	0.05710139496	-0.3121136942	0.2100339235	-1.830439842	0.1137062742	0.3010972023	-0.7826537078	1.005849176	-0.1888666782	-0.1054532389	0.030979748	-1.233953542	0.7026710898	-0.8855642324	-0.1967250518	-0.7698158155	-2.360023806	1.604985119	2.023811493	0.3302484836	0.1404286378	1.076608963	0.7401633481	-0.5512744871	-0.5676095263	-0.7594474921	-0.3127714181	-1.779280358	1.123532944	1.333039729	0.2700848275	0.9730841505	-0.8063666963	1.218406911	-0.2754702633	-0.4429108864	0.470461076	-1.753975352	1.399746194	1.337179334	-0.9188910102	-0.108356799	1.948366292	-0.2273048748	-0.7532478473	1.031753052	1.58384308	0.3740430354	2.996693135	0.03338465105	-0.5355474038	-0.2970071208	-1.533684878	-1.147896133	-0.9839931621	1.820457195	0.2780403538	0.3598117583	1.139064904	1.083631067	-0.227228063	-0.5986780965	0.2465717721	-0.1497699695	0.6837777126	-0.8679127822	2.224629865	0.318148596	0.9190993898	-1.191550441	1.086352758	-0.1057687114	1.007159066	0.7606328919	-0.7169292043	0.8070658546	0.1600698535	1.867603115	0.3747935799	-0.4244474916	-0.08178477798	-0.1342902138	-0.4340633126	1.429556031	2.012832401	0.404706222	-2.023271167	0.3485437311	-0.1770359967	1.144022947	0.1216168064	-0.110833901	0.648005658	1.238854996	0.1590341529	-1.605095599	2.028597784	2.380938726	0.6239721565	-0.232665726	-1.56063578	-2.028714427	-2.07354862	-0.1719818527	1.382555254	-1.31420234	1.904792814	3.469014532	-1.067087641	1.748451613	1.643811512	0.04279565724	-0.8283146395	0.07719602483	0.5175129531	1.172770452	-0.6773629757	0.5497924821
0.9164995529	-0.692743811	-0.3811161937	-1.675690304	0.2428779166	0.3654814405	0.6133136061	1.961345225	-0.5802083537	-0.3115856199	0.8236354184	-0.231729694	0.1916887909	0.3134734978	-0.1894305205	0.8004911413	0.005045365576	0.5354979311	0.5198581239	-1.207877322	-0.2432357504	0.4707656396	0.239925939	-1.111957422	-0.8474110295	0.5979963432	-1.019059489	1.166023204	-0.2657634258	-1.264177145	-0.4170547593	-1.834418506	-1.904304678	1.355981186	1.277992409	0.8388719708	0.3407104674	0.7543511081	-0.7326687404	-0.7677550278	0.640787841	-0.06932844541	1.20522448	-0.3229549987	1.028266492	-0.7215434294	-0.1258871113	-0.7345877527	0.3584272467	-0.4460060391	-0.6245163549	1.078325848	-1.242580028	0.8236105368	-1.31259403	0.02162376892	-0.1040998282	1.704400665	0.005662641876	-0.619747905	1.925325141	-0.3198875658	-0.01563957149	1.829933385	0.8965427969	-0.1159285954	0.2304958466	-1.806818997	-0.923431261	-1.804032246	1.693898302	0.7222754575	-0.2694310731	0.7578901413	1.040639527	-0.4096765712	0.7129479552	-0.1605589247	0.4905024781	0.4217275817	-0.8138028855	-1.083842757	1.433759108	2.407518713	-0.02343135835	-1.465731364	2.041563181	1.280817452	-0.502468232	-0.5536022226	-1.051960703	1.012882732	2.571406885	0.3720019376	0.2703415788	-1.254121354	1.211297558	0.4748389929	1.254393341	0.1801538282	-1.030888252	-1.514979258	1.372761003	-0.6423040512	0.4090312452	1.172551599	-0.2427515038	-1.024409061	1.12212417	0.4314901655	-0.9204158056	2.224792532	2.016026933	0.4942574181	0.6901327832	-2.865870909	-1.675713922	-0.6024724735	0.0490740878	1.600666854	-0.887630075	-0.2485018189	1.568240229	-0.2870526371	1.66782372	2.047823741	1.383963795	0.433600715	-1.236132267	-0.05923946335	2.042259992	0.3852988423	-0.6546814619
-0.844959232	1.408757024	0.09117358848	0.3564621304	0.02604821183	-1.012566199	0.6912507752	-0.07409851834	1.246253656	-0.2369588049	0.9389059354	1.507741391	0.04455716041	1.311940624	-0.7037954994	-0.3219299871	-0.2693595752	0.4365623546	0.2027899784	-0.08008117709	-0.06248803906	0.1401706169	0.5825499693	-2.07422449	0.1646680788	0.3593431124	-0.7989608333	-0.7458634817	0.2758088887	0.8032814651	0.2288820037	-2.553017628	0.3825149108	-0.6975280572	1.623651147	0.6328438426	-0.3048610125	-0.70377241	-0.7832530537	-0.7342336772	1.62704414	1.170758424	-0.6260053189	-0.09703512623	1.719358135	-0.7809666914	0.2373960101	-0.867883496	0.7369491348	-1.546777825	0.3608589496	-0.5450948937	-1.462446092	0.07690455533	1.580261701	0.6607287693	0.9876801787	1.062002087	-1.326771428	-0.8510913614	1.126444026	0.5959861457	-0.8543616241	0.3841779962	-1.259914461	0.7794823329	1.853623437	-1.293507789	0.09213904662	1.931561042	0.264702856	-0.7422246652	0.3407518782	-1.014825016	0.5099289366	1.875569127	0.05250398829	-2.493434148	-0.489160891	-0.665805051	-0.8744378849	-1.490157523	2.116415846	0.6412150016	0.2730060861	-2.208993035	1.153435336	0.2373236659	-0.01793226504	-1.593638271	-1.322007436	0.2290285229	0.6099104455	-1.044892117	0.456261051	1.507253721	-0.9272498974	0.07297970659	0.1717480315	-0.3594826652	-1.047342872	-0.6086075118	-1.230401611	-2.294617207	0.7453948168	0.7993670676	-0.4470676536	-1.01401974	-1.361318356	0.3116002808	-0.8300128877	1.223541752	1.678183751	1.256882206	0.4969952852	-0.2804708781	-1.230766747	-1.388275503	0.208742079	-0.01374311335	0.7078998007	0.5425526903	1.43420821	-1.908368442	2.425720457	-0.9968035647	1.768873343	-0.9032062755	-3.341358119	-0.1276184546	0.8937167981	1.108155125	-1.224622791
-0.5633985892	-0.5683167462	-4.539110394	1.17707248	1.566495716	0.3938456324	0.8412229411	0.9281738063	-0.032672162	-0.8028452651	-0.8344096405	1.154040752	-0.1678745081	-0.5257075719	-0.2746385405	0.4341712586	0.9217547549	2.824087276	-5.678556816	1.033310148	-3.506000876	-4.013420163	-1.477751278	3.939234363	-5.758954404	0.6828114443	-3.231175984	13.75248547	-1.649954412	1.445090167	0.5953631192	-5.143968019	4.168742103	1.23213705	-1.612871139	0.3543100706	1.9500343	3.336957781	-0.3635585516	-2.590284095	-0.7063935107	0.8072808345	0.6395919955	1.801941516	0.1671804244	-0.9493476132	5.722394022	-0.9508097675	-2.640080342	-1.486543276	-2.539527152	1.320524319	-2.446454557	-1.342101655	-0.04276599149	0.2287382691	1.775175367	1.971944452	0.6462123586	-0.8536284598	0.4782974631	2.644279332	1.14926448	3.553616406	1.324473717	-0.05288895616	0.3634656187	2.464416479	-1.333201895	0.5516442669	0.05475924691	-0.3130429624	-1.464039572	-1.134897597	0.5115450067	-0.2381253201	1.273002882	-1.298179363	-1.718340543	-0.1717667927	-3.850817159	2.473821909	0.1804090621	-0.132460664	-0.9155308975	-0.2024320097	0.2869825521	-0.1846422712	1.65360641	0.1241550677	5.497476455	0.5491365204	2.250491052	-1.456480421	0.3310099267	1.569115834	-0.5991842723	0.5939936401	2.281645431	-0.9795770301	1.231610613	-0.4698308337	1.371078414	-4.061583258	0.4659021364	0.6984700713	1.014497468	0.7755439083	-1.148679844	0.8686980285	-4.59358291	0.1547458999	2.316085958	-1.436246003	1.411376799	0.9675560607	0.09850330965	-1.656075165	-0.8486856047	3.08102366	-1.908971838	1.860715041	2.094643277	0.09483032363	0.1411324423	-0.5286063948	2.218983665	0.9044777835	1.601619019	0.6802254927	-0.2327706369	1.720595499	2.303302638
-0.8594783625	-0.9535086081	-2.901455496	-1.895767647	0.9742961957	-0.5648453092	-0.3139921254	1.486893128	-1.527980842	0.5418650882	-0.5569112343	0.01641192343	0.3694801259	-0.164427216	-0.3959532961	-0.3006031616	-1.412260544	-1.968234669	-1.380438292	1.389118474	-2.601963139	-2.6735813	-1.157281835	3.887652379	0.8057114237	-0.1916448515	0.6515086249	2.189104171	-1.97508262	-1.035048027	0.2598138869	-0.3175519558	-1.169288415	2.107942629	2.108095416	1.413915026	-0.7933351064	-1.980674415	1.489790074	-0.02990720357	-0.8816254156	-0.1199524057	3.156203038	-0.5158966845	-8.155577153	2.680051309	-0.5477565269	-0.7069285194	-3.584572383	0.03830846231	-2.74064606	1.247466954	-0.2212283917	1.578275522	-1.740247811	-0.8338209006	-0.851183943	4.946905336	0.684442123	-1.750219069	-1.79096196	1.464278156	-0.2383962524	5.174296786	3.526899536	-0.7676200996	0.9980069327	2.900384103	-2.94257448	-0.4134683557	2.134199166	-0.3843875017	-0.5078034648	4.299778582	0.982702689	1.010547707	3.079173038	0.4835031095	-0.7373528602	1.030104679	-5.00451633	-0.4331006776	-0.6852334317	1.034755315	-0.4537934411	-0.3191550797	0.874588108	2.669446838	3.585761187	1.50321694	-0.4319166955	0.5609858239	-1.647422931	0.3968992371	1.438636867	1.341758125	0.9506590961	0.2259384849	2.877591812	2.22288522	1.265416983	1.889205297	1.492208471	-2.093521018	0.02567048955	-0.9145358091	-1.573585923	4.186961048	5.892060668	2.222879897	-5.044639865	2.778474767	2.423444787	0.3748040226	-0.8315134432	2.739536068	1.16146997	3.227801303	0.8669840389	0.1665666214	-1.543653836	0.4637313048	6.61516981	0.1683687006	0.647037332	0.8996132314	0.07308807434	2.487902833	0.3796071483	4.48373241	-1.550220632	-0.1618918479	0.2479554593
0.081193306	-1.682262136	0.1277224006	-2.520846744	-1.261840333	1.936980048	-2.474120151	-1.040601892	-1.692102877	0.4177591249	0.8421959031	-0.8703269534	-0.2470496222	-0.7154793105	1.616574434	-0.8334870869	-0.1327403494	-3.170172774	3.198796602	0.3759691299	-0.9616371955	2.876334855	-0.4420797442	-0.5364703554	2.300247394	-0.1853420242	1.512566225	-3.868918776	2.942226878	-1.358778324	-1.441409428	1.730591844	-2.847908431	-0.3350317166	3.838501146	1.497994543	-2.573116546	-0.7093210634	2.898574682	-0.5909279256	1.346348105	0.3106891881	2.037043778	-1.174938621	-3.310712923	0.8152538688	-1.865236989	0.1206273794	-0.4995214534	-0.2737840426	-1.180420266	0.3971016389	0.8099446467	-0.7343513925	-2.621594911	0.1158346764	-1.725197001	1.355309945	0.09119706402	-3.46867863	-0.6104418164	-1.019540139	-0.4362164434	-2.104285951	1.750814477	1.094907067	0.4546881808	-2.123842059	-1.063896249	-0.3297330581	-3.561277825	-0.8583220513	2.085157617	-1.059481941	-0.1503413784	0.8647409491	1.360263299	0.1143706488	-0.2249058834	0.05298124373	1.712606647	-1.393964661	-0.8541950115	1.245954088	-0.7433659577	0.8254110702	-1.156791364	-0.1218254077	2.206895688	1.261685167	-2.136295911	1.479779141	2.512531814	0.2594272417	0.4865367933	-0.5606564877	-0.670644069	-1.338268984	2.067764377	2.263828943	-0.1981105552	-0.3558211361	-0.5011380619	-1.723925899	-1.576785282	2.944675769	2.810606921	2.801397049	1.288504502	-2.818948883	-2.370309811	1.287105626	0.1823023764	-1.026049989	2.241450803	-0.2648551365	1.857681476	1.390684867	0.09755566951	1.947656968	-0.9747895367	-0.007967032922	-0.7975695823	0.3594829512	1.55664397	-1.248433604	3.184896142	0.448776595	-1.615609636	-1.265215013	0.7970568849	-3.200431401	0.4359054626
-0.8750968391	0.662340051	-0.304465497	-0.6498618583	-0.9118029583	-0.5740829075	1.367083519	1.01412434	0.3039115723	-1.463205066	0.3039714885	-1.819608509	-1.181978805	0.686701891	0.7804985774	-0.9026635493	0.6952001617	-1.08699132	1.321330448	-0.7000856159	-2.350829197	1.138072852	0.995622516	-1.537915499	0.1695699355	-0.4176478448	-0.7231622014	-1.732942607	1.676671252	0.3444132512	3.100128212	1.427580646	0.593323238	-1.767414559	-0.7971281412	-0.5807885304	-0.3822093644	0.3229118548	2.682827205	-0.4213547106	1.393083897	1.021583412	0.4101208874	-1.764733465	0.3702496066	-0.6097518337	-1.167185251	1.143883886	-1.64653196	-1.285956016	2.584729981	0.1746189557	-0.5781304337	-0.556423348	-0.4884794294	-1.199858235	0.6625034911	0.1588567407	-1.976989578	-1.790709501	-0.390823677	-2.050115686	-1.065941419	-1.31381882	0.1596047735	0.6807649114	2.156340209	-0.2548330669	1.617219591	-0.03747513945	1.106129829	-2.269121832	1.01439063	-2.993252123	0.8123990646	0.1602048671	-1.305988444	-1.228070559	-0.6692559222	-0.8824805883	2.966032582	-0.7898810341	-0.8967411862	-2.405714426	-0.4383374008	0.3980360582	0.01422899124	-2.194489167	0.4299266503	0.01608008854	-0.2280979932	1.311585942	-1.324698807	-1.223584232	-0.4792952158	1.674179724	-0.5530233381	2.054120323	-1.187539704	-0.7059163997	-2.116994264	1.732010066	-0.5561011709	-0.7195397596	-1.017567997	0.4568240203	3.643347368	0.53941405	-2.953373042	3.181519409	-0.2720312891	-1.504927029	-0.4336307058	0.3414719207	0.1300800944	2.123527461	1.711740651	0.01523095479	0.7858016235	-0.764158025	-0.3677234754	-0.06598290979	0.5008932933	-0.02663496769	1.226207871	0.9363017947	-0.3818338851	-1.37324355	0.6432062772	-1.310782946	-0.9659131765	-0.9184118665	-0.9900898528
-0.7305478598	-0.4231842668	-1.09837347	1.368324595	0.5362298279	-1.898107471	0.6879816056	1.159428586	1.551700144	-1.86978427	-1.109900523	2.448521789	-2.351604767	-0.3748296942	-0.6973602327	0.4081932275	-0.2697590664	0.1930047004	-1.293365863	0.2620450287	-3.232721456	-1.015717596	2.567187383	-1.346320112	0.1664900051	-1.265760031	-1.066468366	-1.483923846	-0.2434544297	1.103711727	2.669700095	0.6234235843	0.1008771299	-2.075262796	-1.211014043	-2.568810643	0.7628934844	-2.843092102	-0.3079424857	0.02307623045	-1.254167107	0.7631366352	0.3145188915	-1.627076717	0.3956014599	-0.8212827091	1.479595932	-0.7020648685	0.7866190871	-1.500215898	-1.674159398	-0.7824089131	-1.509073945	-0.03372720421	1.057859164	-0.8860076973	-1.135877112	0.9383449278	0.03990483149	-1.838820077	-0.3185097461	0.3058967338	-0.6228711564	0.2352666654	0.08568592053	-1.370210634	2.020822852	-1.161080534	0.628503753	-1.310648317	-0.3243164028	-2.325870753	-0.1010956544	-1.843897913	0.03908512137	-0.7551621204	0.09501809124	2.569413473	-2.185915957	-1.435177187	-0.6984506284	2.092559209	-2.927155537	-1.469222699	-2.003861888	-0.291903744	0.2426447628	-2.879593747	-0.2641616452	-3.127040738	0.1323966563	-1.976366139	0.461636203	-1.450414332	-3.079991537	0.07616959381	-1.206823594	0.1901364075	-1.660081789	1.23320243	-1.46371058	1.246659894	0.5298572157	-0.04692493734	-0.9172943982	-1.367023951	0.1046187114	0.1262747981	-1.065392921	1.329890058	-2.857401371	-0.5658602068	-0.1737890587	1.917482172	2.786149069	2.393071388	-1.809225037	-0.9007828024	-1.261303751	2.884799925	-0.2914231827	-0.6308710877	0.6619257802	0.7963270061	0.4952460847	1.793514619	-2.819571314	-2.99196603	0.2118011783	-0.4456199171	2.100273431	-0.369550067	-0.8420792822
