melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149
0.7344343896	-0.6945008303	-2.590723097	-1.19918075	-1.551301777	0.1516128829	-1.094731747	3.049433817	1.137995963	-3.124885802	-0.1711621261	-0.09044104068	3.162807748	0.7205826534	0.4515567429	4.120400287	-1.103288707	1.99939621	-0.9532880914	-3.823109488	-1.344978406	3.126364118	0.03123597267	-0.7650001551	-1.322472718	-1.391754433	-0.1627326496	1.57914684	-0.283123507	-0.5418279243	0.2107680187	0.8580464942	0.0309306657	-0.7259185894	1.794774561	2.540013671	-0.6639125536	0.4201418583	0.5102288313	-1.576199327	-0.7261482252	-1.44367313	0.10839868	-1.081592287	-1.891543692	0.6727059838	0.04962931556	0.3431391076	-0.7763199746	-2.656294508	-0.02866323643	2.858151701	1.115660733	-0.8619912613	-2.099498674	-1.756430046	2.382723055	-1.067620847	0.495907417	-0.5025796113	-1.819550035	0.4016545457	-4.251970403	0.4105449786	0.9964917461	-0.3647367865	-0.8430512678	-1.813195945	0.1456059397	-1.328464471	2.667890606	2.314112492	-0.6604726409	1.091379169	1.567714309	-1.440159801	-1.723735078	2.067688909	-0.686199939	0.2428250608	1.721996001	-1.919176437	0.5158837556	0.996236762	0.4796769486	1.788924682	0.8485530892	-2.555950747	-0.1446638498	-0.9280854379	-0.1730131618	2.431066267	-1.500457942	-0.7595206825	0.2345671666	0.5130795835	-0.4713802805	0.6220086864	-0.314452528	0.4077010208	0.4067616821	0.6466852284	-0.1800743014	0.1013085729	0.657318258	-3.145491266	-1.407724631	-0.5438064542	3.360030438	2.690108542	1.614060337	-0.5529798544	-1.272951856	-1.239037838	-3.680098891	1.784484664	-3.578469303	-0.1252589564	-1.058158048	1.707262087	-0.2645012958	-0.9161094443	-0.307497714	-0.4930551156	-0.5586387924	-0.4786510234	0.104200817	0.1534455	1.253104172	-1.807599625	-0.04625968892	0.547304522	-0.322259734	4.53936116	-1.425106021	-3.527121582	1.286556587	-2.808890585	-2.574208993	-0.2438697751	-0.3476129301	-0.4689846446	0.745661392	2.000893656	0.4092915559	-0.3969608962	0.8409962396	1.485887115	1.113449409	1.390035841
0.4689782452	-0.6859335177	-2.6334979	-1.04449425	1.358719032	0.07977315887	-0.9499299657	2.629090991	0.7748841568	-3.032845453	0.1401707456	0.3180625575	3.426188565	0.828770539	-0.8785104765	3.500325697	-0.9739492448	1.260668517	0.7618310148	-3.965401031	-0.9360008606	2.987485067	-0.4448619844	-0.5419797505	-0.11872965	-1.508295981	-0.0572475079	0.8815329349	-0.07275952207	-0.85751363	0.9715131517	0.9871284408	-0.2502539067	1.716535632	2.052467092	1.772645859	-0.8760300426	-0.3367066659	0.8336359963	-1.31151457	-1.450280582	-0.517737801	-0.7177554699	-0.8177368031	-1.172690536	-1.419294666	0.1575696451	0.1770423592	-0.2248751802	-2.283020567	-1.181347395	2.537832259	-1.28760583	-0.7854802494	-1.232770518	-1.910050979	1.797125799	-0.725672191	0.01881260265	-2.181649668	-2.728529393	0.4934515825	-2.499579194	0.4230374368	0.1195521986	-0.4130411972	-1.228807514	-0.786743152	-0.4895214561	-1.579831205	2.182353718	2.020383539	-0.05632835007	0.5142291431	-0.3404393671	-1.800478282	0.02426959452	1.541824159	-0.01926746998	-0.3467290629	0.3924833629	-2.197973934	-0.2513135149	0.4973245189	-0.2315912225	0.1833606199	-0.6206605568	-2.018005563	-1.172935225	-0.6705968119	-1.104512038	1.092681112	-0.2419397631	-0.7205048436	-0.1704431491	-0.1636579845	-1.076634972	2.59501817	-1.614199735	-0.7399855072	1.363099236	-1.930608881	-0.7295749271	-0.015692273	-0.009764354495	-2.45038192	-0.211623474	0.3082469369	0.4250407496	2.797749007	0.3858025426	0.7509924227	-2.333371291	-0.2414259705	-2.437536977	1.472043918	-3.334108264	-1.002304577	-0.4525396698	0.7876084083	1.234560474	-1.925088362	-0.9021881438	2.149203623	0.6347827256	0.9862531813	-0.8854690486	0.5346384541	1.064995883	-1.527993326	0.3049148145	0.9644562031	-0.1476660816	2.673056059	-0.4177197038	-2.287355167	0.2033653741	-2.53361972	-1.95451984	-0.7091868153	-0.6543473417	-0.2867997207	1.676387326	-0.7303247732	-0.330770757	-0.3739256324	1.182767253	0.1588464626	-0.8055325462	-1.623112597
0.3320843451	-0.7171649992	-2.008096861	-0.8133516229	-0.8482390263	0.05626633523	-0.72201105	2.738326071	0.520290582	-2.643997348	0.01870637151	-0.8797600642	2.975029258	0.6893808946	-0.9710987979	3.125161006	0.425933558	0.909235159	-0.0104970445	-4.32868723	-0.5449775124	2.387376049	-0.5993041852	-0.4126724362	-1.157935981	-1.24664265	-0.107123731	0.8639088366	0.292494556	-0.2476667718	0.5072468266	0.6498662242	-0.2109698683	0.2894526318	1.530836658	1.813310948	1.593711159	-0.943229781	0.08522867809	-0.8861545653	-0.7467900558	-0.6350372551	0.781165734	-0.04921668309	-1.355321703	1.359089599	0.924925339	-0.5449163352	0.5692425716	-1.481632332	-1.180636269	1.007360683	-0.7322504944	-0.2074775464	-0.426840734	-1.612321274	1.20466309	-0.1208574471	1.513724411	-2.59468816	-1.561992433	0.9155598542	-1.715616823	-0.6855962264	0.2449772678	0.2277414184	-1.007122284	-0.2963726009	0.8757331428	-0.221470699	1.871586482	1.860503024	0.861610833	-0.3254501396	0.1995050466	0.3423249167	-0.5032411384	1.130784863	-0.1584705503	-0.1346580422	-0.3304387096	-2.121846095	0.4901652889	-0.4544173785	-0.1856008171	-0.05825238785	-1.137119208	-2.441125099	-0.05194649691	-0.8326706681	-0.5618330362	1.61506167	1.258244564	-0.4796374314	-0.6082606401	-0.462034264	0.3253352356	0.6209614218	-1.122263731	-0.5399497417	0.7345330335	-1.248257732	0.06903543003	1.194647902	-0.1454778014	-1.655359414	0.7845514329	-0.173640813	-0.8513778806	2.495863411	0.8519911957	0.6154121041	-1.14854258	-0.1463084075	-0.7038879448	2.750715563	-3.378520759	-0.3073991236	-1.352840981	0.6516009166	1.576120945	-0.3645761998	-0.5811933761	0.189122994	1.266204485	0.922457944	-2.562198685	1.038612334	0.7918857346	-1.903745149	-1.74203422	1.583926507	-0.6317972696	2.237117289	-0.7521158854	-0.3903227537	1.40920812	-0.8115006156	-0.004109342708	-1.112867899	0.3134642903	-0.009338992468	0.6277694796	1.034634501	1.735006304	0.9751730168	-0.5555475764	2.063813697	-0.1873679741	-1.377595373
0.345945729	-0.9829723919	-1.88297783	-0.6333674311	-1.503184364	0.1175042137	-0.5885901142	2.902832252	0.3317571125	-2.55860696	-0.2397704019	-0.0354124134	3.17608705	0.5244087467	0.1962570613	3.275454686	-1.218631981	1.397379253	-0.8728817305	-3.70380681	-1.252248896	2.6653472	-0.2996651623	-0.6275441475	-1.193139064	-1.106624423	-0.1407703295	0.3106162277	0.3512621716	-0.08563256163	-0.2479208871	0.4777140335	-0.1059527929	-1.080389054	1.497749171	2.721644816	-0.6646731493	0.0446535986	0.2245740206	-0.2460826083	0.427524139	-0.4456577784	-0.4050225768	-0.6944442786	-1.873550602	0.6532759654	1.26404595	-0.3222559471	-0.2726972174	-1.804541213	0.2098949116	1.99635799	1.291766209	0.4898675281	0.03500800129	-0.9517469761	1.275988519	-0.330403882	0.2002447027	-1.057344345	-0.8241310032	1.843995374	-2.960294363	-1.027351509	0.7129140118	0.6720641274	-0.8124157733	-0.6988364481	0.7516810891	1.345924906	1.683920635	2.340044363	-1.527469994	-1.752466344	0.8751537108	-1.312451775	-1.204450401	1.533239332	-0.5491311033	0.2440885208	2.21828163	-2.048934623	0.7044311331	-1.104399553	-0.5293451488	0.6667293615	0.335038825	-1.921013125	-0.2190171425	-0.412879467	-0.4087856569	2.176687212	-0.4787125327	-1.30742058	-1.120474568	1.082449878	0.105370448	0.345231475	-0.2281187608	0.2197056185	0.3944548532	0.1927467171	0.4906594429	0.8550795952	-0.2523068528	-1.462017627	0.3478059047	-1.388082011	1.918136485	2.271978237	1.726791728	0.7984659962	-0.5890438203	0.7270956734	-2.071594662	0.7830157462	-2.56711126	-0.3474177475	-0.3536605792	1.178176564	0.4457642143	-0.4085039925	-0.0998659134	-0.8659731712	-0.6210590189	-0.5611042985	-1.347489718	-0.6512615158	0.925320228	-0.06813787073	-2.271464735	0.7477014085	-1.742450805	3.274664808	-1.341124636	-1.053484498	0.4797009414	-0.1248466965	-1.178705234	-0.1808144346	1.071019551	0.2059944282	0.3269879865	2.339352837	1.343467095	-0.1616135664	-0.3235595759	1.781016275	1.483502509	-0.3260291054
-0.03683013135	-1.235651275	-2.580916733	-0.7917131489	1.438500149	-0.1381259682	-0.6435530484	2.784255588	-0.2042987796	-2.698287768	0.3264185993	0.2416815087	3.476287241	0.251608067	-1.291213845	2.510486553	-0.6288617378	1.41424709	0.5122831496	-4.141157762	-0.8431158815	2.508638233	-0.5556156422	-0.6130050511	0.0001019431397	-0.6825636398	0.08231608944	0.4255645286	-1.111205031	-0.1010352467	0.3487137925	0.05748866037	-0.6143399557	1.267574583	2.088711399	2.732913411	-0.8164901117	1.387208648	0.3077863074	0.2603783235	-0.5841324306	0.0869301064	-1.527228323	0.3383136816	-1.529204534	-0.7642932723	0.5799006426	-0.7969007171	-1.225417718	-1.600827621	-0.3479241011	2.102745692	-1.407508322	0.6266145399	0.9246380084	-0.1372918416	0.5155858626	-0.5881583101	1.002579264	-2.539133659	-2.119055824	0.289785709	-1.288329854	-1.443258297	0.6997639968	-0.2557474836	-2.36753023	0.1030513111	0.3403767528	0.7728498942	0.6985620009	1.832722004	-0.358187235	-2.510463778	-1.762590423	-2.076206498	0.2068719568	1.681845599	-0.549131944	-0.2621290868	1.798497678	-1.184345594	0.5981846133	-1.117914374	-1.123657401	-0.8817991044	-0.9000622337	-0.378885846	-1.608813888	0.51752254	-0.5165757616	2.197895715	0.2330325516	-1.878389466	0.06687840286	0.5023450635	-0.5518308905	1.631287777	-1.123338929	-0.2407526524	1.57208399	-2.438563543	-0.772975637	0.9920458618	0.3726347875	-0.3690428286	0.9335852851	-1.582005152	1.081444801	2.086461749	1.140934939	3.631842094	-1.021707228	0.9072420977	-1.861873865	0.386717227	-2.341339282	-0.5494807447	0.6603296981	0.6664299064	0.988164992	-1.009664499	-0.3047859329	1.93314579	0.1271024566	-0.1637070272	-1.496507293	0.09325282748	0.6586230042	-0.1023787117	-1.856426428	0.9194430681	-2.040979586	1.715874002	-0.1994417581	-1.189362123	-0.48209608	0.6555744344	-1.290059078	0.2983421114	-1.059449232	0.1976806811	1.238528197	-0.8828259278	1.02458122	-0.7990075742	0.8561875149	-1.426079894	0.9148972175	-3.009693636
0.2443159122	-1.395888204	-2.752821697	-0.8817949035	0.1280936108	-0.2265633508	-0.7072078512	2.944241512	-0.5310247225	-2.888567926	0.3093283771	-0.3101487042	3.258304924	0.1799436568	-1.304888606	2.150105654	1.260130746	1.343615144	0.4058326005	-5.460985848	-0.7473507711	1.891633222	-0.9055118194	-0.5537626298	-0.8646341679	-1.380047593	0.2251030749	1.258644351	-2.441114847	0.1152468433	0.1713333523	-0.5462355227	-0.5048980963	0.702191957	2.478568313	2.789908551	0.1358861719	0.4249116001	-0.7250996125	-0.3333228279	-0.7212325698	-0.3566657843	-0.6282681778	0.9410482473	-1.543106433	1.230984492	-0.8429644673	-1.705353489	0.361337406	-1.230946603	-1.271273831	1.467914997	-0.2563063357	0.09951214193	0.5647720099	0.3633815672	-0.7597789737	-0.973809826	1.303405664	-3.63250093	-0.9186326918	0.3285783554	-0.9879244689	-1.451012277	1.206469932	-0.587703499	-2.974935844	-0.069525288	0.6690507488	-0.9268046523	-0.555740565	1.962885152	0.1842793509	-2.554867363	-1.188364358	-0.2494343138	0.2900814911	0.3949217101	0.0288143345	-0.6065070151	0.4910735928	-0.7202870752	0.7796186569	-0.976227867	-0.5272643532	-0.5760236345	-2.214184708	-1.317442047	-1.965147739	0.7082238053	-0.7666034063	2.518763744	0.6030287876	-1.311317707	-0.1183130555	-1.18505417	-0.03061901343	0.7864628833	-1.636135534	-0.9017955013	0.9665398237	-3.528987827	-1.06635543	2.227385197	1.059874695	0.5094909491	0.0630736801	-1.866036105	0.5515728213	1.724390406	1.598555913	3.76270025	-0.2047139734	0.2840464263	-1.928909575	2.396216393	-2.92006377	-0.3030585356	-0.5915761194	1.847947615	1.023675813	0.6712008663	-0.1768812402	0.1993043612	-0.6952465113	0.1187286845	-2.634203726	1.050128508	-0.8205786637	-1.47921366	-2.888087335	2.276997233	-1.455336885	0.5910280492	-0.5620963983	-1.321027491	1.081579243	1.029853803	0.2100053496	0.481418933	-1.446878068	-0.9465241292	0.8458994837	-0.6418075445	2.43966952	0.7180321308	0.06982254167	-1.362284207	-0.5952061548	-1.756687551
0.4000312313	-1.262359838	-2.675578787	-0.6914564477	-1.096154279	-0.1357410505	-0.7163277615	2.732097279	-0.9608293728	-2.815993711	-0.1378497079	-0.7834726455	3.333609562	0.2991983734	-1.090725389	2.465193835	-0.7312053135	1.35083493	-0.7494387283	-5.965645666	-0.9353140709	1.916342032	-0.983224621	-0.4128339816	-1.130659248	-2.452140417	0.1456651499	0.09300755934	-1.596247986	-0.3210993428	-0.4590978378	0.8027198105	-0.5638097761	-1.134852042	2.510420965	2.529748849	0.5728751404	-0.9588046656	-1.12263633	-0.7680939135	0.321363226	-0.4691014915	1.423649741	-1.817397349	-2.00961043	2.554519333	-1.52854125	-2.236213472	1.182812626	-1.021156549	0.4611102411	1.542717115	1.800227332	-0.08512355215	-0.2675370633	0.3816613192	-1.128088386	-0.5998158953	0.5342532466	-4.067468381	-0.7221647564	1.450042432	-2.414821842	-1.342954078	-0.04349997963	0.07407443458	-2.110810334	-1.277222646	1.020248899	-1.318619095	-1.419522224	1.720876675	-1.138829701	-0.8242571712	0.5362199899	-0.8193725324	0.5019423403	-0.2315565307	0.9514214594	-0.5839868544	0.08715672292	-1.211442032	0.1261741061	-1.234245186	-0.6015566148	-0.05414258487	-0.3217410849	-2.099631147	-1.737504601	0.4371744727	-0.9897210523	2.973866226	-0.8942578224	-0.5289299963	-0.6815586628	-0.9558899333	-0.5128307611	1.697832869	-0.4561286718	-0.6810378464	1.145722157	-2.530707076	-0.5138909218	1.539440388	0.6605486141	1.026447592	-0.7885465547	-1.029330033	-0.125437527	0.5160952992	1.908046765	2.417826462	-0.1738540581	-0.2356617215	-2.30380742	3.002452975	-2.122210815	0.2610365441	-1.538479092	1.1279062	-0.6332957496	1.014297874	-1.142883196	-0.0243784863	-1.146658509	0.4976863126	-1.375971245	0.4013801021	-1.536742375	-2.768495427	-2.194384099	1.725661656	-1.025385978	0.7095846013	-0.8287440323	-1.895232077	2.074052646	0.748647167	-0.2508243808	1.456045984	-0.5489811488	-0.3608824659	1.404041218	0.7204133078	1.19412455	0.4845387928	-0.5447160559	0.6237447416	0.1852919189	0.06936956411
0.645283108	-1.029912836	-2.288948137	-0.5691300311	0.7417387606	-0.02351763935	-0.2875848447	2.632638981	-0.8743073891	-3.114426919	-0.04204750355	1.648524468	3.832198166	0.3293994047	-0.9394453229	2.307626498	-0.9899996319	1.320421976	-0.6800496253	-4.631523774	-1.071332066	2.3039203	-1.109045694	0.03081523337	-0.6020164893	-2.831260338	-0.05760037562	0.9555676344	-0.9968697332	-0.8527821641	-0.2546925909	1.154564656	-0.9035397836	-1.962238066	2.221565575	1.825841378	-1.022878834	-0.998252161	-1.147051802	-0.07013953922	0.9403407961	-0.7572400649	-0.7578666159	-0.9092747679	-1.381199705	1.027851701	-1.556769614	-1.791319517	-1.175979452	-1.370327672	-0.9421820756	1.808146257	-0.3540588945	-0.3698645223	-0.4163241603	-0.07212360288	-0.9751443658	-0.006551047128	-0.3311361652	-2.926017567	-0.004478227778	1.002487867	-1.694006687	-0.9797676005	-1.381095735	0.6349682709	-1.487323493	-1.706731214	-0.1318042045	-1.766088142	-1.116139178	2.685848843	-1.658536347	-0.6903106421	-1.090033604	-1.823023153	-1.710589747	-0.2193989111	1.185310334	0.04197536744	1.209910555	-2.403498075	-0.5376074245	-1.015920953	-0.6239506236	-0.4132332954	-0.06679152418	-0.7906944335	-2.018297367	0.2381450125	-0.8187932104	2.566404295	-1.351298217	-0.1406949236	-0.4056487107	1.05948161	-1.452702742	2.134775498	-0.2600781555	0.5303184737	1.868876763	-2.061735091	0.3476988212	1.829951136	-0.5878203199	0.70979874	0.2538412517	-1.137004619	1.105508957	0.9862709459	1.807996324	1.550073387	-0.2413620726	-0.7221869276	-1.986162116	1.518464308	-0.5979681789	0.4738680405	-0.9151609405	0.1186219228	-1.929373663	-0.457971548	-0.6009369598	2.11823153	-0.3320302873	0.4018651435	-0.3479210771	-0.2873303178	-0.89383656	-1.268944131	-2.002368807	-0.2124204646	-1.009178507	0.6978596773	-0.9413644588	-0.9782141156	0.7399114357	-0.06504061993	-0.6826144573	0.7137798351	-0.113114755	0.3096639946	1.040894962	0.7746690217	0.2715923434	0.1628392778	-0.2969017097	0.1872806191	0.9854260183	0.3529059197
0.5381436643	-0.8216542491	-1.862910531	-0.1362685437	0.6201695947	-0.04800632529	0.06680930068	2.548227933	-0.9925584619	-2.76068072	-0.2164747631	-0.38344075	4.040201404	0.3279167463	0.2628937812	2.099330555	1.027029988	1.300646538	1.552454259	-3.183818643	-1.370899928	1.931015989	-0.6519627099	0.3640029621	-0.6607515076	-2.95623621	-0.2508441076	1.373565672	-0.6625687861	-0.9864954464	-0.08784828206	-0.1093795534	-0.5796941828	0.7324319213	2.009489286	2.06389948	-1.089111986	-0.848462773	-1.130888102	1.280093417	1.341579509	-0.7131074591	-0.2655495738	1.805916287	-1.069902196	-0.956256544	-1.56495006	-1.865624887	-0.8215014453	-1.219116659	-2.152949733	3.365152879	-1.081654837	0.6183818732	-0.6364400209	-0.6358563555	-0.3694208785	0.7327876289	-0.1860315875	-1.633491343	-0.1286382119	1.268370123	-0.2864271442	-0.8684602004	0.2143585449	0.6761778722	-0.9550873565	-1.055144299	-0.3056587214	-1.229988923	-1.170448034	2.561786934	-1.462999774	-0.6499321521	-1.177933642	-1.200774335	-0.6035823305	-0.2918732603	1.052217424	0.4868683245	0.5248218246	-2.953619796	-1.396821473	0.2363772057	0.2559555422	-0.8109858729	-0.4278810938	-0.5484770544	-1.405288338	0.3189057033	-0.3806846071	0.5534407119	0.3416361138	-0.08420819227	-0.7055589097	0.1547725736	-1.563071848	1.128106628	-1.909902485	-0.359907285	0.5156119822	-2.850490088	-0.103391092	2.317268449	-1.003233702	-0.1697176687	0.4410094358	-1.778060941	1.412604065	1.539421844	1.439529159	0.6623940566	-0.8660605749	-0.7998945706	-2.47526098	1.692884456	-0.8133160801	-0.2349574078	-1.449251467	0.5216105614	-0.933133593	-1.852511424	-0.2051338156	0.350227639	0.9920424478	1.518617809	-1.442637929	-0.368434397	-0.7034379386	-1.589392877	-2.103595322	0.1774107195	-1.281989891	-0.8175302944	-0.4001379573	-0.3198039289	-0.1323235814	0.03762912551	-0.6193036361	0.7477447457	-0.7571784064	-1.369640191	0.370319994	0.2390906377	1.283337241	0.8830240995	-0.1018062803	0.6506776072	-0.4627071101	-0.2299987529
0.2533596882	-0.8230198852	-1.521800433	-0.1679880508	-1.340042706	0.01205154991	0.0697574238	2.535623057	-1.222489933	-2.343254906	0.08805389139	-1.425557087	3.625518206	0.5457540943	-1.363309109	1.195769651	-0.1743535615	1.1918838	-0.671787763	-2.767292325	-0.6617619338	1.361309837	-0.3277139209	0.8228581641	0.01142254149	-2.759728851	-0.2755652479	0.2069057666	-1.148952222	-0.08346172172	0.09762303488	0.7376623798	-0.1658751631	-0.5921468607	1.339245567	1.424128019	0.9654232926	-0.769308669	-0.5292775516	1.343387581	1.865921171	-0.3287070699	2.077250193	-1.077270012	-1.493854658	1.165400985	-1.422032504	-1.961219556	-0.5654460056	0.1552708406	-0.01820780474	2.642916871	1.121388266	1.523968372	0.2499486247	-0.3670757852	-0.1174912529	0.6943971413	0.04051592929	-1.602446536	-1.334624644	0.6194310676	-0.1313514083	-1.288294674	-0.434348352	0.6169448139	-0.07844587643	0.2016238161	0.2872897453	-0.209161003	-1.791427253	1.525356304	0.2617429167	0.7312845772	0.8217162995	-1.077785563	0.1673579299	-0.5974848465	1.36562671	0.2932692433	-0.6017434204	-2.304092324	-0.4249663192	0.9819682641	0.5610503368	-1.826970094	-0.6063837402	-0.4715474248	0.6008984119	0.872451472	-0.4253455023	1.668813391	0.7192914502	0.6197393246	-0.8922423225	0.1978180205	0.02641530473	1.113325691	0.2032245112	-0.2207649038	0.5755499822	-1.3682557	-0.4769878161	2.811754145	0.9218782345	0.4028575675	0.5752579185	-1.88655185	-0.722096014	1.647786719	0.4099276429	0.6226330235	0.0004690379218	-1.36829395	-1.155965398	3.005770534	-0.05058586553	0.04908430794	-0.7901395494	-0.3736491098	-0.3133964552	0.02830647663	-0.09306780922	-1.734830959	-1.385933189	1.125922638	-2.317802133	0.2649825436	-0.5100636346	-2.409926782	-1.001904105	0.5527743538	-0.6473135204	-0.5764920751	0.3593573614	-1.007055012	1.223254422	1.378715374	1.294845575	1.701199963	0.6130550339	0.8419009868	0.2658990159	0.7816548177	1.791077831	1.569825274	-0.1003040275	1.105113315	-0.0279524006	-0.4599570545
