melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145
0.9770004261	-1.197882454	0.1344583772	0.572267307	-2.398400688	0.9760061967	0.1487176846	2.383522514	-0.8944096051	0.8649636806	2.773981344	1.325177334	-1.005810639	-4.026657826	1.683661225	-3.491355689	1.694541704	-1.209992672	1.911588539	-1.557620348	-0.3376418314	-0.604778812	0.05789523793	1.374603347	-1.022495524	-0.6223072227	3.083448934	-1.212426524	-2.934153631	2.73994858	-0.1875566463	0.8255403836	2.471246849	1.048332643	-0.4782689838	-2.009661465	0.755439692	-1.418606707	-2.834539142	2.042325638	-1.233045486	2.403175986	-1.429957947	2.229081463	-1.331193587	-0.8433035541	-0.2739143572	-1.492260486	2.778866168	1.952885212	-1.07997633	-1.131401163	-1.12036701	1.053697349	0.426961749	-3.202174936	-0.008765455284	-2.243089073	2.197034169	-1.933028351	-0.9898590969	0.09016010507	-0.8564854109	0.3221460783	0.2567988561	-1.64279973	-0.2101571742	2.412121287	0.06686224126	-1.225635968	0.6986121474	1.44245869	1.140881889	0.6136931602	-0.3582237673	-1.448259687	1.057043427	0.09489237298	1.135345818	0.1954862806	0.1937285526	2.979674451	2.273999127	-0.9472378984	-1.127898031	-1.215800708	-0.8356214216	-1.087991338	-1.106444095	0.07986578953	0.8416678963	-0.6424638961	-0.3371893421	-0.9313598726	1.499760906	1.067903453	0.906035622	1.339786797	1.810837668	-0.3073435233	1.500211148	0.8372179537	0.1018800184	-2.368920044	2.586666726	-0.07225272018	-0.9222178732	0.491129834	-0.4094892566	-1.886678301	0.7296470431	-1.693745271	2.193271927	-0.1560053665	-1.368405825	1.077723232	3.262927327	0.9594067955	-1.469865219	0.1643628113	-0.05400458115	-1.163073794	1.7934438	-1.462580395	-1.176648768	2.2004573	0.9725673099	1.69645404	-0.8425864134	1.100761091	0.03469988613	-0.9513106286	-0.3444799856	0.0898372135	-1.467319252	-2.037337412	0.4803590096	1.871049851	-1.578475877	0.3247409812	1.723208839	0.2825582327	0.339992686	3.036532552	1.847667809	0.04207980422
0.7385399093	-1.388082445	-0.4190743259	0.5826511478	-2.636968219	0.5159112606	1.823787039	2.525936641	-1.241625335	0.1086243768	4.67050218	-0.440941106	0.9309772027	-0.5135585251	0.5647655077	-2.217252824	3.584666299	-1.268483336	2.791687246	-4.683075624	-2.571970554	1.273512126	0.3088527899	0.6541955835	-0.7385820605	-3.321561286	3.54009699	1.18292793	-1.518508163	1.338264427	-2.034706841	-4.071175235	1.82230467	1.214647246	-0.2149155339	-2.130662287	1.049681113	-0.9963508835	-2.232180094	1.882320287	-1.559224018	1.191192769	-0.6628846492	0.07141077334	0.729597371	-0.01034827509	2.137124615	-2.055257444	2.559837306	0.3018478527	-1.901595795	-1.88307038	-3.015289951	-0.2355394209	2.474057995	-2.688358554	-0.1900361298	-0.6579006253	1.993757757	-1.111973539	-5.243231621	0.8259186359	-0.719122691	-0.1416695254	-0.168219484	-0.2119490735	-0.4814088872	2.041463452	0.3877291469	-0.4054068946	0.1560541459	0.1759860575	0.8437705738	3.026104948	2.014127561	-1.088482416	0.5615545831	-0.484542902	0.09188045256	1.059379646	1.225615429	3.690994286	-2.359792451	-1.619816109	-1.63284819	0.3109015196	0.08882036759	-0.6237309355	-1.43952177	0.6149284008	-0.675772546	-0.6590594563	-0.4400398852	-4.532751894	0.2743843047	-1.339805266	-0.3486205641	-1.123451513	2.947451828	-3.31238806	0.8701212625	1.427144617	1.20557758	-0.9629571316	1.65902399	1.133695436	-0.8893499643	-0.783907285	-0.2626136341	-1.62232207	-0.1527935046	-1.358660933	0.6951485781	-1.355992632	2.940057365	0.9476799095	3.326506442	4.446831089	3.23497443	4.240758382	-0.4317192063	2.349449074	-0.9002610462	0.02103549691	-2.028688191	3.549241882	2.763313012	1.286487487	-0.6142532042	1.386767147	2.159558516	0.1554695044	-0.1899300191	1.442159021	1.807110995	0.6463081383	-0.9352988172	0.6792996738	-2.343712293	1.190974886	-1.778710241	1.51876247	-0.9645289807	1.14263244	0.3146595032	0.6060124011
0.3734022722	-1.184001468	-0.9525680502	0.07034428896	-2.31184741	-0.5901988435	2.096734501	-0.02952954582	1.497979807	-0.7592930425	2.842664208	0.4531469061	-1.073534844	-0.6886084425	0.5303875845	0.5432605873	2.309351205	0.6496403506	2.241713462	-3.444367322	0.1215305425	1.064868768	1.137842742	-0.8904617577	0.1081277139	-1.598730703	1.686591174	0.5411709355	0.165638572	0.7384162826	-2.40782874	-0.3516395986	1.368756375	0.7726658813	-1.229062135	-1.577684678	-2.402412869	-0.6029663921	-0.8143711425	4.31181453	0.4237361024	0.1285619133	-1.161692769	-0.7211672391	2.164734758	-0.4714434111	-0.9641383197	-0.1966822347	1.594593991	1.993947766	-0.9284603028	0.09776043373	-1.697597142	-0.5971726161	2.085741464	-1.594094982	2.146065734	0.256605623	2.366079861	0.9636833668	-1.005164841	1.668340707	0.6426031852	-2.275212912	1.029989547	0.7580042698	-0.1631140315	-2.320328701	-0.1329595589	-0.1841188179	-1.34840576	0.3043015609	-1.278632841	2.944256818	0.293959078	-1.114753625	1.861909493	0.02674635423	0.1349126683	-0.9180129116	1.211488439	1.683276632	1.639667005	-1.13806023	-0.9157172045	-0.2385066274	-2.191209962	-0.0352782802	2.830165573	0.4818856457	-0.1371516529	-0.09163430151	-0.3859881365	-1.113498146	-1.82158475	1.950805671	-1.169539571	2.384842847	2.062814681	-3.126340726	1.664361445	3.379631103	-2.028440837	-0.006968054226	3.482250909	-0.05145204036	-1.476527169	-0.2345870659	-0.004210781775	1.262027414	-0.4120587568	-0.1028578238	2.092449941	-7.300584324	5.395272781	0.9997796049	0.3500788981	1.825870832	3.315618255	3.389736295	-0.6405654808	0.867280637	1.110330232	-0.4834039843	0.6697322151	-1.613228231	0.05543398887	0.2093142209	0.1374428826	0.005465757425	2.180342525	0.813267532	1.703004134	2.144968169	1.642359071	-1.690296119	-0.2656749452	1.363603276	0.7758517946	0.446627017	-1.189825175	0.5373892839	3.099616174	1.68882072	2.036765979	-0.01475061025
0.4175344467	-0.4936451754	1.923885219	0.003971358229	-1.105982468	-0.889837236	0.889597368	-0.03131291105	1.716307484	-1.009927028	0.4099199006	0.4710049423	1.03251533	-1.019997237	-1.19450223	0.4978791814	1.872200722	1.881718728	2.489637119	0.2479056102	-0.06104929794	-1.719152952	2.020119561	-0.1629290366	0.1943622261	0.3415127975	-0.6390101086	-0.6780233481	-0.5875991198	2.25141454	-0.5638387686	0.379825844	0.2290447194	1.748360093	-0.51887258	-1.076813063	-0.7955799851	0.744455065	-1.098875079	0.9023739462	-0.6244161102	1.079377465	-0.7334730993	0.01927863136	-1.503719802	0.5790354313	-0.6236104576	0.9763764035	1.303844625	1.218643494	-1.138678968	1.863309731	0.1853684271	0.719092258	-0.4433750601	-0.8945213665	2.607507161	1.772924356	2.88979366	0.754144531	0.5915361372	0.874060604	1.584384044	0.1801212972	0.03697544238	0.6408187245	1.1898991	1.99683406	0.9278865366	0.5458438322	0.1422265933	0.01350026531	0.4947658942	0.7019236578	-1.268163739	0.8696562635	3.546500279	-0.5027156641	0.144112315	-1.045256166	2.619624741	1.105692645	0.5648893803	0.2483726294	-1.933963048	-0.4441776104	-0.266303604	0.1961609773	-1.108154412	-0.002967503965	-0.6369448123	0.9013644652	0.2932123616	0.145517859	-0.5373060939	0.596929103	0.5431486953	0.9583153154	-0.0990235843	-0.5336557353	-0.5627184077	-0.2374097009	-2.067415464	-1.195044038	1.080948514	-0.5272179361	-0.6885709537	0.8395831253	-0.2752392684	0.8672399921	0.4544219136	-0.2238907152	-1.646074985	-0.4983886056	0.7624720653	0.1940980184	-0.319845481	-0.388661436	0.1581819453	-0.3757253332	2.212275242	-2.205792435	1.657647238	0.8575461661	2.184015498	-2.062747744	-1.030445341	1.277294606	-2.010099581	-1.581066135	1.361997546	0.5294200847	-0.3149937391	1.498380247	0.4718841274	-0.4928233198	1.190753414	-0.3080552975	-0.1423423094	-2.67813316	0.2901876077	-0.496483064	1.415744715	-0.9651570778	1.270265563	0.2694010497
0.1564472273	-0.03986180009	0.03441537397	0.2904763554	-0.7094958182	-1.199491281	1.122283476	-0.03234192198	0.8702455908	0.6359467849	-0.08623230441	-0.3079138857	-0.2834590788	-0.2531052197	1.626791754	-0.1279521171	0.5122758193	-1.541723705	1.321162225	-0.01991760243	-0.2402418833	-0.7150552198	0.8557799359	-0.507136813	0.402222474	0.01301683246	-0.1752044789	-0.3650712502	-0.1587590941	0.0154038662	-0.9347885271	0.234265784	0.5919891817	0.7505919934	-0.7159227197	-1.085158006	2.057436077	-0.1287852986	-0.3805090108	0.2486138318	-0.1586648789	1.219990524	-0.8301237522	-1.056186813	-0.3029973194	0.6478679556	-0.7332253594	-0.006948722028	0.892329478	-1.178375723	-0.7049359777	0.7876542694	-0.7870922837	-0.3109133249	0.7564566149	-1.866471798	1.631449538	1.28598223	2.530432423	-1.308701802	0.3759250062	1.05945891	1.17347239	1.801857229	0.3415198832	-2.504238693	-0.6325046866	0.4445160814	-0.1729211347	1.722758454	2.902988377	0.228103139	0.2967528634	-0.329332993	-0.3318853425	0.04447908178	1.10779882	-1.303822232	-1.069530895	-1.034844395	1.368857843	0.8853263801	1.417966279	0.1281311213	-0.9250196716	0.1245617459	-0.1793008495	0.5501688643	0.2670685035	-0.5936616081	-1.040871853	-1.267572704	0.01619262366	-0.4873209067	0.5672860249	0.1795593151	0.6610212835	0.6299205487	-0.7903322939	1.66581141	0.6030107747	0.5012948919	-1.486665431	-1.456047711	-0.08411290206	-0.7681121338	-1.195162811	0.6774030216	-0.5073787368	1.404010379	0.9284626094	0.5486380411	0.1912006708	-0.8357724422	-1.441524588	-0.9337961988	-2.103864339	-1.370237584	-0.5708799301	-0.6598866164	-0.2130557891	-0.1627932249	0.4755820691	-2.863856014	0.8383368219	-0.2893778849	-0.4364635847	1.551719357	-1.400054465	-0.8019857351	-1.131190626	-1.899389744	-1.828185369	1.126141476	1.112861717	-1.118762831	-0.8396596042	-1.503121151	1.106359309	-1.358545584	-0.08720359785	-0.09457612422	0.6087034652	-2.671586818	-0.09745241546	1.904588862
0.3896934157	-0.1019435533	-1.135513294	0.2646138058	-0.6760536224	-1.010947097	0.6923135665	-0.5978362045	0.8703710563	-0.6622260544	0.5044556282	0.0588114526	-0.966482809	0.08003974062	-0.2215200092	0.210645955	0.6905772059	-0.2642908503	-0.2991238748	-1.667943792	-0.972096227	0.818085	0.5779629126	-0.4697630465	-0.2385235642	-1.039623137	-0.7228155226	-0.3401580176	-0.03861983777	-0.05446109796	-1.522191653	-0.2749734493	0.7628315722	-0.268771043	-2.007878266	-1.222708045	0.2519743123	-0.07906051043	-0.9859404855	-0.2551150167	0.4222914711	0.6054011174	-0.9868897383	-0.7509050073	-0.2953757831	-0.05744171694	1.806068106	1.15748396	0.4319319001	-0.9237724043	-0.07816018422	0.5542321619	-0.2102217066	0.3176791998	-0.8019020564	-1.428591615	1.192369998	0.7339970538	1.590683118	-1.104337223	-0.6131983043	0.5025447151	1.470117473	-0.5176598094	1.052986169	0.1171290772	0.3130363611	0.8471754789	-0.08404755315	0.4974509765	0.349267953	-1.5282125	-0.5116907777	-1.031629893	1.29909125	-0.1004552268	0.6718115218	-1.736234224	-0.6034213357	1.029252753	0.865928387	0.1886079756	-1.097613361	0.1720764549	-0.8136718556	-0.279306065	1.708518681	0.3108191127	0.3003485368	-0.4331102441	-1.255067661	-0.4076184161	-0.04742644098	-0.614597651	0.7398589516	2.086643502	-1.969383807	0.2861599872	-0.7474574957	-0.001224235347	0.3514769865	0.5930647468	-1.109720421	-2.25801266	0.4794326163	-0.437258688	-1.507826164	0.1809981666	0.6885798955	1.211200054	0.1497044151	0.346164567	1.438831809	-0.3864645002	-0.9949462584	-0.5916749505	-1.484174417	-1.777828474	-0.3648168222	-0.3886907741	0.4193602357	-0.168450254	0.00803114073	-0.3749698652	-0.4602673834	-0.2736666773	-0.8320576144	0.1190732099	-0.662503967	0.2163056167	-0.3106595194	0.4087712986	-0.09408851594	-1.482150738	0.3182984075	-0.5534812425	-2.018097586	0.584592349	1.042976146	-0.3043135748	-0.9481224086	-0.7684004505	-0.2318956944	-2.08635135	-1.641698111	1.738256568
0.2138649735	-0.5310312339	1.695091158	-0.3928100888	-0.6857059418	-0.7128662866	0.4319570547	0.07148425401	1.105132478	0.3999476295	-0.0267088879	-0.0588723942	0.3992165549	-0.148846232	-0.7147130151	0.620311195	0.5426753099	-0.7891755297	-0.9137298423	-0.4097213457	-1.138691469	-0.4405815386	0.6223916131	0.2094692394	0.6686507644	-1.094974419	-0.01477288062	-0.4066061941	0.08814207756	-0.1639315403	-0.8083298848	0.1188607173	0.4459468898	-0.2530091939	-1.989144532	-0.8211366136	-1.562106885	0.1808679617	-0.2313379199	0.4408550385	0.9341999333	0.7279146257	-0.5844811201	-0.3880013239	0.5473911053	0.3179105087	-0.6297980625	-0.2441094131	1.231450374	-0.9397249364	0.4242137358	0.5021956255	0.8249653527	-0.9452897682	-0.1423302015	-1.237159462	0.8560159231	0.1938067501	0.4951892497	-0.100708771	-0.5118387534	-0.2226676043	1.775547464	-1.420093258	0.4633772697	0.1585286731	-0.2114442513	0.5512924592	-0.3937682266	-0.5629222642	0.3206073888	-1.507992253	-0.09328885289	-0.5961030974	-0.6988620065	-0.03689859388	0.218187859	-0.4579296864	-0.2148538121	-1.095966971	0.9408026068	-0.0232567923	-1.187126927	0.3867630225	-0.2134620039	0.07504715749	0.04829256285	0.571511481	-1.014007515	1.089346241	-0.02531129626	0.463690043	0.1400087488	-0.01193682443	-0.8431969627	0.6324919901	0.01951494674	0.8829739706	-0.0566617682	-0.1752264701	0.7118104339	0.08258033578	-1.382174562	-1.147850973	0.7114104385	0.07618393545	-2.749136725	0.28482821	-0.5257359684	3.02074049	0.4890703093	1.839101747	2.052185522	0.900789262	-1.115165104	0.9927817814	-0.2720359208	-0.9730205366	-0.5473335933	-0.7166616527	0.2187588667	-0.4969560481	-0.7660303479	1.882301666	0.9439783986	-1.519264659	-1.038442587	-0.4564768142	0.1916845128	0.4664585068	1.556704044	-0.04086225635	-0.5942042402	-1.371788704	-0.1292138144	-0.4277846821	-0.7946340472	0.5827106694	-0.3715685578	-0.4085737253	-0.2118119072	-1.424648373	0.7496557093	-0.2259326413	-1.570350164	0.8946575194
0.07181673152	-0.1410497147	-0.7907132858	-0.09144897835	0.1367659019	-0.4076165397	1.023094519	-0.4011571016	1.188586638	-0.3057976099	-0.003756898691	-0.9665368223	-0.7666096578	0.2691442991	1.006989868	0.4281844065	0.8165340587	0.8427069293	-0.6183062267	0.3836131939	-0.868434885	1.593084627	0.7812046437	-0.4168629488	-0.6234133266	0.4687525871	-0.8770664894	0.0817422585	-0.5048093242	-0.4856988621	-0.06380546496	0.6605248542	1.051473556	0.4002853147	-0.7906283963	-0.3046905244	0.5323592979	1.241004821	0.3070279908	0.5222823044	1.111685903	1.206832089	0.229693786	-0.4934951592	0.2693514905	1.230148864	-1.952118473	-0.995405797	0.728813682	-1.822337976	0.6048653811	0.2578623653	1.261358364	-0.1877361581	-0.226878658	0.5431318845	0.7573103294	0.3315889866	0.1319598811	0.5267173474	-0.1071124027	0.2852472213	1.49063001	1.736520323	-1.394095636	0.6070359133	0.9638973929	1.509994368	-0.02248775918	-1.44166957	1.280776958	-1.120034246	-0.3320676827	-1.265061274	0.1321011519	0.5707090137	0.8350841945	-0.3281649859	0.2186720471	-0.3565385134	0.6447046478	0.8442275333	1.049945917	0.7126748616	-0.4949740708	-1.323871329	1.350321651	1.29892733	2.635148648	-0.1777746233	-0.005668984674	-0.8876505956	0.611685075	0.376541954	0.8077777742	-0.6731949377	2.202845074	0.5018119658	-1.261072479	-0.4222776944	-0.1959031522	-0.142510837	-1.169570971	-0.01501562904	-0.2691081329	-0.1454229027	-1.332559843	-0.05218386309	1.283572193	1.240789274	-0.5106949322	0.6179554016	-0.7091621384	1.552266308	-0.8863091765	0.7893086936	-1.194322669	-0.08700466448	0.2144841174	-0.3293842281	0.04673140751	-1.047755062	-0.6578967981	1.245422901	0.3854185728	-0.7782594184	0.0243052739	-0.9626453591	1.340048493	-1.039227388	2.096521444	-0.3753393896	0.4676983123	0.590925903	-0.621084988	1.774603552	-0.06434287287	1.432567916	0.04306263439	-0.4940216311	-0.4864860774	-0.7610839777	-0.3456574315	-0.6434617359	-1.973180473	0.1209497177
0.258276618	-0.2425498404	-1.414277063	0.001944367182	-0.1137510552	-1.141206507	0.7480066182	-0.4075212375	0.7327169156	-1.002804185	0.378071166	-0.26293534	-0.4116260006	0.3215320949	-0.6257842679	0.368917362	0.3083269698	-0.3011012747	-0.6115797534	-0.3302088344	-0.7891178212	-0.2198913986	0.01687860264	-0.4100725654	-0.2879922386	-0.3017862027	-1.071534492	-0.2270060949	-0.1762758899	-0.4002705041	0.2726387701	0.8369765595	0.0985975878	-0.227232236	0.151749369	-0.4030144866	2.058497173	1.578893597	0.8409538175	-0.2030030266	1.281453266	-0.3555946805	0.2777496579	-0.496071654	-0.5544780825	1.465702618	1.522235599	2.318271121	0.8078353502	-1.030202341	1.347407436	-0.01857426383	1.388778469	0.6319139949	-0.6107210748	0.79564834	0.1539619168	-0.753414144	-0.4143654765	-0.9110335646	-0.4810794217	-0.8395750426	0.7934402541	0.359462036	-2.00976002	1.238224937	-1.225908395	1.164165298	-0.5567047165	-0.8351377788	-0.01743983278	-1.087798015	0.04982533191	0.4988696056	-0.6376077161	1.135331207	-0.3333042328	-1.032915409	0.02359379538	1.518520835	-0.1367740554	0.1131161074	-1.087334673	0.8987374865	-0.455215129	0.3321189902	-0.4681497146	1.828679623	0.2761110373	-0.4961727781	-1.122342124	0.5905168759	0.4746813827	0.5927722328	-0.2668340159	1.237344174	-2.40361523	0.4052239636	-0.2968499158	-0.5850042323	0.8142561308	0.283582339	-0.214535019	-0.6395871034	1.228752401	0.329902738	0.6900534277	-0.06015853083	0.09801696803	-0.05068849969	-0.8405497104	0.4276072771	0.03201845206	1.000596864	0.08778823934	-0.481535588	-1.195505448	-0.5492246975	-0.2655111427	0.200181377	-0.2945864693	-0.03725302778	-0.07636311491	0.2320509893	-0.8626552374	-1.156823994	2.479113041	-0.8383956903	0.3374576431	0.04925628017	0.6750327968	0.7439748348	0.2160452045	-1.172606518	-0.07084461014	1.180453035	-0.05541170208	0.2745263069	0.2810999469	-0.1919970394	-1.35253159	-0.1112807598	-0.1860172196	-0.9642748118	-1.046663717	-0.7215905426
0.1256103134	0.08193468944	0.5453698766	0.2443301448	-0.05935861471	-1.350927374	0.5457721139	-0.41614296	0.6503585813	-1.1177564	0.1642112366	-0.8002525675	2.154035913	-0.4558032032	-0.8926852678	0.8705669901	-0.1023957604	-0.1480601358	-0.6896340249	-0.2722884658	-0.4239035767	-0.8323492098	-0.4923380765	-0.3090236712	-0.4648130085	0.6541497659	-0.499970147	0.1096364923	0.3748477917	-0.5612029491	0.007813036199	0.6667827786	-0.3684519151	-0.5596794338	0.07537938907	-0.4914464349	-0.1211717076	1.282032477	0.4260979479	-0.03367075113	0.9867764654	-0.9598487468	0.227570497	-0.5874545744	-0.03974710504	0.7114650663	-0.06677001249	0.7383435594	1.034229125	-1.196727603	1.90453546	0.4780122875	1.197128107	-0.2065797907	-0.9045057076	0.7560314815	-0.5042615355	-1.565541342	-0.9079901491	0.05476209378	-0.5079395495	-0.5944264029	0.2692935247	-1.616882324	-1.769897614	0.4767429673	1.032845693	0.9665159114	-1.103521644	0.01724379417	0.7782259423	-1.271668739	0.01920680143	-0.5241978617	-0.6737233204	1.083570606	-0.1850168567	-0.991718995	-0.6363798564	-0.05676973728	-0.663839004	-1.812324799	-0.895341477	0.6000948959	-0.5961691196	0.2152958276	-0.6493335077	0.8755402016	-0.5263604922	0.3669573863	-1.144804477	1.279614261	0.4344766523	0.7276686983	-0.2454434254	-0.07357547221	-2.202979551	-0.0734283305	-0.6192488516	-0.8631985208	-0.2176533096	-0.7793675065	-1.946219208	-0.7326454536	0.1856491306	-0.2074258999	2.301925379	0.5751544657	-1.590838531	0.356487676	-0.4283120657	0.1919355398	-0.7293574573	0.6288680675	0.8430045986	0.9333328201	-0.7134742352	-0.6395046249	0.04875342681	-0.9239141963	-0.3721330699	0.8102365172	-0.3326403056	1.379545632	0.222927719	-1.206867722	1.651036411	-0.1333274393	0.3977288397	-1.044797145	-0.7878737728	0.5494628545	-0.5036807019	0.3959076762	-0.8852882009	1.11143023	1.050366478	0.714302957	-0.1966432538	-0.555935494	-0.8025398387	-0.7581193025	-1.223525083	0.3967748129	0.178028741	-2.24221882
