melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101
0.9177961542	-0.257951907	0.5080502835	0.5247956338	-0.9317987757	-0.2403152345	-0.5254815454	-0.1913599143	-2.278885142	-0.1745061315	1.170511028	0.8929490053	0.1572380625	1.421677342	0.5978452367	-0.134084619	2.411059019	1.955949945	-0.003109507805	0.5889381751	0.4332551736	-0.1211494664	2.205869071	1.088807607	2.164427659	-2.722887358	1.391578607	3.309636668	0.6072968457	-0.5769937244	0.9207622589	1.088471573	1.443404191	0.2865160959	-0.4302353581	1.244364625	-1.570835245	-1.865556259	2.672087007	0.07521066126	0.8477121704	2.541259117	1.375592611	-0.3322488645	-0.3142931931	-1.134417758	-0.5734752324	2.31068083	0.9955157918	0.6835506431	-1.239351312	1.056435692	-0.474140196	0.9085663263	2.384949786	0.7738053494	-1.99869186	1.52055196	-2.135134584	0.3624922181	-1.32083121	-0.5218225667	0.67907399	-0.8236349952	0.1947924978	0.9799621104	1.271669972	-0.142651637	0.3347484509	0.9939628331	2.205532432	-0.9245520966	2.982499171	-0.6405296489	-0.6217415104	-0.3978396373	0.2946124212	0.7678213783	0.4617872855	-0.7877268799	-0.6016527439	-0.2384904772	2.452055675	-0.7260135947	0.3795152902	1.234519602	-0.04414023852	1.137500075	0.5523317744	0.3794360637	0.3779568562	-0.120818388	-1.676032708	1.205951372	-0.5308583493	1.752457854	0.3279536858	0.7573688393	-2.355056491	0.5253493002	-1.534144703	0.5653223614
0.7385458026	-0.1697670671	0.4354251979	0.5534869284	1.212737379	-0.1008249633	-0.6551158032	-0.9004828692	-1.47060183	-0.1749751281	-0.2191606637	0.8769215673	0.5273584439	0.1636093881	0.6138627896	1.366594221	1.980121659	1.828191552	-0.3489094054	0.4388453024	2.026817242	-0.3336917999	-0.3317410418	2.547448017	1.263088764	-1.44259422	1.386437086	2.56599345	1.114761644	-0.3429741914	0.05550766527	-0.4625572518	-0.8469635683	-0.4768245708	0.2082862508	1.134502604	-2.099969941	0.562597006	1.738093492	0.1059402492	0.263069599	1.171486998	0.6478311239	-0.3621579709	0.9145075056	-1.417585188	-0.1229039725	1.143394404	0.5109527022	0.7889867127	-1.718702873	0.2526804223	0.03728409728	0.7135668524	1.423105092	1.274473358	-1.475338335	1.066359734	-2.050158267	0.007701325754	-2.052459916	-1.132650774	-0.07171510632	-1.279243405	-0.577064233	0.0684771507	1.805024795	0.3292369991	-0.3476805661	1.788887923	1.302623945	-0.9845525838	1.862791362	-0.4437121467	0.3365458981	-0.06362241835	-0.253862903	-1.111257202	0.05175104513	-0.9010999283	-0.2248951432	0.4600224437	0.02928053931	-0.4187984033	-0.3003094353	1.042836584	-0.466440953	1.878223372	0.4359848123	-0.3416182039	-1.521378589	-0.4670468131	-1.24845061	-0.3360111924	-0.02683619251	0.8739970114	-0.3678106555	-0.7946699917	-1.796386165	-1.544070455	1.285613847	0.6313252492
0.5927138858	-0.2485972667	0.3358350985	-1.129676061	0.2969327066	-0.3185700417	0.9123917235	1.481938166	-0.5000140327	-0.769011938	0.403425337	0.5104021579	-0.1691906317	-0.7227128376	0.1862949266	-0.1692837755	1.046307937	1.51592439	-0.530451545	-0.6284760486	1.400111334	-0.3915134378	0.08966099522	1.799293293	0.8220243625	1.214153838	0.7086509926	-0.1266188784	0.08833769179	0.5921356954	0.1557662148	-1.786943573	0.1499538838	0.6246851983	0.7092708762	0.2691032091	-1.13978669	-0.1496028173	0.5837556566	-0.2931333576	-0.4671778787	-0.4482197469	1.791452403	0.5999234486	-0.3633723018	-0.835511303	0.8561925236	-0.2316964953	0.03356282731	0.2745800364	-1.299857282	-1.716593261	0.4990060997	0.6258560959	1.0531177	0.4989388455	-1.071000413	1.384159928	2.288946406	0.4147140197	-0.09027482607	0.7865183049	-0.05383352201	0.05756320763	0.5068342136	0.4535432401	2.688009284	0.6656690543	-0.3978349564	-0.5177101541	0.2533683376	-1.017740881	0.4835028559	0.2788846188	1.672855784	-0.2300715563	0.2709717674	-0.1257213339	-0.7471109306	0.2180991161	-2.758020369	-0.8181012631	0.5869255177	0.7808047491	-1.488616085	-0.7263044321	0.6277655698	1.010623885	1.278167925	0.4589146413	-1.193084387	0.260038804	0.7152066249	-0.8817571728	-0.8900424745	0.2436513136	-0.3819452655	-0.124385658	-0.5589466262	0.164925623	-2.478950427	-1.450294966
0.8303488611	-0.1614231191	0.4581595151	-0.8167144323	0.2293426122	-0.4832449576	-1.08021658	-1.107683144	-0.7947375338	-0.7371427171	-0.424381221	0.5736541322	0.2409485583	-0.5131508779	0.2460855451	2.067431672	0.6778437719	1.30581537	0.1539744918	0.5996644603	0.779714989	-0.5779171976	0.5895143291	0.6440011574	0.4642219169	0.9257231428	-0.3223719192	0.6161393043	1.576008148	1.066743159	0.6468624665	-1.367247349	-1.580731033	0.7992810381	0.009644856089	0.5092237847	-0.4861638064	0.60116896	0.4861567392	-0.1409823139	-0.20816956	-0.3676351902	1.717603469	1.019820041	-0.07942534693	-0.330080197	1.791563458	-0.009304594996	1.274695317	0.6667676007	0.6036370612	-1.021085513	1.097024463	0.6571034633	0.9954601347	0.6286913998	-0.0955386987	0.7743200463	0.9207532929	0.3160718599	0.3082927744	0.07048639663	-0.05379499776	0.4781898123	0.8019229297	0.3168114466	2.197110214	-0.05235294147	-0.2465334089	0.3279958184	-0.112690562	-0.4900483985	0.2632315628	0.4883682933	-0.8067271593	-0.3368459824	0.9883166358	-0.1898974627	-1.292660957	-0.02692451479	-0.3657197594	-0.4652237161	-0.371080487	0.6878310908	-1.229818944	-0.5963135992	0.2663767135	-0.1386141728	0.5053414817	-0.09256490199	-0.9353929891	1.196509615	-0.3455206986	0.2170340207	-0.9132056557	-0.4782606053	-0.09665504343	-0.6036150753	-1.154621715	-1.339573916	-0.3287153172	-0.8299861353
0.8222010204	-0.1393103476	0.5791061411	-0.8282006721	0.65916712	-0.5683257482	1.022445184	1.588480168	-0.6575146188	-0.5682092172	0.1110822452	0.1354560424	0.6880236174	-0.8828116953	0.1074260921	0.01631614715	0.7287289827	1.044961581	0.7921898259	-0.9272612232	1.120622303	-1.772399659	-0.03789908438	0.6972178407	-0.03899104983	0.7847843556	-0.03783828068	0.9209448048	-1.441408668	0.9485781555	-0.3408798896	-1.174900711	-0.7247845642	1.268611336	-0.3846692751	0.9065829246	-1.208423049	0.1935208416	0.02175651893	0.3901117835	0.1945294968	-0.2881352484	0.663574667	0.8430770046	0.4435898969	0.4600934336	1.49217955	0.7358710042	1.182379193	0.5106273293	-1.178916964	-1.685420114	0.8417078851	-0.2197749122	0.1634067954	-0.2512404685	-0.2016910901	0.3994258938	0.1944494876	0.2950045894	0.5540377051	-0.1255824386	-0.3271967479	-0.7074956319	0.5478040522	-0.9929485943	1.577538295	-0.2351782129	-1.012172325	-1.160672904	1.193608543	-0.4162050263	-1.529369213	0.3480395827	0.6627296442	0.03109360584	1.188823248	-1.100283342	-0.8451680605	-0.8301203297	-1.938793467	-0.4260622021	-0.5356412119	0.3253453431	-0.4165059211	-0.01589804811	0.4189903885	-0.9456827339	0.559986399	-1.022911872	-1.518941937	0.7946441952	-0.01879285856	-0.1960275264	-0.7232411487	-0.6883101992	-1.141129611	-0.02928149722	-0.7251949876	-1.49477361	-1.45944824	-1.421532077
0.9812959911	-0.2238756884	0.1970182576	-0.5113028234	-0.9454634656	-0.9234753441	-1.065132237	-0.8586509331	-1.162255818	-0.8544525853	-0.03328214818	0.1227889572	0.5965256521	0.804974877	-0.03795119426	-0.5630682371	0.2894554771	0.4063544245	0.8148486647	1.351527522	1.322163343	-1.695864439	-0.2919452296	0.622912987	-0.3667912985	0.9001170771	-0.7213204032	0.8850621646	-0.1271906974	0.8323165746	-0.3339891282	-1.205704042	-0.008336961092	0.7492873388	0.3896848574	0.2629336666	-1.219047328	1.083889976	-0.17403745	-0.3717883941	0.224337958	-0.6183952009	-1.454060203	0.2552479338	0.4894643	0.3157916734	0.388886022	-0.8471149012	0.5501619773	-0.1739920575	0.07820998384	-1.687434188	1.378858562	0.2454992071	-0.1695005304	-0.2293413896	0.001704148644	0.265594604	0.04894748771	1.405180621	-0.07694604675	0.2118662292	-0.4165549455	0.7060031997	0.8241987676	-1.945797551	1.544533439	-1.390172934	-0.8131729397	-0.330547351	0.5638279028	-0.2688409784	1.612571846	0.7202378171	-1.189256685	0.1356340998	0.2589096117	-0.3349453331	0.4767025206	0.5762246493	1.255981753	-0.4914319802	-0.1311391702	-0.2138341059	-0.3710347675	-1.555019049	0.5575416183	-0.7268197441	-0.845258405	-1.531700625	0.2522440569	-0.2721813007	-0.8267502055	0.7961427111	-1.00314173	-0.6709702203	-1.490914141	-0.5968348441	-0.7586168521	-0.8044732965	0.1560385807	0.5583284183
1.164785053	-0.2711368295	0.2056625777	-1.440522156	1.615825182	-0.7429330253	1.560406384	-0.3391052193	-0.3613533931	-1.854601172	-0.662806004	0.410490552	0.8481766181	-0.5035401549	0.386031792	0.7132304763	-0.4971464871	-0.03478151889	0.7758277936	-0.8905204176	1.549450613	-2.080196223	-0.5432605432	0.478849527	-0.6476762184	2.20502404	-1.106886926	-0.8892850458	-1.047241357	-0.0101303501	-0.287346533	-1.69348499	-0.5401654822	1.054108186	-0.1203419391	-0.1911758272	-1.162902355	0.5828521278	-0.8633442701	-0.6909884566	-0.07091958756	-0.3806773157	-2.755695786	-0.121102469	0.3164972895	0.580679191	-0.5087041695	-0.2800366849	-0.1903380612	-0.5287477481	-0.7217431011	-2.246722485	1.702473935	0.1624503001	0.3106309925	0.3154011727	0.6953608535	-0.3377341848	0.1598944726	0.4282877117	0.8747292296	0.06991743199	-0.2554281555	-0.6693661086	0.2429882478	-1.543595339	1.619951996	-0.354574282	-0.9540453857	-0.5430691539	0.5278914367	-0.272651444	0.9135601534	0.8042071694	0.08899209461	0.287589243	-0.6441637006	0.1710309448	0.8088357928	-0.6472667962	1.089694145	-2.192454485	0.07874487691	0.5993335602	0.2915910153	-1.538348635	0.696768435	0.1019707594	-0.6865803701	-1.839941706	0.1962596247	0.1686470258	-0.3831168825	-0.5111955096	-1.855604988	-1.876532795	-0.5351439509	-1.173615195	-0.6467113409	0.03275532304	0.009684897345	0.1866276262
1.226492081	-0.1798591362	0.5364827893	-2.424624244	-1.136561543	-0.8462032505	-0.9486422293	-0.9979624071	0.1542097489	-1.649243091	0.5185601978	0.4762627988	1.112790476	1.260195841	0.4642742486	-0.7972384628	-0.9255263348	-0.5489638717	1.084636514	0.0362190991	1.44318666	-2.597262786	-1.161002466	1.220788821	-0.4220827647	3.548594142	-0.8719290735	-1.706852795	-2.21722528	-0.8167931965	0.1164783674	-2.102141673	1.010545021	2.121052175	-1.228145258	0.1080696567	-0.7149454415	2.350165922	-1.46627064	-0.4701812673	-0.08371082334	-0.1787119786	-3.435221048	-0.2960415514	1.151188548	0.5627516529	0.7445668782	-0.4512675607	0.2517400899	-0.4064757974	-0.1764687569	-1.661837067	1.809148316	0.1496922263	-0.4526214983	0.2461650941	1.049330171	-1.187081909	0.5671988448	-0.7872881492	-0.8908523441	-0.03619174146	-0.6331701207	0.1343734775	0.1012263228	-2.210757389	1.855973591	-0.425306185	-0.8242819344	-1.834679535	0.2374572102	0.3836056046	-0.8512778842	1.308472705	-0.8608988425	0.106022861	-1.10142849	-0.08392577454	1.887808013	-1.532158428	0.5162581534	-3.081968253	0.6202206466	-0.08223908364	0.5923042677	-2.44530859	-0.5337534565	-0.4783080912	-0.7037296264	-2.577596395	1.784363867	0.6822547577	-0.1345735658	-1.510601844	-1.804583803	-1.756370941	0.4558073025	-1.997575459	0.1247431956	-1.400184026	1.041167223	0.1868401566
1.190173279	-0.1714567506	0.630557158	-2.134638762	0.7536419041	-0.6502880645	0.9461727345	-0.01496403608	0.05096592417	-1.879868382	-0.9840108075	0.2973381093	0.3987165456	-0.2923332648	0.3259299603	-0.562578956	-1.181966608	-0.5227835202	0.9436958787	-0.5408057275	1.127153054	-3.091599074	-0.8210469971	0.4248555012	-0.2609593624	3.751880426	-0.7688886245	-2.479608783	-0.2791998326	-1.689206979	0.8628036174	-2.353159698	0.02643317042	2.086342678	-0.07652430989	0.2157575971	-1.069435119	0.875027213	-1.036593498	-1.108240779	-0.09833151817	-0.3970265725	-1.888952183	1.184963106	-0.2725604226	0.2593302959	1.263802251	-0.7406722206	-0.3511887347	0.0248499767	-0.7762720574	-2.175704304	1.207355163	0.2824912297	-0.2972032626	-0.06041092775	0.2848444041	-0.6372322447	1.193425293	-0.3610534087	0.6054051456	0.2884442467	-0.139823208	-0.4338000504	0.8799501353	-0.6208238646	1.940867584	0.1569224466	-1.120795174	-0.7116086009	0.1853056454	0.4091970426	-0.4018075767	1.939898531	0.3464274557	0.1473651009	-1.21827039	0.1909515003	0.6390760007	-1.052836173	-0.4244919974	-1.680432018	-0.2501921065	0.5901191388	-0.2267176343	-2.290594296	0.5966324557	-0.06554887818	0.0257272452	-2.024450327	0.9196639085	0.02829522329	0.4811870396	-0.3965851498	-1.648720214	-1.713410936	0.271202641	-0.3859261382	0.5996876922	1.224822645	-0.6998757813	-0.4645401192
1.288920932	-0.1902606217	0.4745525363	-1.458697127	-1.186822963	-0.832694619	-0.9632135901	-0.7602825726	-0.8288605922	-2.003335676	-0.006629107041	0.6120235476	0.4091305397	0.9891452002	0.5574486512	0.4178992668	-0.9570450536	-0.7520232532	1.532362088	1.409908003	1.531983678	-2.773794252	-0.89005733	0.234942418	-0.2914494857	2.596446801	-0.9376050373	-1.617813035	-0.03632164453	-1.606474854	1.811455806	-2.498035506	-0.8228349502	1.520767382	-0.1500649412	0.2028554218	-1.019423008	1.106417732	-0.6743150931	-1.734080202	-0.4846831935	-0.5615568634	-0.6543873632	0.7652443489	-0.4985939755	0.3253320112	2.266346806	-0.9448195622	-0.2572153312	0.3255616571	0.4539774758	-2.015700464	1.766664559	0.9815271518	0.1964326726	0.9900063685	0.3501518567	-0.6788268577	0.4779890287	0.875635744	1.191822232	0.3879067554	0.5652905277	0.4685384146	2.130238089	-0.1537784137	1.470993543	-0.3079282929	-1.00790526	-1.213834786	-0.2031913091	0.2439188228	-1.277833865	1.572849609	-0.8304896006	0.04866808357	-0.9838753358	0.2269844945	-0.2432216085	-0.8725956177	0.1520993396	-1.057850839	0.6600201564	0.1252337375	0.5511617576	-1.643694427	1.233864975	-0.5626438045	-2.275859211	-1.943054562	1.587657331	-0.3350954836	-0.5619983265	0.05153860912	-1.63475571	-0.9130442527	0.07800648425	-0.7254910232	0.07017372971	-0.1437682098	0.09157822022	0.5942213925
