melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110
-1.356348637	2.023375816	0.8075679961	-0.9594455299	-1.170129224	0.5826705293	-0.4749226657	-1.162351626	-0.6916997361	-0.5450067789	0.5952276063	1.003809876	0.08547203548	-0.3903866204	-1.627914748	0.7748003761	0.2932631736	-1.97996847	-0.2238437617	-0.02062637887	-0.1486825752	-1.97845567	-1.396534797	-0.6874242842	-1.349745673	-1.611116248	0.717740616	-1.294340723	0.6575733163	1.398494103	-0.8819815467	2.869208487	0.2297636844	-0.3494292591	-1.844697338	0.2731112026	-1.502422122	1.155820634	-0.7750062994	-0.6600866647	-1.534992128	0.5887129025	0.7049243966	-0.5859598928	-1.797703948	-0.7361691313	-1.947659782	0.05046448597	0.1118029988	-0.6204342347	-0.995537699	-0.4013217378	-0.1417062533	0.5506776224	-0.2476710406	-0.4960608299	0.5672550923	-1.270423192	0.3141797333	-0.981552907	1.286851553	0.8689667298	1.001086722	1.116784736	-1.576945833	-1.859694348	-2.938041476	0.3858200209	-0.4950928969	-1.506806185	1.435339801	-0.6736253836	0.7540451322	1.00782893	0.2976376769	0.3503130828	1.171317032	0.2917424625	0.2499364467	0.3280788191	-0.4016466803	-1.222791743	-0.727906371	0.2080327888	-1.181280575	0.5304735571	0.5717595067	-1.510080298	0.5850073429	0.7142414462	-1.230838941	2.314385539	1.297177018	-0.3901286495	-0.1457836978	-0.784359375	0.5133204049	1.163139452	-1.437242452	-2.311322143	1.050074211	-0.009615135349	1.759041971	-0.1789183847	0.02192309242	-0.004535989756	0.1706565462	-0.1809978383	-1.259626465	-1.216170267	1.034184695
-1.174516879	-0.7316539441	-0.0266208417	-0.5079594699	0.193804932	0.6095802923	0.2673977768	1.101204026	-0.3926706928	0.3816889765	-1.012927124	0.7963857371	0.1488190322	0.1210269428	-1.48540779	1.237795514	0.6173777543	-2.369407734	-0.48708455	-0.4083440385	-0.4012258142	-1.847720116	-1.254887855	-0.1865610336	-0.9091257506	-1.183154014	1.041440864	-1.591686051	0.3814346514	0.2834957281	-0.2493961273	2.452782467	-1.683132407	-0.04329515593	-1.021274713	-0.2195834506	0.3289402805	0.2958758753	-0.5769788942	-1.1226409	-0.4886847573	0.5210575359	0.2285497748	-0.3904569214	-0.2060195482	-0.7261482439	-0.8977666212	0.7349973097	-0.0007885809105	-1.419572375	-0.4304361282	0.4656552635	0.4172386061	0.8014136623	-0.4834292471	-0.8798016401	0.5148604389	-0.1175456202	-0.2890321036	-0.3922780476	1.118738073	-0.8312649617	0.8666283904	0.2768922763	-0.6320474183	1.189879671	-1.646361923	0.8771242579	0.04333584915	-0.5016399754	0.2465338615	-0.4727805125	1.075934207	0.7687204599	0.9090066908	0.7527337415	0.2066844233	1.034223657	-0.7902580762	-0.4178206124	-0.09485710733	-0.2017180735	-0.3875020063	0.8897739988	-0.5191735549	-0.105520521	1.63667037	-0.4873371309	-0.3029871561	0.5872639116	-2.012446836	2.081299508	1.523974378	0.08580313093	-0.1207087503	-0.2318697712	1.80688703	1.057153538	-1.445191026	-0.8704161815	1.742534954	0.2012292584	1.069790923	0.2211079946	0.2765028955	0.5447558736	-0.2616995609	0.0830225842	-0.5001365123	-1.448674594	0.852774668
-0.9307218411	1.041210522	-0.6409847599	-0.6242733166	-1.103118262	0.8214234674	0.1995417908	-0.8497634616	-0.430681858	-0.2325722738	1.774180498	0.2779281316	-0.1697237144	-0.3712939675	-1.500843094	0.7087150755	-0.001073541982	-1.589772168	-0.9599877566	0.7152810692	0.3508595697	-1.197698921	-1.363377456	-0.2466513191	-0.9496465285	-1.059952877	1.273899726	-0.6130658669	0.3291680479	0.3315181803	-1.051003629	1.33491133	-0.0149608333	-0.2805766568	0.1732776808	1.085461946	-0.01939895567	0.5909978241	-0.5416477658	-0.06020603495	-0.4650958247	0.7974994514	0.704752785	-0.4473039849	0.202169517	-0.01808569368	-0.7880706357	1.087382237	-0.2689014584	-0.8916440849	-0.1825606079	0.7195722964	-0.2390024236	0.09351236102	-0.4964315219	-0.7436110249	0.1835974679	1.122972744	-0.07287224158	0.2518542987	0.3907630399	-0.9423611413	0.4426195695	1.046894433	0.02391439823	-0.690924328	-0.8809541408	0.6118570663	-0.2286821283	0.7047732397	0.4884303648	0.269296672	0.1804516126	1.450083224	0.7193691989	0.8251264524	1.817234028	0.1256206114	0.3469185566	0.1215838639	0.4604867694	-0.5168241255	-0.07696537087	0.005334608068	-0.8501673779	0.600246353	0.6462185077	-1.535169209	1.16183628	0.7382503373	-0.5369520939	1.978275213	1.285036059	-0.2877639393	-0.5259087894	0.1170680924	0.2767482343	-0.07068504546	-1.024791712	-0.6678540149	0.2148061597	0.4950869634	-0.2972258406	-0.0178980139	0.1289478395	-0.7069400058	0.3376339555	0.3269616737	-0.343288607	0.1702988479	1.744965401
-1.025810449	-0.3392723565	0.6242435091	-0.3252473956	1.250028169	-0.8225045351	0.02417332959	0.551754208	0.1170709173	-0.5806065521	-0.3922836297	0.04223478037	0.1550323178	-0.1292742174	-0.681661744	0.905566889	0.07691312272	-1.066978439	-0.005993964849	-0.3031158413	0.1785480853	-0.5827841683	-0.4054330356	-0.2128271045	-0.7013819669	0.02223863375	-0.2020281411	-0.4090590163	0.1887910288	0.4591142185	-0.3516371256	0.3806978294	-1.357782331	-0.3638858599	1.439192972	0.4348128927	0.4547913325	-0.09133439972	0.05894845797	-0.1829043671	0.862923591	0.3027742397	0.7319035927	-0.1750823177	0.4341081716	0.04168582405	-0.1806180474	0.9565175303	-0.1421324035	-0.6535374771	0.2197632193	0.903098425	1.648550796	-0.3376059701	-0.8332674599	-0.703766312	-0.4832500261	1.474677344	0.02341475592	1.366772184	0.4117110575	-1.007981976	-0.1440473142	1.278396765	1.016185472	0.7312971317	0.7262067773	0.3979665747	-0.5204276021	1.512548848	-0.1066122851	0.4024181104	-0.04551066695	-1.991977549	0.03555912279	-0.4164088109	1.511757314	0.1934077787	-1.213918659	0.1046648594	0.4976123181	0.4117012728	0.623409432	0.3939643676	-0.6014471106	-1.983709085	0.7086042824	0.91474267	-0.1049153167	0.5294763083	-0.6081311217	-0.2776274388	0.3649732895	0.741298922	-0.9176885472	0.7502770319	0.5223126148	-1.264982824	-1.433112043	0.5727609259	0.03249233993	-0.1394594156	-0.4151782779	0.5768238025	0.0357790317	-0.9988405915	-0.7227323943	1.331445471	0.8004282076	-0.9810089691	-0.5025307274
-0.8486377059	-1.112918632	-0.5929878917	0.2537426928	-0.7254564788	-0.3586413572	0.2241151979	-0.4721404159	0.06310515086	0.4994459394	0.519916686	-0.226681209	0.09728327254	0.3327189025	-0.5527236313	0.5166269123	-0.5426454254	-0.6102794399	0.005373411542	2.163522758	0.4445585219	0.02836820709	-0.3339122235	-0.323401558	-1.084554768	-0.4781349543	-1.126025593	-0.9322011882	0.577480271	0.9356941093	-1.186386088	0.8083522152	0.4353735934	-0.1382975932	0.5810813994	-0.5260611367	-0.04199300516	1.243953815	-0.1918178076	0.1390542424	1.033602973	0.3225744606	0.2136241064	1.334693383	0.3423548858	0.3994879531	-0.4262733696	1.642241883	0.8505611638	-0.4309283601	1.038968838	0.00415811042	-1.456854079	-0.4536368865	-1.096256357	0.2552348343	-1.171918413	1.71427147	-0.03890007343	1.876033172	0.9301312643	-1.167897825	-0.2198027628	1.314251252	0.8146612172	-1.205864581	0.1273177013	0.8878546031	-0.1806444468	1.642947052	1.423170175	0.4454052949	0.408066343	-0.2538531345	-0.6060948256	0.07491887743	1.234304213	-0.683523726	0.3732315348	-0.182946935	0.8480175112	-0.1338404926	0.04558483174	0.4610306696	-0.6356924688	1.075148763	-0.1876901629	-0.1147839615	1.030019932	0.5621214024	-0.06854710674	-2.017295536	0.07405915942	0.6401357493	0.2604719031	0.05304151186	-0.4801251804	-0.1516536499	-1.269414358	-0.2250010044	-0.9263939037	0.3180030932	1.348606138	-0.4746087317	-0.08940503002	1.238378812	0.4551631201	1.822531537	-0.6607359543	0.3993654552	0.6606808112
-0.8383059156	0.4772056381	1.657936412	0.1255124661	1.534466427	-0.4403484137	0.3030710783	-0.5226219514	0.2737016599	-0.4866487999	-0.7421570733	0.1068360107	0.07830869809	0.4741673955	0.1812819967	0.4298615403	-0.1289258512	-0.6768171863	0.7458911203	-0.7646334325	0.8795675225	0.4838815673	-0.6955088477	0.3455917136	-0.3423788469	-0.6863248546	-0.860370143	-1.13184304	-0.2301301395	0.7877001688	-0.03300765956	1.071578852	0.08484771937	-0.9448070183	-0.7975928858	-0.02577270933	0.07063524481	-0.6259301965	0.1176660139	0.05004778027	1.238806221	0.2728030232	-0.8563655833	0.9328229471	0.436177253	0.5307551252	0.4964923317	1.14024576	0.76345032	-1.21727189	1.279336717	0.00091624812	0.8130783467	0.4781328127	0.2129374763	0.4496095276	-1.399695614	1.04946112	-0.1973198183	1.882556782	1.524183433	0.7127846296	-0.8932718666	-0.09248972284	0.6655164113	-0.5238276144	-0.04954413759	-0.7036069405	0.3041450384	2.290170396	0.6022551092	1.074722117	-1.232912607	-1.116820133	0.693747597	0.6486893448	0.6408964297	-0.9033522324	0.08562425923	-1.01566233	0.6862278494	-0.274406987	0.01383385562	1.066849281	-0.0990789431	0.3680476909	-0.2362239295	-0.1567457414	0.280215656	0.5072054334	-0.5448613647	0.1727019267	0.7646550126	1.00412275	-0.4829520225	0.1735036736	0.04521332239	0.8844119087	-0.8639239344	0.1599460876	-0.1195299271	1.182118522	0.8471181029	0.6985414373	0.9564998435	-0.7994933413	0.2044435576	0.6367759456	-0.08401359717	0.443654771	-0.9171365608
-0.7705685109	-1.082763473	-0.5792216244	0.2366121843	-0.7404841836	-0.5423241878	0.2837870006	0.3086675971	0.5449009837	1.499662915	-0.9843009124	-0.0618003248	0.315781883	0.690014116	-0.1179999016	0.7662179103	0.1886776399	-0.4832387576	0.06855166584	0.3004085178	0.7672733417	1.068727512	-0.1778366635	0.1642810614	-0.1012040161	-0.8432792497	-1.083726906	-0.6704711449	-0.1541517163	0.08631661445	0.4565994735	0.7679122113	-0.6924765788	0.311372532	-0.5035694483	-0.1143629882	0.3724814719	-0.2429972163	-0.006396999143	-0.3215146126	1.882948939	-0.1802331927	-0.9083194396	-0.6100159253	1.693488468	1.1782204	0.8495167319	1.222620734	0.4620896047	-0.197654105	1.623983467	0.4893910843	-0.8590172953	-0.6957818517	0.5821718635	0.9610534984	-1.603425194	0.9661791763	-0.5173342282	2.032577902	1.692566313	-0.3620509764	-0.3042938553	0.9728790368	0.5699332047	1.352134333	0.1099800115	0.3838347726	0.05207357821	2.912895829	-0.120007121	1.007849118	-0.6250948417	-0.4438269212	-0.04131790418	1.167541819	-0.05041448182	-0.05188768596	0.7705797211	-0.8838528116	0.7745371676	0.533827052	1.33872373	0.6147852095	0.4731854377	1.073300525	0.4711209366	-0.6744987472	0.5557735106	0.3803267866	0.5135812114	-0.993329569	-0.2244561754	0.9738313564	1.232053242	0.1969390829	-0.6650370854	-0.533770999	-0.219042552	-0.07536938138	1.242541892	0.6261863982	0.3443560657	0.06186479788	-0.1548446487	-0.1268258699	-0.01930086611	0.386361525	-0.5967729893	0.9145586669	-0.393269433
-0.7470974644	1.954786004	0.8554338386	0.2637998735	-1.191092941	-0.5234367739	-0.1676102481	-0.3053973428	0.1893838724	-0.9380807393	0.6452068077	0.01823001217	0.2260329877	0.2954854919	0.1829932462	0.2404386752	0.05051354594	0.03278104634	0.6551418265	-0.5643190036	0.7451813768	1.853966258	-0.2710008724	0.05915883861	-0.2095900321	-0.9103502874	-2.161976434	-0.7215108177	-0.6821685008	-0.08506799151	-0.5430717571	0.05256484148	0.6457124676	0.3881743362	-0.656280424	0.02668449019	-0.05266219677	1.067626827	-0.2326756413	-0.01543254251	1.524038437	-0.2979638233	0.09328167432	-0.3198794479	1.427782814	1.011999582	0.2632764712	0.35671767	0.4715018327	-0.3104719342	1.691924051	0.1530662599	-0.8255687297	0.1185121294	0.09604813663	1.074749141	-1.348217824	-0.1567168149	-1.275362545	2.198101502	2.033597232	0.1625686267	-0.4826488649	1.314706126	0.7271349596	-1.846073584	-0.1568879147	0.4380541148	0.2958436827	2.921312937	0.4548519994	1.186277942	-1.429711961	0.4919029572	-1.291427478	1.495893895	0.5339230638	-0.4422698786	0.1263961041	-0.4411769288	1.026076903	0.06471864923	0.5648976936	0.5522797762	-0.16820928	0.387843665	-1.259916591	-1.206565918	0.6856382129	0.07997546044	-0.534603387	-0.9950952374	-0.4537717681	0.4182474437	-0.4519489471	-0.1071495356	-1.782137048	0.4352760035	0.124148667	-0.1587727866	0.1265386822	1.133173633	0.329442815	0.5671549724	-0.1073889043	-1.130638261	0.532329249	1.095095717	-1.470611859	0.1767748087	-0.3653903498
-0.8503932055	-0.7943305667	-0.2371074077	0.1744699753	0.4545322349	-0.5484915628	-0.1788831249	1.988760362	0.4146826624	0.658849849	-1.175552627	0.04961582611	0.05440998609	0.4264199973	0.07953352557	0.5076436929	-0.1789611742	-0.06443406952	0.8553996042	-1.021502926	0.1229150986	2.139321182	-0.4513618199	0.2449559147	-0.09960706368	-0.6136119351	-1.598795926	-0.973288339	-0.9054306939	-0.4533940201	0.4103486032	0.01112139402	0.1450024077	0.3523485984	-0.6384455193	0.3380222403	0.4545451818	-0.5293232246	0.03084760959	-0.6110453107	1.770018804	-0.679342157	-0.696923028	0.5048821476	1.498267028	0.4991828936	0.396278621	0.6175187185	-0.1943952719	-0.7943762133	1.441077165	0.2785454801	-0.1629360103	-0.1188782472	-0.1556026377	0.7787827691	-0.6786676201	0.2249926203	-1.576641574	1.40255822	1.280107013	-1.297036884	-0.4780818637	-0.1568636103	0.6483142588	0.4256281178	0.6817602536	-0.05835903473	0.233036507	2.561662331	-0.4499261359	1.292828736	0.4726436968	-0.3946495908	-0.5388846135	1.195022495	-0.004804758799	0.3547045454	0.5762697061	-0.6411905378	0.1991074726	0.7744820706	0.8041905013	0.2524167139	0.444473896	0.2687119692	-0.1642935309	1.331719091	0.5646456526	-0.2004585385	0.8550847845	-0.4671164852	-0.2623849095	0.2690026216	-0.7603851761	0.6196151364	-0.616946172	-0.0885095927	0.3383821333	0.2237120839	1.04330222	1.533740146	0.2409805338	-0.113020501	0.2122796137	-1.267652339	0.1162201193	-0.05869539565	-0.3654550403	-1.174757395	-0.7475204537
-0.6223701039	0.7539428317	-0.8784619286	0.5245299316	-1.118046194	-0.5096013486	0.06764404218	-0.6218423969	0.3963819247	-0.8007391064	0.3085707005	0.006336169065	0.1616818656	0.57542315	-0.1771353942	1.092766565	-0.6013930656	0.173331413	0.5034735465	-0.003145894208	0.6936357709	1.89592515	0.06628914098	0.2881182413	0.4821087037	-0.4423959492	-1.411734007	-0.225493525	-0.7604295623	-0.8442788551	0.2833695334	-0.6259635839	-0.0790023516	0.3561861387	0.1711432219	0.8814472575	-0.5235482658	-0.3320669299	-0.1177751849	-0.4195859354	1.450255656	-0.8476683119	-0.5873382386	-0.9455285567	1.459795803	-0.3402697011	0.487717045	-0.01524093554	-0.1688417486	0.1628702581	1.139775827	0.6434618361	0.07052254637	-0.8620554515	0.1376084049	0.8240690642	-0.6538492295	-0.07893619218	-0.8358023419	1.023753361	0.8896678419	1.453585442	0.1618866715	-0.09968791696	0.8911400284	0.1894518564	0.8101399095	-0.4164706749	0.00797982291	1.822460484	-1.307117866	0.8073153784	-1.088096892	1.384783353	-0.1482222357	0.7336675985	-0.3845442831	0.2617782381	1.116070018	-0.3775685498	0.5270399887	0.6759412346	1.714314368	0.4095832666	-0.05140986332	0.9597229987	0.241073759	0.3403646214	0.4811770259	-0.1630877275	-0.548784907	-0.3633120869	0.6513542995	0.7456620267	-0.7056329494	0.002666675164	-1.583369003	-0.317536708	0.4090269712	-0.179837399	-1.289743096	0.8430535523	-1.626106234	-1.094530573	-0.4201584874	-1.585557582	0.5111878585	-0.05719303628	-0.2216310116	0.1483512736	-0.6315697946
