melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075
0.3004753223	-1.087043734	-1.088981159	1.262430354	-0.2277624137	-0.9511365514	0.2712941478	-0.5043000853	-0.4662226294	0.2514097174	-0.9779306054	0.9226430289	-0.0960688529	1.44615298	-0.2990660291	-0.606689073	-0.1456129231	1.906728485	-1.956116813	2.855849001	0.7053004286	0.6500590016	0.591302749	-1.056746249	0.2232800634	0.491130369	2.640634376	-0.6526612357	0.5554522546	-1.456098609	1.047142278	1.500558372	0.05007020563	-0.323415482	-2.516767291	-0.4314032522	1.539294141	-0.1583062696	0.2707425262	-0.6613505105	-1.188425634	1.436983405	-1.052500331	0.7102082563	0.4209414248	-0.05064414304	-0.1506306464	-0.4999034187	0.7691584809	0.09013859888	-0.08091587437	0.7739352016	-0.3526891151	-1.567646981	0.3170505499	1.858250191	0.7063618892	-0.1451831053	-0.4993236675	0.7142860442	-0.4225349565	-0.3426213804	1.695388902	-1.360755152	-0.844584883	0.3940960785	-0.2457417337	1.136376813	-0.4749804303	-0.4568881264	1.238933285	-0.05685324205	0.926508967	-0.6998349811	-1.166632227	-0.06466956229
0.3361940358	0.5672855909	-0.6205274495	-0.1502113448	-0.07312476993	0.9514810703	0.3963774031	1.035913727	1.129776176	-1.317268128	-0.8909489041	0.8966342311	-1.007858849	1.00499447	0.8750288941	-0.7214273802	-0.4487376418	2.110900663	-2.056953711	1.757191207	-2.055966118	0.9867406854	-0.0919966607	0.7392672435	0.7750707841	1.217387062	2.321916243	-0.1995784961	0.6029948155	-0.6537318989	1.370900424	-0.8295846857	0.06821198235	0.7293904617	-2.330202617	0.8691737018	-0.3701059985	-1.423029571	0.9498841498	1.064498541	-0.6800704391	1.400027105	0.0522073259	-0.3428391376	-1.413947319	-2.129283835	-0.2898061127	0.4672422305	0.2048211031	-0.01718478836	-0.1554870794	0.5828123769	0.1093806657	-1.852366544	1.560849883	0.8938023118	0.398588487	0.3780224988	0.01672205719	0.7038251782	-0.4566134838	-0.2624714682	-0.2025341516	-0.597852806	-0.6161908579	-0.7194291725	-0.5436357928	1.159812471	-0.4520270782	2.44978752	1.129144743	0.1101859211	1.122158159	-0.9715020109	-0.9079230908	0.01900835067
0.08521622674	-0.9540564674	0.022365997	-1.170786743	0.1671572126	-0.6067973991	-0.05536611262	-0.6044066708	0.8150817786	0.5928677203	1.553418773	0.6575433701	-0.7477748316	1.16630138	-0.3141399701	-0.4488883084	-1.307696509	2.227070764	-0.60196134	1.057160194	-1.607550206	0.8577608899	-0.7342880543	1.431608305	0.5387895202	0.926231246	1.816344661	0.1708233508	0.0607828102	0.6221559905	2.007455846	0.9513001352	0.4954727689	0.2539596553	-1.47618326	-0.1245804362	0.6924201166	-0.215282808	0.4355580091	-0.685265601	0.6977155605	1.049383104	1.351616203	1.315917304	-1.137144313	0.2035803556	0.01949940722	-0.8199095506	-0.5672918447	-0.9229813812	0.2246858737	1.968933219	0.5786078406	-2.022534478	-1.28029358	-0.1064015571	0.03990026404	0.04764430763	-0.1473380833	1.163904958	-0.06185925226	-0.6098574036	-0.095012842	-1.045365761	0.02958599622	-0.5672819114	0.4236972519	-0.3620780235	0.6344245532	1.589970267	0.3040359555	0.001265643977	0.7232042115	-0.6088336683	-0.6418484762	0.4282441513
0.4271055154	-1.23812595	-1.225072583	-1.185445156	0.001945106939	-1.249972329	0.06349965501	-0.2154367387	-0.3336899418	-0.6649174594	-0.4984622363	0.3368313029	0.2855365918	1.533405306	0.5381595452	-0.1133615931	-0.7007135749	1.993960211	-0.004752775255	0.7209980395	0.8633933471	0.1228954622	-0.5368524553	1.598963873	0.3529404475	1.344643066	1.269122197	-0.01888821807	0.8593943866	0.7538270241	1.91059081	1.077419034	-0.07500574762	-0.2733523195	-1.072787769	-1.604524864	0.3128520624	-0.4155778428	-0.3428326428	0.3119428234	1.293544347	0.9199872412	-0.8967524076	1.399411754	0.9140427755	2.046226735	-0.2460521237	0.4243856784	-0.8114240663	0.1392759199	0.1975171796	1.525221607	-0.1413874412	-0.4594221862	0.9338770142	-0.896958295	0.1626029442	-0.6535102749	-0.274091622	-0.01481936954	-0.7107628431	-0.1207666863	1.098966859	-1.128559747	2.124946022	-0.9029268119	-0.3604825299	0.3124897953	-1.131101341	1.151439423	-0.8891819102	-0.2539498175	0.7803640278	-0.1953609037	0.1965423291	0.7669394018
-0.02315910823	-0.22841397	-1.03293043	1.36040203	-0.03796024065	1.552506622	-0.2964700208	-0.3818218549	-0.3968494512	-0.3554509854	-0.951928512	0.3187699098	-0.0390929969	0.9425847689	-0.4526440875	-0.8620788648	-0.5218836908	0.86169208	0.6179032767	0.3098958232	1.006393858	-0.2482435822	-1.862893251	-0.5954362477	0.3009421001	0.3847700803	0.5753378784	-0.3960455825	-0.193773184	0.3521302957	1.279233464	-1.958546128	0.3408902596	-0.55424712	-0.5619892375	-0.5569977282	0.4569992405	0.4612122144	-0.7951653538	-0.3519939425	1.636639117	0.104413114	-0.8033854477	0.5836372464	0.4443640171	0.1706357846	0.3124196093	0.3496328708	-0.9258535867	-1.105992081	1.330918725	1.331691511	-0.4165767642	-0.6319010305	-0.458165373	-1.028648999	0.186615325	-0.08750752243	-0.06660627322	0.1373370978	-0.2401843405	-0.3280744057	0.5839710916	-0.7584842626	0.02344052901	-0.6492973771	0.3929581564	0.1397482899	-0.05430462691	0.08186685196	-0.745091838	0.3629683478	1.704952685	1.175904692	-0.9048649708	0.124653946
0.2287286933	0.9508348442	1.095673771	-0.4567171415	-0.1287706163	-0.06408904833	-0.2579241215	0.01620586496	-0.6259685553	1.924368946	-0.9115332486	0.2935658629	-0.006093201542	0.5115057054	-0.4595359462	-0.6707213116	-0.4813155854	0.5258945516	0.5190672177	0.7123151567	-2.049001263	0.2663548357	-1.308257033	0.01726533832	0.5289724204	0.4630651512	0.4375924578	-0.4730015678	-0.519411706	0.556635355	1.328065022	-0.09949480504	-0.1530515922	-1.315216986	-0.8627230332	0.144979434	0.7587218151	-0.01280378025	-0.1492440364	0.6578233244	1.733884158	0.1700039398	-1.698308775	0.6897218206	1.613621303	0.2862251951	0.009923266855	0.1604980903	0.01194488401	-0.9207477546	1.355365025	1.284743835	-0.4027791586	-0.1839785897	-0.4667007936	-0.4309536965	0.5165614538	1.151096016	-0.9069801638	0.619049397	-0.3642202061	-0.2921033389	-1.388773469	1.177581409	-0.2619630077	0.1088408501	-0.001417546538	-0.4322059317	0.5946024442	-0.2171857902	-0.7445513934	0.33854713	0.2705994706	1.054940813	-0.2507359771	0.9202546664
0.2781020999	-0.8366880646	-0.4647398941	-1.053505005	0.05191928981	-0.7972057748	-0.08140070442	-0.2592811	0.2381888653	1.293797707	1.516381984	-0.09910828221	0.3286518785	0.6052464186	0.3712987202	0.07380634064	0.4726481206	1.72812996	0.1302546158	0.5641408758	-0.6759837637	-0.1124880709	0.7573887468	0.7515347004	-0.006882811207	0.5343808808	0.2627013481	-0.8639758769	0.5047109576	0.1591880567	1.593686697	1.511462105	-0.04201071059	-0.1353096718	-0.2886601347	-0.4454878691	-0.1503754423	1.098782726	-0.1219665177	-0.09540309533	1.927044416	-0.2143257542	0.8411873836	0.3873774746	-0.1528277497	-0.1605651335	-0.05132526826	-0.770071873	0.03059587831	-0.3867677244	0.3572258754	1.522043569	0.1558759499	-0.2283109988	-1.313898523	0.1046196323	-0.440162031	0.6696429074	-1.03418935	-0.4825005642	-1.195150719	0.2583061566	0.4309562517	0.6329029592	0.1505389363	0.2992768367	1.165920591	-0.4108486809	0.3171544118	0.1928615852	-0.7402482734	0.8637905867	-0.01690057931	0.9054806512	0.1758978021	1.149159818
0.477839519	-0.5999457092	-0.8084104663	0.8197964508	-0.2759222667	-0.2250083321	-0.107767934	-0.9187920617	0.2084607884	-0.05882426351	-0.7263917211	-0.7602358924	0.7700716981	1.131961529	-0.1233425238	0.2135002921	0.8066592209	-0.0404244257	-0.05850550962	0.05152301248	3.00387642	-0.1405686594	0.4310912022	-1.284481747	0.0138865526	-0.5307153829	-0.1469216331	-0.1199199004	0.4189317547	0.09226473577	0.07633023108	0.7963407464	-0.2555324457	0.2954687766	-0.3334206097	-0.09699855105	-0.1555184716	-0.2021037789	0.8829150775	-0.3381818295	1.870393488	-0.4576242547	0.2891699793	-0.1257366702	0.4174106238	0.1232695934	-0.1446133909	-1.226500741	-0.4290534774	0.6170709711	-0.9383558638	0.6112865944	-0.3577272711	0.4070742022	1.787739379	-0.900729052	0.2755571002	-0.7140986256	-0.3363982686	-0.3492280244	-0.4298953927	0.07344095739	1.623419187	0.6304411784	-0.5345549449	-0.6132270319	-0.1181853379	0.4432155145	-0.7358953827	1.148434577	-0.1033842503	1.589171713	1.759138405	0.9776009055	-0.9359873927	1.299183895
-0.143654561	1.226796271	0.2848905356	0.2763179397	-0.1083950857	1.155809502	-0.4301588558	-0.7083671568	-0.1568220021	-0.9504654198	-0.4014926667	0.0639929945	-1.164163089	0.2372800907	0.2036831162	-0.3119477341	-0.09611197537	-1.050967525	-0.1309796455	0.5043607455	1.803801239	0.5235701098	0.2719103734	-0.7139493721	-0.05060827605	-1.303234521	-0.63676076	-0.2576997532	-0.1663992376	1.01680475	-0.8362957886	-1.200510306	0.07228722369	-0.9349363849	-1.511970974	0.4330449232	0.7967775578	-1.469785959	0.1549562443	0.1058094712	2.070703434	-1.251488439	-1.112187266	-0.6657436433	0.9633496869	-0.6161659813	-0.1812530298	0.02018709217	0.6244234057	0.4361272669	1.06806571	0.9463493857	-0.7056671994	0.06855786461	0.1544452165	0.163766014	0.7987258344	1.294700726	0.9060014877	0.869764053	-0.87489278	0.1229531628	-0.3611629248	-0.4535802503	0.1442456718	-1.587167167	0.3940725793	1.094982609	0.3252722796	0.8896034604	0.2339616682	0.5042150739	-0.03243873906	0.4593631564	0.1277510466	0.6116380133
0.5206154873	0.7437004248	1.987905437	-0.1712377318	-0.7585683989	-0.005102438718	-0.10518498	-0.602819383	-1.557776908	0.4602348151	1.976795854	-1.147324949	0.8252421574	-0.5350913615	-0.4881688139	0.491128535	1.421934833	-0.1797382865	-0.03864585203	-0.1972660372	-0.01956945768	0.3460722988	-0.3575481721	-1.301307913	0.1139984686	-0.1749015263	-0.05047024598	-0.5990283453	-0.6603973081	0.5984437688	0.06098373699	-0.6247195205	-0.6834446569	0.3668793904	0.1793593495	0.4650212195	0.03669863595	0.6221256642	1.051410282	1.412495705	1.022883357	-1.185215285	0.4890337865	0.3315741814	1.216162281	-0.6505530453	-0.8398977657	0.09327462383	0.244486175	3.692357035	0.291392736	0.645033275	-0.9675083958	-0.5167092218	1.279665251	0.1033771568	-0.5855959797	0.3051558471	-1.112146011	-0.1071593776	-0.9200490277	-0.4249659518	-0.4315001439	1.426875759	1.080195842	0.01412132144	1.210381062	-0.07061628535	1.929955346	0.6613193597	-1.133599271	-0.4690485372	-0.515827449	0.2481359954	0.7059383613	2.048423965
