melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149	melodic_150	melodic_151	melodic_152	melodic_153	melodic_154	melodic_155	melodic_156
1.038335852	0.8422898732	0.7666406548	-0.3952459593	0.0941586752	-0.03903960545	-1.660006669	1.301106673	-0.143379497	0.1717183852	0.7151287084	-0.4241457122	1.757851794	-1.744337701	0.1332509232	0.6723776656	1.656093731	-0.3651713934	0.6984065374	-1.331164643	-1.343982389	-0.2673675559	-0.2752090774	1.130975911	-0.5612009051	-1.238881946	1.325803223	-0.3366588466	0.2756276366	0.6570808069	1.811265992	0.8481870543	-0.8981304404	1.451225902	0.6646380443	1.328019907	-1.140802513	-0.3188978354	1.327737546	-1.575568464	-0.3375902246	-1.796716886	0.09137711803	-0.3051030293	-0.3933538349	1.010840884	-1.160151513	2.39725349	-0.6201955386	-0.03854555282	0.5161694992	0.7199050041	-0.1305023486	-0.5135597245	0.8591880008	0.3268528146	-0.837442844	1.44888674	-0.3648829619	-0.2235956451	0.1927428769	-0.4426371989	-1.383228974	0.3861779022	-0.555325497	1.784016312	-0.3963293135	0.1052521974	2.290717891	-1.973412517	-0.8952618528	0.9576527009	-0.9407086175	-1.486663226	0.7578590629	0.571573558	-1.945226543	-1.908553726	-0.3759124231	3.075208895	-2.101864082	0.5511718617	0.6094158223	3.775648233	-0.1523270625	0.5312043846	-3.229037575	1.984969488	-0.2446186623	1.595918549	-0.06934892726	-2.112896963	2.071408607	-0.2184263235	0.9538739162	-2.281175374	-1.819535806	0.5851559991	-1.163690578	1.4139674	0.2355653165	-0.5626938446	0.4956642412	0.3302750833	-0.229648046	0.2760556775	0.75210643	0.1327374095	-0.350868625	-0.7575038455	-0.4345380865	0.1208756366	-0.6787814609	0.6153055147	-2.651078374	0.5803155855	0.9989660359	-1.794596863	0.6378748784	-0.7158965094	0.9373244487	-1.305428583	-2.328648713	0.4414359786	-0.8181231035	-2.824286033	2.115238963	-0.4683820164	-1.568552788	0.7312649735	-1.470536417	0.6120196379	-1.681976114	-2.813607233	2.598727677	1.199813938	1.109516545	0.08970800264	-1.61866673	-0.6295109754	-1.636421499	-1.928857464	0.7066449486	-1.560515775	-0.2361518212	0.7287980096	-0.07345961307	-1.734503118	-1.200213424	-1.355233645	-1.830730104	-0.7967134533	0.86337985	-0.003799185341	-0.3948200835	0.1771400837	-0.03421235562
0.6232708579	-0.5171367885	-0.8924505807	-0.6237438097	-0.1665879278	-0.7861872807	-2.274158692	-0.6520893305	0.08785492634	-1.381916095	0.2577419731	0.6655551533	-0.7073556145	-2.344202188	-0.07630570893	0.3573355672	0.01479708911	-0.1175986868	1.105853834	0.005922641955	-0.7940941752	0.0869478697	0.1112565087	0.6054864365	-0.4616424432	1.978088513	0.5900981897	-1.686965106	-0.5376455134	-0.4077553177	-0.01525165698	-0.3311787917	-0.2370354196	1.067510834	3.04837658	1.079592912	-2.562816009	1.252023105	-0.4052149252	-1.699540738	0.9570003476	-1.394754457	-0.2880856511	-0.5382139778	-0.624332981	-0.5256042221	-0.8595976965	1.792242697	1.465943801	-0.2679403459	0.8156813182	0.9231664398	-0.3933376179	-0.002267999486	-1.224788848	-0.9958653424	-0.08453893638	0.06343103764	0.2583802447	-0.1567358036	-0.005555102204	0.1759825217	-0.8734081704	0.7127621489	-0.3436528977	-0.1712121178	-1.104499162	1.070308375	1.537230907	-1.778265763	-0.558561577	0.595601078	1.565742755	-0.7488233015	0.05175598949	-0.0462441454	-1.405014291	-0.8346754845	0.6079614911	2.524199177	0.7868447717	0.1031372488	-0.4142492681	0.6024767621	-0.2911812185	-0.4662463576	-1.986961064	-0.248468157	0.0931993984	1.844457962	0.4347575088	-0.2186870257	0.4340878727	0.7157414611	0.08342978022	-1.798732962	-0.442143487	0.4330554257	-1.629788064	0.1459037042	1.113782873	-1.039020225	0.77287915	0.4694788651	-0.8877511443	1.791289674	0.3700572986	0.406047021	-0.03523578578	-1.07449716	1.187285631	-0.06673319404	-0.16917061	0.5350305541	-1.597881432	2.260576233	-1.13465782	-0.001274022053	0.7436398659	0.1761998106	0.9718615781	-0.383583762	-1.82145262	1.200244871	-0.2771587561	0.2445224758	1.77013531	-0.2912218761	-1.335755915	-0.4979337392	-0.2741865848	-0.1739185417	-1.799487869	-0.2553057434	0.1995943695	2.08668965	0.130146966	0.2752994271	-1.382604457	3.412841524	3.765490862	-0.1876669686	-0.1743247838	0.1627781504	-0.03176531153	0.6349545016	0.4999093139	-1.365448641	-0.5310654747	-0.7206011565	-0.3912965822	0.3638275114	0.8112031371	-1.008609493	0.7835494793	0.1850028096	0.5357458324
0.27468041	-0.3899068164	-0.82346947	-0.2397892074	-0.2393160706	-0.304337551	-2.521171297	0.2414415043	-0.1494595032	-1.314623546	1.16791439	-0.1586346038	-0.5693249816	-1.968319099	0.8005718203	0.4591363646	0.5661909507	-0.172719921	1.494340917	1.536759819	1.038333111	-0.446252486	0.6856810875	0.4681398238	-0.3239784543	1.464562949	0.4059393289	-0.942607584	-0.05477467922	-0.2005703617	-0.1009808035	0.09239656837	1.905306348	0.4783818822	3.471456686	-0.206055525	-2.346180396	-0.2118944109	0.07716707489	-0.4779877297	-0.9771249989	-0.8863514214	0.8262890821	0.84489745	0.01715358899	-0.2203435672	0.6398593997	1.519481081	-0.0944281839	-0.4871142062	0.3172246787	0.01062989229	0.177224874	-0.2842706967	0.762376214	-0.6796690424	0.7113732701	-1.026690903	-0.8873534306	-1.845991077	0.1240680577	-0.06074114484	0.09021517495	1.621155036	0.8469414108	-0.05235407842	-0.3901889548	0.153285847	0.1411800807	0.07854733619	0.5637648573	0.4928537447	0.9708473124	-0.4094607107	-1.185307023	-0.3568508682	-0.2736984511	-0.7006238601	-0.3048954473	1.723887955	0.2144758372	0.2850183963	-0.6320142229	0.0294211146	0.01030554736	0.433129245	-0.5361705106	-0.83596167	0.1707106039	-0.08053169201	-0.233539948	0.2144000103	0.212399114	1.462199166	0.280491735	-0.6098341376	-0.8817804057	0.1514193051	-1.889703344	-0.07089963329	2.057778959	-1.083691649	0.622555426	-1.476991865	-1.232848059	-0.02123503393	-0.4173297425	0.5302374429	-0.7979652716	-0.1120495003	0.4252705645	0.5204265677	0.5935777325	1.881313423	-1.553735312	0.7602883599	-0.2349439859	1.635235373	1.661442045	0.3461674718	1.337066907	0.4752068293	-0.5351808686	1.196985758	2.141452242	0.2829062476	-0.03044094664	0.3154268873	-0.4107417125	-1.419557682	0.6244154812	-0.6411100944	-0.6947212704	-0.03866102062	-0.4102514029	0.05287571106	-0.8668579682	1.184341476	-0.4258925779	1.70742055	1.548081105	-1.283083322	-1.021324166	1.597765262	-0.00611129736	-0.3119002188	-0.1735197482	-1.349257644	0.9611195018	-0.1435011432	-0.1843792305	0.629337715	-0.4211251712	-1.19649006	0.08327232891	1.430556799	0.2327168375
0.08376628016	0.2387314279	-0.2017516975	-0.4677283283	0.3647618269	-0.7341050547	-1.73868788	-0.430748545	-0.05496959492	-1.74809372	0.77180063	0.3750131063	-0.4951504585	-1.510045838	0.201469997	0.07326033875	0.269501705	-0.2719950906	0.9106033397	-0.4475774696	1.642759996	-0.02908404358	-0.5215873998	-0.2527106502	-0.5869503814	-0.04345024524	0.6617965293	-1.618983031	0.3408252022	-1.151810131	0.1988522909	-0.4338954197	0.4114538376	0.7300831086	2.975182589	-0.8095497739	-3.118005331	-0.5218115333	-0.3198580775	0.1138254785	0.0688571904	0.2848568476	1.372213494	-0.6419674146	-0.0118866305	-0.1273495312	0.1928012583	1.373508996	-0.9978591855	0.3550321009	0.3628324789	-0.2240338616	0.9824370969	0.3353522881	1.245455083	0.1544537561	1.456646401	0.07538657791	1.050716775	-0.0433065176	-0.1557521079	0.20917286	0.1040479513	0.1556627117	-0.1034246238	-0.3761929508	2.250621583	0.2040326242	-0.0231510152	1.105431369	1.153154123	2.753139447	-0.8463949552	-0.6367139443	-0.7300378137	0.07961176783	0.0869335286	0.04157146811	-0.5008856673	0.2149603752	0.7017606477	0.04353286707	-0.5038179809	0.9927633226	1.109918676	2.097694725	0.05495808096	-0.7940900298	-0.132337233	-0.775294888	-0.3802400978	0.6730938431	-1.352916645	0.8347262216	-0.01013305084	-0.7416509218	-0.3415486295	0.8060625952	-1.157994205	0.781093572	2.807136458	-0.2102041075	-1.368864206	1.326976395	-1.03711475	-0.7506015066	-0.5324024198	-0.1614317534	0.473359847	-0.5047615244	0.7069829062	-0.02953809802	1.502930069	1.522878991	-0.8274524798	0.2161446976	-0.5065699441	-1.080209799	-0.9096535027	-0.2522265276	1.66221985	0.9095147887	-0.9681620118	0.2661567312	1.8536373	1.418615162	0.8046227467	0.2141765794	0.7651482403	-0.5024772145	0.906631814	0.7642465198	-0.1047855328	-0.958891269	-0.5860262587	1.296646076	-0.4934996959	1.379073965	-0.03700318524	-0.3426875316	0.5653799263	-0.4904534467	-1.612496963	0.3941900822	-0.8992243267	0.9012056325	-0.5294934143	-0.07378541976	2.146451281	-1.479716526	-0.139433017	0.9573512159	0.5073226023	-0.07499247446	0.004468078142	0.6360807169	-2.554682612
-0.02196507139	0.02250871728	-0.4134431392	-0.401986153	-0.129963134	-0.2996166197	-1.721741021	-0.1901400649	-0.09029600151	-1.328592735	1.068073993	-0.561766212	-0.7499394359	-1.318197992	0.3239074417	0.592072912	0.5591472035	-1.061274505	0.6576966568	-0.7930018496	-0.3609519198	-0.3073646709	0.05152523737	0.0641702941	-1.190541553	-0.6697671426	-0.5760203676	-0.1775755401	-1.016042427	-0.3413639542	0.8898164876	0.03564653906	-0.1844305404	0.6554185793	2.525148503	-0.09751849813	-2.128759633	0.6804679983	-0.7818008188	0.3979052773	-0.4887692268	0.6586612357	-0.6153810483	-0.6933117057	0.3463398335	-0.598243154	0.1578125422	0.7000394546	0.4208521879	-0.6592376526	0.7076472835	0.06531908775	0.7545518779	0.2118103087	1.045306886	-0.7282909867	1.049139945	0.6217092761	1.281453879	-0.0682742217	0.3952069947	0.7041254847	-0.2914614829	0.7687363557	1.479392365	0.03961074792	1.500128377	-0.007098591205	-0.9297923792	1.161013214	-1.100116654	-0.2290679678	-0.3042579725	-0.6443777023	-0.5350516545	-0.5303174694	0.4076129858	-0.4059047095	-0.9103925375	-1.038446905	-0.3648932717	0.1798977632	-1.093594544	0.5478195956	0.4244595084	1.822281165	0.8567065894	1.474410339	0.3795612993	-0.4262141217	0.5499133989	0.4616028126	0.9865516772	1.192237858	-0.3200032103	-0.4407435869	0.5008574937	0.8419729799	-0.5743890422	0.630510867	1.10450559	-0.911591766	0.633868493	-0.7138334191	-1.145845463	1.136463654	-0.1760911965	-0.4053960402	0.2416676248	-1.23271849	0.3323920758	-0.240892004	0.5941762473	1.157909978	-1.063481245	1.443703237	0.2019695458	-0.1434592862	0.6543965746	0.470336296	2.0260757	0.0936573643	-0.8035078101	0.6123289051	1.574720758	0.1381215083	0.3025685864	0.2373460963	0.08056095717	-1.229001258	1.045442581	0.3492753565	-0.4928460008	-0.3558113229	0.04368915343	1.147912987	2.120905975	0.5683353431	1.053222955	0.03375316909	-0.1941327391	-0.1609644708	-1.66115206	0.5818202664	-0.4680646364	0.3425317173	0.495318666	-0.5520246148	-2.384813752	-1.530938269	-0.2936552518	0.8373967909	-0.09161231613	-0.006874696654	1.363191029	0.5645451371	-0.5341106934
0.1133085245	0.2694668333	-0.03791270848	-0.5764363249	0.1844359765	-0.2109450539	-1.760394815	-0.7896621209	-0.09363242509	-1.471244194	1.31730077	0.410253538	0.5433916455	-2.293093852	-0.5819640973	0.735378657	1.01539702	0.1999380377	0.5821384444	-0.4120988605	-0.902892228	-0.1591826441	-0.681455948	-0.4911117375	-0.07049784875	1.093139018	0.09837952923	-0.6222511092	0.1625705152	-0.09977900771	-0.8771057208	-0.6970183216	0.2407379536	1.189191523	1.872218966	0.02777183075	-3.262514533	1.072799699	-0.4520572043	0.5051653082	0.3653772202	0.8568296569	-0.9104023839	-0.714112618	0.9161610953	1.536104485	0.3389154823	0.6643107216	1.515838385	-0.07004851247	-0.3393725404	-0.4770998789	0.7162722642	0.06997409604	-0.9482427996	-0.3687968339	1.424970625	0.01330500088	1.542135183	0.3845164288	-0.0732907323	0.3846654446	-0.3440564887	0.7335244878	-0.7132640841	-0.6967143553	0.1925682156	1.10275834	-1.057607336	1.600721092	-0.2165828821	2.074976785	0.1404469444	1.017517684	-0.5348087961	-0.310048214	0.06538742805	0.03938835836	0.7831962669	-1.399632215	0.7173269095	0.9521305834	-0.3720222079	1.812083316	-0.3518428769	2.922484843	0.3277227463	0.9005705376	-0.4249482565	0.1923234889	1.265283722	-0.3010285039	-0.8275003429	0.1528722683	0.1023741404	-1.184191745	0.2430377575	0.3130684216	-1.233263647	1.629102892	2.298502669	0.04507074944	0.4171541169	0.003284133882	-0.6659930454	0.3380121506	-0.3513585416	-0.2822691764	1.413585284	-0.07674905894	1.125705051	0.3796761713	0.02518763093	1.539671251	-0.7540462247	2.168746306	-1.527157153	1.141143291	-2.433680434	1.11733862	0.321759907	0.2267959796	-2.235661238	0.5731535494	0.9370512154	0.4002261032	1.940377144	0.230403185	0.3295222772	-2.516857814	-0.2679775251	-1.552938595	-1.205513983	-0.9059161438	0.2799850394	1.724058401	0.5037021825	0.4554906253	-1.490958576	1.332826675	0.9452498299	-0.8530149804	-0.5109748876	-0.1161597375	-2.139727678	-0.1257634454	-0.6134197782	0.1309324277	-0.3369888525	-1.32288481	0.4282476247	-0.5993506626	0.4354140251	-1.161852078	-0.2479381112	1.293303425	-0.03789295583
-0.2267857719	-0.1615619964	-0.1407040244	0.07284989232	-0.1403764334	-0.1532349527	-1.826481115	-0.3762366332	-0.3681618979	-0.549615535	1.005476685	-0.11122505	0.2840736154	-1.473064102	-0.1155736449	0.6023404971	0.1571706012	-0.3560002147	1.081093469	1.443216592	1.42117416	-0.1761545854	0.56805933	0.01902610919	0.004307968144	0.9071897525	0.02450832954	-0.2236215128	0.3408573924	-0.9527013769	-0.2191651882	0.4780091752	1.533174778	0.121753432	1.596062563	0.03185241897	-1.330249594	0.5513064304	-0.2883617346	0.288041859	1.129309887	0.6019907896	0.4514256486	0.5480815666	0.02460017665	0.2210517575	0.6423567369	0.269166463	0.03820762131	-0.1546382562	0.3200831081	-0.8740441414	0.1346843152	0.3491691441	0.8416134637	-0.8136781074	0.5316522308	-0.003865384475	-0.3510618285	-0.9114028697	0.4715882902	0.1592330595	0.03104793521	0.6034039632	0.4341028018	-0.494946996	-0.4943151502	-0.262697195	-1.057027404	0.5066495021	-0.1012063603	-0.7224202382	-0.2581216467	0.5601466028	-0.858903138	-1.092514477	0.2656361468	-0.3727118616	0.02190381998	-0.7855806954	0.3615611865	0.6851972998	0.04521374421	0.05606476542	0.4106165143	1.670004493	1.795533469	-0.8912706693	-1.71563036	-0.6221780546	-0.07578759946	0.1969893375	-0.05689617274	1.082924391	0.1249699268	-0.9951366341	-0.6208659525	0.2160782844	0.5258272841	0.2901881184	2.234777629	-0.518493601	0.238549681	-1.327559522	-0.9235803677	-0.1967434042	-0.2907917846	0.2532769206	-0.2829262978	0.450381933	-0.5413269186	0.5154615848	0.4803844744	1.570198718	-0.4623743826	2.229052933	0.3915875716	1.596501524	0.4305185855	0.0888885322	0.5830042088	0.3074714072	-0.1281895514	1.027721467	1.686548643	0.1473527562	0.4282970201	1.293194432	0.3194627325	-0.4593649209	-0.05414560849	-0.6903439194	-0.2096982595	-0.6232994543	-0.09125812725	-0.3425888708	-0.1039283703	-0.3094893246	-0.1293139051	1.228066099	0.3275816445	-0.6854122589	-0.8002013711	0.669957642	-0.4878170529	0.004970406922	-0.5417210968	0.3782566544	0.398775213	-1.908386869	0.7546827456	0.08463423516	-0.615459744	-1.882046716	0.06437867144	1.317249346	1.065804396
0.0407494009	0.1834458344	-0.1747188098	-0.02165758434	0.3970661733	0.07883001265	-1.381582201	0.2793331822	-0.6990986925	-0.3217813086	1.588565707	-0.2215355158	-0.610433725	-1.241255571	-0.02775015278	-0.08359499122	1.318496795	0.4422586477	1.063948332	-0.5983594856	0.7652844771	0.0158987509	0.05253868017	0.104188457	0.01062483166	-0.5088976385	0.4413011669	-0.8802755338	0.8913005656	-1.373619009	0.7866435329	0.436793053	-0.2151278629	0.3475643466	1.683663542	0.2568450176	-1.027343847	-0.281299344	-0.01568947604	0.9194794576	-0.5803761689	0.6485439489	1.804410895	0.6206864638	-0.1156915079	1.219451821	-0.09249244225	0.8736118121	-1.425573993	-0.1062216187	-0.2198002581	-0.5875520646	0.2321431759	0.719827798	1.331392447	0.4421853645	0.279113372	0.4177777153	0.289283093	0.5086883976	-0.1069950699	0.6763874245	0.1916285563	-0.116742711	0.09918194974	-0.02320784439	1.564821873	-0.5504036359	0.2989101184	-0.5134938356	0.5970038096	2.576868153	-0.9881123136	-0.2853730418	-0.7488979824	-0.7870311098	-0.1483363837	-1.023949164	-0.6233132897	-0.7793422381	0.1258467589	0.7854013044	0.5335264585	1.583846839	1.106343043	0.9924718372	1.74050191	0.03895720919	-1.101185578	0.7078236777	0.5287743526	-8.195144943e-05	-0.3321118539	0.8937351665	1.507468305	-0.4610891333	-1.215283352	0.639799777	0.5329217412	1.644632874	1.790199029	0.103757614	-0.988992821	-0.1879269075	-0.2380209803	-1.439666538	0.2732273376	-0.2284881415	-0.2165077787	0.6332117882	0.7280883099	-0.4694058495	-0.05384529575	0.5200863809	0.08834949775	-0.2803906614	0.5594968375	0.5325827893	-0.5685408999	-0.7280100675	1.136277321	-0.3229247216	0.9403104857	0.1230591309	0.3745582626	0.1332250812	0.989424358	-0.7666826004	-0.1013624941	-0.03127005019	-1.182524728	0.9309769392	-0.6377178721	-1.739046681	0.844543672	-0.14196642	-0.8637603437	0.4897699082	0.2959225511	-0.9066248041	0.1672831593	-1.390559425	-2.474551433	-0.8782447606	-0.1709057245	0.9847628568	-1.202638891	1.046548728	2.652665631	-2.610262535	0.02764946945	0.9608427525	-0.06589657728	0.1275021932	-0.1086260648	1.100670089	0.1473241446
-0.1887917281	0.1762819457	-0.3014988091	-0.1055790369	0.06085472919	-0.2992555941	-1.470058551	-0.3247729089	-0.5118549057	-1.07997132	1.499156789	0.3529498691	-0.6275939269	-1.228825947	0.4129104199	-0.1637003932	0.9356471835	-1.070866645	0.8984598088	-0.9438500765	-1.182603706	0.1071331756	0.3306246029	-0.3071119701	-0.9675652116	-1.147811732	-0.8122539719	-0.9168167405	-0.2063828226	-0.8460602105	1.252158346	0.4105132996	-0.3513793165	0.1566726579	2.895394536	-0.2147052247	-1.310962553	0.5185630476	-1.451777821	0.6871964276	-0.3805535671	0.04598492031	-0.419774927	0.07934951714	-0.491398933	0.2013173508	0.1884873541	1.106949886	-0.1637519457	-0.7961169771	0.4951034164	0.1718034062	0.01247473192	0.5295312425	0.2548216479	-0.3395732322	-0.2489387195	1.030249371	0.4956227244	0.03888132959	0.5169077089	0.9616420707	0.5653873601	0.488085387	0.6078559581	-0.1132325549	0.7353711049	-0.9699555059	-0.9571483697	-1.056035752	-0.3755833127	0.3328385604	-0.9402446305	-0.1598941582	-0.8851644079	-0.9166676507	-0.5770242524	-0.8216390185	-0.5612733978	-1.128083753	-0.001355752472	0.3556359523	-0.5562431184	0.9502483046	-0.01161166977	-0.5910887646	1.522531145	1.779534938	0.003980331991	1.910934053	1.25494817	0.1882054546	-0.133237708	1.570239882	2.238342628	-0.2389973726	-0.8452241164	0.8470752861	0.5703300946	1.325283782	0.6376166221	0.2223037414	0.046087835	-0.9306903943	-0.3384976811	1.136290254	0.4081705623	-0.2972349045	-1.056710172	0.1173407775	0.4389233185	-0.8918705822	-0.2616908971	-0.06665061026	0.9220801643	0.5111711873	0.2980263943	-0.2536076325	0.5191355563	-0.5972852256	1.881606867	-0.7898235547	0.9301494225	0.7573818712	-0.3749703206	0.04471452692	0.9049919019	-0.5938470827	-0.8092518291	0.1247281263	-1.602970521	1.946407405	-0.6577643769	-0.6672813011	0.7750362464	0.2701054302	0.6656418872	-0.6534518896	1.213310612	-0.1591971062	-0.5179497736	-0.4625709012	-3.498776296	-0.8352372242	0.4287263435	-0.3785602042	-1.169656884	-0.03144685509	-1.907764199	-2.013422239	-0.146016869	-0.2858091381	0.1298131417	0.7483736317	0.8355699095	0.1382586204	1.802313959
-0.08567611518	0.2557855289	-0.3441025199	0.03283662326	-0.08463651387	0.4364366166	-1.674698403	0.456478321	-0.3638762552	-1.152764306	1.84516537	0.3390067207	0.04406001771	-2.047209449	0.4620019058	-0.1918381327	1.644482151	0.4643825883	0.9426244069	-1.434308091	-1.739493467	0.228879505	-0.4257366381	0.2495505151	-0.1380702716	-0.07996421513	0.216984087	-0.7250207701	0.3440381679	-0.07919568159	-0.4425172676	0.1790919503	-0.4084547572	0.264586601	2.562810611	1.762071278	-0.9644730094	0.1704521655	-0.5476358943	1.570573054	0.286101467	-0.5062688534	-0.1583781465	0.1449952269	-0.9248773712	1.946710377	-0.9356006197	0.8767042248	1.517748263	-1.291313997	-0.0507988457	-1.476016578	-1.35660231	0.183121446	-0.5716460116	0.4203686281	-0.5933371451	-0.2608642025	0.1034985075	0.402319083	-0.576006057	0.2857025967	0.5826100939	0.7658613515	0.2682182337	-0.5463804729	-0.6080150564	-0.4891381451	-1.526211215	-0.089339447	-0.3013722789	1.598657037	-0.01791378544	0.6523653216	-0.3579418951	-0.2286161402	-0.6125934506	-0.9128551134	0.3185490489	-1.141501634	0.1065079518	0.6051863518	-0.296268004	1.052984613	-1.104108335	-1.18268177	0.295698628	1.186001332	-0.5258315316	1.986362442	2.45297099	-0.8314823515	-0.5336928855	0.7254156228	2.622275519	0.2465637863	-1.590532009	0.440396178	-0.6190591774	1.64898376	-0.3922292595	0.9667460792	0.3979611549	-1.329224987	0.4527732235	-0.05735285447	0.4887295192	-0.5945017031	-1.206991731	1.020759711	-0.4666673361	-0.2725757858	-0.6154336532	0.5333863892	0.999744863	1.172576074	0.2545789159	-0.7932134272	-1.550838455	-0.1440611408	-0.1220327054	-0.7044169276	0.3168636494	0.9523422685	-0.184365337	-2.247918041	1.437520544	-0.01522961886	-0.7081942891	-0.7528218034	-1.864816132	-0.6636121405	-1.126741321	-0.3306346586	0.8434192964	-0.08226179669	0.8107934689	-0.8008339043	-0.7880156476	2.571381368	-0.4222189931	-1.160058629	-2.086486877	-0.6690451231	-0.1064145371	0.2255106256	1.792227156	-1.105278249	-0.04686134943	-0.823983256	-0.2143346608	-0.9024543298	1.316946527	0.6165637517	-1.893522053	0.7849115066	2.032924775
