melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096
0.04418646797	0.6571122095	0.6310019726	0.1788448631	0.3104060292	0.6916908006	-0.4942641433	-1.291748009	0.6328664731	-0.8888957936	0.856134534	-0.8011110866	0.713259571	1.025087302	-0.9861989314	0.4269016484	-1.495415806	-0.2470349792	-2.232049848	0.8485870541	0.3696104303	-0.4405279262	0.7933242603	0.2030476418	-1.41129448	0.4193082758	-1.644770846	2.348528645	1.557151677	-0.4654955648	0.02640378556	-0.1218140662	0.4829013309	1.410348208	-0.458793382	-1.309475009	-1.40529824	-1.590775633	-0.01822751946	-1.084166282	1.464146489	-1.055780623	-0.7270281189	-0.05272202833	0.3865833391	-0.05234532417	-0.2146720067	0.6827630868	-0.8971747562	0.9373828362	0.3191619578	-1.008106835	0.4517119108	0.1440713722	1.803811521	-0.08159049822	-0.9377421799	0.8841247535	-1.1096897	1.965311633	0.525859921	1.511171138	0.5244613089	-0.7563624721	1.224558874	-0.05515136159	2.030813554	-0.366849278	-2.534489433	1.288530053	-0.5924186087	-1.525384322	-0.4329289017	-0.8532920806	2.122555628	1.333050185	-1.230984506	0.1674214991	-1.322976516	1.402302661	-1.630670827	0.6800113211	1.441075187	1.035034037	0.6621923971	-0.0682009642	1.609982179	-1.054972154	-0.8930716604	0.1374246457	0.6602596228	0.08407751532	-0.1284842135	-0.9484637782	0.2074114082	-2.037944103	0.5808661213
-0.08889759511	-0.04644161772	0.04964804728	-0.07138549303	-0.010111491	0.3716788137	-0.08349288375	1.215817135	-0.8181344573	2.304537803	0.188982088	-0.1727864927	0.01459667619	-0.2490159914	-0.6668461157	-0.2093810732	0.7144284795	0.09082171759	1.356739803	0.02195693307	-0.2572517135	-0.3126215296	0.06411207431	0.03870847171	0.5640815883	0.3697482413	-2.013299143	0.02789410511	0.6174588263	-0.1609465501	-0.1249166837	-0.273193612	1.406485075	0.4617684684	1.254757031	0.2575492625	-3.260707803	-1.567372898	-0.2890736446	0.5161884693	1.07385727	1.242504406	1.498383148	0.1786073894	-0.2731113133	1.725265621	-0.744051308	1.304778384	0.2727125884	-0.5500918442	0.8682596224	0.08192846277	0.2847955473	0.6985097388	0.9597513378	-0.6701083325	-0.9121226656	0.7701755159	-0.6754717743	-0.8449177425	0.6846770297	1.953625528	1.856836204	-0.2497301073	2.460445071	-1.212381312	1.629599403	-0.3576231151	-2.313692292	0.6146244705	-0.6377274754	-0.2468254988	-0.4675023153	0.153747946	3.48968687	-0.4499248687	-0.07896523525	-0.375414678	-0.1598932337	0.1173286228	-0.4690406761	0.7808816014	0.4070652431	0.6210679164	0.264981959	-0.3405200294	1.240436632	-0.1088362587	-0.6066381476	0.09682392473	-1.101432792	-0.2653002242	-0.944678282	0.1777886476	-0.5111413756	-0.08164953945	-0.2451987913
0.01855432517	-0.01933551363	-0.7884834139	-0.3727159309	-0.02194200856	-0.7304116364	-0.0866916284	-0.6393393897	0.3542044093	-0.8568494013	0.1359454312	0.5296354083	0.02367796517	-0.07996601162	-1.009880555	-0.4902833548	1.602765614	1.61632992	0.5304036714	0.8111160574	-0.1264325021	-0.2075833987	-1.553576685	-1.41216238	-0.6957309575	1.06341843	-0.6843202077	-0.142622113	-0.7363492875	-0.1802383836	1.049618543	-0.4118736278	1.964743288	-0.03174835834	1.692021217	0.4065770914	-2.562396044	0.02699538919	-0.2477750229	1.088888734	1.89166808	-1.362178884	0.6309083425	0.5960242502	1.007058693	1.035034608	0.8768363659	0.517980267	0.7896605793	0.9134709502	-0.2750279041	-0.4805575122	0.9225894443	0.933624381	0.4708558673	-1.868147007	0.3684647155	0.6209620041	-0.001528982994	-0.6861427605	0.2356909077	1.271411338	1.490931922	-0.8046465456	1.93403919	-0.897766165	0.8076883637	-1.07540189	-1.149258715	-0.8851357942	-1.535272825	0.6509012216	-1.196705892	0.138043861	1.569012057	0.4279340894	-0.5007164377	1.652833233	1.432768654	1.090786994	-0.9308756761	-0.7737283838	-0.116858848	1.673336031	-0.1812223387	0.0546055739	0.7679673814	0.2043289453	1.491469431	0.2760722256	-0.8564213454	-1.126190287	-0.02722057219	0.5369937185	-0.5728530452	0.8454731712	0.5724234415
0.2681018387	-0.4078419348	-0.8357407097	-0.5294356176	-0.6976922295	0.4811759662	-0.08940999338	-0.906655908	-1.179567282	-1.280149289	-0.4739871601	-0.8466579413	-0.3606531219	0.5525226618	-0.7556237573	-0.3201534922	0.2865843606	1.622271328	0.9423857914	0.4356534397	-2.020835923	2.699140048	-1.492566234	1.460778251	-0.5117376489	1.65881111	-0.4982773335	0.2309339753	0.06502713034	-0.1043981734	0.07163939442	-0.6442249059	0.306039742	0.03874415888	0.3445331332	1.006069445	-1.50732073	0.5925392808	-0.7152526324	1.5737405	0.7034887062	0.291400359	0.6194366815	0.8044851461	1.623906151	0.569881576	-0.2868560218	-0.6384657067	-0.7336456003	-1.314970235	-0.5632010323	-1.013837539	0.03481050757	-0.9418970497	-0.6355374618	-1.138502174	-0.2043536285	-0.538526553	0.7020098099	0.2290390992	-0.4214412623	0.3602097634	0.6323430093	-1.950598392	1.083370353	-0.1114295357	0.1753815798	0.007803150754	-1.366005322	-0.09763664227	-0.1021363922	1.537642893	0.01026475536	0.8067314791	-0.3000017641	-0.0138828053	-0.6892469275	4.149018577	1.067684276	-0.5120997813	-0.2292955548	0.1066023302	-1.456874768	0.5634277545	0.7469944822	-1.81210745	0.005254236532	-0.2565589748	1.065731526	0.612047083	-0.4690779438	-1.253163185	1.245994911	-0.2695709166	-0.3763842015	1.019236366	0.6516153982
0.1948216978	-0.3140535298	-0.9113785158	-0.4629733409	-0.5097034217	1.209761888	0.1520980344	2.019295968	-0.3099541789	0.2228966369	-0.1118987346	0.2202367045	0.4773858852	-0.5149546315	-0.08429325822	0.1656138974	0.01034911821	0.5836808813	0.5813051137	-0.1479914011	0.2097488547	0.7217905274	-0.9542351601	1.025687194	-0.8597485288	0.9936515771	-0.06148903978	1.092786602	-0.4416622738	0.5510809376	0.3530788869	0.1855347542	-0.892773807	-0.7072804214	0.006198640753	-0.2537280645	-1.112671553	-0.58621735	-0.9309482999	-0.3938237512	0.6545804695	0.71661518	1.080316059	-0.001000832487	0.4011514133	0.3487187103	-0.4905044031	-1.116532502	1.174050124	-0.1146023779	-1.212668015	-1.456422987	0.8210232432	-0.9391095832	-1.801111391	-1.506834602	0.7228707073	-2.000456862	1.184615742	-2.706272023	-0.4084447557	0.2552442029	-1.096970821	-0.6110682236	-0.2320275799	0.3650824877	-0.5542000689	1.007037375	-0.8821797284	-0.93547042	-0.06338798146	0.1472695597	0.2624990331	0.1553869304	1.102244657	0.4918609389	0.4456142341	2.380231349	0.8892536443	1.250958325	-1.007003175	-1.2488966	-1.73993293	0.7925808313	-0.09752947315	0.8196042049	-0.6310638859	-0.1646517589	1.354642227	0.4739830655	0.5223616533	-0.5861528778	0.3732038089	-0.03663355537	-0.1487186196	0.8715394797	1.037053443
-0.194584974	0.4085111245	-0.4999518602	1.033238945	0.368137704	-0.6425354295	-0.271238617	0.5969032168	-1.31711549	1.261738952	1.060274014	1.83766502	0.05077652326	-0.09331250185	-0.2527728206	0.8866823386	0.5905586941	-0.5852251947	0.3797389629	0.425128789	-0.3381173883	-0.8992992837	-1.338445442	-0.6261231138	0.5868700482	-0.02298062209	0.09701169285	0.1118171992	0.08372467226	1.961308775	-0.07844368164	-1.096731125	-0.8177650665	-0.1429318221	-0.08205201369	0.1799739357	-1.32455862	-0.05533729185	-0.2476697564	0.3407471238	1.265294272	1.2194225	-0.5510430147	-0.2341015092	-0.6351156306	-1.833653614	-0.4305236493	-0.7947394876	-0.7436407998	-1.200978386	-0.7816435788	-0.4127511397	-1.510067251	0.5391410273	-0.5971125672	-0.9985708125	-0.1407592241	-1.165459668	0.2981737118	-0.02852780917	1.660215843	-0.4615503727	-0.8247635892	-0.888898349	0.568252006	0.2367692237	0.06733559553	0.1916225845	0.8898253722	1.121124563	1.047707575	-0.1473418939	1.098908631	0.5397330834	0.3095484493	-1.319488651	0.5006402121	0.8759734879	0.3112590772	-1.026903923	0.2065837415	-1.046117615	-1.094936411	-0.7177076234	-0.5384160754	-0.6260913419	-0.8222945343	0.2527600787	-0.3381270506	1.053546389	-0.7192668177	-1.414666811	1.944641562	-0.6218676428	0.9173779851	1.320673886	1.094691434
-0.002804614365	0.1868232117	-0.5807461106	0.1288785898	0.1736942463	-0.9331643188	0.1765131863	-0.4602765848	-0.3770915786	0.1164436244	0.2283927057	1.001724761	-0.01836312173	-0.3886555946	-0.2700403178	-0.4458372437	1.434831822	0.3191326017	1.077927968	0.2445487106	0.1729932832	-0.5571693289	-1.405203479	-0.5851130243	0.9410867709	0.1495149352	0.1466449368	-0.7823394951	-0.3936205851	-0.5355179875	0.03034631063	0.1310842984	-0.2895809158	-1.689414884	0.2776252555	0.1976041653	-0.2013162559	1.141805121	-0.5075726187	0.6771574998	1.713406458	0.2286604259	-0.5613900762	-0.8103202793	0.7656362678	-0.3630310571	0.2581151457	-0.4025758746	1.29272255	-0.3582424888	1.945611504	-0.4180019233	-0.743761409	1.145635951	-1.355536276	-0.8503722636	0.9337825102	0.118957126	0.04605024477	-0.3743606941	0.189626545	-0.01920088129	-0.290783334	-0.3866533432	0.08697671908	0.4410103501	-0.3011314734	0.5344014102	0.0397481554	-0.2519254816	2.033431255	-0.9518595196	-1.979999997	-0.1562888459	0.6937472002	-1.066199151	-0.4384835319	-0.4235077722	1.252205786	-0.1971142644	-1.026577287	-1.045522228	0.7071129266	0.1810176565	-0.2662025632	-0.08384164422	-1.104246306	-0.1540611587	0.1708580339	0.9457921172	-0.4066318425	-1.161918022	-0.2300686824	0.2330631961	-0.1603299285	1.959417259	-0.8662415525
0.04774669505	0.2158898701	-0.8033056684	-0.2470935519	0.1078538651	0.18651371	-0.3419018663	-1.33500005	0.3323300417	-1.085186094	-0.03636493291	-0.867138539	0.5243852513	0.7751525968	0.1798780096	0.2716619613	-1.270187766	0.9449997268	-2.036722645	0.9156570418	0.5604273628	-0.4006489615	-0.8261304511	-0.2246222514	-0.7858877571	0.2662556752	1.038967391	-0.3416089045	-0.4230397138	-0.6142007738	-0.1486754306	-0.381244107	-0.5238535427	0.2237635354	-0.5750728929	-1.025905634	0.3157551736	2.051838507	-0.1518970516	-0.2022547315	1.59756293	-0.4653614614	0.8836497108	-0.279308735	0.615371237	0.3853657833	0.1221373186	0.1312267413	-1.54388603	0.4173843345	-0.5232908901	-0.4473998989	-0.2080430937	1.299503582	-0.2363343253	-0.2771543927	0.5523532131	-0.3016385124	0.8219244875	1.500195809	-1.227188377	-0.3795165523	-0.9459925281	0.02677713105	-0.4402137001	0.1036296501	-0.3762505219	0.7671946507	0.1809269942	0.2123442783	-0.7807743074	-0.4703924277	0.8250181956	-0.9836732596	0.8730316198	2.582812553	-1.137375616	-0.6875003027	0.2837989669	0.2568001851	-0.283227912	-0.3102791613	0.2682227303	1.05250547	-0.4291379887	-0.54254728	-0.007380749137	0.227280413	-0.8987200009	0.8648939432	0.1613216251	-1.5926417	0.4244755062	-1.221868644	1.571671347	0.9648786984	-0.3356815439
0.1788226245	-0.3716875331	-0.3148064108	-0.1669142259	-0.1379658474	1.179405989	0.02086844316	1.817335708	-0.7771021789	0.5806164527	-0.140377891	-1.002890148	-0.4227428068	0.1744688143	0.215698184	-0.398079842	0.6707481421	-0.1175450124	0.1507653748	0.178461046	-1.060997212	-0.1025357491	-0.7810576904	0.8995420206	-0.6904926874	-0.1882232229	0.1031189151	-0.982548343	0.5553374112	-0.2726999465	-0.3115568281	-0.5272164856	0.1830005425	0.1145342564	-1.185766457	0.2044076073	0.4309748363	2.089262067	-0.06022265198	0.4463131134	0.7991662864	1.145544865	1.245687025	-0.2433722298	-0.8242228305	0.6631844189	-1.199284167	0.07553314317	-0.3703488625	-1.339993555	-0.2341923137	-0.1360034675	0.349872597	-0.1512015157	-0.1374854244	-0.3705592064	-0.1721510281	0.4229516824	0.2393515436	-0.1678337252	-0.9129433662	-0.5642729099	-1.081446168	-0.7129127468	-0.4697304447	-0.3428115955	1.203525982	0.06647626675	-0.2524521536	0.2080209033	-0.8757316414	-0.6456896767	0.2097826931	0.191091007	1.19513154	-0.2847000905	-0.7885303525	-0.3198692324	0.2416398883	-0.3197129743	-0.8046898867	-0.4225206147	-0.7670092219	0.1102408407	-0.07837199118	-0.6705007345	-0.9844806246	-0.1689927178	-1.139866421	0.7393609901	0.1509748831	-1.124333894	-0.06239268915	0.5363170135	1.10782316	0.5608887388	0.2351880354
0.1915069055	-0.09555540806	-0.1081356081	-0.09421303113	0.03627074889	0.90228125	0.3557729507	1.892089259	-0.04634082631	1.37451837	0.04474847039	-0.5018094362	0.1983406452	-0.5782066639	0.7768478439	0.1653289358	-0.2359403168	0.02671391873	0.5082423206	0.1136311408	-0.1319812131	-0.1735459658	-0.4666827283	-0.1378105373	-0.2825831872	-0.4179923144	0.4400845277	-0.4663834111	-0.0002758324075	0.1360406584	0.02674856955	0.01408429121	0.2614915399	-0.3856717379	-0.4319732251	-0.2793989822	0.3052579632	1.294059747	-0.21487577	-0.2398764231	0.1316970857	-0.1122934508	0.7975681974	-0.6909439378	0.08391897721	0.1385910334	-0.6535909035	-0.5618231384	0.9205107343	-0.5241736586	-0.8315185696	-0.4082019204	-0.6205917438	-0.3093996881	-1.136333328	-0.7912611746	0.3860358491	-0.09296387399	0.1038009426	-1.170052626	-0.8019091494	-0.7023101228	-1.954259689	-0.4208757981	-0.3982456595	-0.1403719682	0.2587675412	0.1170417008	0.2336994311	-0.9520723773	-1.523485777	-0.6961477781	-0.2072844813	0.04159059578	0.8619326699	0.2346037609	-0.466221169	-1.199063883	0.5608114722	0.4236914684	-0.885801694	-0.8949828792	-0.9569918583	-0.05721343422	-0.4420926233	1.415715152	-1.734663476	-0.1672806565	-0.05744135085	0.8837068917	-0.1891856131	-1.173418512	-0.5990519951	0.2499504197	0.07892552749	-0.8524163585	0.858113737
