melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121
-0.7189943702	0.4462160312	-0.9268710762	-0.4678075528	1.616668721	-0.8115962687	-1.087767504	-0.5619110615	1.195345431	-0.6438613672	-0.5980112964	-2.289181565	1.526481125	1.315743052	-2.265532251	-0.3456002446	0.9481476847	-0.5983511316	-2.009198645	1.170120792	-0.5236196376	-2.417542366	-1.990556187	-2.091049841	-0.814935509	-2.48583502	-0.2541029648	-2.012552572	0.6280450064	0.01798371003	0.8736392077	-0.7949611183	0.1348640616	1.158556992	-0.5089577287	1.574231663	-1.020577166	1.129864327	0.2573817336	0.3528014855	-0.09565172261	0.05262637929	-1.564264089	-1.133989993	0.4081338619	-0.9922738063	1.626044502	-1.175313696	2.2936084	-1.850196932	-0.6802487571	-0.639040651	-0.02710696005	1.1419503	-0.7767752229	0.2652507951	-1.623743302	-1.097646107	-0.6801762526	-1.946364606	-1.711246669	1.277671038	0.3026042533	-1.954907244	-1.311556139	2.718879841	1.144166355	-1.167162519	-1.466165115	0.8047591209	0.1127341272	-2.285791946	-1.720932141	-0.7231216162	0.4991898065	0.2695414463	2.245508024	0.03211637766	0.9508756518	-0.5748798346	-0.2121787361	-1.264215222	-0.2838990459	-1.893440053	1.606548955	0.3060984571	0.646572019	-0.8641108164	-0.6302119533	0.09390883616	-0.6234372472	-0.2440446078	0.2677107445	-1.228192056	-0.1079730073	0.5856687753	-0.3868563809	0.6680358954	1.278126089	-0.7586110957	0.1612905923	-1.988884714	0.1029294938	1.005168089	-0.7912607551	0.4020417245	-0.09458224846	1.413992984	0.08293284663	0.2508221774	-0.01930493782	0.0911799099	3.777317438	2.7403187	0.7850068304	3.271423684	0.7196573331	-1.304577648	-0.7324525115	-0.2204929673	-0.09348121021	1.932848605
-0.8766945136	-0.2500451231	0.06451601489	0.911595213	-0.5337791549	1.730217406	-1.606179116	1.253632432	-0.5380556436	-1.674543722	-0.8430965598	-2.901421898	1.487869661	0.2149940438	-2.019215359	0.05235224816	-0.1903425135	-0.8235895782	-3.489041059	1.171286673	-0.07239849381	-2.745507481	0.5205547964	-2.678142207	1.797329725	-2.939755426	-0.7365329404	-1.654221647	0.2150847694	0.08397254226	-0.01058523268	1.407089842	-0.1698608314	-0.8403134296	-0.4751426081	-0.1763354386	-1.58473714	0.117584129	-1.130968955	-0.6129960223	-1.71785063	-0.2150370869	-1.537199591	-1.745207886	-0.4220954525	-0.3356467047	0.2570121318	-2.144431894	1.027650593	-1.961252765	-0.6522747017	-1.953939788	0.4002090388	0.9661924275	-0.3358229273	0.1343683309	-0.244430051	-3.56866375	-0.474037432	0.03885022275	0.8475838549	-0.5919763905	1.237098088	-2.193170424	-1.347544537	0.4138781238	0.4113861259	-0.06329349254	-1.953559993	0.6690043252	0.5752817144	-2.433278429	-0.1244649861	-1.191649436	1.41778805	1.185622377	0.9158819984	-0.8135632035	0.06685956229	1.48742295	0.5224195033	-1.713701957	-0.8872543589	-2.35025531	0.7842204766	-0.09018363242	-1.120415287	-0.5883846738	-1.471738095	0.1290710062	-0.1944194643	1.053695385	-0.2616949776	-0.0610610527	0.2465534585	-0.2463148106	-0.4815314834	-0.9581794189	1.638794913	-1.163619084	0.1709754327	0.6199707017	0.05995526392	1.08961	-0.8349440728	0.6360447327	-1.072582272	-0.6891074813	0.9653021534	-0.0733421181	0.5709648631	0.2128965675	0.07302310563	1.157413929	-0.6520312165	1.889687106	0.5320902203	0.9127591549	0.6639703769	0.157541724	-0.7851906464	1.178345857
-0.978137319	-1.142706975	-0.946490531	-1.211131496	0.2897160483	-0.911806551	-1.429813793	-0.3610622484	1.023301642	-1.346911725	-0.1420984774	-2.448654098	1.678559118	1.450289543	-2.561866438	0.5147010904	-0.5784537856	-0.3824666026	-3.08164297	1.877552833	0.7788649935	-1.357836664	-0.794722028	-2.958705856	-1.062217442	-2.440905823	0.1567333713	-0.5552085897	-0.07081934801	0.246099925	-0.4296484578	-0.1462980834	0.7546336251	-1.598210822	-0.07669422501	-0.7401150514	-1.314544285	-0.597010351	-0.9540049976	-0.5100676522	-0.3334572363	0.584315969	-1.80952336	-1.141882961	0.6343422272	-1.339085324	-0.9575226099	-1.717478874	-0.1178742722	-1.489957766	-1.684021026	-2.326937711	1.225000819	0.1160669788	-0.9021037276	0.2934015739	-1.086964042	-2.155069231	-0.1044696561	-1.177031451	-0.3806843274	1.64420355	-1.71782975	-1.446708889	-0.3534299228	1.094919739	0.2489700274	-0.1995907344	-1.824650515	-0.8854756117	-0.06905479486	-1.306421951	0.51056531	-0.7887862111	0.4669656405	-0.4002359341	0.1920695208	-2.032543403	0.141632586	-0.940168765	2.288637489	-0.5548436876	0.6593007335	0.3632495411	0.09877739327	-0.3938823424	-1.381901192	-1.604397698	-1.096382531	-0.9154692702	1.144926916	1.820548949	1.091587082	0.6708640475	-1.018482285	-0.2350254687	0.02252548159	-1.210582579	-0.08035914857	-0.7348658626	0.7660155431	1.370296051	1.089418643	-0.4753218444	-0.0507797709	-0.163043979	1.128319425	-0.4208275783	-0.7507724258	-0.4942663349	1.64441525	0.2328571303	-0.006998569798	0.9929180175	0.7670312477	-0.4695725434	2.179539422	-0.1123357586	1.044602012	1.073594309	-1.014614894	1.65567082
-1.215030068	-0.2423278914	-0.2939729302	0.6768193714	-1.00019642	1.542612622	-1.783125588	2.297257186	-0.2083570606	-1.480862411	-0.2669010145	-1.644144868	0.09005186002	0.5092960183	-2.370251722	-0.9441044022	-0.6057711782	-0.4214292057	-2.858400255	0.8511863536	-0.05773094066	0.2026815402	0.636846774	-2.156209957	1.716514381	-1.863989385	-0.8092651649	0.5641238616	0.5487147548	-0.6617240505	-0.5257775908	0.0003384783373	-0.07714633873	0.1514517489	-1.060481357	0.00121864112	-1.154338391	-0.1017241019	-0.5865624634	0.03794738702	0.3038620926	1.773740924	-0.2820259346	-0.7516614972	-1.616037573	0.04515449152	1.342656824	-1.261756397	-0.5716121035	-1.111282407	-1.190868431	-2.339123551	-0.2902132474	-0.6152216742	-0.9966294769	0.4890576782	1.695895727	-0.9352482024	-0.4768579077	1.425512525	2.466754254	-0.636900525	1.06425261	-1.028282266	0.8890451821	1.777478718	0.1168607323	1.436771357	-2.060677986	0.1517480175	-1.889568994	-1.937084599	1.11705976	0.2664169519	-0.6075902624	0.9419606015	-0.8915613684	-3.08513262	-1.117234794	-0.927010155	-0.04826034444	0.0201789408	0.6301157631	0.09553953506	0.3554085801	-0.9778615355	-2.492096366	-0.6263754988	-1.174421845	0.7341981455	0.9514183006	0.9389345454	-0.5512572048	-0.1081415361	-0.6418110409	0.3972788344	-1.611824875	-0.9699480604	-0.02515211228	-0.0157370857	0.4818966563	0.2671298429	0.04009324611	-0.2349623647	-0.3769545958	0.5283674349	1.436591381	0.02562173765	0.2631340346	1.099273544	-0.3853926001	-0.7651798739	-1.870782611	1.663456957	0.3140536126	-1.103576951	1.373010463	0.0209321548	1.916282791	0.8744064507	-0.5436561084	0.2926930143
-1.176440988	1.088283747	-0.671987053	-0.5898325469	0.8806308037	-0.7337961108	-1.057902188	-0.9649325679	0.5872271925	-0.361922481	0.3593699731	-1.232605421	0.1116166174	0.6995464119	-1.785776684	0.1029581391	0.1095535842	-0.2087431336	-1.936203507	0.8029025749	-0.2861982081	0.5009684895	-1.009418857	-1.078668118	-0.7134804553	-0.6042440348	-0.1978293694	1.268903924	0.44031839	-0.1176430552	-0.8612909539	-0.2749788297	1.044986307	-0.2332081579	-0.6791852809	-1.427529604	-0.8884889644	0.1457301698	-0.01490481515	1.667019644	-0.4476311811	2.865729876	-0.6781613475	-0.9345160449	-0.4403219703	-0.3561083445	0.5424277529	-0.05298082645	-1.959019758	-1.434953812	-0.5721519115	-1.332467576	0.3280617459	0.08914117819	-0.7510016566	0.4163823225	0.3122714594	0.1608163045	0.3291605783	-0.02868381964	0.7408319985	0.6948472546	-0.406046121	-0.02096775846	0.7556847082	-0.04221714405	0.5297808069	0.0415823024	-1.817160997	0.590278441	0.366080307	-1.231075007	-0.5560057096	-0.3720952417	-1.225628899	0.7742485669	-0.6706783263	-1.266596222	-0.09020948903	-0.3888804528	-0.9587989429	1.522888419	2.377561655	0.9347512335	0.5923039485	0.1717473512	-1.197219083	0.9665288671	-0.8284002602	-1.252924371	1.767072907	0.4001848817	0.5585473328	1.186384953	1.608715845	-0.09230771671	0.3815094689	-0.6728905418	1.059480499	-2.185959524	0.5988797595	-0.6272526771	-1.992027282	0.6594166148	-0.09367014587	2.414348738	2.16180911	0.1956725455	0.6826064994	1.089461577	-2.341541577	0.2474148304	0.5733806624	1.041570167	0.9368097111	0.3991045803	1.090358014	-1.398581111	1.431950281	1.256424504	-0.4836913427	-0.00746729511
-1.137141432	-1.068383271	-1.105437357	-0.1899729953	-0.8616564481	0.121400462	-1.140900394	1.24132805	-1.153464951	0.2965099577	1.824567486	-1.184564249	1.031472022	-0.05444709759	-1.598298289	2.138222811	-1.105231575	0.5585407196	-1.91029103	1.542467527	-1.160775392	0.5484723744	2.206698419	-0.5972017407	0.7878822128	0.05788841973	-0.6135394299	1.036436869	0.1123035885	0.9813561459	0.03548156072	-0.5484836452	-0.8984612711	1.058820909	0.3473081981	-0.8744036735	-1.259256899	0.2424636899	-0.104359492	0.3735091012	-0.6523873525	0.0687719303	-2.101737651	-1.751651118	-1.394792006	0.4074533821	-0.8760898039	0.3587141963	-0.9531818708	0.2191463368	0.3900277017	-1.675184904	-0.8918381356	-0.3377574262	0.5707085162	0.595978011	0.1707445961	1.029415136	-1.737304717	1.163886126	-1.381496093	-0.9357308642	0.535172296	-0.3100190919	0.2765410907	0.380950675	-0.4263143247	0.4350548575	-2.21954401	0.04464490653	0.02780912414	-0.495437617	0.4105222225	0.5091831884	-0.959135032	1.381278267	-0.1228098656	0.5951405305	-0.2647617145	0.3531666132	0.2332412418	1.862314544	0.8273754086	-0.3678285661	-0.5654561217	-0.945689411	-1.839675726	0.09500693112	-0.3845542472	-0.369519566	0.8486618085	0.7584845598	0.3562982693	0.3743197418	0.8752792305	1.115122677	-0.8751857479	-1.506882795	1.008978575	-0.4131830682	1.475409244	1.36807612	-1.685311998	1.103833155	0.3374945136	1.081543999	1.622593209	0.1952029683	1.415487611	0.05296976469	0.07102888151	1.007059689	0.3371057081	-0.07742428719	-0.4586447853	0.4101462168	1.379384274	0.3149803175	-0.1764708851	1.014452274	-0.9679763894	0.007709651003
-1.160221169	1.187975895	1.372604446	0.1276005997	0.6300164195	-0.8832079969	-0.9772504974	-0.7303944685	0.1532001953	0.5154470229	-0.2709536859	-0.9051743188	-0.04191737928	0.3270802233	-1.138040401	-0.7038343785	-1.113811042	0.6010147214	-1.084223881	1.265314971	0.3720648959	0.9255882749	-1.015553259	-0.01330934569	-0.7680644458	-0.1166682381	0.6689882619	1.215643565	1.123853534	-0.5809485027	0.7550843228	0.6912948818	-0.5200360321	0.9547243077	-0.005578796675	-0.8741164559	-0.5300425572	0.08372712177	-1.049018252	-2.076732158	-0.9981133776	1.536050309	-0.246134271	-0.9765371529	-0.7329567202	0.6851230048	0.03103503089	0.6031227485	-0.6253602227	-0.3083203658	0.2150786529	-1.948376084	-0.3852067713	0.5828857001	-0.5690565456	1.11953214	1.291630809	1.197138702	-0.9815759383	-0.03194853129	0.6046135203	-0.7154492174	-0.08458639861	-0.3411732054	-0.2577747759	-0.4909692388	0.2576671101	0.9171841314	-1.907562067	-0.2083456589	0.5681566806	0.5746834404	-1.324242307	0.02095602782	-1.345052137	0.2369048958	0.06891375496	-0.88406946	-0.145003939	2.197159944	-0.02185533436	2.173593607	1.866289713	0.811419144	-0.9641795911	0.0005979081519	-0.629067754	1.376038349	-0.8447971255	0.5819549148	1.470563332	0.004991112808	0.638087245	0.6388940346	1.636205049	-0.2643499323	-0.2380360408	-0.6583309131	-0.6333614351	-0.7813175823	2.35098574	-0.3382327192	0.2432598512	0.8879784421	0.3482696955	1.915133972	1.025634087	0.1916468094	0.04666865207	0.7920972833	-1.528547524	0.2922711278	0.3854610082	0.2072530321	0.4337943179	-1.357370888	1.752867796	-0.2509056007	-1.03257188	-0.3862560148	-0.6501378785	-0.7002109066
-1.242011966	-0.1624710432	-0.7908868975	-0.9876984716	-1.126830322	-0.6698613445	-0.4432556583	0.4553632194	-0.3795327394	0.2369631202	1.229134637	-0.969504224	0.5341089538	2.295307078	-0.3481936153	1.257819348	-0.05727723901	0.7277121936	-0.5679637858	1.405731247	1.550131683	0.421973388	1.079461196	-0.04986304197	-0.08304564553	-0.4222862114	1.550782371	1.09527868	1.96285952	-0.3935563621	-1.262650047	-0.4386728206	-0.710474883	-0.8257929425	-0.03418828775	-0.05221477171	-0.5085214351	0.8671618876	-0.7705403793	0.2411649407	-0.8881012645	0.09596677907	-0.1296828336	-1.167196117	0.9259857787	-0.6154887528	-1.698215742	-0.04318902488	1.398500605	1.481838087	0.07876502286	-1.549631838	-1.202913995	-0.3172536613	1.282411597	-0.2906718953	-0.4197987452	-0.09434413365	-1.406967206	-1.304461522	-0.5034555935	3.481526377	-0.3950859598	0.2964354421	-1.127133865	0.4965219651	1.654211855	-1.415624567	-0.6797292406	-1.573114596	-0.6402261531	-0.7304851481	0.291925602	0.566974758	0.354729824	-1.129471585	0.433860776	-0.1071143776	-1.203380334	-0.5159849579	-0.3081768574	1.633184827	0.0820677579	-0.1943167089	-0.5705081476	-0.7050845085	1.107128748	-0.7050274402	-0.4531577121	-1.135090227	1.196679278	1.484288665	0.8737071251	3.525076828	-0.256023214	0.2401304656	-0.3645038872	0.2769102566	1.264628448	-0.769788322	2.082316349	0.8429682317	0.3714836995	-0.04976434499	-0.7044836141	1.73552883	-0.1743223665	0.7738294491	0.2039846653	1.248936875	-0.691033854	0.3826626584	-0.4162348354	0.7570967137	-0.5146970668	-0.3320329115	1.674564033	0.5700691822	0.9870181982	0.4595786207	-0.6905356407	0.09446249925
-1.194409665	-0.01198352954	0.1775793801	1.196159881	-1.029414535	1.690789334	-2.170728442	0.5419906787	-0.5883920364	-0.2546287105	-1.1306525	-0.5484663878	-0.6061510936	0.5632057068	-0.6005166848	-1.457547655	0.1479824209	-0.07613086078	-1.173849145	1.407939912	0.1235390189	0.5896376947	1.161817692	-0.04345960094	2.789599388	-0.9392625054	-0.2418361734	0.5722069884	1.888903911	-0.7360495636	0.1104757697	0.5636654425	1.005401219	0.4734490154	-0.3273278655	1.381556749	-0.4649881682	-0.4918277107	-1.68542578	0.7640198997	-0.3870826841	0.7396552093	-0.1272423267	-1.086715633	-1.497048705	-0.6683994417	1.069246805	-0.9400852567	0.2450091109	1.49512369	-0.05398820047	-2.437964314	0.9801998295	0.5759088502	-0.1729203221	1.040510939	1.547589741	0.4926600931	-1.496543988	1.154651209	2.603331049	-0.1012148887	1.152719128	-0.9829900067	-1.233762908	0.9814132875	-0.3652448202	0.892698134	-1.300234987	1.398482478	-1.337777756	-1.453520064	-0.05319275476	0.9717459258	-0.8747071155	0.4747755448	0.2628731809	-1.279376781	-0.4413516626	-0.5501111303	-1.497565451	1.08003153	-0.7113668087	-0.8210392892	-1.046355948	-1.5736682	0.7998948933	-0.1782784559	-0.6782631226	0.09197344265	1.574468118	1.374556402	0.5469605773	0.2695382801	-0.3376901352	0.3337783388	-0.7886246996	-0.8143353864	1.589207369	0.171266125	2.061294235	-0.2637357429	0.2116078191	-0.9591940685	0.1177333503	0.4543816256	0.2551649517	1.056605998	0.3371409602	1.12682463	-0.6466368891	-1.123793474	-1.346536751	2.347618996	-0.08636620613	0.6144357909	-0.06667969286	-0.5854038002	0.6955849938	0.7626840594	-0.1249557715	-0.7252970292
-1.032774571	1.430352241	0.6912641273	-0.752516121	1.001060238	-1.074740901	-0.9690926221	-0.7666957284	0.1218171063	-0.007788095598	-0.01881569277	0.1250614915	0.4312859651	0.9594923378	-0.606164892	0.3988753585	-0.5630224367	0.5426207151	-0.8329692911	0.5069716463	-0.4181807438	-0.4988516016	-1.139420368	0.387833407	-0.7980812774	-0.466355699	0.7874624722	0.2430294527	1.909447173	-0.2732641132	-0.1023680136	1.45009723	1.122789251	0.1572011702	0.1198453923	-0.7036307893	0.172349643	0.8365031509	-0.9474198556	2.509006967	-0.9180602928	0.5576662836	-0.3986148143	-0.5177905006	0.7029297782	-1.368810662	0.9391353066	-0.5994908086	-1.007324139	1.580785547	0.0880033899	-1.567262566	0.5343373888	0.7536603685	-0.9457856729	0.568963718	-0.3993705996	1.071008016	-2.371087941	-0.2911472948	-0.2628290822	-0.6173960363	-0.8922911352	-0.4739308016	-1.761573292	0.7987828885	1.316302402	-0.4151433495	-1.187479794	0.02300068639	0.6008556919	-0.7500799892	-0.9410276595	0.7245403202	-0.8301121789	0.3527380644	0.8876471697	-0.2986645019	0.7528437359	-1.115765086	0.1161675624	1.105959875	0.5757750323	0.1011033183	-0.6899507907	0.4726840895	0.7199727747	0.5698074631	-1.299170438	-0.8159860865	2.101654161	0.2174566934	0.2265497276	-0.4494778603	-0.3499965807	0.8030275108	0.8519855772	-0.09553059576	0.08658094054	-0.536593722	1.605001681	0.5314945134	0.7486454748	-0.517511586	0.7000603604	0.2504696435	0.2105352181	1.476607419	0.9846474424	0.9683159549	-1.490029863	0.3238685718	0.4497904544	0.2685788693	0.3851179422	-0.239202074	-1.436503458	-0.598449541	-0.3799455936	1.646660726	0.5728247947	-0.803797236
