melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073
-0.9629466036	-1.375972646	-1.146934881	-0.3090466976	-1.229374266	-0.850731153	-1.077012172	-0.6007308198	0.9312048235	-0.784858595	0.1250644763	0.3554384444	-0.6315259823	0.1884930582	-0.4792756392	0.001175894952	-0.9325215476	-1.503987993	-0.810597344	-1.20783379	-0.8002799246	-0.4449741347	-0.53866321	-1.582762047	-0.7817362503	-1.454530005	-1.726012226	-0.6430180695	-1.589379426	-1.313456672	0.8254320474	0.4465048282	0.1556928369	-0.2333705228	-0.912300407	-0.5035937829	1.834767061	1.035169378	1.61110205	0.7787911918	1.51520161	-0.8473321345	-0.4667621677	2.767870555	0.1382482359	-1.840277456	-0.9529608865	-1.135569503	-0.6597985156	0.4629838267	-0.1239583095	0.2345128835	-0.536192868	0.4164405724	-0.3409543446	-0.9000664928	0.7176392121	0.737881672	-0.4213265471	-0.5844270926	-0.592688738	-2.383055525	-0.4758145405	-0.122793327	1.071245743	-2.341701289	0.3709064845	1.355907212	-0.04576639821	-0.1257892182	0.02843875247	-0.6049273935	-0.6223057597	-0.1908095768
0.9862604384	0.1483547477	1.856558701	-0.5691013374	1.140592053	-0.9801117873	0.09468311935	-1.195663598	1.043621095	0.706276057	-0.8802287376	-0.414768301	-0.67040019	0.2934888354	-0.5291378192	0.2315184592	-1.038514673	-1.81541141	-1.249830217	-1.943365909	-1.49757058	-0.3829861641	-0.2702687287	0.4634128753	-1.159328106	-1.039085525	-1.939445289	-0.984798082	-1.78484213	-1.444500558	0.8117230077	-1.202859361	0.8771556454	-0.9370624431	-0.7448511124	-1.445236796	0.1728975629	0.7871704834	1.632883834	0.3245409883	-1.455193153	-0.5476755919	-0.6178808679	2.280617713	-0.02041499755	-1.613164314	-1.535007404	-0.5331218363	-0.8966717216	-0.2609031306	-0.6066200295	0.395916121	-2.335285402	-0.5913768775	-1.283262905	-0.31833315	-0.2759750541	0.654881848	-0.6448991921	-0.253172276	-0.7277779267	-1.580829025	-1.75058253	-0.2098661736	-0.3357231341	-2.123698791	-0.1292269354	0.1697262852	1.387103363	1.277297848	1.130608678	-0.1649877374	-0.3484912552	-0.9279300533
-1.031434258	-0.9916699114	-1.071573269	0.7377293438	-1.05407537	-0.8706644821	-1.36333922	-0.2644948206	0.6714512878	-0.5061896058	-0.139633319	0.3082658252	-0.08077633695	0.1984682353	-0.4643437383	0.4118061995	-0.07740730953	-0.8639796699	-0.882122474	-0.7817030676	0.278242327	-0.4415738366	0.1073489119	-0.08070831066	-1.824345705	0.3629145463	-1.640112738	-0.5748327093	-0.7276987591	-0.6606684198	0.4207725518	2.072021813	0.1720449141	-0.6059617147	-1.59383205	-0.2984471483	0.1505093406	0.7717747558	0.9394370379	1.16119259	0.0323474349	-1.946304783	-0.7197879437	0.5339168578	-0.5705191416	-0.05218027321	-1.168682182	-0.5134372634	-0.7771889791	0.01651509275	-0.6542525819	-0.08891385646	-0.521771665	-0.4701387342	-1.533271783	0.4403277294	0.2808175693	0.3896175022	-0.2925863913	-0.7277616048	0.02947465127	-0.7219975385	-0.6537546295	-0.2680554471	0.4343423291	-0.4353618447	-0.919792375	0.4299948675	-0.2279376946	-0.4010655634	-0.2143474496	-1.343909598	1.114741051	-0.06618212872
1.251140595	0.3911260486	1.460908535	-0.1583776729	1.200920707	-0.3486861148	-0.08670316633	-0.9146465747	0.8892331944	-0.04994674972	-0.2166310525	-0.9768101164	-0.4696022745	0.8677041068	-0.01808650785	0.6691723239	0.2116493902	-1.324065437	-1.254688876	0.2776760702	-1.210432574	-0.3398859853	0.06380814902	1.373715815	-1.513000174	0.4552396577	-1.220407515	-0.6188895836	-0.3801586009	-0.7641087689	-0.1018970928	-0.1938076957	0.05407028826	0.01644877375	-0.6565379871	-1.885781278	0.4140846312	-0.1394406075	0.1727537748	-0.5066913647	-1.376448995	-0.2660109097	-0.5321955745	0.255453221	-0.4003542941	0.6184502927	-0.3415616373	0.08993260332	-1.207901216	-0.2828697034	-1.560171669	0.8895630865	-0.8569833166	0.01244504769	-0.5211589521	0.2938815673	-0.0543036358	0.5979097194	-0.8126769487	0.04621184178	0.2790601808	-0.1321929384	-0.6085154353	0.2157984942	0.7771201753	0.03367398924	-0.5611759733	1.114907807	2.312339286	1.409679986	-0.2894409935	-1.683547372	0.5330308505	0.1883667278
-0.8995508395	-0.5658933514	-0.8212808767	-1.34718236	-1.696868608	-0.3649918905	0.8454679184	0.7667636401	0.894053695	0.08466081497	1.615092555	0.9294769558	-0.5098003528	0.4310579067	-0.3992832063	0.7079046644	0.02448281247	-1.899750022	0.4463641235	0.2534601315	0.9144486592	-0.3232890903	0.9387900389	-0.7154982946	-0.7116847848	0.3059747886	-0.4139330529	-0.9355424569	-0.5971883349	-0.5021966205	-0.6204728156	-0.6928802734	-0.5668362382	0.5195640881	-1.244362262	-2.198101159	-0.7844703286	-0.3123981295	0.2296787498	0.672105502	-0.9983703903	-0.3441287884	-1.181028217	-0.104613654	-0.09474253693	0.9076510714	-0.1873326107	-0.314893512	-0.944941055	-0.3766371093	-0.7166418637	0.8434643948	0.09938601265	-0.3759754584	-0.4269356372	1.075010306	-0.108054742	0.159511899	0.3108487423	0.5015498914	-0.1949878586	-0.3538809266	-0.5818155513	-0.00625569951	-1.22433255	-0.2704072429	-0.9887707554	0.6295764398	0.7409600344	1.742733311	0.268020456	-2.086708023	0.998231791	0.07756447806
1.483046773	1.42907565	-0.7031688755	0.05161556549	0.2289479722	-0.4292482964	-0.8800201594	-0.8812170026	0.4844405273	-0.8608453724	-0.9632806145	-0.9259512203	-0.9386707591	0.7208392113	-0.2811476527	0.2780743275	0.5451882703	-1.326668219	-0.7848416597	0.4903566356	-1.111436957	-0.9530176688	0.9049667889	0.3675328588	-1.563853879	0.1302713872	-1.097965381	-0.08950953976	-0.7134276328	-0.4085995355	-0.6110827232	-1.276878268	0.3550292004	1.030921214	0.02540936619	-1.703485845	-0.3736535148	-0.4698960032	0.7185115483	-1.709519187	-0.1636995014	-0.9198121917	-0.6547715331	0.1288021331	1.187985722	1.099976027	-1.279332185	0.6124554714	-1.55007729	-0.4908568671	0.8846668581	0.6920678223	-0.4528744689	0.03932524042	-0.4731589509	0.4712124565	0.7655371715	0.5359660212	-0.08165618574	-1.036915868	-0.2516395162	-0.1131844446	-0.3356634229	0.1327627445	0.4188887159	-0.1237037082	-0.9450167285	-0.4052628582	0.6954840629	0.6236352765	-0.557521577	-1.535842653	-0.4216104161	-0.2532403911
-0.8937823408	-0.8276747556	0.1806551736	-1.199519991	-0.3848758605	-0.331614417	0.9144342256	1.746963897	0.7935750955	0.717527591	1.178254712	-0.6955335039	-0.7736946635	0.5535938357	0.04852760791	0.3157659131	0.3409640809	-0.8608291274	0.400720823	0.8926814571	-0.6177794547	-0.09152310596	1.408768618	-1.269729603	-0.9760616814	0.8941895285	-1.018886362	-0.3658850384	0.3553591213	0.6054571654	-0.5161176897	-2.068482476	-0.4234636599	0.7513575239	-0.5514022191	0.01065366703	-0.7892787656	0.8713181396	-0.02929981099	0.7184025628	-0.4425146018	-0.8189074484	-0.2137134418	-0.05969733945	1.38046492	1.421797686	-2.386584754	0.6171865275	-0.3739810656	0.8180456111	0.4936103812	1.105549224	0.5225840575	-0.9196312622	-0.1824856014	0.9389340793	0.1958350809	-0.4772276306	-0.5136139687	-0.6135350573	0.8133416879	0.161893865	-0.37421032	0.9606155323	0.1594727127	0.6636591983	-0.9235564013	-2.338480804	-1.106237256	0.03139533413	1.042448155	-1.349410231	1.094831521	-0.06677700497
2.044931612	2.188145249	-0.2545548042	1.046946364	-0.2481908256	-0.3807129123	-0.6789272337	0.0768745558	0.3583460063	-0.4776023118	-0.0821376316	-0.2520481142	0.3005009962	0.1864694598	-0.02343365892	0.317098737	0.6268575961	-0.8327859814	0.3196555515	1.066409881	-0.3599571309	-0.2264798399	1.105816751	0.8399759961	-1.238183124	0.897819883	-0.4021549794	0.07219775092	1.094369583	-0.03936561955	-0.3130827518	0.13612994	-0.6173181383	0.4997424603	-0.9134058193	-0.07420231355	-0.6696134276	0.3558203222	-0.7337779304	0.07447332638	0.4370299318	-0.5140435156	-0.2571680678	-0.5032994372	0.4652526179	1.179594347	-1.283341574	0.6183004362	-1.269908006	1.399163056	1.072195505	0.1573649615	0.179084692	-1.186172033	-0.6770080606	-0.5664446857	1.109605675	-0.1104381755	-0.8536869844	0.5670242156	0.20086581	1.042543162	0.09071970604	0.136181998	0.8592395023	1.633877686	-0.5106914564	-0.6644700971	1.099349993	0.5830014342	-0.3359657897	-0.8359750628	1.551085946	-1.316178901
-0.6680382063	-0.5162501219	-0.07485611399	-0.6779392488	1.114625087	-0.2010459609	1.690053186	1.773045533	0.7589334724	0.6351415671	0.8867469051	-0.2818402747	0.3394875677	1.052119367	0.09266935633	0.7531792262	1.251336854	-1.148802671	0.01085510177	1.734149937	-0.04201532076	-0.4158217643	0.7892405036	-0.9752383039	-1.167990013	0.5637082944	0.2395580691	-0.2690268572	0.8467035379	1.001540207	0.2819311456	-0.7245465765	-1.630455752	0.1593524017	-0.1544232904	1.025208595	-1.143665096	1.187689087	-0.09392596579	0.6340960059	0.6799306595	-0.127001336	-0.3256618779	0.01575845999	0.0156749402	1.077336306	-0.1121741594	0.3102962469	1.269472267	-0.05663174781	1.017730838	0.9491896166	0.7906795029	-0.3688667619	0.2325470032	0.1410471042	1.037149126	-0.1211431519	-0.03755397474	0.8549756897	1.0272871	1.151094496	0.9143821184	0.5770404767	1.41281086	0.8903667045	0.748480989	-0.6932277041	-1.297958929	-0.7562517285	-0.9443390136	-1.616117048	1.050361494	-0.359293476
-0.564145899	-0.5801289084	-0.8465416966	0.8536248243	-0.9530531485	0.02854480288	-0.9379181204	-0.3198024038	0.9174651661	-1.00530902	-0.2738646699	1.477984115	-0.808318906	0.714360893	-0.2242390119	0.6742630104	1.37980359	-1.337530194	1.802998961	1.539826325	0.6693199415	0.6249531404	1.157158267	-0.1726279561	-0.4106667481	0.3969671603	0.0517319305	-0.8113005663	0.5744512222	1.281217997	-0.08675415744	2.168532986	1.742094895	0.2732600758	-0.4807479647	1.466081495	0.6022909319	0.5533144963	-0.4977416008	0.8365913129	0.8115277101	0.02720808404	0.3745299245	-0.4483905179	1.38975827	0.6485170762	0.8025684017	-0.0951825356	1.827896495	1.021891331	0.6956232454	0.51075444	1.13405686	-1.035179116	-0.4531395459	-0.6964639788	0.9842634121	-0.7442534073	0.6424386393	0.7151627331	0.5790893314	1.638381786	0.9924237897	0.472938226	0.3020332424	0.544074392	0.3448016634	-1.188714354	-0.2494055813	-1.375932646	0.3686258299	-0.3726285355	1.378916847	0.6866551493
