melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095
0.9424836234	1.653227576	0.6038063633	-1.100777737	-0.03529597858	-0.8558178277	-1.126636257	0.2210845476	-1.208598066	-0.4021499713	0.9608735912	-1.011494671	-0.6803282447	-1.302372071	2.211836813	-0.9020498321	-0.2887700925	-1.756610652	-0.6783460793	1.922456591	1.78810339	-0.6409976687	-2.035463337	-0.8286419524	-0.7375718874	-0.6952277506	-0.3607932728	-2.259165294	-0.1041594827	0.384886504	0.1241497297	1.055946059	-3.278444819	-0.09508352519	-0.5717323974	0.9143146927	-0.3269124087	0.4431328646	1.386266323	-1.537566169	0.508150186	1.173142061	1.832663254	0.9315698882	0.3646118651	0.4393672409	-1.540286236	-2.843420846	-3.439877884	-1.209602075	0.3019788916	0.08682880042	-0.1439412952	-1.344190393	-1.466266453	-0.2474701881	0.5955675709	0.6620382645	1.435824664	0.3018767906	-0.3958336172	-1.389520427	1.060166553	-0.9995802529	0.6825227127	1.054427772	-0.5700500799	-1.133947122	-1.327985801	-3.237458429	0.05481528803	-0.3387492447	1.677379687	-0.01702675422	0.6278522063	-0.9830751961	-0.08277138953	1.203412534	0.6110253706	-1.098493595	0.3875061859	0.1007945629	-1.596599863	0.003429781319	-0.1796303316	-0.7171087082	-1.479273017	-1.214475506	0.439607735	0.3095968479	1.067265225	-0.915948166	-0.7233801262	0.08241140315	0.264053088	-0.1818315738
-0.8452711721	-0.09779849211	-0.7369436645	-1.364490904	0.2506240459	-1.567632901	1.107205997	-0.6989889721	1.23838399	-0.7769487532	0.2186235665	-1.549755196	-1.58520999	0.5660347435	1.088336941	-1.061696838	-0.7338301721	-0.8607348062	-0.4666062049	-0.3714333323	1.491210939	-1.195072575	-1.845377644	-0.1906990797	2.109066988	-1.140773622	0.3054296168	0.3772611069	-1.290365121	9.296281482e-05	0.07388274044	1.093522945	-2.675644744	-1.322333674	1.500202641	-0.200259559	-1.278339158	-0.3590325469	1.014206257	-1.768793732	0.5014976517	1.721893289	1.520730425	0.5764916354	1.092188316	0.4611716115	-1.258002347	-2.296069849	-2.794443103	-0.7316036003	-0.8495594427	1.109241905	-0.2241131923	-1.226416896	-0.7531006543	-1.281273786	0.312722859	-0.05839710086	-1.094952637	1.142643911	1.053443033	-0.005312383635	1.368819334	-0.6930064726	1.003102926	1.009033817	-0.6502920415	-1.722992629	-0.1557279111	-2.663659441	-1.077576839	-1.596757657	0.1887993539	2.183782702	0.02102063505	-1.339407553	1.041715053	1.054906494	-0.7363427115	-2.630559638	0.5215933002	-1.128371677	-2.393612106	-0.1911803611	-1.934860983	-1.508403929	0.2693639897	0.6282353131	-0.2362246744	0.6515208124	1.354727692	0.2354087108	-1.311973081	0.2764611256	-0.09393550304	-0.6635725668
1.812395171	0.2658958586	1.293763657	-1.222571824	-1.002082729	-1.588905342	-1.047382336	0.6900180675	-1.133944864	-0.9220437431	0.1973949886	-0.9315765947	-1.056980557	-0.5200904686	-0.1128701083	-1.282995477	-0.6263425756	-0.4024938498	-0.6099201524	0.3590853539	1.159847723	-1.258603192	-0.7811030895	0.01858197871	-0.1234329882	-1.089892403	0.3562041546	0.4876318365	-1.039480233	-0.6508077772	-0.01880744145	0.06288406357	-1.826971918	-1.999256494	0.6337441666	-0.2815843867	-1.174669622	-1.129237555	0.7347957442	-0.6593690757	0.5973244729	0.4634795405	0.9906223217	-0.4743347658	-0.8308724066	1.271828732	-1.152372366	-1.277910768	-1.074523424	-0.7370998183	-0.6783864876	0.2554834456	0.2918003129	-1.149704219	-0.7760398215	-0.5530126949	0.05851911235	-0.9208131823	0.9772800514	0.7913450731	-0.3277422796	0.1574308348	1.073555984	-0.6296841552	1.07998129	1.43903638	-1.484196308	-0.6981513325	-0.4749833124	-2.030972431	0.7608891752	0.4366854077	0.2747223869	1.041790171	0.7081702383	0.267076418	0.6299767599	0.6003669746	0.4638203214	0.6085929196	0.8468244145	-2.021259985	-1.096646567	-0.07078340224	0.09549063651	-1.420201	-0.9391053594	-0.2585960931	0.1870614501	-0.4715521982	0.3186040256	-0.8099654734	-0.2807239657	-0.03579652231	-0.6320906786	0.1713568353
-0.8970892083	-0.2234692617	-1.00160674	-1.08977737	0.5071240316	-1.515185255	1.783261962	-1.097888633	1.376605934	-0.8783037217	0.1206724349	-0.7530837168	-1.367005404	0.183330617	-0.6226999489	-1.283930516	-0.8702917829	-1.106993483	-0.6292765575	-0.4427366931	0.3412669777	-1.272290577	-0.002297448055	-0.1675899442	1.171285123	-1.413414933	0.05680480305	1.043383405	-1.441846389	-0.3061135258	-0.1288588302	-0.6901970262	-0.9785378876	-1.700017857	0.3294704964	-0.7075610389	-1.099185244	-1.290194732	0.4161265345	-0.1562398789	0.3903888673	1.278904684	1.156666859	-0.3752477791	1.309658334	-1.251797638	-0.7504747062	-0.6093889411	-0.5744176327	0.1888746526	-0.2682527493	1.442962079	-0.1407558976	0.1201657273	-0.6705620695	-0.4046497821	-0.3000240389	-0.09236566308	0.3073864231	0.7182066685	0.05694867403	0.2882594567	0.4516573077	-0.3823277339	1.244543998	0.4415150199	-0.9443131608	-0.8990323629	0.05891957806	-1.338307078	-0.2709179917	-0.2889920455	-1.364431728	0.1672418419	-0.869378611	-1.712271371	1.799112464	0.6811452798	0.2544006558	-0.06764978112	1.094028178	-1.627251138	-0.8861839138	0.6521849161	-1.07834427	-0.4731894182	1.303768185	-0.1570453958	-0.1565874958	-0.1532025408	0.4083575107	1.276190853	0.3659431089	1.02116293	-0.6607697694	0.6584717314
-0.9207672553	-1.046567548	1.077573006	-1.107407834	-1.049382222	-1.194333824	-1.181513719	1.540547317	-1.136553691	-0.4285903768	0.313661555	-0.4247276919	-1.657110231	-0.2621994591	-0.8969426015	-1.221483635	-0.3062900373	0.2316931133	-0.6800872688	-0.9153396525	1.123658664	-1.255546953	-0.7173150386	1.710155929	-1.549742451	-1.078524796	-1.770904511	0.3380485295	-0.1796351196	-0.005831586616	-0.02055736587	1.165473793	-0.8072550873	-1.655261978	0.3964301426	-0.6772888724	-1.235911209	-0.8348029515	0.6838943563	0.6405907722	-0.9860409163	-0.909719801	1.13489196	0.9960743595	0.1529452728	0.287510034	-1.292983702	-0.4335274684	-0.177859981	-0.9792057218	-0.6100564109	-0.7459708234	-0.2161357728	-0.6298029791	-1.000570677	0.1683345638	-0.06549668962	-0.6670503981	1.210285448	0.1639406355	-0.1900321212	1.726758523	0.4837714588	-0.691806946	-0.03686482221	1.416590948	-1.068065288	0.5346701395	-0.510208394	-0.938252554	0.1076204987	-1.171873877	0.1749359857	-0.3064408237	0.2557848825	-0.09989274922	1.166564003	0.5226384918	1.025316	-0.2751359557	0.8705251975	-1.276901987	-0.7834428401	0.5005848077	1.239338206	-0.218254621	0.8948963246	0.4574438241	0.177240626	1.291235874	-0.1174299892	-0.522232093	0.5672433717	0.3536515784	0.1756101459	1.804725018
0.4113824701	1.118111393	0.05568397281	-1.429256382	1.962257333	-1.931472348	-0.6216626505	-0.3589901447	0.6422178105	-0.6472734894	-0.4543968618	-0.9985848219	-2.011398472	-0.7473723659	-1.958883641	-1.742403536	-0.3342731086	-0.5515213786	-0.8987080431	0.6347800022	0.8701441423	-1.155892116	-0.8802768835	-1.008559793	0.3613450042	-1.597295937	0.5105911513	-0.1616880685	-0.7308323465	-0.04282363877	-0.7739142472	-0.9929939205	0.02902563593	-1.712304365	-0.4730774082	-0.676567162	-1.671194238	-0.3307624002	0.4008600062	0.5195758026	1.546269163	-0.3332833924	0.4366073405	0.8760642689	-0.2434588492	-1.461426615	-1.446063254	-1.15103838	-1.445697787	-0.2416440121	-0.6206026349	0.7613097832	0.4921486685	-0.7014586371	-1.106136788	-0.8924907171	-0.614337658	-0.6832407793	-0.2420192012	-0.441092122	0.2918210359	0.2511034344	0.8046530155	-0.9530460935	0.8683456434	-0.5665932499	1.252928792	-0.6244339345	-1.146806977	-1.208636598	0.7756572139	-0.5377328786	-0.8854370083	0.008619668837	0.6240947292	-1.399651307	0.6448636112	0.6090583007	0.9495827551	-0.187049832	0.6389985492	-1.809146051	-1.595759097	0.06680399645	-1.653593064	-0.7042607016	-1.276331614	-0.08218511584	0.1998830701	1.006478565	-0.6706718463	-1.382789923	-0.7593175941	-0.1127110436	-1.303165756	0.7981027942
-1.147917906	-1.344978448	-1.150155525	-1.220907526	-1.008308758	-1.177228602	0.3666344507	-0.8895953891	-0.5638143206	-0.2841805163	0.1649208976	-0.6513281009	-1.238084145	1.010941508	-1.869656497	-1.429924516	-0.3694833231	1.726023102	-0.9052696996	-0.8713932596	1.393622232	-1.193704304	-0.7576049586	0.1146110914	-1.260006157	-1.077295164	-1.649074687	-0.06455611149	-0.4356202798	-0.8959736653	-0.05400276976	0.6675878669	-0.6047274237	-0.93363271	0.8813517614	-0.7826368598	-0.596805416	-0.4391371929	1.048352535	-0.5267538227	-0.7844432394	-1.892912782	1.656577695	-1.092154881	0.2432022858	-0.7597377567	-1.24718282	-1.361846174	-0.5389401625	-0.4365956249	-0.3969392305	0.283063412	0.4871387564	-0.4555533267	-0.2876549678	-0.5229775806	0.2039120122	-0.2951790119	0.7431369785	-0.7943363845	1.629129161	-0.9593795859	1.3805808	-0.4449780344	-0.07699915181	1.811913985	1.253815499	0.6082637173	1.038467731	-0.1255094271	0.4239340305	-1.522065792	-0.2775053675	0.07029423058	1.509843365	-1.84289637	1.230649559	0.8627917062	0.664780442	0.5887842115	0.7108853299	-2.186393919	0.5142290524	0.8450172962	-0.393088132	0.2825115739	0.5413334455	0.7504347996	0.6512315841	-0.5220896602	1.166216023	-0.5162579519	-0.7040999054	0.9542289588	-0.3900212207	0.8132974497
1.282269118	1.692356344	0.6531527549	-1.389675796	0.1052048427	-1.863937092	-0.5555644203	-0.05208821899	-0.5918000566	-0.3416857724	0.1786429404	-0.6767351643	-0.6919612103	-0.3573230146	-1.686392702	-1.682630338	-0.350592833	-0.8019927553	-1.032922001	0.2173429173	1.072957731	-0.9192131491	0.4514957714	-0.3753761241	-0.5171319498	-0.02285266836	0.4465718322	-0.5381714217	-0.2621736653	-0.7180227068	-0.04415230895	0.68737098	-0.12140069	-1.453241415	0.3453258694	-0.2268032279	-0.0353637684	-0.4661857022	0.9593847436	-1.194735947	1.231703959	-1.838188981	0.9227394987	-0.9148421893	-0.4351421447	0.3999982498	-1.113674844	-0.5676863884	-1.73745139	-0.4889382908	-0.326957566	0.3856041714	0.6419896551	-0.1620856009	-1.34979316	0.5249557414	-0.2089952925	-0.39980529	0.2504785977	-0.0876441459	-0.6609871098	0.2739794272	0.2193322143	-0.331133453	0.7222974916	0.9173785382	0.4987177597	-0.1937658746	-0.4406441218	0.7453031554	0.4854032825	0.9043435662	-0.2407181449	-0.1624654191	2.147946484	0.1812986221	-0.4227257292	1.650802835	0.002941973291	1.51366364	0.6497135618	-0.9510169823	-0.2825140429	-0.522014107	-0.4091780516	-0.09783093487	-1.818593344	-0.5637276724	-0.1858808204	0.1097510352	-0.3039339262	-0.1548284314	-1.056929979	0.03410799524	-0.2941365101	-0.8106374747
-1.076503133	-0.8508391111	-1.016114983	-1.227165972	-0.1671524463	-1.464169742	1.791285907	-1.33597918	0.9860262022	-0.2306900305	0.3107871231	-0.2966278049	-0.1806424136	0.9709751172	-1.381271228	-1.539628172	-0.6161307415	-0.7075929962	-0.58150536	0.718220209	1.870102983	-0.696818025	0.401706369	-0.3258837572	-0.6361544841	0.3046522536	-0.3613986766	0.3447477784	-0.3294926583	-0.6268617091	0.2836856703	-0.1549037061	0.04543587565	-0.5803565664	-1.628571889	-0.03666023549	0.8377502816	0.4742562852	0.986482921	-1.819327487	-1.877058772	-1.244260762	1.167735809	-0.3284553047	1.003991924	-1.478713157	-1.10930171	0.0804266595	-0.2727951662	1.25971504	-1.481391047	-0.6829027519	0.3117848311	2.130789906	-0.2404502882	0.5027269871	0.1120631391	0.2296521226	-0.1050522298	0.3598397773	0.8604129561	-0.603798128	1.435644512	-0.04672633544	-0.7739278703	1.076571734	-0.2936962008	0.1461791352	1.406657186	0.4802310128	-0.4668797337	-0.7031940928	-0.4851375221	0.527701045	0.7343068773	-1.08712357	1.318597771	1.303584697	0.2238922332	-0.5111203232	1.051093568	-1.717146106	1.363834321	0.3104089893	-0.4589387779	1.434947671	-0.4123335619	0.3626639394	0.2361424192	-0.9307775413	0.2883685697	2.170122243	-1.585020324	0.9520442836	0.6353386949	-0.3355869406
-1.148945427	-1.058826509	0.7277136613	-1.33536967	-1.22478752	-1.749167576	-0.8093326576	1.619397221	-1.078730541	-0.05170412435	0.4896880504	-0.4346845747	0.03675638366	-0.7786083714	-1.590915689	-1.716223731	-0.02996678318	0.3041404785	-0.5202164566	-1.16909882	1.577787767	-0.5518396267	0.02756680768	1.615993962	-0.6644450992	0.9982135853	-0.5873679083	0.5992650002	-0.1893763858	-0.5341459046	0.3221483107	0.9916791785	0.4858215765	-0.536547603	0.4069990112	-0.1305803252	0.499480349	-0.1886015875	0.7194903244	-1.417029116	-0.3090032984	-2.445327235	0.7346943409	1.14508438	-0.3280498972	-0.3096289523	-1.034729952	0.462909434	-0.5673469068	-0.6363377593	-1.466311457	-0.9389189805	0.08491288243	0.1248001208	-0.6526524654	0.6528277614	0.1075499243	-0.978209406	-0.5393168745	0.07964271896	0.06951785147	1.911782828	0.8041863118	0.1060004994	0.1817122692	1.493599394	-0.5081473923	0.1034897949	0.3743603108	1.478516524	-1.499043905	-0.3172926009	-0.524586644	0.5529238806	0.2373672443	0.8004673259	1.206363918	1.561895217	0.2949699976	0.1166092087	1.336881807	-0.2997122183	-1.552487908	-0.5471382481	0.1419729299	1.127702676	-0.9202739298	2.006497369	-0.09345355073	0.6123469952	0.114732213	-0.5859035677	-0.7961618301	-0.6368359039	0.9066435612	0.1473705511
