melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058
-0.8941182455	-0.3309835046	2.543079863	-0.9096279581	-0.9093322408	-0.9335177644	-0.5025625585	-0.6347563702	-1.133028197	-0.09510719515	2.608200386	-1.298187072	0.01844794436	0.9240890186	1.113533377	0.05052587426	1.72491134	-0.1885493382	0.4284014446	0.1271467989	-1.087705573	0.8900015622	0.002858096278	-0.6560137055	0.3643572668	1.189101089	-0.4333858799	-0.5019199411	-0.1657529011	-0.6940056874	1.254257753	1.832719604	0.1336689607	0.7510201956	2.079993868	0.3011054229	-0.9745300331	0.7403636858	-0.5840649148	-0.1779421084	0.3555336389	0.8468177825	-0.6897904897	-1.20732375	0.6987871702	0.6792184505	-0.8125350858	0.08714148096	1.132782883	-0.6014233173	0.7296497342	2.483805575	-0.077242816	-1.29850376	0.8540740991	2.431047216	0.619959047	-1.723970805	-1.823939406
0.9108686093	0.1800714624	-0.4499624217	1.621008417	-0.8357642739	-1.37434051	1.57938097	0.01340132155	1.064598947	0.4851840263	-0.07047254696	-1.084822252	0.1885499715	0.2213976344	1.464705338	0.237100188	1.862930103	0.3179309757	-0.8108522489	0.08073022918	-2.327441491	0.4768510347	1.478095121	-0.4654974681	0.3894548376	1.897516837	0.3462450936	0.1388592177	0.6679574814	0.1010084136	0.5375652721	1.640212314	0.4682914915	0.4918362979	0.1718591741	0.1485346093	-0.5038751653	1.278890288	0.6213523082	-0.08983862897	-0.08406147553	1.548655896	-0.2372241401	0.9388996971	0.2094970303	1.658976313	0.6836789654	-0.5161468024	-0.6261725786	-1.439689798	-1.196054077	3.385026826	-0.9288082169	-1.205621322	1.170114034	0.01977982301	0.4170067999	-1.333350484	-1.72940202
1.007428535	2.527662371	1.672017833	-0.9656275248	-0.4059003654	-0.3040887222	1.168054827	0.7576792787	-0.3382533674	0.8362017384	0.3715984306	-0.6912052436	0.3652041348	-0.5137941193	1.942158957	0.1858589544	1.163140314	0.512862679	-0.3120480078	0.8159737367	-1.69315601	0.3340294925	1.313218334	-0.6131612332	0.2481050512	1.921905517	0.6325137767	0.8278344988	-0.4055816006	0.7895311194	0.7176505594	0.2772952352	1.626607853	-0.2845487122	0.1247216678	1.416200369	1.16661019	-0.8257345634	1.571064382	-0.1166782757	-0.2945362093	0.6687938673	1.078762425	1.114964361	0.4573660437	1.929255219	0.2104720944	0.2334928851	-0.5100321493	-0.3229421919	-0.9124769844	3.178324695	-1.813057623	-1.046864035	1.196978093	-0.2506164385	0.3264564003	-1.186379539	-0.6026445319
-0.1927103264	-0.5212925394	-0.4804152575	0.7996771666	1.755580815	0.7943509308	1.487362106	0.2971998691	1.853052769	1.021488317	-0.389600841	-0.6559932002	0.7952995628	-0.5520979897	2.03423019	0.6274851876	1.290964318	0.2925542157	-0.5212822039	1.593260341	0.009421481402	-0.2346256179	1.425990107	-1.331748465	-0.3227754522	1.068094741	-0.006418474994	0.9926586986	1.53379844	0.8418017829	1.187226349	0.4498643418	1.370632271	-0.002517946497	-1.614674817	0.5581183978	-0.4833333965	-0.2590332687	1.01003355	1.440583228	1.411341628	0.7428379897	-0.6274307884	0.326288771	0.6612196748	0.5706513187	1.100209458	0.1379240285	-0.376120337	-1.333812531	-1.420818389	2.732058271	-1.355256478	0.03639373664	1.722354497	-1.575324734	0.8178636281	1.153257612	-0.4319160416
-0.6700133992	-0.7176439846	0.9548262561	-0.532962687	-0.05248062036	0.8546920463	0.4959044504	-0.2122931553	-1.748008483	-0.7108585268	2.663434252	-0.4788437428	0.6171481531	1.289852998	1.257501573	0.3296905399	0.4609753967	-0.7344910416	-0.4827791295	0.8708845283	-0.1251296821	-0.7009518061	1.468323256	-0.8126348403	-0.6192775131	0.7153089884	-0.9510284401	1.022675189	1.415944325	0.1837251209	1.742748015	0.5746780585	1.417124088	-0.07995289142	1.01636006	0.485735361	-0.2725836688	0.3970056552	0.3673248492	0.2341012592	0.5633918221	0.5258343848	-0.584974811	0.8712908856	1.281118598	0.9068753504	-0.02608634127	-0.9193423114	1.292080368	-0.5002373108	-0.8717834015	1.461285808	-0.4866730036	-0.5075422351	1.058968439	0.3771782084	0.4043278726	1.471846083	1.721384508
1.323738097	0.137265033	-0.2317630782	1.063782465	-0.9328313078	-0.4715768442	0.8811437541	0.1347741009	0.830443471	1.882122233	-0.5942023496	-1.043675688	-0.2123930087	0.6098872611	0.8777937385	0.1014789296	0.5413558328	0.01732532483	0.9257985543	0.5672929953	0.0903990654	-0.2628150046	0.2500298431	-0.5017155578	-0.656659369	0.4015325764	0.2256259178	0.4741226862	0.5518638386	0.7627907028	0.5712919931	0.4121666789	1.457797296	0.002305700626	-0.796825269	0.613508631	0.09642677707	0.6509450346	-0.1628295272	0.764698958	-0.00825897997	1.063259944	-0.2203420083	1.418053469	0.608152066	0.7153200889	0.4589361842	-0.1661593703	-0.542721466	-0.722921971	1.015112124	1.216205983	-0.01234183807	-0.8538396027	-0.04815711716	-0.4189503995	-0.5498584591	0.6650755047	0.7694375744
-0.7976447191	-0.7302338328	0.2636873778	-1.217529346	-0.3314129901	1.081816182	0.1670523611	0.6318441868	-1.424115712	-0.4243248665	2.452641842	-0.5845769429	0.5818811303	1.73922061	0.8137520335	0.3131633205	1.163703654	-0.7084448215	1.032775916	0.3277996026	-0.02605922392	0.6624388579	1.04104008	-0.2015101344	-0.2961754882	1.021154379	-0.3072840166	0.8942199403	1.067917992	-0.1563354469	0.463883664	0.4614276196	0.9717554069	-0.7472163559	0.8943923187	0.6498984904	-0.9380650093	-0.03045255875	1.666975406	0.4234444953	-0.8832058132	-0.182762187	-0.1773402853	0.8635734392	0.7371194321	1.342110649	-0.01569114647	-0.49837014	1.119598336	-0.416788319	0.09971899837	0.3681617387	-0.2190682646	-0.3721718171	0.8837501402	1.221923386	0.1092073908	0.6882251132	1.136794934
1.276855454	1.519714617	0.9208396332	-0.6500744662	-0.9185509855	-1.263580214	0.09991767312	1.072879323	-0.1557401451	0.5389233509	-0.150848999	-0.6037574865	-1.166388639	-0.1546630978	0.9625804043	0.1742312083	0.6549374681	-0.3502199406	2.039025181	1.620707478	-0.49984777	1.684510433	0.08633245595	-0.01429230336	-0.8193258143	0.7412428623	-0.4083305133	-0.6364091309	0.09677553988	0.2032071556	-0.2775635702	-0.3396985547	0.2234265635	-0.006227782494	-0.9458449856	0.5160633891	0.08552513825	-0.4787540308	0.6343441071	-0.3007957012	1.417731128	0.3177471835	1.253195968	2.013707438	-0.1816618228	1.155634873	-0.156819792	0.3821831962	-0.2913842951	-0.7855537298	1.413632382	-0.7285489962	-1.148975159	-0.1364341441	-0.4865392069	0.9303276836	-1.392497646	-0.5935982595	-0.09537779614
0.02557931619	-0.651370614	-0.8945533264	1.245263788	1.932188394	0.2308817472	0.07192241968	-0.3022769961	1.428849126	2.110948203	-0.7275750009	-0.03671488969	0.2046557356	-1.829646565	0.2178279573	-0.2712103636	1.396311371	-0.01265991215	1.620012041	0.9474199094	-0.2617102015	1.63955066	-0.983680017	-0.425745568	-0.6117115812	0.8165093636	-0.5368278846	1.398824179	0.5167227107	-0.230429205	-0.04318664421	0.5487751871	-0.285168038	-0.5127691393	-1.30060772	-0.7685155857	0.6669436591	0.516480108	0.3895404421	-0.3531894785	0.4727594817	0.1559131181	0.6125286376	0.6805175553	-0.01597944463	-1.262475417	0.3196503178	0.5964745762	-1.266503769	-0.9174309381	0.05428481663	-0.9810202981	-0.2543854154	-0.3976346812	-1.357406035	-0.1249448313	0.1785321889	-0.2421347805	-0.4800579141
-0.6996185705	-0.8634737255	-0.883500478	-0.4398120104	1.031747188	1.582979898	0.2135470029	-0.9512884605	0.2233210665	-1.644491623	-1.165038283	-0.1825553478	1.914851769	0.005654421738	0.5984258728	-0.5806306489	0.9486177545	0.08761759884	-0.146814576	0.2007527066	-0.2957370003	-0.4326067678	-1.488112255	-0.08368695765	-0.5949185288	0.4945412027	-1.701995749	1.909247455	-0.4519759779	-0.3177313977	0.2903984835	0.2735034595	-0.4460538808	-0.6079618276	1.518404298	0.2270202657	0.4854384554	-0.1321796879	0.4237893811	0.6981220501	0.9137260634	0.1999581815	-0.5293354599	0.7827382742	-0.3506776371	-1.075536574	-0.3771566062	0.1316544581	0.6298440239	-0.2685781816	0.5257122022	-1.173917125	0.7642644482	-0.09082738068	-1.054440697	-0.3832207686	0.9200032968	-0.6015802343	1.337917302
