melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085
-0.6396633689	0.2488844301	-0.7739214978	-0.09677098346	-0.7842196788	-0.4184075885	-0.8412051089	2.109911041	1.039466111	-0.8465306673	-0.7648490608	0.07695003905	-0.3375326424	-0.01768877616	1.004517543	0.980349937	1.251219116	-0.4540627137	-0.1340614139	0.2996800142	0.9822375219	-0.5539265884	0.9790132833	-1.193447779	-0.9873043213	-1.344171736	0.9705604295	1.237817303	0.7825129702	1.858534937	-1.616481497	-0.2195789573	1.537145875	0.6748527439	0.5650935943	0.0490601085	0.6307949706	0.1898473284	-0.4916972619	-0.02970280391	-1.278015992	0.1632285007	0.2338474641	-0.6600174411	-0.3555045349	-2.117133712	-0.582636453	-0.6716585841	1.271360682	0.3510852081	-1.922022148	-1.224003999	0.1468860229	-1.896799379	0.1089166583	0.0873569452	-1.090934438	0.6423273211	0.6750728105	0.1130789661	3.021290293	-0.0948560552	0.57313415	1.697218333	0.486640683	-0.1710368526	-1.265029356	-1.866951872	1.069925326	-0.1416851809	-0.1709341087	0.903124367	2.415830285	-0.4143534995	-1.092908723	0.4109817819	-2.597096748	0.6944635791	-0.5763786413	-0.6049591924	-0.477335077	0.5995595208	-0.3805215482	-1.131227157	-0.3710037336	-0.6037692827
-0.8380546039	-0.3290828539	-1.101689126	-0.8953903836	-0.7064342605	1.962195113	-0.1472294239	1.054025984	0.1031429313	-0.5226004565	-0.7628591297	0.2164424034	-0.5846788598	-1.131726	0.3542612514	0.7161471749	0.8330663512	-1.659342877	-0.05778458837	0.3530208443	0.5319852021	-1.094100889	0.3430519065	-1.360046028	-0.02074466929	-0.7779429488	-0.6731441356	2.165253985	0.7802780166	1.869688201	-1.880871487	-0.1032970855	0.2828373742	0.5945912623	1.702273314	0.9304784603	0.4498658879	0.6455052543	-0.8942624537	-0.5853995085	-0.5906435639	0.691569041	-0.01940666134	-1.438093146	-1.193239124	-2.577889574	-0.6177053066	-1.790327365	1.18982531	-0.2961114884	-2.030098721	-1.096595993	0.7840924638	-2.320443503	-0.5652749312	0.2697862598	0.1110739646	0.6979522321	0.1825874667	-1.321096883	2.500651345	-0.1372057377	1.127945565	0.5398780922	-0.6032938127	-0.06225461137	-1.872806664	-0.4846235931	0.02496759085	0.9392376302	0.2133902145	1.542135273	1.178969419	-1.372747262	-0.9845957023	0.1628972571	0.4031555091	-0.9230057099	-0.4704849213	-0.7291165782	0.1811283574	0.7424606723	-0.02237470859	-1.276431964	-1.158601012	-0.9772325094
-0.4007052565	-0.8563140487	-0.9269553005	-1.277741486	-1.135088125	1.463581712	1.997045723	-0.2519188938	-0.4928114591	0.1940503402	-1.05038393	-0.1042893174	-0.3899214016	-1.516785714	0.1966607397	-0.6309176985	0.8232034366	-1.260293189	-0.2625719898	0.0104600778	0.5604174068	-0.3654654809	-0.2877891832	-1.859784064	1.11271536	-1.205976044	-0.873628956	0.69401436	0.7299156495	1.902083024	-1.212059108	-0.6078363839	-0.2141377192	0.5528732841	0.7830948258	-1.064542028	0.2464899837	-0.2586284992	-0.8770538129	0.3012266331	-0.3474020191	1.103804092	0.8844837463	-0.3664115515	-2.018287368	-1.899934553	-0.5017893263	0.2353030918	0.8189232302	-1.931120336	-1.673590184	0.1217086399	0.8958417323	-2.065771039	-1.235298393	-0.1803727666	0.3380650051	-0.1201745072	0.2691911998	-1.156888243	2.785598687	-0.8905437792	0.7921087908	-0.3353234485	-0.2190112994	-0.8156830532	-2.143730031	-0.4895125436	0.711035737	1.465718748	-0.0207789759	0.7172533009	0.5110819407	-0.4987990588	-1.027171741	-0.04336807295	-0.2688348086	-0.6422450145	-0.4487735139	-0.7957712045	0.1116750525	-1.183979533	0.184782607	-0.9021776003	-1.165572468	-0.1736732491
-0.3180728419	-0.7836704751	-0.8047188675	-1.138726195	-0.6367143914	0.08029528725	1.49859002	-0.7549541388	-0.6404552842	1.99874979	0.113981794	-0.4324815988	-0.2739911117	-1.576207407	0.09696853065	-1.336777894	-0.6501911636	0.9118280676	-0.5862234142	0.5139980278	0.7366557887	-0.4265339129	-0.6705579779	-1.076187829	0.2651299236	-0.5786023713	0.1806525395	-0.4075505295	0.8777688568	1.635134196	0.3327505802	-1.271807396	-2.23371735	0.3029633339	0.995568289	-1.436680832	-0.2684508795	-0.2208698657	-0.9601561968	0.09039710857	-0.0764199915	1.11289407	0.8599069357	0.1143129744	-2.228237633	-0.5323860993	-0.2122320121	1.304930201	0.7036761277	-2.202141693	-1.121160279	-0.7776067576	0.5592733198	-1.728891885	-0.1300326461	-0.2997769458	0.2022307238	-1.389127945	0.04090428086	-2.292675538	3.064012105	-0.8131428086	1.161107084	-1.122670162	0.215993939	0.0920239505	-1.600960481	0.3152102068	0.9003874062	-0.2888773207	-0.25984279	0.4557243498	1.285172119	0.8138653648	-0.1549595644	-0.1080098169	-0.9782652651	1.301380474	0.7203308516	-1.170944641	-0.940698221	-1.630095879	0.2816069319	0.1042021263	-0.3805395661	-0.2489198526
-0.3472270346	-0.991029187	-1.126506948	-1.077027485	0.1070259331	-0.244095498	0.8587766116	-1.468335323	-0.7027089737	1.086596968	2.236746538	0.5339737379	-0.4949837336	-1.270544194	-0.5341305734	-1.900227947	-1.382806546	0.7922241031	-0.9974784519	0.4601284453	-0.8284222145	-0.7054365542	-0.9884758729	-0.2430028298	0.1968208869	1.599965509	-0.5635016721	-0.2341559483	-0.01358393577	1.473835752	0.7864342529	-0.6912561349	-2.515424027	0.8585510494	0.9778027567	-0.7349258667	-1.017264481	-0.4488971524	-1.142197168	0.1480930774	0.5486278071	0.7381977922	0.8436168451	-0.02085034187	-1.759950948	0.2935052461	-0.3897883281	0.9866120026	0.6839815285	-2.301039408	-0.5695487634	-0.6600887622	0.5448452671	-1.434290177	-0.5089126191	-0.1810695803	0.272656316	-1.28955314	-1.631914933	-2.438539644	3.283232483	-0.9203678694	0.2891066337	-0.6774848156	0.1381196439	0.04939344558	-1.632113972	-0.1656742095	-0.8341465346	1.854329445	-0.3718358723	1.528151992	0.3370759874	0.5122251823	-0.4703508072	-0.5005298501	1.243877514	0.1289857868	-0.4981029714	-0.3728940641	-1.10168622	-0.9969571463	0.7628909957	0.1657966279	-0.9881358269	-0.2223652091
-0.4681086952	-0.9383912279	-0.2482713653	-0.728804652	1.730873514	-0.7609258064	0.1573168628	-1.268534601	-0.5052958803	-0.1955111817	1.082187346	0.4580710449	-0.3620871857	-1.572676504	-0.3054417168	-1.942646208	-2.136644292	0.6554362535	-0.9279295219	0.3729494654	0.431965277	-0.1383638342	-1.276818587	0.8124580064	-0.3969633839	1.344682203	-0.2941081025	-0.3073072826	0.1097405758	1.254504269	0.76067593	-0.8573030964	-0.9731794463	0.08102944528	0.6974484866	-2.286763741	-0.6041284579	-0.5421713989	-1.115983803	0.003270852139	0.1563003075	0.6569960689	1.415338344	1.650158271	-1.855060559	0.5589741901	-0.5711844846	1.258515938	0.7145991503	-1.342617476	-0.3937220665	1.347019207	0.3435794036	-1.167078595	-0.5647679195	-0.2722312777	0.01807047052	-1.008494026	-1.017311556	-1.43365057	3.192193894	-0.4432486722	-0.1733956758	-1.099812272	0.3553669927	-0.1159995344	-1.389272933	-0.2108221849	-1.220874367	0.9062804066	-0.3271721974	0.2901224857	0.1797239044	0.8914385786	0.3229282144	-1.098912017	0.4975231616	1.089303966	0.05256764993	-2.391322739	-1.689274644	-0.1630514017	0.05748499973	0.07521743293	-1.195755349	1.20655704
-0.6707187645	-0.8601901175	0.511353948	-1.12682402	1.253747529	-1.184789359	0.3902825339	-1.455828798	-0.737501697	0.08700596097	0.7520927163	0.2219940331	0.1885197951	-0.6473690289	0.1016003723	-1.364050743	-1.226816085	-0.2668281144	0.07797146011	0.9697438174	-1.243064421	-0.5483285428	-1.178299822	1.495070414	-0.3517540315	0.8271913097	0.4648441707	0.8689296018	-0.1135888794	0.9490104687	1.645392214	-0.04864732513	-1.295739047	0.1439491012	2.375755587	-0.9524776526	0.2326814167	-0.3351439646	-0.9790597181	-0.4565660805	0.1202492737	-0.2283638988	-0.4154461792	-1.154209832	-1.661145612	1.164688673	-0.1424431113	0.1872825327	0.9640068448	-1.13795147	-0.2238449724	1.9191157	0.1677726011	-0.511698257	-0.7451364249	-0.09526466849	-0.7788850341	-0.6473133014	-0.6614911057	-2.579523224	2.773302374	-0.06193195637	0.6477843022	-0.2161284023	0.01645061632	0.3077950486	-1.273428858	2.207417937	-0.6916811527	1.191503625	-0.3720336686	0.5214520821	0.4341997411	2.440471839	1.325287337	-1.310252447	-0.5959588077	-0.2586743378	0.2594865616	-1.56372124	-0.06752148628	-0.2446579629	0.9033758499	0.3551336692	-1.463851314	0.03457450679
-0.4845413781	-0.857119051	1.828619544	0.5004834488	1.338863732	-1.316542083	0.2256945801	-1.211762697	0.09855234319	-0.4083929761	-0.2022941375	0.365364619	-0.1238109361	1.599370537	-1.269027204	-1.196775758	-0.9113416484	-0.1270916654	-0.4443962139	0.2359130162	-0.9787214853	-0.5948188961	-0.3815151776	-0.122070476	-0.1632479592	1.273228725	-0.4447516548	0.3458975898	0.0453081741	1.697725788	2.717624826	0.3869087231	-0.7162811391	0.3232634482	0.3677307495	-0.6244100386	-0.08225362013	-0.4263939719	-0.8327456614	-0.4984263829	-0.3053947292	-0.6039900382	-1.593049526	-0.03752974262	-0.3563523339	0.9569594054	-0.03989468989	-0.2351539754	1.154150486	-0.4792766588	1.160918126	1.900906567	-0.5433117821	0.1479856456	-0.0006571621397	-0.3742653652	-0.7139855925	0.638446691	-1.141588657	-1.426439443	2.874789545	1.084852668	0.5883164916	0.5234372991	0.5688082839	-0.5915020913	-0.5298996333	0.83997661	-0.7810537658	0.308414253	-0.9791193083	0.8840775696	-0.3327449796	0.8503519445	1.049248698	-0.3739134395	0.356075641	0.4644173063	0.8438419218	-1.491460125	-0.5939707736	-0.7085804247	1.654450577	1.490113375	0.3048168534	0.07947812137
-0.5254634704	-0.3369210586	1.806181059	2.380986445	1.369070084	-1.305354057	-0.6865254432	-0.7368608823	-0.06325819092	-0.2953729538	-0.1990882515	0.1063297876	-0.05883737384	2.274767106	-1.064136354	-0.6662049986	-0.3556420489	-0.09921287194	0.2961592414	0.1150936431	0.3009233268	-0.4383282377	0.3296193609	0.01412499104	0.1138581743	1.208939138	-0.03402262317	-0.6529105003	0.2202341917	1.668138862	2.059510186	-0.4150976769	-0.7153442804	0.2955300912	-0.007937209588	-1.530046058	0.2819257207	-0.6265692616	-0.888006081	-0.9239868799	-0.9905199755	-0.5148448353	-0.8146748681	0.548520211	0.3455951394	0.2813228365	-0.3589343627	0.2857771903	0.7182190077	-0.5102621116	0.7428629239	1.549217175	-0.5871257646	0.1241750798	0.3067011606	0.1236432456	-0.4039438965	0.7529724627	-0.7584897718	-0.0908254072	2.569944776	1.403413209	1.245482398	1.035543383	0.6086335383	-1.261820933	-0.8056844051	-0.8040144536	-0.853636665	0.1227946821	-1.702530115	0.2078618267	-0.8673458463	-0.5198379459	1.594763201	-0.9523735292	-0.5627521468	-1.171418368	1.245094805	-1.128380004	-0.3533700278	-1.267962954	1.05280457	-0.0826552931	1.980948561	1.886629849
-0.4758208851	-0.6328229595	1.607195687	1.479817502	1.103292943	-1.077883142	-0.7190675399	-0.8221669998	-0.4199534329	0.4556283304	0.3443808527	-0.008964730659	0.5543259664	2.051845457	-1.27199527	-0.3205487847	0.001040186558	-0.1064218784	1.114216852	0.527795456	0.2278176904	-0.2817845482	0.3397225991	0.9320617687	-0.278148171	1.35830061	1.105992337	1.035609289	0.3960899903	-0.8991356796	1.428384132	0.79204338	-0.2433125321	-0.04882164103	0.9620917014	-0.4036306567	0.423675028	0.3459821291	-0.8044888852	-0.1923830342	-0.038441306	0.1317503983	-0.7415525229	0.06337831531	0.8761006932	0.9142166326	-0.608832838	0.2740681007	0.1940281631	0.1747916594	0.3539216387	0.5084177071	-1.000665502	0.2166637868	0.6373767243	0.3391422767	-0.0889088175	0.6430337897	0.06871746486	-0.5405002744	-2.975830644	1.218252402	0.3301316337	1.57279259	-0.4327576189	-2.181089329	0.247478023	-1.274737566	-0.8768272781	-1.277497044	-1.091168866	0.04003612249	0.01062319367	-0.1049656107	1.748384316	-1.505605418	-0.6948918942	-1.236780343	1.333452395	-0.4145830131	-0.2304709405	-1.397556639	0.2731057732	0.6429489963	2.196159862	0.3425904681
-0.1002916985	-0.2269371694	1.540852983	1.792963484	1.01126725	-0.9305719723	-1.250484329	-0.7329270018	-0.1708164484	-0.01565117479	-0.1165631315	0.3639420091	0.3439563969	1.811056037	-1.630608491	0.3683220061	-0.1903850277	0.388051173	0.551131007	0.4126509756	-0.4417769016	0.2556485454	0.9855390506	-0.2721759327	-0.4259286455	1.514718083	-0.2966770232	1.425007064	-1.140361195	-0.7697130682	1.324286457	1.302542331	-0.3169963646	-0.8717641601	0.3249564057	0.008185350338	-0.3295192717	-0.2378334019	-1.283950587	0.674872694	0.4421681189	0.4447641232	-0.3849063931	0.09164202827	0.2125385652	1.765484546	-0.04478812042	-0.5847368835	0.5353739676	0.9736479654	0.7487855207	0.253673283	-1.038941227	0.2314827846	1.159884915	-0.1627673976	0.4278058669	0.219327654	0.3963009173	-0.3656133596	-3.757310642	0.7148863655	-0.6365472009	0.5033729166	-0.7010970544	-2.347524115	1.260415891	-1.518843094	-0.8385589723	0.1488539137	-0.6439845408	0.1814000977	-0.5817743847	-0.5865549389	1.163026913	-0.7239423896	0.2788761912	-1.594210406	1.295793652	0.1848299063	-0.5475312924	-0.4500472298	0.9267353716	0.5547884707	0.1641647338	0.4162177755
-0.3217454219	1.671459708	1.132194533	2.179660378	0.6939625814	-0.884642842	-1.134881082	-0.3007289581	-0.113787669	-0.4361475242	-0.2318241875	0.9372736289	0.6999356607	1.628403008	-1.191559324	1.225279487	-0.2842846268	-0.1346467136	0.7067040015	0.1862981826	-0.1252101406	0.7851813876	1.396613687	-0.8812363354	-0.1877549139	0.2486164632	0.3558459416	0.8675243686	-2.175282213	-0.4312522745	0.8695294349	-0.2872827687	-0.5373038779	-1.998553692	-0.5186842162	-0.4386462286	-0.07028453132	-0.615006441	-1.412569372	0.8959218563	-0.3486184555	-0.4696933408	-0.05231826608	-0.7455517081	-0.3127531108	1.657182843	0.01532894911	0.1033887912	0.1770988674	1.295292291	0.5506975727	0.4356105126	-0.5377026149	0.9344668343	1.631035032	0.1519647536	0.2690827955	0.2898174702	0.3978577202	0.3273250915	-2.780969422	-0.8425224096	-0.6365054308	0.9556880846	-0.2443369338	-1.80479838	2.242479552	-1.05418601	-0.3284480007	0.4411727163	-0.6952282035	0.8927928255	-0.9866463525	0.04394816225	0.7395555926	-1.536441675	0.5630898129	-0.7604739783	1.594212157	-0.8678860742	0.0002379893694	-0.777995186	0.01368785689	0.6672422112	0.2546452623	1.491503217
