melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084
-0.8976722609	1.749624583	-0.05574269308	0.4718843708	0.1830604584	2.141332761	-0.8675421452	-1.49048495	-0.4313107911	-0.994902486	-1.295182537	0.7837968979	0.0259464536	1.026881395	-0.7769734746	-1.983900829	-1.558123141	0.5622792259	2.423547749	-1.090774161	-0.4262987283	-0.6084410548	-1.461736759	-0.3480195973	-0.7731575701	0.5401125019	-0.1420348628	-0.3563483719	-0.5163146854	-1.710954343	-0.703637722	0.108042304	-0.9140579805	-1.497271749	0.6823874417	-2.104490561	1.309748722	0.4969803097	-2.264211716	-3.528415928	1.009941544	-0.3542086466	-1.171291001	-1.240437703	0.2255431934	-2.541263954	0.338197413	-1.357187674	-2.116653123	-1.839420045	-0.2655234824	0.7780378974	-2.756176103	-1.027097298	-1.708691544	-2.363320567	-0.2064694443	-1.195478919	0.7246941901	1.498613828	0.2191187001	-0.7099464099	0.3262942895	-1.142064086	2.533891776	-0.9736478283	0.4252643481	-0.4632152934	0.3149567262	1.739592213	-2.144957416	1.563895074	-1.250997096	-1.91991817	-0.7600234621	1.852149446	0.04450653395	0.9117488835	1.872939925	0.4752883699	0.517372975	1.698615234	0.006841357263	-1.23035889	-0.3541573425
-0.6554722044	2.001030343	-0.01638292853	0.6394674848	0.3752356668	1.851617132	-0.8355372681	-1.230347132	-0.5408792097	-1.006334745	-1.460626451	-0.2038159752	-0.238092416	0.8138314537	-1.139447008	-1.677976113	-1.269937818	0.9475530085	2.680680243	-1.249018063	-0.1381330804	0.3792095349	-1.237730449	-1.005548988	-0.813398398	-0.2752513665	0.5751644404	-1.417130728	0.6949715166	-1.91554881	-0.3391094921	-0.5234688216	-0.9100685372	-2.031608605	1.608161638	-1.885916862	1.531836924	0.2291412415	-2.08323229	-2.501006906	1.066280801	-0.3091348166	-1.612682094	-0.8561703019	-0.1897636278	-1.839898078	0.5030858345	-1.403923522	-2.096184646	-1.075057325	-0.1471812304	0.1722482877	-2.275754997	-0.1079050938	-1.847666493	-2.466373433	0.2726312328	-0.6780612332	1.475317313	1.428704047	0.02081599241	-0.7260580828	-0.09846655132	-0.8190716133	1.452051184	-0.563202534	0.7438707612	-0.5041089314	0.3389003997	1.663114002	-2.912542837	2.529071552	-1.316011216	-1.394291344	-0.8573686107	1.087601776	-0.5558874533	1.043179425	2.013142986	1.435131394	2.079647483	0.8834472929	-2.102184888	-1.356747104	-1.096864354
0.03119078885	1.67600705	0.5917846687	1.755846956	0.2144829296	0.07320977265	-0.7671084701	-1.709033494	-0.223164346	-1.155547575	-2.383022077	-0.1852067129	0.08499607976	0.0002470377461	-0.9978981795	-1.172281252	-1.602131528	0.7246052163	2.173518614	-0.3857274797	0.7323983874	1.209632927	-0.4773622909	0.03506287444	-0.6559657653	-1.462649262	0.4620766819	-1.498595248	0.5014340661	-1.642230445	0.1495326964	-0.4615180236	-1.297920751	-2.376682922	0.8414065097	-2.555682037	1.783265519	-0.1334359305	-2.285676043	-0.8821780887	0.9942200141	0.3004193317	-1.427980183	-0.3716585628	-0.2223774788	-1.319340975	0.2758237191	-1.087912187	-0.7414227113	-0.2399554228	-0.01806733528	0.02658049516	-1.573865696	0.3206180406	-1.167867456	-1.160669281	0.2627053509	0.8606652592	-0.6566115695	0.3899988896	0.8965495543	0.9648254655	0.5471676042	0.08420200287	-1.275077283	1.206158004	0.3869310936	-0.4733462442	1.370088002	1.455881611	-2.250238245	2.797726683	-0.9806256365	-0.4350578394	-1.286161892	0.2490184492	-1.266734422	-0.1513741454	2.149500876	0.5879214219	2.079145588	1.021296238	-1.391272756	-0.8446917776	-0.8657072228
0.3685753008	1.040030035	1.087518659	2.129415251	0.09634814775	-0.2005086075	-0.5822305885	-1.545458887	-0.09583152067	-0.4081030538	-1.880719248	-0.1874533833	0.1580137231	-1.176916843	-0.8490034368	-1.278633216	-1.372732485	0.4222286143	2.167466706	0.07598035072	0.431204906	0.1312735545	-0.3712140429	1.589037063	0.03513590178	-1.502288761	0.7491561741	-0.04959759762	0.3168116686	-1.2740512	0.2585513462	-0.3959660534	-1.343338092	-1.318211506	-0.4401474824	-2.582509528	2.17275162	0.6519611899	-2.508367463	-0.4247779459	1.17076149	0.5669073842	-1.197125014	-1.119442221	0.7568291805	-1.222706554	0.5212393255	-0.2737828	-1.045760968	-0.08994113416	0.1490587171	-0.1524582387	-0.9404816755	0.7490255408	-0.6732409403	-1.333659612	0.471749055	0.3177511648	-1.571085414	0.2412960131	1.227725561	1.579796354	1.025325803	-0.8940883168	-1.08108219	-0.06386074911	-0.03499163766	-0.3299161921	1.054200007	0.9811169198	-1.825342738	0.4630793519	-0.09720860315	-0.7570817139	-1.370493402	0.9140455137	-0.5456013477	0.2273888023	2.280371777	-0.1036480276	0.2344914375	-0.09763996	-0.8228424175	-0.9698005814	-0.7301268149
1.272111923	0.1259792508	2.126188085	2.008247837	0.708566714	0.1624465546	-0.4596626547	-1.018667081	0.9222895682	-0.1086869047	-1.1170841	-0.04172814535	-0.1781082228	-0.6374823929	-1.163170248	-0.5426479498	0.2002389109	0.6840348858	1.12053766	0.1715525853	-0.08214890419	-0.7423168984	0.8395510138	-0.3097718758	0.1776984548	-0.5767460483	0.1381811318	0.8900125015	-0.02010950254	-0.9925817179	0.7245235257	-0.2575524634	-0.854912782	-1.064615669	-1.111214892	-1.410502911	2.226374074	1.327280991	-2.027320019	0.1895857602	0.7901830141	0.6249232604	-0.5222965362	-1.699129481	-1.287643746	-1.225615153	0.975520716	0.2928928671	-0.6007444178	-0.6731304409	0.1870137613	-0.4987239427	-0.5894725983	0.9673501684	-0.07933578509	-1.338055959	0.8900684255	-1.764453221	1.108005905	0.1035233418	1.704629815	0.947497687	0.531676097	-0.6949629304	-1.369873474	-0.3590353314	-0.6321414965	-1.828742794	0.5938321424	-1.103565432	-1.050140614	-0.4327924919	0.8390448571	0.1449205682	-1.576107291	1.644181912	-1.106461703	1.196198793	0.7608701718	0.099632805	-1.037710143	0.003047696946	-0.4069661522	-0.8910244875	-1.194499247
1.22536566	-0.4338138405	1.955528292	1.14996358	0.6730502955	-0.2173251905	-0.535464433	-0.4671999053	0.5544185239	-0.2298496653	-0.8563370713	-0.3697134422	-0.1189050725	-0.594614311	-1.732069759	-0.8543809505	0.001959681946	0.6186918847	0.2312926775	0.6639936294	-0.1457658882	-0.3426992688	0.4402141333	-1.460376323	0.3155132071	-1.475445782	0.006461849543	0.6811065921	0.6808543539	-0.6031904954	0.6170323091	-0.1791196205	-1.188149988	-1.73535743	-0.4619656435	-0.7721223968	2.550316264	0.9885044768	-2.34526963	0.3300879929	0.6452307178	0.2418377897	-0.3688510893	-0.8571852592	-0.06008873134	-0.9096428356	1.70279415	0.36014815	0.01923835209	-0.2424352122	-0.5414100493	0.5668317539	0.6283771279	1.658317447	0.5406477189	-0.7604736328	0.6047177093	-0.8022215131	0.9649173408	-0.1173425019	-0.1101185	0.1894048437	-0.862383703	-1.167345083	-2.002636216	0.6724868744	0.6923983512	-0.4540951976	0.4273102147	-1.540658545	-0.1459909161	0.522283419	1.261641258	1.127414681	-0.9692798257	1.245498194	-1.048973412	0.789569049	-0.7835734015	0.08937113721	-0.4899806408	0.2018859776	0.3159471252	1.359510958	-0.1368988761
1.121964604	-0.4630270478	1.648129109	0.5925864989	0.3540554304	-0.1057431598	-0.5166268515	-0.9244413985	0.1159400982	-0.5184182179	-1.262172905	-0.5543633478	0.1084414164	0.0690814408	-1.186115927	0.02261948435	0.05833595238	0.8716562505	-0.4701820741	0.2615847227	-0.4002799102	-0.3310207881	0.5525419998	-1.267748412	0.8167546476	-1.539195953	0.01333623405	-0.7012716126	0.607455081	0.4370795348	0.2952364349	0.804121275	-1.336045733	-1.356331939	0.07925435289	-0.5896357255	3.003262338	1.19547658	-1.762698653	1.025102371	-0.07913005879	0.01758279037	0.8743177123	-0.6218073632	1.455911956	0.07750439083	2.069159079	0.9117984706	0.4245763607	0.5679086892	-0.8248229024	-0.4249785992	1.564716124	1.177591588	1.474718572	0.2954998457	0.9281571203	0.1036025247	0.1842523163	-0.1604395388	0.8565904444	0.5531451209	0.1240984754	-0.6100469473	-1.337126359	1.004147178	0.4575548225	0.2081070845	0.972914562	-1.470991379	0.7946184262	1.034488884	2.214725646	1.623865735	-0.3888620496	1.507769511	-0.1974583553	0.002291350871	0.1383982156	-1.269419159	1.33519651	1.132025534	-0.8344437608	0.9532493406	0.822781774
0.9090016706	-0.5620754665	1.719241142	1.379273104	0.2452300766	-0.2156537037	-0.8134185769	-1.294399408	0.07691528899	-0.4020854038	-1.032737344	-0.5608512339	0.5515245938	-0.7140044378	-0.8123091772	-0.677437836	0.007226460843	1.488041282	0.01566507752	0.1480884601	-0.187721465	-0.5030325451	0.2299986793	-0.5061772931	1.118164247	-1.914474225	0.6232450083	-0.5692164082	0.1565698892	1.81718131	-0.1434250638	1.455510445	-1.261829505	-1.636039316	-0.7889938502	0.253917574	3.174463424	1.481082063	-0.2392237035	0.4667695344	-0.236603397	0.447198818	1.338747377	0.007541514065	2.053657742	-0.04136148902	1.268890796	0.6954437698	0.5605582398	0.8139448988	0.1231598609	-0.8213907055	1.679915902	0.9611189945	1.958009693	0.765845026	1.550717987	0.5844641068	-1.066994061	-0.2924637847	1.929125231	0.4127006463	0.7561521446	-0.1179900662	-0.5927193078	0.9732253764	0.07293765835	-0.8881967117	2.586911982	-0.9291980184	1.946233538	-1.09525989	2.093414649	1.091406213	-0.4121420487	1.297552529	0.3853864826	0.2733878711	0.1259240485	-0.7292483691	0.6682375464	2.679065142	1.187705868	-1.367894173	0.6730050871
0.9551019606	0.04214693957	2.030800855	2.29548474	0.3639567445	-0.04031410171	-0.7017893166	-1.154994543	0.2341837635	-0.05168541946	-0.4374185248	-0.2940747227	0.03514045118	-1.12316052	-0.8134374012	-1.843619402	0.5056631413	0.4928921452	-0.587224178	-0.0444991272	-0.06943582603	-0.3577799642	-0.02653083825	-0.3338467518	1.400120333	-1.390615878	0.7877549966	1.761189881	0.875230295	2.054392466	-1.308781908	1.232058184	-1.829132553	-1.371914931	-1.071380732	0.3895426044	3.248587523	1.44141813	1.256021794	-0.2115556563	-0.8858016843	0.3524955437	0.5354914333	-0.2482664052	1.944477358	-0.3933247065	1.288323901	-1.396577223	0.5161035593	1.027424223	-0.5219248967	-0.3151887295	1.405078954	0.2389109811	1.585409638	0.2541282001	1.721194889	-0.3605217899	0.056486446	-0.6477482016	0.541283672	-0.02994816575	1.32055507	0.4105232316	-0.6527261966	0.3157352034	0.4916830771	-1.310736463	2.427146007	-0.6032454472	1.967767205	-2.161479317	1.826232126	-0.04400158151	-0.0467753599	0.6173417352	1.001774703	0.2016080363	-0.5096600844	0.3894832755	-0.1996996707	2.549667443	0.802581353	-0.7939584392	-0.05042384565
1.507948148	-0.4074531233	2.266260107	0.2230259118	0.5816132799	-0.5122355808	-1.113501235	-0.4935932637	0.7694716343	-0.3808779073	-0.4144522582	-0.7979019085	-0.1190443662	-0.03291933866	-1.325924791	-0.6409738578	0.8985260905	0.6522481429	-1.883467536	-0.03325414028	0.2170295597	-0.6494974371	1.022731981	-0.7127641148	1.009546973	-0.6061218538	0.2121974958	2.688166998	0.9440036614	0.8613760994	-1.738878099	0.00454332003	-1.714124555	-0.7244981715	-0.6001176322	-0.1735787263	3.267882599	0.9825442486	0.8698577763	-0.9310031598	-0.9965318318	-0.1209628113	-0.3780116735	0.05012980836	1.42207153	-1.183813342	0.4650081211	-1.880659624	1.065142121	0.1860348439	-1.178820167	2.588955337	1.067263148	0.2531173546	1.664534258	-0.4453063755	1.15906262	-1.544466229	1.020243271	-1.109625529	0.6860340098	-1.46533453	-1.321461359	-0.2732390763	-0.7030692709	-0.4568680667	0.3003903773	-2.023364595	1.62188781	-0.6993189698	1.914986911	-2.201448062	1.143557797	-0.8283361393	0.265997002	0.795550144	0.7276856247	-0.8823249021	-1.307761155	0.6059469704	-0.4029172459	1.040854311	0.1721560096	-0.3452157536	-0.6458996862
