melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081
-0.9020161131	-0.7346504421	-1.024597884	-0.1020317846	-0.05306026496	-0.5568231843	-0.6718205706	-0.9056921153	0.4557649043	1.503084767	-0.5886713537	0.1194963735	-0.713491607	-0.4272530221	1.233521755	1.383494109	1.35305354	1.563632736	0.7532200871	2.130381815	1.886378676	0.8110993522	-0.3562228629	0.9228222454	-0.668426072	-1.370372093	1.122735555	0.6958706365	2.183199591	-0.9658670513	2.308879183	1.4077684	0.6951375912	-1.724719746	0.8536474519	0.1212428364	-0.9309064795	1.062116916	-0.2750262926	0.9533240841	0.8651975926	-1.326658676	-0.01169445273	-0.2952542454	-0.3193089747	1.32425739	0.5053948687	-0.3124167832	-0.01991937129	1.596116332	0.5090730057	0.1484518997	-0.1826890767	0.1246154705	0.1844825706	-0.8040225985	0.7410460217	-1.135698316	-0.7211474254	0.4748720533	1.005563176	0.4774862224	0.4415689575	0.5403625686	-0.1859257809	1.350045368	-0.4364880202	0.1870437929	-0.7650869693	2.528358547	-0.1646940889	-1.656574784	-1.212528848	-0.3246202778	-0.7334949093	0.08711808209	-0.8854603339	0.6848087482	0.8868171498	-1.836713672	0.1387023803	-0.0597265101
-1.01070284	-0.9705609128	-0.7140730337	0.1588299801	1.257517007	-0.821008465	-0.872953895	-0.2518198055	-0.07242192968	0.9769383395	2.580878132	-0.1156759115	-0.7811778542	0.4911197111	0.04284042839	1.850212012	0.5792858462	1.59444814	-0.06778132688	2.761108101	0.8953436884	-0.4716113108	-0.8975164858	-0.2282005806	0.1486938945	-1.838998158	0.0493454121	0.5366770801	1.405327847	-0.6881163527	2.058112099	1.296039602	0.4821009142	-1.216538675	0.1503823166	0.4455611919	-1.509783265	0.2756848528	-0.9615296523	-0.2322913525	0.9603594796	-1.326899048	-0.8179283245	-0.7051635423	-2.270751978	0.8453363084	0.2988242883	-0.1775316479	-0.5738260901	0.2505610851	0.2277082795	-0.4106315808	-0.7554512413	0.8347318937	0.01535686911	-0.625687996	0.3655778512	-1.121720755	-0.2076052755	-0.8462039626	-2.1457306	0.3832544401	0.1020545292	0.1178632992	-1.076463637	0.270814071	-0.2442520801	0.4208498072	-0.67446834	1.804934845	-0.007218107544	-0.9621568624	-0.8018013244	1.160005103	-0.7436226065	0.6775230631	-0.4653178791	0.908290914	0.7106726293	-2.154040644	0.404202681	-0.1242705344
-1.147141976	-1.022281633	-0.6064781074	-0.1417448857	1.013488628	-0.8590481548	-0.5276649153	0.8301777156	-0.3409045888	-0.08722613286	2.213943244	-1.018892911	-0.1577059346	0.4824813583	-0.0366070645	1.536981768	-0.1209680799	0.5109539584	0.8568585018	-0.009684499766	-0.5279295826	-0.4010132111	-0.4438968713	-0.06603496277	2.298972879	-1.282864827	-1.458564085	0.1252717379	-0.1203962111	1.009254133	1.591302001	0.5309200217	-0.885354567	-0.8954895694	-0.05867334222	0.8299754613	-0.2745431704	-1.35785338	-1.277830572	-0.8867044481	0.4427144179	-1.364890762	-0.7216836002	-0.4590019126	-0.05334805553	0.4418998027	-0.3679424506	-0.7090815258	-0.7329501465	-0.7321130987	-1.557966862	-0.5255983441	-0.4592214333	0.08927857396	0.7640818363	-0.2913575786	-0.368333045	0.6101575868	-1.784659983	-0.5667254146	0.3031361358	0.2030995424	0.7241560579	0.6621459598	-1.268729504	-0.1726500394	0.2016147902	0.5252628576	-0.2671405651	-0.1148262409	0.6095859827	1.500050236	-1.315522588	1.497390685	-0.7615441001	0.8335790897	-0.3000227632	0.3197882251	-0.8870585415	-0.9114236278	-0.1993852194	0.4088103145
-1.180130657	-1.156199369	-0.6675937156	-0.1225710794	1.073739685	-0.7763547867	-1.046164654	2.30182622	-0.3397952947	0.3505685035	2.075554681	-0.5758540983	-0.1820777842	0.6200043589	-0.06417599987	1.064316884	-0.08142346709	0.5713282519	-0.7216944414	0.4374150599	-1.921309353	-1.220453192	-0.8687579459	-0.249319565	0.6783767589	-1.384296864	-1.744457172	-0.3273446606	-2.023953913	1.140841517	0.3154808325	0.6025322726	-0.5989950752	-1.114335547	-0.1934422829	0.1544987084	-0.3347494993	-1.145130307	-1.38917439	-0.7629127501	0.218276687	-1.57918719	-0.4293651449	-1.038904341	-1.051800114	0.431670878	0.2882891851	-1.27278217	-0.6546009324	-0.9949729103	0.1690349899	-0.5022302244	0.2757634905	0.3443130869	-0.1117755132	-0.2817407043	-0.1032119994	-0.06434262435	-0.6129524504	-0.02160782624	-1.143198675	-0.4336999441	0.5967646608	0.6536024804	0.4507844066	-0.2712976996	0.04259244729	0.6789709452	-0.09554932895	-0.1120365875	0.2924014573	-0.6647350198	-0.3150132681	0.6371321561	0.08719971285	-0.4611117151	-0.2541578062	1.146527925	0.8623381929	-2.747975582	1.100715433	-0.355292992
-1.119883786	-1.366115931	-0.7279791568	-0.08885956839	0.5874313366	-1.002361184	-0.3392703384	1.926721348	-0.7908750806	-0.4336283634	1.712438768	-1.034389798	-0.435891721	0.3263550714	-0.02791692402	0.8626490552	-0.4736226983	-0.08345114031	0.6279697584	-0.2676814018	-1.107430477	-1.517546659	-0.6653024324	-0.9362321623	1.004025897	-0.4122999514	-1.813261148	-0.9239641803	-1.898710852	1.512374976	1.610067658	-0.3623589979	-1.003504444	-1.073222611	-1.429181606	0.8822568849	-0.484169886	-1.235903266	-1.464885026	-0.9304703339	0.4262465178	-1.214260901	-0.1550311198	-1.006613721	-0.7954468468	0.2808918352	-0.05264874869	-1.480336828	-0.8401180956	-1.869726351	-0.2538679459	0.08571762728	0.02774961406	0.6225875457	0.1948026232	-0.4901480212	-0.1199846269	-0.0573333027	-0.1337561646	0.3070924785	1.208202195	0.08987300178	0.7062544509	0.9628277431	-0.1419984906	-1.326229332	-0.3373205867	-0.13336897	-0.9342863997	-0.4735914538	0.2610584832	0.21287612	-1.170100543	0.6358576718	-0.08110486368	-0.1512588664	0.2084146702	0.2598434113	0.07449122929	-0.9461889625	0.4344403799	-0.06704017356
-0.9303287898	-1.25197177	-0.8333089238	-0.06470957748	0.7351838256	-1.259016171	-0.3055657413	2.073780309	-0.8214368076	-0.1070041333	1.194995863	-1.434620157	0.773504817	0.5476571282	-0.5157540209	0.599320476	-0.4734412253	-1.302953226	-0.1067059525	-0.5215096332	-1.728503534	-1.822644739	-0.1110104708	-0.3871906134	1.169912111	0.1759621917	-1.456387836	-0.3335099838	-2.207245473	1.198367659	0.6836261497	-0.4837923417	-1.445340378	-1.085251109	-1.371205681	0.7133328327	-0.5286127632	-1.551391663	-1.60533572	-0.5474684522	0.3810349533	-0.848363399	0.253583305	-0.7790295475	-1.09010847	0.003438818786	-0.01864211144	-1.30015073	-0.2986485836	-1.727100171	-0.4409555052	0.459826494	0.2512521187	0.6330791251	-0.5677898579	-0.4784685355	0.1994934352	-0.4064572839	-0.1301498401	0.3475264397	0.8074909985	-0.6777896826	0.2921486943	0.624626311	0.7525282023	-0.5845257982	0.06768941692	0.2098092853	-1.377293943	-0.8827320906	-0.2858280715	-1.089433089	-0.4394023651	0.6873925741	-0.3741217129	-0.6378067088	0.10175175	0.409691214	1.673414105	-1.046917788	0.931690616	-0.3714825343
-0.6339976985	-1.036971864	1.494506426	0.007864090964	-0.005467187993	-0.451995906	1.66913849	0.4221486288	-0.7292811598	-0.3894261738	0.1668527868	-0.2519114708	1.89796318	0.6722589977	-0.5943946853	-0.9821040358	-0.5380087465	-1.886367805	0.6088476664	-0.1782335822	-0.5694296599	-1.226080205	0.908943247	-0.5420563938	1.09701902	1.264773798	-1.358413101	-1.148772215	-2.12308991	1.625511877	0.4479336119	-1.061291265	-0.4357541013	-0.7401147836	-0.4362538308	1.379335547	0.323604175	-1.676075228	-1.395255263	-0.3427329278	-0.4947295011	-0.4177702931	0.7810640564	-0.5029389537	-0.06264512401	1.212684328	-0.4032908017	-0.01530590538	-0.4125071204	-1.28320028	-0.3714725431	0.7772471	-0.8974412727	1.036491767	-0.1082417311	-1.240159374	0.3900945523	0.1690814503	-1.878141803	0.4847891124	-1.517840229	0.6677729464	-0.6821189051	1.002998244	-0.03731198625	-1.331618672	-1.209999367	0.9065877964	0.2463750124	-0.8460241841	-0.4239434703	0.598376282	-1.673431416	1.836675828	-0.0882768614	0.7733463567	0.3449522636	-0.2836811918	0.783673807	-1.342375886	0.004828569337	0.4472149366
0.6265777161	-1.000200472	2.051028728	-0.05353310504	-0.3535277458	-0.4983720238	1.333728501	0.09512968605	-0.961349383	-0.7552034617	-0.2654173501	1.499091858	0.7885936788	0.9127354934	-0.4382839185	-1.928399477	-0.4384597965	-1.42977359	0.4766983071	-0.6101311355	-1.289490392	-0.466658673	0.8071807447	-0.02006041137	1.079153913	1.282074863	-1.557877703	-1.033871405	-2.319572788	0.8586771954	-1.212927455	-0.6536865411	-0.6948750045	-0.02979475893	1.023229639	1.442594589	0.8816756683	-0.9860295856	-0.1847634599	0.3011187495	-1.050752986	-0.6628733786	1.417322095	-0.7605082913	0.04431098117	0.6366225739	-0.3010499097	-0.5427568052	-1.446029369	-1.005911228	0.8679301011	1.539202185	-0.7512913066	0.8735918159	-0.1960702388	0.1987827444	1.117833786	0.07157061976	-1.097929304	-0.07688127953	1.62830462	-0.678069601	-1.299662645	1.118168872	0.6280750734	0.8657287471	-1.751683948	0.2008090903	0.04806838889	-0.4874243647	0.2013145639	-0.8739837246	0.8472622095	1.212017086	-1.00370567	-0.392423623	-0.5549347113	0.3646088516	0.7398252886	-1.104970658	0.01743646572	0.3987390947
1.812018822	1.626954938	1.150344022	0.1698646399	-0.83131955	0.1401727149	0.5671036471	-0.322456358	-0.6456054158	-0.6373975776	-0.9135496586	1.009705378	-0.3923759279	0.6900351905	-0.6484583543	-0.9700703683	-0.7831361863	-0.8084942884	0.2174201074	-1.373710718	-0.6052623851	-0.2810416115	1.00930387	-0.1206449628	-0.1047791944	1.747779955	-1.178445412	-1.063234589	-1.398047523	-0.3481429165	-0.9627703805	-0.1597122203	-0.5439838668	-0.6707691663	1.464744909	1.423168201	0.6558175758	-0.6076741212	0.1826331643	-0.9946728999	-1.031973438	-1.64199347	1.740753182	-1.207918883	0.4428358377	2.51586728	-0.4513664625	0.2899120581	-1.910858675	-0.1083928031	1.130651325	1.132898016	-1.120042979	0.9155794726	0.8430001697	0.2415671112	0.7783829326	-0.07453827305	-1.091928732	0.8250197074	0.9368722699	0.07363902585	-1.551217196	1.266601051	-1.086582235	1.172834389	-2.130389371	-0.3946265922	0.3562321484	-0.8475208673	0.0581289044	-0.4971398624	-0.1014841412	0.9865424976	0.09276989658	0.04369354747	-2.362028151	-0.565439694	-0.08114697348	0.1133382711	0.1474736731	1.119993446
0.7470652393	1.693742451	0.02819840226	-0.1679938756	-0.8338315723	1.249849075	-0.2467724349	-1.148422322	-0.974331291	-0.4760681028	-1.049475499	0.384199954	-0.1179189479	-0.2551664111	-0.6765222018	-0.5199586573	-0.5162724733	-0.5762802575	-0.9678725269	-1.123651897	0.1758715725	0.6160076987	0.09921124783	0.9374668587	-0.466814431	0.939538009	-0.2409604243	-0.3598277371	-0.5869018039	-1.089043215	-1.132093057	0.4112020404	0.08852462641	-1.137738927	0.9351445324	1.851023509	0.1191441498	0.1517039875	0.2910284461	0.6967196986	-0.8458377564	-1.280777694	1.509127888	-0.9751432885	1.874063947	1.401232705	0.1835396499	-0.5461806859	-1.303641483	0.4526066658	0.958649201	1.134789605	-0.1971583579	-0.4653030893	0.3915928712	0.5253198184	-0.3824397319	0.1803154979	-0.1333847979	0.9925199004	2.577613087	-1.510780919	-0.2328963528	1.227115091	-0.9487343938	3.535234064	-1.547898278	0.1979775671	0.5272734561	-0.6121803603	0.2616672686	0.06924329266	1.200898021	0.4747525031	0.1573637485	0.3287685749	-1.735873543	-0.03762576009	0.06356555468	0.0133565228	0.4399689625	0.2942474703
