melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100
-0.9509395536	-0.7684105928	1.31847947	0.8847569301	2.331005374	-0.5581632763	-1.297056652	-1.149307686	0.347974817	2.343772731	1.125672092	1.156548118	-0.560949166	-0.3930417383	2.118028552	-0.7003692356	-1.035086599	-1.352238075	-1.767184657	-0.06634496926	-0.7965801924	-0.3170158722	-1.452454202	0.6174067635	0.2548856832	-0.8046829576	-0.3772237503	1.382897369	-0.507139368	-0.3809373229	-0.2227568751	1.766589021	-0.2153091676	-1.082912178	0.8044686141	-1.259969948	-0.2699524461	-0.6788977499	-0.9689525971	-0.5440548347	0.1889639001	1.018158362	1.248501858	-0.4710352363	1.009862785	-0.2286516149	-2.861262433	-1.075295823	-1.48103521	-2.31828479	0.482690334	-1.216791221	0.5578702396	-0.7312068656	-1.887142947	0.3143815416	0.5408397133	-0.19460129	0.6905297511	-1.316283274	-0.4729728758	-0.4500003304	1.14726445	1.136373186	0.02454626037	-0.3139001694	-1.902738745	-1.39458426	0.2889519198	-2.630531152	0.5627380349	-0.7589968168	-1.251776091	-0.9849792144	0.7318436292	-0.3167806908	-0.2071380701	-0.201949985	-1.048928662	0.5764258762	0.5427889722	1.493342121	-1.158158159	-0.7484795773	-0.01990864306	0.7498745519	0.6284518902	2.301901596	-0.4211998924	-0.1658083801	0.8648338391	-0.4419451584	-1.513122298	0.4461883651	-0.1578141571	0.6793156328	-0.9514581706	-1.928707932	0.4491597609	2.116874758	-0.4246447925
-1.217472593	-0.8654793217	0.1527627191	0.7142746431	0.6303458508	-1.093040845	-1.059685561	-0.6384053058	-0.3201720425	1.976631989	1.352924784	1.283973576	-0.8634975216	1.659079386	2.086638229	-0.9077187103	-0.9757676416	-0.9134746632	-1.319599587	-0.0001578196546	-0.3677502655	-1.016437786	-1.659123552	1.306763235	0.1198998622	-0.7000221156	-0.06358497089	0.4589738793	-0.5474998225	-1.234615878	-0.6810745183	1.586357717	-0.2592927172	-1.055768931	1.252604936	-1.080398554	-0.4008562081	-0.6734109867	-1.013912237	0.4410542119	-0.4477174684	1.186041656	1.183001248	0.1665906249	0.9164261946	-0.02037637746	-2.682305006	-0.9182330075	-1.736533012	-2.298714219	1.100041103	-1.094827201	0.94531115	-0.7338652639	-1.263564833	0.1817444126	0.5473599513	-0.3032322012	-0.2931635615	-0.4685006332	-0.3313942382	-0.5579927655	-0.1164441649	0.5027087177	0.4617817233	0.200774582	-1.432099799	-0.9627564091	0.6490513383	-2.775652593	0.4113984262	-0.2637979199	-1.402930893	-0.7497325196	1.216487774	-1.118714933	1.079828732	-0.01084470466	0.2545947225	0.6231193708	-0.4037679367	0.6902685249	0.3446946865	-0.3715163518	-1.621968053	-0.2070534284	2.103733947	2.903001718	-0.5634516109	-1.156168075	-0.5696126339	-0.7872377946	0.04107785915	0.4252085744	-0.615968942	-1.07705661	-0.8530876929	-1.501436091	0.6709306966	1.188435115	0.250734538
-1.235764414	-0.750132388	-0.5701417233	0.8728414638	-0.2642190268	-1.127093521	0.1010848697	1.746402745	-0.7357318981	0.6407383031	1.196965648	0.7185229737	-1.040760501	1.58189501	1.383915439	-0.6018253781	0.01818336329	-0.9119546342	-0.03483631299	-0.2437480599	0.5889163677	0.1531997107	-1.307147693	0.5065968813	0.04747229874	-0.4702819441	0.1914442094	-0.3402397646	-0.4939826624	-0.665677909	-1.303982664	1.76044831	0.1992537318	-1.129669375	0.101858096	-0.2804969015	0.2168071775	0.2753165416	-1.118423966	0.2270018244	-1.526064911	1.653938799	1.421129916	-0.7960566064	0.431399739	-0.6346859618	-2.095494393	-0.198785683	-1.149958165	-1.906992213	1.445708671	-0.7794768339	0.9417515152	-0.7710541432	0.06079025307	-0.003374810667	0.354739807	-0.9289828133	-0.1054868443	-0.3030231347	-1.003334719	-0.7935281803	0.6405486562	0.3400101713	0.5294149546	0.982761338	-1.494055467	-0.1181536975	0.5892763232	-1.922058024	0.8676604748	0.193656713	-0.9636361556	0.1191221004	1.497572676	-1.095548052	1.582688514	0.1539934631	0.8064154234	-0.1817340423	0.4251572607	0.09655996977	0.6323655945	0.8169652751	-0.3710876833	-0.5397461343	1.347701251	1.821125491	0.2929056436	-1.189354128	-0.7788826636	-0.3139771635	0.6430640101	-0.7217341636	-0.9121418696	-0.4178480327	-2.548070804	0.5608878847	0.645350708	-0.0985800756	-2.55007591
-0.8926619641	-0.72166342	-0.4598111669	1.240682883	-0.6266958134	-0.8727412083	1.552824494	0.9208712789	-0.5600269917	-0.2375721128	1.207338994	0.3095704443	-0.8079302419	0.1984709712	0.9794569856	0.4645613452	2.390524555	-0.8156823288	-0.05450711693	-1.060305493	0.5386920683	0.4405123872	-0.4014787461	0.9438892459	0.4206717585	-0.913398869	0.09165210197	-0.74917049	-0.5581973738	-1.358059589	-0.9678465722	0.4299593935	-0.3970287079	-0.844336819	-0.9448133792	0.3717550318	-0.2598014746	-0.7014467237	-0.6476645788	-0.06973643244	-0.6363191653	0.3039966274	0.3833004535	0.2960086672	0.2906895227	-0.2163211392	-0.856704088	-0.2506524264	-0.828629989	-1.353023272	0.8350748595	0.517747597	0.779980456	-0.4178006095	0.8869986357	-0.9822948708	1.033708746	0.4109832922	0.2012080084	-0.8955129119	-1.827682714	-0.7322160304	1.435872189	-0.2868939772	-0.16630175	1.667079351	-0.3968912617	0.6430503485	0.4641546403	-1.309984368	-0.3309018677	-0.8919688014	-0.7363181294	0.04344999095	0.2215203445	-0.5848216941	1.448034137	0.362404652	0.04717164091	-0.3111770036	-1.168801048	-0.5244167478	-0.1314380918	0.6889221064	0.4603286983	-0.6234847863	-1.572319638	1.458927212	0.01162297728	-1.119606255	-0.3661585947	0.1655570885	0.4501402056	0.3328580736	-1.051228333	-0.9307311059	-1.21699573	0.2961640363	-0.1830435245	0.4719372136	-0.3474268865
-1.066228343	-0.5998587012	-0.4634963899	0.6821363835	-0.5970848655	1.336548475	0.2957327956	-0.2365757923	-0.3431516335	-0.2821883154	1.623064524	0.2698036463	-0.6930286872	-0.1970603401	1.023595795	1.53508458	1.224593871	-0.5290715172	-0.5021005222	-1.174714234	0.3766499689	-0.0901880058	0.7907791343	-0.525188025	0.2288888518	-0.7821274585	-0.3116132414	-0.6952038913	-0.03565665648	-0.5205682879	-1.11788385	-0.9286732261	-1.475204268	-0.2528563057	0.62221014	0.5312934661	-0.1998321441	-0.6877211166	0.5127517137	0.3859196304	0.03117585172	-0.1384833729	0.06623555567	0.172028966	0.3305267372	-0.4496460897	-0.6355954432	-0.7390951238	0.04233398703	-0.6654149431	-0.1091624145	0.6468542897	0.7049837248	0.4560848194	1.742456099	-1.101387254	1.086075352	0.9110315911	-0.3056545219	-1.068704453	-1.334716979	-0.3475294393	1.832144714	-0.1296210162	0.2881406608	0.9563383068	0.2221147225	0.5249381828	-0.1163430598	-0.1897500422	-1.015878389	-1.908528916	-0.6494036174	0.05329851293	-0.3373911442	-0.626343728	0.8199054906	1.39535496	0.2019575479	-0.9302180258	-1.480454655	-0.8891964504	-0.5398515642	0.6798399562	-0.2018227915	-0.6010513238	-2.018166889	2.434493151	0.2914974008	-0.3582648782	-0.3453712253	-0.6019736732	0.236353946	1.288781335	-1.395880297	-0.4069261706	0.5858729982	0.3358064677	-0.8701191287	-0.3763900943	0.9022478605
-1.412203342	-0.6374381549	-0.7480765828	0.9666082331	-0.373348217	1.284559489	-0.2300721299	-0.4276933552	0.1198934611	-0.4795418324	1.968228944	-0.05941672557	0.5362064	-1.000490883	1.472371574	0.963683215	0.4230896526	-0.860618011	-0.5186178666	-0.609856513	-0.0552879338	-0.1201271783	0.5295862981	-1.364461249	-0.3854750524	-0.2693580185	-0.2831088686	0.4540241781	-0.1888836522	1.92663532	-0.3988910037	-0.175605039	-1.604686066	-0.3827198707	0.6724848584	0.06107779264	0.3535919118	0.7334947259	1.224120842	0.4864240587	0.3536417475	0.553304526	-0.04539792095	0.04102168522	-0.1689603448	-1.673976324	-0.2258007164	-0.8674641472	0.3029944773	-0.6629589502	-0.3593684207	0.4900015572	0.2679392392	0.3182064713	1.477304761	-1.037625983	1.248279789	0.1220689452	-0.4578958818	-0.5199489056	-1.261453034	-0.5833733408	0.1763578631	0.5091755004	-0.5299487499	-0.07384395314	0.1956022464	0.109071396	-0.2316568332	0.0551361657	-0.3881238847	-1.556458982	-0.6604779261	-0.8067679638	0.5635292687	-0.4232748294	0.8195807738	1.378168983	0.7794797316	-0.4604245306	-0.8312607703	-0.5018869973	0.265367391	0.4913795897	0.4834195772	-0.4589085567	-1.749306474	1.106108207	1.371804083	-1.369682684	-0.1322846319	0.3467664103	-0.9387439185	1.713584929	-0.7496283439	-0.6250439926	1.801556447	0.5484997106	0.2056369988	0.09865362205	-0.7682221314
-1.613534131	-1.03113431	0.05764995691	1.551606072	-0.4480294668	1.282155633	-0.3870834642	-1.088727997	2.12422567	-0.6203698487	2.141230794	-0.02306484565	0.08372771366	-0.8871209858	1.606482382	0.1438018193	0.03256778781	-0.896235786	-0.6288817465	-0.6065992499	-0.6791939781	-0.06666163398	0.2396958511	-1.345248138	-0.21709315	-0.4033687024	-0.3737933652	1.731662382	-0.6620263828	1.729999329	1.683174667	-0.6889703162	-1.571967841	-0.7554807115	-0.01141900501	0.2550941661	-0.2187322917	-0.5913363872	1.467639292	-0.03461652463	1.472127986	0.006584082334	0.201564856	0.08057154367	0.2143936922	-1.245350963	-0.3004818873	-0.5904576714	0.309191936	-0.6445919828	-0.1932210702	-0.01135481605	0.7373946111	-0.2697787933	0.2090090671	-0.8963091259	0.9633783275	0.2476893742	-0.5066653724	-0.8353953036	-0.5341365349	-0.5391602266	-0.3518985516	-0.1355704629	-0.3692860873	-0.6851640578	-0.4799734441	-0.2955625895	0.01186116527	0.3342463704	-0.8783313958	-1.368613059	-0.04322914977	-0.7186787685	1.553931224	-0.6934473223	0.5504282896	1.547806107	-0.5211182477	-0.4187299843	-0.3565452289	-0.2837554469	-0.5529747047	-1.770209506	0.8202674132	-0.3509413067	-0.9228904607	-0.4488369783	0.1201718099	-0.6929407019	-0.631774818	0.2143670405	-1.696547617	0.4092433347	0.3751910081	-0.1158404471	-0.2247050441	-0.4180894565	0.9726810396	-0.6404046154	-0.9874353571
-1.560884438	-0.7606573196	2.465819152	1.275648041	0.02714698948	1.161262334	-1.000054427	-1.412806716	2.186277629	-0.4905991098	1.903963995	-0.3923602367	-1.088517986	-0.5831224887	0.984191161	-0.5636320096	-0.3017408208	-0.8348466076	-1.515526773	0.2043734562	-0.7619921667	-0.8736935757	0.009375585153	0.2223558531	-0.6142712971	-0.6504897424	-0.9176950392	1.771102959	-0.6963086926	-0.4686671436	1.548884257	-0.4665421562	-0.7553210816	-1.234075896	0.1968743353	0.3679410153	0.3268984268	-1.057110003	0.5395739439	-1.021314808	1.498745731	-0.253848039	0.2895065866	1.875665216	0.4743736818	-0.385693532	-0.2018439666	-0.9412021064	0.7400824495	-0.1054691393	0.6376365851	-0.1045750015	0.624455401	-0.1367449704	-1.221194724	-0.3756163429	0.7327708563	-0.4334162555	0.1931330004	-0.6758196286	0.5998880516	-0.221519267	0.09123504363	0.7924289514	-0.6480847344	-0.4381845504	-0.2303565868	-0.6801654566	0.1542969268	0.2520751765	-1.1128475	-1.551294151	-0.1344472815	-0.8611992067	2.006997223	-0.9272960668	0.137698249	0.9956498231	-1.039532834	-0.9346461092	-1.248515911	-0.200361059	-0.3831439091	-1.958954797	0.7537490579	0.02029458675	-0.4645910121	-2.240167142	-1.392872178	0.3474022358	-0.1069252521	-1.03478313	-1.845906384	0.5128802952	0.2650206951	-0.02491443543	0.7102446104	-0.4235516078	1.319577313	-0.4953567048	-1.432262357
-2.100778681	-0.7356094644	1.788831157	1.21339642	1.449195718	-0.03707196354	-1.807323633	-1.415379935	0.7858533822	-0.6847050618	1.841854521	-0.1768776253	-0.8230513402	-1.204010436	1.187608461	-0.8342838328	-1.13619029	-1.131913967	-0.5965368472	0.9313663698	0.2978676247	-1.316471897	-1.173566782	0.7877588155	-0.9189937313	-0.5075796651	-0.1111359388	1.474095332	-0.4044353457	-0.8497272034	0.4139211945	0.08011359207	0.1999363189	-0.6711397221	0.8883265928	-0.8605902262	1.459836202	-0.4815029802	-0.4660111473	-0.4159962392	-0.3934053148	0.7660364704	0.4605169514	-0.07491929037	0.06021503446	-0.7539617736	-0.4621582064	-1.559684647	0.4136126643	0.2597088049	1.242935517	-0.7358973111	1.369169085	-0.5029447934	-1.097012306	-0.5561565817	1.866763644	0.4507103889	0.01033068555	-0.2042684529	1.323181769	0.3666696052	0.6452783421	1.794013375	-0.02577108074	-0.3874868435	-0.1439270078	-2.043804069	-0.1017573782	-0.3377340487	-1.27009881	-0.1176716938	-0.1236730493	-0.9917291813	2.662711488	-2.208623938	-0.1135571028	-0.2112305457	-0.06729956493	-0.7448451343	-0.1023794606	0.06610258933	0.02347729166	-1.027046687	-1.046626411	0.00831699375	1.209394675	-0.999162219	-0.3993348823	-0.3091130281	0.6055405086	-0.3798252448	0.1894477223	0.9341681264	-1.02883615	0.004275582528	-0.07828605212	-0.03549790447	1.758364889	0.554481914	-0.5843299384
-2.21022225	-1.096603682	1.163430105	1.776776816	2.274280608	-1.069842147	-1.635379205	-1.367545697	0.3126632396	1.08149692	1.649301571	-0.521985893	0.03891351262	-1.033337818	1.940903536	-0.9082596775	-1.147672119	-1.450547946	-0.451223615	0.6881077563	0.0489136354	-0.201772226	-1.429600744	0.05282639656	-0.7392426656	-0.3419691615	0.1372285405	0.7122375615	-0.7056730542	-0.7621321872	0.05636625596	1.031073154	0.3418561675	-0.6638886858	0.9540218397	-1.811922229	0.5973051252	-0.5582845102	-1.220270663	0.1063392861	-1.021533496	0.4612826224	0.7938751861	-1.86444049	0.05276419627	-0.1126059182	-0.9549016423	-1.359435873	0.4259606748	1.283582988	1.339267538	-1.434033123	1.250404781	-1.07665519	-0.5342166799	-0.896137699	1.789390377	0.5836393537	-0.4000220425	-0.3469572102	1.809043078	-0.426325781	0.4314947247	2.059072604	-0.2562317816	-0.2463184092	-0.880319956	-3.38287892	0.7194059692	-0.6804137877	0.1346332139	-0.2496690283	-0.2360330024	-1.684713157	0.998054551	-3.206334392	-0.07807410849	-1.67831514	-0.2534914723	0.2616648377	0.1111838607	1.806767375	-0.1640882714	-1.22994603	-0.4919178945	-0.9041620626	0.5506940255	0.646067247	0.3311026671	-0.3195720056	0.175379479	0.8879100868	-0.4031607888	-0.01799057623	-1.963382601	2.667568742	-0.01252064659	-0.2992770091	1.098360263	1.687874595	-0.6989468855
