melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087
-0.2169282512	-0.693526946	-1.699277988	-0.3789006475	-2.853650021	0.0409012015	-0.6710313725	0.8824058673	-2.451953454	0.6904651728	0.8055690381	-0.6202266274	0.4805744564	0.3133310289	0.08640381481	0.8699704968	-1.572556534	-3.224171938	1.187237106	3.378770187	0.8735858598	3.103372047	1.012798408	2.526782615	-2.529504537	-0.7993270351	-0.9425104164	-1.99197874	1.44728956	1.807778635	0.04327594611	-0.3952757292	-0.139663298	1.567102718	2.421428282	-2.244245596	-0.1181109576	-0.6344249757	0.4147286937	1.047530056	1.881444651	1.016627221	2.782537447	-0.5814715967	2.603820743	0.3625094069	-0.6602913153	-1.477422109	-3.264670438	-1.631278639	-0.7984343245	-0.08847553947	-2.259848407	-0.06934940923	0.5498848401	0.002375635131	-1.412371374	-1.152991598	1.639243426	2.207143194	0.855588516	-0.7854751915	-1.115043251	0.398311101	1.266211795	2.581635168	1.372151439	0.3525290407	0.6524438598	1.56133193	-0.1320934239	-1.790290586	0.8881259131	4.580671899	-0.05099169383	-1.195109898	0.2210138651	-0.2852493677	-1.244815053	2.036644991	1.080050201	-0.8975564711	0.1976109862	-1.45039971	2.827641888	-0.5728037825	-1.371451221	3.343912648
-0.6331983925	-0.9386532327	-1.061842292	-0.07883638468	-1.027943808	-0.8615810986	-0.7545333308	0.147400487	-2.819447384	-0.3709801102	1.007313455	-0.7643174398	-0.01160847103	0.9435423247	-0.0468147997	0.1873275722	-0.5077789867	-3.805905404	0.9782094636	0.1353201458	0.8584364542	1.036327748	-0.0271664379	1.729207528	-3.320059864	-1.540754751	-1.056033048	-1.757378359	0.4072603837	0.9687694885	-1.423002874	-1.540343112	0.2570088936	1.607034603	0.8382337939	-0.3911459589	-1.070266035	0.4717681912	-0.3960588117	0.7242858775	-0.1622997995	0.9366344838	1.667327449	0.6511522372	0.7767510704	1.225628072	2.440356098	0.07406209584	-1.768372188	-1.852536478	-1.04979828	0.1659170845	-0.4096521429	0.8971653935	0.03258321844	0.6549490531	-0.4385784602	0.1625372193	0.6962511119	0.37290705	-0.6180508322	-0.8794787025	2.54539293	-0.0881009409	-0.3568282463	-0.2216813482	2.745262201	0.1103144176	-1.667638949	-1.024002219	0.6528455718	0.320975318	0.8369082946	1.41353672	-0.0219440955	-1.522685804	-0.1967629547	-0.3354505528	-1.106383045	-0.0557976843	-0.8404190859	-1.719290281	0.2722192114	-1.956194524	-0.1472819061	-0.3790086456	1.186473361	0.7675883629
-0.2344984765	-0.8748618805	0.4563638739	-0.7216327318	0.5463886225	-1.761831166	-1.156437718	-1.465394932	-2.501858609	-0.6985842589	0.6780768861	-0.2376795488	-0.5641542308	0.6188750861	0.7040235564	-1.691616927	-0.2124100715	-4.019997665	0.6021277266	0.2120155075	0.2482999556	-0.1057981392	-1.072608789	0.2291348174	-2.648916204	-0.5467032468	0.1908952116	-1.784172587	-1.459341349	-0.4649357537	-1.745691228	-1.561872169	-0.9349197347	-0.3238019401	0.04720264857	0.4680817978	-1.592673573	-0.2273342102	-0.381620646	-0.3169126981	-0.8981775473	-0.2014839723	1.966483343	-0.3121049587	-1.516157954	2.01896477	-0.3345699596	-1.22823279	-0.9441679419	-1.190417315	-0.8473611542	0.1473963169	-0.5814657696	-0.6790287154	0.6218979768	0.1110547158	-0.1929583724	-0.3853840162	-0.07345225464	-1.884113284	-3.717409455	-0.1024679734	0.6767207878	0.7563099954	-0.3945577426	1.169003993	-0.1070379801	0.3176359976	0.9565315387	0.1769662549	2.797887021	-0.1177319543	-0.1965604852	-0.126407955	-0.06777383143	-1.458849801	3.119170956	-2.275691771	-1.417201134	-0.9417466857	2.674521792	-3.282921187	0.5856578171	-1.221458302	3.155596378	0.2675674978	2.159983483	-0.8131965083
-0.0917507784	-0.7752385385	-0.6157304867	0.05323563312	-1.225257512	-0.8461525918	-0.1236423765	-1.366930934	-1.048224666	-0.784529891	0.2222024864	-0.228366534	-0.3159892979	1.102620072	0.9909288918	-2.124343305	-0.2426839202	-2.635145961	1.032200982	0.2819589375	1.197951334	1.287824234	-0.1135304587	1.264280266	-0.5849202866	-1.751729821	0.8723587462	-1.220601238	-2.120716474	-0.699955	-0.4206833894	-0.826562735	-1.830552486	0.4088839834	1.490815037	0.2319005547	-1.625029592	0.6697609754	0.3749493011	1.454000837	-0.253086379	-2.063502899	2.511263369	-0.8838444609	0.524205029	0.6214708809	0.5566435112	-1.157705849	-1.257813956	-1.143458556	1.72289921	1.06701593	-0.8025155244	0.5125435558	-0.1691430219	1.139046515	0.3468841895	-0.2069972642	1.343972262	-0.953425647	-1.569831625	2.209205697	0.4717770534	0.5566259461	0.5022262592	-2.142036541	-2.642173768	1.230186246	1.99584724	-0.6342884853	2.011667714	0.02998897015	0.1068389614	0.3849398286	-0.1074771387	-1.421287888	-0.8117263001	-0.6352557966	-1.131312585	0.4829997681	2.369524038	-2.519428852	0.3227484362	0.7399003205	1.524474308	0.8584143409	1.434751069	-0.2570296109
0.8659182832	-0.93946023	-0.642696994	0.6965336348	0.258961989	-1.255367106	0.9650382432	-0.0004271678875	-0.3064585834	0.347897601	-0.6601811683	-0.01315512928	0.6409326391	1.898119533	1.20230083	-0.3195213125	-1.127878443	-2.033530329	0.9906964924	-0.8249456881	1.19089717	1.76917835	1.258332745	2.520090018	1.10094699	1.274385891	1.24411583	-0.8242540519	-1.363705731	1.78852359	0.7271231957	1.012568841	-0.16015018	2.064146335	2.567653599	-0.8876042979	0.7177010466	1.808008153	0.3602181172	1.803944009	0.355879498	-1.277862486	2.73985406	-1.105715226	-0.7601700235	-0.5562585228	1.966204035	-0.2446185904	-0.6963580362	1.262921895	2.378213839	0.5441670629	1.842991889	1.160312216	0.6122164099	0.8360593356	2.030052518	2.055536637	2.62084568	0.2833303653	2.307064101	3.54401499	2.071863121	-0.75053598	0.08604282645	-3.185103685	-1.444783647	2.864647888	1.860292466	1.949222242	-0.3348777466	-0.1930028055	0.8760159011	1.230668189	1.518512524	0.8164647567	0.5460568519	0.2621096354	2.562732832	-2.294706425	-0.8335117974	-0.7316180028	0.861016494	1.302878401	0.6306227047	2.647051861	2.136158457	1.706749516
-0.3392504976	0.06771134125	0.5785874117	0.08729156087	0.02524095297	-0.3117834713	1.104965635	1.557145531	1.064279214	1.708522191	1.480449158	1.096648063	1.07863092	0.6792890965	0.9410775001	0.7565828424	-0.2814206589	-0.6688991731	0.3537833377	0.3648886543	0.8334289238	1.507762664	1.153870836	2.037277612	0.3076613376	1.562111183	0.8618350304	-0.1816778622	-0.08614979007	1.225299961	0.7222040556	1.01043436	2.085961054	4.048836755	2.15272453	-1.541889092	1.951108166	0.2851420451	1.481888879	0.2552115918	2.235861846	-0.697000608	1.641417937	0.340099092	-0.1643756674	-0.3263462966	-1.544161454	0.1878303096	0.5274784186	0.5706945246	0.8762737042	1.329770326	0.1602932217	-0.350692012	1.901693009	1.355153641	2.899026485	2.574047838	2.101506314	1.282155121	0.4740693813	2.964659725	-2.597887022	-0.7745732812	-0.6809379509	-0.1955185498	0.2961953422	2.801511445	2.702145889	3.233120585	1.629110452	-1.948441497	0.1646857216	0.5147903552	1.48097665	2.277263651	2.461926071	0.07849154908	1.815116409	-0.7836302375	1.750966198	-0.8834379457	-0.7939299061	-0.4470097914	0.751650082	2.967905054	1.459402458	-1.974368277
-0.3233556601	-0.1731061118	-0.1392674897	1.035910748	-1.824963959	0.460626315	1.083891058	2.724051472	1.876330035	1.605317755	-0.3821641378	0.8237777566	0.1686029534	0.09589240366	-0.1336643644	0.1104192325	0.03983470867	-0.01400955537	1.498280107	-0.3960920149	1.570524276	-0.02780035592	1.006943757	1.338068437	-0.178061973	0.4086330139	-0.492872748	0.0870090129	-0.1133051099	1.876239313	1.185427506	1.221812359	3.091264897	4.444387432	1.693477191	-0.4759110481	1.704704464	-0.6756128753	2.099730423	1.109901367	1.219664321	0.2160978437	0.9669365155	1.527503927	0.01851930093	-1.164680036	2.176061995	1.085065669	-0.2670728437	0.7795857004	0.9057501222	1.798806824	-1.169788784	-0.1996082873	0.769252655	3.089486094	1.72713246	2.7120835	2.297575119	1.884175475	0.6777784371	2.941003358	-1.462877827	-0.7657076637	-0.150918015	-0.3330867714	0.2158049239	0.9637501935	0.2103959223	2.538373513	-1.423484129	0.1027330034	-0.1647562841	-0.2100381215	1.238986532	0.1805300016	0.3711501525	0.1859740859	1.160073541	-0.1297967467	-1.527658624	-1.837715497	0.6816265178	0.1871496184	-1.082645759	-0.1610845305	-1.018391525	-1.830146732
1.285112341	-0.4810016711	1.877386895	1.32930176	1.839388868	-1.075803063	0.7153549371	1.652466822	0.6363403322	0.4071010808	-0.5053905466	-0.2268917427	0.1866678148	2.760162408	-0.371054323	1.893970852	0.2124795286	-1.548696923	1.578132425	-0.3954433774	0.2587480467	0.2475700244	1.561279113	-0.08644016882	0.411211771	1.287314377	-0.1623934998	-0.3371481718	-1.036331473	-0.3123907191	-0.5949432108	2.360277937	4.718355654	2.740362242	1.933749188	0.06865020404	1.436953578	-0.4643252484	0.3939799579	0.5558267144	-0.3842464	-0.3044508409	2.49199234	1.61248785	-3.468588082	3.43657743	5.693632279	1.038267074	-0.9904836471	-1.181785004	1.290007086	1.493146633	0.5879702278	1.299681893	0.3323251476	-0.3916658114	0.05607783477	2.565685688	2.277665826	2.538535469	-1.612744603	0.2942107192	2.571765927	-0.6767797974	2.475632631	1.781166679	1.655524703	-0.04114313967	-2.320562818	-0.5187631028	-1.857493369	-1.607441447	-1.344728252	0.4195414129	-0.5173297545	-0.0469970232	-2.133573854	2.211798693	-1.621298455	-0.9835105695	-3.157823871	-1.747664293	1.53429022	2.627851508	-0.7064228791	1.576581748	0.5658459868	-0.04013192892
3.390226899	-2.898587388	0.1037943839	0.542228496	1.268071279	-1.77309254	-0.1228385388	0.0146230119	0.4837551282	1.465375861	0.4186853747	-0.6986857573	0.3113410253	-0.05386138099	-0.03064345496	0.01478584402	-2.768163825	-1.69750321	2.781023112	0.2891840989	-0.4796998432	0.4603180636	-0.01449924856	1.222099315	1.523978617	0.9181100387	-0.6792362691	-0.6715983399	-0.5486127891	-1.161008868	-1.731752975	3.293238673	1.757842856	0.3536284331	1.506955875	-3.00763696	0.6756245416	0.3332071763	0.03069974825	0.9558060188	-1.404826944	-1.287769521	1.639572753	-0.2585425063	0.4305390974	1.603099994	-2.723519092	0.9574484833	-0.1566136847	-0.7709496891	0.6043476743	0.7393055695	7.564737373	0.4761997666	1.329592827	-2.134209917	0.4703146177	-0.6396437585	-0.1624654008	-0.1261850349	-2.959704222	-1.480761911	4.789877404	-0.2589444512	2.419954216	2.691273331	3.17418708	-0.1232059802	-0.7705765188	-1.205905296	0.5591499972	-3.378207442	-1.443810663	0.04940576865	-0.01611502688	-0.7770535872	-1.803316563	0.01726383918	-2.876166271	4.249172727	-0.6714435824	-1.156416511	1.360972103	2.780713048	0.8118802693	2.965657979	-1.29792182	3.350061641
1.65815223	-1.768805287	-2.586932753	0.7526821627	-1.076291663	-0.02858138814	-0.5538688126	0.1657404707	0.2574385958	-0.1139556003	1.74951343	-2.620317997	0.1831037104	-1.579373826	0.7373371828	-0.7740720818	-2.248608567	-0.6723074207	0.8339450015	0.133497577	0.7709585345	-0.4907838119	-0.4610189151	0.3900042234	-1.049139156	-1.852485113	-1.479791	0.05275365149	-0.4910386836	-0.7150594813	-0.6930097665	4.071968852	-1.163874219	-1.411642938	1.038561407	-3.859248316	-1.067859933	-0.2051337483	-0.6496792724	2.425191268	-0.3273688049	1.670430112	1.57090399	-0.1728206458	3.094583369	0.4562626149	-2.848195023	1.300333628	-0.003820112962	-0.5274863063	0.454614804	0.5088972776	0.2390128865	1.311325855	0.01203321304	-1.010761046	1.885654503	-0.6157559241	-0.484341808	1.610623614	2.453685786	-1.060101766	-0.2621064201	-0.1188141021	1.096013825	1.054093921	3.009323443	0.06654286848	0.03670016176	-0.2023327819	1.249445855	-2.304956706	-0.5715248784	-0.7538454291	0.7838055273	-1.060641498	-0.07094615658	4.899870924	1.817501372	1.639530069	-1.821202754	3.480382904	0.2593584916	3.871919378	4.409589633	1.014848048	-1.323147597	3.128844835
