melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084
-0.08935505948	0.7710434188	1.759510597	-0.9602388599	-0.6432684227	0.6505908835	-3.108554735	1.241118627	-0.3577188068	0.5893032928	-2.477545872	-0.01199528588	-2.808875848	0.6472898747	-3.097087488	-3.879583073	-0.7201711873	-0.5931213202	-3.011338186	0.5629423186	0.1030923482	-0.8724471516	3.9285927	-2.380232979	-2.208663181	0.3743071689	1.286862775	1.514358396	-0.9744206604	-0.03473059156	-2.018578037	-0.5330114769	-1.353961498	0.888152707	1.164735196	0.02171099444	0.3965554238	-2.829247232	0.1487988538	-1.3733682	-3.033076028	1.80458842	-1.546976808	-1.743226253	-1.906961204	3.264851279	0.7478918387	-0.5053487562	-1.146209099	-1.780912544	0.8551735148	0.1024747231	-0.2689367969	-2.197845708	0.5250198368	0.3387860746	-2.908869271	-2.135666794	-0.4526262038	-0.1338420367	1.503410571	-0.5947658055	-1.526749247	-0.9061737537	-1.609867519	-3.344290316	-1.773157103	0.7509534985	-2.471170371	-0.7868848604	-3.43448107	0.1377928252	0.3646611087	0.7136164539	-0.7598176395	0.2427319305	-0.7131111711	-0.1721085361	1.627331475	-1.126337497	-0.871302873	-0.7719789211	0.5193699833	0.8944239383	-0.1082016849
2.165221967	-0.6792453505	-1.60889321	-0.3248215827	0.1523296445	0.06303869054	-2.779795958	1.68825784	-0.9508759672	0.1512588299	-1.274676714	1.307374935	-1.816248195	1.030849031	-3.693245715	-3.418563386	-1.001868711	0.7916978465	-1.859862564	1.512041199	-0.4906870186	-0.6377559394	5.0388698	-1.888089787	-0.8382574061	-0.7439942775	-1.013041647	1.25896578	-0.09830574327	-0.3919017898	-1.255060102	-0.08054267606	-1.537178305	1.599415885	0.8111016956	-0.896597123	0.03402417773	-1.542360516	-0.495660517	-0.985264957	-1.847069842	1.761672907	-0.7346420364	-0.8572205919	-1.357611267	1.511916175	1.480523931	-0.1040310516	-0.8392300558	-0.4885579679	0.7726565064	-0.03850230633	-0.9658867158	-0.8851916336	-0.6422889848	0.2068919005	-2.397545552	-0.9705990197	-0.9418411205	-1.260221578	-0.2239507112	-1.08097402	-0.6169671541	-1.115491577	-1.932480432	-2.096989931	-1.223394981	1.719103343	-1.238068318	0.6258186905	-2.853569597	0.1398611269	1.137309605	-1.094381353	0.6280258213	-0.0004057778443	1.375946403	0.8354549888	-1.062634859	-0.6281730532	0.5728099478	-0.8352003143	0.5209103487	0.07811494001	-0.1068534797
1.622212163	1.548126793	-1.021012279	0.7799287629	0.5192461394	-1.95651214	-1.751289031	-0.2539249352	-0.5612463674	2.867799247	-0.1948337743	-0.795812235	-1.399193316	1.569008991	-2.176712652	-2.959721148	-0.4802863971	0.8407777365	-1.238742379	3.243125925	0.6871192426	1.484649555	3.055233527	-1.012453578	0.7901693193	0.9354004364	-0.7606384565	2.844746782	-1.123973419	0.6538289089	0.3666805708	-0.1065321949	-1.349409826	0.733730503	0.8918400808	-0.8584864413	-0.2337655829	-2.404729705	0.3204524512	-0.02714090423	-0.8137355738	0.3192608496	1.961632261	-0.5983613473	0.06653059003	0.04108883273	-0.2166731376	0.8962530552	-0.2408755059	0.272377792	1.583833676	1.242826041	-0.5208499429	0.1573832094	-1.202684848	1.09750127	-1.804899365	-0.4352837773	-1.818004359	-1.666365369	0.0128059566	-1.585669092	-0.8238654678	-0.9141738608	0.1767313442	-0.2041901743	-0.1876411001	0.8262956864	-2.988322327	0.2249119892	-0.01436420529	0.7074886022	1.018968135	-0.7795556116	0.2189538773	1.46450192	0.8759130096	0.3496547792	3.321696679	1.924995302	0.2751219171	1.019321659	-2.351371483	-2.590301393	-0.6206032056
-0.8486667078	-0.8509797768	0.3334717333	2.17953746	-0.5738271788	0.4430325737	-0.05216440491	-0.6034512214	1.767244572	0.6574212852	0.7141679854	-1.206831005	-0.1366702229	1.372814724	0.3894269282	-1.647597938	0.5787578091	-0.9261141131	-0.2907629091	2.564197936	0.7372932612	4.235609693	-0.7053497395	0.2930923582	0.209997549	0.9168153897	0.9366268007	-0.02672748488	1.92168529	-0.3522601027	0.4444339413	-0.02830528353	-0.2762330866	1.38773656	0.7483011645	-0.3043939175	0.7223047922	-0.4809398393	0.3193692218	1.236395652	-1.772188598	1.03021036	3.045337124	0.1481655237	0.5339638668	0.2842293796	-1.276614224	1.881590307	-0.1506134314	0.3440459217	0.1082991619	0.1212934987	-0.3797453423	1.639808733	-1.676076123	0.9209602093	0.393683149	0.3508643629	-0.379457691	-0.4036414207	-1.856217786	-1.341195513	1.409072279	1.300224711	0.7129515739	1.288725151	2.325107481	0.1515681886	-1.204631583	0.849089855	0.003183525037	1.38518595	-0.3457003752	0.4785374429	1.021990059	-0.1302437675	-1.54465345	1.532134915	1.330409072	0.6477117597	0.1747677175	2.257558056	0.1673825466	0.2060084567	0.573369655
1.793157318	1.81683571	-0.6772113409	1.666482974	0.127380545	-0.9635899007	-0.3703866631	0.7665117487	-0.0558373032	-0.1457869492	0.2540180117	0.2599087327	-1.235352102	-0.6009960672	1.175353836	-1.472096566	-0.1645535328	-0.3409020572	-0.1606438648	0.7958794874	0.4212854053	3.076208177	-1.984628911	-0.393975402	-1.299640073	-0.5245108498	-0.326042037	-0.3661296663	2.238817835	0.137491052	-0.5118205052	0.2210066438	-0.5449046235	0.3100633014	0.7509182955	0.7403261664	-1.443910206	-1.298416038	-0.3334764081	0.3204593939	-1.376935574	0.3822081359	1.008940847	-1.346465992	-0.7986124233	-0.6136621731	-0.2349840285	0.9481736539	-0.6771112097	-0.7341494961	-0.7053423643	-1.464739878	0.2492032505	0.8008548121	-0.1685997178	0.104272759	-1.463165032	0.5458610554	0.7747181072	-1.034394208	0.1560944684	0.9957964256	1.613564174	-0.7858174421	1.753994475	-0.0146752719	0.1439158211	0.5253614369	-2.437203994	1.652759917	-0.7442348563	0.7543515662	0.5483938033	0.7539639377	-2.824122699	-0.2180477883	-1.574483801	-1.197148532	-0.2083420623	-0.7913810971	0.392001424	2.091055665	-0.5946607823	0.7684837673	0.1134229592
-0.348907166	-1.130006836	-1.901688041	0.7666808456	0.2670193598	-2.248252116	-1.180025295	1.579012254	-1.619962159	1.77968755	0.7127092984	2.8264502	-1.387320041	-0.5543337846	-0.8683896948	-2.396963596	-1.334012531	-0.04441216073	0.1944243556	1.141128908	-0.3813046799	1.519878199	-0.1132594563	-0.8611334766	-0.3915496332	-0.573954362	-0.6930593945	0.04753407323	-0.4468371299	0.5768384551	0.2652820881	0.6803078052	-0.2893020836	0.3896836662	0.5952514108	0.2502831057	-0.2640251384	-0.5484438522	-0.4179940863	-0.1002778538	-0.4851939066	0.4587315299	0.279810178	-0.9646907158	-0.4802321318	-1.743024882	0.9548890441	1.055772818	-0.2952825822	-0.3955399834	-0.5946511794	-1.23061823	-0.4742114808	-0.1005243558	0.2129917533	0.2577552016	-0.3903754392	0.2402446812	1.652055732	-0.3017944135	-1.116954655	0.216817582	2.12054762	-1.909303697	1.314705261	0.918167704	0.1759700806	0.6218816271	-1.025017461	-1.694141417	-0.9358438432	0.7724683175	0.2868593278	-1.128683194	-0.2388797604	-0.4801633971	-0.04219879042	-0.7406171277	0.461577197	0.2550125029	-0.3259404781	1.892388385	0.8461893244	0.3703105491	-0.3388134117
-0.332691791	-1.197074571	-1.031670454	0.8026199476	0.1438441309	-0.2663179867	-1.058554533	0.7953703122	-0.3759347314	1.645491969	0.3048772127	0.5792937615	-0.485613957	0.6415843248	-1.131367022	-2.041033574	1.504253219	0.5907763192	0.03272091802	0.3890093911	-1.825654748	-0.2536552446	-0.9544581335	-1.611127778	1.062291243	0.5651453401	1.778650445	-0.4237645401	-0.4032377217	0.228314823	0.6521499744	1.158833585	-0.7545976776	0.5134376404	0.7009337041	1.455533052	0.9600955109	-0.9727862601	-0.1402642285	-0.05764851095	-0.5414205341	-0.3402049833	-1.099778672	-0.3050537431	0.9790357228	-1.281117764	-0.3650736563	1.364366128	-0.6136288318	-0.6468443427	0.2478305521	-0.2846684995	0.7779002773	-0.4675402567	0.09011197659	0.2909930158	-1.399222426	0.5912155386	-0.6538837809	0.02647481348	-0.3338100924	1.346527761	0.5441998039	1.298695935	1.793967704	0.9708559113	-0.180537769	-1.471354823	0.9557176165	-0.4029142104	-1.78040587	0.5606588037	0.6680747561	-2.06835546	1.410299341	-0.6356229865	-0.195005635	0.134111374	-0.7734070261	-0.111521043	-0.2035285715	1.221589008	0.8494436449	-1.264715456	0.01972776706
-1.08219693	-0.5234709158	0.3268832911	1.039158598	0.03408838277	-0.05842149667	0.291880358	-1.343414725	1.723753391	3.081255716	0.8249527492	0.09007619973	-0.01358679505	0.8371347872	-1.005180662	-1.355954637	-0.6598327724	-1.295055001	-0.4889740733	-0.2707920654	0.2349927909	-0.7472134622	-1.588501913	-0.7252166758	0.9692533387	1.207874682	1.694169066	-1.175569763	-0.7040491842	-2.166701143	-0.3816365101	-0.04250783944	-0.3702875299	1.613652145	0.7425538386	-0.7119476778	1.295105611	-1.326320103	1.056369234	-0.6456097598	-0.8728667633	-0.7754784244	-1.523568723	-0.4673509356	1.506751419	-0.3495094133	0.677696738	1.104499629	-0.1200485158	-0.2299481685	0.7080112073	0.792290487	0.832871525	0.4370043622	-0.1066091386	2.195859187	-2.27039533	2.266622422	2.374640151	0.01039092795	-2.223391075	-0.680168578	-2.071866443	-0.1503769783	1.417917086	1.937562506	-0.1886575117	-1.539250721	1.526859299	1.254064559	-1.367853586	-0.2082317726	0.3113225838	-1.283611329	0.5794091864	0.7019476895	-0.03313668813	-2.071864975	-1.100647843	0.9835177759	0.991594532	0.7844799653	1.016118488	-0.9535791026	-0.9381155421
-0.1457348479	0.7954746471	1.58366483	0.7409591544	-1.010758765	0.2032694663	1.425941446	0.1347162097	-0.3808676787	1.848660965	-0.1026760952	-1.382834243	0.520251624	0.02024279929	-0.6205871939	-1.459906239	-0.2096625092	-0.2982131222	-1.348125918	-0.2746921506	1.214947462	-0.2514191969	-1.236552668	-0.3366729789	1.303976786	0.4084076267	-1.305488959	0.08421614359	0.5412584376	-0.4930896409	-0.1881079947	-1.202307543	-1.1584442	1.231425776	0.8039331859	-1.022985477	-0.04744016812	-1.031886684	0.5802545585	0.04783092101	-1.433184816	-0.6066870881	-0.8538076119	-0.4373019422	1.592353756	0.5318711333	0.4006223933	1.111082135	1.218116956	0.9195672977	0.2098090129	0.7205121835	1.971860444	0.5365034216	-0.8855289204	0.3001188833	-1.626800176	2.524164941	1.476385557	1.746162562	-0.196127895	-0.9412950689	-2.024314746	-0.5963553064	1.654023712	1.378907024	-0.08857832611	0.06909280951	0.639208882	2.001746327	-0.6866479954	-0.8266723339	1.658229208	0.6229467434	0.5042895574	-0.4915665159	0.1560826554	-2.309881685	1.844079381	-0.6018880979	-0.07960567838	1.470214206	1.70350448	-0.7379029094	-0.8034957928
0.1549075044	-0.9161522633	-1.333445244	0.6773777473	-0.9267619634	-0.7750990019	1.203219387	0.9696657069	-1.221015783	0.6981251548	0.234664216	1.680353843	0.4315777852	-1.286883294	0.3690280055	-1.665951959	-0.8205930189	1.778188991	-0.5558979552	-0.3073777215	0.09568929918	-0.9901486497	-1.294551706	0.5584891422	1.710329883	-1.413277913	-1.567746951	0.9337072483	1.625992961	0.7541113097	-0.1119666154	0.392796544	-1.21033131	1.369071344	0.6912994529	-0.1743690551	-0.9533040115	-0.7078159607	-0.6907691987	-1.173156995	-0.4177902602	-0.8867092013	-0.06621735393	0.1795156735	2.416092659	-1.071061253	0.7838749682	0.7798392262	1.121496147	1.45022316	-0.4661960651	0.4848869699	1.595624957	1.037107263	-0.1551207322	-0.1220273639	-1.022139213	1.706180043	0.8083911514	0.1759078554	-2.176060261	-0.02042950836	-0.2275497075	-1.522376552	0.3483817785	1.178502602	1.362801236	0.07428709801	1.818050362	1.818631621	-0.7209498194	-0.5464175016	1.103619962	0.1948075415	0.7938309469	-0.1304272499	0.978114396	-1.388966289	0.08024733797	0.5719170127	-2.094346128	0.008782675027	1.29688317	-0.4862677307	-0.363343982
