melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149	melodic_150	melodic_151
-0.8896530846	0.2242971281	0.5287642533	-0.6414483063	-0.05489778858	0.1274926633	0.9969818103	-1.689367061	0.5508398041	0.1476071541	1.641671391	1.361005541	0.006617661536	0.5475819948	0.2531888606	1.608471911	0.1835985601	-0.1850405394	-0.510738051	0.9315057619	-0.2115787328	0.7704408071	0.504975746	-1.072133384	1.104332025	-0.9682109202	0.3235531866	-0.5904161901	0.5040397879	-0.008578692559	-0.8198178662	-1.663020345	-0.373409189	2.418717081	-0.2847450903	1.191393169	5.159641069	-0.6070013195	0.6865139796	0.3821327987	1.180766497	0.8788530924	-0.3775664521	0.07468142154	2.367018798	-1.13690804	3.085884808	0.07319584456	1.214731323	-0.7018673683	0.3647958094	-0.9140599293	-0.2837344996	0.3762621583	-0.3108605941	0.003236780218	0.1163259807	-2.415966012	0.4255188605	-0.7744760459	1.114733439	3.213241017	-1.634430542	0.6689007858	-0.09844143717	-0.724253321	-0.3096521122	2.64371222	-0.01056727972	1.432134057	-0.7749987313	0.525900093	-2.391154169	-1.617961254	2.547876824	2.572906901	-0.1140506412	-0.8107673997	-0.5098672064	1.921659989	0.9572597981	-2.040265751	-1.502108432	-1.15841379	-0.4782851784	0.5699895328	0.2444133128	1.773243642	1.265709832	0.2271503806	0.1893858593	-0.08677701394	-0.1346280451	2.542329259	-1.041508868	3.824804424	1.713184961	0.8183868377	1.576920997	0.2925806064	-0.003552332241	0.3902478498	0.6627644278	1.775846555	2.121346059	-1.312068114	0.1784213681	-0.6438650632	-0.1955372892	0.5882028607	0.01547789914	-1.667889687	1.4068199	-0.6207202073	-0.06998731646	0.8285391154	-0.7961739482	1.170204327	-0.3281300872	0.8638768286	-1.042244713	1.323407642	0.08718313792	0.4266252853	-0.1139950389	1.887175091	0.9922577583	-1.30479496	0.3362632331	1.368337451	0.2047183005	0.7124240474	-1.033847247	0.6158841302	0.7461093082	-1.757241628	0.03844367792	-0.4089467856	0.7741612947	0.02467859765	0.03917579028	-1.892159651	1.169364141	0.7958508312	0.6486818905	1.715526717	1.702268085	2.11978425	-0.1177709383	-1.433774904	2.324272298	0.6823935933
-0.3506572998	-0.5502795418	-0.2870451474	-0.7028134317	-0.6575960609	-0.08225960504	1.077171278	-1.14791153	0.2062881494	0.2651293398	2.209491904	-0.7006048782	0.2269950132	-0.3004601634	1.383898763	1.231783816	0.0653809161	1.007131168	-0.642230093	0.7836740882	-1.174476331	0.5150709768	0.3093479798	-0.4448172809	0.8848504193	-2.225348217	0.2272109578	2.440665493	-0.194458991	-0.5865871055	-0.1196370877	-2.091214406	0.3549522286	2.447280637	-0.6624381473	1.947944966	3.975603099	-0.0697446061	-0.5060590648	0.904124417	-1.568366162	-0.1585641164	0.2915306845	2.274125951	2.069685475	-1.197637141	1.350971116	-0.6797760557	0.1109108869	1.19296655	0.2869708415	0.7661515679	-0.2790420672	0.2699750636	-0.301156194	1.418451168	1.643041435	-0.08792952169	0.6650582442	0.02190106724	0.7473946647	2.244573141	-0.1771777279	0.6792140945	0.0934154198	-0.3622213278	-1.094097403	1.892116763	-0.4353372515	-0.1732892997	-1.244721508	-0.6002723188	-0.2304668176	1.797161583	2.93343153	1.206185167	1.447863871	1.096109008	0.1119312859	2.059484134	1.346361289	-0.6865269952	0.4359930883	-0.519858682	2.018413675	-0.2758010691	4.447214442	0.6729073114	-0.3693384209	0.1205393872	-0.1558483341	0.2287587287	0.2240435236	1.285872628	0.1887783455	3.545847379	1.03502295	3.158588383	0.2975534362	1.060365652	-1.635864318	0.9779969119	0.3474841538	0.08511950819	1.351834967	-1.281900018	0.5994693899	0.3723670114	1.548570722	1.381387111	0.6647637858	-0.004196129187	0.3833534532	1.215756097	-0.5814933081	1.451353403	0.06398783559	1.802279397	0.4393005044	2.151615398	-0.4674679422	1.98669551	-0.3224403081	0.1640159556	0.6341868152	-0.5408251544	1.657589009	-1.004532811	1.788861483	1.358708468	1.694578319	-0.3922599614	-2.414991236	-0.8011102566	-0.5038295047	3.2584298	-1.131858658	1.236750376	1.291114769	0.9780046693	0.4771405717	-0.186377374	-0.5799268519	1.998842087	1.30252454	0.5454543761	-0.2702121652	1.921366342	2.994761255	-0.201179717	0.6554431805	0.08610726808
-0.8863853972	-0.4950416887	-0.5056452307	-0.4866513925	-0.8195745914	0.1188416608	0.3838183923	0.4648669854	0.4050435086	0.4418923903	0.5154600269	-0.3762163895	0.06358063693	-0.8753323274	1.595372849	0.6470647358	0.0789408058	-0.1032597933	0.1312849631	0.7047895992	-0.9701472473	0.5120462693	-0.1425525562	-0.7058453641	0.5981382131	-0.610850415	-0.575422984	-0.8869245131	-0.1964720973	0.1470361529	-0.07936945788	-0.1074938729	-0.5476656674	0.2665560169	1.14147169	0.795508781	1.328828741	1.226112674	-0.9898438397	1.187894156	-0.3107321459	-0.6404406683	-0.6160450145	1.774428588	2.011270065	-1.56427244	0.3855333312	-0.1975488779	-0.02389751265	0.4644157643	1.437363887	-0.4609902257	1.931505523	-0.1930024393	-1.749359648	1.643583816	0.8178341397	-0.5644780141	0.3424210469	-0.2755760561	0.8746005745	1.49847429	-0.6870926895	1.416720825	0.1325571825	-1.105065949	-0.3566303442	-0.8601726431	0.3164181716	-0.7940247564	-0.695036962	-0.1300567388	0.9514630082	0.09997516324	2.413104674	-0.2271396763	-0.1410974929	0.2382708922	0.8265151129	1.247236643	1.266786663	0.1840250104	0.5836144726	-0.5123289508	0.3573159793	0.04415313633	3.374723385	0.1814447698	-0.4391617533	-1.051928854	-0.7305561019	0.3982869878	-1.058847651	0.8292297287	0.9138220109	0.3213579772	0.4070686003	0.5596081589	-0.1333157911	-0.1859885816	-1.522002904	-0.4495664056	-0.3903584638	0.4173386277	0.2696143493	0.07950007072	0.4210620533	1.932639986	1.286875279	1.048847016	0.5711524763	2.474953037	0.8474402653	2.930188795	1.095113456	-0.5556294277	0.8693711351	0.6901457086	0.6322947443	0.648927336	0.6172356764	1.352554796	1.505786187	0.842971217	-0.6521356218	-0.629521729	1.596469655	-0.8328559983	-0.3525805758	2.791979936	1.285512637	-0.5482774772	-0.3885426645	-0.3055531774	-0.116178128	1.864311089	-1.767656144	-0.01372066853	0.7394267472	0.7532314501	1.417430776	-0.8214881072	-1.523756204	1.77820299	0.9686831943	-1.256818093	-0.3694433628	0.7137743773	1.84782838	1.144981098	-0.5837036501	-1.189616989
-0.814964181	-0.8373181205	-0.4847464807	-0.2898469936	-0.6942525694	-0.07518483786	-0.06511402877	0.2793744065	0.1490306526	0.03363491544	-0.1071909596	-0.3543694428	-0.04353275277	-1.288292419	1.039106059	0.5910761085	-0.0004313515049	-0.3634485752	0.3374613368	0.7889260887	-0.6109111744	0.3845490765	-0.08683202425	-0.4790840065	0.3563106325	0.6070927959	-0.3240706351	0.9888367379	1.589358077	0.2781551975	-0.003463586953	0.1559841691	-0.6029236517	-0.3235607728	0.6649171224	0.7499322943	-0.0435853192	-1.211208976	-0.8376011412	1.092301102	0.2933685197	-0.6393013787	-0.1428567508	0.8768784476	1.246368315	-0.8597113857	0.3676713251	-0.360599224	1.307385988	0.3464063773	1.922681691	-0.4201127057	-0.05753129392	-0.4311759705	-0.6624911505	0.8099403825	0.8243039813	-0.7611945308	-0.06948672874	0.196711228	0.7646088106	2.780248234	0.2947229991	3.303187738	0.1465951881	-0.1586744831	-0.3212512966	-1.747188903	-0.5640008968	-1.01999933	1.206359129	0.3435189944	-0.3498825142	-1.657056204	1.584863846	-0.4991483517	0.2508170995	0.9941207444	-0.03112288218	1.241046022	1.544942848	0.4745059997	-0.1667159089	-1.118296299	-0.1042447707	-0.3961691598	2.171950109	-0.9015242919	-0.964383499	-1.678577214	2.233675717	2.005181275	-1.385941007	1.19764328	0.1854408757	-0.6672107728	0.502301641	1.224000872	-0.02321752834	0.4772388522	-0.9937001455	-0.2288896611	-1.462104412	-0.5634343276	0.9249012356	0.01345948288	-1.284205986	0.07745026714	0.01358568989	0.4222656892	0.6427245977	0.3189810723	0.07352921525	-2.367893742	0.1410889662	0.004077305063	1.524521838	-0.7010507562	1.048410496	1.646245634	0.3736615014	-0.3740514713	1.039578794	1.987596643	-1.079949811	-0.9169100592	0.3243956507	-0.3698001076	-1.574341084	1.997253827	0.2260602339	-0.5972604417	-2.257208417	0.08281552222	-0.6709500415	-1.183468995	-0.7946240557	0.2908745851	-0.566774451	0.09068501851	0.2978995409	0.0324327164	1.273369041	0.5747297845	-0.3999666942	-0.5738266812	-0.7094620696	0.1122628972	-0.3802092266	-0.1765247245	-0.02444853983	-2.300516896
-0.01530995774	-0.604033174	-0.7348212346	-0.1170469198	-1.034869622	0.3495478462	-0.01369654121	0.1648925209	-0.2646438869	0.3525251775	-0.3020973443	-0.9816224316	0.1897866777	-1.247910513	1.185338375	0.4723014477	0.2724505361	0.3769232648	-0.3381377081	-0.2135628404	-0.9358204342	0.4278590317	0.1122707853	-1.520691169	0.3133786818	0.7027654867	-1.003116569	0.2642448562	-0.06024353302	0.1835155255	0.02291026326	0.889877682	0.007592433113	-0.1025266522	-1.368507938	0.1838585964	-0.8217411767	-1.16133894	-1.248018843	0.1866309266	-0.9305844811	-0.9378790086	-0.05633468711	-0.4252128084	-0.0008299304029	-0.2842497739	0.5029544531	-0.9109073147	-1.463268747	0.02136162263	0.7022324367	-1.241396353	-0.4914314879	-0.3839613065	-0.8402960284	0.3932087022	0.9702652842	-0.4685649505	-0.407944571	-0.3814944793	0.2065310227	2.673552347	0.4618957665	1.182103623	-0.943706518	-1.140573434	-0.4366000585	-1.962379244	-1.706805345	-1.133031232	1.307020254	0.1678288878	0.8090306842	-0.1489799502	-0.546786342	-1.308831337	1.379813988	-0.9353741302	-0.2643054103	1.1630655	1.461896886	0.2835487564	-0.05519391424	0.2146367743	-0.4441741826	0.5899638508	0.5814613023	-1.177824218	-1.225964228	-1.413749148	1.455317908	-0.6713701678	-0.2362210203	-0.3295488663	-1.029714611	-1.705528319	0.07761570026	-0.5452130982	-0.7848994511	-0.9486576007	-0.02999391535	-0.04245365399	-0.07718283331	-1.577176149	0.5649494926	0.2048783356	-0.8628155727	-0.273682824	0.6875298157	0.02130746515	0.01627612814	-0.2774594876	-0.698567372	-1.284006994	-0.1334288699	0.8566573114	0.9405686855	-0.865281505	-0.3701196945	2.273138233	-0.473778832	0.1335011992	-0.1728174541	0.915693041	-0.3817256433	-1.8551026	-0.4067806796	-0.172162446	-1.390691932	0.7642356771	-0.7788834211	0.1307792819	-0.6669702251	0.2400531458	-1.352509561	-0.699936634	0.6388442671	-0.3790332244	-0.3465676647	-0.3376931248	-0.6358498537	-0.1769940663	-0.3577875152	0.464007077	-0.3878136113	-0.5463728918	-1.876670203	-0.1281237891	-1.106963466	-1.42578348	0.6988348749	-1.451610692
0.3430982475	-0.415532299	-0.4852768691	0.08483379537	-0.6664256157	0.5140235832	-0.06082332326	0.1178317631	-0.4212525906	0.3676804052	-0.766448977	-0.7331829368	0.5012265848	-1.505263681	1.074660494	0.5558234173	0.4501237992	0.3809020145	-0.0112599874	-0.09709785539	-0.5739720458	0.7057234673	0.5267336794	-1.738878684	0.4358901768	1.341488525	-1.34820928	0.4420670718	0.9812887972	-0.06419568	0.1898913288	1.962259432	0.4512517774	-0.3504194858	-1.270222422	0.2869780505	-0.8490843087	-1.473879803	-0.5123147558	-0.08195798794	-0.5031543613	0.06618856356	-0.5560711061	-0.5751529848	-0.2743150096	0.2007694446	0.5697062251	-0.6137023606	-1.291972369	0.450982179	0.6763768838	-1.748207351	-0.3384885961	-0.6870556015	-0.4113231788	0.408214611	1.039862181	-0.405682538	-0.1954166344	-0.2438851366	0.2930814661	2.972121653	0.2980722017	-0.0918375826	0.674319162	-0.6858028944	-0.4896060006	-0.207679602	-1.070218692	-0.001770071109	1.092440385	0.0750165547	0.1715681178	-0.9996184175	-1.004314079	-1.329642727	1.102414609	-1.141177866	0.7536247367	2.072646926	1.544944026	0.6920169116	-1.545028507	-0.6878522406	-0.4493959966	0.3248970978	-0.8210358738	-0.1154980418	-0.3637589373	-0.915677291	0.3260421155	0.3123858843	0.05417573791	-0.3574997622	-0.9989102019	-1.160028633	0.5645884193	-0.9393883586	0.1660344101	-0.5559765984	-0.04086016632	-0.2166224052	0.4513424502	-0.6587472976	-0.1503542736	0.01154916358	-0.932285251	-0.05829435521	1.306637976	0.1291099211	0.4735293945	-1.186369748	-0.01423125773	-0.4131961362	1.805963264	1.395420128	0.4302474851	-1.175321469	-1.44455316	1.290732742	-0.04933436933	-0.9005522175	-0.5949874543	1.582305786	-0.5433436371	-1.082089347	-0.8765927301	0.8063052238	-0.6962112136	1.767847262	-0.6147874986	0.364868472	-0.2639125363	0.6435574766	-0.648998661	0.2445585512	0.9101642241	-0.5116796392	-0.7102698493	-0.4674975706	-1.48523538	-0.834842938	0.6163806645	1.155098284	0.9254770892	-0.09431715076	-0.8038075524	-0.6538676914	-1.044946633	-1.612920608	1.480595709	-2.070846023
0.5754756843	-0.4167794418	-0.5467472496	-0.1380745673	-0.94052903	0.1239598712	0.04549339703	0.05045706304	-0.5703518438	0.4767417702	-0.4820153346	-1.082477854	0.2541997844	-1.436629011	1.09261643	0.8108232722	0.317152742	0.7807690469	-0.006398178569	-0.04921855205	-0.3960943878	0.2281503847	0.3146986118	-1.63287227	-0.1832134964	0.7862392365	-1.247598298	0.6782346094	-0.1849809044	-0.1760056322	0.6979234374	1.438898741	1.378730301	-0.1011999858	-0.9479769982	0.4133552481	-0.8287495285	-0.8948975311	-0.2271753601	0.3768977013	-1.132913913	-0.410693362	0.5211394274	-1.112423287	-0.8499901734	-0.6539568512	-0.0180926515	-1.229617005	-1.160700924	0.3798657035	-0.4285391541	-1.237107836	-0.3180287705	-0.9532452928	-0.4584089042	0.4888682622	0.7824145283	-0.4408841627	-1.266313259	1.103137985	-0.9284729146	1.977063227	0.305823674	0.08248117241	0.4392106163	0.428189999	-0.8941338939	-0.2966984902	-0.8316630531	-0.9871154642	0.5612618192	-0.3246852628	0.8370274429	0.8054326602	-1.261028029	-0.9801326634	0.4181108362	-0.3570585357	-0.3249382907	1.089765371	1.807588449	0.805065887	-0.4307508067	-0.1565220792	1.237683322	-0.4685591134	-0.8463198728	-0.9983000299	-1.076254088	-1.156233674	-0.5629158812	0.2037852447	-0.005989928932	-1.026504768	-0.3407754569	-1.25096281	0.7322591818	-0.1442950963	-0.6556406592	0.7031952286	-0.2652315274	-0.6789647278	0.5472158492	-1.576568227	0.3399772863	0.6340670645	-0.3050812114	-0.4752323972	1.265580653	-0.02814497149	1.618636436	-1.065280702	-0.9126264776	-1.075047793	1.102150918	1.510979078	0.6680106744	-0.8031889185	-1.666589413	-0.8616672025	1.104084138	-0.7347817616	-1.162541794	0.4468954244	-0.1500863015	-1.339918798	-1.680644128	1.125451207	0.2153158362	-0.1583838718	0.5502797744	-0.8031454661	-0.415425771	-0.176474582	-1.264881042	-0.01778275176	-0.2331797177	-0.4329440638	0.5504189336	0.4520071854	-0.956301332	-0.594264256	0.03079437355	0.4733711049	1.949379919	0.5444724284	-0.8198669156	-1.10983058	-1.238264741	-2.181554362	1.610340796	-0.5251124105
0.6040757609	-0.1109084849	-0.6031090215	-0.06177384011	-0.7544995143	0.478488177	0.1934831421	0.3657325398	-0.7354487732	0.2333489896	-0.9438528653	-0.5827953777	0.778379248	-1.388371166	1.24412019	0.7533428869	0.259267873	0.2392587292	0.4209231501	0.06167173332	-0.6783102874	0.7896838154	0.5763171126	-2.10441381	0.2109918537	0.8149148004	-1.772615471	-1.189216957	0.7579938646	-0.01152753924	0.5184737964	1.788213226	1.535534617	-0.5633876973	-1.052111508	0.3865271771	-1.335904158	-1.459648577	-0.281805753	-0.4498892233	-0.5955747629	0.2535630648	-0.1771678583	-1.426925199	-0.1662391178	0.01964343305	0.1879998602	-1.096362174	-1.141080558	0.1778982268	-0.1314481483	-1.226635911	-1.826842171	-1.096396394	-0.3351566156	-0.5415792203	0.3117777986	-0.2749891725	-1.057314449	-1.465475936	-1.502424001	2.124010384	-0.1241375989	0.5228629008	1.208637005	-0.3839309533	-0.8130970993	-1.026513239	-1.314999194	-0.6005468468	1.235219189	-1.009827287	-1.344095371	-1.074593526	-0.964521158	-0.4146086463	-0.2884752974	-0.3582769878	0.3259758882	2.230365941	1.304806957	0.2307192364	-1.085452725	0.4002027859	-0.5925888435	-0.02334061042	-1.000306182	-0.5407679921	-0.6349053795	-1.200822065	0.71623725	0.5105404569	-0.3206501398	-0.7846727113	0.04567848679	-0.843419478	0.5322047201	1.605517545	-0.5733667463	-0.4417981469	-0.407547889	0.4824192009	0.2131387019	-0.8388149977	0.1059185145	1.162878509	-1.308829934	0.1519723886	1.285674759	0.3386326833	1.667543684	-1.157401195	-0.6991507078	-1.498424592	0.9124825487	1.734772883	0.7127625245	-0.8689552193	-2.22656507	-0.3595173374	1.009248392	0.09555502479	-0.6639390011	-0.5424189488	0.009934707332	-0.4023351849	-1.53819034	0.2747644066	-0.3622960737	1.823865143	0.3380998307	-0.1100978435	0.04495234092	0.4725085387	0.2620639523	-1.432445412	0.03440070854	-0.5753561128	0.9343798694	-0.1318039213	-1.431219329	-0.2967943375	-0.1450738744	-0.04147635781	3.085150195	1.235950392	-0.734899068	-0.2956105668	-0.4991834534	-1.257646959	2.138892301	-1.124736967
0.8398288858	-0.2543281876	-0.4958092827	0.06073423247	-1.264334252	0.2745206137	0.1295854953	-0.1776479635	-1.063860947	0.3131210307	-0.4033740151	-0.6135590352	0.3681575592	-1.245540949	1.107692367	0.8657788355	0.2075176984	0.8752743866	-0.03250917367	-0.1906090061	-0.8006940102	0.2010297264	0.5467028435	-1.877213947	-0.1046037992	0.5430851932	-1.459371328	0.6578218695	-1.094168704	0.01609928565	0.6947713549	0.613102917	0.7967307756	0.001225168582	-0.8760908325	0.3638804925	-1.565220467	-0.14767255	-0.7754934679	0.05389527528	-0.416231027	-0.5079544111	0.5681770721	-0.01076721205	0.03111933746	-0.4617492593	-0.2474243914	-2.131145487	-1.222309297	0.4576126429	0.2488818827	-1.20335897	-1.077346154	-1.6306678	-0.5761346269	-0.6491790013	0.3048726743	0.009994081465	-1.593502648	0.8794294567	-2.87224183	0.4416795479	1.160337942	-0.8683803613	1.030091624	-0.3330468646	-1.204674235	-0.8087062314	-1.157485417	-0.4710205003	0.3857460789	-1.645044974	0.8959838384	0.05632805377	-0.9551790291	-1.697517784	0.544689197	-0.4875680455	-0.04408313173	0.05921651085	0.9914865987	-0.1829652054	-0.1574268247	-0.2276187526	0.7479831423	-0.5595159548	0.8487605156	-0.9835115799	-1.568307651	-0.1689490941	0.1831389501	0.6718894548	0.4192014351	-1.344401489	0.4721039545	-1.569401874	-1.396564246	-1.638973195	-0.5603902319	1.642569805	-1.324501589	-0.2325555908	0.7012858725	-1.533673689	-1.158845967	2.095705273	-0.4552241854	-0.03328584329	1.148402857	0.8698990449	1.004751023	0.1305661124	-0.6644322554	0.0682019956	1.561915279	2.32727428	1.020737973	-1.203238259	-1.659018911	-0.8670411306	-0.5765103543	1.236054107	-2.15073863	-1.106062805	0.7850951244	-0.6975666926	-1.396900911	-0.9627846571	-0.5062493543	-0.919847157	0.774942159	-0.4890844936	-0.3773440966	-1.053717691	0.04821127634	1.721762093	-0.5265793007	-0.7311429049	0.2382570397	0.6114407619	-0.3178146679	1.550291441	-0.2426788602	-0.9389573891	1.688652707	0.5528497677	-0.6513021069	0.3316041617	0.6982135884	-0.495391354	1.955172787	0.695295776
0.9024215402	0.07935471087	-0.3461346416	0.3814685872	-1.240665449	0.1918815173	-0.02679361611	0.2966375446	-1.340347102	0.3737803263	-0.7203312851	0.2917419759	0.5242092933	-1.152360098	0.9426781847	0.3308634516	0.340037641	0.5283640148	-0.08824269201	0.001152569809	-0.6884334565	0.1852941722	0.9797704415	-2.098662552	0.05132799384	0.4520446764	-1.681884177	-1.55516686	0.7639198656	0.1838229114	0.0490644152	1.651731367	-0.3994979197	-0.004083258084	-0.4547681966	-0.08835701134	-2.006967467	1.581988849	-0.2561124793	0.5902540684	-0.3979133869	0.3026969794	-0.5312118756	0.2653918372	0.7942113445	0.0782186346	-0.1145128742	-2.014584667	-0.7059468015	-0.131600188	-0.0679429218	-1.799617195	-0.7452863194	-1.350585202	-0.8036102063	-0.2585527378	-0.1601044153	-0.08681255886	-2.019143876	0.006563491247	-2.146179191	-0.9865997266	0.5318107036	-1.382171781	0.7029758022	-0.9799433901	-0.3687315537	0.445888245	0.5438347917	-0.5411121634	-0.2786008277	-0.7791493779	-0.8832860821	-0.8765853396	-0.4834996939	-1.359814269	-0.570231148	-0.4386700965	0.0283975447	-1.486558572	-0.2035906024	-0.2538018666	1.068251309	-0.551139094	-0.6410081149	0.2831651725	0.2365991522	-0.668678932	-0.2249824425	-0.2306504527	-0.7851697948	0.6381582625	0.2422609779	-0.7012714885	0.5048588003	-1.711141294	-2.45493885	-1.789232262	-0.5975038666	0.03674571538	-1.773757754	-0.3895375028	-0.4333211385	-1.161271059	-2.009864799	1.598190023	-0.3197010215	-0.05961472901	0.6558757636	0.4764479323	0.4593085893	-1.327439346	0.03619211933	-0.2789118747	2.052758728	0.2299896485	0.6008517012	-1.108157163	-0.8689973466	-2.010448565	-1.411701413	0.9633658712	0.2860423256	-1.118012458	0.3632706721	0.2019233762	-0.8970398093	-1.370469205	-0.7157525504	0.1480809014	0.73382403	0.157750667	0.9528066059	-0.1831342499	0.3772049899	0.1429693429	-1.587065924	-1.064727951	-0.7828190241	-0.3024309532	0.01720441781	0.4711152083	-1.540095701	-1.411402257	-0.442968482	0.3135707666	-0.7734510092	0.1847404933	0.3151689716	0.03676270102	-0.1681305591	-0.05069257861
