melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115
-0.6950162285	0.2576857897	0.6558421644	-0.2561549738	2.551883362	-1.175991361	2.00120061	-1.545109091	-1.974689826	0.153154482	-1.19629915	-0.5087744299	-0.1987012707	-1.029056157	-1.983902599	-1.000881016	-3.559126704	0.1795433641	-1.244721111	-1.557283876	-0.1446796424	-1.74960728	-0.5195127427	-1.549618016	-1.85199991	-0.3323739703	-0.9041197618	0.8923497845	-1.359764429	-2.690023269	-1.108789194	-2.588327652	0.3543526594	-1.4069371	-0.6069118448	-1.542192281	-2.118515882	-0.5577402838	-3.758383168	-1.130112836	-1.420950421	-0.3143720322	-1.513076858	0.1443258611	-1.85683482	-2.99613843	-1.390729959	-2.74605954	-1.319571497	-2.201615673	-0.948147537	-3.142757301	-0.3894635713	1.139273667	0.3673533498	-3.43348778	-0.03624768695	-3.274141885	-1.095117817	-1.52784829	-1.067448622	-0.8903701545	-2.206689911	-0.6070130999	-2.178567874	-2.351661004	-2.133687841	-2.262094944	-0.8914101771	-0.5826790852	-2.174762733	-3.542088979	-2.149736401	-1.158746009	-0.3168384353	-0.3416450997	-2.740220371	-1.241917642	-0.6880389562	-1.497404589	-2.502994787	-1.956357148	-0.5097921085	-2.548465799	-0.4974106878	-0.6729679011	0.584277825	-1.287704391	-2.21768138	-1.346432469	-2.032688926	-0.3627073322	3.085093822	-3.812445568	-1.981423552	-1.923112309	-0.8621190315	-0.5642600672	-1.579104325	-2.421199016	-1.753796078	-1.373451033	-1.022376999	-1.736395929	0.4384067773	-0.1248876294	-1.255455651	0.3686814253	-0.6163921119	0.4367471795	-1.797673071	1.759775757	-2.078930197	0.4350508377	-1.0572861	-1.020210534
-1.237747262	0.819530047	-0.2340478553	-0.4631480344	-0.4100326163	-1.940534449	2.592422167	-1.390755408	-3.386027362	0.2946855276	-1.994819873	-0.6582533166	-1.742380182	-0.6238608513	-3.058388366	-2.15903583	-2.70225617	-1.580263245	-1.464608604	-0.1709082021	1.454096507	-2.502270529	-1.126653814	-2.96036965	-3.242804861	-0.1647779169	-1.11850289	0.1758840608	-1.172262989	-3.272296155	-1.394376451	-2.40364505	-1.45659283	-1.9213761	-2.890900447	-1.615247528	-1.529884078	-0.8003913503	-3.585958023	0.2214286829	-0.8357089394	-0.06742687053	-2.602813089	-0.1311072628	-0.6880855356	-1.046699423	-3.135325377	-3.143087614	-2.187353879	-2.580493444	1.260380616	-3.257102334	-3.251676599	0.5023260933	-0.2439444588	-3.333599575	-0.8929824362	-2.626695423	-1.792300339	-1.166841256	-0.9393731434	-1.102683389	-2.867293047	-0.7620685174	-2.105336176	-2.880872216	0.1532525988	-1.80423853	-0.1475758236	-0.2823928591	-2.401921031	-2.282325713	-2.548734716	-0.3459450728	-0.5887939019	-1.207253374	-3.345850387	1.334941914	-1.64544292	-1.553091572	-3.899691722	-1.547779718	-2.257873174	-3.123850346	0.8341616563	-1.276324136	-0.8696222212	-0.7286537053	-1.936774034	-2.796966666	-2.456565289	-0.1771811233	2.000327926	-3.269214084	-0.8672162107	-2.361256378	0.613471744	-0.2977870743	0.01144031029	-0.8475858635	0.7889637022	-0.03868083167	-0.3821185393	0.2823682565	0.6975499094	0.3049462306	-0.8863921846	-1.062560365	-1.110880815	0.3519602148	-1.24542333	2.433781606	0.721539454	-0.0362645225	-0.5417276725	0.4394298315
-1.184293434	0.2837024441	0.1711149886	0.4216396902	-1.170965392	-0.8106591453	-0.1468101686	-1.228784137	-2.567029179	-0.5710939457	-2.646732232	0.3352261333	-1.653089751	-0.9123086767	-2.91475838	-1.778285369	-2.534105043	-2.568230274	-1.916858726	0.1172498163	-0.8469898049	-1.969760745	-2.465035948	-3.110923482	-1.65118618	0.5732204868	0.2752084564	-1.303819987	-1.965215595	-2.473164745	-2.61029633	-1.343227972	-0.834579815	-0.5720002677	-3.236165671	-1.733138588	-1.293380272	-0.3299360928	-1.120922792	-1.147298147	0.234929608	1.365719996	-1.72489409	-0.1792214156	-1.801931136	-1.751778964	-3.66684193	-1.536542978	-2.387245036	-0.5517425395	1.25908135	-2.004023209	-2.935062702	0.2065926287	-0.1723773347	-1.13660468	0.1685547299	-0.5165532182	0.4667513523	-1.349501687	-0.7508332907	0.4217070908	-0.5094153247	0.7544733441	-1.07133588	-1.6315566	1.8101855	-1.56764698	0.8009523083	0.2845525311	-0.6260407128	-1.149170756	0.6368913826	-1.606075637	-0.4098297235	0.2818344986	-0.9899044636	2.309363546	-1.071179158	-0.5057621716	-3.303478558	-0.901326106	-1.842173434	-1.671659935	0.3301402183	-0.2994386161	-1.50071773	-0.8392565425	-2.060491938	-1.490696417	-2.505574132	-1.097589946	1.562212082	-2.224829805	-1.080952708	-2.097733515	-0.7919556781	-0.8645183947	-1.193365251	1.99749548	-0.3258495776	0.3669382593	0.8413199455	-1.600317437	0.7078030715	-0.6110340107	0.4420943444	0.3987335323	0.3031066464	1.367270798	-0.9482027913	1.471322951	1.627652299	0.6223847555	-1.84256818	-1.685845942
-1.305729778	0.7172213938	0.492798579	0.3779518253	-0.6937267153	-0.2341869239	-0.9235407396	-1.224044679	-1.327957378	-0.3740440053	-2.42799757	0.01267349855	-1.428515367	0.3539540935	-1.262129771	0.063452236	-1.310034216	-1.917416191	-0.8093771927	1.363312136	-2.298231264	-1.161661434	-2.712136293	-1.543473285	-0.6153716435	0.5398463754	-0.7488449572	-1.25569514	0.7988786745	-2.058018707	-0.5741222209	-0.08107896622	-1.039517149	-0.1962334668	-2.041299814	-1.769677639	-1.587649098	0.3883284197	0.147062792	-2.16950745	-2.06939675	-0.8009061925	-0.6323268507	0.2626058566	-1.897383812	-2.011441975	-2.085190676	-0.6778077765	-0.5266805483	-0.4115599465	1.464241108	-0.7020297205	-2.023403296	-0.04534756895	-0.1061646867	-0.1346979763	-1.014799732	-0.5083115547	0.9425970249	-0.7829936291	-1.359909366	-0.3117669002	0.275576207	1.10051975	0.09698470712	-0.6505613676	0.3615182997	-1.316304261	-0.3666915647	0.2339048479	0.1647203768	-1.331629682	-0.131046701	-0.6341685741	-0.1103087563	-0.5200370528	1.176409319	-1.35072797	-1.749199007	-0.03597201643	-2.706926317	-0.684251796	-1.454836591	0.1850615102	0.1338409732	-0.5137163055	-1.256926736	-1.007563059	-1.42522	-0.3587706887	-2.720835937	-0.285604602	1.529463956	-1.610739039	-0.6101379598	-1.660995364	-1.94265128	-0.2767718533	-2.849534043	0.5782219308	-1.107444013	-1.145506987	-0.2912552891	-1.900273813	-0.824434603	-0.6364338139	0.4102122658	0.7617324256	0.03441613552	1.345249824	-0.02768969469	0.2191953205	0.2364172497	0.3631967436	-2.325819248	-2.283890072
-0.4666456461	-0.1617469459	-0.2829551231	-0.0312870451	-0.3381846222	-0.2967175386	-0.8064836096	-0.4793597856	-0.7734953743	-0.5927340573	-1.073348031	0.09772379144	-1.567699675	0.9850598696	-0.846361486	-0.01489840862	-2.2030642	-2.623770851	-0.2947411781	-0.1375524467	-2.307097414	-2.086164577	-0.4449516563	-1.572378505	-0.9415818239	-2.0486447	-0.2931531978	-0.933815072	1.419132669	-1.997244289	-0.3543260814	0.9317447363	1.69392745	-1.189224403	-1.981528549	-1.842847019	-1.691513984	-0.1109207586	0.4245983312	-1.555315697	-1.73963072	-0.1704872754	-0.5420160705	-1.642290445	0.4586053376	-0.3017561213	-0.7143402173	-0.4625263026	3.740744399e-05	-0.8407092593	0.3482772563	0.5265014411	-1.786075612	0.4247226273	-1.365484325	0.5132087222	-0.04754395516	-1.22085346	0.4375644493	-0.1222516177	0.1082448705	-1.437980558	-0.2391639109	0.4046277778	1.044204315	0.7177119901	-0.1736569082	-0.6197463857	-0.8218216541	0.3062045064	0.8620297055	-0.4731438836	-1.916034501	-0.4194966733	-0.39080372	-0.5464266174	1.131835887	-0.5144063736	-2.240329122	0.6637217142	-1.379622891	-0.9789852359	-1.844849264	0.4570415831	0.7125039519	1.352201555	-0.7121842855	-0.2246222606	-1.459200694	-0.7097570382	-3.003870071	-0.5274339196	1.617449897	-0.8453878398	-0.370039694	-1.22313189	-1.423457543	0.02697762314	-1.132222395	-0.8700608526	-0.3971367919	-1.107143027	-1.13323223	-1.533465698	7.593459437e-05	0.01538973058	-0.89811356	-0.1150195549	0.1705534818	0.8079948566	-0.7998055402	-1.027274095	-0.3419975708	-0.9231141518	-0.3058506562	-1.468642929
-0.6036201871	0.2944483352	0.3638699846	0.1521931155	0.352843167	-0.5891573132	2.471478397	-0.7696705863	-0.5737160999	0.5277733545	-0.1616008849	0.2157543305	-1.54752727	-0.6330408239	-0.7584353732	-1.870100023	-2.239944575	-1.963407464	-0.5746027993	-0.9369814226	0.4798837017	-2.715435106	0.08424068702	-1.39823881	-1.318007683	-1.169333297	0.1604589976	-1.098164584	-0.3347386679	-1.492078967	0.3986408194	1.546897458	-0.5271881833	-1.362195704	-1.187397703	-1.270070396	-1.322775079	-0.8326968188	0.1506736054	0.1523541648	-0.675119549	1.164717523	0.09894343029	-1.284907734	0.8368429539	0.2050966737	-0.729999236	-0.1183949321	-1.270850234	0.2368392546	0.3099310893	-0.3341034813	-1.244422802	1.222603938	1.531017901	0.3591657812	0.2085662284	-1.890304333	-0.4950978654	0.5141989277	-1.534582881	-2.331798547	-0.1907436269	-0.5780177075	1.569418321	0.916067328	-0.4954724482	-0.9224794638	-0.8305346361	-1.877403492	1.196910396	-0.657182569	-1.239677877	1.336555957	0.05175727294	-1.139215577	0.6618750259	1.331362401	-0.212683281	0.09671093891	-1.064684761	0.2045476644	-1.575413881	0.7640531328	0.6287861239	-0.8794998279	-0.8228695522	-0.1618920228	-1.085136621	-1.653165307	-2.429589494	-0.6110883901	0.9142358518	-0.3000284667	0.1785740785	-0.1929907682	-0.8676099967	-0.8927414892	-0.5495484732	-1.473039057	0.5802879579	-0.2843220617	-1.066155608	0.2698442693	1.86354742	-0.5870884543	-0.5225780203	-1.430968607	0.6683368152	0.01311888264	-1.407599568	-0.2557813719	-0.9018477452	-0.1701395511	-0.9159912205	1.121913653
-0.6711828112	-0.02373559471	0.02472397502	1.04654466	-0.9006906198	-0.5652298028	-0.05386367268	-0.3000233746	-0.7293172438	0.6257268061	-0.8300470784	0.3829535665	-1.373570414	-1.095654155	-0.8289156304	-1.318163052	-0.5936872525	-1.699393815	-0.239491659	0.1864059958	0.6705427585	-1.780466557	-0.46672584	-1.640786519	-0.892908576	-0.08260359977	-0.3719645587	-0.9513490612	-1.434323083	-1.385868249	-1.363009957	1.415339598	-0.9360019311	-0.7714532047	-0.8295184477	-0.8977455818	-0.6806008404	0.2964875007	0.5765402022	0.13702584	1.671297014	1.308885415	0.3180530685	0.9453687872	-0.6121685542	-0.3191400169	-0.6400115908	-0.3150963264	-1.425023007	0.3788795837	-0.8818167364	-0.8823333476	-1.582089911	-0.5306190201	0.3455155525	-0.5191249072	0.7351003444	-0.4823367372	-1.376441203	0.7810557099	-0.7842446316	-1.698830056	0.3206646697	0.4875137811	1.04813191	0.7374976511	0.2467835354	-0.2380589487	0.3739327857	0.002172145722	0.8195515116	-0.7570576962	0.274232903	-0.1669404208	-0.5862474065	-0.6633192483	0.4260170508	0.4858801492	0.1564793004	-0.4436304888	-0.6330137382	1.04867573	-1.420985787	0.1631823521	0.09344955429	-0.4791396351	-0.1165032077	-0.8920709423	-0.8981578176	-2.13149865	-1.669384637	1.648804852	0.8899821662	0.8992950728	-0.7180295201	-0.7446009262	-0.8252601496	0.4704937343	0.3655935593	-0.1324094392	0.5093968062	0.5016835375	-0.3738488961	-0.3820447643	0.3885979236	-0.1620851684	1.039595634	0.5881189763	0.6501528119	0.5976017713	-1.237291488	0.9072133466	-1.323053572	1.357719899	-1.481970691	0.5764943118
-0.6325658558	-0.2049074653	1.294338246	0.8482380226	-1.156755825	-0.08608466703	-0.8288137324	-0.2879468457	-0.07350131038	0.4391024519	-0.3610320377	0.2649885233	-0.6691321889	-1.123209458	-0.4052275243	-0.2551988125	-0.3392228644	-1.35351138	0.3979377418	-1.173079231	-0.9882300222	-0.2474334698	-0.9171744246	-0.6153282423	-0.1854369737	1.318953171	0.1037054451	-1.021648784	-1.514899874	-0.6593196862	-1.888785779	1.237514354	-0.894183583	-0.7141682046	-0.1931428607	-0.9436639993	-0.4009905329	0.6854575627	1.097893817	0.2988402174	1.770060217	-0.5721377097	-0.03055821545	0.4065828446	-0.799424839	-0.02651124991	-0.04025144395	-0.422910708	0.9847055151	0.4056959478	1.242939836	-0.6140847984	-0.4091115698	0.2508188368	0.6915715536	-0.9229919862	1.070479104	1.073328742	-0.08949947741	1.272925454	0.5157849423	-1.466344757	1.098560169	0.8122638842	1.022176272	0.8405351205	1.319576671	-0.5628522254	-0.269068186	0.2439997487	1.12822437	-0.5438878857	1.323780815	1.261386473	-0.3634102827	-0.07660807598	0.83006417	-1.854862874	-0.7676068483	-0.8144720911	0.8767390917	1.172009117	-0.02500268503	1.316352546	-0.1192498746	0.2704691914	1.007590012	-0.5976675547	0.1616729353	-1.251769327	-1.43512779	-1.12490219	0.6918111759	1.507604186	-0.5750015199	-0.5346156876	-0.05249370805	-0.006486478646	-0.1636243099	0.3981547481	0.8535835984	1.950213608	-0.6483743461	-0.7134482718	-0.04579802769	-0.1155902328	-0.4267315728	0.3705536578	0.900775437	1.720838313	-0.04060961429	1.215767806	-1.088818304	0.3401539421	-2.695402624	1.095333633
-0.5779811365	0.2185653642	0.2890703423	0.3725990871	-0.9516130116	-0.8082602484	-0.7410830871	-0.4557165103	0.4678087998	0.0390933472	0.3105642595	-0.06496944737	-0.1551574249	-0.4679508369	0.4144894783	0.6015963733	0.6108202806	-0.8818352503	0.7842997184	1.056175032	-0.6591065295	0.09960547644	-1.178327825	0.4944598593	0.4300292328	1.331328302	-0.2776563106	-0.3435122716	1.50134598	-0.4331678994	0.2568154217	0.9654149801	-0.2393572864	-0.06882510275	0.08146448255	-0.4237356086	0.1987322203	0.8046373942	1.205349833	0.5238894252	-0.1141297613	-1.422669409	0.04971687347	0.2912639017	-0.9717857715	-0.7275347651	0.9670868237	-0.03516670567	0.603385001	-0.02640987478	0.2330164036	0.1227480293	0.9401560064	0.5885656923	-0.1714197396	-2.237483587	0.5609937387	2.327125321	0.7356388983	0.6728463081	-0.2401373688	-0.3620245869	1.533357901	0.4016223597	1.690806509	1.226423285	1.592596404	0.6406653169	0.9461664967	0.510924854	0.9572793866	0.7411676976	0.2611185436	-0.818643786	-0.9535520248	0.06994902585	0.8966268135	-1.267789861	1.26329231	-0.473754124	0.3694252564	0.9770979329	0.3050199877	1.389884378	-0.3660800035	-0.3824013401	2.142811653	0.1686095133	0.2325095636	-0.6996440461	-1.541566376	-0.4745518862	0.4473163762	0.5971269683	0.2164404699	0.8849755424	0.4273518135	-0.6805258577	-0.4292610154	-0.1788846529	1.233489196	1.160153963	-0.5487614113	-0.05245488788	0.02299115166	-0.05428239768	0.2619451543	0.1970693136	0.196522449	0.4525088405	-0.211253914	1.46446204	0.6681489612	0.1042679094	-2.075872681	-0.205038763
-0.200370515	-0.2285685962	0.6009862842	0.5404084865	-0.3484913568	-0.6108227373	-1.157874978	0.0973712933	0.8539143189	0.8742294015	-0.6813729951	-0.141941851	0.2738335666	-0.09735124902	1.590404223	1.519193302	1.509029546	0.443969085	0.0003465027888	-1.161062373	-1.820697051	0.3694973767	-0.1562749038	1.440406791	-0.4670836407	-1.727622513	0.7758745534	-0.2498272391	0.8899884109	-0.5525124056	1.529769603	0.3145228851	2.054797657	0.2726544355	0.3059916431	0.7312288025	0.2594213	1.095742014	-0.2018451751	1.004500164	-0.9350984047	-1.214574063	-0.2711527894	-1.120534111	1.412916124	-1.375081458	1.272043539	-0.3807148032	1.011286251	-0.8341498084	1.054901082	-0.4546225854	1.092946439	1.412171194	1.125550216	-2.56488802	0.4472300267	2.32098002	0.5996219371	-0.6216372386	1.241824282	1.418635026	0.6261201639	-0.1659110301	1.566325387	0.7114949272	-0.4018366751	0.3359181593	-1.067833809	-0.3912279752	0.02120208019	0.7949137303	0.4938082221	0.284907387	-1.372317257	-0.5902341856	-0.5188187177	-0.2987243878	2.085556403	-0.1949959999	-0.002039443828	-0.05267028958	-0.1973079446	0.7504114379	0.5711833742	-1.741623598	2.374220944	0.2954782124	0.613447723	0.05060981249	-1.65967387	0.330979868	0.6697012797	-0.7305689519	0.7313244561	0.8700689303	0.6787069155	-1.253158926	-0.5625403557	-1.060876439	0.8429690061	0.1195326808	-0.09880418683	-0.3155044581	0.2599520118	-0.5195055353	-0.1791031802	0.8192915193	-2.855022469	0.5953124772	-0.2862459956	0.03893678538	1.70946682	-1.156508902	-0.38567006	1.07263661
