melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125
-0.5255057525	-0.7118780445	-1.556981171	0.6206591228	-0.1195908139	0.7103833335	-0.8499860233	-2.073936317	0.7222870716	0.6146390257	1.810658863	-3.363536856	-2.134581412	1.218753698	-1.586194277	-0.2272366139	-0.6987831466	-0.1625438623	0.9431061965	-0.4251111264	1.812512343	-2.040352587	-1.362832823	0.4277987967	-2.357647564	-2.309885313	0.2852570838	2.211125187	-1.321361065	-1.122331248	-0.7628160342	-0.1464623948	-0.3947622352	-0.3304664881	-0.2881395912	-1.596738855	-0.2231720514	-0.4378916767	0.006912189893	-0.2417220126	-0.607025559	1.907773037	0.476433978	-3.369792345	-0.2388231871	-0.4599614115	1.050692176	-2.361470312	-1.471185966	-1.121139345	2.731232491	-1.7632953	0.2937967924	0.8532358247	-1.959142925	-0.8165255094	1.455173958	0.6012647636	0.2052893775	-0.5366824037	1.18446691	2.171603298	-1.011818926	-3.542786007	-0.622460561	1.666946109	-1.440054542	-0.3329153471	-0.3405927558	-2.079671807	-0.2958902951	0.4523085296	-1.03160864	0.7603608585	-1.216831828	-1.483589017	1.682499326	-0.2674933851	-0.3692577887	1.00576285	1.482565818	-0.5356698783	2.242678959	-1.473637041	0.7351389169	0.7995367614	0.510671377	0.04900368525	0.533319101	0.7999742574	-1.646112547	0.2720870059	0.1441235783	-0.9448166427	-1.474479705	-0.06765015138	-1.246467046	1.216611022	0.03931537523	2.146186562	-1.637056614	0.9787459402	1.711962683	0.4098445975	-1.128290589	0.8967070748	0.4925980178	-0.2977701543	-1.879989136	0.5459844382	-0.8574307423	-2.254136678	-2.793999056	-0.4783277372	0.4923186239	-1.215001753	2.430043054	-0.4229587913	0.05921817955	1.490987986	-0.1812323557	-0.3376856024	1.499407163	1.072018803	1.092631062	-0.8644556081
-0.7297810279	-0.8600135738	-1.410745617	0.4283822701	-0.1521464317	0.3792077316	-0.6869758866	-1.937917821	1.299629106	0.894365247	-0.4777957419	-3.711071952	-1.335433356	0.8453801945	-0.2467835193	0.317812886	0.3053606994	-0.6426793874	0.2526508583	2.33734781	0.6518504363	-2.095294362	-1.182514839	1.030179857	-1.835446307	-0.9678637153	-1.047532648	2.211053058	-1.393765182	-0.5784854483	-0.3930583173	0.3201323647	-1.287360059	-0.7792134442	0.3767590547	-1.714051928	-0.1765074563	-0.3724805154	-0.08938827764	-0.4242039167	-0.2283734814	1.370630126	-0.2986914035	-1.398291928	0.4808841167	-0.7051689219	-0.2033380138	-2.079923947	-0.7349861976	-0.9475920409	1.69440769	-2.135511518	-0.3604917267	-0.1872150599	-1.121131385	-1.200951332	0.6255577557	0.8181293586	-0.06650521571	-1.017198318	0.4327802233	1.345300812	-0.4922660622	-3.358420407	0.51148287	2.161307433	-1.912797537	0.17066941	-1.358204821	-2.478108214	-0.7798234285	0.6240791195	-0.01378613977	0.1168371036	-0.3889481741	-0.4069267388	0.1429844358	-0.1279540749	0.075366692	0.3971907789	1.214010918	-0.4522321666	1.292327222	-1.124769092	1.17804134	0.3183238565	-0.5413298992	0.2173713885	0.4796399175	1.195378594	-0.04072326876	0.8078303212	-0.9033092121	-0.8640807317	-0.5611764468	1.42903427	-1.039709305	2.171411511	-0.337550008	2.36194438	-1.306491629	1.450586296	0.7046061371	0.01835330981	-0.8606646629	0.41803791	0.3967691202	-0.1627077348	-2.52388506	0.06657647664	-0.4593413966	-1.110089097	-2.648802376	-0.3690674658	0.378424908	-0.6291613144	1.569662273	0.07567723491	-0.09604628742	0.2911226269	-1.08806078	0.5761760621	-0.04555991853	0.7444208634	0.1982366739	-1.161530255
-0.5729131049	-0.583653624	-0.9882890584	-0.03114244235	0.9409468379	0.112096985	-1.118500771	-1.707116716	-0.05680126485	0.4129396699	-1.374182127	-3.397116761	-1.319942405	1.076748021	-0.8835376476	0.8437243077	0.6011065155	-0.5612780901	-0.5046942745	0.5660043094	0.4688389097	-0.7435852076	-0.602742918	0.7464153484	-1.476412667	-0.5343172552	0.1620644288	1.889194368	-1.835067427	0.04696295582	1.062758579	0.5695408491	-1.480738593	0.7378173564	0.1052026775	0.1676347801	1.038119121	-0.5978668906	-0.8372155825	1.042805896	-0.5815680997	2.074258636	0.0894065633	-1.156001695	0.02771413727	-0.8793019326	-1.228055666	-1.429653417	-0.7179399079	0.3466899519	-1.003069044	-0.7874823718	-0.1378627196	-0.3798409572	1.287572829	-0.5178547559	0.4959209805	0.7339930609	-0.191046268	0.8475667192	-0.3597931898	0.6527873195	-0.8334306939	-3.031032153	1.379985704	2.840018653	-1.242236205	-0.06050929228	-1.46751417	-1.841029119	-0.6822370852	1.902469994	1.170573912	-1.029438589	-0.287756674	0.5458496488	-0.5265628134	0.4769650064	-0.2808968725	1.67931571	-0.1614494584	-0.02630070223	-0.2727077051	-2.102884341	1.500602038	0.06585191314	0.6536783133	0.8528610241	0.7191911229	1.11305451	0.6635108924	-0.6327660704	-0.5906970035	1.198426787	0.05102121534	1.461065058	-0.6960511597	1.278083187	0.8393191614	2.053306366	-1.875407319	1.347535397	0.9900264441	-0.06400828889	-0.4714828003	0.7206844565	-0.166300823	0.2462942718	-2.065644162	0.1440805297	0.1359592883	0.8787250227	-2.313499584	-0.2655419188	-0.4244053078	-0.3524508508	1.311689575	0.5231931869	-0.1876797543	1.246275237	-1.357781745	2.513222277	-0.7020021754	-0.9470523079	-0.6307777388	-1.025110675
-0.5110318874	-0.6939968044	-0.9399661863	0.02364546454	-0.4376823807	0.5938008618	-1.061866796	-1.887284217	-0.2594186785	0.5130449923	-0.2910348718	-2.89989382	0.5951955613	1.978082598	1.088959952	0.9311373757	-0.1761740358	-0.8843337421	-1.470220037	0.1957442383	0.9361481029	0.1192574086	0.1886878513	0.01539166671	-1.463880007	-0.6161389479	0.09796439405	1.175647916	-1.627974526	-0.2381678974	1.645441173	0.6646897078	-1.71986062	1.544227309	0.05424027382	0.7939382958	0.2827509588	1.032529055	-1.456101855	1.704455863	-1.351870807	1.210480657	0.4291800065	-0.218242898	-1.619983449	-0.4856783254	-1.633770832	-1.342087302	-0.05915834865	0.8977373684	-1.264901068	0.5626618357	0.04005898802	-0.3681685553	1.96183364	0.164187341	0.4263348426	-0.05620728243	0.3121847847	0.02371579563	-0.03983000325	-1.073861805	1.046015572	-2.012310114	0.4836183106	2.738297177	-0.3828978435	0.4230914665	-1.191047831	-0.3974138189	-0.5766684177	2.66130748	1.038856521	-1.003366784	0.8556195055	1.313101674	-0.853171013	0.4950814568	-0.7993699359	1.845598242	-1.344040974	1.027646092	-0.2031869314	0.3817375144	1.220710445	-0.4109017905	-0.1522502106	1.326521098	0.625493588	0.2593971979	0.6946453841	-0.4776514233	-1.427941448	0.9524301729	-0.1300431697	-1.330462652	-0.4612438311	1.561552141	0.9704862903	0.9787008077	-1.19441082	1.113305881	1.254732389	-0.1364180059	-0.4035780119	-0.4397980036	-0.8576085822	-0.1404305318	0.4645777186	0.2366422201	-1.275246847	1.196093684	-0.8559494161	0.06058406736	-1.291174487	-1.927485439	1.488590634	0.2105989693	0.9249596189	-0.997569825	-0.784468677	0.4767194648	0.336887996	-1.252447043	0.5636958045	-1.437729644
-0.1757713063	-0.4991716225	0.4545718793	0.2691760837	0.3079544842	0.6973999295	-0.3882732424	-1.398718598	-0.9919815047	0.5689498643	-0.8531190879	-0.9057542381	1.255540751	0.9363098178	0.6644810307	1.843562027	-1.563443638	-0.456394851	-1.115931395	-1.161245081	0.4706023166	0.8833585266	0.502147773	-0.5556307195	-0.6886093854	0.2079847754	-0.09085802658	1.890042816	-1.007220661	0.101049088	1.648746496	0.4646607515	1.291198539	0.04876834613	-1.302115082	-0.06598046016	0.3976961035	1.287737071	-0.09779965624	1.303587465	-1.508252945	1.60803873	0.04485654703	-0.6351721443	0.7462092065	-1.174816384	-1.860297168	-1.522799884	0.051443981	1.465313166	-1.06109944	1.733257178	0.7135275195	-0.9746804433	1.451061075	-0.7246692416	0.1660079147	0.4157806755	0.5771856631	0.3306594277	-2.104282124	-0.3324046001	1.000650067	-1.976036184	-0.2285932608	1.449925806	1.567839312	2.551141782	-1.275073439	1.161873056	-1.004196638	2.444059978	-1.449201779	-1.347019249	-1.11043527	1.741950454	-1.385051795	0.4890233406	-0.9964262592	1.656654226	-1.598941801	1.290970767	-0.6727968442	0.2961733283	0.6333892084	-0.07030367083	-0.2791037769	1.439143408	-0.1215055577	1.098747292	-0.8108401284	-0.78863952	-1.094054494	-0.7096285109	0.4584941063	-0.9030561043	0.06044723997	-0.5435291998	1.400649829	0.9383495359	-0.08217763016	1.13550729	0.461367074	0.6506971345	0.2530500612	-0.6032526135	-1.202628821	-0.5036995658	0.5594943126	0.5576069978	-2.096890083	-0.3742567605	0.3765433662	-0.4325567777	-1.930213328	-1.975181228	0.271392834	-0.1939140671	-0.1237321158	-0.3471957667	-0.3397392093	1.982469471	0.4861152329	-0.7151437769	-1.529053597	-2.138442325
-0.4460648946	-0.4877142293	0.00505725321	0.006561571598	0.4036216991	0.5915038343	-0.04301759744	-1.001105504	-0.5570211847	0.4385215446	0.3490308089	-0.5848628938	0.645241625	0.1191921714	-0.2277823128	2.262249726	-1.105125689	-0.5691337041	0.3920325869	-1.034589903	0.9766682358	1.394330792	-0.2481674939	-1.800433728	-0.3005112424	0.6290138061	1.248812038	1.524277867	-1.148288029	0.3639866883	-0.6092935494	0.06446989276	1.538537089	-0.6913826218	-1.053004905	-0.9033076638	1.025863598	0.8264605572	0.03748826416	0.9819946717	0.8995015074	0.7196647857	0.03761741369	-0.7427089765	0.207985103	-1.141464855	-1.213622943	-1.599331503	1.05287425	0.4074361244	-2.187317024	2.455712316	1.068463157	-0.8510413191	0.3319872698	-1.479973507	0.2114729917	-0.07230127039	0.81522667	-0.443907697	-1.171693297	-1.375554288	1.75228666	-0.4500664427	-0.170101652	1.409204298	1.275701129	-0.6061353867	-2.071092721	0.4704447561	-0.619536633	2.281214507	-1.740807756	-1.479643322	-0.3112202642	2.198978107	-1.354168423	0.800180764	-1.890212671	2.162554634	-1.594182635	1.244212318	-0.3248521259	0.6374826832	-0.1029171871	0.2141263214	0.6447527386	0.8751778224	-0.599253066	1.079949959	0.2968567094	-0.06153003104	-0.1885285165	-0.3072494958	0.2762283937	-0.5618283642	0.3969951799	-0.5794447651	2.447978142	1.047217804	-0.5900875959	0.786363694	0.5380102825	1.606555645	0.0805026764	-0.5846278219	-1.129607337	1.100526649	0.01133482762	-0.4338936231	-2.31398548	-1.317630388	0.886825607	-0.0748396543	-2.271787446	-1.444013521	0.3492857285	0.1574259039	-0.1474978666	1.1602929	-0.1974635082	1.175238562	1.026924917	-1.409279155	-0.1267562131	-1.340073199
-0.3033270444	-0.5094468474	0.2966407504	-0.0126874868	0.07178523526	1.059041577	0.4755892166	-1.028157248	1.50432977	0.8599715834	0.5164467857	-0.08331070329	1.138358427	0.5457605086	-0.5430410459	3.294873299	-0.7708007207	-0.2194174102	1.343545839	-0.4304049532	1.372738744	0.8910333643	0.2435730516	-1.023919289	0.4914376543	0.889593968	0.6514538916	1.166852738	-1.6447741	0.7874966339	-0.1164002623	-0.6804420013	-0.4239162846	0.6102215009	-1.069792901	-0.1027785113	0.270162308	-1.017098817	-0.6045500472	0.2776707699	0.7435818682	0.02104953082	-0.5136311435	-0.5536558183	1.920972989	1.800627472	-0.1669438697	-1.066893206	-1.470045558	-1.760126336	-2.792639702	1.71441633	-0.2711776067	-1.318702571	0.6880308663	1.483076193	-0.06354438053	0.196039168	0.6480343338	0.3941645153	2.353511406	-0.01877576021	-1.242392905	-0.8522351725	-0.6341851229	1.961088704	2.303109819	-1.250134731	-1.638268274	-0.3035068525	-0.5912611646	2.153976318	-1.026176025	-1.91005225	-0.9993859566	0.02933831975	-0.7208968089	1.060492979	-1.319132802	1.141821616	-0.4229036885	0.2683084188	1.123614899	0.04569581835	-0.4811870755	0.6842786296	1.072781887	0.3340067362	-1.182855277	1.304172259	-0.9617029961	-0.6181135386	-0.447022619	0.01684904707	0.2838031698	1.04890319	0.897387541	0.0001613358818	0.3946631601	2.286576683	-2.073698566	1.171607488	-0.7908583986	1.011425531	1.430989165	0.4874418193	-0.09331112454	1.470654427	-1.757758864	0.7292013586	-0.7384317311	-1.081657625	0.5697159246	-1.225970838	-3.165750422	-0.2523430189	-2.292176745	0.600688016	-0.2649554351	1.299236269	-0.1280998224	0.4153247555	1.116738063	-1.084377144	1.024257107	1.153391278
-0.3047290975	-0.5057590426	0.3802492845	-0.3272318064	0.1624045871	0.6042787869	-0.3054366106	-0.957288804	-0.1137131725	0.3447888832	-0.1831057795	0.005143878739	1.462640815	-0.7295632532	-1.32574801	2.051775688	0.959881152	-0.0233275734	0.3106439031	2.419391947	1.207524788	1.486724896	0.2019310123	0.9132120496	-0.1828314419	0.0003038212875	-0.7902385058	0.2757852912	-0.5696249934	0.6813833001	0.5696803722	-1.949484125	-0.7121053573	2.582746898	-0.3301861624	0.343548917	0.7092573885	-1.035810082	-0.5495691423	1.305002441	-0.947619895	-0.3591124159	0.2876893734	-0.2562724201	0.6106298606	0.6126427984	0.1214750021	-0.3658130781	-1.457660463	-0.762401933	-2.438741797	0.7610934413	-1.790478373	-1.271164923	0.6629505759	1.94603095	0.4602540674	0.0004115172779	0.2368801283	0.7959872809	1.776621218	0.2100239075	-0.5631041778	-1.542585467	0.872909485	0.23527967	1.2430426	-1.272570725	-1.426191453	0.3538048908	-0.4743171655	1.013893534	-0.5393272161	-0.9374762611	0.3584779615	-1.931609472	0.3147120618	0.4008610061	-0.7095554044	-0.7367141165	-0.5230569302	-0.5085944271	2.339156908	-0.8092449118	-1.434271654	-0.641068985	1.11529919	-0.5379329739	-0.8844230641	0.3822997828	0.9171904439	-0.9251030546	-1.035274442	0.4401203889	0.2323459995	0.6679146489	0.6530196769	-0.8165661811	0.01066191571	0.7714599825	-1.562371799	0.7687364192	-0.363555714	-0.8133201953	-0.2534554193	1.590520254	0.7898902968	0.6100264099	-1.024646259	0.2755945064	-0.04029183236	0.1214508508	1.101498599	-1.046664221	-1.778104309	-0.9189385822	-0.8429464466	-0.4351160756	1.355411473	-1.085810154	0.8677162062	0.5665431699	1.359110274	-1.448378918	2.294982572	1.76900986
-0.6150472252	-0.6698935208	-0.5362838826	-0.2035364842	0.2880716664	-0.2359749244	-0.5334632465	-1.425953462	-0.4750028963	0.8489871399	-0.9341418757	-1.476180521	2.199130113	1.13928415	0.6214748456	-0.972900354	1.360341412	-0.5408287216	-0.9604125831	0.02868200826	0.4727991513	1.432905202	-0.8628623719	0.03432344647	0.4111269797	-1.217260433	-2.016292987	0.8950600163	-0.2298022612	0.6572969148	0.05793818588	-1.243360145	-1.554973774	2.596897271	0.6218595136	0.3128320677	1.078932922	0.5955258633	-0.2059218662	1.582565644	-0.04016091686	0.2565504303	-0.06394517204	0.3919989241	0.3431452298	-0.9176065896	-0.7361950733	-0.2524740773	-0.5786044539	-0.4228860643	-1.428480231	-1.514277012	-2.641244123	-1.111496065	0.1037645371	0.9086010205	-0.1896768955	0.0596119719	-0.1396441574	0.6649008772	1.124213489	0.1468274793	0.3945477721	-1.334226504	0.533495726	0.4755062489	-0.3054671807	-0.4195827037	-0.0583338577	1.037975107	0.1640769476	-0.2719686804	0.3627892953	0.3877645267	0.5134927681	-0.9879641761	1.191324407	0.3095328408	-1.254566503	-1.811011499	-1.256810576	0.100369358	2.736946945	1.174764799	-0.2009452586	0.358386043	-1.149911045	-0.1301379541	-1.482261457	1.453706256	0.3629862462	-0.9782047593	-0.8160007532	0.8799400149	1.381179804	-0.9704201293	0.7786605419	-0.9755397161	-1.097072559	0.5341169546	0.9110321473	1.184294919	0.8799225934	-1.600429517	0.2277118138	0.2164041176	-0.5087680259	-1.23124789	-0.2780562401	-0.1852853546	0.361981518	1.50822467	1.123405467	-1.959516783	-1.992481671	-1.141940112	0.4285581482	-0.1688591731	0.6304791151	0.2743621165	0.7570697111	1.076460542	-0.1528461788	-1.542051927	0.2428102285	-0.7772281339
-0.3868364704	-0.6109861423	0.02079572036	-0.2821635568	-0.263298848	-0.05405967504	-0.3480575428	-0.8305280547	-0.6618554369	-0.04022092372	-0.779913162	-0.0719826657	1.595103275	-0.1990920768	0.2018807546	-0.8401416156	0.7303335963	-0.5559833328	0.5263485627	-0.4411401353	0.3278905417	1.879114807	-0.5007253315	-1.044472854	0.3078387926	-0.01497081558	-0.2731821521	0.5958765616	-0.5322325484	0.1122337368	0.7192669605	0.5086459325	1.393694339	1.127997923	1.047510255	1.665303332	1.066958729	1.140314831	0.6416517283	2.702898443	0.6942872146	0.1439970653	0.6560233343	0.2679474578	0.4714564739	-0.2278606513	1.186695397	0.630830838	1.01367655	0.6864927398	1.025415286	-0.01547871558	-0.4168545622	0.3083386396	1.514264919	1.614636899	-0.1553747543	-0.7022254572	0.1778688426	-0.968957684	-0.930950028	2.594289578	0.5646522414	-0.8476746562	0.05858295948	1.382215083	0.8938437562	0.6417738124	0.9511851437	0.4253843282	-0.3959999542	0.6322312141	0.7571815975	1.975011309	1.086028227	0.5972336396	1.375037536	0.6144255305	0.09536789423	0.01199900392	-1.611723124	1.042868893	1.904381325	0.9356449562	0.393562487	1.895384222	-0.9737077494	0.6085550138	-0.7120842332	-0.0009369601513	0.44935633	-1.10507198	0.6325401135	-0.1319079312	0.5231004127	-0.8300881072	0.5577321327	-0.8249316263	0.386048725	-0.1208140717	0.5484211739	0.6222345219	-0.3637795958	0.3899612004	-0.4368077118	-0.1174200041	-0.06118023615	-1.215325967	-0.3656331811	0.3727698869	-1.019841773	1.601157745	1.512043491	-0.6198490196	-1.342449269	-0.7873798404	0.7281518171	0.08829753848	-1.026951219	0.7311989872	0.6133652435	1.406775027	-0.5183898083	-0.9900493325	-0.09855580771	0.03110703979
