melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149	melodic_150	melodic_151	melodic_152	melodic_153
0.8760673964	-1.196692074	0.5325904852	-0.5901109073	-0.4305579139	-1.338049611	1.285959825	0.2285764433	-0.4356199342	-0.5972443442	1.26723668	-0.3164645623	0.911470453	-1.792169871	1.415097763	0.8236558728	0.4893874138	0.5016437521	0.8050512975	0.2463222888	-0.4998730855	-0.4392308192	0.6024962505	-1.396713052	-1.004986405	0.4252025059	-1.08702736	0.1880311282	-2.174420391	0.5164671072	0.09389501357	-1.344073698	0.7212251363	0.6798235891	1.672535811	-0.3413448984	0.4874660834	-1.716508388	0.714560599	-0.3578566258	0.02475659683	-0.2454645442	-0.6537416179	-1.974953918	2.015724108	0.7226457277	-0.1748998314	-2.158688642	-0.2536481346	-0.1897794999	-0.6988889228	-1.679436257	-0.02161510538	1.021242766	-1.314695822	-0.01769004553	1.95216247	-0.08977128328	-1.562343738	1.060227531	1.129188928	-0.4616713678	0.590669189	0.006664257507	-3.017749078	0.5882371869	-1.263208378	1.906044876	-0.5902681972	-2.442678896	-1.769894477	1.151683445	-0.5292320777	1.737268875	0.9156414719	-0.1048175666	1.313580528	-1.009633754	-1.450305851	0.2920056453	-1.045696176	1.470916784	-1.277551738	0.3614175296	0.6038310265	0.8290705646	-1.466669767	0.4247132821	0.1384090063	-1.007794074	0.5909500486	-0.4640025412	-7.276887004	-0.2350795863	-0.749347182	-0.8756381726	1.623777088	-1.524021409	-0.3551857289	-0.8058860407	1.479571784	-0.5168101607	-0.5434886165	-2.237595364	-1.285071156	0.4311503438	-0.4067419119	-2.209018114	-0.7395386475	-0.5000240392	-0.2558093863	1.449719349	-0.1689979119	1.100620673	0.7782849042	-1.685393403	-1.228621441	-0.6454181084	1.175384939	-0.186189383	0.5493233722	2.283730016	-0.9577312944	-0.256750484	0.2796600564	-0.2659667833	0.8805695047	-2.478852502	0.7422363598	0.40358041	-1.317217001	0.3711661292	-0.7461752796	-2.134408345	-1.547774294	0.5238637666	-0.3339000553	-1.607779618	-1.483840527	-0.3300487784	1.305766659	-0.8649165463	0.8687469591	1.87223228	0.7514394609	-1.976893814	0.2909532049	0.7041613721	-1.049843169	-1.661280088	-0.1941313496	-0.06293455364	-1.091701015	0.1351474219
1.056951235	-0.5624266122	-0.1241554595	-0.527705796	-0.5470386121	-0.9961478466	0.04009230346	-0.4594281284	-0.6435358156	-0.8495988799	0.314839961	0.177642582	0.05886872939	-1.077346262	0.07041759597	0.57346323	-0.1910983524	0.0355099358	0.1304912499	-0.1768925965	-0.7751374372	-0.3563516281	-0.3218623531	0.1989318052	-1.24658804	-0.7747926451	-0.8091028437	2.0043173	-2.0089719	-0.5531100263	-0.6180215192	-1.867833286	0.321272772	-0.5140246115	0.1443793023	-1.279860614	-0.3686059692	-1.242301732	-0.5476591716	-0.9567796368	-0.4502407071	-1.482668383	-1.100843051	-1.875460295	1.056922467	-0.3738458393	0.6913621053	-1.65698951	-0.4473512021	-0.08387557818	-0.0932940612	-0.8921494716	0.9193270384	0.2324920048	-1.430749608	0.4658790898	1.459682862	-0.8791450155	-1.131759713	-0.1252508045	0.8298586803	-3.520172471	0.9208337439	-0.7898141111	-1.856017245	-0.7482564456	-1.879275185	-1.372481476	-0.3980596156	-1.927066473	-2.050726872	-0.6011217731	-1.462412235	1.039268912	0.05871678683	-0.2503094749	-0.2820119979	-0.7667904631	-1.8789672	-0.7576243063	-2.199868839	0.4054695136	-0.4944616177	0.4472577456	-0.3801948013	0.4312311015	0.2846822189	-0.03601524022	0.02185216241	-0.8350732482	-1.196284155	-1.009117337	-0.09913561548	-0.6502347883	-2.144766743	-1.838568216	0.4310472016	-0.7602868756	-0.7966570549	0.6617184342	-0.5157095957	0.3503330961	-1.292488224	-0.963486431	-0.6800806432	-0.06180113414	-0.5652817695	-1.796939108	0.271263414	-0.5376714113	-0.2220668642	0.6890343813	-0.4047179481	0.1028298407	0.04539804415	-1.436039129	-0.3897484505	0.2185480807	-0.5317418547	0.1876453266	0.1410335616	-0.2505695958	-0.4251613923	-0.6186746974	-0.8014316574	0.3461528131	2.672688456	-1.339175473	-0.1219052588	0.1614729474	-0.8120338911	1.287624925	0.3191712435	-0.4668954781	-0.4210774038	-0.2403699272	0.2898977515	-0.08571126165	-0.7626067468	1.786201737	-1.961634988	-1.704534607	0.2552764196	0.2822428406	1.405164295	-0.8324160886	0.5401522636	-0.09175976666	-0.8968645424	0.4965298392	-0.5357083938	0.04745169921	-1.788253782	0.5785321841
0.7129536526	-0.1087385134	0.2253057158	-0.3852893154	-0.2742042735	-0.46451366	-0.07597110461	-0.6568671996	-0.4036339352	-1.308542903	0.204230899	0.1157392919	-0.5125846742	-0.4572132244	-0.2592772783	0.2769471873	-0.6536041286	-0.2463915515	0.1445996807	-0.05835538597	-0.8068082372	-0.1978978295	0.07447090948	-0.1145576953	-0.5181554191	-0.7917620493	-0.4489378065	2.125188029	-1.582183197	0.7054355543	-1.253173712	-1.569065542	0.3646868741	-0.4331428232	-0.3294132665	-1.699791553	-0.2702932438	-0.790226707	-1.356251925	-0.5493472782	-0.2523037212	-1.497276604	-0.7305099359	-0.1843218033	-0.5455741993	-0.8104408321	0.4596635452	-0.02898662466	1.875013998	0.8357223228	-0.9965860285	-0.7375279344	1.472420917	0.1060376514	0.04893295572	0.1002833351	-0.0659265102	-1.178748952	-0.8002331103	-1.792823553	1.124148661	-2.644184118	-0.1109915391	-0.5460909046	-0.7236389298	-0.2931705307	0.01533480337	-1.385399485	-0.5977484294	-1.979152443	-1.780202294	-0.3338113171	-0.9504477602	0.4436030034	-1.376957165	-0.6235364031	-0.2873714032	0.3586685113	0.1555270987	-0.5696919119	-2.454767248	-0.891260398	0.3033854571	1.155512604	-0.6551625008	0.5486426277	0.4619226532	-0.6759133506	1.03036393	-1.061586245	-0.9213246767	0.5112557809	0.9001981872	-0.3438284853	-1.373658001	-1.769766688	-0.8427025121	-0.319606505	-0.1740670517	0.8664451388	-1.244307196	0.03414824799	-0.7416524127	0.5896772832	-1.399899715	-0.5439530989	0.01561993233	-0.8821220036	0.8501684558	-0.3819320175	-0.3563753279	0.662162614	-0.7178546435	-0.5795735345	0.1362234201	-0.02503822316	-0.2229936262	1.337955315	-0.5624195786	-0.6816854115	-0.2546723991	-0.7630663344	0.5095452711	-1.001858648	-0.7622064568	0.722247368	3.050940989	-1.583930571	0.389722838	0.5608393497	-0.543679562	0.8528248057	-0.3248017083	0.6135714382	-0.1738427751	-0.6013215591	-0.44642109	0.8347258311	-0.7587113414	0.9735094546	-1.818233854	-0.9746962961	0.0003602107574	0.3996805071	0.649945982	-1.113750387	0.8630748717	-1.072784966	-0.1626492293	1.475341641	-0.4408627485	-0.7275305484	-1.22056978	-0.4528228044
0.7014825109	-0.09125818767	0.3228129593	-0.5012009866	-0.1918201912	-0.3757124486	-0.1944265347	-0.5156572638	-0.3790955957	-1.037925048	0.3270375363	0.7996792512	-0.5975564304	-0.1075554637	-0.5331633706	0.5409875488	-0.5327107016	-0.2394120797	-0.05964274975	-0.06689144302	-0.5541029444	-0.1340048027	-0.3009224562	0.8047061315	-0.8138674419	-0.4845320154	-0.4434618078	-0.5839587745	-0.8687087794	-0.2115127802	-0.5480105293	-1.594485049	0.08292629072	-0.9411555004	-0.07531971196	0.4032094333	-1.073168293	-0.1794129576	-0.637829644	-0.6702369576	-0.2543333162	-0.6973680135	-0.6810954382	0.2600631566	0.003612046011	-1.207339131	0.4401454023	0.4031249635	0.6991874574	0.4480824966	-2.31072876	-0.7008328389	0.76282188	0.170537954	-0.07783124017	-0.04293790465	-0.2902101588	-1.276680122	-0.6829924902	-2.227016278	0.117822261	-2.31533013	-0.5926177408	0.5027685297	0.01802779666	-1.10991781	-0.2298245854	-0.9674429719	-0.5291015727	-1.059712114	-1.070659365	-0.7420190335	-0.9124143015	1.088625896	-0.6321002445	-1.225977587	-0.04915236351	0.5392705615	0.1309374012	0.007607885686	-2.706238328	-2.446659173	0.02702620741	0.6353892952	-0.5034170728	0.4810754822	0.05212219512	-0.5086833909	0.1998628816	-0.7341905729	-0.8129937568	0.2974077408	0.8836962172	-1.125439829	-1.187720671	-1.75355407	-1.267807125	0.2124247309	0.4153391764	0.6405113844	-1.552322732	0.6829009416	-0.4165334079	0.7265594998	-0.5434602838	-0.08736323855	-0.2308514978	-0.7051946251	0.06984879987	-1.09111191	-0.581563391	-0.5782354501	-0.1027461103	-0.1345892066	1.552274038	0.5703257312	0.4148070627	0.6410130054	-0.6321246338	0.05721097574	-1.023593748	-0.8161583905	-0.04357636121	-1.287175581	0.4240223117	0.03293251517	2.406674079	-2.919687365	0.6905984032	0.740357602	-1.037316248	1.048247167	0.448226736	0.06289978603	-1.411296297	0.8818612289	0.006796009238	-0.07262404803	-0.6522881904	0.5643260649	-1.296706486	-0.7616383799	-0.848619303	-0.5396133586	0.591152884	0.5233514216	1.56225376	-1.080720888	-1.8140323	1.637483027	0.1535111799	-1.257443992	1.054601698	-0.9365261256
0.2784834902	-0.5923415417	-0.0372596095	-0.4641088806	-0.1420240996	-0.5707212907	-0.0258837887	-0.6043885105	-0.1437384133	-0.8680885696	-0.1586396992	0.3763587928	-0.4942860853	-0.6488355828	-0.5095016411	0.07880881979	-0.2912344392	-0.4025513754	0.08381996237	0.1554978054	-0.6640843112	0.072417234	-0.1082727399	0.03603190611	-0.06520142101	-0.7708754554	-0.5332005242	-0.3809134502	-0.5804956176	0.7642753661	-0.8530943315	-1.768046371	-0.3398853645	-0.994442674	0.3317633822	-1.068885128	-1.363197385	0.08190511555	-0.1568584937	-1.187706242	-0.529963631	-0.9861775839	-0.2179361861	0.3837159493	-1.37116899	-0.7306987496	-0.2153910393	0.7537086756	0.4714915799	0.1422306463	-1.782386072	-1.207081317	0.4605855176	-0.3919060974	-0.3160584344	0.3570409359	-1.159457014	-0.2080432975	0.4022570146	-1.415603105	-1.083640555	-2.138201424	-0.6733409679	-0.3636921963	0.325235795	-1.55444513	0.5581017837	-1.499175563	-0.8008988619	-0.5130146667	-1.85742105	-0.5602191579	-1.427090592	0.5169007771	-0.761594131	-1.157100593	-0.3911019018	-0.2008625435	-1.485267112	0.7356548053	-1.641044341	-1.70745141	0.981674101	-0.02455390986	-1.097860817	0.6608713544	-0.1899530145	-0.6224417953	-1.079780084	1.090737669	0.2445848342	0.605767394	0.863632545	-0.409203142	-1.050032687	-0.8812916355	-0.4091519319	0.3806365564	0.3513688021	0.4355381531	-1.791633744	-0.9286259414	-0.7509287442	0.7017207263	-1.094948672	-1.192739289	-0.3446868094	-0.09895523917	0.2021483042	-0.09292612021	-0.8834492388	-0.9958800156	0.3389609956	0.7861457283	-1.486965992	0.1283281287	0.494226771	-0.5019110652	-0.04369986118	0.1916404542	-0.3371993157	0.307456009	-0.1468110071	-1.477945568	0.959879344	2.063198009	0.9588155016	-2.082503984	-0.557252331	0.3199369639	-1.254628403	-0.4672555329	0.06758560554	-0.2035616542	-0.9312718832	0.1141989284	-0.112920775	-0.8514196255	0.481498486	0.8028658543	0.9319536745	-0.8456729743	0.7513616536	0.237309109	-0.2699583427	0.5814331993	1.445464879	-0.7172549561	-1.008539357	2.10457391	-0.2940902794	1.002439464	0.4946917441	-1.197814272
0.2710044835	-0.1993458423	-0.5696617207	-0.630648316	-0.2275168057	-0.6012945896	-0.2347870539	-0.4437625629	-0.2763293706	-0.6417682572	0.3231423714	0.5132507345	0.0768150937	-0.397535115	-0.4268288468	-0.1256320493	-0.2451502352	-0.4727159703	-0.1721581617	0.0261584066	-0.6977270663	-0.3862417531	-0.657793352	-1.550762065	0.1386876133	-0.7080077258	-0.04175440923	-0.8535560082	-0.3068159492	-0.1961440262	-0.7934862891	-0.9392815113	-0.3227295443	-1.035441621	-0.3705334242	0.4782779365	-0.5134306526	1.032963786	-1.73001441	-0.8842967699	0.186463928	-1.037815766	-0.8836297564	0.8192149173	-0.3775123545	0.5681193179	-0.2017882517	0.901305515	-0.703880808	0.4949868681	0.2811055611	0.01039149153	-0.006995997155	-0.6521525876	-0.01206103912	0.4000480073	-2.595216923	0.2278591795	0.9353369962	-1.035158476	-0.6709397082	-0.6324179813	0.2434222169	-1.443977664	0.753435758	-1.530707421	0.2654819091	-0.9445509845	-0.9375932144	0.08609836933	-1.006407729	0.644633643	-0.3127791751	0.9263338072	-0.6271351833	-0.7710783597	0.247168799	-0.3546941524	-1.589152437	0.08343863891	-0.6537460442	0.2865588924	0.3490174038	0.3109341015	-1.08686116	1.030021147	-1.514029148	-0.02939111952	-0.3695044886	0.4641030058	-1.242525134	0.1300598917	0.1931905677	1.472492401	0.04645948336	-0.3466393649	-0.2451402573	0.1836507709	0.4313716486	-0.1125492921	-0.2529878417	-0.09016598568	-0.1635405139	1.095491277	-1.909895757	-0.5557025999	-0.06933868894	0.6032399232	0.1224187663	-0.4338328436	0.1174453361	0.1415573565	0.3035973225	-1.361004531	-1.792273923	0.07394753864	0.3124775814	-0.8655191908	0.4833839737	0.6309883829	0.7141769266	1.373379249	0.3313518976	-0.6302958921	0.3065057363	1.151827128	-0.32182615	0.1235098909	-0.1492946264	0.8930774585	0.9280049635	-0.1738108324	-0.4154010633	-0.1875935098	-1.359403524	-0.2291472437	-1.33260417	-0.473754252	-1.08720337	-0.6614201477	1.028032719	-1.12735943	1.435251775	0.3413381965	-0.5349838274	1.129108355	0.6325222173	-0.5892796823	0.2863592297	2.236722422	0.6450050041	0.2650433211	-0.651300005	-1.665269809
0.1240749947	-0.3820010866	0.08496866085	-0.3254514977	-0.1893656475	-0.1160248853	-0.5516071959	-0.1100822647	-0.1796454268	-0.5624243319	-0.02572876344	0.2052939432	-0.06120902098	0.007737117698	0.3964826934	-0.05761773569	-0.9361244918	0.2815244177	-0.4163608037	0.05680935674	-0.5762345552	-0.2863568934	-0.8012526833	-0.8923581496	0.4850650084	-0.6012206138	-0.01599492197	0.04184897404	0.1409594919	-1.211634317	-0.8682471929	-1.019299906	-0.4937950668	-0.4424421457	-0.3602269087	-0.9084651978	1.797323457	-0.8055027381	-0.7459713503	-0.9325275482	0.4362776257	-0.2097476902	-0.9570013604	1.189248938	0.3686332224	0.8439933014	0.5519248469	1.253863973	-0.8500095781	0.07783502511	1.135887132	0.2055945205	-0.3534550152	-0.4931944421	-0.05960737866	-0.1467659454	-1.485686969	-0.3538514838	1.290323142	-0.5240544074	-1.248822944	1.259658916	1.312860629	-0.8178191999	1.547140087	-0.9530189951	0.4081628272	0.2122642065	-1.249585601	-1.928381242	0.1003230764	1.324213604	1.008575029	0.5036688424	0.3290211402	-0.9787254014	0.2484049253	0.123396978	-0.9732390015	-0.564449928	-0.3138044435	-0.2048735324	-0.1114216553	0.6513233905	-0.2927420525	1.135388827	-2.555025839	-0.9229418454	0.5354613349	-1.554108889	-1.541191952	0.1317469248	1.000492583	0.4589409794	1.072642467	0.4339028141	-1.198367642	0.250005232	-0.1037151971	0.09942751902	0.7238876582	-0.454025026	-0.03943550603	0.9092853972	-2.307861488	-0.3601249871	-0.3813259418	-0.1696958351	-0.4844667766	-1.168958559	1.728398973	2.072191146	0.1459899286	-1.291077647	-0.4617496458	-0.009565817521	-0.253505114	-0.2954978387	-0.5035775975	-0.5601563801	1.094709502	0.5867350258	0.4505833913	-0.7404280214	0.9968315426	0.4249407031	-1.907803956	0.9506901839	-0.06880187238	0.750429808	0.2347325261	-1.216936826	0.5297964117	-0.2654392889	-0.7198559657	-0.7942678077	-1.04012471	0.01627362191	-0.6618148312	-0.998295247	-0.2371885282	-0.848699292	0.789092771	0.4333363613	-0.8086119521	0.8401641176	-0.8431221691	0.7686173671	2.541017422	1.720891413	0.4278632626	-0.695030404	-1.423519912	-0.4114827919
0.3211747211	0.3253723557	-0.07019597387	-0.08972686529	0.1010464593	0.3646055869	-0.3207323272	-0.2634878867	0.527104736	-0.08335364114	-0.01318694806	0.7813912956	-0.4550318933	0.7110326523	0.2914015836	-0.3742935455	0.03220564699	0.2508557385	-0.2209595127	0.2605325678	-0.2461913595	0.2449217888	-0.178877615	-0.2405533879	0.3413645623	-0.9371407714	-0.06727902144	0.7829417704	0.6528719097	0.03531326259	-0.5777056745	-1.362800112	-0.6156284876	-0.2703531776	0.5010144978	-1.535719106	0.2662275818	-0.6681131621	-0.8478871004	-1.490239192	-0.2150991191	0.7297360604	-0.05881973207	1.093122793	0.7765390332	-0.2588525123	0.2366088295	1.085276305	-0.7669730786	-0.7024860287	1.185392067	-0.1142820389	0.4239652291	-0.4236717294	-1.522314405	-0.6648091761	0.06116839294	-0.5337664927	0.7800568043	-0.5478344735	-2.042965704	1.787586907	1.36720151	-0.05227889705	2.114215641	-0.5679472967	0.7171745636	0.8748440294	-0.9309038284	-1.435683147	0.7680517051	-0.7053617728	0.8475636913	0.2768101177	0.4833985963	-0.4001076169	-0.1921190397	0.1600669549	-1.327754553	-0.3853559198	-0.937187042	-0.5921865151	-0.272556956	0.4772476532	0.1876656701	0.998810307	-0.8506865999	-1.422806756	0.8395045997	-1.434361049	-0.8966898732	0.5990954868	1.368622516	-0.447358167	1.069062996	0.2760323164	-0.3073983552	-0.04295252118	0.07774595611	-1.635132592	0.5535219181	0.7118990835	-0.5505944252	0.7810409427	-0.4349875183	-0.3847287227	-0.9976104917	-0.4065436654	-0.5385372337	-0.7603442426	0.3630268945	0.3889972245	0.5752924782	-0.004620799922	0.7107870603	0.560000932	-1.440084584	-0.6382832196	-1.057667012	-0.7583792775	0.4449813491	-0.3072867619	1.176757233	0.1193275615	0.9157652006	0.2802764199	-1.903688126	1.431133562	1.451330978	-0.214892978	0.994675722	-1.085704192	0.534072239	1.4056955	-0.8972425062	-1.358543645	-0.5755739985	0.7708722131	-0.324434241	0.535199082	-0.06529120611	1.344867319	0.3647023679	-0.2215837728	-0.05946071699	-0.2457312423	-0.7071598267	-0.02637383717	0.1675680325	-0.6707677758	0.3278336373	-0.410559368	-0.7187162101	0.2512753238
0.1009224555	0.3429724317	-0.1155650635	-0.05148152215	0.08132779042	0.2273689529	-0.1129833294	0.009635545634	0.07747301191	0.04107062681	0.2858838559	1.002352779	-0.2167511389	0.3364137618	-0.14246072	0.1357360948	-0.01326492753	0.1629227833	-0.04383441808	0.2423773827	-0.2598847515	0.2302442092	-0.733381807	0.7375540726	-0.3563391341	-0.506406374	-0.2584563174	1.027910674	0.1584262463	-0.8510441519	-0.5680568302	-1.128891885	-0.1957006162	-0.3497129703	0.8324370585	-1.063028398	-0.1072737713	0.3048521826	-0.05283152377	-0.9955818063	-0.1455413548	1.149031291	-0.3765139756	0.5986522207	0.302296069	-0.5818133382	0.5484630245	-0.1899674809	2.051697276	-1.246605503	-0.07574389518	0.1746246327	-0.04046694791	0.2232675448	-1.310996986	-0.7116582164	0.1431638354	-0.6297575213	-0.2422768917	-0.1793853116	-2.337496098	1.602361259	-0.8168175335	0.7185006949	1.954249873	-0.244055312	1.277738598	1.253113351	-1.238049158	-0.1060443994	0.9178831822	-1.049156661	0.7159602925	0.5552769356	0.003594306901	0.3131554381	-0.3343985913	0.173592655	-0.9637334993	-1.788420387	-0.4512110617	-0.9837704335	-0.4295568403	0.1096430949	0.1993413558	0.1017580423	0.08254672736	-1.626054036	0.5859487594	-1.537439364	-1.536041416	0.7803800039	1.402972364	-0.1281240434	0.7207100833	0.2922524591	0.748402161	-0.2035203415	0.4644488955	-0.1672505668	-0.457655819	0.6131511188	-0.8151316021	0.4557526775	0.5211072658	0.3414810919	-1.042044039	-0.01309059189	-0.8920308942	-1.176475229	-0.3935339797	-0.5661285294	0.5389024017	0.5683986869	0.3598055613	0.1398722588	-0.7022152776	0.1358810574	-0.6115373953	-0.2245917593	-0.2410861238	0.391176463	0.477356402	-0.2397187122	0.5723999027	0.1703482961	-1.79008491	0.4042517964	2.330742572	-1.053793503	1.997619467	-0.7018927927	-0.4612846971	0.4555366818	-0.9569065866	-1.417380832	0.9677080894	0.3161194698	-0.3972065516	-0.03923006099	-1.132027635	2.158141297	0.03873198641	-0.4764839859	-0.921279274	-0.1663921718	-0.3808734264	0.2249089791	-0.7023705588	-0.1723680708	1.531754996	-0.9230877281	0.04021553703	-0.1327426022
-0.2066175888	-0.1442058048	-0.3189647963	0.2823849038	0.1104878496	0.2457433616	-0.008494475078	-0.3044905133	0.3962399844	0.01996399423	-0.1390569963	0.3656424126	-0.3974193744	0.2841918021	0.3128282148	-0.1838632411	0.09275064192	0.3010595537	0.1343159216	0.2212738707	-0.1505337185	0.3895483509	-0.001765834775	0.8557774464	0.8172995747	-0.03464634595	-0.5516017836	-0.106286746	-0.01018772453	0.6109288868	-0.6581513491	-1.595287317	-0.5337516271	-0.8480896794	0.6932433725	-0.5689398876	-1.742809475	0.2472891149	1.020229108	-0.3409690146	-0.2207648202	1.276841928	0.5956977454	-0.1023076715	0.1663730799	-1.042451955	0.3257400383	-0.1307029839	0.5986872218	-0.6624022192	-0.286856165	-0.4289755439	0.2626387018	-0.5366030536	-0.5298675124	-0.4967516618	-0.8837953614	-0.8750459025	1.150548659	0.5776180299	-1.02864964	2.076628269	-0.4173376079	0.4323158326	0.9402356228	0.2306680696	0.2800593797	0.415228804	-0.9618256701	0.5182527434	0.1252406301	-1.588560578	1.382712345	-0.5239563719	0.5985391457	-0.8904369369	-0.04945728277	-0.2905019149	-0.08237927096	-0.8197387993	0.07291085224	-0.5584119038	0.3923056382	-0.1614088825	-0.175389496	0.3303361269	-0.08959675626	-1.659685668	1.062040703	0.5495463433	-1.33925451	0.6987549435	0.6687992629	0.001310599861	0.5485091925	-0.03652612779	-0.6196377995	-0.1113866592	-0.112063894	0.9522895856	-0.6547674117	-0.06804792442	-1.252249705	0.3421808414	0.1572883382	-0.08697961516	-1.440253372	0.7349254574	-0.2618335629	-1.261053187	-0.6749643906	-1.20592852	0.7528227343	1.923529733	-0.9264002167	-0.5568995023	-0.06675146549	-0.0482283366	-0.1960443372	-1.562766022	0.5375671719	0.2198995909	0.7959820496	-0.3651201309	0.7505794838	-0.2542687345	-0.263422194	-1.067510241	0.9941355111	-0.8173586157	1.247896093	-2.524976301	1.084905595	0.7991865052	-0.3200995861	0.2064144267	0.571827075	-0.3816757675	0.491773406	-1.648660497	-0.1599008244	1.862420662	1.280777727	-0.7526152886	0.1666964834	1.360769789	0.0438798775	-1.235115415	-1.047778377	-0.7262178323	1.23501855	-0.0662840096	0.3915302425	0.1692213547
