melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103
-1.132187113	0.05877177527	-1.113636487	1.200743233	1.304515539	0.2326144922	0.4911459497	0.4192081428	-0.1125742653	0.522690555	1.006205208	0.457486668	0.880684759	-0.5263425679	-0.6440484696	-1.869312133	-0.6659838069	-0.3079562281	1.289191862	0.1053842007	-0.1943732933	0.04104285303	0.8078478787	-2.260890462	-0.3006437438	-2.238470376	-1.205814647	-0.438883829	-0.3215817424	1.563865869	0.08407062186	0.01079218918	-1.508452023	0.94671072	-2.323323468	-1.231514891	-0.09348894907	-1.008359232	-0.273925769	2.36295383	-0.8409832034	0.3333385711	0.2639899521	1.349056163	1.103194198	-0.5584950848	-1.64543752	-0.3613211193	-1.020875042	0.0248899904	2.551881549	-1.550359316	0.7595270294	-0.2251535559	-0.8622756773	0.05576808719	-1.005286098	-0.6811086093	1.482004972	-2.250131424	0.5166202414	0.7841690416	-1.70242661	-1.81248197	-1.031060951	-0.1616872371	-0.9762810265	-5.538680359	-1.262330332	0.02513396	-2.126161828	-0.5133371622	1.682265137	-1.051722069	-0.8206702018	0.5433156942	0.4112531312	0.3383210147	-1.459061918	1.385931335	-0.2739662544	0.9664595889	-1.69731045	1.064082255	1.612516632	-1.351807177	-2.084079403	-1.596746587	-0.5453747108	1.010227278	-0.8438762813	-0.5043355907	-2.116833939	-2.262011872	-0.2350079209	-1.055644268	1.69763583	-1.621688872	0.6609513523	-0.3775299549	1.140645735	0.1649484816	-1.821971272	-0.05015843904
-0.7921282946	-0.3428635823	-0.5528813814	0.9674772289	0.1032474018	-0.971890901	-0.7149148908	-0.08727712179	-0.4558265301	-1.084392664	0.2129757684	2.312629925	0.6103816637	-0.346051343	-0.9246590614	-1.589702257	0.2273507896	-0.7879557491	-0.1393097887	-0.8865235254	0.6366993279	-0.6476493687	0.688452236	-2.655386476	-0.5616094196	-1.515091932	-1.767359682	-1.322737584	-0.1499659669	0.01978939442	-0.6755078403	-1.44576563	-1.166032433	0.6783075672	-1.167686217	1.068725407	-0.7087059087	-1.859420849	-0.3515753674	0.6001682737	-2.404214126	-1.023967325	-0.310440386	-0.8752590923	-0.176978931	-0.7086492334	-0.440714368	-2.131464098	0.1557007148	0.6491616095	1.298810991	-1.124649088	0.09585041148	-0.3518378705	-0.03409502892	-0.8121695923	-1.116266507	-0.9165257856	-1.311271751	-0.1194926713	0.7695560325	-2.228076015	-1.329266436	-0.9069761628	-1.871357076	-2.809019213	-1.732049568	-0.6022607614	0.08632888258	-0.6206552426	-0.6459802799	-1.01599311	0.04372865675	-0.1845329484	-1.444512786	-0.004289650086	0.1778469989	0.2374296001	-0.3279442886	0.5344632934	-0.4709050974	0.04057464114	-1.642246303	0.271129667	0.9779290456	-1.386223987	-0.4700517335	-0.1338129309	-0.01953282636	0.2427764875	-0.4482990908	-0.8281216193	0.3107851617	-1.910718305	-0.3990746377	0.2275812158	-0.5631774588	-1.025371833	1.640443675	0.9072161273	-0.5754636232	-0.2200293484	-1.511356391	-1.843107689
-0.5052755148	-0.6590728972	-0.1717388605	0.5637870185	-0.1497883461	-0.3788447293	-0.5292581559	-0.2006892316	-0.82623895	-1.754595809	-0.3810139649	1.843080463	0.7302021569	-0.57502499	-0.4584296319	-0.1809212476	1.886506114	-0.3866347197	-0.09838690829	0.4612770793	-0.7186580876	-0.0925323312	0.6511381247	-1.974982026	-1.021674043	-0.9403450417	-1.591800829	-1.671012198	-1.018825146	-0.4234225364	-0.9191674991	-1.415983521	0.0366565375	1.06719965	-0.5638890677	0.5113443472	-2.223698855	0.2240403445	-0.08391200983	-1.014197879	-1.36295547	-1.027248551	0.1014709631	-1.174218773	0.05335588167	0.6369430773	-0.5580927636	-2.173962743	0.5731423344	1.534276973	-0.8688661505	0.05609338273	-0.2507264164	0.7058493649	-0.9742337643	-1.219938902	-0.5601904461	0.4960590985	-1.07445062	0.1632520133	1.564511694	-1.652555491	-0.6842253462	0.04879168067	-1.867916282	-1.903895075	-0.7190409073	0.1623389965	-0.3896360331	-1.39302685	-0.3048674196	-1.086345394	-1.214311729	0.8402754322	-1.195417991	0.3497825099	-0.706199788	-0.1000018067	-0.0142279538	-1.559791853	0.325727804	-0.2723402351	-1.071298709	-0.4696014077	1.275148988	-0.7302092538	0.5983397313	0.6449791008	0.7716765026	-0.1724236304	-0.2586825986	-2.322839487	1.507507438	0.1356919278	0.06502760516	0.3491641846	-1.090324354	-1.542923728	0.856730661	-0.3582854502	-1.599566226	0.3136002763	-1.173056606	-1.023535899
-0.5313973789	-0.3571691666	-0.1118087102	0.6734958494	-0.3199020032	0.1480949301	-0.7609906552	0.0532408183	-0.4848928659	-1.216468892	-0.9287820615	-0.712998779	0.8872708372	-0.8471784272	-0.3768327153	0.1736926332	0.1749109789	-0.3376794199	-0.7871140971	0.03236209641	-2.124671763	-0.7184744273	-0.11636101	-1.151070455	-0.6377444029	-0.4109971729	-0.9283134673	-1.062994625	-0.1330917445	0.1247416107	-2.009824028	-0.8166567675	0.2401631841	0.669751417	0.02462828352	0.6753180149	-2.082474225	-0.1069921218	-0.4147642661	-1.4272757	-1.785221234	0.1638061356	-0.2610920544	-0.1127641089	0.2844948196	0.4573314137	0.8559662831	-1.463648307	0.5889316686	0.2023025972	-1.1341149	-0.122043784	-0.03672574862	0.1230950011	0.5026931461	-1.455566333	-0.1087078637	1.016008868	-0.3908759089	-0.2029585312	-0.0369432603	-1.625977184	0.0289393691	0.4147941833	-2.062042771	-1.667061005	-1.218195952	0.8681872303	0.4650324858	-0.926377509	0.3733723459	-1.679165997	-0.3479109393	0.3631740811	-1.28146054	0.2215627405	-0.1552164908	0.1574327534	1.529696988	-1.693053117	0.09984261776	1.132808326	-1.038801473	0.1242491182	0.7124082994	-0.6456973762	-0.4709828403	0.3064663822	0.515198043	-1.30966888	-0.9349842071	-2.039252697	0.3620285346	-0.6026680695	-0.7358430197	0.2480773234	-0.7042190131	-0.3403347893	1.438227207	-0.0209770643	-0.9194680088	0.3829933998	-1.793185641	-1.15039691
-0.5839288132	-0.6281903372	-0.4342966142	0.0822721985	-0.09534725905	-0.4302944236	-0.6643474443	-0.4244367339	-0.7431967823	-1.555402647	-0.9999249096	-0.3688438063	-0.05298502064	-0.7900711551	-0.4070840382	0.4442166796	-0.3178412374	-0.170233552	0.1298272641	-0.2260499648	-1.185407781	-1.068494565	-1.198806503	-1.706904952	-0.5930639081	0.07636512268	-1.671272719	-1.254628851	-0.4823855626	0.7478749369	-0.9548899475	-0.9457649981	0.6916767701	-0.3188455073	0.08597680782	0.1499736772	-1.242460928	1.328222725	-1.687552444	-0.1741001986	-0.9045909722	-0.7875533317	-0.640790155	0.8354472344	0.474481815	-0.6745000075	-0.3037511823	-2.348356545	0.9737342862	-0.1330855804	-1.926277392	-0.1900892348	-0.3197175884	0.6203037838	-0.6159893397	-0.1396135306	0.2843339804	-0.980325765	-1.49987656	-0.4197816459	-0.2390880694	-0.3609128586	-0.3435367002	0.2951498846	-0.9910733489	0.3861966529	-0.2526423268	0.02528951022	-0.8041299183	-1.420090812	0.9164165777	-1.964793499	-0.9632767822	0.3754007555	-0.4579468794	-0.1004476881	-0.2527465289	-0.1477095742	-0.8759765958	-2.900286026	-0.6745772266	-1.41449285	-0.4103122242	0.2520453326	1.850662124	-1.78222649	-0.2278154539	1.228185227	0.07754438722	0.20214656	-0.8359830172	-2.485225921	-0.2012145696	-0.7129620907	-0.3660643662	0.03877772491	-1.746833951	1.281844934	1.890440616	1.293072056	-1.039567618	0.2461534381	-0.5675902972	-0.4872507238
-0.8297377051	-0.6210606539	-0.0466487226	-0.09315667835	-0.2725150531	-0.9692339686	-0.1911247708	-0.06054760672	-0.8103670047	0.09531852335	0.4430195197	-0.7409381309	-0.02416448894	-0.4661989635	-0.4160951042	1.138951349	-1.22976112	0.1039142396	-0.06421963927	-0.07503537058	0.08863953963	-1.512663432	-0.547346008	-0.6647423215	-0.7548001703	-0.03181011152	-0.8726333117	-0.4491848441	-0.6590868411	-0.2203768506	-0.5968959904	-0.6714641436	0.9447996431	0.04485299944	0.5117350024	-1.936322293	-0.5813639952	0.3774075518	-0.0632900926	0.9998990802	0.1235064569	-1.579288924	-0.7857470483	-1.617354002	0.4377721877	-0.8693730745	-0.9540629413	-1.558439746	0.4162502219	0.8564512057	-3.125097569	-0.2008220602	-0.2708315828	0.2824937531	0.5630628042	-0.1032781018	0.2651806618	-1.480614504	-1.085240085	-1.882644056	-0.9825407436	-1.25940461	0.5236441337	0.716863724	-0.3936578111	0.1137805901	0.2971677448	0.04104194933	0.04899564051	-1.510877169	0.4922471673	-1.568402737	-0.2173346249	-0.4691510959	-0.3890340355	0.3739133841	-0.3199174191	0.1311343677	0.001078602391	-1.829982276	-0.2936811292	-1.589789929	0.4435890074	0.6403567355	-0.5788961164	-1.00649463	0.7952780724	1.413100332	-0.459500809	1.115867111	0.2263676311	0.8664062724	-0.3639021598	0.6075931875	-0.8801346522	0.246847186	-0.5876379915	0.1681042171	1.225169669	0.1795336377	0.2490553913	-0.3932791742	-0.7565507055	1.672600334
-0.226638185	-0.4039191327	-0.4306175385	0.1101574841	-0.9029281603	-0.2312115674	0.7636390562	-0.5650903629	-0.8782179137	0.7174613583	1.892857667	0.4987985155	-0.04281227495	-0.8662728321	-1.083215519	1.191007251	0.01720757565	-0.009550896779	-0.9704367172	-0.4644405078	0.5549042975	-1.102516669	-1.178648648	-0.09458186156	-1.122744562	0.1459868919	0.4255622297	0.5268557656	-0.4747926342	-0.06657279588	-1.460065006	-0.4676522064	1.279927546	0.3928279041	-0.6334988654	-2.003112284	-0.5692386791	-0.0005770131594	1.894462233	-0.0922001902	0.7953839132	-0.7742421336	0.9653290463	-1.259350026	-0.693797859	-0.4358077827	-0.703457084	-1.357886088	-0.09848954696	0.7865757821	-1.640422879	-0.1751114187	-0.05215864754	0.4471390728	-1.602178558	-0.9005771673	-0.5139129766	-1.104559687	0.3333071755	-2.557178468	-1.508513874	-0.59214569	1.44356726	1.219434245	-0.326620358	0.3871437729	1.368985685	1.268963892	-0.4398699253	-0.7191692326	1.045227295	0.1366821779	0.5422614781	-1.048074347	0.7306784256	-0.4487512165	-0.965277865	-0.697133403	-1.023289319	-0.2426393901	-0.419334051	-0.4578929201	-0.3208271189	0.4566575506	-1.333666578	0.9376425807	-0.006059540238	1.285097436	-2.313416714	1.397234225	0.01014082339	-0.6350337999	0.1978892006	0.2019356075	-0.7661906404	1.429007035	-0.4318280554	-0.3760932695	-0.7145045757	-0.9344228517	0.9764179014	0.3211582621	-0.5355567316	0.01789763999
0.08025422953	-0.2103814745	0.337105164	-0.02391362302	-0.4816052707	0.002693314329	0.4979842089	-0.1695602591	-0.5543304719	-1.11616068	1.239482889	1.169052785	-0.4124267136	-1.40671761	-2.235647512	1.204097853	-0.4322833039	0.2951564274	-0.04624193869	0.2477087377	0.786474941	-0.5713216433	-1.976235399	0.8264718077	-0.6934243091	0.2458743989	0.9807880279	1.022844545	0.3175870942	0.9895236361	-0.3679358806	-0.04953479896	1.064448706	1.047349664	-1.003066456	-0.2573914731	-0.2444112439	0.3602013404	-0.2476293039	-0.6536626901	0.6313873371	0.5076787427	0.4883465198	-1.133441276	-0.2682116662	-0.380700205	-0.2278600404	-0.9414540928	-0.4691226803	-0.1522024629	-0.1571404028	-1.271652216	0.2632442425	0.4762978173	-1.848472648	-1.328182348	0.1710298913	-0.6988273651	0.9546565285	-1.380857007	-1.281318267	-0.3240837709	2.094332761	1.028283895	-1.181429931	0.9463128468	0.5035968543	1.459576684	-0.4443849166	-0.7608712136	1.005010719	1.239946443	0.4720368132	-0.3785860674	0.2849538192	-0.3960426288	-0.9293255224	-2.099813525	0.7547697827	0.7612550396	-0.342389728	1.106099476	-0.5053984089	-0.1499593717	-0.122524	0.3634994971	-1.010426145	0.9761391038	-1.359283823	1.117592682	0.4580766289	-0.1773694413	-0.3837149096	0.1183628772	-0.3920957978	-0.1046628308	1.07067945	-1.020640985	0.2260616061	0.162047519	0.6131408475	-1.359579774	0.7657547274	-0.3268162802
0.09103934336	0.02332430803	0.4619649097	-0.1234927889	-0.1081043592	-0.2125133414	0.06737854328	0.4729103487	-0.6010162311	-1.571605946	-1.043102717	0.3166643051	-0.1658868839	-1.09761273	-1.804871709	0.4187464561	1.816040923	0.1220223642	-0.4806417026	-0.1344793452	-0.4316313064	-0.5706203985	-2.56174504	0.7599132393	-0.8050478902	-0.3377663575	1.305601665	0.4805419264	0.8483806945	0.9695676605	-0.3897695986	-0.09122972005	-0.06175536745	0.6878993826	0.1185859258	0.7771007862	-0.2023680021	1.081911246	-0.2966865964	-1.0838318	0.06840101355	0.9004751027	0.5416318416	0.1976988866	-0.05074666148	-0.3793293734	0.4213703423	-0.2129963321	-0.297036758	-1.13013207	0.06615009802	-1.29212945	0.01355950752	0.7366235122	-1.293679225	-1.564339508	-0.1854761992	-0.5552731886	1.354072223	0.2327145765	-1.10286834	-0.9350260124	2.795208741	0.1677803811	-1.090702854	0.2305924944	-0.2427765244	2.142686265	0.05523225276	0.1584320178	-0.09887740473	1.651749433	0.1099295468	-0.6948364516	0.3713202244	-0.09621204509	-0.4352354519	-1.304011245	0.1146751665	0.4498585538	-0.9206394006	0.6491339414	-1.151701358	0.3916527557	0.1899782098	0.7134948545	-1.432591834	0.4205976245	-0.03080601468	0.1299929014	0.2929959602	1.061421403	0.1594549896	0.04618792141	-0.4488238994	-0.9895299245	0.9899025466	-1.016373228	0.6875781788	-0.5756135565	1.479341433	-1.110182973	0.04199493218	0.8605887616
0.2007862823	-0.2613630656	-0.08294745651	-0.3182708009	-0.2781526038	-0.5251758252	0.513595468	0.1190922149	-0.9238093151	-2.071635058	-0.9883001003	-0.3905018005	-0.4543186514	-0.9632765176	-1.525033626	-0.1382274368	0.05676773694	0.4832659816	0.04463631352	-0.3493922943	-0.1712817085	-0.7577554776	-1.088326536	0.08057905238	-0.8668293626	-0.2365632017	0.9495861905	1.358022901	0.4486762542	1.109014439	-1.257766007	0.1952349913	0.2031456488	1.156861944	0.6176765427	-1.020469292	0.0387947661	0.5397111996	-2.076499443	-0.9431034651	1.352954309	0.9283314283	0.7326337056	1.385035988	-1.015028979	-0.6206609545	1.077240735	-0.1290203773	0.434519983	-1.203630072	-0.6866724497	-0.3889226239	-0.5063929425	0.5309778314	-1.844623721	-0.6800587098	-1.095056884	0.224162595	0.745483693	0.5037932489	0.2296237187	-0.163790575	1.477936577	0.00899631449	-0.1228997038	1.96482612	1.160189789	0.9902968631	0.4794528606	-0.8577831549	0.5509726722	0.1937006224	0.5843195647	0.9638416315	0.1098870122	-0.9549588718	0.4294505242	-0.6025713596	0.380220976	-0.08395759204	0.1859683515	-0.5066067655	-1.510482589	0.08084254793	1.971203341	0.6796068778	-1.377741179	1.288920732	0.7408015108	1.034927365	-0.5240085439	-0.7561160638	-1.234594713	-0.2905130977	0.4629307801	1.50851022	0.1609328378	1.865846619	-0.02364057221	0.4199040254	0.4928542253	-1.589871078	-0.2376185262	-1.411268383
