melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088
-0.6460099636	-0.4739637578	1.053055843	-0.08580952197	1.716663525	1.484548148	0.7068737599	0.6986889887	0.5791307108	-1.340847428	0.05490383337	-0.1834019172	-0.5016310718	0.8452220125	-0.128124186	0.1086478951	-1.055135837	-0.005277020556	-1.224085742	0.2811669041	-0.2039117004	0.2811230234	1.149906961	-1.221644024	2.176672181	2.322568501	2.359790639	-2.09255807	-0.6731419164	2.153891517	0.1388659715	1.356641078	0.3689949078	0.2229894601	0.3351784791	0.5559292598	1.588336441	1.274950064	1.444768269	-0.7706874588	1.652407817	1.085607956	-0.1544638252	0.857433853	2.13471086	0.1728072216	2.340159611	0.7879157881	1.682079734	-1.713428218	-0.4387612629	-1.647193451	1.05892362	0.4104799791	0.04351047716	2.216526751	3.939541413	0.5271140948	-1.033403058	2.606530083	3.036061348	-0.6910994541	-0.989529067	1.275069844	0.2002625856	0.8219778227	-0.3056712844	0.9167987585	-0.7869225339	-1.317086424	-0.1709610291	0.9065901081	0.6019208637	-0.9942303301	-1.720720127	2.375506125	0.2860060619	-0.5677351238	-1.696699987	3.456189783	1.201406824	0.7232680724	-1.026741573	-2.46651984	-0.2252317215	-1.313800211	1.320512482	0.09285914472	1.07882522
-0.05720889225	-0.501254008	0.7932872888	0.3346249583	1.74401465	1.226587182	0.4181123455	0.35895312	0.8639930409	-0.7136538676	-0.7323352131	1.503947966	-0.646573469	0.5488729888	0.2453434917	3.591205966	0.06104259856	0.5250249077	0.1901440337	0.725394077	-0.06750589036	-0.7977719875	0.1697467915	-2.279261488	1.366080043	2.803013323	1.897417003	1.816885399	-0.4729009877	-0.2767212456	1.053024716	0.3934320617	-0.2642969986	-0.5594182534	-1.338925827	0.7820442414	1.470873923	0.6737450248	1.605968057	-0.644705984	3.138661748	0.9593120937	1.254800418	3.495912198	-0.1086471693	-0.6626244144	2.663994129	-2.851105197	2.510821166	-0.5401698329	1.664817728	0.5436713669	0.9263111534	0.0463440352	0.7061298297	1.546192469	3.194122191	-0.8219995814	-0.2788078999	0.3406026571	2.473641426	3.176853318	0.09782442353	-0.206410518	0.2100928297	1.767593251	-0.6188216384	2.910946232	-0.6169318215	0.1681745536	1.632679998	0.8341477697	1.344084862	0.2445655012	-0.7922104895	0.4521822752	0.1844813658	-2.230673159	0.4302666071	2.117578802	2.649021737	0.2482329693	0.4518022366	0.8296051356	1.300802507	-1.574811012	1.256616114	-0.9806803516	-0.1192139435
-0.7865424635	-0.4587354867	0.1590501445	0.6168205468	0.4480937749	-0.1411662364	0.001455916929	-0.06010837058	0.4163560749	-1.034907464	-0.246701842	1.540868482	-0.5304201578	0.02234051631	0.2453635199	-0.4593371082	1.776581072	-0.02173410207	-0.6410389408	0.1898281785	0.5042236305	-0.8202479546	-0.5492186811	-0.2952102167	-0.4214973607	1.496216792	1.75933958	1.582455879	1.09332759	-1.05074773	-0.9415137696	0.153618769	-0.4703489824	-0.2587380378	-1.572241695	0.3093405864	-0.1177263194	0.8667820541	1.492415735	0.09593633129	0.7196086763	0.1138650063	1.524217904	2.577364937	-0.5416043029	-1.084696815	2.195302816	-0.300895969	1.880839804	-0.0637703846	0.9979758804	-0.520702331	-1.51625133	-0.08725187858	1.297428779	1.032395602	0.06466333841	0.3701746117	0.2355742369	-0.4755641133	2.154962218	2.528736004	2.707502976	-0.4537922147	-0.006207700429	0.5640309312	-0.7187693712	1.452423183	0.1827896808	-0.2496638916	1.007314093	0.8936915596	0.9527215549	-0.1492901866	-0.4904045583	0.119815916	0.3142494112	-0.8422016105	-0.2386035323	0.7303512934	1.828474192	1.012933181	0.1539915466	-0.523390433	2.011502317	-1.358182381	-1.16297787	0.08729027645	-0.1207418851
-0.7307832162	-0.4570709591	-0.1751238583	0.1969425383	-0.1359743863	-0.6171918224	0.2757278668	-0.2423684276	0.3435139343	-0.5691939261	-0.4883035202	1.635808378	-0.3579989779	-0.1248447306	-0.3662514781	2.391867421	-0.881084761	0.0802408831	0.2959163263	-0.1450725311	0.5015131245	-0.7650998208	-0.7286857857	0.2835909299	-1.47947955	1.073467805	0.8650245823	-0.4602701153	0.8790838158	-1.058067391	1.633059316	1.036931161	-0.5499101696	-0.2962578548	-0.7645125887	-0.9513122702	0.4858701951	0.6450906965	1.293626175	0.07415876379	0.6170696094	-0.1468971594	0.7594558505	1.587616429	-0.6585968964	-0.7432518241	1.335135265	1.576934507	0.02700227323	0.3674902971	-1.459088306	-0.6690735534	-0.2596852047	-0.7151447933	0.4496525186	1.610853284	-1.017957211	-0.4950653301	0.6065309729	-0.633734662	2.561929437	1.047415619	-1.319208972	-0.955579207	2.786587476	0.5380893038	-0.3770201185	1.339957348	0.2764228989	-0.4796250892	0.6039812227	0.2293880573	2.253912774	-0.4823368621	-0.7741833105	-0.279434107	-0.4915364689	0.5714838598	-0.7409182088	1.481952029	1.423744416	0.4177603736	-0.3668983289	-1.007867699	0.4897413472	-2.240654404	-1.281612547	-0.5952589105	2.292161609
-0.1943537289	-0.08850227913	-0.2744557205	0.2818665684	-0.06662111011	-0.6593245078	0.03116177063	-0.4048015195	0.6575647534	-1.549712734	-1.126620862	-0.03087380474	-0.3874722278	-0.3525598672	-0.6468652628	0.7658952684	-1.249123467	0.211372401	-0.06487330579	-0.4638440649	0.3873723822	-0.9051417955	-1.208311929	1.066647578	-2.005291547	0.626485573	-0.1167277819	0.9794735839	-1.602118212	-1.294333493	-0.2234490449	-1.023930823	-0.1926592208	-0.7989371893	-0.7892630682	-0.8918166641	1.328763726	-0.01686687811	0.6354910681	-0.7658648648	1.037327836	-0.7402221796	1.553617717	-0.7976882363	-1.047604751	-1.423463615	-0.2843195571	-0.05886911417	-0.282415246	-0.2377136916	-1.051024155	-1.859830944	-0.8241005771	-0.8411274226	-0.5138714208	1.390828748	-1.766569272	-1.374409691	1.018979564	-0.460937176	1.882249798	-0.03386253714	-0.9109471062	-0.7195788814	-0.04241954586	-0.06664421109	-0.6468290222	0.6734609523	0.03546615491	-0.2618548464	-0.0462828025	0.7244099006	0.3656938753	-0.4240116766	-0.6679341124	-0.8222725063	-0.4717840607	0.4788026966	-0.07596449867	0.03258978525	-1.074387744	0.2847509582	1.906841851	0.3933968569	-0.1484046823	-1.438379886	-1.912123932	-1.01124172	1.676144831
-0.01324494539	0.0997249388	-0.1126941294	0.2127194979	-0.1705555131	-0.6501787654	0.1778162123	-0.4953872069	1.099300678	-1.80248901	-0.4168877718	-0.3956446889	-0.143155584	-0.3272763867	-0.4911006152	0.9834191635	-1.466027517	0.7954629593	-0.4339627703	-0.1744363266	0.831602544	-0.5799101783	-0.5104392183	2.278964753	-0.434999028	0.5454811463	-0.3894450401	0.5634331425	-1.230201605	-0.807386444	0.1057724735	-1.055724288	-0.01255292177	-0.6048252134	-0.07442607938	-1.273918065	2.154854693	-0.2423086022	1.202325774	-1.257705837	1.440058758	-0.4441907751	1.496644752	-0.867175695	0.3772919788	-0.7350480982	0.01677867453	0.8479626725	-1.230958296	0.1293857566	-0.1462427511	-1.913119449	-0.5365697312	0.5553181678	-0.2448664372	1.653551809	-1.409187132	-0.7718823088	0.6985913866	-0.3339175987	1.747647017	-1.380691444	-0.7198029255	0.09496518796	0.6167573788	-0.1038943794	0.2902786749	0.9556519554	0.2075854712	-0.6017115815	-0.229398232	0.6099019259	-1.065043807	-0.7296183487	-0.2435536326	0.2504639659	-0.9439292737	0.4922613129	-1.279874345	0.2300838257	0.07430080939	-0.09955924477	1.258605527	-0.2338491854	-0.5238949645	-0.9460648725	-1.247027071	-0.4686477313	1.272089561
0.3192201126	-0.1554853926	-0.2556831418	0.0797585974	0.05659248773	-0.3528733408	0.03395196513	-0.8202738142	0.7402267947	-1.795489034	-0.7737085764	0.3122889596	0.3074495514	0.08004059174	-0.9410136093	1.060665353	-0.9448293234	1.542997219	0.2612872126	-0.821344742	0.1561439577	-1.009832248	-0.4985686131	1.659564463	-0.2725565224	1.045415434	-0.8330355794	1.002208777	-1.236098437	-1.284710845	0.6052825319	-0.7528175585	0.1572748436	-1.126032079	0.05322325954	-1.313066886	2.289024012	-1.227797634	1.489208893	-0.9970674683	1.445132712	-0.8219874215	1.144263267	-1.078634209	-0.7826088418	0.2416323609	-0.6361093234	-0.3752713461	-0.6402161276	0.831399187	1.189296784	-0.9536299071	-1.662548835	-0.6813522225	0.02731751876	1.485508329	-1.464098152	-0.8287996909	1.049697609	-0.5962119286	1.52262534	0.1439697239	-1.148875036	-0.5524116655	-0.6577447973	-0.8990431567	-0.1042809412	-0.5806078301	0.3826368664	-0.04341030463	-0.1002672176	-0.4859936062	-0.6786668795	0.2942473181	0.7806156437	-1.226270983	-1.192644937	0.6504715466	-0.07334524087	-0.9103050963	-0.9661416468	-1.588924406	-0.06421619209	-0.3512021044	-0.8119402412	-0.7508649891	-0.4338070085	-1.492384882	0.2894834932
0.1899751109	0.1958133575	0.2137093164	0.4010610861	-0.2385369011	-1.028808156	0.2222579985	-0.9239877903	1.148157801	-2.391581303	-0.3881933111	-0.4770188731	-0.18147372	-0.2603605542	-1.008660909	-0.5900279987	-1.306392682	1.494991739	-0.7954518884	-0.7838823825	0.5973561302	-0.9790381306	-0.1730005955	1.646314985	-0.6803021263	0.9266991691	-0.03341276231	-1.531872601	-1.079567795	-0.4841441442	-0.132605156	-0.2924875742	0.09669468576	-1.523601043	0.2412398681	-1.382776055	2.794509903	-1.596702899	0.8619828675	-1.010929867	1.976098478	-0.335401057	1.701999214	-1.361458188	-0.3317014344	-1.009302556	-0.5923841994	0.9587950629	-0.9860043265	-0.1786350942	-0.7256823747	-1.228135532	-1.388144291	-0.2083234321	0.9835760065	1.285191473	-0.9504143318	-1.028154994	1.045998392	-0.2861389772	1.693388359	-0.6454839333	-2.368653647	-0.1194966612	0.7132445616	1.828606884	-1.537456334	-0.6087268912	1.469000355	-0.2733143778	0.1617438767	0.1368753022	-0.2866998337	0.2756520512	1.247034402	-0.4585485691	-0.8818705799	1.124146221	-0.3988821343	-1.114358929	-0.1765497939	-0.6175934887	0.8771935056	1.076104286	-0.6299000208	-1.54613615	-0.2159338129	-0.411301637	0.7746181768
0.5557183565	-0.1140796387	-0.03001957145	-0.0149696131	-0.250543915	-0.4354860247	0.08981549046	-1.126919805	0.7251662214	-2.048859906	-1.485184604	-0.4525564587	-0.1577342324	-0.06931982959	0.1184650057	0.3805340666	0.2134522693	0.7193260503	1.231511681	-1.432103009	0.3316990845	-2.085846268	-0.8500831528	0.7812707754	-0.5299119524	1.05951499	0.09775898762	1.528234871	-0.4134888829	-0.5479797619	1.821154689	-1.131322292	-0.1556042951	-1.990500386	-0.4102294355	-1.246451332	0.6727387095	-3.142228838	1.574800487	-1.283996362	1.971332403	-0.5491138386	1.590890243	-0.1200806168	-0.6562106561	-0.8115345293	-0.7098133838	-0.03642357533	0.621239635	-0.105342737	0.8178826787	-1.081448824	-2.093268339	-0.3142664238	0.9171515921	-0.606829563	-1.715047468	-1.630136004	1.637501953	-0.5064921203	-0.01594879916	1.369353231	-0.4541862373	-0.5469716738	-0.8423098906	-0.7109935555	0.6529848131	-0.9443654624	1.692493906	-0.0319046334	0.8943504806	0.01814751755	-1.078675796	0.7104248321	-0.1609120564	-1.818249539	-1.013374689	0.1791503915	0.4321690316	-2.616658584	-1.443221694	-1.299921166	-0.1639028397	1.779975651	-0.01612139678	-1.93049888	-0.53031563	-0.5713433411	-0.1405448282
0.523059704	0.196380172	0.006330122472	0.3013562022	-0.5163716252	-0.02283819704	0.3584228863	-1.253174808	0.6343290371	-2.162520726	-1.015623838	0.1284170694	-0.4394636858	-0.2938061936	0.1203161828	-2.257689009	1.160594303	-0.5328818165	1.079763879	-1.923872517	-0.1456084754	-2.158104302	0.01558268923	1.31030874	0.5276710883	0.09009147401	0.6342879139	-0.639094124	0.02490589744	-0.1874239837	-0.7131891301	-0.9857777919	0.09345671884	-1.041080061	-0.6288596352	-0.9047839274	-1.882874606	-2.203542504	1.126002455	-1.422370712	0.8347690622	-0.4007272384	1.279000661	-0.02984741938	-0.4181102197	-1.107062923	-0.1608884919	0.9093082525	0.09912530226	-0.01737988016	-0.6867538251	-1.77904551	-2.004808241	-0.5767538597	0.0687782812	-2.106043056	-1.602510896	-0.1394598221	0.3251124592	-0.8043365026	-0.8685965862	-1.564896503	-0.2115986869	-0.1735220224	0.6830595995	-0.2552935944	0.4481554757	-1.20520839	1.118903472	-0.1103258139	0.6696455722	-0.1350600658	-1.17874074	-0.01002425454	-0.3484401618	-0.9819893094	-0.5284368514	-0.3970314185	1.302192752	-1.630686497	-0.309098687	-0.2640491978	0.03576846746	0.7620724746	-0.1135099041	-0.6974281234	-0.3894342985	-0.7888782074	-1.606962673
