melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078
-0.444996471	1.523728244	-0.1559995213	-0.493876414	0.5082388042	0.2385485557	-2.378071977	0.267903247	-2.264577984	-2.235914038	-1.855526269	-0.665852985	-0.8360446172	0.05264867063	-0.6297427137	-0.01210683208	-0.3872965697	-1.465208804	0.3213698631	0.2044671941	0.05261561273	-0.6700571061	1.932575	-2.567316156	-0.4511024399	0.403214051	2.191130796	-0.8684857284	0.05163870063	-1.340029302	1.150891261	-1.68959752	-2.964419905	-0.1987216052	2.597635386	-0.5235691445	-0.000112747755	-0.769539865	-1.036245651	1.396095764	0.6832115943	1.716101728	-0.230391723	-2.477860285	1.402147378	-1.999226552	0.1992638607	-1.196089819	3.331834468	-0.5100520409	-0.4633210137	-0.2799449306	3.120190472	1.498312306	0.3768847878	-2.387194938	0.2715081535	1.161743332	0.0277604747	-1.941279582	-0.261350456	-0.7170329582	-0.9179986729	2.292238849	-1.940619308	-0.274704838	0.5829494561	1.254507127	0.6467019999	-1.792004826	-1.268222798	-0.4304241222	-0.4755703219	-0.370366818	-3.074968612	1.543241056	-0.5484261956	-1.072382554	0.1424592512
-0.9655794266	0.5065496496	2.534965668	-0.3195726118	-0.8550277972	-0.09817897944	-2.441692708	0.6872647103	-1.51297152	-1.462531325	-0.4114777368	-0.5951551056	-1.358781061	0.09959785718	-0.9602563394	0.2327989831	-0.8025084186	0.4875932886	-1.027915045	0.5549159098	-0.2517959784	0.1864657815	1.023022416	-2.25337801	-0.8178170443	-0.3099599253	1.398761899	-0.1738020322	0.7258358044	-1.395816687	-0.3146015238	-1.676510555	-1.432967851	0.2804738118	1.588341044	-0.4462586109	0.4820704568	-1.000292279	-1.051651992	-0.3419900201	-0.8508058048	0.5859552827	0.2171734783	-1.015791829	1.807517951	-1.728643548	0.5081350744	-1.757183215	2.054794249	-0.2625249738	-0.7696441383	-0.6967327498	1.850579584	0.8274498659	0.3826178536	-2.122587073	0.1996052572	1.41529581	0.4586786617	-0.814119906	-0.8921025779	-1.492406254	-0.4363185194	2.003004044	-1.866192419	-0.9170485222	0.4700301227	1.519020275	0.06156518064	-1.490641524	-0.491743868	-0.7242391308	-0.9865096843	1.278548877	-3.5282938	1.821370861	-0.1610523051	-0.9905873964	0.6207637939
-0.4132225761	-0.7376613138	0.7636961295	0.02479028299	-1.520330852	1.483285177	-2.096119628	0.4313248055	-0.5014368259	-1.033043421	-0.7076486385	-0.5481568427	-0.05324259746	0.519777111	-0.4449535645	0.6965628443	-1.383317159	0.5835719016	-1.376581635	0.3825930214	-0.7091064296	-0.02881616937	1.053007099	-0.06704029579	-0.8099920977	-0.4331891916	-0.2212148798	0.1333161423	1.199842154	-0.3174751262	-1.418659169	0.2694411155	-1.221408745	0.3004490212	-1.356832717	-0.4168383081	-0.6692465405	0.5533888007	-0.2115746995	-1.004076763	-0.611923049	0.7977827234	0.4430064335	-1.029540834	2.332215623	-0.9934944576	0.972620643	-0.9190686003	0.570338945	0.7585842097	-0.7759477558	-0.470830732	0.8062915606	0.8694274921	0.7564605474	-1.980735271	-1.50213348	2.148757677	1.088708662	-0.01809960679	-1.071157866	0.7178773352	0.2510123591	1.861998023	-0.2749517329	-1.50153147	1.814301088	1.350250267	-0.291812221	-2.344408975	0.7809902852	-0.5360549733	-1.078989435	1.019432188	-3.889130594	0.6553225096	0.6515325968	-0.9649082322	-0.1062787635
-0.4431144379	-0.4986182664	0.0365751492	-0.1175662489	-0.4756105685	-0.2483346182	-2.503563797	0.40333931	0.1633585	0.3475556591	1.145455925	0.2761008027	0.8506921422	-0.6408259796	-0.8258732965	0.4781638347	-2.023413935	1.660690421	-1.441051487	0.2807672799	-0.8420576222	-0.4676776762	0.7728761907	1.108537201	-1.52688915	-1.09207231	-0.2736264769	1.013291144	1.705517231	0.7908863433	-2.289167166	1.104188986	0.2370495489	-0.1995240427	-1.227091761	0.1423361748	-0.09282528108	1.208007188	0.2458611571	-1.242477208	0.1867935291	1.352632897	0.2666563495	-1.912289439	1.045661735	-0.666219825	2.367813387	-0.9646673308	-0.6878564353	1.459605546	-0.5248641848	-0.03233508039	0.5133316423	1.642539349	0.591476514	-1.737322429	-1.446267251	-0.3096051395	1.014835656	0.6431364285	-1.972827458	1.203862634	1.13188766	0.532143093	1.356262334	-1.65335589	1.123734424	0.9451054664	0.1691813344	-0.9472374094	0.6153475426	0.8089571578	-0.967836386	0.8290508034	-2.030113595	0.6968689021	-0.7832217901	-0.9606643742	0.3620237336
-0.02534645236	-1.056113254	-1.294414027	0.880616635	-0.5181807056	0.4852159559	-1.406450389	0.856680109	0.7712240282	0.9143306644	0.6373106481	1.163089109	0.6911973985	-1.546361654	-0.1163945717	1.447868953	-1.141301462	-1.82243589	1.066531293	-0.0005272423893	-0.5353529832	-1.456682455	1.136681617	1.799589894	-0.4495349578	0.01942518756	-2.393687039	1.896788433	0.8333508775	1.300887772	-2.226048348	1.686200681	0.01458651575	-0.5400812008	-1.441290972	0.146647058	1.425318098	0.470811265	-0.2569466124	-1.545430021	0.2965795136	0.1179877733	0.2523674173	-0.3490399024	1.091613274	-1.788701888	1.3779364	-0.03403817633	-0.8575562396	2.421074461	0.2312098365	-1.236041385	0.02165308889	1.607514369	-2.014843952	-0.9896571289	-1.232886274	-0.91149434	-0.8815701233	0.5132219792	-2.545438133	0.5165461296	0.4496596987	0.7205108746	2.341286283	-0.7136825583	0.314176901	1.862734325	0.8237373678	-1.417298044	0.8932508497	1.304879727	-1.005354821	-0.4609521907	0.5985446349	0.6784276611	1.868108262	-0.5889048681	-0.8843762862
-0.5165168343	0.05815650238	-1.096901609	0.2838655904	0.4134956662	0.8528011505	-1.150489067	0.5283775964	0.2015116715	0.285247473	0.8021480953	0.8919070294	0.9194434696	-0.1916113217	-0.3856653071	1.857908146	-0.5404379093	-0.5962718379	1.350828742	-0.312566932	1.360759342	-0.4163923906	-0.198237304	1.573177833	-0.1210061333	0.6575002148	-1.355083109	1.62087286	-1.063382347	1.41770375	-1.231189888	1.37795532	0.08561999018	-1.964358982	-2.29591094	-0.2274146218	-0.6213465764	-0.405150129	-0.7226938349	-1.110688867	0.9336390272	-0.8442034752	0.7153654395	-0.5749196876	1.213394679	-1.76677035	0.6809950021	-0.01979874788	-1.159534115	3.520602983	-0.1077092308	-1.540072956	1.046584074	2.952830897	-2.182080676	-0.6483031368	-1.461320319	0.6140280595	-1.120014671	0.2530593799	-1.904512815	-0.9929725206	0.03183776812	0.02802107727	2.577109364	-1.490197331	-0.8245663069	1.245529604	1.259599777	-0.1148518261	1.081710737	0.4754077369	0.2336999854	-0.08437428867	-0.4697769317	0.3230894257	1.023523265	-1.628101906	-0.8746676771
-0.3012861207	1.810214766	-0.0567655794	0.8306371785	-0.3677041803	-0.1002576441	-1.030726277	0.8248032368	0.26845924	1.412988289	-1.010764723	2.009235765	0.7233770973	-0.02491700374	-0.02037488362	2.86507011	-0.4887731135	-1.076190393	-1.206395163	-0.8998458624	0.4448188502	-0.466029904	0.6460503746	0.9588653059	-0.003722430506	1.06204412	2.00129755	-0.1589260677	-0.3546675934	-1.654419717	-0.3699731958	0.760635119	-0.1465623519	-0.6972570981	-2.976253731	-0.8732433424	-1.301807279	0.1233426391	-0.06716804258	-1.892636236	1.542555604	-0.02591955943	1.162313343	0.976666333	1.151587717	-0.9453191293	-0.5460821159	-0.4790595332	0.953222269	2.254600398	0.4675051387	1.319350265	1.306557384	1.685942008	-0.4949202228	0.07258740636	-1.069217263	1.057469508	-1.226898684	-0.2344075532	1.752317464	-0.7971244626	-0.9116257137	-0.8633520072	2.801366393	-2.498429923	-0.8409809638	1.576140747	0.7899418178	-1.920174111	0.5941763609	-0.2980383637	0.4004580582	-1.051647352	-0.05393552656	-0.1395954973	0.8838808867	0.7701142489	-2.880073247
0.05731456337	-0.4734651274	1.289271967	0.5818087952	-0.8765359289	0.2136277007	-0.8220171668	-0.002951042682	0.4830606977	1.523772947	-1.689158273	1.02917238	2.241628482	1.107787633	-0.1309236537	1.697647797	-0.9737670765	-0.7723651501	-0.8750000696	-2.17314871	-0.8923842125	-0.2223367168	-0.521427641	1.212312199	-0.6720879746	0.1458327262	1.653037341	-1.410435626	-0.1331954267	-1.447127536	-0.5091340241	1.083022492	0.2475496163	1.09832398	-2.504768626	-0.5900869807	-1.215600389	1.179671475	-0.4093423685	-1.623191651	-0.05252044563	1.57624981	0.3998117651	0.06934226506	-0.520622707	-0.3031079545	-0.5700385697	-1.496916125	1.585821876	0.3695839198	0.950602954	1.701839537	1.079655788	-1.121619875	0.9217756758	-1.119318005	-0.7490277294	0.4756976942	0.5483322752	-1.105590884	1.620911119	0.4260973427	-1.008947341	-0.9796833008	2.353029495	-0.1164499757	-1.742067499	0.7523175086	0.5090444004	0.3137761204	-1.02609726	-0.0997632011	0.2738356634	0.6147936491	-1.566881043	1.445086956	-0.6005827919	0.5184216482	-1.890884665
-0.3849822957	-0.6878730587	-0.4717147725	-0.07496791439	-0.8673672639	0.3703628145	-1.748707397	0.2697199101	-0.8879559559	1.855997479	0.5717719079	0.06090186557	2.325938331	-0.05469344412	-0.3992221949	-1.702466316	-0.6327360627	1.174677084	-0.9648654044	-1.171373747	-0.01332733377	0.3859920442	0.5320489712	0.6362464253	-1.146262763	-1.007300222	1.370265842	-1.135930659	0.09265377426	-0.8480690239	-1.225006732	0.7926559966	1.164815508	0.07363847142	-1.376974922	0.248507823	-0.7149191191	1.346424468	-1.112448229	-0.3998448669	-1.127759445	2.51586075	0.127381507	0.6245890611	-0.5267280374	0.1880006487	-1.401231983	-2.391882605	1.437043733	-1.47757961	0.005669336506	1.141422558	0.1831308935	-2.392396648	1.042861763	-0.503784808	-0.5358196081	-0.9562690004	-0.04498937172	0.0004708186603	0.7256278243	1.398963195	-0.08443048526	-0.2804350045	-0.2915006749	0.212046248	0.1699701121	0.7661921364	0.3056120947	-0.5995200033	-0.6506735881	1.527405238	-0.5952655129	0.1628830453	-0.3109621982	2.513007437	-1.021042764	0.6890534737	0.865155788
-0.5284723431	-1.154432362	-0.5853183077	-0.1410423214	-0.3042012589	-0.544550972	-0.8622060685	-0.3105196761	0.002652240864	1.474550732	1.001867294	-0.1725178938	1.38245433	-0.6773650973	-0.7576857455	-0.8385027119	0.7512419013	1.08989605	1.209445563	0.5785799019	0.8686112985	0.8042165678	-1.09240148	1.653168349	-0.8509968612	0.7963458154	-0.92182402	0.3659112312	0.7302274701	0.2904788312	0.9338907472	2.326573187	0.8429920083	-0.5256248105	0.7912244382	0.9267937529	0.7238235513	2.246736543	-0.6360176021	0.6798472094	1.121106277	0.6969178333	0.3431561839	-0.1377580639	0.689546803	0.8221648408	0.3126335934	-0.5086630607	2.173715601	0.006911677	0.8138588251	1.650870525	-0.06429579585	-1.225399997	0.09023336121	-0.2747319907	0.5047531309	-1.87714599	0.6151101914	0.5082258508	-0.2507478831	2.515191901	0.6918274335	0.06215393736	-0.1645416039	1.393352165	0.5567694296	0.6592213419	0.3093906921	-0.9676411992	0.5719986709	-0.5438460143	-0.948925343	-0.2785447787	-0.0752684796	1.571402839	0.675527104	-0.8053586614	0.5155787246
