melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094
0.9339810236	-2.326711062	2.010889207	-0.3722854544	-0.3958835149	-1.025205347	0.4365692989	0.7432381985	0.339033227	0.1565729308	1.544185126	-0.297464276	-0.3832741859	-0.6453941776	-0.2745413177	-1.674896305	-0.8402940658	-0.7652636191	0.05136372395	2.215344965	-0.6159087191	-0.750096597	-0.08953149319	0.7181764114	-0.8985238833	-0.6620386094	-2.298213603	-0.6274572762	-1.001373181	-0.4893231764	-0.9994673888	-1.137879943	-0.4628978614	0.04859228368	0.3061981425	-0.3396920305	-0.4982310893	-1.860736788	0.3672135905	-0.7201187024	-0.2317893058	-0.2899737556	0.199838879	0.5767757722	-0.2025895122	-0.0309318834	0.1675680798	-1.219314162	-0.4173785379	-1.038027891	0.08521025585	-1.110797539	-1.345010346	-1.570711078	-1.426038968	0.462414899	-1.517930334	1.328148419	0.4030204207	0.07613564911	0.7883459996	-0.04210373922	0.2966412796	-0.3634078354	-0.9728339902	-1.333649493	-0.3867626769	0.6326424723	-0.5134791819	0.2161771731	-0.3298883083	-1.483807419	0.4049434021	-0.5727688575	-0.002874599245	-0.09531475507	-1.063736223	-1.276428484	-0.1091819661	-0.7102730383	0.3670827342	0.4131483742	-1.850324569	0.3764582016	-0.8461685324	1.237217681	-0.4344903321	-1.188375316	-1.003435351	-0.5561704141	-1.408765963	0.01373050097	0.8825381557	-0.8793106635	-0.6428475683
0.9080378252	-1.774969517	-0.3853819405	-0.6512924543	-0.7440137488	0.3621369761	-0.05402750875	0.2472927336	-0.302697564	-0.6213667647	1.005649133	-0.4929937841	2.051908447	-1.37613489	-0.4788568548	0.5495716179	1.49695804	-0.7733580137	-0.3862215271	1.40725583	-0.8278407744	-1.307244962	-0.4752817191	-1.031809622	-0.9379608675	-0.5593093583	-1.909074988	-0.5931240484	-1.177411641	-0.7340550711	-1.473734816	-1.258772926	-0.4710409742	0.09503809339	-0.5335581856	-0.8159876012	-0.7517408739	-1.623043891	-0.4127553842	-0.442776572	1.566229443	-1.219015656	1.265752312	1.595826394	0.89559289	0.05600718429	2.236894122	1.165452815	-1.763535586	-1.289451616	-0.6328177118	-1.654610945	1.611231214	-1.57804391	-0.8844569578	-0.3728400661	-1.231835317	0.2021316188	-0.9711490687	1.159476951	-0.05819262114	0.7028509583	-0.2558686441	-0.2082272676	-0.04654367876	-0.995075306	-0.9848599791	0.1871863586	2.684399538	-0.07810343809	0.5373526313	2.096763859	-1.897501633	1.31329332	-0.911097183	-0.0004410854108	1.039226546	-0.5175221117	0.2454552824	-0.1756007092	0.8506870386	-0.07655853377	-1.440262941	0.6272621034	-0.7455803138	0.4450752442	-0.3978399652	-0.222008272	-1.524385031	-0.1773126364	-0.4942069404	0.2759712212	0.8553180112	-0.9144721263	0.3473881406
1.627535082	-2.024705098	1.147608372	1.753290874	-0.6986105255	0.06297129087	0.7110951216	0.0973721937	0.09279390993	-0.5457517813	2.248056395	-0.6173573913	-0.2712588468	-1.593800397	-0.7492929985	-1.358780202	-0.5330236741	-0.9034634031	-0.2650768049	1.490086215	-0.3932723528	-1.390562861	-0.7128356038	-0.8345461541	0.4292349249	0.2298437133	-0.6804391843	-0.9299575168	-1.055903905	-0.6238631044	-1.867423797	-1.635193517	0.2977274139	0.279255592	0.9457784869	0.552414593	-0.4799839385	-0.5880363478	0.3065364926	-0.3208095563	-0.768516585	-0.8342409568	0.001466463086	0.6143913701	0.9615562403	-0.5505616941	-0.4904991593	0.08114055636	-1.106380858	-2.347825362	0.04980579849	-0.03552715373	0.1998153474	-1.105700066	-0.8988550357	0.224709134	-0.2728615919	0.2840825223	0.1281602503	0.5624825433	1.623691638	-0.6399202321	-0.02458371322	-1.324179343	-0.2214460526	-1.516657514	-0.7851673566	0.9931202198	0.539947059	-0.0422342413	2.607590537	1.612676036	0.9346382031	2.70920272	-0.9999134109	-0.2573326217	0.3027685408	-0.4212580516	-0.118648291	-0.7766431507	2.637951164	0.8504335531	-1.264828496	-0.2091982234	0.04263556469	-1.497832657	-1.077805302	1.041005673	-0.7968375858	-0.708424054	-1.570763686	-1.593124738	-0.3220657761	-0.4401453848	-1.264530033
1.329551702	-2.192713219	-0.8591224361	-0.8292877029	-0.1006825497	-0.2042406014	-0.53830186	-0.1022793042	-0.265951515	-0.6690371223	1.444323969	-0.4334072406	2.098335176	-1.647693137	-0.8434122779	-0.4630432425	1.030283004	-0.3772076514	-0.2852124636	0.6980855532	-0.006996026166	-1.542200431	-0.9159171095	-0.5240326856	0.8384242016	0.4039052127	-0.5241236276	-0.8893816957	-1.571927148	-0.8020459553	-0.8874124621	-1.814426113	0.7064747472	-0.8590517196	-0.01726151643	0.2620035401	-0.5277121336	-0.9432653161	0.8177036914	0.03771917224	1.031598316	-0.5794676576	4.210746996	0.1720102577	1.067238974	-0.5594118149	2.478871355	1.614747897	-0.3315480366	-1.468872177	-1.453783187	0.544151007	1.706393563	-1.588706269	-0.7740961204	-0.6024822216	0.392223819	-0.1632008232	1.147460736	-1.062142543	0.2521670392	0.5985979573	0.4536299455	-0.04965586624	0.008481802447	-1.584285937	-0.9957580673	0.7456985918	1.77091188	0.2258994068	2.051292967	1.194388984	-0.9140069468	-0.1476311627	-0.5623170887	0.05139211599	0.5298661518	-0.02260260486	-0.5713450765	1.772001462	0.3729346919	0.3078420673	0.5417174019	1.667657751	-1.667317702	-0.4190847622	0.01511598337	0.02976682378	-0.01276861509	0.04090048723	0.08466984828	-1.024822094	0.04768556784	-0.6825463872	-0.7457619335
0.4509208725	-1.902881198	1.058606469	0.8602803024	-0.1076269824	-0.2383784725	-0.9200697509	-0.5589027707	-0.4187991668	-0.7942364047	1.039897165	0.1310035902	-0.7213927308	-1.822941477	-0.4300893384	-2.491841709	-0.4466159782	-1.093218923	-0.485868861	0.736573661	-0.7420439014	-1.191387851	-1.446964413	-0.1790037662	0.3101271818	0.6230998643	-0.6128155278	-0.9053167274	-1.159857052	-0.6359052869	-0.8606132667	-1.361300372	0.7430896216	-0.6093078042	0.11805057	-0.3743682217	-0.2407151575	-0.3808296511	0.7211737591	-0.4331651617	-1.874548854	0.5950776754	1.605805241	0.9636428807	0.3332509459	-0.6035354923	-1.805103388	-1.22068663	-0.4555393683	-1.317021089	1.124442463	1.316476439	-0.2471968349	-0.5860746225	-1.033779519	0.5015591153	0.06631846851	1.964368773	0.1234208763	2.759553578	0.2580147878	-1.074243474	0.6107118366	0.3132736669	0.8580186675	-0.7743072038	0.1025407678	1.367511107	-0.9224742581	-0.3482181092	1.10140072	1.022751352	-0.03435369642	-0.3780995461	-0.7605227856	-0.2478206876	-0.6792749361	-0.6735547809	-0.07414312879	0.9902522102	1.725960104	0.6317442269	-0.9120153666	0.3451987881	-0.7387421251	1.640955289	-0.03980323593	0.09427210082	-0.7915907371	-1.489138553	-0.7734816301	-0.2635946704	-0.9173377131	-0.6001414181	-0.08643924014
0.6878302552	-1.886307644	-0.9587872634	-1.035788356	-0.2581463866	-0.2385752842	0.5336598758	-0.2073959904	-0.4102041906	-0.2645640728	1.589214477	-0.09760959268	2.396064356	-1.076100515	-0.6763393589	0.1930781914	0.8100303056	0.4006611854	-0.5305425955	0.6856766546	-0.1936512812	-0.8880931425	-1.341269832	-1.05673254	-0.4250005791	0.7974733203	-0.4418798751	-0.8670693666	-0.6922565262	-1.401327943	-1.109299796	-0.8199825314	1.651398946	0.06281242208	0.217735333	0.2294855733	0.5523819987	-0.3390696251	0.03509278551	-0.5186712307	-0.03319630726	-0.4239367802	-0.4717893884	0.9224513274	1.247400726	0.2513880435	0.7900405975	-0.5107534598	-0.9316015666	-0.2923605883	-0.0480759862	0.8242717435	1.133906578	-0.8167360306	-0.7500632997	0.02328766925	0.1298826102	1.274922601	-0.4964018823	-0.1038582288	-0.8757524416	1.650606981	0.9327997608	-1.099127217	-0.2014094106	-0.9158167549	-0.1550697409	0.8508021637	0.8493100164	0.2213192221	1.141387462	-0.004454138842	-1.155570483	1.222368112	-0.6384359927	0.2676384658	0.3343527603	-0.09057934201	-0.8330379226	-0.3238573825	-0.2581209418	-1.11557489	-0.588307601	1.471331173	-0.1142963509	-0.8378652626	0.6503658229	-0.5208262841	-1.132999913	-0.143632452	0.5027438202	0.8280673252	0.3248128261	-0.3822518728	-0.2083560434
0.08380833327	-1.768524741	-0.3705597897	0.7045168203	-0.4693586423	2.08319623	-2.063076454	0.09810348968	0.2755300932	-0.3726289278	0.3378390556	-0.6716979064	-0.9177443492	-0.3719859959	-0.5577415255	0.7257707287	1.378304069	-0.5673512271	0.5673616349	-0.6639323073	1.3748887	-0.4638334394	-0.6952356154	-0.6087041281	0.4703001537	-0.4994695237	-0.9162643186	-1.037779387	-1.310478706	-0.4534042156	0.03778877814	-2.562999149	-0.2388651634	-0.4310737189	0.4499674972	-0.6629613285	0.07885056971	0.1772264607	-1.280866718	-1.067894478	-1.484118239	0.03503062416	0.1399129631	-0.3665878637	-0.1231115653	-0.9555402126	-1.90709093	2.089933485	-2.153110087	-0.7710847749	-1.46132102	0.7265410934	1.653178655	-0.7874698411	-1.867669131	0.3585402415	1.277780851	1.0062002	0.3690037375	1.733387928	-0.5729460183	-1.082008617	2.074541118	-1.258823107	-1.438542901	-0.2640492275	-1.476745483	-0.7297963244	0.04197334298	0.647147404	-1.564492515	1.127541396	-0.3307085525	0.7783139011	-0.1045655527	0.5800122683	-1.23107562	0.2789276859	-2.79846373	0.2314154237	-0.2834047932	0.3812662954	3.210481782	-1.250690591	0.8012774161	0.9476184332	1.232725266	-0.1074193886	0.6708178403	-0.5225331145	0.2758435534	-0.7853447755	-0.3248965244	1.618155066	-1.353510312
0.1200307434	-0.4864895586	-0.5343827836	-0.2065357518	-1.151395953	0.4118903062	-0.5622431574	-0.2910299526	-0.3962276271	-2.447915457	-0.7460336921	-0.3939209503	-0.3181268361	-1.773254241	-0.4941123891	0.9341068369	1.482667488	-0.7095840947	-0.7219592131	-0.3142299325	-2.362744361	-1.806425043	0.1441744815	0.8532065065	0.9111446153	-1.324604414	-0.9721431441	-0.0913734961	-0.9474596871	-0.8449493623	-0.9386753719	-1.6739849	0.3617757179	-0.8393579291	-1.772008007	-1.117598696	-1.471778546	-0.44664121	-1.790852489	-0.7004329589	0.1637461749	-0.7624200671	0.4865913434	-1.182357682	-0.8989637531	0.09001423041	0.5527988888	0.7748845124	-0.5597941268	0.044369369	-0.4235118256	-0.1134969549	0.04116497245	0.0795992035	0.03417684217	-0.1351898499	0.7196449206	-0.2812834255	0.7142356063	-1.40285423	-1.07339188	0.7480304884	-0.5297153275	-0.9155511379	-0.9172164404	-0.9563576101	-1.745506118	-0.4025238669	0.2733479697	-1.576880901	-0.1572766731	1.010681219	-2.057691511	0.7391946828	0.7202583811	0.2479007881	2.527282343	-0.3427517327	-0.4223678732	0.9737909627	0.1852555894	1.841546078	1.148925416	-0.7523114744	-0.6173755968	0.5227268343	1.004139531	0.9494144199	0.03426636065	0.1599397119	0.9180765931	0.3456341109	-1.865516431	-0.1706979217	0.9140026258
-0.02705505055	-0.03732548274	1.6405481	1.367602145	-0.8956610627	-0.8297651815	0.5504909096	-0.25872693	-0.7957710216	-0.7312648294	0.4773781222	0.5070099473	-0.405436446	-1.507790664	-0.3048318241	-1.173111624	-0.4252618084	0.4950532236	-2.22257643	-0.0637436436	-0.2106004166	-0.8242933712	-1.193334563	2.376358896	2.300721275	0.7015882409	0.759227052	-0.3768871192	-0.3823472296	-1.074839074	-1.458538989	0.9357291147	0.2889057939	1.749027731	-0.2122315375	-1.427794634	-0.1778082867	0.484027996	0.2531105377	-0.9554795497	1.547478123	0.6436095929	1.129097739	0.8649752538	0.5444761924	2.272545997	1.088676139	-0.3463636764	2.645960752	-0.3088150463	0.64477149	0.2722559974	1.543564394	0.5872147364	1.458662263	0.2015009814	0.857376738	1.773893638	2.28577126	0.7324987529	0.3080750087	1.053771781	-0.1029225252	1.569035495	1.132684708	0.4631559394	0.2165390996	-0.1383414433	-1.475527475	-0.8192857656	2.527057583	-0.4505482863	0.5961324329	0.3696045457	1.919668457	-0.1565134679	-0.1236110657	0.2432840127	0.1391554751	-1.892696827	0.4474602783	2.601262964	0.911280744	-1.979939281	0.6365280436	1.31862055	1.171416805	0.7310033584	1.15055317	0.5520865728	0.6878393631	0.2659795324	-1.427094464	2.200444547	1.610842785
-0.6255572657	0.05663680087	-0.1713568421	-0.1324034353	0.7542600935	0.6076604413	-1.04552541	-0.7022536941	-0.1352513182	2.961085862	0.5804421871	1.325395916	0.2553064427	1.854985611	-1.270794719	1.393356334	1.860918302	0.4858479222	0.8935062693	0.8758438962	2.783032751	-0.9983001711	-1.132531061	0.4865414161	1.740851891	1.491849868	2.669578897	-0.1275845767	-1.230798432	-1.352700244	0.9760633317	1.108306208	-1.089121177	1.789396263	1.519393758	-0.03568704397	0.9573119801	1.696710271	0.1028493788	3.480250881	1.431104229	1.480627991	-0.3258753421	1.170511243	2.567352456	1.4152405	0.3640421044	0.7577624358	0.1411168169	-0.7538640417	-0.1565360419	1.269146092	0.969599313	2.090797624	1.901861307	-0.3435806346	2.3527195	-0.3513476075	3.4884685	0.6310975267	2.117128488	1.388180453	2.122908942	2.034355467	1.490829666	1.566166433	-1.006934471	-1.049974052	0.3881752098	0.9045895921	1.094330957	-0.3803218886	-1.061484961	2.232832066	-0.8632406431	1.664595491	0.7034372348	-0.7367771218	-1.346883916	-0.9800082607	1.210048591	1.705415973	-0.1056120936	-0.808661133	1.940374716	-0.2599502139	1.751280481	1.055539661	1.433525102	-0.688852244	-0.005965872708	-0.2987253638	1.464156013	0.7833710296	0.968952879
