melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102
1.147107934	-0.4489572481	1.552869897	-0.5740642274	1.096637916	0.7240472521	0.1319375062	0.4599459059	1.557979305	-0.01163204031	1.163203345	-0.3943217528	-0.8797502493	-0.2202299485	-0.9654643473	0.3788938561	1.415587002	-0.6594903732	3.230958875	1.528894204	2.031113156	1.380033426	-0.8008797785	1.745821235	2.147716277	-0.1414399155	0.5057437917	0.9841408019	0.8664962328	-0.2014931644	1.677695189	0.5321624901	-0.2982794871	-0.6749356841	0.8722057689	-1.876599095	0.03198303326	0.5555089271	0.6606439467	-1.814445317	0.159447811	0.8866629184	1.111626712	-0.2736352923	1.110544975	0.7385373712	-0.5410237421	0.560844666	-1.100777313	-1.576371507	0.7076027479	1.715271488	1.378721296	-0.3855425248	-2.136999591	-0.02655176118	1.168028202	-0.6827030031	0.4256765212	1.320848826	0.3602372399	0.1845590458	-0.04934354757	0.3764397029	-0.770199096	0.263330673	0.5748249452	1.421893637	0.5068591764	-0.659470587	-1.170458831	-0.3359514238	0.7230951029	-0.4680900445	-0.7159285376	-1.58846448	1.17934305	-0.5246306306	0.3611933616	-1.713437015	-0.9814353558	0.7277483346	-0.6842669801	-0.18380681	1.651211166	2.201940537	0.5227387349	0.7521110261	-1.549975778	0.6794454071	0.1579321678	-0.05845794359	-0.9416583628	-0.02387316505	1.25875074	-2.068450014	1.622959423	-1.020510706	-0.04731731897	-0.02552629703	0.8140112614	0.178347191	-0.8931897918
0.07331351015	-1.224278177	1.553294984	-1.579089628	0.4583817442	0.7307745305	0.01053777261	-1.034477749	-1.56354565	1.455733432	0.5350912927	-0.8860727435	-0.5600171908	-1.70263101	-1.308612621	0.5977448304	1.741825323	0.6888020871	3.172698807	-1.620228966	2.438700573	-0.09529250239	-0.4220650578	2.127111951	1.689598896	-1.575543343	0.2857449705	-0.495827623	-0.8321265569	-1.255755044	0.6088792178	-1.171345894	-1.516261798	-1.143889222	-0.8728581446	-1.083933703	-0.741467993	0.7469480142	-0.6991526718	-0.8847314523	0.2981506187	-1.403503585	0.7730272965	-0.5994792993	0.05949448947	-1.909586714	-0.7303784838	-0.7906257321	0.6055412052	-1.471704157	1.328066764	-0.3484234745	0.8656522464	0.254736788	-2.829111351	0.09974531758	1.192122863	0.5808308351	-1.334491245	1.187577087	1.017349063	-0.06293368071	-0.175403847	-0.7285832954	-0.5172828606	-0.5059682416	0.3114489475	-0.5874770619	-0.2430883355	-1.157555478	-1.41467735	-0.6649136928	-0.5416282694	0.1319909871	-0.9491366003	-0.4394986758	1.396586098	-0.7928769952	-0.004371226004	-1.68939539	-0.6993061845	0.6444527574	-1.782125944	0.9995537381	-0.3734088276	-0.7822205887	1.293285464	1.246990758	-0.4095745915	-1.098761955	0.6714682512	-0.2682229416	-0.3942165437	0.9418230801	-0.07136952706	0.3978560225	1.287951356	-1.229068512	0.4171019128	-0.7297807322	1.315404753	0.3404796737	1.232293817
-1.358312322	-0.4151364051	1.844535221	0.3434234764	-1.06689492	1.218323022	-0.8088086062	1.083707628	1.079278788	-0.08832684192	-1.22178084	-1.077758657	-0.5058546728	-0.9430112914	-1.178312122	0.3726302931	0.1972793409	0.5236184063	2.549172547	-0.1136334852	1.56120366	1.048868037	-1.595724551	-0.6769867887	1.802561596	-1.771744423	-0.3689718352	-1.383493342	-1.736239034	-1.664819198	-0.791626007	-2.59917201	-1.780304412	-1.39776131	-1.000348853	-1.073389031	-1.849625144	-1.066790853	-1.516595065	-0.05094411401	-0.4792876811	-1.919328678	-0.03380054988	-0.1419299486	-1.393574765	-1.564802854	0.1811255434	-1.319784973	-0.1655788742	-1.174668644	0.4445658157	0.7109392464	-0.5103911869	-0.6634456455	-3.062587589	-1.152339291	1.34028687	-0.6454414238	-1.693253575	0.308340185	1.585384667	-0.09228879749	-1.873525046	-1.269976541	-2.103494687	0.2959143125	-1.832428177	-0.08401240745	-1.082979602	-2.056385311	-3.248389904	-1.624978323	-0.7004784835	-0.4149934172	-1.760390302	-0.3488344507	0.4221950085	-0.6156532186	-0.2281894286	-3.277789504	-1.867962855	-0.779449478	-2.375091016	0.4463015006	1.301471002	0.5727379843	1.758703775	-0.4314210614	-0.05182343972	1.68692121	-0.5140948962	-0.4552755715	0.3330471297	-0.6541380774	-1.934041816	-0.08130230078	1.111764381	-2.607550538	1.379029112	-1.232357801	-0.1668135541	-0.9182836256	0.2194262596
-1.994561254	1.347956178	1.389711516	1.316155521	-1.885452205	1.555223377	-1.438846783	-0.7464713047	-0.9578605316	-2.082213523	-1.479473951	-0.9746814139	-0.4227607159	0.6699803887	-0.4748955574	-0.2904991909	-0.6927560091	-0.3855178436	2.173740437	-0.8239200021	1.608601804	-0.6115602148	-0.8203744263	-1.230082316	1.922939054	-1.226190909	0.2008138741	-0.8388384997	-0.9778206723	-0.5169425602	-1.785691161	-1.575994933	-1.100719702	-0.15251676	-0.4931040325	-1.126858842	-1.845204537	-0.3946953796	-0.7777577457	-0.6596828707	-0.3425199604	-1.405417743	-0.68675892	0.5206731269	-0.6677404196	-0.851623977	-0.7163392621	-0.907112323	1.334674891	-0.1520706709	-0.9174394299	0.8449321203	-0.1901190456	0.0188108137	-1.117168516	0.3850826067	0.4466094104	0.3452065218	-1.282859538	0.4332978798	1.710718935	-0.9731781033	-1.010441354	-1.522053823	-1.109296431	0.9297323594	-2.058459241	0.7683497709	-0.2358111346	-1.63192306	-2.835374624	-1.996304002	0.6578487707	1.27671627	-1.909570458	-0.2550293388	-0.9795426253	-0.6978415759	0.261263538	-3.159833528	-0.5076743667	-0.5260145056	-1.579371314	0.5234112043	-0.2889036128	-0.4811278668	-1.028166973	0.4510969389	0.5619878003	0.551612965	-1.450769225	-0.06636782465	-0.3467801181	-1.045589051	-1.569226486	-1.104011595	0.7624480198	-2.49747146	-1.900814373	-0.5991474864	-0.8719467808	-1.594543064	0.9609341333
-0.1061407409	-0.1222314893	0.5143187318	-0.1801605888	-0.6185969635	1.454811029	-0.08371946202	1.040948006	1.643544505	-2.121235934	-0.7650468348	-0.2970803664	-0.6270379797	-0.352119815	-1.019222774	0.5798067107	0.2316515815	-1.49976341	2.462016581	-0.011895052	1.874064873	0.8203918934	-0.5745799443	0.8218310045	1.882310403	-0.1378225254	0.8399698134	-0.0287463325	0.2331994186	0.5594092022	-1.177880135	0.52639441	0.4008727322	0.8724139372	1.621160078	-0.4886413259	0.3825529467	0.7969566337	1.203872919	-2.595485759	1.152974469	0.03630530111	-0.6631213272	1.199986261	0.3327425429	1.313408396	-1.678438538	-0.4133910137	-0.005719075838	-0.115123766	0.3356077028	1.618688231	0.5162308637	0.425798458	0.5187762921	0.220576049	1.450288671	-0.386392314	0.2276859988	0.4426799088	2.049764536	0.8968624507	-0.5480759817	-1.032519899	0.5979715567	-0.02836856206	-1.468237412	1.049556135	1.726602008	-0.4022266728	-1.31466068	0.2241580859	-0.6363897148	0.2627485524	-0.8171793309	-0.386113527	0.1270074738	-1.160502657	1.018598889	-1.541935977	0.1330651551	-0.8193979892	-0.1241900391	0.07528098229	1.45675474	1.126785875	-0.713047544	2.405728563	0.6535198535	0.5116619456	-1.094608095	-0.3580658615	-0.7770220412	-0.2541147416	-0.2111021981	-0.9654922707	0.9162613179	-0.8911602926	0.2427390023	-0.9266508184	-0.708414202	-0.5598006377	-1.079381836
0.8689911042	-0.8127044121	0.305139195	-1.139671646	0.2672047229	1.45843981	0.1154641137	-0.8585904539	-1.209747686	-0.1770192661	0.7428916419	-0.1099065538	-0.6088503328	-0.9902874339	-1.513579108	0.5361381559	1.075609741	-0.0007890200099	2.673634384	-1.232331009	1.420701022	1.970345154	-0.0750549835	1.661067725	1.845321966	-0.9656617865	0.5895086068	-0.3434948398	-0.759962042	-0.8764142113	-0.1390087052	0.4568122002	-0.414668948	0.6677331863	0.6566888975	-2.193661605	-1.020460542	0.6415932452	0.5200442217	-1.885258539	0.4298906513	-0.2161795523	-1.275749983	-1.153781206	0.4174766916	0.7742960209	-1.828984357	0.4676572188	1.4375474	-0.5220474009	1.798309699	-0.8483076973	0.3472238096	-0.6635303365	-1.07452713	0.7586033143	1.018840587	0.9601179671	-1.217936576	-0.6043015918	1.225186074	-0.8687818992	-0.3258115551	-0.006254980653	-0.8278347909	0.08092516272	-0.3142597872	1.235166247	-1.292968175	-0.01036077243	-0.530351229	0.2201083626	-0.2079038701	-0.2176168958	-1.168277352	-0.9079727769	1.233819112	0.33058715	0.6702571764	-1.839541329	-0.08039305114	-0.4473434461	0.2842185096	1.334094669	0.2659936103	-0.694461891	0.3975426343	0.8136226092	0.7037658523	0.7053899424	-0.8717507768	-1.026261145	-0.8195290917	0.1230199832	-0.2656920644	1.059207478	0.3060376713	-1.034024602	-0.743365519	-0.1508473992	0.6000302751	-0.7768000588	-0.6171656874
-1.081704063	1.139572935	1.063188406	2.501719482	-0.3277184905	1.383468245	-0.5125887916	1.499540189	-0.4456839507	-0.2464162785	-0.06008668756	-0.1511028968	-0.5155446072	0.705822338	-0.7091908845	0.3501848082	-1.079089742	0.6904429799	3.012568453	-0.2756491134	2.215702436	-0.5225823415	-1.03372277	-0.8429182457	1.593466208	-0.6268852267	0.3814145102	-0.7900319485	-1.67803112	-0.9495252742	-0.8922812734	-1.162951781	-0.7494021917	1.052896943	-0.6608434714	-1.644442105	-1.727083886	-1.091937931	-0.7755452398	-1.514114761	-0.1811652854	-1.238987697	-0.616816298	-1.793350165	-0.2276088202	-1.118353191	-1.553866392	-0.8044478175	1.604417527	-0.7631318021	-0.3907614041	0.0691699292	-0.7372003861	-0.1235483372	-0.8756040618	-1.36112964	1.294781589	-0.7003202464	-2.167261387	-0.1210950603	0.2748840947	-1.150413056	-1.830372194	-0.05535217805	-0.591070614	-0.3155554683	-1.324934831	0.4114629286	-1.758359098	-0.04525756055	-1.792955803	-1.932281197	1.491298378	1.125476233	-1.243819186	-1.551422125	-1.643839932	-0.9224489634	0.3054147963	-2.173329474	0.128882833	0.05211770705	-0.558707257	1.142990558	0.7585657123	-0.3003145503	0.3967421741	1.093347852	0.4685688412	-0.6694778701	-2.051712138	-0.3792361825	1.612915798	1.123665223	-0.913245409	2.608576826	0.9552288502	-1.131302452	1.005444945	0.6592275701	-0.8109991798	-1.676658969	-1.094252662
-0.9923386394	-0.5610633986	0.8911669978	-0.3198720684	-0.32577463	1.769218116	-0.4813307984	0.3010866176	1.929526305	-1.492711218	-0.4588039601	0.03558443714	-0.6832719868	-0.2423275387	-0.6136383325	0.5179944164	-1.10691299	-0.336276698	3.166702055	1.747470536	3.019705696	1.766122984	-0.923747454	-1.334420894	1.740151645	0.2657336623	0.779376191	-0.0274596797	0.3261374212	1.090744369	-1.022438207	0.2651325519	1.069355238	0.5229775101	0.663767486	-0.4110562436	-0.2071077057	0.2626899743	0.5987694402	-1.233572999	0.8920900901	-0.1116774198	-0.3058408025	0.39022041	0.323788886	0.7119342931	-1.158889054	0.671701812	0.5961686934	-0.1553540664	-0.989802754	1.046110541	-0.7844149206	0.1669824051	-0.07156754206	-0.7407207261	1.328347659	-0.6520342646	-0.04195930505	0.231093196	1.741505932	1.125149199	-1.655122732	-1.549002366	-0.367319045	-0.2583314663	-1.268759667	1.673911233	-0.03516655884	0.7070123807	-1.070557865	-1.18209246	-0.882792621	-0.02467781563	-1.149731114	-1.264599748	0.743197673	-1.377498528	-0.2622738479	-2.203328613	-0.657134873	0.634024514	-0.1093179352	0.3056690387	1.0032002	0.9763061402	-1.501853656	2.290548888	1.10174477	1.75974503	-0.6879296318	0.3353302159	-0.4512904063	0.9779442549	0.9047017612	-1.117876649	1.439760984	-0.3237521284	0.2244347988	0.4266258736	-1.049442668	-1.204209618	-0.3973376477
0.7651623558	1.049946773	-0.09601278983	0.02503317028	0.9859418877	1.961449732	1.476366889	-0.9396135918	-0.3970328051	0.1251615044	0.74215323	0.4357544902	-0.2259432853	0.4391384248	0.2748514459	0.537076521	0.7484916387	-0.1107145418	2.938894834	-1.080262832	2.904691238	-1.183899951	0.5379611	0.4550048619	1.517529944	0.297067038	0.7594253708	0.5535397957	1.083029767	-0.6857890318	0.3721036808	0.8848099604	1.419004655	0.3141309556	-0.5375799232	1.417389026	0.2911490366	-0.9272187974	-0.2002596854	-1.296893277	0.6159005866	0.5080390454	-0.7645872696	0.03474855747	-0.4382288991	-1.163643197	-0.378644965	0.4000821265	2.816176569	-0.08310873923	1.925661125	0.06668522003	-0.6063631229	0.2265497775	-0.6829317264	-0.3912437805	0.5932359044	-1.588810548	0.4486595489	-0.6978136361	1.657747341	-0.4672289108	-0.750988013	-0.1878580354	0.7654437037	0.7947520112	0.2958464233	-0.09641653239	-0.4399582005	0.06439958051	0.9738152104	-0.3981727746	-0.912539774	-0.1320766447	-0.6914573795	-0.7464063357	-1.344107602	-1.186437112	-0.1561225531	-1.819721004	0.5007340886	-0.4657506967	0.1464134488	1.97765643	0.3028321351	-0.1646363862	0.4112573285	1.617556888	4.538052219	-1.767737303	0.4439591187	0.2262662138	1.159763584	0.491038815	0.9557337872	-0.961395303	0.5647230429	0.5988221274	0.6754220433	-0.1288763415	-0.06836476105	-0.9894625424	0.401896607
0.1666902037	-1.049317331	-0.2469283614	-0.6676883145	0.8009110993	1.61174868	-1.679383025	-0.9658723767	-0.4287974025	0.5390418819	1.023808636	1.038888331	-0.4413016695	-0.81670233	-0.5232798799	0.4774576729	0.9040084917	-0.2381181886	2.132472126	-0.5249591309	1.450916657	1.101125873	1.094562173	1.252730122	1.389794623	-1.419027034	-0.6335672868	-0.5639643741	-0.6906381699	-0.8607524027	-0.5829456724	0.1827283139	0.4949020933	-0.5128975283	0.2316110602	-0.5086023017	-1.125314057	0.5630676254	-0.7586895054	-1.462922885	-0.9768798222	-0.7028935582	-1.416748308	-0.9798009196	-0.7191326796	-0.5733520791	0.4300558083	0.3572951728	0.814329205	-0.5957518715	0.8650841082	0.7084324393	-1.317200919	-0.6996575748	-2.230292279	-1.209022768	0.6942679582	0.5292924593	0.8941751151	-1.004037456	1.371942457	-0.514452822	-0.4910492835	-0.3268946639	-0.5615056688	0.6717536451	0.08562866812	1.110937091	0.01985602277	-2.512629213	-0.3266807176	-1.380035364	-1.481483341	-0.5730775135	-0.513948965	-0.9323169142	0.064487678	-1.249063592	-0.1011949354	-2.190538273	0.3582682242	0.1564564693	-1.090947918	0.9644722781	-0.4551690199	-0.5578873297	2.174940951	-0.04383993097	0.07973317001	0.8974242281	-0.974475613	0.03750477161	-0.6986131006	0.6462102583	-1.758719714	-0.9252295885	-0.2737026848	-1.173902011	-0.7934021743	0.6224933252	-0.5387109639	-0.8075555119	-0.239376628
-1.629856845	0.5183955931	0.3254093815	1.658298568	-0.4903805495	1.312375783	-0.7257682395	1.385502847	-0.7185028794	-1.115305841	-0.5005527458	-1.154176497	-0.9460532859	0.1002718578	-0.4602415554	-0.3499739897	-1.966052718	0.1085945358	1.671437529	-1.241448867	2.119510902	-0.2590823887	-1.892155789	-1.670662958	1.999902558	-0.5341338739	0.4864880689	-0.421387492	-0.9618046791	-0.4747395947	-1.546362542	0.2118505414	0.227255844	-0.1876528147	0.2325240573	-0.980138634	-1.647672683	-0.4214743065	-0.6371339561	-1.01812764	-0.3465118841	-0.5207231215	-1.585815657	-0.6673706172	-0.2626397407	-1.053044848	-0.7640892313	-0.8071815667	2.319567352	0.1716332813	-1.499773205	0.7440327305	-1.331304421	-0.3550376709	-1.611051898	-1.681950168	0.09113064488	0.8095000328	0.2491480069	-0.6920250896	1.047820959	-0.7060274068	-1.757560235	-0.8515956824	-0.1488988418	0.6690715075	-0.881941919	0.7978613465	-0.5036825196	-1.47433305	-1.794651434	-2.121416739	-0.3921061356	1.617491585	-0.5901270323	-1.096148095	-1.283899532	-1.593626768	0.5722232632	-1.708950862	-0.6531274384	-1.180867641	-1.047846874	1.510812089	0.1352147281	-1.483003586	-0.2803118301	0.7704220907	0.367064676	0.3437454103	-0.8840340469	0.07998666738	0.390430646	0.4327461882	-0.987064598	-0.2775863767	1.270235786	-0.4575122456	0.9313416855	0.7300209027	-1.510405677	-1.880979049	-0.3634266623
-0.4889429941	0.4275950949	0.05245304105	0.789165713	0.2907481592	1.552133257	-0.5441628533	1.667883992	1.537536399	-2.072312155	-0.8952568481	-0.7607745875	-0.6512195705	-0.03328713081	-0.1439172539	0.6225791362	0.4404849333	-1.038027802	2.008405658	-1.043818454	2.246440668	1.024589538	-0.3037935903	0.03705807405	1.957580743	0.2712089559	0.5732917033	-0.01296281136	-0.2170285554	0.8133749099	-0.6724711269	0.6929784925	1.08959039	-0.5481597808	-0.9643145563	-1.799711396	-0.9176048562	-0.5155366357	0.3096455555	-1.317978593	0.1446258586	0.2812115409	-1.013765393	0.9448615089	0.2239781162	1.283837378	0.109112661	-0.3199853939	1.635951075	0.4884595073	0.4618084147	2.245094803	-0.7839870373	-0.2955865219	-1.329394652	0.6540392142	1.338531886	-0.7602636341	1.087849398	-0.6571856015	1.320471206	0.665920911	-0.9889594193	-0.818046037	-1.219255093	-0.06822599281	-0.9799113036	1.715214127	-0.5296152245	-0.5215786761	-0.8010731487	0.5282847929	-0.4464089752	0.3043473527	-0.796641313	-1.009529995	0.01544913622	-1.824070791	0.7495469287	-1.479674224	-0.1438814694	-1.655411071	-0.1602631838	-0.04570303044	1.459802312	-0.6661139685	-0.9432579141	1.852869773	0.238904049	1.574271556	-1.074970591	0.1150048228	0.6676168037	0.3084506399	-0.8109373846	-0.6646105737	0.591603139	-0.7481974478	-0.3186116325	-0.2671237841	-0.7777644851	-0.426997856	-0.2728862537
0.5050495392	-0.9796385968	-0.114537232	-1.291920715	0.4390947819	1.669846184	-0.09749931932	-0.8368825692	-0.9496538706	-0.2934307198	0.3366441453	-0.3337079729	-0.5496267436	-1.01856501	-0.6200216059	0.5160428473	0.5017659435	-0.4055600977	2.04466732	-1.226925905	1.858370582	0.4493139323	-0.02241126995	1.31962211	1.993026465	-0.4036868239	0.2375820989	0.2568396811	-0.3539597149	-0.4414289113	-0.5262714333	0.3030498744	0.9577700401	-0.572024686	2.223052648	-0.8366747188	-0.1934769772	1.549271581	0.1735834243	-1.900576432	0.005309483053	-0.0153699488	-1.879180079	0.5216109765	0.8553419785	0.06462843282	-1.369722396	0.1132348997	1.130552635	0.2630322957	1.90404314	-0.3337323348	-0.5919051915	0.7955847009	-2.139370548	1.194163953	0.3799974298	0.4854000924	0.3791381176	-0.9223348958	1.385032623	-0.6847610671	-0.5738945365	-0.01626518959	1.874901887	0.2578049997	1.353467915	0.588256373	-2.055240246	0.5061350732	0.3624255631	-0.5777897087	-0.4919116237	-0.3493589538	-0.591376254	-0.7610790316	0.8429780213	-0.01380678083	0.5579505286	-1.966370327	1.266856501	-0.2691768971	-0.2063076053	1.322468507	0.3988172186	-0.9406108855	-0.4834988426	0.5589561935	0.4618549057	0.3686030965	0.3087099031	-0.4723953361	-1.227831674	-0.2839718569	-0.4437541865	-0.2535515157	1.424050086	0.1651576919	-0.3836469982	-0.4425002778	-0.1463300691	-1.155719295	-0.4671533183
-0.6033242578	1.075599818	-0.2010405067	2.041573214	0.05811067543	1.839132964	-0.4347043213	2.020263933	-1.126973295	-0.1887260342	-0.1637874318	-0.9939568953	-0.1155756573	0.02505743632	-0.7517462178	0.4772021656	-0.7870052723	0.0853027646	0.9313323328	-0.8738934635	1.291064265	-0.5661023319	-1.448614874	-0.6250029144	1.795698923	-0.9770293915	0.2398660258	-0.2012553042	-0.6331693363	-0.5181490547	-1.21347556	-1.098477663	0.04774977557	-0.1455007661	-0.2075274626	-0.908715256	-1.120162809	0.7826025217	-0.3009342352	-0.1535882557	0.04890499533	-0.4101517357	-1.985392845	0.3672743454	-0.6747374631	-0.606783534	-1.581250086	0.6324210412	1.571233282	-0.06490107492	-0.3870781752	0.3010723399	-0.2042976136	-0.09908740491	-2.014194718	-0.7897254441	0.03414818728	-0.7152851619	-0.5806765947	-1.249032999	1.670098957	-0.63858455	-1.543629643	0.8619922415	0.4676490059	1.344371612	0.1255075549	-0.1605858219	-1.45520763	-0.2199315336	-0.2837443174	-1.019277442	1.186370872	0.6020712887	0.2322479561	-1.158931528	1.998922953	-1.462432403	0.8103069414	-1.837053215	0.484271188	-0.5054252334	-0.406111351	1.405263875	0.08200526462	-0.8994210177	0.06572131157	0.3686607988	-0.03793325907	2.024679483	-1.125680746	-0.4115364658	1.008850321	-0.6787674297	-0.3319758258	0.3839850234	0.515900013	0.2277327166	1.002531205	-1.333716846	-0.8100699382	-1.598199054	-1.452300501
-0.9720752328	1.056962342	-0.5627467928	1.931055337	-0.2827914608	1.3621859	-0.9770247788	1.64776617	-0.7054146272	-1.261380067	-0.1946962821	-0.8176729608	-0.03942412058	0.1625809446	-0.8320056055	-0.1610407766	-0.7123314205	-0.3209778788	0.1354675547	-1.017827365	1.146777349	0.05395994244	-0.4198039029	-0.920231852	2.137226056	-0.3808501639	0.7278956878	-0.4869795138	0.2585742822	1.034695081	-1.337794989	-0.473140662	-0.04859843307	0.8980775542	0.712420981	-1.130315258	0.01789037662	0.01204756187	-0.05105130886	-1.165477483	0.5748583547	0.3173412514	-2.11594536	1.112805893	-0.3738854113	1.017874023	-0.3639717467	1.192060887	1.454163545	-0.08644685461	-1.34224885	1.37744287	0.5406758042	-0.1439962257	-0.0565758289	-0.3054944493	0.2185866465	-0.6595170155	-0.02752290052	-1.350603957	2.096641306	0.3732710027	-1.090674928	0.04044789528	0.7458555993	0.1194945661	-1.204909	1.110114042	0.8446821194	-0.2758140652	-0.5009087465	0.09754304408	1.40032475	1.213080787	0.4813414951	-0.4853784012	0.07634132015	-1.596556415	2.021593522	-1.634423599	0.5819453046	-0.6873421427	0.3010215815	-0.007036942225	0.5995078083	-0.4030120346	-1.195381479	0.4280862657	0.784459701	1.717667574	-1.238712302	0.8500269434	0.3311210464	-0.06265244522	0.3906085061	0.6402580592	1.080807729	-0.2478677052	-1.780457649	0.3591348235	-1.031686622	-2.34678271	0.419545185
1.043199082	0.4095442792	-1.148175883	-0.7127681189	0.2807600192	1.636148315	1.73014575	-0.1882802326	-0.2399096276	-0.2394745612	1.277028769	0.23812585	0.3279481988	2.217567579	0.3689285946	0.1445539962	-0.06793070076	0.11955405	0.01952036957	0.1848476664	1.187335183	-1.759153812	-0.1305119327	0.6513526691	2.219012113	0.7943655633	0.9732635425	-0.2106895071	1.12754404	1.059749848	0.8489199769	1.230623271	0.6050120712	1.354217836	0.2642614361	-0.102462176	0.4392343097	-0.01078105372	0.4541143037	-2.670515933	1.46742473	0.5003118554	-2.115684018	0.3196729358	0.3555813761	0.7458261095	-0.6300020308	1.874391569	1.705565264	0.1353985591	0.6492748435	-0.8746112207	1.871309141	1.431002331	1.131356587	-0.939924731	0.3794391615	-1.941597427	0.1187914353	-1.324433973	1.077001004	0.1009938494	0.5761891502	0.7013415208	0.2005607707	1.865757788	0.6308441382	0.1314461182	-0.9196914925	0.9351255028	1.512603575	-0.560607269	-0.01516828329	-0.1427222847	1.503951441	-0.08965336885	-0.6848379028	-1.467803256	0.5463412914	-0.4580256887	0.09750835485	-1.399762641	1.649008351	0.1287322494	0.1175364284	-0.1335942387	-0.198360997	0.9765252247	0.6943725461	-0.1198471219	-2.684610905	1.48397644	0.6019570991	0.4977882929	0.7366074268	0.02376293326	0.722332891	2.465843233	-0.2166126247	-0.8379457657	-1.702115598	-0.7931623657	-0.8104263659
1.179928987	-0.5807358229	-1.999086422	0.3097281189	0.7091455939	1.510696664	0.6210071701	0.7253384166	1.827156665	1.114108088	1.354888906	0.450844097	0.02759929007	-0.3301639277	0.6687973086	-0.3578415354	0.7322157066	-0.2205249984	-0.981344804	1.847962262	0.5279410539	0.2626949442	-0.4452079742	0.7403807696	2.11253263	-0.3302199429	0.5868646344	-0.9081155609	0.2767037286	-1.31799175	0.9679540254	0.5860382221	-0.2452537422	-0.3670935618	0.1729853988	0.125281335	-0.4388359556	0.008614887393	-0.7884907671	-1.73176462	0.3693135033	-0.03797854663	-2.541815067	-1.103612664	-0.610835773	0.2474956585	-1.512957031	0.5330331739	0.4468147666	-0.2283350239	0.6098050208	-0.01217620645	0.04653416459	-0.107177853	-1.702817568	-0.2368975634	0.2442679607	0.127013141	-0.1842321136	-1.228092231	0.5166274533	-0.05096820669	0.1718681143	1.564195392	-0.1893288154	0.8189753974	-0.1247528137	-0.6941150446	-0.00116605548	-0.57660833	2.065184042	0.1725284329	-1.437314027	-0.5113038441	1.384658529	-0.454985199	0.09695088367	-0.5049444487	0.4332182152	-1.502209272	-0.9373103326	0.783983183	1.136063517	0.08436059534	0.6933367269	-0.2079711175	1.093651118	-1.311171489	1.853883018	1.026265066	-0.5396785607	0.6101100075	-1.310270461	0.07068392567	0.6277707662	-0.1615511045	-0.4797933437	0.8604232077	-0.3411780962	0.01607699369	-0.9307186649	-1.151479031	-1.322070417
-0.9425948917	0.4320527582	-1.926847824	1.488998088	-0.4114603962	1.434571022	-0.08233272957	2.106115988	0.3175462332	-0.2158725816	0.2435818818	0.097960156	-0.038072537	-0.517544112	1.051455186	-0.5145752313	-1.025581414	-0.7029279849	-1.298066153	-1.341741548	0.1678987729	0.5468733241	-0.6121596891	-1.43841441	1.968679372	0.01342865309	0.7442293465	-0.4671396085	-0.2629903507	0.7580296303	0.0474815469	-0.4899765039	-0.9269338224	1.030371551	-0.3506879903	-0.3147833516	0.2113155494	-0.8866100251	0.178769187	-0.1255984492	0.3541832054	-0.3133786897	-2.190788263	0.2772578974	-1.266370304	-0.05416812245	-0.5271577232	1.353710831	1.475463806	0.009828071715	-1.401690196	0.8897969705	0.742650446	-0.4663307565	-0.2252077448	-0.8255192396	0.4000147253	0.2712222544	0.6894228455	-1.149698673	0.4154359219	0.6602800904	-1.112546322	0.415410596	-0.7589700849	0.7250720425	-0.9732812201	-0.488761907	1.536250745	-1.455387806	1.429820111	0.1330750918	-0.8178759451	1.397394759	0.5713489199	-0.471676181	-0.8053343958	-0.7306077056	0.9917899773	-0.6453293607	-0.2839423445	-0.7773146853	1.431379801	-0.4622424423	0.3340234763	-1.64898935	-1.875133564	0.08561262009	0.4914338025	0.4925777043	-0.6585725498	1.121330161	0.2873500866	1.477591531	0.405653248	0.4684932879	-0.4128501004	0.3213815892	-1.267671619	0.6484886095	-0.11402164	-0.2035202968	0.9727199764
