melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148
-2.878592839	-0.7830268166	1.161422084	-2.122818123	-0.2581888271	0.4878181015	2.651561898	-2.064122203	3.374992359	0.5861901613	1.84774216	-0.388840291	-1.314366141	2.029449057	-0.2968516746	-0.7820528036	-0.7153029924	2.034230541	-0.6559937405	-1.217755709	-0.04091218267	0.2144678632	-0.8379869148	-2.826075039	0.3134237684	0.3970021247	-3.11089916	0.4181062254	1.622932308	-0.8597907981	-0.6887392689	0.1714686237	-1.4538502	-0.2652647511	-0.8125408423	-0.6069112629	1.099286144	-1.73163015	-1.071885104	-0.8908933496	0.7441144204	-1.102233791	1.606009805	-0.7260396826	-0.1365792804	-1.650581356	-0.1320769962	-0.1448435858	0.8270722572	-0.2028267782	-0.1585136632	0.3526577288	-1.419200922	-1.232140187	1.962487751	-0.7751081959	2.45849943	-0.9170354694	-2.400893167	-1.665254079	0.6290631763	0.7296520094	-4.693502374	0.5758312956	1.541063324	1.75681938	-0.3665666311	-0.5933891492	-1.645372248	-1.695222472	-0.7824881887	2.43445434	0.6616153769	-1.525230207	-0.06675668795	0.6676288717	0.1295884816	1.199227299	0.4678879313	-0.5401602221	2.632822967	-0.851033432	-0.2697132128	1.335303875	-1.699132166	0.7485910175	0.560428403	-0.9535491155	-0.2407650215	-0.5944828927	-1.154765187	1.164259946	2.308481652	-2.687781962	-0.5852848084	1.018175724	-0.5312501026	0.774736876	-1.13863301	1.032171349	-1.90424156	0.6247665452	0.6910845933	0.7119642951	1.691385669	-0.8119091799	-2.134256303	0.2767849998	0.5228263171	-0.3327165372	1.265178089	-4.175659227	1.104029641	-0.5224988417	0.2404395425	-0.4220070415	-0.4407320694	0.6444538486	0.5831514413	-0.1053018374	0.2697449128	1.412309061	-0.3367049757	-1.017260247	2.32043758	0.1837317659	-0.2001214419	3.063449319	2.030973495	0.06519541289	-0.9957302145	1.924984962	-1.623194805	-0.6808481731	-1.691955915	-0.278685587	-3.350083656	0.7181384418	-1.030102854	-1.25570199	-0.5256213104	0.5175173838	1.778222014	1.271486601	0.2396857684	1.486540301	-0.9977622928	-0.5230126954	-0.299622589
-3.676096092	-1.104593789	-1.079372379	-2.826400646	-0.6399144754	0.709670995	2.204200554	-1.478498203	2.158407341	-0.675672573	1.004377007	0.6588300189	-0.7364050036	1.902384126	-0.09152869308	-0.1279213631	-0.4039530661	2.463796859	-0.6564848911	-0.7292732933	0.3144267357	0.4065924644	-0.2263240748	-2.89362927	1.091321525	1.077068703	-2.893315812	-1.06037777	1.292559006	-0.1811667231	-0.7175599881	0.110022452	-0.4252526758	0.5201175949	-1.260667048	0.6761979996	4.127887724	-0.9695233332	-0.6335443115	0.5227461631	1.042464672	-1.01824445	1.020764467	-0.001764438479	-0.3370864755	-1.310300752	1.128411756	0.5581082446	0.435570891	-0.1591618111	-0.6624481291	1.465934723	-0.8658275565	-1.941899871	0.7369724867	-0.8284752541	0.8964528085	-0.3778041999	-1.640743333	-1.197285681	-0.01991651387	1.246221983	-5.158027058	0.3894319992	-0.1244620773	0.8443260107	-2.7224177	-0.7601539609	-1.857148196	-0.8896023602	1.065804852	0.9933284166	1.327680314	-0.2516185735	-1.403584012	-0.3644145052	0.3178158658	0.3941709802	-0.8887204818	-0.3702976075	0.03497835039	0.07286198054	0.4911473356	0.1464574337	0.902783483	0.5288977161	-1.107971845	-0.7559033204	1.564592754	-0.509811235	-2.147668556	-1.543454402	0.4395548558	-2.575083748	-0.1404828841	0.2100406864	-0.2828904593	1.691051073	-1.069547274	4.476277023	-1.35486886	0.4655807301	1.138639208	1.40895	2.900198853	-0.3256592197	-0.8717533194	0.7642217653	-1.643639732	-0.4015522713	0.36442046	-1.252293051	-0.1901128788	0.6391712676	-0.5600130661	-0.1449949349	-0.1810849867	-0.3164302253	1.529778909	0.6610677117	1.093366125	0.8071110464	2.037849	-1.037644478	0.7970144951	-0.7981992037	1.138100272	-0.289376561	0.1550795644	-0.6147751755	-1.42009272	-0.08962141186	-1.086209101	-2.123017567	-2.043289851	1.495991354	-0.2888743176	1.650074694	1.784142209	-1.126391921	-1.66968661	-0.6109212945	1.285193528	2.043155486	0.9777992728	1.182656217	-1.405826232	-0.7149779229	0.5179856542
-2.985836431	-0.3616056555	-1.218758291	-1.382321215	-0.68868903	-0.2845941852	1.301150519	-1.784312333	1.164860716	-0.2352985009	0.5975813533	0.05891356915	-0.2509721504	1.819185399	0.1824290604	1.735097636	-0.1587951167	0.6989924884	-1.657763472	0.4343789784	0.01106520105	-0.51820986	-0.6683710675	-0.3154361438	1.873673157	3.051999081	-1.01932086	-0.6643553094	-0.563538132	0.5930204161	-0.4704691279	-0.315238085	0.4338515741	1.617830919	-0.7427873207	0.4127087579	1.311305959	-0.702345792	0.2667913885	1.202645917	1.139840077	-1.253488234	1.445652061	0.3201009028	-0.522457056	0.6700314831	2.489093608	0.1536717106	0.6341671722	0.3548454347	-0.8047427911	0.9372515379	-1.067220158	0.8169859261	1.188616103	0.7508922278	-1.15691501	0.8945223577	-0.01327018523	0.6389649983	0.03473692514	-0.7060346853	-3.760822192	0.5186085502	-1.399877002	-1.277720431	-2.08650989	0.7988099223	-0.318754687	0.4203068211	0.157080436	0.284206964	1.434009011	1.454386024	1.038555894	0.2655625005	-0.6338578547	-1.884065238	-0.9591323745	-0.3393378199	-1.552780076	0.3198188306	0.929895707	-1.272902823	-0.1650671807	0.2811760717	-1.095497199	0.2018015682	1.593342835	-1.408886941	-0.3387275488	-1.039618071	0.1729232812	-1.659289841	-1.73270141	-0.8256842086	-1.798647478	1.316612042	-1.077794253	1.460048062	0.1414008062	-0.4233110872	-0.127296489	0.720875209	0.7241496935	-1.456856518	1.403012356	-0.5580900055	-0.5361304131	-0.2324644237	-0.1333763299	-1.023954603	1.249503551	1.604981316	-1.037123896	0.1724401978	2.425604215	-0.5174391601	1.806671673	0.6124755086	0.1242468026	0.3851468304	0.3157931127	-0.0368208683	-0.7845730105	-0.9444166134	1.48418438	-0.2075600306	-0.7651568594	0.6398799729	0.6750483203	0.2930068134	-0.7476241176	1.24266248	-1.364587932	1.421605912	1.900882479	1.359790823	2.521588651	0.5511474036	-0.2081012704	0.3259550177	1.751370187	1.029164299	-0.493609228	-0.1657842449	0.2628570191	0.3261406322	2.041002554
-2.834159348	-0.3633663354	-0.3032092916	-1.011548405	-0.03609616072	-0.6414988504	1.582969338	-1.66926756	1.072343702	-0.1353479285	0.4878673755	-0.4745677612	1.253357744	1.662718783	1.414550148	1.624127379	-0.3334755607	2.179269802	-1.308118834	1.672647431	0.4263089921	-0.9971023659	-0.03415605982	-1.949859916	0.8445668472	1.90360074	-1.924146148	0.693472562	-0.6143832562	0.8669901358	-0.1511386347	-0.3484945192	0.1334861493	1.07628682	0.4495495595	-0.1460505385	1.03996314	-0.05606596893	-0.02780012571	-1.541535304	0.8215568392	-0.5521605176	1.962529396	-0.02265655203	0.8914930704	-1.13519726	-0.7809072798	-1.220592073	0.3924018708	0.4104311166	0.1323753301	-0.762456969	-0.9468467	1.529307216	0.9894774423	-1.778399638	-1.345640131	-0.4151725593	1.642458622	0.6497107869	0.03424808605	1.217529576	-3.341499473	-0.5349661536	-0.2021067859	-0.9397642049	2.025315806	0.3423810426	0.7917419152	0.3449744395	-0.6554569071	2.12914326	0.2283261565	-0.4583660985	0.4244188027	0.3587712465	-0.6576396441	1.541730607	-0.5958276795	0.7609276204	-1.55242727	1.138441619	-0.4292575232	-0.3318239979	-1.508214759	0.7022164326	0.4010348754	-0.9682109361	-1.061473586	-1.23377784	0.0702408383	-0.5255853338	0.9170585946	-2.321871936	1.856893093	-1.303772294	0.401663401	1.816786774	-1.195767793	0.2663862272	0.7833783392	0.7497915848	-0.7929584622	0.299683215	0.8664739487	0.999182441	1.56000833	-1.17111974	1.663867515	1.006293819	-0.3307581983	-0.9807984523	0.126670977	0.3579703696	1.172554247	-1.248740221	0.3226876811	-1.183984417	1.889157852	0.5673035241	1.012425557	-1.21241712	-0.2693792708	0.2566421877	0.5369694712	-0.1485467911	2.195099699	0.7159205562	1.730768214	-0.2996983419	-1.259481386	-0.5255676908	-1.796254038	-1.824380382	-1.120165207	0.1602624522	-0.4068033019	0.7843054462	-0.6834608832	-0.5245433959	0.213619256	-1.221109468	2.053211131	-0.3943030715	0.6027336441	0.3396039618	-0.4892833823	0.6017396741	1.965555393
-3.09017617	-0.3372963906	1.083391859	-1.843035976	0.4450938296	0.02338322288	2.352152207	-1.439979347	1.222912408	0.8948282029	0.8303439535	0.4604756886	-0.6319289418	2.484102109	0.033430322	-1.304589836	-0.7008013223	2.655495565	-0.826899996	1.205483283	0.5253419881	-0.5467010396	-0.4328079441	-1.39788382	1.283876725	0.1670824852	-1.711280503	0.9029302276	-1.155136598	-0.5520725749	0.3157259481	-0.2051623087	-0.3887173504	-0.2533480962	-1.380822321	-0.7614701712	1.708625466	-0.9403566317	0.1083987971	-0.2936621379	0.4668440812	0.1848778721	0.912869429	-0.2925552734	0.2955602532	0.1438732589	-1.242424382	-0.0960665814	-0.1731969525	1.328040307	-0.07844824253	-0.1536919093	-1.036256954	-0.8727508503	0.6106893482	-0.7396056351	0.5727302017	-1.101200804	1.710520311	0.5745239492	0.4683973156	0.1679397903	-3.229769102	-1.492116755	1.43035159	-1.196045829	0.165438721	-0.5538926571	1.048261294	0.2665632406	-0.9917595723	1.136933079	0.7494678565	-0.4421336873	-1.952626474	0.6010243865	-0.06204931881	0.9037260988	0.1558989208	-0.3558148912	-1.476004475	0.6374899435	-1.356447616	0.6572952196	-1.266281621	0.174591068	2.130282764	-0.7421150691	-0.5396554554	-0.3866815599	0.4490250537	-0.1950657689	0.4781738111	-1.881427193	0.6645452031	-1.346699798	-1.202944701	2.254065336	-1.022102092	0.533104171	-0.9845929376	0.9582805418	-1.531412351	0.5002386098	2.102775413	0.4135583328	0.905837827	-0.1550844513	0.4081451641	1.032310405	-0.1233412534	-0.912491582	-0.4424563714	1.173328175	0.4454025697	-2.360923852	-1.249330312	-1.064068523	0.7483741848	-0.150560234	1.52871297	-0.9486192812	0.005875477927	-0.3254454223	1.327470517	-0.1123964985	0.1837130544	1.57627222	-1.132772575	0.1005229726	-2.202444683	-1.319768054	-0.9952312071	-0.2928742994	-1.430401225	-0.3727969725	-1.492394487	2.344698089	0.3208426766	-1.331777922	-1.111074	-0.94516558	1.507010873	-0.03329257481	0.4593407769	-0.480931239	-0.4902445174	0.1270803359	1.718619557
-2.179722887	-0.001964896856	-0.6853607437	-1.422276031	0.331736681	1.473418841	1.352794358	-1.400158395	1.486438667	-0.9544784306	0.07848109035	-0.3094813747	-0.7725781671	1.013924942	0.1249547381	-0.2518595113	-0.2913802812	1.45638878	-0.9231828165	0.5091028831	0.3278815001	-1.255624417	-0.5146385211	1.010106085	1.405974394	2.438646334	-0.1825124667	-0.6841401974	-1.581555964	-0.4787893934	-0.3670816665	-0.9407335487	0.3883223255	-0.5122858367	-0.3103747314	1.457452966	-0.01263323056	-1.313049111	0.0553015013	0.589478633	0.790674104	0.2983908964	0.2610177513	-0.1169889712	-0.4431747605	-0.7836234673	0.3842207549	0.417323275	-0.1270568426	0.9626346423	-0.5800408658	1.034032703	-1.050718832	-0.8614249027	0.8667039609	0.2237154622	2.540493878	-0.0646387916	0.9597113044	0.8666877427	0.5665561114	2.182735609	-3.029371262	-0.6158864512	-0.2289183992	1.07072137	-1.00000485	0.3932788593	0.9843745572	0.1630074075	1.385762724	0.157122365	-0.227437635	0.9330648708	-1.287989078	-0.2423989877	1.037010561	0.9470117164	-0.4794819014	-1.46212235	0.315473602	0.8610644193	-0.8981833345	-1.133406048	-0.1472911616	0.008544694278	0.4882545644	0.7800033881	0.04187908777	-0.8262107041	0.231647139	-1.186627569	-0.2045687541	-1.916689447	0.3624233389	-1.089577564	0.2457448816	0.6896298361	-0.3777515501	-0.02753516952	-0.219117574	0.1365539314	0.5852214748	0.2939026553	0.6710840422	-0.5730244781	0.1595718721	0.7143782872	-0.3250552853	0.08473819479	-1.254305361	-1.813391769	-0.483670111	1.160022487	1.088533394	-1.103001069	-0.5435920775	0.3882766735	0.8085311246	-0.3966328257	-0.2650520656	1.368270967	-0.5122593981	-0.6920418553	-0.7832917044	-0.3203464616	0.9588108067	0.9806630283	-1.089810172	-0.1965981166	1.560629551	0.001271634992	0.8880094655	0.330928528	-1.258935797	-0.6649587894	1.56142071	2.896717546	1.123416723	0.3745460351	-0.09622133673	0.7821939791	0.3880350319	-0.8756965853	-1.179113104	-1.743146816	0.2344944225	-0.1836123397	1.290633567
-0.5816288633	-0.4367528889	-0.6555510721	-0.3300473848	-0.01227843667	-0.7621332969	-0.6705903182	0.4984823773	0.8893916611	0.1419889789	0.2279968325	-0.8129591285	0.3792400134	0.4341272566	0.1100615296	1.214825162	-0.4834613236	0.3849577012	-1.284204144	0.6022641741	-0.2192320272	-0.5708745289	0.06498727704	-0.2467434965	0.5569271548	0.7797554182	-0.5714019104	-0.6302456772	-0.415949953	0.4512897592	-0.789553727	0.1540051453	1.037869623	0.6758471289	2.138842684	-0.4760738536	0.3441863611	-1.208964804	0.2389651566	1.273916978	1.185586316	-0.7454647119	0.8466631445	-0.454032915	-0.2942351655	-0.5614069204	-0.9868001174	-1.393972118	0.06718085059	-0.5897244073	-0.6927985576	-0.9443081699	-0.3405503803	1.579866795	2.053990042	0.2451576883	-1.45203343	1.641298464	0.9760242039	0.2685516433	-0.4661201154	1.444145352	-1.38936099	0.716754644	-0.08276457056	-0.2178315795	1.251422878	0.8008452048	0.9293187668	-0.6475383939	0.09759103685	-0.7693190926	-1.402680301	0.2672988545	2.394689776	-0.3240585699	-3.365928605	0.9965155139	-0.5536000304	-0.06407026994	0.9949716657	0.07950527182	0.2830613709	-3.222678309	-0.1265984618	0.4280094953	-1.612930006	0.4208748344	-2.213589044	-0.1997371473	0.1309992039	0.03204433247	1.359680126	-1.073250157	1.171237423	1.02028803	2.582632339	0.09432125535	0.5366544028	0.1008170867	1.350214974	-0.1527455974	-0.4001886224	-0.3144194117	-2.558306644	-1.170650273	0.7743255443	-0.2247730535	0.4256715145	0.2967430047	0.763282079	-1.771243988	-0.2756061223	1.345597072	1.524460084	0.5231384425	-0.40111528	-0.5706556565	-0.4301243096	0.5768404929	-1.394904837	2.503747012	-1.187424936	-0.3833042191	0.3588352311	0.4493263037	1.072292878	-0.108829255	1.351356711	-1.272910303	2.276115454	-1.383851593	1.850790238	-0.2407440569	-0.690175316	-0.507236498	2.191396602	-1.00745396	-0.6454975397	0.04053769335	0.7528673442	-0.6131851809	-1.541037929	-1.027894924	-1.866495205	-2.805506579	0.5009194744	1.50818373	0.5134886758
-0.2465470921	-0.278009306	-0.1263211586	-0.89066152	-0.5091175284	-0.8537735298	0.5139189657	0.1071589113	1.441176969	1.058463227	0.4776739194	-0.419277351	1.849231946	0.4579353063	-0.5188594289	-1.347967011	-0.1628741002	2.420136134	0.7404198118	-0.3918916307	-0.4661316119	-0.1439350009	-0.289292734	0.1651793378	0.806415389	0.4728400182	-0.2251269272	1.004611219	0.4878873211	-0.6827479758	-0.8651263705	0.2283013115	0.5964052955	-0.2263336517	2.459340709	-1.052782817	-0.06890844693	-0.6332382443	0.03954322822	-0.5178437351	1.42434952	-0.4083221054	-0.08971001397	-1.265761474	-1.097711993	-0.4538981351	-0.6413486387	-0.487968897	1.345178238	-0.1756997564	-0.587433099	-0.5423953743	-0.7466175508	0.8900705812	1.948766088	0.6569557468	-0.4173178754	1.71440787	-0.1006464771	-0.5223281755	-0.2138721989	-2.360626889	-1.709929714	0.4827776026	2.262319213	-0.4197119026	-2.007675037	1.109034375	0.3771270122	-1.099927744	-1.362072614	-0.2517375336	0.4184333488	1.083802282	0.8132319126	0.826720494	-0.7797772497	0.1767325043	0.7466679137	1.083533365	1.12958965	-2.169119001	-0.5919812123	0.5924167613	-0.6251531837	0.3971171305	0.28325292	-0.3582368147	0.4821369114	0.9312845015	0.00329557872	-0.1662118475	1.336276076	-0.07928278788	0.23591591	1.291742386	2.00335966	-0.5365908867	-0.3856366105	-0.3393958665	1.941914417	0.2109898209	1.671513228	0.3127160456	-1.7131387	0.3949552883	0.8152835157	-0.3074580396	1.710699332	0.3482964428	0.9700742898	-0.6016187612	0.7870180305	1.811131858	0.4478124462	0.3664771511	-0.08590647663	-2.913860963	-0.2285360617	0.03196341345	0.9774872539	-0.9919985109	-1.915176205	0.6736478127	1.867113704	1.469493129	-0.03540188578	0.6431261974	1.97916272	-1.67433539	0.8521404053	-1.42321437	1.698411283	0.2257394495	0.956684808	1.077980277	2.016621727	0.1926170404	0.004249915392	-0.2098092352	0.9136015053	0.3039325988	-0.3231224475	0.4373900267	-1.784272621	1.51376359	0.2869487193	0.8677387127	-0.8179778457
0.513364373	-0.3637086118	1.270476512	-1.903343108	0.1629668494	0.2846119116	1.867762388	-1.82912462	1.23452209	1.155141495	-0.7897622908	0.1652213525	0.3995489955	-0.1789048024	0.2919203951	-1.294654492	0.121573889	1.004916822	-1.024050975	-0.2340152767	-0.3458659594	-0.2287664185	0.2851642024	-2.095057089	0.7207372109	-0.6490383015	-2.320207081	1.152137997	1.134312119	-0.23959947	-0.2789463027	-0.05894373665	0.4500921293	-0.3374761087	-1.643983185	-0.3901591547	1.206323828	0.554448945	-0.3656184694	-0.1126109925	1.528068091	0.2069316164	0.5987164694	-0.2817856095	0.6668577089	0.2850835624	-0.9946126302	-0.1019092576	0.2853444605	0.894488831	-0.8735750001	-1.377068763	0.03848207011	-1.536476347	1.767981601	0.7643613715	0.8314226543	0.9555367032	-0.05595243723	-0.694276615	-0.2121286648	-0.7615647402	-1.900421038	0.7120620941	1.232244589	-0.7234858478	1.406407871	1.487613774	1.363633328	-0.5885811663	-0.9188674709	1.945076918	1.743126255	-0.518727584	-0.5253853385	-0.1170955133	-0.4827154214	0.4011282104	0.7339187424	0.9371775611	-0.6846653877	-0.440780003	-0.5332291326	1.572380287	0.5562172631	0.4052549318	1.279895017	1.27215215	2.227219674	3.472117431	-0.5420992066	1.184770608	0.2191317326	0.4198672904	1.624932319	1.236584843	-1.1616309	-0.9712267332	0.01226780262	1.83124552	-0.3081233156	1.558496265	0.1699343305	0.7924549575	0.9956852769	0.5555790312	0.151085484	-0.5686839187	2.257255406	-0.6415463017	1.484244571	-1.67374165	0.01192663192	0.174732156	1.199611234	-2.147895448	-0.5785992827	0.02616135673	-1.833240377	0.770241259	0.9237028214	-0.3700070542	-2.274772768	0.9929070544	0.5973761027	0.8192509195	-0.08376953311	-0.6870471544	-0.5187186166	0.602747163	0.4311032084	-0.385463614	2.184427131	-0.4834789202	-0.4802312794	-0.7307856296	0.6644646442	0.7011347604	-1.399995732	-0.2330947851	0.1976755156	-0.1592203646	-0.5068059573	-1.548757642	-0.4135177351	-0.01996971566	1.139947202	-1.060362366	-0.04354084423
0.8214128428	-0.4722216495	1.632858968	-1.033231746	0.5867144835	1.629216715	-0.0868251946	-1.400219672	0.7713212044	0.5072505702	-1.052556478	0.6108190814	-0.829361581	-0.3372038347	0.4892164295	-0.1376376793	0.3690525233	-0.9092045811	-0.320037217	-0.6594307518	0.6209926949	0.9531173958	-0.235244624	-1.005949849	0.4540907476	-0.9042043411	-0.6686256459	-0.05088638663	0.6314919367	0.2730679912	0.006501659791	-0.6281407812	0.2631906728	1.386467532	-0.5241968894	0.3067585178	-0.3592949209	-0.1336733671	-0.9694651402	0.2869399988	0.2519192623	-0.1754072469	0.1061629288	-0.6210750696	1.061894208	-0.3540981008	0.1255139957	0.4478334901	0.3691332469	-0.1431442664	-0.02673028833	0.18178142	0.5594911563	-1.319852476	0.9270264769	0.3026419183	1.495001947	-0.837277954	-0.6089650123	1.112396582	-0.5449263949	0.8766786984	-1.209427393	0.1471110701	-0.4434371211	0.7220307837	1.69292089	-0.08503226049	0.3984390381	1.231031748	0.3947358884	0.3716811807	0.5472590921	0.296798255	-0.2049053716	-0.7556743588	-1.256597794	0.8499668014	0.4639653534	-0.2502132043	0.8578650384	0.5147316346	0.2609563427	-0.8186178537	-1.165964984	0.8572907178	0.8980822268	-0.3522030333	-0.2164865929	2.112743946	-0.4691704754	1.02416621	0.09760900591	-0.2719357872	0.05636124795	-0.3449178434	0.1873597081	-1.784542443	0.06367314365	-0.6845666329	-0.5747996345	1.761825653	-1.195552579	-0.1199332622	-0.0635132932	-0.6639469283	-0.09707908283	0.3649471777	1.084093866	-0.236295225	0.9124072707	-1.955948722	-0.01713450229	-1.067551387	0.629248292	-0.4744892143	1.623221133	1.802172985	-1.869810438	0.7553747679	-1.068353338	1.479232185	-0.4241195881	0.03353961327	-0.2760886422	0.4756238405	-0.7727675547	0.412903914	0.7410332685	0.09395035985	0.2526805249	-0.5998226743	1.759215788	1.127642223	-0.1497215374	-0.1851979695	-0.6137704312	2.129427901	-1.040209811	1.214719596	1.16900053	-0.11101663	-1.022088403	-1.258249371	0.8315817075	-1.115909788	0.5519720429	-0.7974253454	0.3094608966
