melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080
-2.110622557	0.09911523816	1.048966648	0.5019608165	0.964574019	1.852035088	-0.6031601484	0.2250692403	-1.499618043	-1.087406137	-0.3753875279	0.1454847153	0.6905825054	0.5191931893	0.02392537057	1.077131133	1.581790131	-0.08395720061	-1.375585445	-0.1388923576	2.747269463	-0.7525520767	-2.25875819	1.506973338	-1.505125194	2.797786576	3.482809912	-0.7294019094	-0.4031292916	1.119574083	-0.233245762	1.50512035	0.5447669852	-0.9460519657	-0.25186434	-0.2767903821	-1.578047073	-1.891207796	-0.01773551757	-0.06932264138	-1.893811655	2.765038161	-0.911437234	-0.1474870423	-1.474329585	1.45956905	2.332240992	-1.056110639	2.994674537	0.225889151	-2.187745586	-0.6942156867	-0.2450291983	1.759589207	0.3507098437	5.204999721	-0.8458176746	-1.157956889	-1.029217883	-1.889132454	5.638583571	-2.228227744	-0.2042877627	0.4811041318	0.3896156569	-0.8232924974	2.218060647	-0.198263798	-1.33121296	-1.409988344	2.278688394	-3.218185221	-0.953368514	0.7557701085	-2.620635475	-1.170081651	-1.559722651	-3.076399403	1.630629633	-1.078040908	2.24061796
-1.866439783	-1.046782665	-0.2132582107	-0.6881636285	-1.221804529	-0.2657972922	-1.002400702	1.574526866	0.4574043278	-0.6368838017	-0.02322377933	-0.003749264492	2.094589835	0.7529427587	0.6142260498	-0.3954510671	0.8187984932	1.856509869	1.742930179	-0.7871987877	2.692225894	-0.412354953	0.1839278503	0.8826031865	-1.15022606	1.579868427	-1.003857414	-0.2801766071	0.7872048384	1.649606199	-0.4033287596	1.063955761	-0.2666663489	-0.9418963968	0.4800155166	-1.378726942	-0.7823593816	-1.042494244	0.6686158001	2.352861959	-1.09487897	2.083374422	1.179640594	-0.1625600394	-0.4351145226	1.237386528	0.6064576697	-0.4121755609	-0.4846963164	-0.2950422941	-1.032884272	0.8399930997	-0.2666553056	-1.155327079	0.7823490016	-2.523396213	-0.5332649199	-2.043730247	0.8325204106	-1.858877311	4.183606315	0.4317571168	1.375128957	6.263708481	-1.275824894	-1.647631379	-0.6125630364	-0.8740633906	-0.3041745334	-1.24656632	4.150707906	-0.2506181207	-2.356960564	-1.3207873	-2.21555518	3.443210717	-0.4971655437	-2.005559778	1.297377616	-0.7328499239	2.562031085
-1.449224006	2.203747196	-0.7843130316	-0.1571068459	-0.1748323661	0.5514204286	0.007060947379	-0.8843067183	0.3691819582	-1.098508716	0.6791438055	-0.04080545678	0.9513125739	0.8198553403	1.31344033	1.542268038	-1.020874352	-1.890168544	-0.597148268	-0.5269373127	0.9139071021	1.145464465	1.156547011	0.07681274531	0.01398294859	-0.1020208368	0.551631255	-0.156360246	-1.237794334	0.4911691876	-0.1599914748	1.091020987	1.80549583	0.4016421688	0.9888436433	-1.088765259	0.2877910705	0.8043996211	-0.8560720964	0.9407127103	-0.5708891985	1.164662314	0.4951280991	-1.573000578	-0.980272305	0.9314047183	1.561751682	-0.7300197407	1.873987981	-0.8383328325	-0.009928543169	1.942734899	-1.752582691	2.295791229	0.8478680138	0.3656213078	0.3467955607	-0.5798046438	1.150923554	-0.2071259357	3.444026078	-0.4441286715	-0.9792827695	-0.2752673482	-1.991209508	0.3087941749	1.058897611	3.151698316	2.040177667	-2.015779275	2.089792089	1.301257753	-1.649057074	0.4991028673	1.329054103	0.6541118468	1.770579121	-1.222836442	1.109439826	0.09489318924	2.405881802
0.7386950709	0.05037144824	-0.6481862481	0.4395807146	1.921684934	2.887406339	1.068540601	-0.7243671781	1.573958543	-1.278290638	1.061771375	-0.07065620352	-0.4441251709	0.678489635	0.346541416	-0.7222866031	2.756651095	-0.7250819401	-1.734109109	0.5225849179	1.883230006	1.039193849	-1.480548191	1.069165534	0.4428700328	1.848253896	-1.037519956	0.1726964874	-1.603434441	0.9907593609	1.040797252	2.189515399	2.532643112	1.459901173	0.5785764859	-0.8633189334	0.9233980459	0.8301823466	1.654989815	0.3337575204	-0.5223870522	-0.2433558138	-0.118522023	0.8819444759	-0.2982778504	0.2535180456	1.191488389	1.655031949	-1.810195276	0.3644905468	1.689708848	0.9160616447	-1.251806276	1.780626875	0.2518269813	-1.1784403	-0.5148754732	-1.889096	-0.9953018861	1.105918936	-1.15852504	-0.3767897222	0.05795734619	-1.653526458	0.9968994943	2.137105643	-0.1732712667	2.635229592	1.119176771	2.158327994	1.083701257	0.6088076088	-0.1759221805	-0.7097524632	-2.022750029	1.163696765	0.3878483968	-1.503853561	-1.246720183	-1.851114025	1.709060342
0.2049116417	1.711396586	-0.2940292563	-0.2293059028	-0.8450203653	-0.1205342827	1.520660347	-0.5909312882	0.7808630339	1.486481592	0.3859227955	1.914935247	0.003784745292	0.9539407291	0.429011345	0.2572976404	0.1869037164	0.0927886195	-1.130251887	0.9735607591	2.16027782	-0.1005990417	-0.3665718275	-0.6412907905	0.9941010225	0.9702310327	-1.782038158	0.6930153573	-2.322584242	1.109458795	1.777635161	1.098296348	0.967541093	0.1960332944	-1.292898133	0.9801895873	0.8919214156	0.5213659311	-0.854261781	-0.1630196931	1.036423947	1.92963145	0.3607793687	-0.6149076249	0.05260730467	-0.8717508458	-0.3211323032	-0.8480709184	-2.126157612	-1.149623749	-0.4339443824	1.059602814	-1.042398246	1.43663528	2.055869381	-1.310101311	-0.7776981737	-0.4841245251	-2.769756893	0.7547768016	-1.063284244	-0.4019115701	0.8942136272	-1.121665853	-0.4079659755	-2.431651866	1.143066867	-0.3421874754	0.1394711774	-2.220828335	0.9432997568	-0.05059109884	-0.4824843851	-1.837358288	1.297009785	1.076094014	-0.7666348236	0.05527783865	-1.227151214	-1.214584473e-05	2.323246742
-1.112318011	0.3704478481	0.7563795914	-1.255689901	-1.147301953	-1.383246588	0.02660025706	-1.044305758	-0.5355843037	0.502618955	-0.1640768991	-1.574581236	-0.08431698461	-0.8671217155	-0.2733290591	2.056466489	0.1214176957	-0.06198785429	1.158379061	-0.896728096	0.3347182449	-1.147338082	1.095732386	-2.444832882	0.2754336863	-0.7582406655	0.2319321541	-0.4306034725	-2.188042718	0.8481201414	0.7258797968	-0.9118672275	-0.5008972002	-1.543211618	-0.4363754079	1.172313677	0.3873235179	-0.7362381733	-1.452909604	-0.7145982214	0.525867132	1.928553022	0.02352600516	-1.657203887	-0.9935417888	-1.701068716	-0.2176971913	-2.190148134	-0.5379521682	-1.38632214	-1.417821372	0.9417987579	-0.387145985	0.4155362029	-0.6230265403	0.4406060522	0.09885801196	0.003772537169	0.04842407302	-0.2174961548	-1.216572555	-0.3441945793	-0.146138967	1.418666081	-0.7646016674	-2.882307093	0.08786660946	0.5571438987	0.738034495	-1.862039	0.462110461	-0.4441932672	0.2939809844	0.7552724491	1.374433803	0.9433108168	-2.62551463	-0.2343409654	-0.8033049771	0.8362781374	0.8537457639
-0.4828994621	-0.0689892835	0.4962337422	1.036221693	1.889665474	-0.5465262521	-0.6010722239	-0.922392768	0.2872989424	-2.011678232	0.5245173278	-0.4543665355	0.3716958045	-0.4646388641	0.3934108289	-0.725020376	0.1195142375	-0.9771288177	1.051383073	-0.659593	0.1369392726	0.2925583003	-1.311988033	-0.832737171	0.6375288274	-0.05561535364	0.1591932964	-1.761742439	0.1163482534	0.7733117919	-0.6078920703	0.4048151951	0.4920610508	-0.7986060328	0.1959192412	-1.329077849	1.745529566	-0.04846171558	1.644136399	2.360444318	1.264749241	-0.6640650755	-0.2473925012	-0.266960325	0.1701260438	1.409609438	1.180630105	1.963431426	-0.9512196046	0.450573535	1.862516274	1.881049968	0.3126518711	0.8278073829	-0.0255434958	-0.6036539022	0.8651688159	0.04149251005	-0.6271197958	1.817449548	0.5943562341	0.1304076563	-0.302133241	0.3416929524	-0.3714241848	-0.8821487147	-0.06238408975	2.292899868	-0.344946309	-1.187950179	-0.924202485	1.201181824	0.8445063304	-0.3221799715	0.8735118805	0.6046157006	-0.2395845589	0.2826825301	0.6817184153	0.2664917201	1.140574466
-0.9673769549	1.871889111	1.166764537	-0.5742853027	-0.7698409206	0.1384340108	1.424784508	0.1047117943	-0.2956923628	1.232486753	-0.1961697194	2.898467622	0.6504598373	1.68185815	1.19658004	1.063615255	-0.02611191441	0.4403979865	0.5964656071	1.474717458	-0.05933359502	0.8510460249	-0.1979219203	-0.68972426	1.088060041	0.1750223888	1.190227315	-0.1040001484	0.247039845	1.047903656	1.150510881	0.2610884346	1.019071043	-1.202911928	0.0146780139	1.679852053	1.487372104	-0.3800892265	-0.8743854388	1.277360475	1.143689731	0.7216062318	2.024809136	-1.314444042	-0.2379824633	-1.241626377	0.6285986902	-0.2753911513	0.5160017981	-0.6258714766	-1.295826768	1.062424754	-0.09519315565	0.5855055055	0.3158784454	0.4233175898	-1.475104214	1.076760787	-2.728316578	1.776811842	1.381375383	-0.8888039604	0.4889614075	-0.6075626334	-0.1537826905	-2.131617474	1.608530367	-0.8248882126	0.02696005605	-0.1092755833	-0.4037130707	0.8895670713	0.8986552027	-0.3036958547	1.650367807	0.6293493721	-0.2976034536	-0.3832959481	1.051070694	0.8861321486	1.952511234
-1.329349435	-0.706402406	1.07511749	-0.7978472733	-1.003758833	-1.034371879	0.3182627974	-0.2193489123	-1.779899715	0.9372094218	-0.7971607705	-0.6925112141	0.4184609373	1.295747708	-0.5455652406	1.508839254	-1.145609478	0.2966609319	1.012709725	0.2297670089	-0.6953700432	0.01652247755	1.030908666	-1.090723193	-0.2347680222	-1.398147262	0.229001425	0.7614302593	-1.499703532	0.4870569919	0.6789265233	-0.9200983687	0.3969884306	-1.539808211	-0.006427132719	1.384100073	0.2652056763	-0.5361215322	-1.633163497	0.1493572703	-1.068549484	0.4121658375	-0.5643411546	-1.698081757	-1.360132288	-1.204442842	0.317562682	-1.301918656	-1.095321584	-1.03796094	-1.969091812	0.2265946959	0.04261707508	-0.5586201914	-1.391404795	-0.3033055948	0.3862159717	1.156687154	0.6552625797	0.2854266167	-0.5017853102	-0.429342275	0.6499687446	0.3153734166	-0.4569272541	-0.7941373901	-0.1464736201	-1.282474217	0.1483698221	-0.3145991541	-0.2562068274	0.4537783721	0.937432283	-0.3217455222	-0.1449691808	0.1906310992	-1.624592326	-1.184226559	-0.2204228092	-0.02158485541	1.723192926
-0.8920243959	1.374815902	0.311312813	1.231770739	-0.5702122545	-1.009956419	-0.7581231381	-0.8986049783	-0.585743312	0.0639180112	0.1002505212	-0.5878836742	0.5881565048	0.7436041025	0.1613371416	0.3253245701	-0.4863203684	0.03114295514	-0.5508667229	-1.385719003	0.7969221211	0.1716136431	-0.0137217901	0.07237881728	0.2324193671	-0.797536448	-0.3784291603	-0.4667333299	-0.2643151686	0.2697962844	-0.6468243269	0.5459078828	0.6983313667	0.5691873818	0.5193009388	-0.1866916614	0.1892477701	0.320914714	-0.1730155526	-0.01076924398	-1.264753567	-0.02775268168	-0.5534373635	-0.09235526445	-0.7742072099	1.705858831	0.06491428861	-0.0693624633	-1.3367597	0.785318725	-0.8234161659	0.5475923288	-0.3866621178	-0.7435020346	0.4328141523	-0.4800571251	1.270682786	-0.6727015951	1.26145705	1.431418122	-0.7604057767	-0.2887116472	-0.3440204116	-1.043446722	1.047807375	1.28291332	-0.1722870484	-1.175851703	0.5650245493	0.1827681057	-0.8780796834	0.3081341907	1.104549896	-0.5422755252	0.1526706453	-1.306900186	-0.2278458083	-0.9623206643	0.6996508593	0.7021483753	1.964554139
