melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149	melodic_150	melodic_151	melodic_152	melodic_153	melodic_154	melodic_155	melodic_156	melodic_157	melodic_158	melodic_159	melodic_160	melodic_161	melodic_162	melodic_163
-0.3152396479	-3.040056333	-0.3457949611	-1.013061141	-2.816182255	-0.3635641394	1.106031242	-1.497267195	-0.2339361088	-0.7295114127	0.7847269552	-1.433658683	-0.1313504399	0.6387352993	1.086755707	1.395267773	1.42336771	1.212273495	0.2305073852	-0.1231152646	1.453467956	-0.05441814273	0.2071038128	0.5860287306	0.4291911093	-0.8483647371	-0.2209650863	1.693603716	0.8455881251	-0.167712034	-0.8169637916	0.4272576531	1.679723716	-1.046259349	-2.195628345	0.177928838	-2.11397937	1.513907226	-0.8618206653	2.444248968	1.061923111	1.67492	-1.949629256	-0.9490932564	0.6579425196	-1.671309156	-0.9848491637	-1.138533564	1.011033659	-0.01526507224	-2.150622953	2.408594015	-2.01305167	-1.36884551	-2.773152389	1.011856767	0.252983751	-2.2757068	-1.195872268	-1.330175431	0.8484784974	0.02338633018	-0.3101084794	-2.021575354	1.334896471	-1.149975234	1.128488523	0.6931006454	-1.909421342	-1.934450161	-0.6037575979	-2.312569987	-2.029801638	-0.336699571	-1.058892673	0.7964165264	0.4625249635	-2.213087115	-0.3746913104	0.4770551781	-0.7478223171	-1.307593609	-0.2791939915	-1.73781404	-1.913388251	0.3863677609	0.4432228188	-0.346360659	-2.86693244	-0.5637749549	0.3543784707	-0.2803500345	0.6836099001	0.5171796938	-1.296233508	-0.9049778476	-1.133936273	0.8006290578	-1.640970891	0.2623530401	0.4673256584	0.1961819386	-1.867748236	-0.3969736276	2.300783145	-0.8573239101	1.550966985	-0.07920508186	-0.5954052472	0.7618620283	-0.3334355598	-0.7200049167	0.2161399771	-2.51440324	0.7920254071	0.2672179586	1.066749953	0.7307677242	-0.2713168917	1.484410345	0.5657867291	1.47965678	-1.294109341	0.09961870874	-1.069742656	1.172905872	0.5492286812	1.069313576	0.7018547504	-0.7207717724	1.516898482	-1.029051233	-2.753971168	-0.4288076268	-1.127744875	0.9602808682	-0.6035952482	-1.321605827	0.6454143412	2.519662989	-0.9104949052	-0.1447437144	-0.6790544493	0.4518411492	0.06822015129	-2.614443315	1.920542794	-0.4853204999	-1.586098056	1.59014762	1.663388316	-0.9599167447	-0.5971299002	-0.8561398121	-1.023892402	-1.108149273	1.808695173	-0.9940318008	2.263321975	-4.674375609	0.3147859257	0.6505705227	-0.2389557107	-0.8939545829
-0.2065896283	-2.147015189	-1.335811575	-0.4261919454	-1.734090348	-0.1626086625	0.8361075965	-1.416735612	0.5168259671	-1.937906146	0.6576451232	-1.684621433	-1.262446145	0.8503307597	-0.5254436399	-0.8555892826	-1.344937128	1.603430043	0.11351725	-0.8621059301	0.7337364756	-0.291521822	-1.37799183	1.389210013	0.1980808784	-2.202796071	-0.509287338	-0.4128187473	0.5739310384	0.08880444279	-0.6043691609	-1.32344884	-0.0509432013	-1.39771304	-1.367447288	-0.556117577	-2.330871556	-1.242739642	-0.9855656057	2.195401841	0.0163253984	0.8575353653	-2.294719437	-1.030353462	0.8287035243	-2.01842674	0.09030393895	-1.35893147	1.243576221	-0.675916671	-1.830507999	2.239289895	-1.883909736	-0.7448103964	-2.107513463	-2.22808433	0.5814198445	-1.797703757	-0.6224894556	-3.118891423	1.057885688	0.03524514745	-0.6641404482	-1.282055755	0.727600666	-1.297352677	0.5542290278	0.1141205727	-1.072981108	-1.745288601	-0.3061934478	-2.239175244	-1.117495492	-0.6604699401	-1.725774625	1.358396675	0.2603949372	-1.667002127	0.2602727567	-0.5080397226	-1.053239561	-1.415143117	-0.05297830098	-0.5970280254	-1.494963362	-0.7923982177	-0.7187096774	-1.305738672	-1.931457448	-2.475130448	-0.4523516108	-0.6512560846	0.4983802652	-0.317046826	-0.9760565741	-0.4577144274	-0.7117569368	-1.200121836	-1.171869997	0.8102055663	0.5832961485	1.889430072	-1.672038861	-0.5552726518	-0.2905299292	-1.433137481	-0.0006069875835	-0.611875105	-0.3829785233	1.307576563	-0.7863895142	-1.259725557	-0.3207437654	-0.4939890809	-1.630907572	-1.553794677	0.9275865506	0.657269781	0.5002938724	-0.6175672134	1.500645609	1.637888475	0.364268148	-0.3071829532	-1.13420884	1.848373958	-0.03397420989	-1.496824387	-0.3652699905	-0.8870538075	0.1409029649	-0.4242454927	-2.22676744	0.6706766711	-1.044589213	-0.1159106437	-1.098512722	0.327531327	1.14115206	-0.4603133829	0.2146129491	-0.3157785363	-0.960473221	0.2774675063	1.177610896	-2.102418214	-0.940467133	-0.510980961	-0.156105918	0.9984826591	0.5524084696	1.167068258	0.2558941934	0.05940499556	-0.9658786711	-0.9800272658	1.420487691	-0.6991106535	1.379656025	-2.720970221	-0.9829926685	-1.205351108	1.065305769	-0.9165698813
-0.2812145806	-1.612908786	-1.196543591	-0.6440173809	-1.124225211	-0.2447675685	0.4237641688	-0.603410333	1.123094854	-2.903870302	-0.03341773904	-1.270930119	0.09778019129	1.119819628	-0.4457050782	1.950596667	0.4724687247	1.861777276	-0.1569266187	0.1480887503	-0.5329148126	0.1804475376	-1.267269343	1.973650346	-0.3758735943	-2.131284543	0.471062274	-0.5690675256	0.356430572	-0.8858033675	-0.3943061692	-0.4725239621	-2.066987426	-0.4775017806	-0.2231931258	-0.6595029352	-0.9955589114	-0.3403033289	-0.03222659396	1.210437584	1.428105334	0.4397179034	-0.3809031824	0.2675688329	0.4892269644	-1.212025678	0.2618918494	-0.2139622275	0.4200954118	0.7915192564	0.04674936001	2.837338898	-0.220771205	-0.2252620645	-0.4065394694	-1.184881857	0.2826525274	-0.1843946169	-1.233520573	-0.334954759	-1.057081084	1.377531973	1.190008879	1.268847156	-0.2955782495	-0.7716053819	0.314334306	-0.7948732255	-0.03272513885	-0.6007728824	-0.4301213683	0.2151998205	1.328604914	0.339906436	-0.5269046505	1.048967345	-0.2130970628	-0.9429292617	0.6062527538	-0.6042136475	-0.1110789534	0.2934912957	0.2117436415	0.1841152825	0.7867190408	-1.787734596	-0.08069525925	-1.338749692	0.5049265229	-3.252571399	0.4006257208	1.078707306	-0.9825604932	-1.538984716	0.2754490837	-0.9064671268	0.7902617912	-0.6098999721	-1.380584057	-0.4343712751	1.449566443	0.5879584322	-1.305499534	0.6879461469	-0.5291421945	-2.895641518	-1.064779511	-1.934204539	-1.023536368	0.0533219886	1.025713401	0.2220743549	0.0401668849	0.6355563899	-1.203096354	0.9832810021	-0.3442492701	-0.1735344393	-0.8487683163	0.2308490479	0.3605049609	-0.05155350457	0.2666394048	0.8919445083	0.05260206356	2.474284021	0.8699495097	-0.6814306434	-0.08712738002	-1.633040177	-0.1023090521	0.0866338433	-0.70579822	1.233291812	-1.597008758	0.9678026262	-1.099346922	0.6762887207	1.411064629	-0.162861643	-0.1568398397	0.482390538	-1.282994904	-1.292486522	0.05094549274	-0.9097115809	-0.5537176339	-0.4798003862	1.430852853	1.486721278	-0.1459593197	1.670563582	-0.1348822905	-1.333174862	0.2471147257	-0.4368726861	0.5004764461	-0.4382620333	2.217194436	0.6947416019	0.9190916466	0.09781017249	1.089193766	-0.8233926279
-0.5343834192	-1.726501427	1.005957798	-0.6648978336	-1.583728061	0.6608946349	1.522185965	0.1007371708	0.6558928905	-1.612888784	0.1310229801	-1.098831425	0.8363379841	0.9188138312	0.669005762	0.07240536674	-0.8205304883	1.335329185	0.1105581152	2.049546862	-0.6301094778	0.7911054917	0.2765427397	1.285273209	-0.287428268	0.1631789311	0.08833294883	-0.4590170474	0.3044413797	-0.06757673183	-0.5211583743	1.853206335	-0.6638210502	1.350304219	0.846808108	0.2264555861	-1.07654041	0.3833748799	1.5196728	2.307175217	0.4622231346	1.07393657	0.2582979206	1.606806025	-0.1146144942	-1.410791048	0.3947562155	-0.4052961984	0.03057136299	1.983525024	0.6038536777	2.09736545	0.2905601503	-0.1455399246	-0.4589640152	0.4219822219	0.4779663174	-0.008722060193	-0.4739270243	3.772650297	1.199548162	0.7175226808	1.456673327	1.305300842	0.9935408007	0.2261259912	0.5194450441	-0.07655979654	-0.3339655853	-0.6353771983	0.9022064086	0.8859769574	1.425429514	0.9461104094	-0.6704257994	0.5325360387	0.1850818165	0.3249299884	-0.1283979553	0.5032788985	0.1677471942	0.1846672118	2.282388138	-0.9156141739	1.913345907	-0.3256775194	1.416197262	0.7736139199	1.256198792	-1.234852647	0.1411322479	2.768146073	0.1705614783	-0.8549513297	0.498016448	-0.9600664219	-0.4654378941	0.9936787742	-0.5987886396	0.9217550698	-0.5100748953	0.8154918444	-0.6768543991	0.9276428272	1.256644608	1.0276197	-0.3014052282	-1.266453521	-2.055565246	0.2834346622	1.454780041	1.335895012	2.225238241	-0.8033712235	0.6429459743	0.4485381271	-0.638368594	0.6348641158	-0.4942069171	2.197197277	-0.3210207114	1.205927695	-0.9842656116	0.3981993404	0.4006648177	2.066640921	1.251063041	0.3826372223	-0.01560916473	-0.7008718893	-0.8468155532	-0.940728995	-0.4135876193	1.220002022	-1.07180038	0.1190053682	-0.2281479687	1.893633409	-0.5835219594	0.2696703037	-0.5125516065	0.008319670151	-0.5435921567	-0.9285527389	-2.096140311	-0.1695668193	-1.994720378	-1.213722872	-0.3479183934	2.797505448	-0.8545098722	1.189487711	0.3740810267	0.3133502619	1.17527754	0.2089329835	0.8922852226	-0.3293870075	1.637348877	0.1131423476	3.653922037	0.6084915648	1.059733189	0.01459949425
-0.7321936737	-2.032545262	0.4187437804	-1.141107289	-2.147507128	-0.2392135153	0.9180669611	-0.5445705449	-0.191703785	-0.8847832874	0.1490926964	-0.594574086	0.5746592365	0.2266070161	1.15213235	-1.19125902	-1.077926275	1.158349052	0.700529604	0.9026172133	0.6593753929	0.2558373679	0.09474494082	-0.4318885347	-0.2733828629	-0.3859574565	0.2045830635	1.430499272	0.6460939119	0.5016631239	-0.7313037801	-0.2210459355	0.4055576761	-1.362479516	-1.433165434	-0.5143531959	-1.092904303	-0.8266080781	0.8028777711	1.030303343	-1.297677405	0.7394019036	-0.5749723499	0.01062240727	-0.6574481289	-1.284968382	0.1877123784	-0.523350645	-1.570497701	0.9578650359	-0.7153101014	1.439209489	-0.1052304416	-0.6531387074	-1.352377316	0.1925317997	0.1112041936	-1.456249211	-0.8076307906	1.330214908	1.510345586	-0.8948789401	-0.1511717496	-1.258085884	1.592394264	-0.3614191292	-0.5214799419	0.9815739575	-0.3676736622	-1.915389982	0.2065363777	-0.02581660334	-0.24152984	-0.01505764479	-1.907810287	-0.04797417894	0.31571345	1.149957101	-0.7784736606	1.565046274	-0.2363813225	-0.5152311209	-1.358824526	-1.671158961	1.220355563	0.6354002385	1.095361259	0.952135529	-0.2576913522	1.542891922	-1.088862271	1.806487904	0.8389189964	-0.07351988451	-1.23632826	-1.839340795	-1.04893589	4.553632581	-1.134961001	1.278386969	-0.1295093235	3.750834701	-1.481112453	-0.1436317127	0.9879054312	1.839737021	1.348735196	0.5321652016	1.937577056	1.299481657	0.6879741963	-0.01536587531	-0.6251225458	-1.056426934	0.144158089	0.5734590494	0.2961103151	4.404483882	-1.145667072	-0.02929821003	-0.008455309531	0.3898520572	0.1332078634	-0.7244422347	-0.4243320357	1.639334028	-0.1128959525	-0.5054829595	-1.139694312	0.06266530688	-0.6021511583	0.1307368594	-2.011048695	-0.07493222001	-1.776917053	-0.8246399911	0.4511205492	-0.3555246429	-0.3048314689	0.09039907556	-1.135980117	-0.005293902094	0.2350185725	-0.4549641499	-0.8502904615	0.7421969451	-0.697820355	1.947388424	-0.1071938408	0.9530350383	0.4006675874	0.08833541123	-0.1425666288	0.4865266117	0.8605915419	-0.5147546013	0.03027587106	-1.305073012	1.153326403	-2.560709781	-0.3028290762	0.6292335568	-0.2459724935	-1.208011129
-0.4776976238	-1.89306903	-1.152859672	-0.3383862994	-1.780447712	-0.4482398211	0.905450746	-0.4718248296	0.4559574339	-1.833694935	0.4894889307	-0.9090964555	-0.4890672301	1.154140655	0.6493049257	-0.2789511173	-0.0714935884	0.6152622744	0.2988712394	-0.6890971714	0.6141430866	-0.09633360531	-1.269690588	0.2702254818	-0.5961194376	-1.066723211	0.191226636	0.09069707687	0.285982997	-0.1381290159	-0.1238584736	1.489807548	0.05125985448	1.995551997	0.4802433348	0.04339610804	-1.488267156	0.7544526172	-0.1657174984	1.87715873	-0.771270226	-0.4360621716	-1.054116616	-0.8433859689	-0.5045352867	-1.082522139	-0.5700585097	-0.5805815517	1.135740239	-0.7073435398	-1.209499325	1.489747807	-0.8617340183	-0.32237844	-1.222628748	1.429181335	0.5089595525	-1.57128337	-0.4614438237	-2.442793197	-1.943655183	-1.046199306	-0.1622918926	-1.319239215	-1.592796334	-1.605302984	1.105263303	0.5415737886	-1.035536208	-1.58100939	0.3968795117	-0.8555825556	0.2457973142	-1.05151049	-1.773963846	0.8264244647	-0.974031161	-0.1152471988	0.1646520763	-0.0817160104	-1.347707322	-1.639851057	-0.3682895283	-0.8700161953	0.2199606478	-1.194442569	-0.9132686705	-0.4176985057	-1.850032934	0.2218798278	-0.4476503235	1.089705589	-0.4780866502	-0.8877231832	-1.170792229	-0.2640638817	-0.668962873	1.250414353	-2.040517991	0.7855713096	0.3374650409	0.5962925147	-1.264458937	1.221475524	-0.1242751173	0.306730583	0.684373775	-1.599573069	-1.09828108	1.006491254	0.06671939344	-0.1828553231	2.081057628	-0.9371135352	-1.337525026	0.9957916126	0.5849977293	0.2738333475	0.2946444953	-0.9270531008	0.8900548301	0.1184234271	0.01947159971	-1.35972868	-1.285115285	1.028811387	-0.8322196632	-2.161146101	-0.9294082071	-0.795444035	-2.085790567	-0.7835622346	-0.8978722339	-0.03398732679	-0.4480171286	0.1351844954	0.2632108914	0.810558524	0.6138728104	1.560465331	-0.890733322	-0.3291710297	-0.7224918052	0.735297981	0.7997997936	-0.3144270549	-0.09258916102	-0.3798336865	0.5102021225	-0.1397343886	0.4322680499	-0.4176565846	-1.559754252	-0.5008291981	0.644540476	-0.5026527358	0.3658323993	-1.19053459	0.01761390943	-1.157686029	0.4099769827	-0.1974894545	0.9987962303	-0.361077405
-0.2683104962	-1.349820787	-0.8721768143	-0.9205953119	-0.9407302899	-0.6185985577	0.1577260067	-0.4660804705	1.799603241	-3.069742617	0.3609802814	-0.7581402836	-0.1357469027	1.248233595	-0.3387473394	-1.006312934	-0.6472697352	0.04207200947	0.7566676042	0.224030273	-0.4824416844	0.09875711344	-0.9148449533	0.3920631388	0.640952499	-1.352863347	0.5281633088	-1.401986544	0.7544299047	-0.4768712217	-0.3247040106	-1.439054107	-0.66866498	-0.6590048323	-0.5796434912	-0.3419020015	-1.329886404	-1.001580772	0.5115850124	1.724682892	0.8951953614	-0.06558449372	0.3295484679	0.3437851854	-0.1873237702	-0.7391171312	0.4961239615	-0.2834928192	1.276076527	-0.2624495927	0.3739283662	1.672574103	0.7668436626	-0.5578269297	0.5218093007	-1.436204003	0.2516087822	-0.3234499799	1.560390305	-0.4097354289	-0.651508954	0.252161435	1.284492461	0.4683571599	-1.794188356	-0.7483441783	-0.03640251668	-0.5517764359	-0.3181374486	-0.2915344055	-0.2462258927	1.160764061	1.392649953	0.160379683	-0.1690455682	0.2476505689	-0.2490325325	0.9867038198	-0.7728775404	-0.05542966206	-0.6128439466	0.3224744822	1.562290921	-0.07490736702	0.5801702014	0.9290359032	-1.162757671	-0.2808008184	-0.4656060023	-1.880041889	0.07248403542	1.141325359	0.336800885	-0.3269306618	0.3037747897	1.214185484	1.243514231	-0.1835651711	-2.740803953	0.9575451218	2.051049188	1.473086084	-1.335701935	1.214904958	0.347144258	-1.224173621	0.1416290794	0.6193723454	0.4256609061	0.2129287696	0.8358084824	0.8295737561	-0.08343667087	0.4565080056	-0.4613832463	-1.526998697	0.8952582672	1.961064807	1.597648649	-1.015079172	0.2293045491	1.131787562	1.620520087	0.1247721638	0.6632610118	2.580036477	0.4391348201	0.5597899819	0.9495700091	-0.6756117917	0.4821657336	-0.5598880416	0.2762928459	0.5826735542	-0.7840203405	1.010977101	-1.307513205	1.599361415	0.02603640452	0.2951494896	-3.147664578	0.2281343398	-1.568149102	-0.002964498951	2.151396099	0.4202615941	-1.888343166	-1.70276817	0.5984808676	-0.2450522149	1.178576315	1.677834602	-0.2807138015	0.189500747	0.5227606005	-0.9826790112	0.1434852018	0.9272430033	-0.5989303776	1.482193007	0.3461084388	0.6369788697	-0.6844595346	1.412847286
-0.4105667342	-1.275558607	0.8112993078	-0.6794591051	-1.559889496	0.4100472689	0.8475307176	-0.005732583567	1.40779359	-1.268824818	-0.1213806422	0.07530467372	0.3981822604	1.417269731	0.06873911703	-0.8440726147	-0.5724998801	0.5028736569	0.3240850307	2.568753063	-0.5173900873	0.5689037607	0.2529514429	0.7969470431	-0.09947031156	0.033171864	0.08020295766	0.5994774414	-0.01259577635	-0.93042436	-0.4841818557	1.047457786	-0.545562485	-1.199245926	-0.8598977422	0.02600006427	-0.1375469565	-0.6217574902	0.6659030871	1.005457761	0.18447337	-0.03604007472	1.478930313	1.149535514	-0.6829269454	-0.2999194186	0.5284327839	0.1890086797	0.3619152354	0.9787707381	0.8878510605	1.857769962	1.595553608	-0.4525974273	0.2172277891	-0.2633147467	0.5439940297	0.03423325485	-1.347607394	3.107740612	0.4936077315	-0.1291148716	0.6053359336	1.350515372	0.171633847	-0.1328565851	0.3353964513	-0.6483523487	-0.8323912852	-0.6166219692	0.8437413981	1.190005083	0.4475089354	0.8617595096	0.4798419674	0.07655262594	0.7237063383	1.270496045	-0.2210661322	0.8798485709	1.084584857	0.7453404156	-0.4852097387	-1.522317933	0.9317744328	0.6731491168	1.184820692	0.9888219634	-0.1265431555	-0.5062429632	-0.9381777689	0.2739798451	2.038889031	-0.3088761931	-0.5597124042	-1.148024385	-0.4681680461	-0.5411023574	-0.3702668755	0.7177143337	0.7264846543	0.04358514927	-1.133809417	1.320059265	1.031990466	1.88389113	-0.3241259446	0.5219140842	0.1489065747	-0.4811133913	1.420275016	1.800980472	-0.8590215568	-1.453046172	-0.4014494333	0.01431428709	0.1632725504	-0.2544615583	-1.036247495	-1.378376139	-0.290847791	1.959480559	1.003603521	1.141254968	0.1433287338	1.634472301	0.8786953676	0.09329616252	0.5137352589	-0.05530260548	1.912176606	-0.293906576	0.3780512316	0.4132879463	-0.6759479971	0.2165167203	-1.088376848	1.174271276	-0.5698256359	0.8418319017	-0.2076629637	0.8350459113	0.1667368913	-1.1866449	-0.3491634053	0.2319414658	-1.289236664	-1.860528515	0.1324471533	0.4083726582	-0.3874508835	0.6062114057	0.8520478702	0.5078495816	0.6907141833	-0.3074223769	-0.7602286307	-0.1798592874	1.807677287	0.3203514403	0.9698666628	-0.2470320571	-1.687585951	0.4423414947
-0.3127604708	-1.09766996	0.8114969226	-0.5802796718	-0.4213895253	-0.9774841465	-0.1549929697	-0.5255242318	1.188387714	-1.921778392	0.3001236534	-0.3307002012	0.2066622083	0.4738711299	0.7273591477	1.355571442	1.900420397	0.4753212844	-0.1279370421	0.7797371722	0.1420331838	0.557741631	0.4165994527	0.3580243923	0.4975522607	0.0009900556441	0.5863866057	1.382424154	0.0646183164	-1.507827435	-0.9160174922	-0.6630431654	1.700048187	-1.035904155	-1.330090859	-1.051938924	-1.094148917	0.5655419937	-0.4872423107	0.2563922389	-1.929988535	0.1118465351	1.465812018	-0.8404818011	-0.7821301301	-0.5342762287	-0.4453216937	-0.3355155637	0.3575742229	0.4313548591	0.04909492659	0.7354502129	0.5545883179	-0.5688195366	-0.1609518233	1.207798311	0.2129015657	-1.126166441	-0.5106805703	0.5785870106	0.3913160079	-1.632861858	-2.216558879	-0.7325540538	0.8484375143	-0.7820377941	0.2509669041	0.2454320906	-1.342352111	-0.3459105954	-0.06622138489	-0.8173169254	-0.3280240046	-0.1864825172	-0.07857791805	0.8246152865	0.1445419148	1.10776788	0.2724802772	0.3424551011	0.815114788	-0.05902251192	-0.8033211088	-0.8617398845	-0.434575525	-1.144926934	0.1522207717	-0.3466158106	-1.024368321	-0.001254737954	0.05697383597	-1.560675136	1.193038886	1.012026237	-1.662069184	-0.4072876191	-0.7213996565	-0.3240087168	-0.3893798692	-0.6112528194	0.2961238815	-0.5327625611	-1.138287425	0.6955884296	0.8916733565	-0.07863143183	1.334701208	0.1586959254	-0.6136379683	-0.1505407396	0.5503498108	0.4043852186	-0.8079348445	-1.114296793	-0.1873413499	2.452056103	0.2407821801	-0.3726134231	-0.1149024744	0.2165697159	-0.122290991	-0.6555573209	-0.7020027228	0.002377967447	-0.8387583698	0.6439919915	0.6518467382	1.313280144	-0.3151790717	-0.5983887043	0.4992082731	0.6942091382	0.1056274612	-0.4872236922	-1.599138106	-0.5199432688	1.244453712	-0.1222936893	-0.8572338325	0.3604659138	-1.307983069	-0.6323187979	-0.1970279036	-0.4426626116	-1.053384655	-1.367398778	1.205435671	0.05649843309	0.8083975476	-1.487025349	-0.5928870542	0.4324295648	-1.067963303	-0.7486516323	0.9110417776	-0.9501526707	-2.708463705	0.1109335847	0.5596526104	-0.8296386023	-0.8006749262	-1.41058824	-1.923027163	0.4150945609
-0.2056924245	-0.9104209298	-0.3414696802	-0.8450712163	0.008251700214	-1.167404989	-0.1003756695	-0.7426076052	1.425018759	-2.250787105	0.1861538152	-0.2894058879	-1.198971057	0.1086312429	-0.2850536598	-0.7296669146	-0.6679264276	-0.4802560043	-0.08756729379	-1.384546184	-0.3416006961	0.09684396528	-0.9566256528	0.3583847963	-0.9926290122	-1.083751518	0.8779984904	-1.390341125	0.2309416153	-0.5550151063	-1.128849468	0.7815407507	0.7578029604	0.1732387001	-0.5471152857	-1.208671149	-1.455846985	-1.403999209	-0.9220465425	0.1575488497	-1.416788528	-1.059854015	0.8473592294	-1.352845742	-0.5259010792	-0.7013498939	-0.100800958	-0.5230635429	0.1474059088	-0.1510805498	-0.4340890266	-0.01070855444	-0.2709083926	-1.649869539	-0.08459613447	-0.4515379879	0.3936123544	-1.334863399	1.59533614	-1.991039438	-0.2524337594	-1.079277179	-1.753867559	-0.4688202764	0.3990326925	-1.327008629	0.1760595982	0.06442718037	-1.231734119	-0.5000363725	0.002623887243	-1.145500169	0.1777451859	-0.4411008908	-0.1337768769	0.6684244409	0.3651605643	0.4668379198	0.4368365792	-0.08860804214	0.1750680186	-0.4745611744	0.4638822676	-0.783597807	-0.9056735275	-0.7740592154	-0.3902833485	-1.312365068	-1.466640241	-0.4517791255	0.2872076811	-1.85163455	1.014118781	0.06810717137	-1.432314655	1.491871712	-0.3695185022	-0.3442715474	-0.165469884	0.63332959	0.3746455781	-1.024505619	-0.803068711	1.226504523	0.3824464352	1.560620789	0.8150321002	0.1445379313	-0.05625845535	0.1891753655	-0.6030771967	-0.05607317848	-0.7291250117	-1.11969722	-0.9212633659	1.882366153	0.4303173128	-0.2591659743	0.004347549591	-0.3159144808	0.1901342164	0.07878486213	0.625311656	-0.3724862625	-2.389225785	-0.2243440156	0.05391563367	-1.56484359	-1.048657318	0.01555408396	0.02207543291	-0.01393861307	0.6028324015	-0.007046612978	-0.9335545692	-0.2329196762	1.185095987	-0.1686034524	-0.4000805461	-1.065216059	-0.8189908663	-1.069843365	-0.3557874481	-0.2749846994	-0.6050025297	-1.104425348	-0.2480385796	0.4378816496	-0.3833243668	-2.024248058	-0.5547058493	1.12365524	-1.560784445	-0.8352092439	1.113381431	-0.9076671217	-1.636028549	-0.1580755494	0.4760948984	-0.9499064318	-1.990225636	-1.378166601	-1.146312906	0.2038522608
