melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083
0.4129618087	-0.3832082275	-0.05550935129	1.392196217	0.3471849921	0.4984155127	-1.321146989	-0.007880873391	0.6297469007	-0.0502204252	-0.6257507166	1.320440186	1.986255636	-0.1466835121	-0.7932357338	-2.002702657	1.197610542	-3.588119497	-1.838025013	-1.364588397	-2.439856273	-2.250184961	0.09992565751	1.088119495	0.06604969137	2.190526813	2.016134092	-1.285781099	0.7501209442	-0.06955635365	0.6239511197	-0.8128839344	-1.614833108	-1.06435507	-0.2236861361	0.7649548477	-2.473151346	-1.333705302	1.942745803	-1.810130729	1.270525526	0.4311393945	0.8594922672	-1.319677392	-0.5316665268	0.7821620249	-0.6375232841	1.770713962	0.690802072	-2.418079442	1.691910393	-0.08920040194	0.06260302734	-0.4148845582	0.9966904643	-1.569679977	-0.4536352425	-2.239255246	-3.216352637	0.2244054756	-2.013164334	2.324143148	1.560523676	-1.3459682	-0.0863493215	-1.452898474	-0.7471218366	0.7919048579	1.331358583	0.3420372702	0.8995674896	1.343962859	0.2574387976	-0.6720576979	0.2753953594	0.1178146094	0.9896161899	0.2910575256	-1.518724929	0.4793082714	-0.7637792109	-0.9643445736	1.409306588	0.3147718069
0.1320146877	-0.2951114928	-0.08748488116	0.9154970519	0.1105371841	1.435242201	0.6997068827	0.6664221384	0.7099875468	0.2831277379	0.08245468113	1.196640442	1.120343401	-2.282210817	0.9710756613	-1.66750834	1.023928152	-3.404631187	-1.407420698	-0.7673243028	-2.673701919	-0.9113542095	-0.6085305876	0.7274990777	0.5691645174	1.833237304	1.553262421	-1.325861676	0.6588683556	-1.669933479	0.2759492281	0.6386836784	0.1047868842	1.133220763	-0.003282981728	0.74892491	-2.394805291	-1.798358281	-1.085742792	-1.487345597	1.290271128	-0.6943111578	-0.2041573543	-0.06282218583	-0.1636427435	0.03757315359	-0.3001493734	0.5908171789	-0.08629430248	-1.740047712	2.352513266	0.2603162402	-0.3427327483	-1.828997592	1.508968699	-1.831943133	-1.269922321	-2.362394636	-2.502837549	0.08174039861	-2.89727983	2.279414364	-0.2719601005	0.5132994059	0.4835738738	-1.262466057	-0.3918371002	1.168025582	0.9838408896	0.1268247712	1.752034285	-0.517920913	1.17699103	1.209668875	-0.5078954883	0.09320147456	0.4867018433	0.3243429181	-0.7833432629	-0.03667295049	-0.4740159588	-0.2124496781	0.04082979353	0.5263965505
-0.8546814744	-0.9119726111	-1.053080129	0.3458242312	-0.08733590389	1.815591904	2.466975085	0.8714487906	0.7365244407	0.1454984825	0.4927591542	-0.2007942304	1.017798947	-1.302611053	0.761355767	-0.9034471661	1.273552344	-2.832699439	-1.039880844	0.5067608257	-1.871381585	-1.064824565	0.2948785142	1.078148848	-0.3471210644	1.742151139	2.108522576	0.08387626901	-0.9135491363	-2.18412665	1.643899081	-0.8881725885	0.3553974691	0.08351867335	0.447187599	-0.374287058	-1.402847252	-1.584812026	-1.233888894	-1.046541854	1.088342265	0.9141435027	-1.317298863	0.6557898095	-0.4398571669	-0.7453816066	-1.412511853	1.124923175	0.06215095323	-2.069835576	1.564740112	1.319858092	0.6214521473	-0.8250098902	1.83343962	-1.50690066	-0.4836137793	-1.870091141	-1.23448431	1.359133748	0.6667798902	2.044590204	0.6312295457	-0.8433159747	0.8741799141	-0.517729493	-0.6405345198	-0.0493957975	-0.1035742413	-0.2716502303	0.4696361755	0.9815734188	2.989191569	-0.5266755279	-0.2270514856	1.172836013	1.051155793	1.103380799	-0.9711146392	0.2994795688	-0.746840546	-0.3163196588	2.060324397	1.754719368
-1.065011839	0.6049399257	-1.031365775	-0.3686960788	-0.582941598	-0.1004567344	1.697668789	0.907871392	0.5264456507	1.288277694	1.951628126	-1.183732595	-0.6608207764	-1.042353772	0.8408429749	-0.781613602	1.81725851	-2.172226254	-0.1620179743	0.08132554571	-2.324294295	-0.1673420057	0.9411201014	1.197603415	-1.308776188	-0.02963047038	1.188253493	-1.089034113	0.1487113841	-1.185445915	1.832942163	0.03851198445	0.7184232164	0.4215972738	0.7652089244	0.4776074223	-0.666440147	-1.455231371	0.3856988258	-0.1385983065	0.6506520522	-1.065310982	-1.530348099	1.614307571	-0.9447470111	-0.2200374743	-0.3385431338	-0.02216328283	-0.1374006824	-0.5402323787	0.6004969284	1.955085327	-0.443590671	-0.638551062	0.8981634761	-1.512996057	-0.3876069899	-1.211210898	-0.09963325028	0.3030814233	-0.2609244652	0.2521602743	-0.2394292156	-0.2526573757	-0.01542357736	-0.7952737803	0.7197620191	-0.3148262872	0.7500543927	-0.8578354935	1.088007772	0.1680356632	-1.825351322	0.09163170288	0.1505163747	-0.4268189909	0.4714656977	-0.4013103557	-2.595443152	-1.397225847	-0.04089265501	-0.5086241336	1.806289993	1.402745822
-1.191222302	0.2192519298	-1.079785219	-0.8540865918	-1.317556142	-0.4323688303	1.111024002	1.378566945	0.633798472	1.066398655	0.9804362858	-1.544789729	-2.864098645	-1.079418668	1.804739579	-0.8135552685	1.428385514	-1.914793109	-0.1184608286	1.934625231	-1.560836444	0.836033302	1.075982489	1.31731499	-1.173901576	-1.066163362	0.302224547	0.1396695042	-0.6770936114	-0.6003537409	1.537969125	-0.00745609082	0.3556959465	-0.06070963541	1.376553388	-0.3045317709	0.6051040414	-1.530044173	0.589971897	-0.1499794952	1.012585201	0.262340169	-0.4839726463	2.143355388	-0.731503511	-0.7999389176	-0.2304462908	0.03028316848	-0.9495631442	-0.3293286255	0.9158374742	2.094932473	-0.8386967116	0.2190243902	0.1911893259	-1.1546839	-0.3992292699	-0.1444889485	0.113748709	0.5040261829	0.4574376481	-0.6056933426	0.2045045339	0.2295284225	0.305988368	0.1615325532	0.060495728	-0.9328646568	0.7396743538	-1.269724044	0.2202297624	0.6569361921	-1.050565767	0.5232571818	0.03898282807	-0.4210149304	0.6804867546	0.006772458103	-0.6155029809	0.08825732897	-0.5990041937	-0.3736581462	1.845932013	1.557457095
-0.7628448188	1.922316276	1.425548393	-1.012452062	-1.066523974	-0.4561651756	-0.440466935	-0.1387629098	0.6479329799	-0.5283122413	0.961993722	-0.2535517395	-0.44822735	0.2186908945	1.069335966	-1.290501555	0.221222061	-2.158821432	0.3574927717	-0.4495658529	-1.662699728	1.480301653	1.157620072	1.486252053	-1.376510456	-0.2632995074	-0.3448371709	-1.74507631	0.3332325959	-1.657930591	-0.1530045888	0.247614103	1.425934292	2.235484496	0.5446224384	-1.16793123	0.805293597	-1.1961647	0.4351195916	0.3209034975	-0.6202505165	-0.0387191572	-1.842596525	2.529289681	-0.4835505348	-0.4083727439	0.508453066	-1.470251223	-1.38392083	0.1349717859	0.4075472549	0.4668487291	0.9085654669	1.363555879	0.01508959025	-1.845411036	-0.4620441041	1.163188577	0.7916934562	0.1169633463	-0.6903343442	-0.7670359354	0.01062671946	-0.3529228886	-0.5543142982	0.3840828719	0.2065905748	-0.8833366296	2.395346756	0.04354922873	0.4960999604	-0.938408799	-0.5528775292	0.7151822437	0.5254299576	-1.460388719	0.617274174	-1.650116953	-1.538385667	0.9444303428	-0.8317696326	-1.075309235	0.0820989229	-0.7012892557
0.6499546837	0.7038698035	1.981242843	-1.250578498	-1.402286005	-1.681988009	-1.272541129	1.010444155	0.7389116686	-0.306074839	0.4198371266	-0.2322869056	0.09896665673	-0.6528432257	-1.277137854	-0.5729722244	0.8083581068	-1.100246115	0.5873608355	-0.7853128728	-1.385774048	1.679722259	1.223554896	1.355689496	-0.3063397011	-0.6111064583	0.01102451757	-1.320697442	0.2324057578	-2.417256261	0.05682774974	0.6229740522	0.7080433346	1.235414092	-1.697567099	-0.5376976775	1.198360487	-0.3804659817	0.762192058	1.335850012	-0.2630152491	-0.7753247787	-1.73604272	0.4439371122	1.20894835	-0.9727954274	-0.3046003035	-0.9892355839	0.7106163013	-0.02577509585	0.05912616355	1.48589029	-0.5156265021	2.533157721	0.1929186458	-1.041651927	-1.539008407	2.194303437	1.855668016	-0.1686088434	-0.6566430557	-0.9267930986	-0.6955514228	0.3729462973	-0.561296255	1.105653133	0.02941045079	0.09642240664	0.3930388044	-0.8005067098	0.2367416914	0.005444763606	-0.8958665439	1.575431499	2.039051414	-1.17233678	0.9936714711	-2.748110742	-0.4682899557	0.07348353913	-0.3254191028	0.2385961871	-1.042282918	0.8056543037
2.098264176	0.3561297143	1.159962321	-1.320746627	0.3395635945	-1.415730582	-0.9063284879	-0.1517706914	0.6840542375	-0.3054926943	0.2161674142	1.455015996	0.97786526	0.6850194563	-0.5423492029	-1.084442261	2.019937855	-1.044667696	0.9087662867	-1.078309032	-0.4462869349	-0.08917094866	1.155396767	0.5545665551	-1.235026577	-0.672987473	0.3417909192	-1.523991032	-0.1369663937	-1.186166117	-0.08478456578	-0.3672064098	1.147693749	1.684304099	-1.580083433	0.2210244508	0.7180344074	-0.1822782904	1.386042726	1.551185286	-0.08720767686	-0.7503596174	-0.3170272101	-0.9717805919	0.1003467367	0.168560017	-0.6007132516	-1.870549584	1.657025179	-0.6969510831	0.1854630594	-0.03497831645	0.8077128552	4.07635546	0.5650707851	-1.112592689	-1.759159454	1.184932451	0.4051239127	-0.8161094117	-2.371645194	-1.301711814	-0.2386656469	-1.515973364	-1.533397279	0.3115067953	0.3340792523	0.3470369558	-1.338951914	-0.2333209478	0.09410533192	2.353481246	-0.3527881471	0.3795314812	0.1448083323	-1.80913442	0.7398672462	-1.602938921	-0.510127259	0.3502685608	-0.1112926387	-0.7678682149	-0.1853340875	-0.01839214684
1.417392934	0.07471911908	0.3081184264	-0.3613778473	1.380136209	-0.9182178224	-1.11825185	0.5755735965	0.6082798399	-0.9398870915	-0.5660268552	0.3192293139	0.1083430195	-0.9566432105	-1.292846163	-1.557477553	2.614709419	-0.7505510026	1.71563841	-0.6744620471	-0.7920399636	-0.1184140954	0.9742292069	0.3916763545	-0.1281542293	0.01609868625	0.5362459145	0.01008030251	-0.4146259491	-1.534679426	-0.6161410303	0.4038858967	0.5495793973	-0.4783594596	-0.9465165771	-0.3005256587	0.2843526205	-0.241535796	0.8014359905	1.784489076	-0.5308203554	0.1356882527	-0.329455334	-0.8431912224	1.913444888	0.06575036395	-1.049762533	-0.741287973	2.214699657	-0.3847830854	0.7384230219	-0.1725150022	0.8805589296	3.304394167	0.76784563	-0.7019150706	-1.888947947	0.1095827646	-0.3747730701	-1.644256142	-2.602791976	-0.43439888	-1.803128106	0.2827719085	-1.73480195	0.1375847589	0.5435535776	2.704034852	-0.6309243601	-0.1362533995	0.9129822492	-0.4538872386	0.1103229249	1.7974368	1.127355791	0.0009149858951	0.33706697	-1.144802439	-0.4418363811	0.4512945174	0.6409632811	1.599833181	-0.8049344665	0.438123762
1.169086056	-0.4300465145	-0.1796525258	0.9392780222	1.609807619	-1.295469651	-1.313661308	0.1559470892	0.938804184	-1.060548983	-1.172135258	0.8721288806	0.2343399684	0.5407614869	-1.013765736	-2.241106257	1.007449937	-0.3418925288	0.112618832	-0.9748586507	-0.1831831722	-0.8308631715	1.666688922	-0.09327080499	-0.08904686059	0.6706332871	0.626366692	0.0695286518	-1.091124419	-1.129873363	-1.111725206	-1.364291923	1.372036015	-1.497660153	0.2845566494	-0.1124539444	-0.6972183357	0.04415532292	0.4145908308	0.9760272239	-0.04964855397	1.81685091	-1.78163958	-1.230353501	1.068809726	0.5158724117	-1.410732305	-0.1155346556	1.476950277	-1.322421505	-0.223883668	0.0526931638	2.891343545	4.965437974	0.7229914795	-0.5847791143	-0.7296405495	-0.9931407587	-1.044279163	-0.6506490434	-0.2406863826	0.2704091775	-1.736729715	-1.265304281	-1.982411331	-0.0891725616	-0.03478939125	3.056992892	-0.7697179021	0.7210521031	0.2560115973	-0.307403679	1.237057252	-0.969333055	1.177703474	2.417160905	0.2576374761	-0.2124846909	0.2503280877	0.5950543368	-0.7205232594	0.431510237	0.2129763589	-0.4563700627
0.6216645722	-0.6018747039	-0.1289970193	1.39417661	1.42698846	-0.5968726365	-0.9742635308	0.5090695569	0.9568875931	-1.059083448	-1.001957303	0.3558499086	0.4615002115	-0.5826287857	-1.01367576	-2.265194918	-0.1017149109	-0.2390262411	-1.078678952	-0.4529658145	-0.2156109247	-0.3844266065	1.460834255	-0.7097943299	-0.03342503273	-0.2314809099	-0.6976979955	-1.052573861	0.3775086901	-1.430811097	-1.356644013	0.02902055153	0.7481531465	-0.5944623633	-0.1719347225	0.6040539159	-0.3123188743	0.842091087	0.9715130856	0.436295381	-0.2781191584	0.6361609724	-2.662011651	-1.621235395	0.0931778968	0.5738466793	-0.8232673957	-0.812978569	0.3129434739	0.3207339823	0.1629123637	0.5402977091	0.739260329	4.686207845	0.2755027939	-0.218913891	-1.658909587	0.2375071565	-0.7165955702	-1.374905358	-0.6837723747	-0.009810002432	-0.8600483756	0.02987718463	-0.4788745176	-1.264993558	0.7143911307	1.605105941	1.858856797	1.09287181	0.1949173902	-1.122429362	-0.2884407561	-1.148079995	1.202346853	0.01554719768	0.1207434318	-0.4234064986	-0.1194469663	-1.54527658	0.3657355931	1.056165445	-0.1483468797	-1.028559142
-0.2604190381	-1.232033597	-0.7419236681	1.235846109	0.5976802601	0.7972061408	-0.9764805882	0.9217670888	1.251720393	-1.065615517	-0.5420282657	-0.1151210793	-0.412046989	-0.6894017175	-0.4177439509	-1.822243039	0.6351578378	0.07853946914	-1.815395175	0.3414630747	0.5541171068	-0.5205035971	1.226975768	-1.339523092	-0.4519512594	-0.4083890972	-0.609649643	0.0439422644	-0.7914333193	-1.236464819	-0.7133933905	-0.1319630292	-1.413270022	0.3616346897	-0.404583245	-0.03026321491	-0.201492166	2.071499622	0.8310015549	-0.561343001	0.4989001906	2.418520755	-1.093873247	-1.905515247	-0.9725796628	-0.1109140231	-1.554296499	-0.4793457699	-1.251014685	-0.04510849759	0.4954234258	1.433538759	-1.004392222	5.232293376	0.5039903183	0.4201946493	-0.3524157247	0.416373726	-0.7423168256	-0.6608935577	0.6640127123	-0.04557400564	0.5945455222	-0.5960942952	0.4331401217	-1.435207427	0.767592577	0.05907573973	1.43090327	-0.1406593612	-0.3265946324	-0.3225953397	-0.8144582085	-1.112339932	0.8493926304	0.1297937374	1.126135441	-0.1626054569	1.275801383	0.245976764	0.04783948713	0.9014571662	0.0648444413	0.5140271954
-0.2737951088	-0.6176852763	-0.8492994832	1.045262937	0.2696905799	1.480935385	0.1294343127	-0.05807305426	1.093595609	0.1676602681	0.125572107	1.573624252	1.228218812	-0.08014148173	-0.3444186322	-1.51201357	0.7560313432	-0.31358849	-0.6409321042	-0.3923517897	0.06727265652	-0.4808687741	1.16731945	-1.695219554	-0.6301662028	0.3845707633	-0.8285367293	-1.319619759	-0.1116322058	-0.833313621	-0.6416046761	0.294712673	0.006330462995	2.233807766	-0.116273619	1.190118471	-1.044885259	1.469546086	-0.2659832882	-0.216514849	-0.05486665464	-0.04642720089	-0.2783638519	-1.346623795	-1.340832417	0.6885834165	-0.8497999869	-0.7581442503	-2.196442594	0.1378153083	0.3546162072	0.4286051519	-0.3585424696	3.942407431	0.2801310889	0.2242289132	-0.1460273202	0.1983507233	-1.180838941	-0.2634990407	-1.872606278	0.01382471084	-1.569984823	-0.8589259311	0.9720393134	-1.950250155	1.11904202	-0.04208548089	0.7211730234	0.2012372974	1.062794258	-0.9114150576	-0.2497235067	-0.8236411815	0.2037466787	-0.9022245319	0.7070742431	-0.8105022647	0.7687632022	0.185271315	0.6001770191	-0.3160290481	-2.31456533	-0.5398437197
-0.375686283	-0.4549945756	-0.9902288289	-0.275624642	-0.2169205663	0.95839558	1.061447327	0.8125129709	0.9115021296	0.8914673993	0.8398851111	-0.3126524007	1.021291805	-0.9010531748	0.4497650623	-0.437421324	0.6084566881	-0.4657991097	-0.3177204119	0.4609031115	0.03743098568	-0.1094631264	1.295974641	-1.43185388	0.3857477861	-0.06683844106	-1.241007618	-1.049278579	-0.8395262322	-1.836348024	-0.2695271615	2.012610492	0.9821509985	1.225178713	-0.1428163599	0.1219898333	-0.9533305268	0.1413779039	-1.566271845	-0.06026920687	-0.9415295913	-0.6997179297	-0.9799341346	-0.9809649189	-0.4654735225	-0.6409508653	-0.641341477	0.2785565975	-2.632378275	0.5185310428	1.387804767	0.178286725	-0.5577553671	1.982188294	0.5722831414	0.5850187853	-0.6235539453	0.7053822786	-0.1841114097	1.121147687	-0.7909203963	0.4543717045	-1.456355226	-0.1605094683	1.915989213	-2.277999741	1.147092577	-1.074015426	-0.1139928111	-0.7484349436	1.219612969	-1.544210847	-0.05691543399	-0.7414982891	0.4360940883	-0.4991984643	0.8630830583	-0.2606002594	0.4439704199	-0.6838424116	0.7065588555	0.1748960487	-1.252449994	-0.6201906739
-1.243189817	-0.5746074184	-1.359810579	-0.4926305773	-0.8975625935	0.927906334	1.925690149	0.884919001	0.7424559348	0.9735021985	0.07780054725	-2.994918052	-1.180764432	0.007427709238	1.386720393	0.08466349457	-0.2360814515	0.2017928744	0.04857204691	0.9065821906	0.5856796247	-0.02559905488	1.219559534	-1.106583372	-1.191134587	0.5886085774	-0.8624361105	1.430105242	-1.858876167	-0.3602169441	0.4857750706	-0.2707212626	0.5310081573	-0.6141786126	0.567892896	-0.7281777328	-0.2899085312	-0.0228830492	-0.6641023774	-0.09436259027	0.6901852636	1.936529344	-1.312395775	0.2932456437	-0.3325889397	0.3046109387	-1.181654839	0.8472931946	-1.259061639	0.1914265543	0.1613715149	1.239261333	-0.2953930569	0.3200615517	1.378808883	0.7460221262	1.416903768	-0.6780021787	-0.02200010672	1.29910044	1.004065912	0.34903329	-0.8834621181	-0.9997903781	0.3994139953	-2.017055148	0.4382197529	-0.875001683	-0.2575356158	-0.7811951368	-0.1739408062	0.4423186121	0.3833497496	-0.4146054117	0.1599131523	0.9506573754	1.281553398	-0.5702676599	-0.7840691027	-0.9936285807	0.3914993834	0.7396631505	2.444911281	1.004693905
-0.819536332	2.35976765	0.2562519519	-0.7487490003	-0.5202587205	-0.5487748786	-0.108126077	0.007104515597	0.5977943594	1.022569475	1.527038313	-0.7524419547	-0.7660508624	-0.4253445341	-0.05070074439	0.5773040097	-0.9849983193	0.2350306838	1.207584581	-0.08071108138	0.1275730305	1.099403217	-0.03636668509	-0.9168439283	-1.475758376	0.5612897392	-0.7986292845	-0.8868055918	0.7791679749	-0.4989325041	-1.299468237	-0.7798551005	0.6042925974	1.335478581	0.3683835207	-1.051289759	-0.06598988016	-0.6859645922	-0.2782844136	0.8512864471	-1.024339323	-0.2955560464	-1.094206854	0.2761935363	0.3060779221	0.5650676954	0.4456551972	-0.2191476376	-0.6121402822	0.5885669606	-1.378908753	0.4633103845	0.1147338962	-0.8383821343	0.9733287533	0.1108282969	0.7379925804	0.03088245705	1.374169959	1.094332742	-0.7559591247	-0.9208167811	-0.411036787	0.3554609978	0.7598351336	-1.81871979	-1.307821414	-0.4502092675	2.715938778	2.112163985	0.08942025261	-0.5000826293	-0.2537428372	1.321201061	0.650247064	0.5516710443	0.3461238833	-0.6457979001	-0.418138429	-1.123283012	2.50445249	0.02829000255	-0.4227367419	0.4691827506
