melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086
1.890982382	-0.245020445	0.6071856919	-1.025978328	-0.7286215323	-0.6595487768	-0.6711772165	-0.004025263052	-0.4714696936	0.08931680908	-0.8671224209	0.4468274942	0.890538996	-0.06537201755	-0.6938581167	-2.016725409	0.61908754	-0.1657337371	-0.4769535375	-0.02711823126	0.9635784958	-0.3636396172	-0.1546063356	0.6313143412	-1.643422674	1.149020429	-0.2048743623	-1.474076398	-0.318231681	-2.424661498	-0.02837089071	0.0596779143	-1.476224575	-0.1849601935	0.679661313	-2.635866577	1.441124599	-0.6349794768	-0.3168016956	0.7196035052	-0.3713686454	1.039334144	0.1997161059	2.645965399	0.3014967118	-0.2903994376	-0.7078024566	0.6778429688	-0.336051858	-0.7876849973	0.7627981323	-0.1433706416	-0.009193559207	0.2913310689	2.675237239	-1.006676884	-1.177975682	-0.5043428869	0.5174617698	-0.6841093631	-1.315422768	-1.167174167	-1.219833491	0.008199639505	-0.2188381598	0.4757582596	0.524406189	-0.3586317571	-0.1643826458	-0.07841729539	0.08883414199	-1.831857143	-0.8481905241	0.7861472458	0.8815621245	0.3637301509	-1.229614269	0.2838985656	0.2926112279	-0.32627618	-0.3456545891	-0.2180969531	-0.3139912796	0.05110854282	-0.1775240885	0.6162791	0.8681597716
-0.08464369403	0.572976332	-0.4241796218	-0.3410421188	1.624743383	-0.05967824437	-0.7911858418	-0.3563815926	-0.2694776658	-0.3524913441	-0.8436039631	-1.169426602	-0.1365927388	-1.134075818	-1.547946354	-1.937735687	-0.470613842	0.08350388414	-0.9293778745	-0.5584751778	0.1319035048	-1.098965523	-0.5770867945	0.1270215397	-1.98791146	0.2083503506	-0.6433451561	-1.687946818	-0.1842578707	-2.349315586	0.7837937252	0.05589724373	-2.297062888	-0.220333851	0.7142599862	-2.946570053	0.8117360527	-0.6610323455	-0.08010083536	1.988973555	-0.9292255105	0.4150510267	0.2570487976	0.09940598192	0.2343815709	0.2511279087	-0.6666355718	1.004727141	0.178635734	0.6680207315	0.005901445315	-0.5165963531	0.2939588012	0.7601473041	1.89090046	-1.268441412	-0.4715936451	-0.3922526371	-0.5303566129	0.5613662673	-0.8491908927	-1.002204889	-0.7904774639	-0.1779425582	-0.3647994597	1.788811945	-0.6535563177	-0.4388690224	-0.4343469448	-0.8958333308	0.3727575079	-0.6665766281	0.3345195958	0.465351833	0.7233664088	1.019258633	-1.557185611	0.3391428037	1.828345422	0.4453341395	-1.659879229	0.06047323649	-1.288530869	0.03209025474	0.2604246785	0.4253041396	0.3904441133
-0.9656671745	-0.9925760872	0.7631546237	0.5015299946	-0.8154800572	1.450764826	0.2387849682	-0.004837298714	-0.1008639626	-0.07690276903	-0.7319035375	-0.58123706	-0.2574468804	-0.7158726519	-1.129878532	-1.541956448	0.9079744583	0.2993622028	-0.6303095146	-0.3113532519	-0.8720807742	1.792063828	-0.0421158793	1.375573772	-1.432542938	-1.441804317	-0.05779999724	-0.485603782	-0.7052208172	-2.314767355	0.4370633912	0.3204728451	-1.916633506	0.04040052955	0.811020799	-2.200668411	1.845862677	-0.8865649953	0.5062120593	0.174432164	-0.5278294476	-0.117324982	0.9695274362	-0.4107421289	0.6378608113	0.704504637	-0.7296621864	-1.507994426	-1.306803095	-0.37062691	-0.0931804342	-0.6507843559	0.6533614725	1.097950608	1.521109578	-1.322397298	1.459710876	-0.3864572279	-0.2142673447	0.8956993449	-0.08669276298	-0.1751996033	0.5361906311	0.2353520296	0.05969918491	-0.09287065625	0.2208502735	0.1438079016	-2.069267843	-0.5705851764	-0.6535624375	-1.964739253	-0.8512194599	-1.928981377	0.2634598987	0.1922071387	-0.9428110678	0.08325132136	-0.01910606111	1.507297883	0.2914978063	-0.8208548398	-1.582726481	0.2812380292	-0.1471468951	0.09536827467	-0.2010570192
0.3367296159	1.651526051	-0.3298895331	-0.4993188869	0.3807351625	-0.9716332081	-1.567711591	0.5102549495	-0.04345296083	-0.1336738099	-0.7215260255	-0.8516487408	-0.307164379	-0.3429403616	-0.3965523141	0.05667336016	-0.1077641674	0.8985388953	-0.6843537395	-0.3790820013	-1.133370349	-0.7214819847	0.160466295	-0.4637531558	-0.8506184234	-0.7519803961	-0.6082221673	0.4451262888	-0.1434368162	-0.7751077607	-0.02543506741	0.5729429879	-0.9568648405	0.2762336421	0.7366340391	-2.271615922	1.736511192	-0.03581029575	0.5069496075	-0.3314349066	-0.4717807018	0.161526552	0.5331410479	-0.2208806317	0.9320736361	-0.1016716649	-0.07980137581	-0.5110242179	0.3375108868	-0.04635577686	-1.314194434	-0.127522769	-0.0706913783	1.561009313	1.223409382	-0.8464818137	-0.1672434742	-0.3191757156	1.015556878	0.8434345544	-0.2632464333	0.1883743209	-1.438972048	0.08254660213	0.5683690664	-1.843598482	0.7894800147	0.515496328	-0.1306777987	-0.5188874649	-0.1129414397	-0.8946869206	-0.7783526027	-1.56465833	-0.4327051702	0.2380050989	-0.7941215037	0.4517837199	0.1993682951	-0.7234898023	0.4441141058	-0.9955146928	0.8533333417	0.6698628611	0.641942366	0.1596792919	-0.3275327655
-1.020040984	-0.7071581645	-1.430746521	1.628270178	0.702341951	-0.1869551952	-0.1719227338	0.633789065	-0.1507402526	0.4006328062	-0.2880847971	-0.02199266808	0.2447926806	-0.7631102711	0.1980504071	0.2966461833	-0.9135845949	1.547923285	-0.3572599377	-0.6864409102	0.9189703326	-0.3114395999	0.6935119475	0.1729767867	-0.1512655398	-1.165364001	0.5087580348	0.1537234952	0.7304671232	-0.2063151455	-0.8034076578	0.2115328725	-0.5606852928	0.01177390362	1.191919278	-1.668084704	-1.747296084	-1.345991797	0.1248316711	1.129577254	-0.1149566885	0.3423498066	0.0009368467045	-0.2900626754	0.6601962165	-0.2654729599	-0.07429816516	1.347967467	-0.4887175275	-0.7827907905	-0.01566623359	-0.7550592235	-0.1924644833	-0.5964516303	0.8675220735	-0.7464361329	-0.1079480765	0.8105203865	-0.678444724	1.826944676	0.474731538	-0.3323871071	-0.0443940301	-0.4443391354	-0.1313925011	-1.064502231	0.5135710441	-0.06264931055	1.425411525	-0.7287313637	-1.328808464	-0.2621441825	-1.360901719	-0.1306771524	-0.05629173096	0.5469130539	0.06422178983	1.05464629	-0.4644928573	-0.5382060968	1.831206136	1.009708205	0.5559007039	0.2950447738	0.3416127636	0.7703326979	0.1582518566
1.426137692	-0.9313348497	0.9744716585	-0.6686499947	-0.8628119854	-0.196552732	0.8373630017	-0.3422377896	-0.2810055573	-0.04336174744	-0.117897008	1.141511081	-0.517002741	-0.3606718309	0.02023944465	0.6478498675	-0.5544633508	1.990024395	-0.7925495972	-0.2898367713	0.6303587412	-1.403363653	-1.409564578	-0.6599110035	0.4086551078	-0.3624645059	0.4680866337	-0.3230691354	1.037479632	-0.1248626423	-1.687536336	0.03089549734	-0.04972935815	-0.3525278266	1.011176259	-1.626863755	-0.6685955212	-0.2917467377	0.2908896722	0.02652044167	-0.03801279322	0.4067318234	-1.694398671	0.8680078319	-0.9656540364	-0.7497200097	-0.6039738809	1.302893235	0.9078398916	0.2855141443	0.2074934309	-0.2279608278	-1.354181887	-1.24283833	-0.7464283788	-0.7808776389	0.6286022049	-1.291855413	0.5958367967	-0.8817309168	-0.4706984308	-0.2090437919	0.166880074	-0.3514505184	-0.2056633606	-0.08697974318	-0.2700686951	-0.8278455267	0.05630776499	0.5585940829	-1.019684175	-0.4131482812	-0.2599774953	0.3537394646	-0.3394878977	0.5688635344	-0.1425028653	-0.1523945325	-0.8605021962	-1.041548696	-0.5767606802	1.037941101	0.4340380385	0.5377902371	0.1921344518	1.547831805	-0.4210478548
-0.8440654244	-0.03703131147	-1.214126182	-0.6207409934	0.9829679005	-0.7808748166	-0.362221097	0.1795919996	0.04545732588	0.1838540058	-0.1092954118	0.2989798491	0.1190987237	-1.402428838	0.7891303479	0.5408316487	-0.2798575909	2.297755484	-1.228327305	-0.06780498287	-0.9413843172	-1.666127244	-1.250433936	-1.101203527	0.3840834136	0.3329135734	0.03265496418	0.5868139355	1.714376693	0.8169291565	-1.531973616	0.1966566365	0.2203381074	-0.5007032338	1.201677337	-1.060057193	-1.983492552	-0.3681837645	-0.08431711143	0.982902871	-0.2520695263	0.4530196296	-1.10956324	0.5044973651	0.4549265	-0.6817930141	0.6138259365	-0.5562996431	0.5945307363	1.464491276	0.9771485368	-0.8125756942	-1.014995311	-0.250725058	0.3080478594	-0.2217064676	-1.132107385	0.5109138846	-1.220547253	-0.09611139134	-0.3355274847	0.4487949917	0.706301579	0.01206195028	-0.5085306717	1.417664433	-0.3559944644	-0.4205488084	0.4400122892	0.1026232288	-0.06002809783	0.1326706432	0.4555017487	0.3505593219	-0.707983127	1.304120909	-0.03583654517	-0.2819604701	0.7992463203	-0.4185796254	-1.055814219	0.2875672808	-0.2711154355	0.414991207	0.9564783897	1.350167322	-0.489228202
0.3101752121	-1.111681816	1.503365616	-0.5897922322	-1.316328085	-0.1384815015	1.382238805	-0.665006968	-0.04340868791	-0.4759382692	0.1951164417	0.1631259067	-0.570625999	-0.864449697	0.5277229936	-0.160210032	-0.4983037009	2.364590627	-1.047161588	-0.09645024133	-0.1550870649	0.3012733603	0.1386424361	-1.302785302	0.4719734228	-0.1312716177	0.5686777763	1.348204586	2.040795905	0.004943616173	-1.677430734	0.2690466711	0.6746397373	0.1422643393	1.840457911	-1.155659361	-0.5803236575	-0.9087285398	1.480356424	0.6754739184	0.2204643769	0.775492958	-1.357841869	0.3606555005	-0.2291294784	-0.3499682375	-0.2683432629	1.2065575	-0.55966987	0.1950938644	0.6043280465	0.6380651273	-0.9443605622	0.1205770264	-0.5408534684	0.114996403	2.527296778	0.4728200944	0.2979542595	-0.07005438219	0.9177848764	0.1895549663	-0.8722772705	0.02580476846	0.5379523935	-0.3154472419	0.7657048041	-1.182790791	0.3380434232	0.3342421003	-0.02740079125	-1.567025015	-0.4599232422	-1.229566108	0.4193621403	-0.5937388937	0.1955004827	-1.442816956	-0.9128092893	-1.270330649	0.1200046382	0.6603763025	-0.4639414497	0.8482337516	-1.333747447	1.911749961	-1.047935575
0.2438789633	1.682552444	0.4164477659	-0.9451325191	-0.05826432383	-1.172660311	0.3597353791	-2.134118277	0.3799605663	-1.965001929	-0.2195284915	0.3458243132	-0.8561340306	-1.987712039	0.1883750843	-0.3128321227	-0.7749294787	1.723454021	-0.3499438581	0.2619407017	-0.5177342154	-0.9115519161	-0.05976248875	0.5101683482	0.7094381344	-0.2351447105	-1.526005186	2.154609241	1.736473582	-0.7251621945	-1.475806202	-0.218743431	0.9840824005	-1.228922109	1.586594429	-0.9717726916	0.0744936056	-0.568689026	0.6458584076	0.8926612306	-0.1021936005	0.05864039511	-1.336072363	-0.2409919045	0.7052060191	-1.378960702	1.100711733	1.326568661	1.952045361	0.7143252145	1.945598627	-0.3578871782	-1.979038835	0.07017439601	0.03537643906	0.8035528955	-1.595799778	0.6572490529	0.2021725573	-1.042537406	-0.3436884636	1.279305838	-1.748238781	1.133729985	0.4797618105	1.42355085	-1.623773122	0.02649740987	-0.7237267708	1.165176826	-0.2806191612	-0.7979483399	0.1663272815	0.05736076924	1.100890958	-1.773086326	1.655306231	-2.284366874	2.213291799	-0.6629704464	1.431586803	0.4120622136	-1.815331085	1.369019698	-1.265162554	3.298767378	-0.9967005091
1.996008103	0.299645956	-0.3915805074	-0.2392888817	-0.8149397766	-0.274886896	1.501695681	-0.2272064492	-0.01346876258	0.3733013558	0.2615435858	1.24072702	-0.1419952093	-0.3414042981	0.2871550353	0.1724151125	-0.3988954121	0.3599559623	-0.07369749937	0.5517176574	0.0715584608	1.197573713	-1.077508559	1.013629396	0.554912592	0.4057785437	0.04745176621	1.107037912	1.554294957	0.5085202114	0.5573173632	1.546386248	1.297898409	0.9013094995	1.087029888	-0.6043276902	0.5983681709	-0.6281719717	0.1061883112	0.6449933361	0.5093261417	0.776941943	0.02061535465	0.5640237536	-0.506925533	-0.3602594048	-0.4232624833	1.120548041	-1.03388309	0.06383465407	-0.4468821248	1.334789317	-0.1671024873	-1.505813336	0.7197727455	1.10479505	-0.8566463501	1.374523538	0.3885825358	-0.3526910386	0.2229616872	-0.3908565628	0.3852612735	-0.2914025198	0.9244584299	0.8144192558	1.736960659	-0.5108239957	-0.7663078509	0.03984063588	-0.8497114348	0.6317180543	-1.00339886	1.1349253	-1.528782224	-0.09556158886	0.6794872256	-0.2110893356	0.3106326413	0.2753570971	2.188695791	-1.615967801	2.267578876	1.01547187	-0.145065987	1.973016266	1.15493077
