melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087
0.3575000717	-1.077969476	1.197591528	1.333458309	-1.283239369	-0.9955588986	0.5958048541	1.37609266	0.09398315122	0.278248858	1.523249145	-0.6184687494	1.136892628	2.923060041	1.417983065	-3.207906228	-1.495728203	-2.339370603	-1.38924785	-0.5777252536	0.7414444329	-0.6211324481	1.332682468	0.5944201077	-1.771729765	-1.780415362	-0.1428043266	1.684129024	-0.2854189411	-0.5805819507	-1.813467588	-0.06797136317	0.6071990966	-1.052798459	-0.7465814786	-0.1690259692	-0.4213237897	-2.124557133	-2.230707025	-2.248635481	-1.575757781	-1.526834243	0.2084919091	0.6456175085	-2.418568282	-1.809924747	0.1927795631	-0.5441229308	1.938837508	-0.03695866829	-1.010060834	-1.397131764	-1.494544769	-2.018243125	2.292872238	0.1360919371	-0.4949776147	0.7996216864	-2.912379654	1.804122471	0.7925169031	-1.215325924	-2.217579921	0.9739566088	-1.417589474	-1.90589705	-1.019238764	-2.34027159	-0.8623628974	0.6868757759	1.460129817	0.7692119822	0.2526254322	-0.5923440136	1.322852713	-0.4054654446	-0.02848292582	-1.130251018	-0.258527814	-1.560515982	2.589405565	-2.921027016	-0.1677401009	-2.629725671	-0.2462968232	-1.379198072	0.07138883874	-1.156898888
-1.081005556	-0.5954712578	0.8691618892	0.9413897718	-0.3107017724	-0.2723035064	-0.4477513542	-0.8049745391	1.178002249	-0.9715085756	0.2917261219	-0.7502045958	0.4094761797	2.064995083	2.767148503	-2.10923013	-1.436674618	-1.426995346	-1.580614615	0.7358292934	-2.041245767	-0.1317237585	-1.040051198	1.431931765	1.459932757	-1.765900588	0.04103333467	-2.896269463	-0.8448753531	-0.8988252676	-2.289662672	-0.8522424326	0.352203918	-3.245500888	-2.258045826	1.199443763	0.6010187718	-0.9888354312	-1.821840013	-1.764413014	-1.572183204	-0.9571292624	-0.4016273609	-1.532024496	-1.340142858	-2.141965745	-0.1617995586	-0.3872149817	1.348416353	0.4672986014	0.3179596395	0.2500405101	-0.6846252307	-0.2023815083	1.501395801	-0.6443551406	0.08322743992	-0.1092500158	-2.584753025	1.307441314	-0.4705334069	0.1655107645	0.7552617607	-0.9426510581	-1.24528338	-0.5153851238	0.05171349986	0.1897905589	0.2058662343	2.14075677	-0.564161421	-0.5619785093	-0.1285680438	0.2272794916	1.695995142	-0.3913848089	1.044591043	-1.098646021	0.9905521844	-0.1796750692	1.171569855	-1.029445998	-0.300964275	-2.052687926	-0.5596664377	0.9013413772	-0.03294200633	-0.08109511506
-0.5861360456	0.7821049997	-0.8680734024	0.8601330122	-1.541769049	1.654949976	-0.1822207317	-0.6276847927	0.4117570815	0.2206203939	-0.09936011271	0.1270510134	-0.7854403333	2.141609651	-0.894900082	-1.959700633	-0.7469550341	-0.4873962348	-1.479720318	-0.6125052899	0.2559751534	0.8189544071	0.6885526314	1.363426384	-0.03082880033	-0.5696779836	-0.2970242808	-0.4912187394	-0.6470617487	-0.8254584109	-1.769543782	0.5082768084	0.0841804494	0.0651798938	-0.6980930381	-0.5038282861	1.291507404	-0.3170431645	-1.776812409	0.134605368	-0.8091702119	1.185500941	0.4704780143	1.198731947	0.4771938275	-1.11665902	-1.668601443	1.596345717	1.293422327	0.1548639614	-0.2227394635	0.7356707958	-0.7024435395	1.515495081	1.363871902	0.707612	0.8216689664	-2.517131491	-2.150439774	1.011504972	-0.2457595859	-0.4882694304	0.3745993374	2.538921886	0.3727462466	0.8451904181	0.845390646	-1.36691408	-0.2029082712	1.075105579	0.9607353212	1.632510726	0.7615502863	0.1127512073	0.3492324826	1.974054638	1.169592204	-0.7430947049	1.486831556	-0.9394293917	0.6184462173	0.7272670327	-0.6022189171	0.9280990256	0.05962222953	3.057042221	0.5452104861	0.9121869111
1.124930678	-0.5478545045	2.371337122	0.7471482998	-0.940073506	-0.09720473017	-0.7861668422	0.4011940225	0.5680501993	0.4151915322	0.6719572476	-0.4219092271	1.250989188	1.809132344	0.02344686294	-0.8688233887	-0.5291529348	0.8996569576	-0.3304074074	-0.06489275241	1.249881743	0.2706439545	1.222244587	0.6118331362	1.33431147	0.4446980776	0.3456891777	2.687866572	-0.587130385	-0.7596686398	-0.9532955691	0.3764551231	0.2561619861	-0.4815508631	1.122916729	0.12931708	-0.2445058219	0.1220667187	-2.234655387	0.4932676156	-0.3400371078	0.4968322541	-0.2390974837	0.6833502237	0.6136443931	-0.8844977188	-1.536110187	1.653349927	1.332949877	-0.0003433207347	-0.3596453894	-0.531197662	0.5238829247	0.2831704492	0.4542807488	-0.5577628268	-0.08124453298	-1.227697213	-1.963503808	1.300700173	-0.4418211734	-1.690050547	-0.246826339	1.806282643	1.021441374	1.051234009	0.8729462698	-1.942740715	-0.6633070789	0.4213923469	0.3470117599	1.209287634	0.630917214	0.3230583408	-0.03607904148	-1.514742349	-0.8473191172	0.8119680749	-0.06590149812	-1.583377037	-0.01954324051	0.5306497366	-0.7902606192	-1.002097185	0.4834951932	1.360318619	0.2903924071	1.206757188
-0.7398866862	0.04180141682	-0.796150565	0.7936582574	-1.203288685	1.39674088	0.00597288632	-1.232226269	1.338991639	-0.2092782632	0.1494997552	-0.3424214963	-0.1172540608	2.062701029	-1.06396838	-0.09852057	-0.1900877193	0.9473923477	-0.749791244	0.1615032364	1.467685544	0.08127602784	0.703524586	-2.651408583	-0.05027691952	0.2072941594	-1.124729583	-0.3928808734	0.2544041171	0.2005931601	0.4268471003	0.8199945788	0.1266795185	0.1437345814	-1.582474573	-0.2791481517	0.02327842583	0.05777888574	-1.001182756	1.074885392	-0.3609478358	1.330650248	0.6408582273	-0.5851495714	1.186952203	0.369333184	0.09061246189	0.7940843687	0.0492123027	-0.7903581182	0.2770851969	-0.006454600369	-0.01552094222	0.7072402201	0.9881977668	0.8875781495	0.9885070185	0.8476192371	-1.487021562	0.4875209914	-0.3250934814	-0.7391453203	0.2533203058	1.679778327	0.9935556087	0.9616945158	0.8161663871	1.275514764	-1.275271364	0.43208765	0.5573943575	1.860137311	0.6827242262	-0.116532549	0.8835830653	-0.7439340949	-0.7028058051	-0.370335551	-0.4996246548	0.3150175829	-1.210370452	0.5739327407	-0.9002591229	0.7398641006	0.09603209249	1.531599033	0.9573538421	0.9128092753
1.147459538	1.854316879	-0.7117561695	0.5142550285	-1.039035573	0.05686949437	-0.2194039695	-0.05819700823	-0.6617198701	-0.3991530103	-0.1347783064	-0.3056838827	0.02595856339	1.732661151	-1.771723051	0.1207133832	-0.355343279	1.569987105	0.6416731383	0.5946585972	0.2953576092	-0.9875657754	1.175372651	0.6025813707	-0.04956616396	0.5677770397	0.6246468889	1.301693443	-0.5738491145	0.06633748332	-0.2720997553	0.148937659	0.6906900739	1.001853	-0.3942849716	1.189807707	-0.1504268944	0.6987737331	-1.796406038	1.942866701	0.4619575319	-0.5168232305	0.9355932988	0.2845134125	0.5663562681	0.3494467187	-0.486549266	0.7367612662	0.5387206273	-0.9591688814	0.1261378489	1.17283004	0.8041733058	1.172039272	-0.1352440103	-1.038716979	-2.512088948	-0.6788504684	-0.8537514356	-1.273279359	-0.6344341177	-0.5622768661	0.8219691287	-0.6886678495	1.254652788	0.9332026476	1.194163916	-0.3491788427	-0.3175587312	0.3197152212	0.1242120576	1.082166471	0.2110867851	-0.2040039831	1.418358242	-0.146721052	-1.515810641	-0.09100549607	-0.7018748334	0.9440598908	-0.07657449463	0.4142781641	-0.8273831092	2.083243821	0.4899085602	-0.6859839092	-0.1384487005	0.3437272584
-1.305906192	-1.225944201	-0.5480901918	0.8002355441	-1.059405988	-0.599390307	0.1782369553	1.092900902	0.2200913937	-0.58931314	0.2085733218	-0.5624938747	0.8116112464	2.058873281	-0.04080834683	0.3410964079	-0.1717571105	0.7820614374	1.629427227	0.6888225996	1.170572015	-1.232164029	-1.801590527	0.0657489013	0.1874171807	0.6040623398	0.7460945369	0.33092256	-1.702479593	-0.1415886541	1.521064728	-0.6173413988	0.08947595838	1.76407141	-0.02602895509	1.297671336	-0.0319447699	1.377751903	-0.9126935952	1.451630021	0.4964641496	0.458293636	1.142906823	-0.8047888799	-0.6248329902	2.187858078	0.8516215472	-0.5440048276	0.3647496979	-0.6095845294	1.005027628	-0.1581049909	0.644963755	0.5881318851	-1.247683019	0.4482326732	-1.263424185	-0.5583788132	-0.6780929855	-0.5452872445	-0.9677526361	-0.6760221115	0.7755352262	-0.08680157847	0.07373379487	0.1808202689	1.588758035	0.2663192905	-0.527403444	0.4501706624	0.5838122855	1.609546319	0.4365268482	-0.4683151737	1.966879156	-0.1183885711	0.1518009357	0.3045837513	0.6414960005	2.089174073	-1.275672567	1.870842024	-0.382971624	-1.017550606	-0.1501315368	0.6044622065	-0.05727667162	-0.2713466021
1.587404854	1.339428735	-0.6225823144	0.4804407855	-0.98908801	-0.5093883526	-0.1517140177	-0.446810145	-1.080280755	-0.06833160602	-0.2742718203	-0.6485172217	-0.0002874155201	1.476385364	-0.5815922745	-0.04716420661	0.2675001204	-0.4889825125	3.42081746	0.2414724998	0.3657215336	-0.1441504288	0.5698624982	0.5935957808	-0.05609284667	0.9839957026	1.630657668	-0.4077179147	-2.262887811	-0.08938191493	0.2121057575	-1.997391338	-0.1187426199	2.304378025	-0.1438335384	0.6770177843	-1.906353825	1.232760496	-1.679971976	1.080721648	0.6852055808	0.4418466786	-0.1178105041	-0.04827685767	-2.647365707	1.371172729	-0.2504085328	-2.311643111	-0.7982699758	-1.578973161	-0.7748738024	0.9039044795	-0.8242684778	0.7263248762	-1.675883322	-1.062708353	-1.235225246	-1.012575958	-1.180976482	-1.366351275	-0.6983720095	-0.6945510745	0.7518699836	-0.5415329338	-0.586196896	0.3424372864	0.3398092243	0.8093478734	0.2389527476	-0.2554983386	-1.136591372	0.1718775519	0.121655538	0.1872824364	0.04940079191	-2.013186354	-1.560769545	0.5568598816	-0.8884588197	0.018888746	-1.381879783	0.1199979642	-0.794721475	0.9535685772	0.4331511538	-1.128700274	-0.4539528336	-0.7488925649
-0.8414927411	-1.038824288	0.8841780481	0.6395036359	-1.241498963	-0.81854157	0.3728444461	2.093119244	0.3290134443	0.220107734	-0.1675896714	-0.4556183321	1.216194044	1.780016612	-0.1705927901	-0.635704709	0.9618921128	-2.044488479	2.933710213	-1.500398863	-1.259665943	-1.340899523	1.416200258	1.13658326	-0.1936215607	0.2560251697	0.0553897257	0.6252418478	-0.9955567587	0.6029476256	-0.1930575998	-1.330327849	-0.4554081284	-1.389896468	-0.6255622683	-0.08715310579	-1.391857352	0.5798749507	-1.069732828	1.104566374	-0.2970117806	1.138214241	-2.065547693	0.8759208341	-2.583894777	1.214059022	1.285794792	-2.301013174	-0.9885928652	-0.812169797	-0.7790388888	-0.8278076294	-2.258954657	-0.4141365097	-0.6818436846	-0.9555914991	-0.7880516205	-1.329870811	-2.177788722	-0.04060218773	-1.470975223	-0.6928211416	0.7208890058	2.291869108	0.06789802597	0.8593765979	0.03017519166	-0.5060769932	-0.003205941423	1.355064332	-1.240328905	1.755318075	0.7565445706	-0.09180578334	0.371205581	0.2536008596	0.842527669	0.6330623367	0.0371614354	-1.202126352	-1.68992268	0.5423936247	-0.2621213333	-0.8102801037	0.1325703201	-0.6347632424	-1.552942078	-0.5166092386
-0.5762389502	0.3860292136	-0.3420692748	0.5730197929	-0.7409802203	0.9949320644	0.1280133153	-0.9920861559	0.06902375289	-0.08194596549	-0.02004565765	-0.6393975145	0.6109951397	1.092573407	0.6227866673	-1.004541994	0.8966132183	-1.138010154	2.968245305	1.046794959	2.128436464	0.4112616202	1.873564541	-1.597900079	1.458227881	0.5641590378	1.230324156	-0.7992948476	-0.6838045676	0.2886473815	-0.7479476602	-2.001049818	0.1120784384	0.434470429	-1.348105874	-1.391674039	-1.379276191	0.5257266157	-1.470019789	0.7442072389	1.114994375	0.8908381533	-1.402207048	0.957271232	-2.93177011	-0.072577299	-1.074182076	-2.22224157	-0.9573128839	-1.070346494	-0.4060060684	-0.8694672002	-1.724042696	-0.3103968988	-0.3728934213	-0.8390519519	-0.6301429391	-0.6641400686	-1.715739997	0.5051387447	-1.957288588	-0.2619525116	0.8785037466	0.03282601416	-0.1977339238	1.31240806	0.1884512225	-0.8609966701	-0.02698668398	-0.2368634402	0.2395613758	-0.4639088194	-0.1602482432	0.50505632	-0.07260571913	-0.3317637917	0.3494031652	1.073146415	-1.058082263	-0.6977191916	-2.390152188	0.2403658228	0.394023201	1.172546739	1.187712066	-0.1902732671	-0.06807379249	0.2140331899
1.154230309	-0.5807464509	0.7197713683	0.6346843418	-1.208238484	-1.362757696	0.8111391637	-0.4875278483	-0.9320994606	1.169864172	-0.009600376833	-0.2743286475	-1.297546125	1.544619563	0.229647696	-1.312873817	0.7905748859	-1.34353212	2.019937431	1.136586792	1.010544774	1.131062526	0.4474516612	-0.8658379981	-0.8126593443	0.6736660905	-0.4101626346	0.0355482716	-0.1752168672	-0.2139987501	-0.4854923679	-1.077393418	-0.3939261205	0.6313205248	-0.8905680583	0.06167697346	-1.409892125	-0.3522118422	-0.9916575624	0.8213612268	0.6016493464	0.9132429258	-0.8837045154	2.274782616	-1.619786234	0.1981550629	0.4300376573	-1.214838951	-0.7986415216	-0.9731573567	-0.9842341268	-0.0645118629	-1.326594584	-0.9297749023	-0.8470615525	-0.5518902522	-0.590027613	0.2025607639	-1.638818343	1.116438898	-0.8835859443	-0.5543093483	-0.8577240924	-0.229931775	0.01651381556	1.263828645	0.6202809484	0.314504789	-0.2349322539	-0.8425141542	0.1937689165	0.3595159702	-0.8951260406	0.2154720138	-0.6321936017	0.3343563844	0.9155374206	0.2830556571	-1.146431227	-0.04345421515	-1.664952384	-0.4912918932	0.6175904977	0.2544921333	0.8019325297	1.658823005	-1.022749212	0.9467019029
-0.4040092086	0.2086732832	-0.6168021893	0.3413816476	-1.065091648	0.8884244337	0.2916210152	-1.039203833	0.7057091076	0.06876202687	-0.2103878585	-0.08489237815	0.4980892825	0.8445970867	0.4067396993	-1.23674859	-0.7398885745	-0.8124286478	1.084024016	1.192924242	1.067681649	0.3244394009	1.178408896	-1.570866292	1.47234334	0.7736369026	0.9805217237	-0.9451780056	-0.5575238003	-1.156286666	-1.270152937	-0.6982250629	-0.1978729692	-0.5597557036	0.206128608	-1.028616805	-0.6531398257	0.05548950587	-1.524894028	-0.1614054672	0.4310348284	0.01376730385	-0.45429384	0.4264008178	-0.7183700339	0.08165652221	0.1457603986	0.1719901097	-0.5832612947	-1.45661441	-0.1589912727	-0.6263042765	-0.6975046094	-0.5920300895	-1.647777009	-0.6647170669	-0.6113962395	0.1819715577	-1.050701539	1.243424262	-1.076429671	-0.8161895085	-0.3506347133	0.4737779432	-0.2774751193	1.428893825	0.217305223	-0.9480884674	-0.4807749226	-0.9217397648	-0.625121893	-0.8421645201	-0.1514984508	0.04552777925	-0.3502967785	-0.4377566213	0.4166609582	1.089056461	-1.250241071	-1.082003705	-1.026857787	-0.4978163738	0.4117558389	0.3311409114	0.6761231238	-0.3199266844	0.3371763024	0.9022480632
