melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149	melodic_150	melodic_151	melodic_152
-1.622847702	-0.5289164014	0.6213177158	2.088096346	-0.5697899621	-0.1099602782	-2.31087821	1.664989462	-5.31212812	0.2059224658	-0.1494137315	-0.4464528077	0.9755879673	-2.898608556	-0.1869934179	-1.68419661	-0.01088080253	-1.303652488	0.3939462074	-1.803732943	0.1036045732	-1.147488827	1.372619399	-0.8091727416	0.3868034687	0.7376367984	-2.445786144	0.8931149931	-1.726019558	0.3049938438	0.9634081841	1.236683624	-0.9606996735	1.016123201	0.8277513472	3.545436023	-0.3262834549	0.6112266147	-0.2243163768	-2.157179504	-3.121847148	-2.005628849	-1.737383788	-1.161262821	0.06748924397	2.193181793	0.3816494779	-0.3872440465	0.2863268883	-0.2395131409	-1.634259829	0.3246229311	1.063008419	-0.5773974553	-2.872800646	0.8590716124	0.7343925655	-1.22450039	0.01970226406	1.98369347	1.083855638	-0.986071685	0.759107688	-1.34140843	-0.3095563185	-0.07917489528	-0.5224674861	-0.2062089645	-0.7426394877	-0.02370171373	-0.3665232398	1.90642571	1.468722796	-0.9165221077	-0.7583517157	-1.373176259	-0.8878040001	0.4291239082	-2.019957288	1.982418901	1.290071055	0.1820382097	-0.8558927461	-1.191874128	0.1949528544	2.197871917	0.8625627239	0.6708305384	-0.4485604739	-1.736821857	0.9939558475	2.196828259	0.04676249354	-1.49473065	-0.6082763779	2.476056684	0.1067906122	0.4988900173	-1.553006555	-2.676965003	0.2083531051	1.310991489	-0.9051895146	1.100886716	1.590529908	-1.373570388	1.705742996	1.536526582	-1.285334533	-0.3022279712	-0.08992374101	0.5454735923	-3.005253971	-1.147309588	2.275728648	-0.8227989248	2.083796334	0.4607562925	1.181957308	3.306845832	-0.5350206874	-0.0009762211253	0.4883048492	2.176802653	0.5981938999	0.5305772602	1.149866032	0.5287711908	1.571238188	-2.145207447	1.84161329	-0.8379329565	-2.839852353	-1.026290749	3.55068378	3.759356829	-0.9562401933	-0.5232889193	1.632632028	-2.013669456	2.72631478	-0.02326510699	0.72071193	-1.547644252	1.807228604	-0.4056796723	0.8496332055	-0.1010038762	-0.6032315873	1.70876434	1.046795675	0.08288376321	0.2593789779
-0.1999640606	-0.4218393424	0.5586618876	-0.7972146055	1.069686942	0.8474201835	-0.331016083	1.808921065	-1.920460287	-1.215325244	0.5522364583	0.8312706098	0.9807612804	-0.6651897125	-0.6097829465	-0.3607683854	0.4440818448	-1.289827216	0.7412680405	-0.04031318463	1.014897807	-0.3526648047	-0.2335127848	-1.057471789	0.2904629899	-0.4363312153	-1.909379515	-0.3101223351	1.308248678	0.7519564455	2.26897747	1.693895964	-0.002144318097	1.611053398	2.451961186	1.165798065	1.169976252	-0.3170484562	-1.133107979	-0.3910360335	0.1359246631	-1.329260693	-1.400182467	0.07035217002	0.4756160407	1.899397441	-0.03374686572	0.8994810714	0.3205773868	1.436462157	-0.7339157557	0.7211943347	0.6302777174	1.132941915	-1.240916694	-0.3987126194	2.562079669	-2.242161024	0.7653996932	1.437753707	-0.7229415789	-2.424016337	-0.9052269847	-1.192644004	1.233948404	0.4107663551	-0.6353096639	1.191772383	1.201330271	-1.499224797	0.2786770752	-0.3402861849	-0.7180095261	0.2801108347	0.2032748977	-0.03422988756	0.5581389004	-0.4130132541	-0.8832538321	1.689237476	1.390756838	0.4242341071	0.2147689634	-0.2777951456	1.32466504	0.1750624787	0.4365425432	1.213230016	-0.1423746544	0.7872183692	-0.7698102521	2.172622118	-0.3176484208	0.1497278638	0.9752778078	1.571967052	-1.758670305	0.8375604038	-0.4628984628	1.211234345	0.6148594026	0.5881478062	0.8490357801	0.8857345441	-0.759273439	-0.542073424	0.7499390001	-1.284023688	0.3724753925	0.9889417477	-0.1566314151	0.1584004682	-0.363836972	0.5236750913	0.01698594771	-1.173753085	1.283673205	1.452179498	0.7741734124	0.6772085669	-0.4320098703	0.7510198053	0.5443818123	1.327227852	-1.087780803	-0.471817276	0.3059101131	-0.6736295786	2.67039325	-0.3469301069	0.977196119	1.74894997	0.3716350617	-0.730213157	-0.04260077877	0.2813346461	-0.2175914392	-0.4510203015	0.7114655698	0.5833477217	0.1045342702	0.8814655519	0.7152985785	-0.4131258792	-0.02449903252	-0.01020915391	0.7392777597	-0.2798317658	-0.6397828687	-0.377139594	0.396938101	-0.4076347331	-0.6372628335
-1.122057836	-0.779193934	0.4336441429	1.701414274	-0.7578301245	-0.448242057	0.6638375731	1.599424528	-1.446775941	-0.6459873114	0.5916643565	-0.4038194788	0.09032373617	-0.6046556233	-0.7845437212	-1.118671195	-0.5140692365	-1.400296198	0.04649494846	0.1837867203	1.085180185	-0.1823609919	0.02827423641	-0.5389577341	0.08851161184	-1.285218379	-1.441751023	-0.5304993371	1.030899293	-0.3679260944	2.191342955	1.894898686	-0.6246183803	1.117175112	0.09972422279	-1.735712413	1.405335291	0.4743063809	0.1266979021	0.4485394765	2.355739459	-1.288388517	0.3596763134	1.720961785	0.5107311136	0.1250174135	0.08208573757	0.5455953206	0.06038428266	0.5445709745	-0.5733715443	-0.3572994512	-0.4886942316	0.615745637	-1.089993072	-0.7033636679	-0.1756078065	-1.919720229	1.783939842	-0.07902406402	-0.6608689439	-0.6200071	-0.1565623486	-0.5136470639	0.6889808448	0.2642712668	1.417231506	1.160321871	1.188418549	-0.9383233021	-0.5636042701	-0.5724261066	-1.054969526	-0.7857214845	-0.4329851742	-0.3443085969	-0.4253887156	-0.1792270771	-0.3706847268	1.843492674	0.7315264292	0.3981371643	0.1669700047	0.3197218105	0.2143850221	-0.7312981779	0.4486993789	0.117388123	1.466010823	-0.1725888484	-0.9002502559	-0.4972435488	0.8835140696	-0.5850686627	-1.589933057	1.357844068	-0.07023504939	0.5330699975	-0.6128490089	1.42185094	-0.2002896722	-0.4953985606	0.6798190863	1.562272031	-1.241954327	0.07842414556	0.3598360426	-0.8431591697	0.6859988378	0.8051533987	-0.08128993839	-1.287598854	-0.6690240478	1.071438664	-0.5088705752	0.2475930393	0.3204290453	1.008994833	-0.7667980448	-0.2751592294	-1.395403484	1.03799195	1.216069449	1.930646463	-0.9710206288	-0.3939382853	0.3729681926	-1.344517067	1.545834318	-0.334493357	0.9472951463	2.04413064	-0.5662748368	-0.1344805145	-0.9558685528	0.53727969	-0.5287757183	0.9708268277	-0.7463923049	0.5569766715	-0.4336801096	-0.1310946368	1.016075453	-1.074375441	-1.091586547	-0.1967966821	0.3221224779	-0.8674322957	-0.2637093993	-0.6140860587	-1.077320441	-0.2815500704	0.9340815085
-0.8053071435	-0.8111813771	0.5336411528	-0.05601597974	-1.304084935	-0.7210411403	0.6561257781	1.103063892	-0.8834646765	-0.4781579434	1.393714709	1.128007431	0.01242175316	-1.199595451	-0.2123370584	-1.267832715	-0.7588791383	-1.385107372	-1.242155787	0.1514903033	1.037646322	0.1202666144	-0.8618622501	-1.370805585	0.1448318949	-0.1871764018	-0.5932499655	-0.4419339266	0.126827766	-0.5433159073	1.501566586	1.116387636	-0.0794764754	1.205451732	-0.3676143605	-2.258464021	0.8042423778	-1.036826864	-0.5014838706	0.04383495	0.2049705866	-1.119366541	0.2826183736	0.7340970479	0.1475874626	0.2183802015	0.05029878745	0.4319673086	2.086600976	0.3832405309	-0.5634735948	-1.74896324	-1.093639594	1.873366679	-1.233710246	-1.278595686	-0.9175729356	-1.145709582	-0.3775734442	-0.9124339679	-0.4536648515	-1.504403967	-0.516826426	-0.4283121897	0.958015743	0.1064558199	0.8652697103	1.330439413	0.9429996201	-0.464526401	-0.6171368751	-1.50989045	-0.8171804946	0.02193885945	-1.243322558	-0.2680327133	-1.39540035	-0.8945020564	-0.907453057	0.4058406543	0.6201773814	-1.389984419	0.2476053831	0.4316984062	-0.6164725859	0.5569876412	0.4772242254	-0.1050328524	0.6996588895	-1.090109344	-0.1425625634	-0.6178552626	2.293033466	-1.142782289	0.07007027973	0.1032836617	0.6250184583	-1.842320262	-0.7808071689	1.206700892	-0.05962950873	-0.9204216458	0.2037977227	0.03038211729	-1.067481155	0.1748455165	-0.04929573952	-0.8912804782	-1.960790654	0.119318297	-1.302718508	-0.7076021553	-0.4948178824	-0.6885066564	-1.473701883	0.8090726301	-0.2755084421	0.6014481226	-1.554348507	-0.4338178613	-0.990484834	1.701090286	-0.62055276	-0.2095694697	-0.6221020163	-0.8136415142	0.2369009374	-0.9803252065	-0.02842650126	-0.3408933369	0.1379099617	0.56639222	-0.6406146536	0.01863043502	-1.831056565	-0.7783884758	0.1173712517	1.243753139	0.4902419476	0.05392909732	-0.2311873034	-0.2254750923	-0.3180479905	0.2086383408	-0.611106078	0.02508019535	-0.1332037042	-0.6864987363	-0.5947234759	0.5017757337	-0.7350667303	1.383597809	-0.3468017216
-0.7494076728	-0.9427129993	0.5429161361	-1.072562301	0.642279465	-0.6449464952	-0.2299659354	0.02445543834	-0.6597472129	-0.4395215929	0.0796957998	0.7948372858	-0.41272308	-1.212255244	-0.2576169473	-1.544787709	1.478992861	-1.395020849	-1.002122167	0.1815564111	0.6997861602	0.2311738493	0.1391704944	-1.329597189	-1.03160811	2.712930792	-1.133347264	-0.2796666421	-0.3483907431	-0.6441319827	1.099154536	-0.02974325382	-1.949300614	0.8956735354	1.441592956	-2.123872225	-1.392822488	-0.01969922781	0.4468629697	-1.050145773	-1.013750692	-1.380556434	0.8053786201	-0.6847609366	-0.1816689834	0.4423443771	-0.6091628549	0.9551742838	0.102605745	1.673292879	-1.713717028	0.0182506823	-1.463478955	1.4654169	-2.977705553	-1.236824727	1.36796224	-0.5267165074	-0.2128072476	-1.545315999	-0.1262236208	-0.1633770056	-1.037287445	0.1949941971	0.6329144793	-0.8414973268	-0.7444021773	1.30458244	-0.6303699878	0.2228628919	-0.4964289994	0.1878503342	1.410620817	-0.4862485043	-0.111059062	-0.5750053536	-2.380506989	-0.5870460248	-0.9529699966	-1.094041363	0.7041235193	-0.2034889483	0.4693490113	-0.4127990542	-0.9273040048	0.7261953819	0.5256151471	1.361491003	-0.8349959584	-0.8363629506	2.102990214	1.963290049	0.8395470754	-0.02887665716	-1.011235232	0.02792902553	1.474696848	-2.430937203	0.2352587228	-0.3697886648	0.569125395	-2.594454318	0.1174813246	-0.8034846576	-0.4985636875	0.3525207744	0.2223451228	0.4898728577	-0.1104131822	-0.3062334645	-1.817706244	-0.8551949377	-0.3456604631	-2.142353326	-0.6598895108	0.8194676767	1.684298798	0.3990698374	-0.5627780416	0.07353322328	0.4073393105	0.8856480079	0.4304957822	0.6489404757	0.9091003142	-0.5264868673	0.04477781445	-0.4957451925	-0.8289197523	-0.1323861029	-0.9345565761	0.6091384916	-0.005560562125	2.053953133	-0.005194360748	-0.06302003957	-0.7735690236	-0.1995995456	2.02283342	0.1646488235	-0.3823447286	0.5404917668	-1.829246221	0.5555312217	1.594698936	0.4195047321	0.6296515839	-0.4095812579	-1.145903361	0.01557004211	-1.388811793	1.002541449	0.08166708906
-0.5571600092	-0.7319254854	0.3980170101	1.362991045	0.521747442	-0.2952080913	-0.1977179257	0.1394536341	-1.052101887	-1.031159441	-0.1044748244	-1.673492127	0.1164627714	-0.9692831854	-0.65009954	-1.402680962	-0.356114107	-1.201200979	-0.2207776878	0.1765557334	1.282668495	0.02848132252	1.35948582	-0.1194274753	-0.5463600441	1.034592361	-0.08114289234	0.008802440645	0.1841838694	-0.5440416141	1.256625868	-0.6435239376	-0.729633258	0.9005166406	-0.3697814661	-1.387749753	0.7048288177	-1.477542994	1.521097046	-0.4937757866	-2.140984801	-0.9900179604	2.007695331	-0.0430293259	0.1684687232	-0.5667490241	0.06116197478	0.4408949896	0.09323186811	0.1957880954	-0.6573289212	1.255498373	-0.6327465195	2.058303071	-0.9231243987	-1.966846634	0.6280397626	-0.8335687518	1.303488158	-0.7010143657	-0.845069748	0.2916894772	-0.4102732007	0.9368061382	0.1119079811	-0.5094598827	1.362860079	0.4137540796	-0.9592735894	0.8155460919	-0.1514476796	0.155668158	0.9827946723	-1.543963994	-0.402790501	-0.6492296507	-1.373291566	0.4690520502	-0.1296884526	-0.8791136558	0.1866262061	0.6395868757	-2.734107572	-0.4919454551	-0.1808608999	0.3448545549	0.6204802836	0.5411384926	1.076907005	-0.4889378783	1.011699224	0.828710305	-0.9071302776	1.07587657	-1.520390614	-1.000188735	0.3667685434	-1.311828096	0.6696531242	-0.3235911577	1.711219874	-0.9568910388	0.5355005951	-1.237171261	0.6367203766	0.6195223588	0.2168706837	0.9965697337	1.94738251	-0.4380460034	-1.547325315	-0.9325548617	0.2374022777	0.265890896	-0.6629808165	0.1043255292	0.4376053984	-0.3653845176	0.1072952049	0.7930167739	1.363720878	0.02302207249	0.3036057537	-0.01863857192	0.1537197655	-0.4275788744	0.08951903656	-2.123686472	-0.6335878461	0.1568023108	-0.7752880011	-0.07167857225	0.3103956345	1.932414301	1.094955913	-0.2163280602	0.1531156931	-0.6442620392	-0.2417710898	0.3450179625	0.01012046268	0.7414799246	-0.4385884084	0.2357511861	1.900142928	-0.7528264556	0.9117831488	0.1987071309	-0.4154292436	-1.050345192	-1.035201276	0.2365834016	0.6968358985
-0.09854998187	-0.9171388992	-0.5658073629	-0.6439115575	-0.06051237244	-1.112894789	0.9004102013	0.7523527919	0.4542798317	1.486094647	0.968920204	0.6732668004	0.8730677471	-0.381629987	-0.6887312637	0.9506301406	0.9570066585	-1.451945597	-0.3762619827	0.3007334545	1.995067597	0.1322187151	-0.6687879832	-0.6509207847	0.5754353116	-0.9505748191	-0.001410870536	-0.4248331008	0.8243212725	0.6557627652	1.630736932	0.03194881997	-1.124206677	1.310998732	-0.4079041518	0.03419456108	1.596021045	-1.507712399	-0.5397534397	-0.001846340311	-1.300995814	0.5997064138	1.474839344	-1.031878612	-0.3263156935	-0.4268334641	0.2746115978	-0.05783937839	0.2384526274	0.08563772506	0.5972753737	-0.4308570332	0.186508247	1.556072568	-0.7033790388	-0.4686108288	0.4762304914	-0.3876303608	0.1067499943	0.8777703603	-0.4274300836	0.6151432297	-0.09198093586	1.395470442	0.6704546061	-0.9006857302	0.8126961254	-0.1459444776	0.2466370181	0.2580772177	-0.6471941881	0.5085864587	1.555349079	0.4161114131	-0.1644834581	-0.1637713558	0.07707459069	0.5578456421	-0.4435594661	0.6090572355	-1.154150691	1.192693004	-1.844389796	-0.2372111682	1.000941023	-0.3771062017	0.6224175938	1.076618243	-0.3080984166	-0.6437103432	-1.319781502	-1.341371983	0.3260912645	-0.251070388	-1.182452492	-0.6046035981	-1.117451787	0.2834847245	-0.2658396597	0.6003233681	1.051829231	-0.2163193297	0.1355309728	-1.341290167	0.4690184098	0.7450740215	0.1922641246	-0.1288274902	1.804632108	-0.5707570533	-0.8694287055	-1.233834905	0.7815532708	-0.4949846349	0.3862553876	-0.445930238	0.4099605296	-1.095940374	-0.1778155129	-0.4449878431	0.1939805536	-0.4743263374	0.2676044633	-0.5753369993	1.616693122	-0.7987873425	0.07712739295	-0.4155412568	-0.454408552	0.3779883263	-0.1339499455	1.02245198	0.5930874258	1.819766715	1.064737329	-1.981802336	0.0153353439	0.1227576168	-0.9701352734	1.371724621	1.0933718	0.2934270359	0.8775368256	0.4758551517	1.257703518	1.40653197	0.3968884666	0.4951058924	0.0452729985	-2.134531281	0.09118023855	0.102357889	-0.8110108664
-0.5291003071	-0.4865509101	0.6548270697	-0.4086604584	1.050482616	1.352525037	0.5480963151	0.1092697113	-1.217931007	-0.4220026227	0.4687033618	0.8183753548	0.5456197355	-0.4413851846	-0.6009179118	-0.01512736616	-0.6945526201	-1.102234126	0.4510977819	0.1956610964	0.1044618261	-0.1158958496	-0.8425488933	-0.701400509	0.460348558	1.00722684	0.1605253134	-0.2726389578	0.7529418787	0.1846190311	0.5674121636	-0.5428717224	-0.9811130707	0.8168112408	0.8209139891	-0.2417598061	0.05407263988	1.025381928	-0.5160454493	0.06080446354	0.9469788178	-0.2970815037	1.283232343	-0.9853932949	0.01791230595	0.7823653878	0.537385706	0.2636611903	-1.214590101	0.6817272518	1.11581466	0.6430726095	0.1138595124	-0.04803807105	-0.7234962184	-0.3147784499	2.589000749	-0.1095336737	0.2245450485	0.7760741397	0.5695960229	0.3822678746	-0.1108219947	1.991506941	0.04953391698	-1.334180341	-0.7571382826	0.04293709725	-0.7293251145	0.8262493708	-0.03217861695	0.04919194451	-0.9626336431	-0.4588386773	-0.553880382	0.1396844059	1.221868812	1.150365145	0.01106990071	0.7754615091	-1.408588763	2.057642362	0.5610315943	-0.5754990279	1.181697571	-0.1068399122	-0.8826585152	-0.03457879212	-0.8620692105	-0.730112611	-1.094537598	-1.253619449	-0.6554163093	0.5730462681	0.006987425121	1.11551314	-1.158779547	1.089109322	-0.717172966	0.8921151043	-1.570513844	0.1372880884	-0.6010302759	-0.833462673	0.4279220685	1.185092863	0.1675597595	0.8857998857	0.6579604237	-0.3769857049	0.8472169894	-1.124733728	0.5279172761	0.06294380125	0.2433789798	-1.157820871	0.7121659065	-0.3057208212	1.14378497	-0.4139035822	0.1796309117	-0.7493601969	0.1599090155	-0.5484258795	-0.2576745534	-0.9078193507	0.1358392098	0.8246054613	1.427467748	0.9979506979	0.4279672993	0.1563186334	-0.09840166727	1.916555302	-1.050108646	-0.4430211428	-0.1615383138	-0.4857105884	0.5238925914	0.9176695323	0.1930167436	0.5358037084	1.058192873	-0.04608142062	1.252076038	0.7421551947	0.2971837485	-0.2052394062	0.1510247144	-0.3130856072	0.5969482512	-0.1752791478	-0.4684527727
0.08333832405	-0.5342324079	-0.07393007532	1.588510431	0.5517946957	1.804600756	0.06857853845	-0.1022927498	-0.171696729	-0.4961780597	-0.02272525069	-1.1932801	0.5720690605	-0.9597972604	-1.197214606	1.482129244	-1.1085273	-1.365441717	-0.1510525549	0.311965027	-0.2110530467	-0.06812223387	-0.575563965	-0.0730355549	0.266597489	-1.103075161	0.4693839587	-0.302631057	1.841893523	-0.4782119385	0.5673930704	-0.0742209564	-0.3996431054	0.661246623	-0.569229116	-0.1844105536	0.5784903097	0.7505379036	1.061059622	-0.3446364891	2.388939017	-0.2751118265	0.6644674825	0.2641621636	-0.218282856	-1.396939467	0.6736106603	0.05213877575	-0.6105497482	-0.3681646424	1.423674375	-1.32757296	-0.8644832815	1.412103432	-0.6434933707	-0.4364838659	0.7077673542	-0.6349470073	0.9376824442	-0.1267776186	1.052062214	-0.628781139	-0.1880901042	1.740429553	-0.9792783573	-0.849713225	0.09151471246	0.4001892282	0.6739780865	0.05268411622	-0.8459901064	1.470279694	0.4731882321	-1.552490609	-1.386489505	0.2055818782	0.5450323553	1.215595608	0.4087037995	2.122581719	-0.3308490754	0.5232719799	1.036700357	-0.3555557818	0.6550510311	-1.065111642	-0.7000582513	-0.003857600286	0.5983294405	-0.9066677048	-0.1988889408	-0.8932720342	0.405128753	-0.846593587	2.622345093	0.7142970462	-0.03585159522	1.025082008	-1.090999494	0.9686266701	1.073263043	-1.443763133	-0.228391218	1.594540094	0.2953872363	0.6948412349	0.05737656914	1.228407118	0.4523816219	-0.7213606287	0.02421198911	-1.174491662	0.7062087743	0.4243270258	0.6993149344	-0.4179189933	0.1301835579	-1.725810351	-0.4806952395	-1.405567221	-0.6578969065	1.529226017	0.8359071042	0.3534797259	0.4953124446	0.00335766498	0.03527034842	0.05659849279	2.624383278	0.499492972	0.1664776432	-0.4042394143	0.6064999216	0.7034590539	0.7182433708	-0.2933798614	-0.3697134582	0.4195557516	0.1037258642	-0.4149492596	-1.317874644	0.7687314786	0.6125738352	-0.001426672677	1.193237171	0.4081311979	-0.4439414483	-0.07019108213	0.2131357534	-0.7670856327	0.4983419971	0.173832259	0.4270565556
-0.3387830556	-0.5416174437	0.1676168907	0.5540293352	-2.234092073	-0.1690245355	0.1812866956	-0.2647197615	-0.5453553352	0.5096406216	-0.05174948754	0.4684778221	0.3234645158	-0.9341895057	-0.501284388	-0.02973319525	-0.2348353424	-1.114438713	-0.584053557	0.07022895558	-0.5502234003	0.2107512745	-1.368947915	-0.9156137688	0.3189157753	0.2614563838	0.7709461793	-0.2622274046	0.2093506484	-1.035346387	-0.0898891407	-0.7990613836	-0.1642253831	0.1213202249	-1.057770158	-0.549020353	0.7335382869	-0.4593206255	-1.010126599	-0.4502718409	0.3763922266	-0.7332177995	0.3305044519	0.6862337372	-0.1773189796	-0.02919147015	0.2380871903	0.7581896094	0.04847055781	-0.9661204546	0.7555468671	-1.87562294	-0.9066344879	1.476055218	-0.8797882087	-0.3133951984	-0.08008235561	0.5042976196	-0.7776117873	-0.8896888602	0.1823480271	0.5846952091	0.2876615319	1.255957373	-1.519118274	-0.8212594399	-0.02771152221	-0.4592918333	-0.2493427174	-0.1180730157	-1.185360453	-1.197423294	-0.6497955976	0.1775660999	-0.7940177063	0.04626591921	-0.2988716543	0.8278594463	0.03709614988	1.452326974	0.2811310384	0.4537688727	0.2900501605	-0.6408486442	-0.1308365604	0.1278782881	-0.2963245678	-0.3878373374	0.7746185781	-0.9751336902	1.071380366	-1.154195069	1.534146048	-0.7787899968	1.04506127	-0.4864206166	1.392003835	-0.1796229668	-0.3941404753	0.932355246	-0.8439193694	-0.2977418397	-0.01544685359	0.2864716448	-0.5841578395	0.6064432092	-0.1969597203	1.328862945	-0.5912296785	-0.2612118719	0.1549051996	-0.2564962725	0.1810274808	-0.4404120629	0.3562502108	-1.569610226	0.1310452335	-0.2526315437	-1.437871747	-0.8920885074	-0.8442516849	2.450476529	0.5115250862	-0.01641395105	0.8334419976	-0.4774597852	0.004208477098	-0.3170368277	-0.1537181438	0.4512494596	0.2991010607	-1.048609576	-0.5755318739	0.130298443	-0.8998569775	0.8696552805	-0.1250157022	2.398304556	-1.270788691	-1.951156135	-1.436410603	0.329202759	-0.7900256571	0.453283444	0.7597298609	0.66860938	-0.5721367403	-0.2580686411	1.405472363	1.180248439	-1.351646379	0.7657917966	0.03089448564
