melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073
-0.7831972258	-1.128609851	0.9117849543	-1.123590576	0.1413959	0.5010576013	0.03071908591	0.9077650708	1.588530791	-0.03034472849	-0.8934558924	-1.450181303	1.01696977	0.154700136	-0.5327039534	-1.326870352	-2.138548003	-0.8894903413	0.8209782853	0.6899761948	-0.6074541462	-0.3264181056	0.152807647	0.7048136632	-0.3321434309	0.4687357852	1.449356334	-2.437661008	0.1096411437	0.5559519383	-0.01012502269	-1.620884859	0.175089117	0.6172762393	0.8330201135	-1.958978375	-0.4547925605	-1.230290777	-0.1315615995	-1.148760286	0.6804295257	-0.529884916	-0.5883430806	1.99855061	0.538801189	0.1617872997	2.575766202	0.2842026737	-0.4055956323	0.21875793	-1.882977931	-0.6297714737	0.2633867678	-0.1143735567	0.2485169043	-0.1576938281	-0.4069043422	1.567076154	0.9791990213	1.772701995	-2.102053948	-0.4156517005	0.8571807507	0.3578307145	0.1654156614	-1.757145623	0.4752263472	-2.361672773	-0.2722246635	0.07884413586	0.1423629658	0.6306817787	0.1476936897	0.7946283809
1.563692404	1.079119194	-0.2614958509	-0.7994881589	-1.282430463	-1.723310536	-1.197904866	0.6061730007	-0.1506160447	0.04287001369	0.4429344328	0.4474117314	1.412203855	-0.9912790861	0.167390504	-0.6156660286	-1.483188822	-1.179449017	-0.1497974829	-0.8634130761	0.008608794306	0.3560036743	2.447503489	-1.144191222	-0.6240629853	-0.1094298536	1.582998107	-0.7384116418	0.577472928	1.064460329	-0.612987979	-1.076873283	-0.03940463521	0.02152398983	0.7953792702	-0.8525933749	1.422197892	-0.635914881	0.8573065	-0.6762095369	-0.1176756344	0.161968746	-0.9990470991	0.748308816	0.1841373026	-1.026099867	-0.08243900544	0.3840059318	0.08362988661	-1.324654156	-0.6350762138	-0.3038549221	-0.7089082609	0.0547094024	0.1507116811	-0.3855926826	0.7468879161	0.715851774	0.7902049811	2.023012118	-0.3606100846	0.7347110527	0.5553180773	0.2063376922	0.2660595842	-1.977619438	-0.06211902338	0.09950136798	-0.8773520616	1.070181368	0.9705445267	-0.8120713078	-0.2600936008	-0.2904534543
1.450282125	0.07088291682	-0.4079419865	1.270895743	-0.1455931989	-0.6073407496	-1.640579853	0.4814814078	-0.9837273314	-0.9346985629	0.00383767942	0.894721723	0.9846596328	1.204016679	-0.3188754644	-1.754238273	-1.847198669	0.7525521142	0.2909241272	-0.2248870289	-0.003968629301	0.546143023	1.784564477	0.164510746	1.154257839	1.340806509	0.950288235	0.2853469899	-0.1278925008	0.2285186015	0.6279742997	-1.328312631	-0.01607869001	0.3384365408	2.466777542	-0.5411861708	-0.3222800808	0.7883317521	-0.9843857165	-1.311310272	-1.175945349	-1.080279159	-0.1175877373	-0.6568922728	-0.4735053801	0.7523135433	-1.717219243	-0.6424047954	0.9039971343	0.2821657518	-0.1028560671	-0.6784050843	-1.210799548	-0.3606198017	0.1048759116	0.2087337936	-0.7774420478	0.2895087451	-0.6228601921	0.04737482756	-1.119781734	0.6279469353	-0.4542462654	0.5604147935	-0.1425861918	-0.7910495987	-0.3785441627	-0.5354830575	-1.391444554	-0.2455484013	-0.125615056	0.6666360099	1.524830905	-0.4698878767
-0.1144166126	-0.465891722	-1.029084989	0.6177365039	1.61188459	0.2094760206	0.4128395616	0.5384992235	-0.4241692516	-1.078715924	0.2010100889	0.002498321245	0.3164245896	1.534075422	-1.534841101	0.2892805263	-1.451789797	0.9720519979	0.04236836141	-0.114333882	0.245474067	-0.6704793767	0.2462765643	0.7477081044	0.6359219539	-1.433784105	-0.00603016014	1.152305784	-0.907776377	-0.5568252607	0.2207526083	-1.141028014	0.3283382302	0.7091093893	-0.416038991	0.3335096605	-1.57387472	0.2231500517	-0.4675809676	-0.3164020461	-0.8797118737	0.1170480789	-0.6861846814	-0.5809623982	-0.5355156631	-0.622607836	0.4102758571	-0.1381662916	0.4187405919	-0.9962529687	-0.06178520263	-1.044033579	-1.180424171	-1.348196988	0.2331859667	1.300946383	-0.6396230855	-0.8253250827	-0.3241794669	0.9092228809	-1.091545038	1.568023407	-1.095938648	-1.168876842	-0.2795987011	-0.8791997328	0.6068868154	-0.1795253788	0.856747157	-0.1852809298	0.2455395898	0.8349939836	0.5404445982	0.8127393289
-0.8969443349	0.8410209629	1.021911539	-1.083878784	-0.4468636822	-0.4025409446	1.640752604	0.7645869321	-0.6421534284	-1.152404643	0.8694450335	-1.169352026	0.6710173616	0.02962915052	-1.07106278	1.275082107	-1.402934918	0.1064698047	0.6831013143	-0.6627228683	0.8749233667	-0.05199862844	0.3457482859	-0.3421391143	1.409960024	-1.12467944	1.015118638	1.463126149	-0.3154128799	1.22158042	1.487851512	-0.4229957977	0.0656991542	0.3245038454	0.5191925254	0.4003876894	1.478125101	-1.488778157	-0.210525987	0.566001624	-1.161596419	-0.9734665109	0.04306600815	0.1367242017	-0.3736439392	-0.05856003092	-1.017900848	-0.5884693053	0.3511498113	0.7502386294	0.630318835	1.34266526	-1.178917317	0.5743078463	0.03949454317	0.7991175657	-0.6428043911	-0.4019421469	-0.5233746863	0.1560685416	-0.3657068192	1.677412022	-0.4268142563	0.05817144487	-0.3745363138	-0.3530415044	0.3325244468	-0.06347768933	-0.2387285712	0.02384020057	-0.5810508767	2.538136667	0.6979984935	-0.9209402803
0.1154515761	-0.6944622854	-0.8075072026	1.5523323	1.812851253	-0.2083033406	-0.3617221619	0.6899129291	-1.485868515	-0.6843217112	1.986987567	-0.2226359907	1.541569575	1.015167634	-0.6174049727	-1.714192171	-1.028125852	0.4203335004	1.310847378	-0.6010525655	0.9598203479	0.4951668487	1.466260573	0.4987855036	1.902521595	0.9795115941	1.592798544	2.485497527	0.7882565574	0.457918736	-0.1524844275	-1.076737119	0.6731202108	1.286075074	-1.188061812	2.095405858	0.3916108673	-0.6781955432	1.491570282	0.6930060944	-1.1611422	0.7614081332	0.3632284991	0.5273940538	0.9496353037	0.2309599144	1.276307603	-0.1373381761	-0.190297524	-1.847755441	1.498598603	1.472999427	-0.8106036109	-0.1543461416	-0.5489603822	1.04452884	-0.7194594118	-0.1446147529	0.0194187661	0.08885958095	-0.9836954975	2.082944274	-0.8016023224	0.2358003643	1.625777988	0.1170301333	-1.127346301	-1.66826966	0.04064829674	0.350825364	-1.809391669	1.36644644	0.3460621932	0.3219171847
-1.138272505	-1.447527261	-0.679204435	-1.195381105	0.5613539758	1.887171375	1.005966754	0.7331101579	0.7017948864	-0.722018083	2.451593698	1.18492252	1.95391101	-1.056528761	-0.5962248396	0.6726490253	-1.476767477	0.8700609095	1.422527714	0.3097076613	2.006997158	0.3925109361	1.670883751	0.3603100228	0.9403270591	0.3911442386	0.610616393	2.22931209	0.8056980553	0.05529466672	-0.2146661872	-0.4682544389	1.389542705	1.90374567	0.4525956248	2.351959786	-0.4844490139	0.6911615497	0.8393888445	1.271391948	1.309799098	0.4107280119	0.1198500839	0.1012702638	0.2613361517	0.6506924478	0.9785281509	-0.5754672138	0.4369555353	-0.7144263849	1.947236368	2.204399633	-1.181262427	0.7987409647	-0.4710644396	1.885144045	-1.021626173	0.4369575446	-0.08067297718	-1.485424909	-0.1210372984	0.2215523795	-0.6093445682	-0.7834600233	1.996025991	1.675576801	-1.136440202	-2.06970589	2.064087677	2.067478581	0.04033287843	1.633440691	1.294047422	-0.3459475497
0.04308863512	2.09246698	0.9512790921	-0.7093614646	-1.023509527	-1.313098266	-0.4794545485	0.4653709683	0.3707504465	-1.243153396	1.032035478	0.7531406881	2.324074217	-0.06216098376	-0.3263542512	0.701305217	-1.90646342	1.057238956	1.402663476	-0.3448963817	0.5000436935	0.7225500071	0.6858714201	1.038123726	-0.8065956064	0.04382364576	-0.4163066704	1.610013182	0.4472193635	-1.010343893	-0.7338636915	-0.6977303904	1.101988253	0.1726246557	1.915234563	1.509668456	-0.3627415355	1.393524299	-0.686705459	0.6786486198	-0.7068764665	0.04778570196	0.1070910932	-0.2550399155	1.594142946	2.231379862	1.390961913	0.2148802175	0.2003557595	0.9241498494	2.279207195	2.6166889	-0.3295772428	-1.345842051	0.1034868354	0.6876512515	-0.4453010708	-0.3245508334	-0.8645828649	-0.2104827625	-1.015053138	-1.402873206	-1.063820285	-0.3618822368	1.441656485	1.319770393	-0.8936553294	-1.51729106	1.039980128	1.771618942	-0.5480298559	0.5665303433	0.3852153011	0.807437964
0.6470686505	0.04627909264	-0.339542108	1.730609769	0.1779811217	0.4800681166	0.2255638121	0.3574979213	-0.3544644414	-1.124513557	-0.4598433045	0.6469468577	2.610479843	1.153159686	-0.2801660812	-1.585861243	-1.021724124	1.598871801	1.516215881	-0.2083454132	1.434407134	0.500785815	0.5763274585	0.3122943887	-2.299322199	1.327713488	-0.8112923456	0.7277478215	0.7955446818	-0.807567648	0.6501241748	-0.496386608	0.6342422311	-0.1834636365	-1.373644754	0.05197310047	-0.7440003458	-0.7062523202	-0.4640204894	0.674650877	-0.1761842758	1.648654392	0.05476511974	1.0984386	0.6068614659	0.6507314877	0.3327990974	-0.07448783243	-0.8688879933	-0.8006346861	2.059706545	0.7516238471	0.1480815602	-0.6990087968	0.2399268756	1.173240596	-0.2897029756	-1.55870651	-0.4762103245	-0.5962951846	-1.297050262	-0.8087209575	-1.011874182	0.01771015696	0.628176575	0.2822480001	-0.8462193801	-0.9066614261	0.05751409655	2.759388043	0.236903413	0.1523504999	-0.6497159335	1.845879254
-1.204467248	-1.185353906	-0.2620291493	-1.182655634	0.004908231092	1.963702866	1.985093542	0.4807537082	1.152146425	-1.220871757	-1.909775818	0.5260714078	2.599361234	-1.0013844	-0.2434864969	0.4040590308	-1.155795126	2.834467276	1.515375837	1.622285806	2.72758817	0.6234951772	0.7198981282	1.743409013	-0.708707175	0.1831001077	-1.239387456	-0.3317468563	2.160740358	-0.428399001	0.9058795856	-0.6363698259	-0.5533881893	-0.3242476474	-0.1003134901	-1.616770913	-0.6010915532	1.081516987	-1.71234437	-0.1319442987	0.554547957	-0.4777899275	0.563902991	1.454556004	-1.046056247	0.2623986086	-0.2553897511	-0.6921590558	-0.6549714327	0.7349339015	0.4627417066	0.4514261729	0.5182171461	0.1800809509	0.5415961629	0.7230667524	0.2427667841	-0.1951988717	-1.43958869	-0.9558847068	-0.8982111674	-0.1574429262	-0.2019238214	0.3937686283	-1.454702211	0.9264728632	-1.137395629	0.007918101717	0.2798417264	0.9389944262	1.122342402	-1.073352708	-0.0190856707	-0.2610222215
