melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138	melodic_139	melodic_140	melodic_141	melodic_142	melodic_143	melodic_144	melodic_145	melodic_146	melodic_147	melodic_148	melodic_149	melodic_150
1.026084414	1.899634769	-1.14290841	0.6398059433	-1.282139366	-0.7457104318	0.7077083601	-0.7961884119	1.339474254	2.69149086	1.209541162	-0.8704340711	-1.05911947	0.7040916186	-0.2370211024	-2.060500264	-2.263565716	-0.3645803066	-1.315354579	-1.719310459	0.8956764941	-1.296140631	-2.402632611	1.164213472	2.720070932	1.050937626	-0.3126415747	0.4342849604	0.9807044188	0.1883941959	-2.491826204	1.273065604	0.2897829365	-0.05197966344	0.5596057823	-2.241123806	0.6407012207	0.4410712749	-0.2086809358	-0.3828297415	0.3213487072	-0.2519858676	-0.1272222827	-1.33683432	-0.3991672447	0.1401767037	-1.765202984	1.738695878	-0.9341851851	-0.2732101034	-0.633144723	2.042578285	-1.419768775	0.1750287988	-2.855348026	-2.678139656	0.2352702217	0.1790863941	-2.049520373	-0.809474794	0.8900466347	-1.032864165	-1.414527385	-3.416918969	-1.058365245	-0.5661429746	-1.214974323	-2.699688502	0.835206727	0.8428337915	-0.3063403803	0.1489335448	-1.462574927	-1.134845228	0.06761501681	-2.624716675	-0.3515058055	-0.737724784	-0.97230802	-0.4450215868	1.038091116	1.701530796	-1.061854388	0.3480881257	0.3867280526	0.1764556394	0.1402328798	-2.166973689	-2.662813737	1.905694838	-0.3612414664	0.5106433837	-2.687596709	-2.185678358	-2.03629715	-0.122521469	0.5535002851	0.07498417735	-0.3504575952	-0.907003049	-0.2183174097	0.8018758261	0.8221384526	-1.333988472	-0.7691749535	-1.736911089	-1.247631038	2.154225163	-0.4300304556	-0.5821373064	0.235243484	-0.5900237948	1.063828519	-0.3332835616	0.6358437036	-1.450910688	-0.8768566736	1.056219648	-0.8823267364	0.5788509869	0.3068248118	-0.6188637444	-1.226082911	-0.003968324107	-0.6889280522	1.335952212	-0.06484696733	0.4127350625	0.374120667	-2.446836174	-0.6790993862	0.3977976175	-1.550856563	-1.022318286	2.361237339	0.575124905	0.9030137913	-1.310828451	-0.9405065863	0.4771453164	1.039677337	-1.659249294	-1.535299801	0.5839377088	3.490328888	-0.8313369504	-1.112282771	-0.45590915	1.069836633	-1.013844045	0.1135518636
0.5576220636	0.7982807822	-0.6455275665	0.3688812524	-0.05163044645	-1.455903168	-1.066895847	-0.3744120095	0.1974078602	0.3831022148	1.211514958	-0.3797988324	-0.4075306162	-0.414784939	-0.3283695085	-1.133832847	-1.641328449	0.7938795023	0.3635243181	-1.330059658	-1.70861393	-0.3780482715	-1.816683489	-0.6744113283	1.824990277	1.448258644	-2.59706687	-1.073603114	0.3487691804	-0.03619492274	-1.564187074	1.165814292	3.029295652	1.437153277	-0.2078514755	-2.070017663	0.8121562756	-0.9126518282	0.06342129988	0.7034236488	-0.2082991615	-1.059125584	0.8568405657	-1.322557099	1.191900461	-1.337809643	-1.015703587	1.050911819	-1.090096111	-1.393000161	0.1582338498	-2.027241674	-1.154450057	0.8384929232	-1.631893667	-1.693672469	-1.789337392	-0.2420073902	0.1992697925	1.019537779	-2.942434996	-0.501535731	-0.7676851406	-2.609861649	-1.669869071	-0.4781844293	-1.026544846	-1.811573779	-0.7074580849	-0.4389679387	-0.2387900362	-1.138539039	-0.1612557108	-1.677619715	1.391328709	-2.531275878	-0.3171642051	-0.2926538815	-0.4179479571	-1.01040236	0.4814686198	-1.41081808	-0.1200242243	-1.063284019	0.697384731	0.5741818239	0.9216637533	-0.7474854649	-0.5846236211	2.120233326	-0.7923574521	-0.04250444357	-0.8149681015	-1.027610992	-0.5526871228	-0.412877703	0.0854841958	1.180648505	-0.05855402604	-0.4664387578	-1.177487184	0.4991267163	0.1570551984	-0.8763752615	-0.634303955	-0.824457395	-0.5580309527	1.697559018	-0.616671089	-0.5948465384	1.277712119	-2.116413839	0.9996938177	-0.3704645501	0.5416096315	-0.2123622798	1.016576737	1.655019223	0.1474226515	0.2047023678	-0.4603666044	-0.4842504635	-0.7008970572	-0.4285710312	0.089909071	1.163169487	-1.510273902	0.1562482956	0.310544971	-1.491056402	-1.51363397	-0.3811021993	-1.267397652	-0.6257744366	1.104773156	1.705899482	1.314707525	1.207326217	-1.370563297	0.7928301365	-1.377138085	-0.7747478465	0.2863293484	-0.9969189589	0.8424111794	-0.4402270185	0.03811729713	1.107380889	-0.2296392428	0.507953243	0.9418425071
0.4187662386	1.384139128	-1.107746795	0.3443707595	-1.010298447	-1.73002196	-0.6722137809	-0.5174674175	-0.147249114	0.8118276976	-1.002431147	0.08615235409	1.484081836	0.1277644925	0.5761540203	-1.756256387	-0.2046487209	1.385655291	-0.4071179661	-2.028846073	-0.4880482178	-0.5511772228	-0.8104702289	-0.3779907894	1.451304254	-0.3892789707	0.07255683231	0.6276231109	-0.03231162809	-0.6364642432	-0.5265948068	2.540970739	-1.725639826	-0.4271974905	0.7284656915	-1.363789559	-1.562418809	-0.170610292	-0.2726872615	-0.06687753923	0.5876042562	-0.2463283089	1.138139256	-0.3220017251	0.6592849977	-0.07677680705	0.1410842969	-0.5758860095	-1.012650726	1.020073293	0.03292089057	0.317713199	0.2856619592	-0.7925393992	0.9342826086	-0.8254003684	2.14362431	0.1696847763	0.4101536983	1.28886099	-0.07951516044	-2.66437556	-0.5704824054	-1.640491717	0.3449855815	-0.432373919	-0.3455596672	-1.743234956	0.2812704386	0.2634629303	-0.2133324363	0.2623011857	0.5223909068	-0.279688363	2.00977108	-1.705755455	0.9988902297	-0.2195548688	-0.4251436028	0.08443835786	1.67387744	-0.952891235	0.9486774763	0.3091188757	0.2971932695	0.2891816984	1.368186929	0.03701627979	-0.1694079642	1.38873439	0.06946068278	-0.4133954497	-0.8193869655	0.5519952219	-0.9099092864	-0.04431871664	0.9536384134	0.659490751	-0.9215017514	-0.6458350851	1.245931322	0.8418482751	0.1874687886	0.7129460631	-0.05633814946	-1.388751182	-0.9809697677	1.257923154	-0.4076625025	-0.3379350858	2.35644472	-0.07955715363	-0.2181040098	0.2802298166	-0.3795371847	-0.7573630754	0.3076912205	1.761426745	0.6614045621	0.2137005146	0.06742309921	0.3393599397	1.706002572	1.628600498	0.004012079546	0.9483384956	-1.304443112	-0.6727858811	-0.6224345375	0.463182441	0.8813682685	-0.1477939093	0.0002745762818	-0.1078567158	1.394798457	0.8892825028	0.20618951	1.848745371	0.7393899637	0.2217287201	1.782086725	1.418652341	1.654484341	0.9145268252	0.9611702959	0.9700000072	2.222595317	0.6717193792	0.3183255182	-0.1949754833	1.487278624
0.5004354863	0.6305395536	-0.7580324908	0.4675623573	-0.4761871625	-2.108928436	1.347705055	-0.6198240906	-0.3797604394	0.8584432301	2.11950252	-0.3007037925	-0.3910740091	0.522639104	-0.1338664133	-1.808182783	-0.5446500214	-0.008121787278	-0.1104472228	-1.801986462	1.885612816	0.4052039218	-0.9032082426	0.2438408465	1.334447402	-0.05763307863	-0.161349881	0.05976780143	0.0008093199323	0.1175772299	0.7492454889	0.882851057	0.08970086104	-0.2529915801	0.7459164443	-0.630684671	-0.676875685	-0.4551043937	-0.1782346354	-0.2614366489	0.6739982375	0.5653473865	0.1508173631	-0.03611923654	0.187028405	1.138054444	0.9694610936	0.5833864435	-1.173939134	-0.6169002186	-0.5144764398	1.178700854	0.439836988	-0.3996975483	0.6338483644	-0.717290004	1.169927451	0.2788104596	-0.3347071959	0.7430992545	2.280064805	-0.8542217996	-0.1469608432	-1.665671964	-0.1018768086	0.1437890916	-1.023043293	-1.17796929	0.8912902167	0.003147997228	-0.5051651068	0.2163010169	-0.03207086544	0.1981178072	0.7177763477	-0.9872612736	0.2650585745	0.105161721	-1.300827	1.130801414	1.655573938	1.979858034	1.038908991	0.1693352702	0.8672595656	0.5638286748	1.481887535	-0.815047821	-1.430028997	0.9095889825	-0.04312092832	-0.005607238055	0.4442207764	0.8718080549	-1.430630317	0.8254014129	0.7256750327	-0.6049340015	-1.18248633	-0.5910924694	-0.3690047458	0.0862638356	0.7122020565	1.076545525	-0.001344238987	-1.454207751	-0.6215840392	0.6765255365	-0.3766196172	0.1896137915	1.820137059	0.2075678154	0.1123677869	0.8478579777	-0.4842142193	0.7751438649	0.06336646325	0.7682671447	0.5782427242	0.3024239436	-0.1315195117	1.171633221	1.682119984	0.1605422335	0.06425080693	1.22734045	-1.41409998	0.362926591	-0.2153461957	0.8164473689	1.454098973	0.2738881812	0.5195840952	-0.181577317	1.296059387	0.2852214676	-0.8995362027	-0.4816022056	0.4493032302	-1.422640565	1.734648243	1.662299237	0.9454866469	0.7214252769	1.453301727	0.08341055971	1.5568414	-0.6418770125	-0.3694247725	0.7611892385	1.025692477
0.2027152121	1.170279276	-0.8492061912	0.4319029703	-1.108626407	-1.016369064	-0.7153643038	-0.6887488593	0.3081083573	0.9490169407	-0.7639873741	-0.3480507068	0.668222101	-0.3276753347	-0.2373301107	-1.223044564	-0.2561512135	1.563282978	-0.5451717273	0.0767480059	-1.328314311	-1.309676785	-0.4287334626	-1.832098532	1.646968537	-1.647431286	0.06698802134	0.4123359358	0.3321229516	0.1556550839	0.9136160385	1.991347282	-1.797294502	-0.08459895615	0.1686591753	-0.3717440809	0.8117950199	-0.7454884221	0.2513240611	1.479861971	0.72753308	-0.452742542	-2.644071146	0.2821227576	0.4959195589	0.7763013265	1.068782499	-0.7152754935	-0.02059609547	0.5661337155	-0.4447618662	1.327672244	1.090100997	0.2445886668	1.059227087	0.3332769662	0.7873281586	0.02792160361	0.3926023013	1.128242321	-0.248426488	0.3104708706	0.3855030922	-0.07417277168	-0.06867917091	0.614763926	-0.6250774214	0.07313829482	0.05837794016	0.6198738293	-0.7168069355	0.8691137413	0.3704672033	0.01097282844	1.124695938	-1.581911608	-0.1020558123	0.492887626	-0.4140533159	0.7065387883	1.242645762	-0.7092998842	-0.2564726849	-0.4281772708	1.025946617	0.1059291027	0.428508456	0.8550965251	-0.1279211091	-1.632939966	-0.0216754642	-0.7307165833	0.06568298639	0.9336444365	0.7171079347	0.817782034	0.5793861955	-0.5035553156	-1.1849859	-0.1377353189	-0.2525920953	0.7270137085	0.7884346604	1.450556146	0.586960849	0.2993311074	-0.1936819357	0.4410937143	0.2199895594	1.134441877	0.8821559593	-0.1674341992	-0.5895555353	0.365088953	0.9929992797	0.9851115865	-0.2871317971	0.4024708648	0.9220610985	-0.2743715583	-0.1447471802	-0.01558082017	1.070803557	0.01049478152	0.2424360334	1.149233212	-0.4757718005	0.147706141	0.252926523	1.087505937	0.8859324006	1.700094717	0.8617289891	0.5087137509	-0.562311087	-0.4036318892	-1.245975923	-1.158982212	0.4168463959	-0.5886264949	0.9120371909	1.257338614	0.9100332198	0.4804584326	0.3094784725	0.9407518936	0.9928691516	0.4963084186	0.6260164202	-0.5011537808	-0.2437908822
0.223192741	0.8027738608	-0.8371177934	0.2667998015	-0.8468130378	-1.354518156	0.2665031236	-0.5496177888	-0.1615769902	0.619742447	-0.7540995028	2.297909182	0.6776287893	-0.02842006587	-0.0224032895	-1.029405021	-0.158427885	-0.6453736228	-0.5801962031	-0.6511887147	-0.08676063946	0.06247388479	-0.5149046349	-0.7393902506	1.401275169	-0.7901608536	0.9714790035	-0.3489565231	0.4188112277	0.4024602901	1.00567379	1.208323374	-1.069804636	0.2092374391	0.7906887754	0.8409640251	0.3737672159	-0.6536769087	-0.09276944045	-0.9499989403	-0.3751581523	0.184692161	0.3119854821	0.3294853443	-2.036073594	-0.2068329974	0.8701792009	-0.8986399571	0.5410458135	-1.066303834	-0.6314646251	0.3660179362	1.329179381	0.9560978864	0.3443561873	0.7802834723	-0.1475591292	0.4341141354	0.4847174546	1.203144391	1.520036358	-0.3990536158	0.183071243	-0.3149319961	0.2684070267	0.420333877	-0.7119697545	1.179890442	0.2936918719	0.8771488046	-0.7811941246	0.8447775881	-0.2259567357	0.2544709021	1.302047169	-1.183578888	-1.346360353	-0.1348438099	-0.1201850044	0.1749211385	-0.5545613624	1.213730125	0.2710935898	0.3019861116	-0.8030537162	-0.2389906265	0.4027619328	0.3760975583	0.8203630468	0.5988666872	0.06217808418	-1.176971472	0.8793677309	0.8442046571	1.992891628	0.5539808824	-0.9150115058	-1.129968653	-0.9756603282	0.464346035	-0.4105505023	1.364209875	1.185636856	1.033476408	1.239760259	0.8341298501	0.9195090223	0.03845267299	0.5320267547	-0.7992319799	0.803306042	2.021781107	0.1396315076	0.2081322991	0.3416545537	0.5853926202	-0.6818114816	-0.3620808269	0.6670836255	0.001944206949	0.3032421004	0.3110629159	0.6649808026	-0.3602992571	0.2759324812	0.6623983839	-1.149046615	0.09518035016	-0.03711359052	0.3017938277	0.5517680815	-0.07601463453	-0.1912033934	-0.3830680345	-1.180156928	-0.7046556171	0.7873497513	-1.249903283	2.00381606	-1.274142597	1.1107773	0.7353418306	-0.3913689938	0.6971887609	0.9781464273	0.5257807713	0.7583080524	0.8524631745	-0.4712945628	-0.1922672969	-0.5377125616
0.2793616976	1.001991059	-0.7659167722	0.5160993236	-1.001527012	-1.100890784	-1.178722439	-0.3561701305	-0.3865206237	0.9952374578	-0.07052334367	-1.119254112	-0.7231643311	-0.1461685499	-0.2349842921	-0.7913684297	-0.05300027146	-0.5104311403	-1.102391425	-0.4381801456	0.7624590511	0.01852027819	-0.2312132035	0.3179329165	1.869200732	-1.343453704	1.098790125	0.4817423311	1.360999354	1.181852113	0.7174614078	1.662296193	-0.4898665997	0.161894314	-2.335184493	2.228353208	0.8172769282	-0.6315368664	-1.208289964	0.07154163666	-0.6826333463	0.6351288289	0.9408951952	0.7980588184	-0.8471316575	1.412287211	0.4940907234	0.4142645947	0.2119382877	-0.05273511508	-0.5400118548	-0.2122680501	1.178917234	0.6487664386	-0.6157385302	1.649586408	0.03747009291	0.5971494828	0.2161464215	1.433483545	0.6052847357	-0.1645588368	0.1829595345	1.073536579	1.07628819	0.551189123	0.5228295599	2.236308316	0.5891267074	1.040730235	-0.3580266397	0.1585661131	-0.6036510308	0.961489492	1.419700235	-0.8925292461	-1.212317696	1.041300967	-0.006531844046	0.2013269987	-0.9618787828	-0.4829141076	-0.02736159842	-1.106951776	-0.5339654481	0.3601668134	-1.046183988	0.1980340341	0.8309773611	-1.143240523	0.1511233342	-0.9738244568	-0.2280074912	0.1314317507	2.314076064	0.3992891896	0.2974140894	-0.101779014	-1.794475572	-0.02329222092	-1.139982515	0.3289119647	0.9199327727	0.3543625778	0.5094066157	0.9109212167	0.5583987123	0.09327675183	0.2387994248	-0.7433926115	0.2794438982	1.557988725	1.594471815	-0.09969222204	0.3552655443	0.5893845907	0.7878498559	-0.2543519239	1.863015186	0.5866492581	0.4132388446	0.633198756	1.469113058	-0.387598922	0.4953212051	0.2369162488	-0.3827831443	-0.03019703336	0.09281068373	1.001577571	-0.174304742	-0.5588684488	-0.3954266449	0.07653468674	-1.48980992	0.3482379582	0.3467339422	-0.1832459062	0.2591116806	-1.36299353	0.9779867938	-0.2427501112	0.9036076957	1.576690719	0.1972910113	1.150170159	0.9565413593	0.3072076464	1.60590737	-0.9211770569	-0.0520440236
0.04851082158	0.6376427973	-0.7687913417	0.2689699193	-0.7738606937	-1.262967861	0.6505826032	-0.6424762396	-0.3072110637	0.4037932254	-0.7672160061	2.096791087	-0.03592140716	-0.3692338458	-0.1879522927	-1.013583387	-0.9591960535	-1.039441549	-1.042695893	-0.5673712075	-0.04957685138	0.7739074719	-0.1139274853	-1.15228554	1.740283058	0.3730775916	1.834202659	-0.3301865971	-0.2596415896	0.5510166916	-0.7279143281	0.7055889199	0.5796056363	0.07457400352	0.2726515889	3.455759082	0.4363050136	-0.3806568207	-1.355811748	-1.238996134	0.2455999445	-0.04189867349	1.054326675	1.712488692	-0.9459868758	0.09247081906	0.06338310329	-0.6069647919	-0.1789667187	-1.317518438	-1.037726935	0.102891427	0.3630008607	0.3315932868	-2.722044959	1.620214904	-0.315411122	-0.2482755107	0.03790832996	0.6057063484	0.1412840553	0.2139596446	0.3398094398	0.1760586926	0.3104677507	-0.1010088924	-0.3012682747	1.899200093	1.045818449	-0.4138812978	-1.099330155	-1.051214745	0.1951439809	1.611827176	-0.7431461216	-1.508800815	-0.411171752	-0.9576092134	-0.8791439451	-0.1622134664	-1.231464128	0.82476047	-0.6491072805	-0.5221123174	-1.53128043	-0.08583907431	-2.420937887	0.8131435116	0.7122667084	-0.1142227809	-0.2915872279	-1.087850791	-1.609030254	-0.05897072648	0.7963593393	-0.03305792705	-0.5609608467	-0.9107059753	-2.000480891	0.4126731341	-0.2817901617	0.005921822615	0.3628185794	-0.2531670013	0.1318954395	2.108454018	-0.33556534	-0.3800512411	0.1265411066	0.1241854296	-0.5988758236	2.308037659	-0.2694440483	-0.1282791782	-0.5881468904	1.030748187	-0.5496773217	-0.9848302715	1.095050296	0.04809441631	-0.7986177586	-0.06644622384	1.185075678	-0.4606676527	-0.4082593609	-0.2787852638	0.2227830757	1.317321347	0.4057890538	-0.7935265335	-0.2522185379	-0.9710802395	-0.3541055641	-0.13335605	-0.4036386007	-0.3289099202	0.1240823045	-1.67997123	0.8791054204	-1.402999353	0.2510769769	-2.053258453	0.6857062448	1.1260059	0.6271212782	-0.3563497227	1.131906901	-0.287012942	0.05526192199	-1.129860777	-0.1941061515
0.07928824492	1.170869813	-0.7656531004	0.2572770802	-1.324134583	-0.8061850309	-0.471373965	-0.4441995224	-0.3637797092	0.935755526	1.197081446	-1.07791534	-0.9233515415	-0.8660173809	-0.03593358458	-0.9680033809	-0.613013572	-0.3482035518	-1.564213723	-0.1260141624	0.651214438	-1.133024962	0.8645841144	1.574352593	1.83676052	-0.4789614562	-1.541510115	0.7869693236	1.568544696	1.024395732	-1.405849868	2.178932175	-0.8980378972	-1.373865001	1.509453541	3.424556258	0.08765155963	1.47958328	-0.4811121639	0.7200112361	-0.7334417617	0.8195550694	0.7021730827	1.520190601	-0.5995613455	-2.078933879	-0.9816513714	0.393744156	0.1095839494	1.269771762	-0.6137631698	0.05078771884	0.5602527753	-0.4800148051	-2.902796177	1.402009496	0.8841115504	-0.6007286485	0.5000739652	0.6606034369	0.5456818647	-0.8620884086	-0.5103690144	-0.2865198182	0.2902421875	-0.1168519139	0.458503685	0.3881326241	1.191858239	-1.832824958	-0.5280630619	-0.2847835471	-1.790091221	2.43481671	-0.3825787114	-1.592412568	-0.7052713903	-1.691392384	-0.6301104172	-0.003287703469	-0.04490584382	0.4065037804	0.08675607354	0.5615435593	-0.4316302692	-0.7578818591	-2.445323579	-0.027429451	-0.5338947109	0.04395437077	0.08301339484	-1.106721742	-3.21011373	0.4122981821	-0.5521246338	-0.09676042154	-1.232965689	0.2226344899	-1.314440012	-0.05538200879	0.1270308887	0.3107757942	-1.162726488	-0.5825045214	-0.01892696697	1.538622812	-2.180006085	0.4350054222	0.9463366019	-2.032199761	0.4660867372	-1.03551409	1.298442281	-1.356214283	-1.08484079	0.3488408159	-0.2427489774	-0.8663479318	0.9095963988	-0.3471235185	0.8606057839	-1.336318977	-0.1958457055	0.000265036806	-0.8336344816	-1.176948893	1.27960765	1.321495018	-0.3733484811	-0.1593409006	-0.6491402367	-0.3790222565	0.3231527345	-0.4165770263	-0.176466645	0.2914002841	0.143379405	0.1202284235	-0.3251021609	-0.8064093923	0.8227163341	-0.488007588	1.757522275	1.278473655	0.162692882	-1.188682175	-0.0970627352	-0.849577692	1.2750325	-0.6066749382	-0.702908473
0.08440994378	0.6600597092	-0.5321506899	0.3685739033	-0.641072642	-1.428727493	-0.6084964904	-0.09555487537	-0.7167321823	0.461233002	-0.3036415397	-0.3243840744	0.6514232867	-0.2915245427	-0.1126206627	-0.8441627666	-0.9625576653	0.6999689715	-0.6010583005	-1.037360207	-1.441070597	0.86281142	0.7187359342	-1.070235791	1.151111779	0.2510338201	0.254780603	0.1042000666	-0.8322648817	0.2863683384	-0.7550856623	0.8120435584	0.7501763793	1.155380756	1.947759115	3.328446868	-0.121017858	-0.4503131396	-0.4134111205	-0.04512621996	0.6832985455	-0.2987395091	-1.980364081	1.543801262	0.7412168544	1.248174847	-0.5244093998	0.199615592	0.1737858785	-0.3002693178	-0.5465758777	1.899056596	0.3945974059	-0.4943055377	-2.420778794	0.6733941281	-0.1537401992	-0.678021921	0.7288501089	0.05960574642	-0.7600819831	0.5719432206	0.4298105796	-0.01515072394	0.9650794817	-0.1181165882	0.5989288813	-0.3788577921	2.072876179	-2.194990742	-0.7406894096	-1.43803119	-0.4897986315	1.603416584	-0.8393858959	-1.341624868	0.5063359149	-2.069175186	-0.3965228473	-0.8173424281	-0.8669790007	0.06692615552	-0.08212292645	1.630327571	0.4687358287	-0.7398464969	-1.903414953	-0.2460874147	-0.2272265507	-0.807441316	0.0403768728	-0.3793027258	-2.511968328	1.084547605	-0.8592196598	0.003067549759	0.226857015	0.1145575252	0.4854486889	0.4569493522	0.4573069558	-0.9983725317	-0.7655766676	-0.800356795	0.09396797631	1.745105143	-1.778020323	1.505903558	0.5178127575	0.3093547202	0.03455852356	-0.5921950768	-1.109919267	-0.5806913007	-1.791846035	0.3546427717	-0.6233333044	-0.6526452611	-0.2440950114	0.06596063796	0.04305145554	-0.1866517814	0.183352679	-0.9416636036	0.2825176276	-0.8589031285	1.296115253	-0.009083077971	0.7603000756	-0.2757200797	-0.2910606685	-1.181138893	-0.4438763104	-0.2958172824	0.4511194733	0.3100447103	-0.942162283	-1.159368855	1.424783249	0.3369663052	-0.9343511632	-0.8999414564	2.543972304	-0.02742815165	1.282254396	0.4708601404	0.1874292605	-1.025921417	-0.4480324424	0.06824491833	0.534503376
