melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067	melodic_068	melodic_069	melodic_070	melodic_071	melodic_072	melodic_073	melodic_074	melodic_075	melodic_076	melodic_077	melodic_078	melodic_079	melodic_080	melodic_081	melodic_082	melodic_083	melodic_084	melodic_085	melodic_086	melodic_087	melodic_088	melodic_089	melodic_090	melodic_091	melodic_092	melodic_093	melodic_094	melodic_095	melodic_096	melodic_097	melodic_098	melodic_099	melodic_100	melodic_101	melodic_102	melodic_103	melodic_104	melodic_105	melodic_106	melodic_107	melodic_108	melodic_109	melodic_110	melodic_111	melodic_112	melodic_113	melodic_114	melodic_115	melodic_116	melodic_117	melodic_118	melodic_119	melodic_120	melodic_121	melodic_122	melodic_123	melodic_124	melodic_125	melodic_126	melodic_127	melodic_128	melodic_129	melodic_130	melodic_131	melodic_132	melodic_133	melodic_134	melodic_135	melodic_136	melodic_137	melodic_138
-0.3460318752	0.0199867503	0.704607742	1.247034792	-1.51924152	3.201988172	0.7830936867	1.13763897	0.1310792089	1.281316558	-0.3418161577	-1.74743731	-3.344965436	0.5158446019	0.2785020373	0.4539703795	0.6990098654	1.713963802	-1.574037011	-1.190263596	1.056861443	-2.960488891	-0.9136243575	1.309842542	-0.3977471493	-2.073489878	-1.091782314	-2.028382092	-0.7621371351	2.950348188	0.3916444899	0.7268819156	-1.152527527	0.2580790556	-1.034502446	-1.486478005	1.52041993	-0.5904515639	-0.5831729435	1.642454008	1.328791476	0.4284882205	0.1066349697	1.749811725	0.04957754757	-0.7125163371	0.4808497059	-2.153047424	-1.075452815	-1.000463259	0.7549036096	-2.030433173	0.729675522	-1.967696785	-1.531843571	-1.200341193	0.3049817891	-0.8458504987	-1.696518316	-1.162663995	0.4571794874	-1.367550918	1.082627559	0.06393167691	-1.15549735	-1.350928404	-0.5043447845	-0.1862312336	2.006035184	0.9379803695	0.4855824193	-0.1434478584	1.021629827	-0.672219872	1.889277255	1.617785066	-0.3047166506	-2.87485364	1.087009934	2.46515171	-0.4495749936	2.520303989	0.3455513509	2.063447035	1.016354364	-0.190321685	0.7262838288	-0.101985797	-2.659739608	0.08437812872	-0.6070851167	-1.881818659	1.094723795	-1.211126115	-0.527083555	0.2445858469	-0.1884654687	-0.08534073379	-0.868076613	0.2653528279	0.1577679185	-1.2046252	0.5500104236	0.7579780268	0.4291472124	1.163870226	-1.149445301	-0.454103764	-1.992789848	-0.9803986753	1.412218945	-1.976747276	0.7801080169	0.6856637061	-1.67809591	-0.2539306211	-1.736778636	-0.4343386411	-0.8977985492	-0.3157681593	-0.1153755306	0.7981933467	-0.3328386746	0.5318990819	0.3873869355	-0.05919279909	0.7802808439	-0.3962243145	-0.6557362305	-1.439081044	-0.03224641222	0.6578350571	-0.8901471987	-1.704395906	0.6808968462	-0.1336992452	-0.368057963	-2.045381772	-1.612050166
-0.4253625213	-0.02111670185	0.2768628604	1.57963261	-3.063863192	2.542377672	1.618759026	0.6601516574	-0.005702880989	0.7462211693	1.336283264	-1.589902471	-2.878101505	1.11331269	0.33531672	1.457139798	1.250651552	1.28506113	-1.663421226	0.5030210877	1.049987183	-3.460070009	-0.03898619303	1.194677248	-0.936432442	-1.752950489	0.1430848329	-1.893002917	0.3856644654	2.220187625	0.2469982298	0.1691703388	-1.568387276	-0.3925362082	-1.186003639	-1.070192269	2.021226963	-0.7394650427	0.1074647729	-1.131625455	1.569924545	-0.1742470908	-0.416431418	0.5362554919	-0.4885859256	-0.1169293962	0.2903879715	-2.758600369	0.6210655883	-0.5834028536	1.190811006	-0.756568139	0.5637566721	-1.870477849	-1.346789633	-1.730375982	0.009328634483	-0.4654073633	-1.847224035	0.04299087725	1.015267333	0.6140358482	0.915284511	-0.2396848119	-0.2581891177	-0.9489991479	-0.08360910917	-0.717978673	-1.430968658	-0.2153417481	-0.06731270989	-0.5576962131	0.1852719866	-0.527913237	1.143177583	0.948355874	1.126808151	-0.4856906467	0.9096258389	2.304360262	-1.211909234	1.358017249	-0.4545976087	1.456604112	-0.5520939439	1.455547754	0.01578305716	-0.04386355948	-1.769294984	-0.2458169924	-2.247066014	-2.058500522	1.390532822	1.106256569	0.3317860558	-1.283607576	-0.2331536205	0.4746364333	0.3566686104	1.986621128	-0.6116303458	1.88186454	0.2201378618	0.3455019198	1.364133624	-0.277804011	0.0008196216162	0.2342177499	-2.198902656	-0.4005835925	1.418236965	-2.314107473	1.004658675	-0.9594089701	0.899351721	-0.1291126779	-1.431712535	-0.2343311788	-1.164012085	0.7374091609	0.1503460474	1.232146528	1.434718861	0.893168774	-0.2726045334	-0.984343482	1.5708509	-0.9570499204	0.5543476089	-0.03729362442	-1.193290174	0.1541863073	-0.6114941583	-0.8279529873	1.276671488	0.395167307	-2.003831126	-1.035907831	-0.1686761
-0.9538471804	-1.023742725	-0.6356618273	1.107738778	-2.301814018	2.65974784	-0.8697666218	0.6013215804	0.05017978194	1.155481689	0.8037358138	-1.430379717	-1.357061585	0.9963812349	0.4273291292	2.140930497	1.115318741	0.1013594904	-1.491975713	2.297573802	0.2649195253	-2.120521212	-0.2770381146	1.180203392	-0.7858958531	-0.8663299195	-0.9765584166	-1.336658016	0.7261649789	2.603396507	0.6807104486	0.7588414348	-1.519254979	-1.615838001	-0.897048138	-1.120739388	0.6939571155	0.2482974496	-0.2310965951	-0.6392826128	1.994195232	0.5852183437	0.7018754228	1.23467415	0.4606157012	-0.1328433112	-0.6419958507	-1.280302579	-1.653639071	-0.01997550604	1.88072287	0.3595703688	-2.150092493	-1.038696316	-1.400539347	-0.9676189642	0.2440252988	-1.83549322	-2.281996786	0.7571840955	0.5065747543	1.868701224	-0.7626153761	0.6665826683	1.273115866	-0.8181165063	0.5489063716	-0.5308515186	-0.8022470413	0.4239509303	-0.4845364519	0.9823755249	1.001070018	0.6000014634	0.9452974895	-0.3148288372	1.270201673	-2.146071122	0.9022365917	0.8969270481	0.1413345588	2.143847066	-1.22678821	1.709834885	-1.533532115	1.707519569	0.8628652124	1.040820097	-1.170203127	-0.5346962944	-0.8812968565	-0.9979884705	0.4929537871	-0.723222824	-0.7767167131	-0.3382047103	0.5475582794	0.3927452138	1.413191588	0.6046503465	0.8312139946	0.04006108242	0.2433743634	0.152847911	0.8902325545	0.4209443085	0.5892450287	0.06194581712	-1.213762533	-0.6150997608	0.3218359971	-0.08566424716	1.292572775	-0.01862293182	0.9850580615	-1.401131337	0.2060418058	-0.6451412368	0.7246452136	0.664496657	0.4679217735	0.3420372968	0.4104113053	1.682580146	0.7780270269	-0.32684446	0.03470629516	-1.408726152	-0.1878351202	-0.1921671396	0.4569107487	-0.01955801114	0.3536816254	-0.7683359901	-0.8916056324	1.133665839	-0.01825294508	-0.05097469159	-0.899682109
0.364107113	-1.125982256	-1.04352447	1.435237164	-2.162107274	2.297592574	1.246851195	-0.6409949707	-0.4498520681	1.516977928	2.063431549	-1.154688109	-2.133872968	1.117114567	0.4056633714	-0.1694583088	0.8285632429	-0.2724743811	-1.466704129	2.249798246	-0.6203727399	-1.484050425	-0.2089228887	1.164593267	-0.4088761309	-0.8095615763	0.3406142175	-0.333344287	-0.7569691667	0.6014243063	1.30852369	-0.0418192293	-1.532210988	-1.605810264	0.1206286696	-0.1251628486	-1.116799019	0.7327681083	0.6032509749	-0.1819331676	1.778076595	1.100525345	1.557321973	-1.240413824	-0.2558039671	0.8430936479	-0.4464896143	-0.7913090557	-0.2074863294	0.3729573065	1.45060401	-0.4217176048	-1.875528272	-0.3133509807	-1.359314577	-0.6328385364	-0.7363132521	-0.337388642	-1.296340695	-0.1085089282	1.077958693	0.7709512345	1.49956943	1.245550586	1.603584561	-0.3337927703	-0.167537761	-1.158165122	-0.09023958094	0.7752639542	-0.880328049	0.6871214708	0.5560046208	1.051445579	0.4029834936	0.4571367984	0.6293285302	-1.142790331	0.5283827714	-0.8236879159	-0.07660571299	1.517212298	-1.790488607	1.383783058	-1.010161545	-0.04025294093	-0.6441360924	0.4583822296	-0.7031097981	-0.09412846865	-0.2120172996	0.04650044674	0.1866815249	-0.7372700021	1.46836502	-0.541408986	0.5688032346	1.099784299	-1.601752088	0.6536619103	0.4582823339	-1.55489928	0.05043066162	-0.8835463034	0.00401495537	0.573692407	0.4905785925	-0.05691635162	-0.229061549	0.1920143823	-0.2314825464	0.3583046892	0.03643678209	-0.5816331418	-0.264450304	-1.365265334	-0.9756134176	0.3555894819	0.9523044291	2.597583389	0.7971217798	-0.06574915423	-0.2012468262	0.7584198799	0.07670156154	0.3510273216	-1.626642915	-0.6598930481	-0.6826285657	-0.01664513308	-0.4480916826	-0.05284266223	-0.363527213	0.5182673761	-1.195702856	-0.578961502	-0.0325436147	-0.5293505096	-0.4163056448
0.01394399145	-1.256707166	-1.365047966	1.434642557	-2.246180346	2.208251102	-0.03820141633	-0.6549241884	-1.377798279	1.38496909	1.075530654	-0.6409300881	-0.8827720745	0.9832728489	0.4596968568	-0.4866972047	1.132063982	-0.7650156491	-1.563139397	1.413293024	-1.135511478	-1.550297809	0.5411165331	1.780192337	-0.6244975483	-1.016437692	0.6597513408	0.7433313243	0.1351153255	-0.3334587084	1.488233704	-0.6083868817	-1.620238926	-0.9922212878	0.8192948736	0.1644310865	-1.802142784	0.890401222	0.2913747477	-1.405025457	1.415861685	0.9687272627	1.993615832	-3.172199211	0.4172699898	1.049497374	-0.6336612129	0.1010075579	-0.2454048127	1.607960647	0.539439679	-0.1765252121	-0.593991465	-0.08242110864	-1.164004028	-0.3032245358	-0.09893074269	-0.7335412723	-0.7062869005	0.2302830056	1.077241821	0.1412805868	-0.04937328089	1.391587374	2.133434386	-0.3490393475	0.3112895491	-0.8423448014	0.7207557068	0.8482763475	-0.2521283016	0.9154262821	0.3649116897	0.6583189629	-0.7354507073	0.663431546	0.06421978778	-1.153356136	0.3590881774	-1.802943406	0.5853312165	0.05988569353	-1.637512975	-0.08923721658	-0.1771906223	0.0642826585	0.3239667734	1.108326461	-0.3136335175	0.5302280346	-0.1778720317	-0.2198666826	-0.05619131385	-1.009009615	1.378676484	0.8108806818	-0.3108092152	0.1772856386	-0.6625600621	-0.07408509653	0.2382147332	0.3241538109	-0.4894894804	-0.2564326417	0.367628677	0.5460389307	0.924171086	-0.04583263671	-0.1775212472	0.08366591197	-0.5104650562	0.7602136056	-0.1876712857	0.1571557701	-0.6246976707	-1.356749448	-0.5389702059	1.440403797	0.6366506187	1.68537947	0.7003630829	-0.3897126694	0.8457432399	1.332558939	0.3982472933	1.34348754	-0.5240120505	-0.07630414194	-0.9473172837	-0.3135117655	-0.1835131838	-0.2478926032	0.5704590512	0.4782544959	-1.127513493	-0.1451841382	0.5013992262	-0.6979973915	-1.489684396
2.072272275	1.010557917	-0.8510984723	0.5895116382	-1.287869533	1.400588907	0.9938258342	-0.9656106517	-1.191526674	1.046137742	0.6148244106	-1.043328963	-1.951477265	1.288037276	0.2720052027	-0.07875621726	0.5509517652	-0.7842965628	-1.828651528	-0.5181810247	-1.287119919	-1.500203342	-0.2911494862	-0.6547200039	-0.02175442177	-1.450908491	0.4714618523	1.518679866	0.263999571	-0.6836770007	0.4047891175	-0.5070739086	-1.282125623	-1.190710831	1.198387911	0.498851326	-0.7376827944	0.4398332148	0.3097935095	0.3925151669	1.541907904	-0.5546066264	1.450340082	-0.5426853461	-1.034224026	-1.057202067	-0.3612039064	-0.05835217095	-0.8638312541	1.672934811	-0.1600364339	1.059924655	0.324567988	0.2986084696	-1.476199529	0.7643219883	0.5205475459	0.0469802285	1.299383106	0.04896776972	0.9871197123	-0.4767287069	0.1999813188	0.1201628041	1.764470675	-0.4951237134	-0.9448720429	-0.3057309136	0.6848322751	1.857744359	-1.567370435	0.5209380786	-1.590380919	0.4772742263	-0.9527061039	2.946214629	-0.218460198	-1.34372132	0.4792867777	-1.115158578	-0.2715000497	-0.2884743718	-1.935889139	-0.6651413784	-1.256156924	-0.3210810895	0.04009412441	0.2535246408	0.3562225998	-0.7260390216	-0.8575805236	0.4809118768	0.1486580063	2.43727542	0.4198972331	-0.1261376919	1.713426603	0.5061720569	0.07196558079	-0.7397521362	1.086301904	-0.612975383	-1.774752341	-0.2114528432	0.8667189021	-0.5872127613	-0.1706778615	1.017781108	-0.06784158128	0.6079786067	-1.226059376	1.535660499	0.8962125315	0.6211698783	0.1073802215	0.2401700966	-1.363110158	0.6402515069	-0.3055786965	0.724048811	-0.1593042332	-0.6377480584	-0.6720436375	0.4061230423	-0.6309118586	0.05954584206	0.9387375728	0.04553223777	-1.554343141	-0.1676964668	0.5001211778	0.1534644606	1.489256795	0.2546063048	-1.326862293	-1.228630372	0.8807658501	0.3450264142	-1.138965121
0.6360678474	2.134703085	-0.07246281272	1.372132497	-1.614005597	0.9856512272	0.6459105325	-1.799439672	-1.041021095	1.087532995	0.4936847154	-0.3088446398	-0.8411936905	0.8407395383	0.6250205723	-1.00435013	0.4357997794	-0.7999530469	-1.46889547	-1.229524157	-0.7454773404	-0.7336448025	-0.4496937266	0.07599975028	-0.6924063781	-0.6713337389	0.4353703815	1.688079159	-0.217240155	-0.05477698009	1.091179893	-1.31157331	-0.5554965019	-1.820664303	1.249642233	0.5891913656	-0.3050093892	0.2500647452	0.3403957452	-1.177269198	1.131121067	-0.5322377173	-1.311538161	0.559955267	-0.8958221567	-0.3081230669	-0.9868028319	0.6736572669	0.1444224301	-0.2775860394	0.4606450919	0.9841198685	-0.3238324276	1.022579749	-1.115961574	2.884865806	-0.9078999867	-0.3856798028	1.917710743	-0.1239741779	0.4762033175	-1.969666666	-0.05648123184	-0.09668309941	-0.2850991706	-0.4797302401	-0.2756382464	1.066469305	0.5749620588	2.948806884	-1.499714131	0.4827650811	-1.03097308	0.1896180694	0.3943961515	1.79049902	-1.529214623	-0.6910809841	0.1531734637	-1.369088308	0.2126484765	0.3025976195	-2.031700142	0.1555950422	-2.195771387	-1.239956485	0.5648479321	0.4644182208	1.447336757	-0.6598980895	-0.3703817532	0.1865862767	-0.9688445673	0.4488214092	1.589364896	-0.7963338787	0.09198183051	-0.497634657	-0.1369577572	-0.5746933269	-0.5409606752	-0.965564333	-1.907571728	-0.04733278444	-2.12237676	-0.612974252	0.8465530775	2.405785744	0.1321372403	1.275680139	-0.3768266641	1.361748563	0.3779690048	0.7316006776	0.2411868279	1.473617017	-0.422387487	1.176670518	0.5801038424	-1.183438673	-0.1448325693	0.465185916	-0.7609990107	0.8657754684	-0.2123596863	0.535271211	0.4288621967	0.4921946383	0.6174263694	0.05136102533	0.2769446741	1.061836802	-1.506707783	1.026201561	-1.416305345	-0.5281851503	1.090107975	-0.04021444093	-0.09159151686
0.397422716	1.231851059	2.177098686	0.5913749225	-0.08952866374	0.7620797749	0.5148194567	-1.351638715	0.5820347077	1.070584542	-0.01494914567	-0.5613740284	-1.099279396	0.5022079438	0.64443632	-0.901941456	-0.1915350072	-0.8378434665	-0.9869062295	-0.8049562641	-1.004550001	-0.07486679716	-0.4111561874	0.4616623925	0.6709496101	-0.8153083378	-1.273782235	0.3146609705	-0.8979043353	-0.4241681199	2.498660559	-1.821714256	-0.3215163496	-0.9668991135	0.8632689623	0.7845892634	1.354621375	-0.94337263	-0.02106361779	1.223102838	0.404053434	-0.5041312064	-1.108393198	0.6688090542	-1.415729474	-0.5389956478	-0.00555959402	0.6041062145	-1.168573644	0.2197145353	0.3921981618	1.391806975	-0.6960260579	1.403735961	-1.36381296	4.45388629	-2.371109056	-0.3084093632	1.402149887	-1.080921226	-0.6949917628	-1.172864246	0.5916977535	-0.3327662682	-0.8803224097	-0.6215144108	0.349939647	0.3880094026	1.212374724	0.592319459	-0.1568432294	-0.9125429725	-0.538290223	0.235716191	1.153514498	1.235325573	-1.096929646	-1.550651951	0.1391773466	-1.427204194	-0.6456764519	0.3150364928	-0.8993392059	0.5888378295	-1.767180916	-2.316862168	0.7877399923	1.25401249	0.2678759713	-0.1110516368	-1.054517317	-1.171855184	-0.7332622621	-0.2756306325	-0.8125586426	-0.7461823714	-0.6834892359	-0.0178636423	-0.07387567984	-0.774371318	0.8045057164	-0.5985102746	-0.8058821808	-0.1313678399	-1.674071687	-0.1409149255	0.5178528663	1.851691236	0.4765719091	1.486198591	-0.3365823746	1.239301395	0.1279519073	0.2513359175	-0.6595110595	-0.1338087009	-0.6141928997	-0.257004382	0.06101573915	-2.196285038	-1.08708951	-0.7248809902	-0.9364512648	0.7348431784	-0.9414151132	1.365538869	0.4992965993	0.4927773818	0.2439738297	-0.6439661945	1.970714123	1.341791532	-0.6649430194	0.1862014435	-0.1290924914	-0.8887410466	0.1389024908	0.00664435701	-0.410568113
0.04187765875	0.4639104509	1.649487127	1.011962839	-1.198788463	0.3100010458	1.394099407	-1.065990398	1.596332353	1.107617344	-0.7769917287	-0.4706481575	-0.6171582528	0.6530290182	0.758095203	-0.4920436151	0.7318075753	-0.8354497514	-0.9985954068	-1.001802658	-0.5650892134	-0.308640886	0.2718178281	-0.3937727126	0.06715209109	-1.406749383	0.3108043764	-0.6308365532	-0.3321559037	-0.2041245568	2.944001634	0.7368288409	-0.5010037225	-0.9301404503	0.3369472865	1.390713701	0.06931418169	-0.9994967924	0.6154318467	-1.147379323	0.1656071283	-0.2034117963	-0.7779024601	0.02487207498	0.8509967922	-0.8538366994	-0.1301800511	0.1263364232	0.2562027854	-0.7422400929	0.8018332828	0.7751558046	0.6650022019	1.360214591	-0.5679962949	3.929454523	-0.8830930213	-0.1356705453	0.1601935177	-1.009224574	-0.4573732481	-1.194188776	0.4755268023	-0.7640234174	-0.4042901827	-0.3447104	-0.396217875	1.859317226	0.7544379617	1.023674756	0.7705901207	-1.530697755	0.07501704104	-0.107752221	2.143878199	-0.9353527388	-0.1782199964	-0.5769499119	0.2489572319	-0.06638725623	-0.5589799177	0.3538269831	-1.313404609	-0.6430209684	-1.27453321	-2.546932108	-0.1137369188	1.166517448	0.01770389864	-0.7424376312	-1.65309339	-0.9909215076	-0.2965545913	-0.7282536424	-0.4642222166	-0.08029499429	-0.1927627659	-0.4415169435	0.4496544736	0.4838652919	0.2717551141	-0.6889801847	-0.3311442283	0.1752319115	-0.4126560899	-0.8295309509	1.580686655	1.690181593	1.174065789	0.6834390162	0.1293799264	-0.7162352289	-0.4530043519	-0.3938329757	0.6592118863	0.5006656178	-1.504498848	-0.8031403843	-0.7435404107	-3.000919991	0.5143652884	1.367346828	0.9563176352	0.6727416262	-0.8127244528	-0.4432053719	0.2750175441	0.1089077829	1.122528365	0.0239899507	-0.1052605629	1.365914763	-0.1009149084	-0.2922509519	1.188107349	0.2177376834	-0.1743642823	1.081512162	1.133907096
-0.3535551435	0.20593113	1.689473977	0.4912147123	0.1816024582	0.5481806468	0.09682181211	-1.004561645	1.385364732	0.9396800078	-1.316989204	-1.313591795	0.3614827653	0.7835247546	0.7300475957	-0.8862944442	-0.1182805398	1.346390063	-0.3286555369	-1.070884336	0.1052965049	0.112612572	-0.6273436802	-0.3713343185	0.3819372626	-2.122591243	-1.065455942	-0.5641019276	-0.3750531397	0.3700861941	1.151254747	2.569406014	0.2165737926	-1.192927579	0.2627658431	0.5124032002	0.02161253089	-0.4109201161	0.4868904271	0.2315844457	0.1038046426	0.458872565	0.09749131731	0.3913246676	1.4360938	-1.93818749	0.8120148336	-0.2257140155	-1.673067147	-0.2783188963	0.6778845712	1.68478358	0.5950613046	1.12426768	-0.005981030338	4.631147459	1.106340127	-1.287333229	-0.9254974292	-1.208507204	-0.8678603387	-0.5237841951	-0.5098417017	-0.4062890463	-0.683183075	-0.05475916341	-1.563091175	1.726432405	0.3832540957	1.363852041	-0.1525982226	-1.18684991	0.2681985975	-0.3161218232	1.696036083	-2.203978279	0.8820272373	-2.188512394	0.5561870482	0.641092011	-0.2081751659	-0.3219377586	-0.5761462501	-1.88094291	-1.033254243	-2.025641868	0.4472671303	0.8354746466	-0.009869263555	0.6700287524	-0.3366427169	-0.578782774	0.03763174916	-1.030584483	-2.324288219	0.4072926021	0.05478666397	0.5406412985	0.9367509727	-1.502805061	1.708128716	-0.6285896384	0.001645542371	-1.391326251	0.257626557	-0.7473601495	0.3387299924	-1.122338445	0.3728541158	-1.118021266	-0.02303148219	-1.550611366	-0.144250785	0.4951623127	-0.2421129446	-0.6422618076	-0.6244896088	-1.435983472	-0.5547121712	-3.561036094	0.23772595	0.02074210594	0.9702887618	0.2891206964	-0.2093379114	0.2971562547	-0.6529168563	0.04489721613	-0.378873429	-0.978555295	0.9887619022	1.335020294	-0.5476212709	-0.4151600152	0.5432039892	1.327148179	-0.07762803455	0.3263234679	0.09782757528
