melodic_000	melodic_001	melodic_002	melodic_003	melodic_004	melodic_005	melodic_006	melodic_007	melodic_008	melodic_009	melodic_010	melodic_011	melodic_012	melodic_013	melodic_014	melodic_015	melodic_016	melodic_017	melodic_018	melodic_019	melodic_020	melodic_021	melodic_022	melodic_023	melodic_024	melodic_025	melodic_026	melodic_027	melodic_028	melodic_029	melodic_030	melodic_031	melodic_032	melodic_033	melodic_034	melodic_035	melodic_036	melodic_037	melodic_038	melodic_039	melodic_040	melodic_041	melodic_042	melodic_043	melodic_044	melodic_045	melodic_046	melodic_047	melodic_048	melodic_049	melodic_050	melodic_051	melodic_052	melodic_053	melodic_054	melodic_055	melodic_056	melodic_057	melodic_058	melodic_059	melodic_060	melodic_061	melodic_062	melodic_063	melodic_064	melodic_065	melodic_066	melodic_067
1.374265438	0.4807157017	1.513335546	0.4027709063	0.553110001	0.1524619287	0.4619905876	0.73974954	-0.0567037748	-0.5666248645	-0.4226409325	-0.03437726928	1.808231033	1.360514383	0.1228506559	-0.5778639067	2.065954117	0.4641391976	0.9406585108	-0.1663542972	0.09710475242	0.1398790415	-0.611154865	-0.6628535196	0.1057423816	1.923192502	-1.182090582	0.6637459039	-1.172861868	0.9012297511	-0.2433103942	2.170873331	3.198033648	-1.622859923	0.7096382268	-2.22269818	-0.8809530351	0.992659975	-2.627241253	0.5198739467	-1.487350879	-0.3896107299	-0.04530846965	-0.02604298542	0.1056880272	-0.2439605348	-1.07465027	-0.08107440117	0.7416535799	2.221303469	-2.196484953	-2.56110777	-1.426669076	-1.379238038	0.543483861	1.16164316	1.306393148	0.06879026887	-1.531276084	-2.731077958	-1.185413245	-1.164241199	1.646195194	1.542381357	-0.4342886917	-1.277231449	0.8328922821	-0.789490469
1.08952948	-0.8508117091	0.3451286117	0.1901074769	0.1096250224	-0.4763455589	-0.9681983444	-0.9125431571	-0.4345496036	-0.4822555389	0.9526566316	-1.05266052	-0.1501028751	0.3648424003	0.1157693664	-0.1862289873	0.3473995173	0.5499457033	0.119725322	-0.1065858994	-1.228426878	-0.2017488207	0.6436122962	-2.016483613	1.905888964	2.143859616	-1.10087447	-0.5884521633	-0.4952719128	0.7900137147	-0.1199452527	0.9936497896	2.323175704	0.2624989126	0.299516672	-0.5307606655	0.08996518222	1.41103866	-1.941417371	-0.300147842	-0.6893950607	-0.01246673934	-0.7935500166	-1.995618466	0.4325681237	-0.4799244296	-0.6730576011	1.742555072	1.190055938	1.861010209	-0.7372855772	-2.422249063	-1.084352517	0.3065873078	-1.031052947	1.902571201	0.585086264	0.7474661228	-0.1622993678	-0.05728736538	-0.7120330656	0.01595364264	1.581492316	1.074354758	0.3541543251	-0.7950144363	2.002201563	-1.096530893
-0.9153802789	-1.717162132	-1.151751252	0.3912473653	-1.548696619	1.007382832	-0.1852754732	-0.6094053865	-0.8749107311	0.5506459193	1.249280751	0.04160323721	-0.9719059661	-0.466162737	0.1919382669	0.8749475799	-0.5621435333	0.8182578265	0.8261083274	0.4793170412	-1.476166216	0.4132042431	-0.1249584019	0.2944473147	1.624853825	1.799201624	0.2566576966	-0.4370143857	-0.1921572584	0.5692898922	0.515682199	0.5339604604	0.3487328409	0.05516813847	-0.02150086691	0.226117173	-0.3531984628	0.4913774977	-0.1949412901	-1.501537249	-1.293247931	0.1587635012	-0.7846351635	-0.5158357174	0.4856946905	-0.3639030806	0.04019978688	2.014504892	2.470719656	0.4654057388	0.2453907757	-0.9649832937	1.335300879	0.6382342573	-0.9409404192	0.9383047779	-0.3406141311	0.7662241188	0.4299019333	1.748322997	0.8030615886	-0.8903491678	-0.141994793	-0.4702062498	1.033213439	-0.8120420426	-0.3290460581	-0.4816641973
-0.3713317529	1.835002063	-1.254506167	2.347280024	-0.6048739537	-0.1723146138	1.683953319	-0.5920837533	-0.6102109972	1.369922205	1.358238052	-0.6329134099	0.6139768319	0.964609602	-1.256657858	0.02111732468	-0.8567782635	1.120387686	1.781320899	0.6903596839	-0.5373123097	2.115629584	3.474473495	0.3335505898	-0.6706497391	-0.9642739104	0.2822179406	2.526776992	0.3955076029	0.3610845347	2.380017424	-0.2314902605	0.4999503309	-1.094338023	0.8339549687	0.8720726127	0.025583185	0.1249158309	-0.2677773704	1.826910412	-1.427948042	0.4349916168	0.3285123288	-0.8126703467	0.1690562639	-0.859636789	1.08401813	0.9042245889	0.250153355	0.5377767968	0.4669696396	-1.368533102	0.588093864	-1.604447133	2.017798899	-0.249315842	1.429902581	-0.2117800622	-1.245534051	0.1441837528	-0.1352283251	0.322338209	-0.2502537708	-1.534135398	-0.3495105028	-0.1404958533	-0.3203715534	-1.288808311
-0.9526132482	0.9030724084	-0.4218667462	-0.7720916412	1.931380885	0.2814191789	-0.2705359207	0.7785700492	1.467639498	1.288539219	1.253880733	0.221732074	-0.4137737083	0.3044368572	-0.03737110293	0.4322913017	-1.849730921	0.1004109117	1.328487982	-0.3865531331	-0.9680702974	2.422355036	0.4154435054	-0.8876022774	1.385421946	-0.2633355527	-0.7410526048	-0.1019770159	1.460559572	0.8669431675	1.339854296	-0.5714763016	-0.01419876897	-0.1526167148	0.1740808315	2.667350747	0.643233601	-1.676547445	-0.0122877592	0.7127763542	-0.3852822507	0.9850822331	-1.420824108	-0.4235995551	0.04475540461	-0.254996635	0.3401797929	0.5315575812	0.6483534773	1.294043436	1.852794093	0.9311028182	0.1117237535	0.9169734114	0.7359587405	-0.1686144765	-0.6869697875	-0.7366233885	0.1260277028	1.513242606	-0.5018612745	1.045041669	-0.3853223516	0.3030977379	0.2264750309	-0.1188390843	-0.1976627918	-0.7231708071
-0.01888157484	-0.1477646154	0.9791673514	-1.538849618	0.3400762967	1.245426495	-0.9126163414	1.393586843	1.780068887	0.2718243615	0.9041403379	0.488484807	0.009067982376	-0.6838906711	0.1106537777	-0.5141896438	0.7018770652	-0.05879453835	0.9552623307	-1.399872923	-0.8549326775	1.748606139	-1.313905687	0.1453734716	0.5194010306	-0.01260710423	1.280188022	-0.4765840677	1.42081555	0.7104423509	0.7416594512	-0.6164090792	-0.8255991484	-0.5268078392	-0.002600876655	1.856410997	-0.6239222282	-0.03022259157	0.424250382	0.6831517205	-0.7827836666	0.8649354537	-0.08038301221	1.67317427	-0.03389996942	-0.6518799738	0.5669108185	0.05273501187	0.575941649	0.7496117943	1.535061889	0.688903305	-1.73730929	0.5461597324	-0.5107175146	-1.938447512	-0.9103409773	-0.4738614012	0.9532416702	-0.8125245843	0.1548133055	-0.3895977813	0.9741020458	1.070990628	0.8061098838	0.1610518943	-0.05767385483	-1.148466346
0.4507232562	-0.1980992359	1.411439748	0.5666845513	0.4481109521	-0.9440577065	-1.04029451	0.2850401122	-0.3490310818	0.9739054044	1.300513437	-0.5731313333	1.259166656	1.929446629	-0.7004432473	-0.9030469605	1.199558462	0.6441194443	-0.05560066634	0.3809347224	-0.6814137828	0.361051869	0.1957709286	-1.155619661	-0.3091279771	-1.270076874	-1.30909253	-0.330720845	2.406125396	0.9563615394	0.7357386755	-0.08223710766	-0.03192778905	-0.9219172426	-0.1073856014	2.112577456	-0.3490788502	2.249158481	1.361579864	0.2498344196	-0.746357833	0.6481636709	-0.134822218	-1.033768045	-0.4221264699	-1.151921286	0.9157069156	-0.3542992403	-0.4726657417	0.4243684995	1.570956607	-0.3037209579	-0.8933073761	-0.3947708401	-0.4114382263	-0.04411039135	1.63568683	0.8288072205	0.3025593655	0.01676222984	0.02800481526	-0.002747248104	1.423967947	0.05454046679	-0.08594258999	0.5504733918	0.08607834473	-0.201119457
0.5982833027	-1.140578542	-1.190886442	1.113071546	-0.4146559818	-0.6210034377	-1.371876073	-0.8199945211	-0.3023923074	1.167432365	0.6159847257	0.2030383601	0.07724852612	0.01488789421	0.1550386687	-0.572936917	-0.1731596344	1.365591964	0.4087067892	1.015129296	-1.335403931	-0.846869139	-0.3779881483	0.7398972461	0.5556167366	-1.897628609	-0.4598116929	-0.2784355256	2.024009359	0.7229516639	-0.8437325853	0.7190814736	0.1099326766	-0.1033149382	-0.495007137	1.419101787	0.1728688845	0.6368184822	1.707456426	-0.5350916792	-0.866595995	-0.8132333545	-0.2630722265	0.313851441	-0.5188903913	-0.3810736329	0.8391799206	-0.532660557	0.7440346849	0.09439070248	0.9308162742	1.221524463	0.2681534426	1.119860174	0.3916870954	1.542708929	1.201764975	0.8512610804	-0.1329820962	0.1908760554	-0.3508144666	2.034994047	0.3928024966	-0.4313520223	0.5138266516	0.3540962722	0.3370063725	1.064539817
-1.111716132	-0.5318462089	-1.098149293	-0.06159433727	-2.191191186	1.573830401	1.347399462	-1.395198024	-0.2770678327	0.7560808477	-0.1517604332	0.176938349	-1.768867324	-2.040325746	0.5657167	0.2259678409	-0.5907414995	0.6812955679	1.070850989	1.252532237	-0.5564915396	-1.054171426	-0.4089943026	1.13694273	0.6283042156	0.8668514223	1.045745643	-1.936378085	0.7483694057	0.1883839136	-1.312160477	0.1074464735	0.9604241223	0.2794639746	-0.1912124956	-0.02471541327	-0.1762847682	-1.131688202	1.735286	-0.5827063037	-1.378901712	-1.503278367	0.9274304256	1.220136232	-0.6000265296	0.2311924766	0.7992108203	-0.3606310455	1.243850427	-0.06048074833	0.5688756968	0.152441864	0.9625859594	0.530291985	0.2124271044	1.339082994	-0.9666911483	1.029681133	-0.612102141	0.9868567792	0.5336608633	1.365885113	0.3371551761	-0.3378893539	1.056946396	-0.8811368089	0.8250605399	0.7781886761
-0.6087530803	1.49761438	-0.9519900639	0.2224512892	-0.3031802364	-0.0881315242	2.194918697	-0.3978045156	-1.25604705	1.065879196	1.059436915	0.002412110052	-0.06726245556	-0.8902170345	-0.8986606571	0.8118791036	-0.3573650645	-0.3670506162	0.6487464223	0.5897397542	0.2808066045	-1.248364648	1.736907835	2.583317648	-1.302570726	0.2974029569	0.5966797175	2.013683091	0.2280575896	-0.6485997178	0.5827618175	0.01145807121	0.9756853386	-1.007457685	0.2818568627	0.1429232709	-0.3020257989	-0.08836770592	1.719331978	1.275814081	-0.9024424494	-0.7074214127	0.5275152944	-2.044917736	-1.585269549	-0.79666514	1.011488034	0.7989306191	0.1414354958	-0.169036585	1.354565006	0.7805708498	0.2318314509	-0.7989358566	1.140969731	0.5699518687	-0.1634229535	0.9860665709	-1.063759537	0.2075855349	-0.1972269746	-1.927970311	0.5523786796	-1.350196609	0.320768004	-0.2080515829	-1.235251871	-0.1497050801
